gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	exon_ratio	intron_cos	njunc_min	block_ident	concentration	total_frac	ident_disp	expr_ratio	log_expr_diff	npsv_min	nsun_min	l4_present
ZNF468	ZNF701	0	truthbar	0.1737	0.5344	4	0	0.8000	0.8855	1.3863	0.6760	1.0000	0.5344	0.0774	0.3750	0.9671	NA	NA	0
ZNF468	ZNF721	0	truthbar	0.1304	0.0000	4	0	0.4000	0.6908	0.6931	0.0000	0.0000	0.0000	0.0000	0.0250	3.4095	NA	NA	0
ZNF468	ZNF761	0	truthbar	0.1372	0.3270	4	0	1.0000	0.9139	1.6094	0.6606	0.6789	0.5587	0.0822	0.9600	0.0405	NA	NA	0
ZNF468	ZNF766	0	truthbar	0.2605	0.0000	4	0	0.8000	0.8607	1.3863	0.0000	0.0000	0.0000	0.0000	0.4706	0.7494	NA	NA	0
ZNF468	ZNF808	0	truthbar	0.1768	0.3263	4	0	1.0000	0.9927	1.6094	0.8107	0.6753	0.4832	0.0905	0.3333	1.0822	NA	NA	0
ZNF468	ZNF813	0	truthbar	0.1744	0.3377	4	0	0.8000	0.8564	1.3863	0.7168	0.6238	0.7007	0.1121	0.6250	0.4651	NA	NA	0
ZNF468	ZNF83	0	truthbar	0.1804	0.0000	4	0	0.8000	0.8141	1.3863	0.0000	0.0000	0.0000	0.0000	0.7792	0.2476	NA	NA	0
ZNF468	ZNF836	0	truthbar	0.2172	0.0000	4	0	1.0000	0.9329	1.6094	0.0000	0.0000	0.0000	0.0000	0.0417	3.0040	NA	NA	0
ZNF468	ZNF841	0	truthbar	0.2184	0.0000	4	0	0.7143	0.9825	1.6094	0.0000	0.0000	0.0000	0.0000	0.2917	1.2123	NA	NA	0
ZNF468	ZNF888	0	truthbar	0.1640	0.4965	4	0	0.8000	0.8257	1.3863	0.6716	0.6279	0.6874	0.3428	0.1917	1.6177	NA	NA	0
ZNF468	ZNF91	0	genuine	0.1548	0.0000	4	0	0.8000	0.8437	1.3863	0.0000	0.0000	0.0000	0.0000	0.5417	0.6061	NA	NA	0
ZNF471	ZNF546	0	truthbar	0.1442	0.0000	0	0	0.8333	0.9285	1.6094	0.0000	0.0000	0.0000	0.0000	0.7037	0.3365	NA	NA	0
ZNF471	ZNF565	0	truthbar	0.2398	0.0000	0	0	1.0000	0.9734	1.6094	0.0000	0.0000	0.0000	0.0000	0.7037	0.3365	NA	NA	0
ZNF471	ZNF571	0	truthbar	0.2179	0.0000	0	0	0.8000	0.8798	1.3863	0.0000	0.0000	0.0000	0.0000	0.7500	0.2787	NA	NA	0
ZNF471	ZNF573	0	truthbar	0.2110	0.0000	0	0	0.8333	0.9620	1.6094	0.0000	0.0000	0.0000	0.0000	0.2593	1.2528	NA	NA	0
ZNF471	ZNF665	0	truthbar	0.2625	0.0000	0	0	0.8000	0.9633	1.3863	0.0000	0.0000	0.0000	0.0000	0.3704	0.9343	NA	NA	0
ZNF471	ZNF684	0	truthbar	0.1562	0.0000	0	0	1.0000	0.9440	1.6094	0.0000	0.0000	0.0000	0.0000	0.7297	0.3054	NA	NA	0
ZNF480	ZNF519	0	truthbar	0.1306	0.0000	4	0	0.6000	0.9724	1.0986	0.0000	0.0000	0.0000	0.0000	0.9000	0.0953	NA	NA	0
ZNF480	ZNF528	0	truthbar	0.2345	0.0000	4	0	0.7143	0.9909	1.6094	0.0000	0.0000	0.0000	0.0000	0.3125	1.0986	NA	NA	0
ZNF480	ZNF578	0	truthbar	0.2039	0.0000	4	0	0.8333	0.9910	1.6094	0.0000	0.0000	0.0000	0.0000	0.5556	0.5465	NA	NA	0
ZNF480	ZNF600	0	truthbar	0.2240	0.0000	4	0	0.8000	0.9372	1.3863	0.0000	0.0000	0.0000	0.0000	0.0935	2.2842	NA	NA	0
ZNF480	ZNF616	0	truthbar	0.1894	0.0000	4	0	0.8000	0.9226	1.3863	0.0000	0.0000	0.0000	0.0000	0.0690	2.5857	NA	NA	0
ZNF480	ZNF678	0	truthbar	0.2588	0.0000	4	0	0.8000	0.9373	1.3863	0.0000	0.0000	0.0000	0.0000	0.6667	0.3747	NA	NA	0
ZNF480	ZNF681	0	truthbar	0.1797	0.0000	4	0	0.8000	0.9794	1.3863	0.0000	0.0000	0.0000	0.0000	0.4000	0.8602	NA	NA	0
ZNF480	ZNF701	0	truthbar	0.1688	0.0000	4	0	0.8000	0.9938	1.3863	0.0000	0.0000	0.0000	0.0000	0.2222	1.4307	NA	NA	0
ZNF480	ZNF736	0	truthbar	0.1751	0.0000	4	0	0.8000	0.9738	1.3863	0.0000	0.0000	0.0000	0.0000	0.7000	0.3185	NA	NA	0
ZNF480	ZNF761	0	truthbar	0.2042	0.0000	4	0	1.0000	0.9975	1.6094	0.0000	0.0000	0.0000	0.0000	0.0800	2.4384	NA	NA	0
ZNF480	ZNF766	0	truthbar	0.1597	0.0000	4	0	0.8000	0.9677	1.3863	0.0000	0.0000	0.0000	0.0000	0.0392	3.1473	NA	NA	0
ZNF480	ZNF808	0	truthbar	0.2016	0.0000	4	0	1.0000	0.9535	1.6094	0.0000	0.0000	0.0000	0.0000	0.2500	1.3157	NA	NA	0
ZNF480	ZNF813	0	truthbar	0.2016	0.0000	4	0	0.8000	0.9908	1.3863	0.0000	0.0000	0.0000	0.0000	0.1333	1.9328	NA	NA	0
ZNF480	ZNF83	0	truthbar	0.3208	0.0000	4	0	0.8000	0.9731	1.3863	0.0000	0.0000	0.0000	0.0000	0.0649	2.6455	NA	NA	0
ZNF480	ZNF888	0	truthbar	0.2039	0.0000	4	0	0.8000	0.9810	1.3863	0.0000	0.0000	0.0000	0.0000	0.4348	0.7802	NA	NA	0
ZNF484	ZNF565	0	genuine	0.3934	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ZNF484	ZNF567	0	truthbar	0.1977	0.0000	0	0	0.8333	0.9849	1.6094	0.0000	0.0000	0.0000	0.0000	0.6292	0.4568	NA	NA	0
ZNF484	ZNF568	0	truthbar	0.1518	0.0000	0	0	0.7143	0.8940	1.6094	0.0000	0.0000	0.0000	0.0000	0.7179	0.3264	NA	NA	0
ZNF484	ZNF569	0	truthbar	0.1893	0.0000	0	0	0.8333	0.9068	1.6094	0.0000	0.0000	0.0000	0.0000	0.4464	0.7850	NA	NA	0
ZNF484	ZNF585A	0	truthbar	0.1771	0.0000	0	0	1.0000	0.9898	1.6094	0.0000	0.0000	0.0000	0.0000	0.6964	0.3542	NA	NA	0
ZNF484	ZNF585B	0	truthbar	0.2458	0.0000	0	0	0.8000	0.9905	1.3863	0.0000	0.0000	0.0000	0.0000	0.5000	0.6758	NA	NA	0
ZNF484	ZNF605	0	truthbar	0.2116	0.0000	0	0	1.0000	0.9087	1.6094	0.0000	0.0000	0.0000	0.0000	0.0893	2.2513	NA	NA	0
ZNF484	ZNF613	0	truthbar	0.2219	0.0000	0	0	0.8333	0.8933	1.6094	0.0000	0.0000	0.0000	0.0000	0.9286	0.0728	NA	NA	0
ZNF484	ZNF624	0	truthbar	0.2510	0.0000	0	0	0.8333	0.9371	1.6094	0.0000	0.0000	0.0000	0.0000	0.4275	0.8398	NA	NA	0
ZNF484	ZNF717	0	truthbar	0.3219	0.0000	0	0	1.0000	0.9563	1.6094	0.0000	0.0000	0.0000	0.0000	0.1071	2.0971	NA	NA	0
ZNF484	ZNF782	0	truthbar	0.1336	0.0000	0	0	0.8000	0.9728	1.3863	0.0000	0.0000	0.0000	0.0000	0.0714	2.4336	NA	NA	0
ZNF484	ZNF81	0	truthbar	0.1970	0.0000	0	0	1.0000	0.9902	1.6094	0.0000	0.0000	0.0000	0.0000	0.1786	1.6452	NA	NA	0
ZNF484	ZNF84	0	truthbar	0.2364	0.0000	0	0	1.0000	0.9242	1.6094	0.0000	0.0000	0.0000	0.0000	0.2456	1.3907	NA	NA	0
ZNF484	ZNF883	0	genuine	0.1550	0.0000	0	0	0.8000	0.9994	1.3863	0.0000	0.0000	0.0000	0.0000	0.7778	0.2474	NA	NA	0
ZNF485	ZNF879	0	truthbar	0.2011	0.0000	3	0	1.0000	0.9403	1.6094	0.0000	0.0000	0.0000	0.0000	0.2598	1.3257	NA	NA	0
ZNF486	ZNF506	0	truthbar	0.3165	0.4706	4	0	0.8000	0.9872	1.3863	0.8425	1.0000	0.4706	0.0431	0.0641	2.5777	NA	NA	0
ZNF486	ZNF595	0	truthbar	0.2309	0.0000	4	0	0.4000	0.8428	0.6931	0.0000	0.0000	0.0000	0.0000	0.2381	1.2993	NA	NA	0
ZNF486	ZNF600	0	truthbar	0.1590	0.0000	4	0	0.8000	0.9533	1.3863	0.0000	0.0000	0.0000	0.0000	0.0467	2.8904	NA	NA	0
ZNF486	ZNF626	0	truthbar	0.3690	0.3514	4	0	0.4000	0.8428	0.6931	0.7881	1.0000	0.3514	0.2107	0.2381	1.2993	NA	NA	0
ZNF486	ZNF675	0	truthbar	0.4605	0.7361	4	0	0.8000	0.9719	1.3863	0.7557	1.0000	0.7361	0.0549	0.2000	1.4663	NA	NA	0
ZNF486	ZNF678	0	truthbar	0.3050	0.0000	4	0	0.8000	0.8864	1.3863	0.0000	0.0000	0.0000	0.0000	0.3333	0.9808	NA	NA	0
ZNF486	ZNF680	0	truthbar	0.4889	0.0000	4	0	0.8000	0.9930	1.3863	0.0000	0.0000	0.0000	0.0000	0.0467	2.8904	NA	NA	0
ZNF486	ZNF681	0	truthbar	0.2263	0.0000	4	0	0.8000	0.9688	1.3863	0.0000	0.0000	0.0000	0.0000	0.2000	1.4663	NA	NA	0
ZNF486	ZNF682	0	truthbar	0.4680	0.0000	4	0	0.8000	0.9745	1.3863	0.0000	0.0000	0.0000	0.0000	0.1923	1.5041	NA	NA	0
ZNF486	ZNF695	0	truthbar	0.2577	0.0000	4	0	0.8000	0.9897	1.3863	0.0000	0.0000	0.0000	0.0000	0.5000	0.6061	NA	NA	0
ZNF486	ZNF721	0	genuine	0.1496	0.0000	4	0	0.6000	0.8667	1.0986	0.0000	0.0000	0.0000	0.0000	0.0714	2.4709	NA	NA	0
ZNF486	ZNF723	0	truthbar	0.6166	0.0000	4	0	0.8000	0.9914	1.3863	0.0000	0.0000	0.0000	0.0000	0.8000	0.1823	NA	NA	0
ZNF486	ZNF727	0	truthbar	0.1636	0.0000	4	0	0.8000	0.9665	1.3863	0.0000	0.0000	0.0000	0.0000	0.2941	1.0986	NA	NA	0
ZNF486	ZNF736	0	truthbar	0.2838	0.0000	4	0	0.8000	0.9907	1.3863	0.0000	0.0000	0.0000	0.0000	0.7143	0.2877	NA	NA	0
ZNF486	ZNF836	0	truthbar	0.2818	0.0000	4	0	1.0000	0.9750	1.6094	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
ZNF486	ZNF91	0	genuine	0.3031	0.0000	4	0	0.4000	0.8428	0.6931	0.0000	0.0000	0.0000	0.0000	0.6000	0.4055	NA	NA	0
ZNF486	ZNF92	0	truthbar	0.3257	0.0000	4	0	0.4000	0.8428	0.6931	0.0000	0.0000	0.0000	0.0000	0.8000	0.1823	NA	NA	0
ZNF487	ZNF510	0	genuine	0.2144	0.0000	0	0	0.5000	0.9762	1.0986	0.0000	0.0000	0.0000	0.0000	0.1000	2.0477	NA	NA	0
ZNF487	ZNF527	0	genuine	0.1423	0.0000	0	0	0.6000	0.8706	1.0986	0.0000	0.0000	0.0000	0.0000	0.2500	1.1787	NA	NA	0
ZNF487	ZNF567	0	genuine	0.2129	0.0000	0	0	0.5000	0.9403	1.0986	0.0000	0.0000	0.0000	0.0000	0.0337	3.1135	NA	NA	0
ZNF487	ZNF568	0	genuine	0.2139	0.0000	0	0	0.4286	0.7780	1.0986	0.0000	0.0000	0.0000	0.0000	0.0385	2.9832	NA	NA	0
ZNF487	ZNF569	0	genuine	0.2199	0.0000	0	0	0.5000	0.7922	1.0986	0.0000	0.0000	0.0000	0.0000	0.1200	1.8718	NA	NA	0
ZNF487	ZNF577	0	truthbar	0.1754	0.0000	0	0	0.5000	0.8829	1.0986	0.0000	0.0000	0.0000	0.0000	0.1200	1.8718	NA	NA	0
ZNF487	ZNF585A	0	genuine	0.2372	0.0000	0	0	0.6000	0.9853	1.0986	0.0000	0.0000	0.0000	0.0000	0.0769	2.3026	NA	NA	0
ZNF487	ZNF585B	0	genuine	0.2372	0.0000	0	0	0.7500	0.9937	1.0986	0.0000	0.0000	0.0000	0.0000	0.1071	1.9810	NA	NA	0
ZNF487	ZNF605	0	genuine	0.1611	0.0000	0	0	0.6000	0.7954	1.0986	0.0000	0.0000	0.0000	0.0000	0.6000	0.4055	NA	NA	0
ZNF487	ZNF624	0	genuine	0.1700	0.0000	0	0	0.5000	0.8426	1.0986	0.0000	0.0000	0.0000	0.0000	0.0229	3.4965	NA	NA	0
ZNF487	ZNF717	0	genuine	0.1472	0.0000	0	0	0.6000	0.9941	1.0986	0.0000	0.0000	0.0000	0.0000	0.5000	0.5596	NA	NA	0
ZNF487	ZNF782	0	genuine	0.2317	0.0000	0	0	0.7500	0.9049	1.0986	0.0000	0.0000	0.0000	0.0000	0.7500	0.2231	NA	NA	0
ZNF487	ZNF84	0	genuine	0.1497	0.0000	0	0	0.6000	0.8178	1.0986	0.0000	0.0000	0.0000	0.0000	0.0132	4.0474	NA	NA	0
ZNF487	ZNF883	0	genuine	0.1512	0.0000	0	0	0.7500	0.9819	1.0986	0.0000	0.0000	0.0000	0.0000	0.0417	2.9042	NA	NA	0
ZNF490	ZNF563	0	truthbar	0.1996	0.0000	4	0	0.8000	0.9946	1.3863	0.0000	0.0000	0.0000	0.0000	0.4375	0.7538	NA	NA	0
ZNF490	ZNF564	0	truthbar	0.2342	0.0000	4	0	0.8000	0.9986	1.3863	0.0000	0.0000	0.0000	0.0000	0.0414	3.0564	NA	NA	0
ZNF490	ZNF57	0	truthbar	0.1397	0.0000	4	0	0.8000	0.9995	1.3863	0.0000	0.0000	0.0000	0.0000	0.1228	1.9810	NA	NA	0
ZNF490	ZNF669	0	truthbar	0.1457	0.0000	4	0	0.8000	0.9883	1.3863	0.0000	0.0000	0.0000	0.0000	0.4286	0.6931	NA	NA	0
ZNF490	ZNF791	0	truthbar	0.1517	0.0000	4	0	0.8000	0.9861	1.3863	0.0000	0.0000	0.0000	0.0000	0.0946	2.2380	NA	NA	0
ZNF490	ZNF799	0	truthbar	0.1661	0.0000	4	0	0.8000	0.9994	1.3863	0.0000	0.0000	0.0000	0.0000	0.1707	1.6582	NA	NA	0
ZNF490	ZNF823	0	truthbar	0.1681	0.0000	4	0	0.4000	0.9974	0.6931	0.0000	0.0000	0.0000	0.0000	0.8750	0.1178	NA	NA	0
ZNF501	ZNF585A	0	genuine	0.1452	0.0000	0	0	0.6000	0.9376	1.0986	0.0000	0.0000	0.0000	0.0000	0.2021	1.5790	NA	NA	0
ZNF501	ZNF585B	0	genuine	0.1723	0.0000	0	0	0.7500	0.9461	1.0986	0.0000	0.0000	0.0000	0.0000	0.1451	1.9006	NA	NA	0
ZNF502	ZSCAN16	0	genuine	0.2462	0.0000	3	0	0.7500	0.9255	1.0986	0.0000	0.0000	0.0000	0.0000	0.0789	2.2773	NA	NA	0
ZNF506	ZNF578	0	truthbar	0.1703	0.0000	4	0	0.6667	0.9088	1.3863	0.0000	0.0000	0.0000	0.0000	0.2308	1.4250	NA	NA	0
ZNF506	ZNF595	0	truthbar	0.2693	0.0000	4	0	0.5000	0.7693	0.6931	0.0000	0.0000	0.0000	0.0000	0.2692	1.2784	NA	NA	0
ZNF506	ZNF626	0	truthbar	0.1782	0.8267	4	0	1.0000	1.0000	0.6931	0.7594	1.0000	0.8267	0.1586	0.6190	0.4520	NA	NA	0
ZNF506	ZNF675	0	truthbar	0.4255	0.0000	4	0	0.5000	0.9427	0.6931	0.0000	0.0000	0.0000	0.0000	0.5200	0.6190	NA	NA	0
ZNF506	ZNF678	0	truthbar	0.2619	0.0000	4	0	0.5000	0.9949	0.6931	0.0000	0.0000	0.0000	0.0000	0.8667	0.1335	NA	NA	0
ZNF506	ZNF680	0	truthbar	0.2151	0.0000	4	0	1.0000	0.9966	1.3863	0.0000	0.0000	0.0000	0.0000	0.7290	0.3127	NA	NA	0
ZNF506	ZNF681	0	truthbar	0.3043	0.0000	4	0	0.5000	0.9479	0.6931	0.0000	0.0000	0.0000	0.0000	0.5200	0.6190	NA	NA	0
ZNF506	ZNF682	0	truthbar	0.4123	0.0000	4	0	1.0000	0.9970	1.3863	0.0000	0.0000	0.0000	0.0000	0.3333	1.0736	NA	NA	0
ZNF506	ZNF695	0	truthbar	0.3468	0.0000	4	0	0.5000	0.7861	0.6931	0.0000	0.0000	0.0000	0.0000	0.7692	0.2412	NA	NA	0
ZNF506	ZNF721	0	genuine	0.2429	0.0000	4	0	0.5000	0.7693	0.6931	0.0000	0.0000	0.0000	0.0000	0.0385	2.9832	NA	NA	0
ZNF506	ZNF723	0	truthbar	0.5842	0.6874	4	0	1.0000	0.9730	1.3863	0.7871	1.0000	0.6874	0.1834	0.0513	2.7600	NA	NA	0
ZNF506	ZNF727	0	truthbar	0.1374	0.0000	4	0	1.0000	0.9307	1.3863	0.0000	0.0000	0.0000	0.0000	0.2179	1.4791	NA	NA	0
ZNF506	ZNF736	0	truthbar	0.3950	0.0000	4	0	1.0000	0.9744	1.3863	0.0000	0.0000	0.0000	0.0000	0.0897	2.2900	NA	NA	0
ZNF506	ZNF761	0	truthbar	0.1532	0.0000	4	0	0.4000	0.9082	0.6931	0.0000	0.0000	0.0000	0.0000	0.1040	2.1972	NA	NA	0
ZNF506	ZNF83	0	truthbar	0.1757	0.0000	4	0	0.5000	0.9728	0.6931	0.0000	0.0000	0.0000	0.0000	0.0844	2.4044	NA	NA	0
ZNF506	ZNF841	0	truthbar	0.2599	0.0000	4	0	0.2857	0.6496	0.6931	0.0000	0.0000	0.0000	0.0000	0.3714	0.9445	NA	NA	0
ZNF506	ZNF91	0	genuine	0.2503	0.0000	4	0	0.5000	0.8795	0.6931	0.0000	0.0000	0.0000	0.0000	0.2000	1.5506	NA	NA	0
ZNF506	ZNF92	0	truthbar	0.2998	0.0000	4	0	0.5000	0.7693	0.6931	0.0000	0.0000	0.0000	0.0000	0.0513	2.7600	NA	NA	0
ZNF510	ZNF527	0	truthbar	0.1379	0.0000	0	0	0.8333	0.9492	1.6094	0.0000	0.0000	0.0000	0.0000	0.4000	0.8690	NA	NA	0
ZNF510	ZNF674	0	truthbar	0.1588	0.0000	0	0	0.8571	0.9772	1.7918	0.0000	0.0000	0.0000	0.0000	0.1000	2.0477	NA	NA	0
ZNF514	ZNF879	0	truthbar	0.1558	0.0000	3	0	0.8333	0.9626	1.6094	0.0000	0.0000	0.0000	0.0000	0.0315	3.2426	NA	NA	0
ZNF519	ZNF528	0	truthbar	0.2021	0.0000	4	0	0.2857	0.8556	0.6931	0.0000	0.0000	0.0000	0.0000	0.3750	0.9316	NA	NA	0
ZNF519	ZNF595	0	truthbar	0.3688	0.0000	4	0	0.5000	0.9759	0.6931	0.0000	0.0000	0.0000	0.0000	0.1026	2.2057	NA	NA	0
ZNF519	ZNF600	0	truthbar	0.1372	0.0000	4	0	0.7500	0.8965	1.0986	0.0000	0.0000	0.0000	0.0000	0.0841	2.3795	NA	NA	0
ZNF519	ZNF616	0	truthbar	0.1613	0.0000	4	0	0.5000	0.6962	0.6931	0.0000	0.0000	0.0000	0.0000	0.0828	2.4187	NA	NA	0
ZNF519	ZNF675	0	truthbar	0.3987	0.0000	4	0	0.7500	0.9969	1.0986	0.0000	0.0000	0.0000	0.0000	0.3600	0.9555	NA	NA	0
ZNF519	ZNF678	0	truthbar	0.1559	0.0000	4	0	0.7500	0.9443	1.0986	0.0000	0.0000	0.0000	0.0000	0.6000	0.4700	NA	NA	0
ZNF519	ZNF680	0	truthbar	0.2050	0.0000	4	0	0.5000	0.8175	0.6931	0.0000	0.0000	0.0000	0.0000	0.1121	2.1172	NA	NA	0
ZNF519	ZNF681	0	truthbar	0.2728	0.0000	4	0	0.7500	0.9947	1.0986	0.0000	0.0000	0.0000	0.0000	0.3600	0.9555	NA	NA	0
ZNF519	ZNF682	0	truthbar	0.2112	0.0000	4	0	0.5000	0.7178	0.6931	0.0000	0.0000	0.0000	0.0000	0.4615	0.7309	NA	NA	0
ZNF519	ZNF695	0	truthbar	0.3053	0.0000	4	0	0.5000	0.7861	0.6931	0.0000	0.0000	0.0000	0.0000	0.8333	0.1671	NA	NA	0
ZNF519	ZNF721	0	truthbar	0.1913	0.0000	4	0	0.6667	0.9168	0.6931	0.0000	0.0000	0.0000	0.0000	0.3333	0.9163	NA	NA	0
ZNF519	ZNF723	0	truthbar	0.3428	0.0000	4	0	0.5000	0.8958	0.6931	0.0000	0.0000	0.0000	0.0000	0.3333	0.9555	NA	NA	0
ZNF519	ZNF766	0	truthbar	0.1621	0.0000	4	0	0.5000	0.8351	0.6931	0.0000	0.0000	0.0000	0.0000	0.0471	2.9802	NA	NA	0
ZNF519	ZNF813	0	truthbar	0.1520	0.0000	4	0	0.7500	0.9818	1.0986	0.0000	0.0000	0.0000	0.0000	0.1200	2.0281	NA	NA	0
ZNF519	ZNF83	0	truthbar	0.3445	0.0000	4	0	0.7500	0.9683	1.0986	0.0000	0.0000	0.0000	0.0000	0.0584	2.7408	NA	NA	0
ZNF519	ZNF836	0	truthbar	0.1875	0.0000	4	0	0.6000	0.9645	1.0986	0.0000	0.0000	0.0000	0.0000	0.5556	0.5108	NA	NA	0
ZNF519	ZNF888	0	truthbar	0.1642	0.0000	4	0	0.5000	0.9606	0.6931	0.0000	0.0000	0.0000	0.0000	0.5217	0.6131	NA	NA	0
ZNF519	ZNF91	0	genuine	0.1349	0.0000	4	0	0.5000	0.8795	0.6931	0.0000	0.0000	0.0000	0.0000	0.1846	1.6247	NA	NA	0
ZNF519	ZNF92	0	truthbar	0.2554	0.0000	4	0	0.5000	0.8265	0.6931	0.0000	0.0000	0.0000	0.0000	0.0741	2.5288	NA	NA	0
ZNF527	ZNF565	0	truthbar	0.1999	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ZNF527	ZNF568	0	truthbar	0.1644	0.0000	0	0	0.7143	0.9799	1.6094	0.0000	0.0000	0.0000	0.0000	0.1538	1.8045	NA	NA	0
ZNF527	ZNF569	0	truthbar	0.2226	0.0000	0	0	0.8333	0.9866	1.6094	0.0000	0.0000	0.0000	0.0000	0.4800	0.6931	NA	NA	0
ZNF527	ZNF585B	0	truthbar	0.1818	0.0000	0	0	0.8000	0.9133	1.3863	0.0000	0.0000	0.0000	0.0000	0.4286	0.8023	NA	NA	0
ZNF527	ZNF624	0	truthbar	0.2252	0.0000	0	0	0.8333	0.9937	1.6094	0.0000	0.0000	0.0000	0.0000	0.0916	2.3179	NA	NA	0
ZNF527	ZNF674	0	truthbar	0.1696	0.0000	0	0	0.7143	0.9677	1.6094	0.0000	0.0000	0.0000	0.0000	0.2500	1.1787	NA	NA	0
ZNF527	ZNF717	0	truthbar	0.1618	0.0000	0	0	1.0000	0.8395	1.6094	0.0000	0.0000	0.0000	0.0000	0.5000	0.6190	NA	NA	0
ZNF527	ZNF84	0	truthbar	0.1484	0.0000	0	0	1.0000	0.9929	1.6094	0.0000	0.0000	0.0000	0.0000	0.0526	2.8688	NA	NA	0
ZNF527	ZNF883	0	truthbar	0.1397	0.0000	0	0	0.8000	0.9451	1.3863	0.0000	0.0000	0.0000	0.0000	0.1667	1.7255	NA	NA	0
ZNF528	ZNF578	0	truthbar	0.2143	0.0000	4	0	0.8571	0.9757	1.7918	0.0000	0.0000	0.0000	0.0000	0.5625	0.5521	NA	NA	0
ZNF528	ZNF600	0	truthbar	0.3132	0.0000	4	0	0.5714	0.9640	1.3863	0.0000	0.0000	0.0000	0.0000	0.2991	1.1856	NA	NA	0
ZNF528	ZNF675	0	truthbar	0.2625	0.0000	4	0	0.5714	0.9524	1.3863	0.0000	0.0000	0.0000	0.0000	0.7812	0.2384	NA	NA	0
ZNF528	ZNF678	0	truthbar	0.1460	0.0000	4	0	0.5714	0.9030	1.3863	0.0000	0.0000	0.0000	0.0000	0.4688	0.7239	NA	NA	0
ZNF528	ZNF721	0	truthbar	0.1430	0.0000	4	0	0.4286	0.8740	1.0986	0.0000	0.0000	0.0000	0.0000	0.4571	0.7662	NA	NA	0
ZNF528	ZNF723	0	truthbar	0.4197	0.0000	4	0	0.5714	0.9611	1.3863	0.0000	0.0000	0.0000	0.0000	0.1250	1.8871	NA	NA	0
ZNF528	ZNF766	0	truthbar	0.1969	0.0000	4	0	0.5714	0.9593	1.3863	0.0000	0.0000	0.0000	0.0000	0.1255	2.0487	NA	NA	0
ZNF528	ZNF808	0	truthbar	0.1828	0.0000	4	0	0.7143	0.9589	1.6094	0.0000	0.0000	0.0000	0.0000	0.8000	0.2171	NA	NA	0
ZNF528	ZNF813	0	truthbar	0.1750	0.0000	4	0	0.5714	0.9778	1.3863	0.0000	0.0000	0.0000	0.0000	0.4267	0.8342	NA	NA	0
ZNF528	ZNF83	0	truthbar	0.2588	0.0000	4	0	0.5714	0.9509	1.3863	0.0000	0.0000	0.0000	0.0000	0.2078	1.5469	NA	NA	0
ZNF528	ZNF836	0	truthbar	0.3142	0.0000	4	0	0.7143	0.9824	1.6094	0.0000	0.0000	0.0000	0.0000	0.1562	1.7047	NA	NA	0
ZNF528	ZNF841	0	truthbar	0.1688	0.0000	4	0	1.0000	0.9265	1.9459	0.0000	0.0000	0.0000	0.0000	0.9143	0.0870	NA	NA	0
ZNF528	ZNF91	0	truthbar	0.2576	0.0000	4	0	0.2857	0.8556	0.6931	0.0000	0.0000	0.0000	0.0000	0.0938	2.1102	NA	NA	0
ZNF529	ZNF565	0	truthbar	0.2075	0.0000	0	0	1.0000	0.8764	1.6094	0.0000	0.0000	0.0000	0.0000	0.3016	1.1632	NA	NA	0
ZNF529	ZNF571	0	truthbar	0.2933	0.0000	0	0	0.8000	0.9966	1.3863	0.0000	0.0000	0.0000	0.0000	0.5714	0.5480	NA	NA	0
ZNF529	ZNF573	0	truthbar	0.2117	0.0000	0	0	0.8333	0.9577	1.6094	0.0000	0.0000	0.0000	0.0000	0.1111	2.0794	NA	NA	0
ZNF529	ZNF582	0	truthbar	0.1494	0.0000	0	0	1.0000	0.9788	1.6094	0.0000	0.0000	0.0000	0.0000	0.2561	1.3505	NA	NA	0
ZNF529	ZNF780A	0	truthbar	0.2353	0.0000	0	0	1.0000	0.9114	1.6094	0.0000	0.0000	0.0000	0.0000	0.1429	1.8563	NA	NA	0
ZNF529	ZNF780B	0	truthbar	0.1835	0.0000	0	0	1.0000	0.9897	1.6094	0.0000	0.0000	0.0000	0.0000	0.0476	2.7726	NA	NA	0
ZNF529	ZNF790	0	truthbar	0.1331	0.0000	0	0	1.0000	0.9889	1.6094	0.0000	0.0000	0.0000	0.0000	0.3492	1.0234	NA	NA	0
ZNF540	ZNF546	0	truthbar	0.2791	0.0000	0	0	0.8333	0.9477	1.6094	0.0000	0.0000	0.0000	0.0000	0.3333	1.0647	NA	NA	0
ZNF540	ZNF565	0	truthbar	0.1660	0.0000	0	0	1.0000	0.8547	1.6094	0.0000	0.0000	0.0000	0.0000	0.3333	1.0647	NA	NA	0
ZNF540	ZNF571	0	truthbar	0.1304	0.1349	0	0	0.8000	0.9831	1.3863	1.0000	1.0000	0.1349	0.0000	0.6316	0.4495	NA	NA	0
ZNF540	ZNF573	0	truthbar	0.2791	0.0000	0	0	0.8333	0.9363	1.6094	0.0000	0.0000	0.0000	0.0000	0.1228	1.9810	NA	NA	0
ZNF540	ZNF582	0	truthbar	0.2100	0.0000	0	0	1.0000	0.9870	1.6094	0.0000	0.0000	0.0000	0.0000	0.2317	1.4489	NA	NA	0
