family_id	n_genes	n_loci	n_contigs	cross_chrom	density	biotype_purity	repeat_mosaic	dom_biotype	compara_paralog	genes
GRFAM393	2	2	1	0	1.000	1.000	0	protein_coding	0	CALCA,CALCB
GRFAM394	2	2	1	0	1.000	1.000	0	protein_coding	0	CASTOR2,CASTOR3P
GRFAM395	2	2	2	1	1.000	1.000	0	protein_coding	0	CBX3,LOC101140430
GRFAM396	2	2	1	0	1.000	1.000	0	protein_coding	0	CD209,LOC101152880
GRFAM397	2	2	1	0	1.000	1.000	0	protein_coding	0	CEL,LOC101125608
GRFAM398	2	2	2	1	1.000	1.000	0	protein_coding	0	CES5A,LOC101136153
GRFAM399	2	2	2	1	1.000	1.000	0	protein_coding	0	CHCHD2,LOC101142162
GRFAM400	2	2	1	0	1.000	1.000	0	protein_coding	0	CLCNKB,LOC101135098
GRFAM401	2	2	2	1	1.000	1.000	0	protein_coding	0	CLK2,LOC101128723
GRFAM402	2	2	1	0	1.000	0.500	0	protein_coding	0	CLTRN,LOC115932538
GRFAM403	2	2	2	1	1.000	1.000	0	protein_coding	0	CRIPTO,CRIPTO3
GRFAM404	2	2	2	1	1.000	1.000	0	protein_coding	0	CSNK1A1L,LOC101130599
GRFAM405	2	2	1	0	1.000	1.000	0	protein_coding	0	CT83,LOC101131372
GRFAM406	2	2	1	0	1.000	1.000	0	protein_coding	0	CXCL1,LOC101134092
GRFAM407	2	2	1	0	1.000	1.000	0	protein_coding	0	CXHXorf51B,CXHXorf51A
GRFAM408	2	2	1	0	1.000	1.000	0	protein_coding	0	DCAF12L2,DCAF12L1
GRFAM409	2	2	2	1	1.000	1.000	0	protein_coding	0	DCAF4L1,DCAF4L2
GRFAM410	2	2	2	1	1.000	1.000	0	protein_coding	0	DNAI1,LOC129530372
GRFAM411	2	2	1	0	1.000	1.000	0	protein_coding	0	EDDM3B,LOC101144420
GRFAM412	2	2	2	1	1.000	1.000	0	protein_coding	0	EIF1,LOC109023875
GRFAM413	2	2	2	1	1.000	1.000	0	protein_coding	0	ENTR1,LOC101126524
GRFAM414	2	2	1	0	1.000	1.000	0	protein_coding	0	EOLA1,EOLA2
GRFAM415	2	2	2	1	1.000	1.000	0	protein_coding	0	ERV3-1,LOC101129788
GRFAM416	2	2	1	0	1.000	1.000	0	protein_coding	0	FAM156A,LOC101125357
GRFAM417	2	2	1	0	1.000	1.000	0	protein_coding	0	FAM9B,FAM9C
GRFAM418	2	2	2	1	1.000	1.000	0	protein_coding	0	FOXM1,LOC115931697
GRFAM419	2	2	2	1	1.000	1.000	0	protein_coding	0	FRAT2,LOC101145989
GRFAM420	2	2	2	1	1.000	1.000	0	protein_coding	0	FRMD8,LOC101135088
GRFAM421	2	2	2	1	1.000	1.000	0	protein_coding	0	FTL,LOC101130393
GRFAM422	2	2	2	1	1.000	1.000	0	protein_coding	0	FZD9,FZD10
GRFAM423	2	2	1	0	1.000	1.000	0	protein_coding	0	GK2,GK3
GRFAM424	2	2	1	0	1.000	1.000	0	protein_coding	0	HBZ,LOC129527462
GRFAM425	2	2	1	0	1.000	1.000	0	protein_coding	0	HTN3,HTN1
GRFAM426	2	2	2	1	1.000	1.000	0	protein_coding	0	KIAA2013,LOC101126513
GRFAM427	2	2	1	0	1.000	1.000	0	protein_coding	0	KRT38,KRT37
GRFAM428	2	2	1	0	1.000	1.000	0	protein_coding	0	LAIR1,LAIR2
GRFAM429	2	2	1	0	1.000	1.000	0	protein_coding	0	LCE3D,LOC101149788
GRFAM430	2	2	1	0	1.000	1.000	0	protein_coding	0	LGALS7,LOC101145213
GRFAM431	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101124026,LOC101141789
GRFAM432	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101124683,LOC115930071
GRFAM433	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101124995,LOC101132577
GRFAM434	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101125257,LOC101125628
GRFAM435	2	2	1	0	1.000	0.500	0	protein_coding	0	LOC101125271,LOC129531694
GRFAM436	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101126043,LOC115934679
GRFAM437	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101126070,LOC129534728
GRFAM438	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101126219,PTP4A1
GRFAM439	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101126634,RHBDD3
GRFAM440	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101126682,IL9R
GRFAM441	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101126813,KRT18
GRFAM442	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101126920,LOC101127657
GRFAM443	2	2	1	0	1.000	1.000	0	V_segment	0	LOC101127105,LOC134757162
GRFAM444	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101127340,KNOP1
GRFAM445	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101127634,LOC101138853
GRFAM446	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101127867,CCDC59
GRFAM447	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101129209,LOC101128867
GRFAM448	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101129546,LOC101130753
GRFAM449	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101129959,LOC101148543
GRFAM450	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101130064,LOC115930307
GRFAM451	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101130090,LOC115930167
GRFAM452	2	2	1	0	1.000	0.500	0	protein_coding	0	LOC101130387,LOC115931662
GRFAM453	2	2	1	0	1.000	0.500	0	protein_coding	0	LOC101130526,LOC129534690
GRFAM454	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101130608,UBE2M
GRFAM455	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101131514,LOC101146371
GRFAM456	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101131861,COIL
GRFAM457	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101132030,LOC101129658
GRFAM458	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101132106,LOC134759323
GRFAM459	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101132303,LOC101131235
GRFAM460	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101133011,RPL36
GRFAM461	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101133052,LOC101134815
GRFAM462	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101133285,LOC101131776
GRFAM463	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101133335,AMY2A
GRFAM464	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101133347,PGAM4
GRFAM465	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101133653,LOC129533605
GRFAM466	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101133681,LOC109023730
GRFAM467	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101133898,FAM246A
GRFAM468	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101133995,LOC109027175
GRFAM469	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101134521,LOC101146566
GRFAM470	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101134598,LOC115935392
GRFAM471	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101134822,LOC101129444
GRFAM472	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101135498,AQP12A
GRFAM473	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101135579,DYNLL1
GRFAM474	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101135829,LOC101146826
GRFAM475	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101136021,ZNF723
GRFAM476	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101136050,LOC101146101
GRFAM477	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101136183,LOC101136556
GRFAM478	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101136473,SORD
GRFAM479	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101136563,LOC101140215
GRFAM480	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101136905,SFTPA1
GRFAM481	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101137052,LOC101137409
GRFAM482	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101137254,LOC101136877
GRFAM483	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101137272,LOC101130048
GRFAM484	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101137639,RPS25
GRFAM485	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101137667,RPLP1
GRFAM486	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101137977,LOC101131700
GRFAM487	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101138287,LOC101126499
GRFAM488	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC101138289,LOC129525893
GRFAM489	2	2	1	0	1.000	0.500	0	protein_coding	0	LOC101139012,LOC129525580
GRFAM490	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101139242,LOC101141508
GRFAM491	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101139737,LOC101140821
GRFAM492	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101139802,LOC115931453
GRFAM493	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101140122,LOC115930237
GRFAM494	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101140208,LOC101141448
GRFAM495	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101140422,LOC115933990
GRFAM496	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101140424,LOC101129839
GRFAM497	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101140666,TFDP3
GRFAM498	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101140733,LOC129524322
GRFAM499	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101141051,GPS2
GRFAM500	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101141269,PSME2
GRFAM501	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101141498,LOC115931266
GRFAM502	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101141782,LOC101143628
GRFAM503	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101142266,OR7D1
GRFAM504	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101142351,ID2
GRFAM505	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101142809,LOC101143168
GRFAM506	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101142845,ADH1B
GRFAM507	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101143155,LOC101138541
GRFAM508	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101143194,LOC101138909
GRFAM509	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101143267,LOC101146896
GRFAM510	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101143299,LOC109023669
GRFAM511	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101143340,POLRMT
GRFAM512	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101143535,LOC101144282
GRFAM513	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101143668,ZBTB45
GRFAM514	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101144146,TPI1
GRFAM515	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101144860,CCND1
GRFAM516	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101144883,LOC101126445
GRFAM517	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101145089,LOC101135754
GRFAM518	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101145365,LOC101145740
GRFAM519	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101145522,LOC101133845
GRFAM520	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101145885,LOC101146232
GRFAM521	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101146638,LOC101127384
GRFAM522	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101146797,LOC101150037
GRFAM523	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101147097,LOC101148582
GRFAM524	2	2	2	1	1.000	0.500	0	protein_coding	0	LOC101147604,LOC115933495
GRFAM525	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101147670,PROS1
GRFAM526	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101147715,LOC101151315
GRFAM527	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101147805,SRSF3
GRFAM528	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101148313,LOC115935025
GRFAM529	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101148812,LOC101132221
GRFAM530	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101148934,LOC109028282
GRFAM531	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101148953,LOC101149668
GRFAM532	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101150373,LOC101153273
GRFAM533	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101151457,LOC115935617
GRFAM534	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101151524,NSA2
GRFAM535	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101151965,LOC101126456
GRFAM536	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101152433,LOC101147142
GRFAM537	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101152881,LOC101125692
GRFAM538	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101152936,EMB
GRFAM539	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101153230,LOC101126416
GRFAM540	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101153488,AJM1
GRFAM541	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101153542,LOC109028836
GRFAM542	2	2	2	1	1.000	1.000	0	V_segment	0	LOC101153628,LOC101145227
GRFAM543	2	2	2	1	1.000	0.500	0	protein_coding	0	LOC101153715,MIR7-1
GRFAM544	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101153927,ATF4
GRFAM545	2	2	2	1	1.000	0.500	0	misc_RNA	0	LOC101154259,LOC129530405
GRFAM546	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC101154313,LOC101126757
GRFAM547	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC101154437,LOC101135064
GRFAM548	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC109024150,LOC109024121
GRFAM549	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC109024584,SLC25A5
GRFAM550	2	2	1	0	1.000	0.500	0	lncRNA	0	LOC109024600,LOC129529432
GRFAM551	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC109024768,SMIM10L2A
GRFAM552	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC109026149,NUDT16
GRFAM553	2	2	2	1	1.000	1.000	0	lncRNA	0	LOC109026158,LOC134756526
GRFAM554	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC109026274,LOC129532321
GRFAM555	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC109026304,MYL6
GRFAM556	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC109027149,FOXH1
GRFAM557	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC109027741,LOC129523663
GRFAM558	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC109028384,ARL16
GRFAM559	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115930159,LOC101142418
GRFAM560	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115930226,LOC101146454
GRFAM561	2	2	1	0	1.000	1.000	0	snRNA	0	LOC115930626,LOC115930748
GRFAM562	2	2	1	0	1.000	1.000	0	snRNA	0	LOC115930684,LOC115930694
GRFAM563	2	2	1	0	1.000	1.000	0	snoRNA	0	LOC115930909,LOC115930913
GRFAM564	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115931101,CA5A
GRFAM565	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115931273,LOC101144085
GRFAM566	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115931578,LOC101125084
GRFAM567	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115931639,LOC101126892
GRFAM568	2	2	2	1	1.000	1.000	0	snRNA	0	LOC115931748,LOC115932510
GRFAM569	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115931919,LOC101145825
GRFAM570	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115931927,LOC101143893
GRFAM571	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115932194,LOC101148088
GRFAM572	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115932259,LOC101146547
GRFAM573	2	2	2	1	1.000	1.000	0	snRNA	0	LOC115932486,LOC129530458
GRFAM574	2	2	2	1	1.000	1.000	0	snoRNA	0	LOC115932537,LOC129530460
GRFAM575	2	2	2	1	1.000	1.000	0	snoRNA	0	LOC115932546,LOC129530461
GRFAM576	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115932652,ATP2A3
GRFAM577	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115933399,LOC115930605
GRFAM578	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115933748,LOC101150628
GRFAM579	2	2	2	1	1.000	1.000	0	lncRNA	0	LOC115933945,LOC129534542
GRFAM580	2	2	1	0	1.000	1.000	0	snoRNA	0	LOC115934195,LOC115934196
GRFAM581	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115934320,LOC101135338
GRFAM582	2	2	2	1	1.000	1.000	0	snRNA	0	LOC115934446,LOC115930461
GRFAM583	2	2	1	0	1.000	0.500	0	protein_coding	0	LOC115934561,LOC129533419
GRFAM584	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115934567,LOC109028586
GRFAM585	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115934570,C17H18orf32
GRFAM586	2	2	1	0	1.000	0.500	0	protein_coding	0	LOC115934643,LOC129533844
GRFAM587	2	2	2	1	1.000	1.000	0	snRNA	0	LOC115934727,LOC115930243
GRFAM588	2	2	2	1	1.000	1.000	0	snoRNA	0	LOC115934847,LOC115932536
GRFAM589	2	2	2	1	1.000	0.500	0	snoRNA	0	LOC115934851,LOC101126086
GRFAM590	2	2	1	0	1.000	1.000	0	ncRNA	0	LOC115934860,LOC115934859
GRFAM591	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115935026,LOC101149662
GRFAM592	2	2	2	1	1.000	1.000	0	ncRNA	0	LOC115935160,LOC115930946
GRFAM593	2	2	2	1	1.000	1.000	0	snoRNA	0	LOC115935471,LOC115931333
GRFAM594	2	2	2	1	1.000	1.000	0	snRNA	0	LOC115935555,LOC115935956
GRFAM595	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115935618,SOCS6
GRFAM596	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115935792,NDUFAF8
GRFAM597	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115935826,LOC101149308
GRFAM598	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115936189,LOC101152574
GRFAM599	2	2	1	0	1.000	0.500	0	protein_coding	0	LOC115936224,LOC129525591
GRFAM600	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC115936257,HSP90AA1
GRFAM601	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC115936313,LOC101148118
GRFAM602	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129523541,LOC101135994
GRFAM603	2	2	2	1	1.000	0.500	0	protein_coding	0	LOC129523579,LOC115931859
GRFAM604	2	2	2	1	1.000	0.500	0	lncRNA	0	LOC129523716,ERVH48-1
GRFAM605	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129523864,LOC129523875
GRFAM606	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129523904,LOC129523905
GRFAM607	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC129524736,LOC129524738
GRFAM608	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129524744,LOC101133314
GRFAM609	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129525004,LOC115936025
GRFAM610	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129525374,LOC129525191
GRFAM611	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC129526169,LOC129529709
GRFAM612	2	2	1	0	1.000	0.500	0	lncRNA	0	LOC129526795,LOC101154539
GRFAM613	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC129527811,LOC129530113
GRFAM614	2	2	2	1	1.000	1.000	0	lncRNA	0	LOC129528073,LOC109029262
GRFAM615	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC129528077,LOC134757608
GRFAM616	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC129528483,LOC129529733
GRFAM617	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC129529207,LOC101134587
GRFAM618	2	2	2	1	1.000	0.500	0	lncRNA	0	LOC129529363,LOC101140932
GRFAM619	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129529856,LOC129529857
GRFAM620	2	2	1	0	1.000	1.000	0	snRNA	0	LOC129530452,LOC129530453
GRFAM621	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129531485,GPAT2
GRFAM622	2	2	2	1	1.000	0.500	0	lncRNA	0	LOC129531722,FAM240B
GRFAM623	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC129532196,LOC129532197
GRFAM624	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC129532227,LOC109027573
GRFAM625	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC129533589,LOC134756550
GRFAM626	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC129533630,LOC115932124
GRFAM627	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC129533706,SRP14
GRFAM628	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC129534346,LOC134758675
GRFAM629	2	2	2	1	1.000	1.000	0	protein_coding	0	LOC134756682,RPS17
GRFAM630	2	2	1	0	1.000	0.500	0	lncRNA	0	LOC134756687,LOC101148022
GRFAM631	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC134756769,LOC115932858
GRFAM632	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC134756920,LOC129524526
GRFAM633	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC134757191,LOC101154167
GRFAM634	2	2	1	0	1.000	1.000	0	protein_coding	0	LOC134757673,LOC101152395
GRFAM635	2	2	1	0	1.000	0.500	0	lncRNA	0	LOC134758412,LOC129526842
GRFAM636	2	2	2	1	1.000	1.000	0	lncRNA	0	LOC134758735,LOC129532154
GRFAM637	2	2	1	0	1.000	1.000	0	V_segment	0	LOC134758830,LOC134758961
GRFAM638	2	2	1	0	1.000	1.000	0	lncRNA	0	LOC134758864,LOC129534654
GRFAM639	2	2	2	1	1.000	1.000	0	protein_coding	0	LRP5,LOC101136154
GRFAM640	2	2	1	0	1.000	1.000	0	protein_coding	0	LYZL2,LOC101129337
GRFAM641	2	2	1	0	1.000	1.000	0	protein_coding	0	MAGEB6B,MAGEB6
GRFAM642	2	2	1	0	1.000	1.000	0	protein_coding	0	MAGEC1,LOC101137392
GRFAM643	2	2	1	0	1.000	1.000	0	protein_coding	0	MPEG1,LOC101144761
GRFAM644	2	2	1	0	1.000	1.000	0	protein_coding	0	NANOG,LOC101124665
GRFAM645	2	2	2	1	1.000	1.000	0	protein_coding	0	NHP2,LOC101133989
GRFAM646	2	2	2	1	1.000	1.000	0	protein_coding	0	NICN1,LOC101130789
GRFAM647	2	2	1	0	1.000	1.000	0	protein_coding	0	OCM,OCM2
GRFAM648	2	2	1	0	1.000	1.000	0	protein_coding	0	ORM1,LOC109028196
GRFAM649	2	2	2	1	1.000	1.000	0	protein_coding	0	PABPC1,PABPC3
GRFAM650	2	2	1	0	1.000	1.000	0	protein_coding	0	PABPC1L2B,PABPC1L2A
GRFAM651	2	2	1	0	1.000	1.000	0	protein_coding	0	PAGE2B,PAGE5
GRFAM652	2	2	1	0	1.000	1.000	0	protein_coding	0	PDPK1,LOC101147811
GRFAM653	2	2	1	0	1.000	1.000	0	protein_coding	0	PDPR,LOC115931054
GRFAM654	2	2	2	1	1.000	1.000	0	protein_coding	0	PPP1R14B,LOC115930203
GRFAM655	2	2	1	0	1.000	1.000	0	protein_coding	0	PRR23A,LOC101152850
GRFAM656	2	2	2	1	1.000	1.000	0	protein_coding	0	RAB42,LOC101146140
GRFAM657	2	2	2	1	1.000	1.000	0	protein_coding	0	RBM7,LOC101138893
GRFAM658	2	2	2	1	1.000	1.000	0	protein_coding	0	RBMXL2,RBMXL3
GRFAM659	2	2	2	1	1.000	1.000	0	protein_coding	0	REXO4,LOC101129642
GRFAM660	2	2	1	0	1.000	1.000	0	protein_coding	1	RFPL2,RFPL3
GRFAM661	2	2	1	0	1.000	1.000	0	protein_coding	0	RNASE2,RNASE3
GRFAM662	2	2	1	0	1.000	1.000	0	protein_coding	0	RNF115,LOC101147747
GRFAM663	2	2	1	0	1.000	0.500	0	protein_coding	0	RNFT1,LOC115934678
GRFAM664	2	2	2	1	1.000	1.000	0	protein_coding	0	RPL11,LOC109023480
GRFAM665	2	2	2	1	1.000	1.000	0	protein_coding	0	RPL19,LOC101141573
GRFAM666	2	2	2	1	1.000	1.000	0	protein_coding	0	RPL7L1,LOC109023937
GRFAM667	2	2	2	1	1.000	1.000	0	protein_coding	0	RPL9,LOC101138942
GRFAM668	2	2	2	1	1.000	1.000	0	protein_coding	0	RPLP0,LOC101133218
GRFAM669	2	2	1	0	1.000	1.000	0	protein_coding	0	RPS4Y1,LOC129530250
GRFAM670	2	2	1	0	1.000	1.000	0	protein_coding	0	RRN3,LOC101142371
GRFAM671	2	2	2	1	1.000	1.000	0	protein_coding	0	SF3B4,LOC129526788
GRFAM672	2	2	1	0	1.000	1.000	0	protein_coding	0	SIMC1,LOC109026962
GRFAM673	2	2	2	1	1.000	1.000	0	protein_coding	0	SLC35G3,SLC35G6
GRFAM674	2	2	2	1	1.000	1.000	0	protein_coding	0	SLC52A2,SLC52A1
GRFAM675	2	2	1	0	1.000	1.000	0	protein_coding	0	SMR3A,SMR3B
GRFAM676	2	2	2	1	1.000	1.000	0	protein_coding	0	SRM,LOC101146844
GRFAM677	2	2	1	0	1.000	1.000	0	protein_coding	0	STEAP1B,STEAP1
GRFAM678	2	2	2	1	1.000	1.000	0	protein_coding	0	SYNGR2,LOC115930813
GRFAM679	2	2	2	1	1.000	1.000	0	protein_coding	0	TAF9,LOC101141762
GRFAM680	2	2	2	1	1.000	1.000	0	protein_coding	0	TARDBP,LOC101136944
GRFAM681	2	2	1	0	1.000	1.000	0	protein_coding	0	TEX13D,TEX13C
GRFAM682	2	2	2	1	1.000	1.000	0	protein_coding	0	TMEM30B,LOC109024645
GRFAM683	2	2	2	1	1.000	1.000	0	protein_coding	0	TMEM69,LOC101132327
GRFAM684	2	2	2	1	1.000	1.000	0	protein_coding	0	TMSB4X,LOC129530270
GRFAM685	2	2	1	0	1.000	1.000	0	protein_coding	0	TREML4,LOC101139066
GRFAM686	2	2	1	0	1.000	1.000	0	tRNA	0	TRNAH-GUG,TRNAH-GUG
GRFAM687	2	2	1	0	1.000	1.000	0	tRNA	0	TRNAK-CUU,TRNAK-CUU
GRFAM688	2	2	1	0	1.000	1.000	0	tRNA	0	TRNAS-AGA,TRNAS-AGA
GRFAM689	2	2	2	1	1.000	1.000	0	protein_coding	0	TUBB,LOC101151578
GRFAM690	2	2	2	1	1.000	1.000	0	protein_coding	0	UBQLN4,LOC101132384
GRFAM691	2	2	1	0	1.000	1.000	0	protein_coding	0	USP6,LOC101133404
GRFAM692	2	2	1	0	1.000	1.000	0	protein_coding	0	WFDC10A,WFDC10B
