gene_a	gene_b	in_rna	in_dna_loose	in_dna_whole	n_tied	expr_a	expr_b	cross_map	chrom_a	chrom_b	same_chrom	dist_bp	id	cov_a	cov_b
LOC129532378	LOC129532420	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	0.944
LOC129532378	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	1.000
LOC129532378	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	1.000
LOC129532378	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532378	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532378	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532378	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532378	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532378	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532378	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	1.000
LOC129532378	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	1.000	1.000
LOC129532378	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	1.000
LOC129532378	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	1.000	1.000
LOC129532378	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	56236	1.0000	1.000	1.000
LOC129532378	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	59544	1.0000	1.000	1.000
LOC129532378	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	62852	1.0000	1.000	1.000
LOC129532378	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	66160	1.0000	1.000	0.944
LOC129532378	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	69468	1.0000	1.000	0.944
LOC129532378	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	72776	1.0000	1.000	0.944
LOC129532378	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	76084	1.0000	1.000	0.944
LOC129532378	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	79392	1.0000	1.000	0.944
LOC129532378	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532378	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532382	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532381	LOC129532414	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	1.000
LOC129532381	LOC129532416	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532417	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	1.000
LOC129532381	LOC129532418	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	92624	1.0000	1.000	0.692
LOC129532381	LOC129532419	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	1.000	1.000
LOC129532381	LOC129532420	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	13232	1.0000	1.000	0.944
LOC129532381	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	1.000
LOC129532381	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532381	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532381	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532381	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532381	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532381	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532381	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532381	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	1.000	1.000
LOC129532381	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	1.000
LOC129532381	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	1.000	1.000
LOC129532381	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	1.000
LOC129532381	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	49620	1.0000	1.000	1.000
LOC129532381	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	1.000	1.000
LOC129532381	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	56236	1.0000	1.000	1.000
LOC129532381	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	59544	1.0000	1.000	0.944
LOC129532381	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	62852	1.0000	1.000	0.944
LOC129532381	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	66160	1.0000	1.000	0.944
LOC129532381	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	69468	1.0000	1.000	0.944
LOC129532381	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	72776	1.0000	1.000	0.944
LOC129532381	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532381	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532414	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532382	LOC129532416	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532417	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	1.000
LOC129532382	LOC129532418	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	89316	1.0000	1.000	0.692
LOC129532382	LOC129532419	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	1.000
LOC129532382	LOC129532420	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	1.000	0.944
LOC129532382	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532382	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	1.000	1.000
LOC129532382	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	16540	1.0000	1.000	1.000
LOC129532382	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532382	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532382	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532382	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532382	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532382	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532382	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	1.000
LOC129532382	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	1.000
LOC129532382	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	1.000	1.000
LOC129532382	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	1.000
LOC129532382	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	49620	1.0000	1.000	1.000
LOC129532382	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	1.000	1.000
LOC129532382	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	56236	1.0000	1.000	0.944
LOC129532382	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	59544	1.0000	1.000	0.944
LOC129532382	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	62852	1.0000	1.000	0.944
LOC129532382	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	66160	1.0000	1.000	0.944
LOC129532382	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	69468	1.0000	1.000	0.944
LOC129532382	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532382	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532390	MAT2A	0	1	0	0	0	1	1	NC_086017.1	NC_073236.2	0	-1	0.9868	1.000	0.000
LOC129532414	LOC129532416	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532417	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532414	LOC129532418	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	86008	1.0000	1.000	0.692
LOC129532414	LOC129532419	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532414	LOC129532420	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	0.944
LOC129532414	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	1.000	1.000
LOC129532414	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532414	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	13232	1.0000	1.000	1.000
LOC129532414	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532414	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532414	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532414	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532414	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532414	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	16540	1.0000	1.000	1.000
LOC129532414	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	1.000
LOC129532414	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	1.000
LOC129532414	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	1.000	1.000
LOC129532414	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	1.000	1.000
LOC129532414	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	1.000
LOC129532414	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	49620	1.0000	1.000	1.000
LOC129532414	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	1.000	0.944
LOC129532414	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	56236	1.0000	1.000	0.944
LOC129532414	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	59544	1.0000	1.000	0.944
LOC129532414	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	62852	1.0000	1.000	0.944
LOC129532414	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	66160	1.0000	1.000	0.944
LOC129532414	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532414	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532416	LOC129532417	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC129532418	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9744	0.979	0.726
LOC129532416	LOC129532419	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC129532420	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9744	0.979	0.990
LOC129532416	LOC129532421	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC129532423	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC129532425	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC129532809	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	23068	1.0000	1.000	1.000
LOC129532416	LOC129532810	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	16478	1.0000	1.000	1.000
LOC129532416	LOC129532811	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	13183	1.0000	1.000	1.000
LOC129532416	LOC129532813	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	3296	1.0000	1.000	1.000
LOC129532416	LOC129532815	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	6592	1.0000	1.000	1.000
LOC129532416	LOC129532817	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	6592	1.0000	1.000	1.000
LOC129532416	LOC129532818	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	3296	1.0000	1.000	1.000
LOC129532416	LOC129532820	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	122124	0.9992	0.955	1.000
LOC129532416	LOC129532826	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	29995	1.0000	0.986	0.883
LOC129532416	LOC129532828	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	19773	1.0000	1.000	1.000
LOC129532416	LOC129532829	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	200285	0.9977	0.955	1.000
LOC129532416	LOC129532831	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	59478	0.9971	1.000	1.000
LOC129532416	LOC134757997	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC134757998	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC134757999	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC134758000	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC134758001	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC134758002	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC134758003	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9756	0.934	1.000
LOC129532416	LOC134758004	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9744	0.979	0.990
LOC129532416	LOC134758005	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9744	0.979	0.990
LOC129532416	LOC134758006	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9744	0.979	0.990
LOC129532416	LOC134758007	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9744	0.979	0.990
LOC129532416	LOC134758008	0	1	1	0	0	0	0	NC_073227.2	NC_086017.1	0	-1	0.9744	0.979	0.990
LOC129532416	LOC134758245	0	1	0	0	0	0	0	NC_073227.2	NC_073227.2	1	154434131	0.9333	0.000	0.987
LOC129532416	LOC134758385	0	1	1	0	0	0	0	NC_073227.2	NC_073227.2	1	9887	1.0000	1.000	1.000
LOC129532417	LOC129532418	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	59544	1.0000	1.000	0.692
LOC129532417	LOC129532419	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	1.000	1.000
LOC129532417	LOC129532420	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	0.944
LOC129532417	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532417	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	1.000
LOC129532417	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	13232	1.0000	1.000	1.000
LOC129532417	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532417	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532417	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532417	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532417	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532417	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	1.000	1.000
LOC129532417	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532417	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	1.000
LOC129532417	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	13232	1.0000	1.000	1.000
LOC129532417	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	16540	1.0000	1.000	1.000
LOC129532417	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532417	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	1.000	1.000
LOC129532417	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	0.944
LOC129532417	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	0.944
LOC129532417	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	0.944
LOC129532417	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	0.944
LOC129532417	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	1.000	0.944
LOC129532417	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532417	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532418	LOC129532419	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	82700	1.0000	0.692	1.000
LOC129532418	LOC129532420	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	79392	1.0000	0.733	1.000
LOC129532418	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	62852	1.0000	0.692	1.000
LOC129532418	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	66160	1.0000	0.692	1.000
LOC129532418	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	72776	1.0000	0.692	1.000
LOC129532418	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	0.692	0.978
LOC129532418	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.876
LOC129532418	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532418	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	0.692	0.978
LOC129532418	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9714	0.726	0.979
LOC129532418	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	69468	1.0000	0.692	1.000
LOC129532418	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	56236	1.0000	0.692	1.000
LOC129532418	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	0.692	1.000
LOC129532418	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	0.692	1.000
LOC129532418	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	0.692	1.000
LOC129532418	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	0.692	1.000
