chrom	start	end	n_isoforms	n_fsm
NC_073242.2	37206326	37225998	4	0
NC_073242.2	37386129	37429721	1	0
NC_073242.2	37435398	37476330	1	0
NC_073242.2	37476417	37485363	1	0
NC_073242.2	37493249	37502091	1	0
NC_073242.2	37523338	37527275	1	0
NC_073242.2	37665948	37702431	1	0
NC_073242.2	65805888	65807775	1	0
NC_073242.2	65815313	65816914	1	0
NC_073242.2	65818799	65850047	1	0
NC_073242.2	66226813	66236634	1	0
NC_073242.2	66542593	66546250	1	0
NC_073242.2	66890001	66911888	1	0
NC_073242.2	66918195	66920425	1	0
NC_073242.2	66923534	66925135	1	0
NC_073242.2	67011102	67015409	1	0
NC_073242.2	67520109	67554593	3	0
NC_073242.2	67558330	67559707	1	0
NC_073242.2	67959391	68000604	1	0
NC_073242.2	68553696	68558628	1	0
NC_073242.2	68761374	68808081	3	0
NC_073242.2	74538803	74544022	1	0
NC_073242.2	74642573	74647014	1	0
NC_073242.2	75524769	75541154	1	0
NC_073242.2	75757511	75829199	5	0
NC_073242.2	75856533	75886412	3	0
NC_073242.2	75939774	75987032	1	0
NC_073242.2	76208172	76513346	1	0
NC_073242.2	76563969	76759985	10	0
NC_073242.2	77116935	77133225	1	0
NC_073242.2	77150206	77223193	2	1
NC_073242.2	77234115	77290856	1	0
NC_073242.2	77311119	77420662	1	0
NC_073242.2	77427668	77461121	1	0
NC_073242.2	78350727	78352451	1	0
NC_073242.2	78354220	78399333	1	0
NC_073242.2	79094713	79106630	1	0
NC_073242.2	79363354	79440720	2	0
NC_073242.2	79817595	79874506	2	1
NC_073242.2	82203493	82300673	2	0
NC_073242.2	82309389	82401543	2	0
NC_073242.2	82494809	82503895	1	0
NC_073242.2	82507840	82577788	4	2
NC_073242.2	82671294	82774101	5	0
NC_073242.2	83110925	83122129	1	0
NC_073242.2	83312759	83338054	1	0
NC_073242.2	83811231	83812677	1	0
NC_073242.2	83984349	83994677	1	0
NC_073242.2	84294190	84300010	1	0
NC_073242.2	84390131	84395487	1	0
NC_073242.2	84922510	84952451	1	0
NC_073242.2	84971457	84990966	1	0
NC_073242.2	85219904	85312843	2	0
NC_073242.2	85313740	85462074	1	0
NC_073242.2	85476610	85480411	1	0
NC_073242.2	85486648	85549566	1	0
NC_073242.2	85575090	85602235	2	0
NC_073242.2	85608734	85645924	2	0
NC_073242.2	86063006	86075709	1	0
NC_073242.2	86095082	86112474	1	0
NC_073242.2	86121330	86215528	4	0
NC_073242.2	86311811	86368457	8	0
NC_073242.2	86373163	86381690	1	0
NC_073242.2	86579417	86605655	7	1
NC_073242.2	86763687	86799799	7	6
NC_073242.2	86814907	86824115	1	0
NC_073242.2	86829405	86866116	1	0
NC_073242.2	86869469	86891065	2	0
NC_073242.2	86892019	86931722	2	0
NC_073242.2	87087598	87095585	1	0
NC_073242.2	87095949	87100228	1	0
NC_073242.2	87389542	87402720	1	0
NC_073242.2	87532308	87543912	2	0
NC_073242.2	87600692	87649711	5	0
NC_073242.2	87651557	87655741	1	0
NC_073242.2	87815728	87838385	1	0
NC_073242.2	87902532	87909045	1	0
NC_073242.2	89019130	89035816	1	0
NC_073242.2	90235360	90343772	1	0
NC_073242.2	90419606	90580600	2	0
NC_073242.2	90596679	90606985	1	0
NC_073242.2	90758904	90999472	1	0
NC_073242.2	91119028	91134344	1	0
NC_073242.2	91830634	91940217	3	0
NC_073242.2	92027043	92112232	1	0
NC_073242.2	92214705	92216510	1	0
NC_073242.2	92230166	92234496	1	0
NC_073242.2	92269726	92273481	1	0
NC_073242.2	92635869	92725382	1	0
NC_073242.2	93440085	93456049	1	0
NC_073242.2	93587816	93607752	1	0
NC_073242.2	94404369	94431933	1	0
NC_073242.2	94488938	94489953	1	0
NC_073242.2	95633269	95678771	7	0
NC_073242.2	95692092	95703396	1	0
NC_073242.2	95881550	95927723	7	0
NC_073242.2	95928965	95957167	1	0
NC_073242.2	96060107	96070061	2	0
NC_073242.2	96218386	96218893	1	0
NC_073242.2	96219154	96223700	1	0
NC_073242.2	96247039	96320483	3	2
NC_073242.2	96372291	96378022	1	0
NC_073242.2	96384649	96395347	2	0
NC_073242.2	96402677	96408610	2	0
NC_073242.2	96410525	96417275	2	0
NC_073242.2	96445158	96447335	1	0
NC_073242.2	96447447	96465574	7	0
NC_073242.2	96470566	96490181	2	0
NC_073242.2	96496454	96546248	6	0
NC_073242.2	96608519	96634542	1	0
NC_073242.2	97034190	97055800	2	0
NC_073242.2	97055801	97061675	5	2
NC_073242.2	97071110	97099470	1	0
NC_073242.2	97099533	97111411	7	0
NC_073242.2	97111563	97113281	1	1
NC_073242.2	97166622	97195334	5	0
NC_073242.2	97249231	97305940	2	0
NC_073242.2	97311963	97457496	7	0
NC_073242.2	97459599	97461942	1	0
NC_073242.2	97462368	97464005	1	0
NC_073242.2	97466216	97466854	1	0
NC_073242.2	97474592	97490353	1	0
NC_073242.2	97506684	97594729	16	2
NC_073242.2	97596475	97605354	1	0
NC_073242.2	97765431	97816341	5	0
NC_073242.2	97869681	97871674	1	0
NC_073242.2	98068031	98309450	1	0
NC_073242.2	98309451	98342013	2	0
NC_073242.2	98342372	98357228	2	0
NC_073242.2	98538198	98552041	2	0
NC_073242.2	98554092	98570022	3	0
NC_073242.2	98582211	98616095	1	0
NC_073242.2	98795316	98929221	1	0
NC_073242.2	98941000	98958751	1	0
NC_073242.2	98974097	98995074	2	0
NC_073242.2	99181438	99195004	4	0
NC_073242.2	99218236	99231062	1	0
NC_073242.2	99237951	99254191	1	0
NC_073242.2	99381703	99418782	3	0
NC_073242.2	99586848	99604325	4	0
NC_073242.2	99604880	99617745	2	0
NC_073242.2	99673250	99683716	1	0
NC_073242.2	99689491	99697913	1	0
NC_073242.2	99698248	99735121	1	0
NC_073242.2	99745320	99794392	2	0
NC_073242.2	99859196	99886552	1	0
NC_073242.2	99898792	99904326	1	0
NC_073242.2	99904462	99930127	3	0
NC_073242.2	99930422	99973743	2	0
NC_073242.2	100141560	100255507	1	0
NC_073242.2	100261674	100335151	1	0
NC_073242.2	100369815	100444352	1	0
NC_073242.2	100823130	100827040	1	0
NC_073242.2	100900997	100953043	18	0
NC_073242.2	101096866	101162047	1	0
NC_073242.2	101319944	101344461	6	0
NC_073242.2	101353999	101392343	5	1
NC_073242.2	101394589	101464296	5	0
NC_073242.2	101477796	101494205	2	0
NC_073242.2	101542486	101544269	1	0
NC_073242.2	101578831	101598170	1	0
NC_073242.2	101602052	101603980	1	0
NC_073242.2	101604371	102279349	5	0
NC_073242.2	103768481	103830944	7	1
NC_073242.2	104138911	104162016	2	0
NC_073242.2	104199350	104291506	4	0
NC_073242.2	104351250	104364162	1	0
NC_073242.2	104747864	104766630	1	0
NC_073242.2	104767093	104857594	1	0
NC_073242.2	104885925	104890854	1	0
NC_073242.2	104912718	104925153	1	0
NC_073242.2	105174513	105204324	2	0
NC_073242.2	105498339	105605010	1	0
NC_073242.2	105636399	105660573	5	1
NC_073242.2	105717424	105728761	1	0
NC_073242.2	105783040	105924230	4	0
NC_073242.2	105961464	105980073	1	1
NC_073242.2	105986258	106002777	1	0
NC_073242.2	106027531	106045496	3	0
NC_073242.2	106067062	106114767	3	1
NC_073242.2	106119161	106142165	1	0
NC_073242.2	106203107	106204980	1	0
NC_073242.2	107132657	107233004	2	0
NC_073242.2	107705058	107714780	2	0
NC_073242.2	107720451	107727013	1	0
NC_073242.2	109629732	109630780	1	0
NC_073242.2	109631268	109638591	1	0
NC_073242.2	110238882	110288343	2	0
NC_073242.2	111490055	111512761	1	0
NC_073242.2	111522613	111549440	3	0
NC_073242.2	111571414	111575444	1	0
NC_073242.2	111754494	111807054	1	0
NC_073242.2	112293048	112471178	3	1
NC_073242.2	112509015	112523751	2	0
NC_073242.2	112664150	112679508	1	0
NC_073242.2	112679513	112704830	1	0
NC_073242.2	112816703	112902552	1	0
NC_073242.2	113729951	114305579	2	0
NC_073242.2	114314660	114323660	1	0
NC_073242.2	114486948	114511114	1	0
NC_073242.2	114517987	114521376	1	0
NC_073242.2	114560001	114623718	3	0
NC_073242.2	114627223	114649570	2	0
NC_073242.2	114649578	114691364	14	0
NC_073242.2	114695291	114701467	2	0
NC_073242.2	114916317	114966932	2	0
NC_073242.2	114980839	115007739	1	0
NC_073242.2	115207952	115288830	2	0
NC_073242.2	115392665	115416744	1	0
NC_073242.2	115435442	115454364	1	0
NC_073242.2	115479723	115491929	1	0
NC_073242.2	116305400	116313169	3	0
NC_073242.2	116407362	116431320	2	0
NC_073242.2	116867244	116897334	1	0
NC_073242.2	117101570	117126507	9	1
NC_073242.2	117716871	117721310	1	0
NC_073242.2	117880177	117896426	1	0
NC_073242.2	117987692	117994415	1	0
NC_073242.2	118289648	118294884	1	0
NC_073242.2	118294988	118356056	8	0
NC_073242.2	118477024	118481287	1	0
NC_073242.2	118815569	118818419	1	0
NC_073242.2	119157914	119220699	1	0
NC_073242.2	119239037	119250542	2	0
NC_073242.2	119293236	119312932	5	0
NC_073242.2	119398277	119450612	5	0
NC_073242.2	119647675	119653229	1	0
NC_073242.2	119653558	119664392	1	0
NC_073242.2	119697045	119749129	1	0
NC_073242.2	119792571	119822984	2	0
NC_073242.2	119867723	119881698	1	0
NC_073242.2	120121689	120125574	1	0
NC_073242.2	120148130	120150755	1	0
NC_073242.2	120218493	120227924	1	0
NC_073242.2	120236457	120248655	1	0
NC_073242.2	120276810	120286953	5	0
NC_073242.2	120297662	120312073	1	1
NC_073242.2	120312109	120410159	4	1
NC_073242.2	120428543	120438028	1	0
NC_073242.2	120442827	120467067	1	0
NC_073242.2	120468305	120505037	3	0
NC_073242.2	120505624	120513782	3	0
NC_073242.2	120514010	120528641	1	0
NC_073242.2	120541137	120560952	3	1
NC_073242.2	120565311	120594532	3	0
NC_073242.2	120613367	120639696	4	0
NC_073242.2	120800063	120859034	2	0
NC_073242.2	121002296	121009079	1	0
NC_073242.2	121046340	121047689	1	0
NC_073242.2	121057883	121058292	1	0
NC_073242.2	121059975	121060378	1	0
NC_073242.2	121134158	121137858	1	0
NC_073242.2	121171747	121172710	1	0
NC_073243.2	15342146	15347988	1	0
NC_073243.2	15663291	15850439	3	0
NC_073243.2	15886700	15892656	1	0
NC_073243.2	15893676	15921834	2	0
NC_073243.2	16599290	16625040	3	0
NC_073243.2	16631364	16653468	3	0
NC_073243.2	16843628	16848496	1	0
NC_073243.2	16858168	16872040	5	1
NC_073243.2	16874015	16886769	2	0
NC_073243.2	16910423	16959006	4	0
NC_073243.2	17167452	17174430	1	0
NC_073243.2	17190254	17510532	13	1
NC_073243.2	17720332	17812764	1	0
NC_073243.2	17816551	17835847	1	0
NC_073243.2	18135419	18166999	1	0
NC_073243.2	18231624	18256009	1	0
NC_073243.2	18280711	18288910	1	0
NC_073243.2	18565770	18660804	8	0
NC_073243.2	18688662	18716459	1	0
NC_073243.2	18732374	18753609	2	0
NC_073243.2	18753761	18778664	2	0
NC_073243.2	18790266	18803586	1	0
NC_073243.2	18810995	18815438	1	0
NC_073243.2	18833868	18896124	1	0
NC_073243.2	18925524	18957192	3	0
NC_073243.2	18970754	18990540	1	0
NC_073243.2	19035042	19056553	1	0
NC_073243.2	19115694	19377604	9	0
NC_073243.2	19652943	19660913	1	0
NC_073243.2	19681813	19683192	1	0
NC_073243.2	19712814	19730907	1	0
NC_073243.2	19793556	19828012	1	0
NC_073243.2	19834098	19844849	1	0
NC_073243.2	19930759	19946788	2	0
NC_073243.2	19956247	20024476	4	2
NC_073243.2	20063899	20069528	1	0
NC_073243.2	20074717	20077341	1	0
NC_073243.2	20128877	20153110	2	0
NC_073243.2	20232547	20239074	1	0
NC_073243.2	20256711	20305865	1	0
NC_073243.2	20312171	20323336	1	0
NC_073243.2	20335679	20367086	2	0
NC_073243.2	20532505	20581380	11	4
NC_073243.2	20634427	20639429	1	0
NC_073243.2	20914833	21076619	1	0
NC_073243.2	21229193	21267022	1	0
NC_073243.2	21780782	21793929	1	0
NC_073243.2	21894172	21928157	4	0
NC_073243.2	21991851	22040019	2	0
NC_073243.2	22132485	22134959	1	0
NC_073243.2	22135459	22157884	8	0
NC_073243.2	22211582	22239761	3	0
NC_073243.2	22240225	22250260	1	0
NC_073243.2	22359958	22365334	4	0
NC_073243.2	22428716	22433939	1	0
NC_073243.2	22456887	22473442	11	0
NC_073243.2	22569077	22569516	1	0
NC_073243.2	22581678	22588487	1	0
NC_073243.2	22627837	22680371	2	0
NC_073243.2	22709028	22716909	1	0
NC_073243.2	22718661	22724948	2	0
NC_073243.2	22831587	22850499	3	0
NC_073243.2	22952344	22979437	1	0
NC_073243.2	23006863	23009019	2	2
NC_073243.2	23044050	23062635	6	0
NC_073243.2	23081844	23099128	3	0
NC_073243.2	23294764	23302425	1	0
NC_073243.2	23371881	23393797	2	0
NC_073243.2	23517983	23530191	2	0
NC_073243.2	23660261	23783928	5	0
NC_073243.2	23850921	23868450	1	0
NC_073243.2	23896768	23903505	1	0
NC_073243.2	24030426	24037063	1	0
NC_073243.2	24302703	24305487	1	0
NC_073243.2	24525599	24920908	5	1
NC_073243.2	24952410	24970902	1	0
NC_073243.2	25099065	25164204	1	1
NC_073243.2	25579511	25611469	1	0
NC_073243.2	25622087	25628932	1	0
NC_073243.2	25677340	25694193	1	0
NC_073243.2	25971560	25975550	1	0
NC_073243.2	25991099	26098688	5	0
NC_073243.2	26787743	26792910	1	0
NC_073243.2	26851025	26889076	1	0
NC_073243.2	27164071	27261553	1	0
NC_073243.2	27275563	27286292	1	0
NC_073243.2	27300130	27312769	1	0
NC_073243.2	27387210	27435531	1	0
NC_073243.2	27949534	28022898	1	0
NC_073243.2	28036030	28052880	1	0
NC_073243.2	28178603	28300713	6	0
NC_073243.2	29177029	29183033	1	0
NC_073243.2	29310198	29353249	2	0
NC_073243.2	30230689	30248414	1	0
NC_073243.2	30588910	30616593	1	0
NC_073243.2	30816172	30848012	1	1
NC_073243.2	30893035	30941445	6	1
NC_073243.2	30956401	31003746	4	1
NC_073243.2	31030752	31094988	2	0
NC_073243.2	31204817	31278274	1	0
NC_073243.2	31615339	31632749	3	0
NC_073243.2	32005068	32079598	7	0
NC_073243.2	32566879	32571254	1	0
NC_073243.2	32617336	32689828	2	0
NC_073243.2	33455217	33678752	1	0
NC_073243.2	34193958	34253898	1	0
NC_073243.2	34259090	34387481	2	0
NC_073243.2	34501922	34505877	1	0
NC_073243.2	34975991	35123555	1	0
NC_073243.2	35385278	35401389	1	0
NC_073243.2	35968286	36010266	1	0
NC_073243.2	36014657	36063554	3	0
NC_073243.2	36080655	36168065	8	0
NC_073243.2	36345375	36349189	1	0
NC_073243.2	36471201	36632779	2	0
NC_073243.2	36644645	36670951	1	1
NC_073243.2	36695694	36736996	1	0
NC_073243.2	36839468	36926271	1	0
NC_073243.2	36945192	36985259	1	0
NC_073243.2	37003524	37021052	1	0
NC_073243.2	37454650	37465610	1	0
NC_073243.2	37765399	37866078	3	0
NC_073243.2	38125267	38140357	1	0
NC_073243.2	38200284	38207417	1	0
NC_073243.2	38309158	38324549	1	0
NC_073243.2	38616443	38638294	1	0
NC_073243.2	38695591	38769541	2	0
NC_073243.2	38791833	38858216	1	0
NC_073243.2	39344994	39489239	9	0
NC_073243.2	39607970	39611445	1	0
NC_073243.2	40549355	40570583	1	0
NC_073243.2	40600691	40610953	1	0
NC_073243.2	40652024	40684982	2	0
NC_073243.2	40686723	40752250	2	0
NC_073243.2	40830314	40894018	9	2
NC_073243.2	40912981	40964963	2	1
NC_073243.2	40967471	41010547	1	1
NC_073243.2	41070990	41081917	1	0
NC_073243.2	41089749	41155377	2	0
NC_073243.2	41277754	41287677	1	0
NC_073243.2	41949471	42033006	3	0
NC_073243.2	43452488	43483204	2	0
NC_073243.2	44060814	44094254	3	0
NC_073243.2	44156486	44213410	3	0
NC_073243.2	44214807	44307898	1	0
NC_073243.2	44566655	44644657	3	1
NC_073243.2	44646118	44716778	18	9
NC_073243.2	44758672	44781194	1	0
NC_073243.2	44898862	45079269	4	0
NC_073243.2	45391888	45488058	2	1
NC_073243.2	45506471	45523310	1	0
NC_073243.2	45849220	46065145	4	1
NC_073243.2	47561871	47778559	3	0
NC_073243.2	47785897	47883129	10	2
NC_073243.2	48442858	48451650	1	0
NC_073243.2	48453263	48456545	1	0
NC_073243.2	48491554	48516150	2	0
NC_073243.2	48875502	48878073	1	0
NC_073243.2	49674258	49679950	1	0
NC_073243.2	51376712	51502446	1	0
NC_073243.2	51610202	51646217	2	0
NC_073243.2	52952768	53046079	5	2
NC_073243.2	53269006	53312012	8	1
NC_073243.2	53325095	53339681	1	0
NC_073243.2	53634005	53648199	1	0
NC_073243.2	53663518	53710481	1	0
NC_073243.2	54231429	54290078	3	0
NC_073243.2	54303883	54343522	1	0
NC_073243.2	54408819	54492915	1	0
NC_073243.2	54517353	54601586	3	0
NC_073243.2	54807994	54975868	5	0
NC_073243.2	54994462	54995995	1	0
NC_073243.2	55677934	55706099	1	1
NC_073243.2	55915424	56123684	1	0
NC_073243.2	56747381	56751942	1	0
NC_073243.2	57118036	57129805	1	0
NC_073243.2	57265865	57439469	5	0
NC_073243.2	58853735	58865395	1	0
NC_073243.2	58879632	58907712	1	0
NC_073243.2	59249660	59253146	1	0
NC_073243.2	59398665	59575456	3	0
NC_073243.2	59575727	59579811	1	0
NC_073243.2	59805731	59852375	1	0
NC_073243.2	66648827	66655470	1	0
NC_073243.2	67063580	67072279	1	0
NC_073243.2	67175133	67180619	1	0
NC_073243.2	68188099	68334803	8	0
NC_073243.2	68348286	68380779	2	0
NC_073243.2	68392216	68420746	2	0
NC_073243.2	68422184	68462859	2	1
NC_073243.2	68597089	68623715	2	1
NC_073243.2	68734108	68789733	8	1
NC_073243.2	68790349	68794505	1	0
NC_073243.2	68811574	68844321	2	0
NC_073243.2	68893029	69022697	2	0
NC_073243.2	69074824	69101778	2	0
NC_073243.2	69128285	69292271	2	0
NC_073243.2	69944085	69960697	3	0
NC_073243.2	69964018	69981527	1	0
NC_073243.2	70013604	70058421	1	0
NC_073243.2	70637432	70761097	5	0
NC_073243.2	71003625	71023790	1	0
NC_073243.2	71101765	71185224	1	0
NC_073243.2	71577808	71589355	1	0
NC_073243.2	72477597	72530306	1	0
NC_073243.2	73015426	73025066	1	0
NC_073243.2	73440457	73649503	1	0
NC_073243.2	74429397	74525560	1	0
NC_073243.2	75869525	75952340	1	0
NC_073243.2	76998489	77133766	5	0
NC_073243.2	77133857	77159626	1	0
NC_073243.2	77461159	77470180	1	0
NC_073243.2	77964054	78054508	2	1
NC_073243.2	79048451	79065257	1	0
NC_073243.2	79144858	79419195	1	0
NC_073243.2	80025752	80202626	7	1
NC_073243.2	80207370	80273205	3	1
NC_073243.2	80275347	80295777	4	0
NC_073243.2	80424589	80561944	1	0
NC_073243.2	80977942	81073360	1	0
NC_073243.2	81875711	81882315	1	0
NC_073243.2	82475039	82620941	4	0
NC_073243.2	82649678	82733522	3	0
NC_073243.2	82739825	82888667	3	0
NC_073243.2	83158818	83288860	1	0
NC_073243.2	83308834	83349579	1	0
NC_073243.2	83403810	83460939	1	0
NC_073243.2	83838804	83874320	1	0
NC_073243.2	84950770	85038763	1	0
NC_073243.2	85459122	85464519	1	0
NC_073243.2	86633682	86761199	3	0
NC_073243.2	87913028	87939610	1	1
NC_073243.2	88364350	88398213	1	0
NC_073243.2	90548471	90621942	1	0
NC_073243.2	90852468	90877380	1	0
NC_073243.2	91141447	91260404	1	0
NC_073243.2	91748785	91780184	1	0
NC_073243.2	91899072	92405598	1	0
NC_073243.2	94282410	94284507	1	0
NC_073243.2	95566431	95576788	1	0
NC_073243.2	97333053	97366807	2	1
NC_073243.2	97411624	97426478	1	0
NC_073243.2	98164404	98176198	1	0
NC_073243.2	98184965	98210530	1	0
NC_073243.2	98241400	98299752	1	0
NC_073243.2	99504242	99525313	1	0
NC_073243.2	99694363	99741349	1	0
NC_073243.2	100852975	101116247	1	0
NC_073243.2	101407809	101408971	1	0
NC_073243.2	101658373	101772254	5	0
NC_073243.2	101795293	101816503	1	0
NC_073243.2	102195652	102214625	1	0
NC_073243.2	102713112	103057580	2	0
NC_073243.2	103426370	103429840	1	0
NC_073243.2	103639711	103716340	3	0
NC_073243.2	103897318	103899668	1	0
NC_073243.2	103905161	103907823	1	0
NC_073243.2	104196588	104229729	4	0
NC_073243.2	104271366	104700446	4	0
NC_073243.2	104810180	104846638	3	0
NC_073243.2	104873794	104877901	1	0
NC_073243.2	104979712	105026043	2	0
NC_073243.2	105318322	105320921	1	0
NC_073243.2	105386422	105392603	1	0
NC_073243.2	105757203	105759748	1	0
NC_073243.2	105785711	105835865	2	0
NC_073243.2	106676343	106705976	3	0
NC_073243.2	106849426	106881378	2	0
NC_073243.2	108642043	108759606	1	0
NC_073243.2	109739769	109740699	1	0
NC_073243.2	110381378	110383348	1	1
NC_073243.2	110546119	110637586	4	0
NC_073243.2	110705768	110717547	1	0
NC_073243.2	110732779	110787307	7	0
NC_073243.2	110836077	110865373	2	0
NC_073243.2	110888244	110930143	3	1
NC_073243.2	111148297	111175575	3	0
NC_073243.2	111204405	111224978	1	0
NC_073243.2	111262957	111316657	5	0
NC_073243.2	111345472	111357056	1	0
NC_073243.2	111418213	111442726	1	0
NC_073243.2	111445813	111472351	1	0
NC_073243.2	111576921	111584834	1	0
NC_073243.2	111595851	111606278	1	0
NC_073243.2	111621000	111640765	1	0
NC_073243.2	111685027	111690021	1	0
NC_073243.2	111695044	111734380	2	0
NC_073243.2	111876597	111900867	1	0
NC_073243.2	111900898	111905789	1	0
NC_073243.2	112027788	112074023	3	0
NC_073243.2	112147225	112166654	1	0
NC_073243.2	112168420	112171041	1	0
NC_073243.2	112315338	112324892	2	0
NC_073244.2	5439634	5463524	1	0
NC_073244.2	5715437	5722611	1	0
NC_073244.2	5843090	5846160	1	0
NC_073244.2	5848286	5881675	1	0
NC_073244.2	5883887	5884270	1	0
NC_073244.2	5991469	6030382	1	0
NC_073244.2	6031637	6034131	1	0
NC_073244.2	6330412	6333054	1	0
NC_073244.2	6390697	6411320	3	0
NC_073244.2	6458750	6461262	3	0
NC_073244.2	6835939	6838274	1	0
NC_073244.2	6848066	6875946	8	1
NC_073244.2	6893829	6908169	1	0
NC_073244.2	7037005	7041927	1	0
NC_073244.2	7044151	7047271	1	0
NC_073244.2	7052132	7062059	6	0
NC_073244.2	7138159	7161562	5	0
NC_073244.2	7166794	7179035	4	0
NC_073244.2	7192330	7218494	1	0
NC_073244.2	7221117	7223302	1	0
NC_073244.2	7264095	7274345	1	0
NC_073244.2	7275077	7283052	1	0
NC_073244.2	7308450	7319371	1	0
NC_073244.2	7395696	7435405	2	0
NC_073244.2	7756710	7759399	1	0
NC_073244.2	7875593	7927400	6	0
NC_073244.2	7954298	7963196	1	0
NC_073244.2	8005499	8023675	4	1
NC_073244.2	8105065	8130662	3	0
NC_073244.2	8206285	8234090	1	0
NC_073244.2	8438292	8444106	1	0
NC_073244.2	8462254	8479438	1	0
NC_073244.2	8560976	8589546	3	0
NC_073244.2	8594719	8614848	1	0
NC_073244.2	8694222	8698947	2	0
NC_073244.2	8775497	8806555	1	0
NC_073244.2	8830554	8839934	2	0
NC_073244.2	9288947	9319422	1	0
NC_073244.2	9356193	9362379	1	0
NC_073244.2	9392446	9394102	1	0
NC_073244.2	9529411	9541953	4	0
NC_073244.2	9558773	9570159	1	0
NC_073244.2	9713236	9721921	2	0
NC_073244.2	9959832	9968422	2	0
NC_073244.2	10087226	10108648	2	0
NC_073244.2	10699325	10750868	1	0
NC_073244.2	10996539	11020666	1	0
NC_073244.2	11377956	11459448	8	0
NC_073244.2	11465235	11471910	1	1
NC_073244.2	11482885	11510227	1	0
NC_073244.2	11572867	11580476	4	0
NC_073244.2	11710647	11772978	5	0
NC_073244.2	11787440	11917240	3	0
NC_073244.2	11943720	11989951	1	0
NC_073244.2	12007286	12067805	1	0
NC_073244.2	12262742	12268072	1	0
NC_073244.2	12481450	12518601	4	0
NC_073244.2	12534524	12542107	1	0
NC_073244.2	12544191	12555984	2	0
NC_073244.2	12695286	12754132	2	0
NC_073244.2	12909045	12924884	1	0
NC_073244.2	13386477	13397901	1	0
NC_073244.2	13398092	13426569	9	3
NC_073244.2	13483973	13494228	1	0
NC_073244.2	13501502	13512199	1	0
NC_073244.2	13545030	13547331	1	1
NC_073244.2	13592691	13596590	1	0
NC_073244.2	13724526	13745370	1	0
NC_073244.2	13797799	13798819	1	0
NC_073244.2	13800000	13802945	1	0
NC_073244.2	13806440	13823792	3	0
NC_073244.2	13885315	13941664	1	0
NC_073244.2	14092441	14146352	2	0
NC_073244.2	14313295	14357463	1	0
NC_073244.2	14848181	14875557	6	1
NC_073244.2	14891771	14933781	2	0
NC_073244.2	15172510	15195561	2	0
NC_073244.2	15355151	15415943	22	1
NC_073244.2	15417756	15419955	1	0
NC_073244.2	15453482	15477762	8	0
NC_073244.2	15487971	15488740	1	0
NC_073244.2	15516355	15541399	1	0
NC_073244.2	15649423	15771772	6	0
NC_073244.2	15847495	15856699	1	1
NC_073244.2	15864758	15867580	1	0
NC_073244.2	15872330	15886988	1	0
NC_073244.2	16129638	16133482	1	0
NC_073244.2	16143506	16149947	1	0
NC_073244.2	16152175	16157042	1	0
NC_073244.2	16170473	16231737	6	1
NC_073244.2	16288623	16296709	1	0
NC_073244.2	16368384	16371456	1	0
NC_073244.2	16387104	16418248	18	1
NC_073244.2	16428225	16440684	1	0
NC_073244.2	16586621	16599669	1	0
NC_073244.2	16636294	16678858	2	1
NC_073244.2	16687215	16726670	13	0
NC_073244.2	16807393	16866681	1	0
NC_073244.2	16956784	16964945	5	1
NC_073244.2	17052940	17098457	1	0
NC_073244.2	17124485	17168296	1	0
NC_073244.2	17200046	17233713	4	4
NC_073244.2	17235153	17259451	2	0
NC_073244.2	17335398	17338577	1	0
NC_073244.2	17343322	17352985	1	0
NC_073244.2	17391837	17402748	1	0
NC_073244.2	17541751	17565085	1	0
NC_073244.2	17712074	17712391	1	0
NC_073244.2	17713414	17726539	2	0
NC_073244.2	17846596	17863923	1	1
NC_073244.2	17876786	17897809	1	0
NC_073244.2	17960498	18013084	1	0
NC_073244.2	18062471	18068042	1	0
NC_073244.2	18078639	18085281	1	0
NC_073244.2	18124343	18143414	3	0
NC_073244.2	18201375	18226872	1	0
NC_073244.2	18307856	18333869	3	0
NC_073244.2	18336809	18372795	1	0
NC_073244.2	18385031	18422995	2	0
NC_073244.2	18425496	18440729	2	0
NC_073244.2	18469070	18482381	1	0
NC_073244.2	18564508	18590011	1	0
NC_073244.2	18684338	18706033	1	0
NC_073244.2	18728149	18735906	1	0
NC_073244.2	18792044	18795400	1	0
NC_073244.2	18795984	18798830	1	0
NC_073244.2	18803409	18816254	1	0
NC_073244.2	18915307	18922068	1	0
NC_073244.2	18963292	18975226	1	0
NC_073244.2	18986961	19011703	3	1
NC_073244.2	19067317	19118079	1	0
NC_073244.2	19124099	19138321	1	0
NC_073244.2	19147322	19160156	3	0
NC_073244.2	19195735	19200251	1	0
NC_073244.2	19794203	19806407	2	0
NC_073244.2	19927386	19951275	2	0
NC_073244.2	19976305	19995984	1	0
NC_073244.2	20004130	20048973	1	0
NC_073244.2	20098864	20104748	1	0
NC_073244.2	20447334	20458273	5	0
NC_073244.2	20481349	20506749	2	0
NC_073244.2	20563100	20599331	1	0
NC_073244.2	20723231	20753830	3	0
NC_073244.2	20936542	20991661	2	0
NC_073244.2	21089681	21169017	1	0
NC_073244.2	21244481	21305894	2	0
NC_073244.2	21539160	21557615	3	1
NC_073244.2	21674996	21699352	1	0
NC_073244.2	21786128	21849992	6	0
NC_073244.2	21899025	21907814	1	0
NC_073244.2	22104393	22126083	2	0
NC_073244.2	22307701	22318084	1	0
