gene_a	gene_b	dn_a	dn_b	cls	core	aln_frac	aln_len	matches_best	blocklen_best	matches_sum	len_a	len_b	recip_id_best	recip_id_sum
LOC129528947	ZNF723	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29232445_4	genuine	0.4758	0.6546	1516	1321	1516	1321	3831	2316	0.3448	0.3448
LOC129528947	ZNF91	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29680825_2	genuine	0.349	0.3829	1467	963	1467	2842	3831	5154	0.1868	0.5514
LOC129528947	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27408454_4	genuine	0.2397	0.6985	2078	1627	2078	1627	2975	3831	0.4247	0.4247
LOC129529083	LOC134757821	DN_NC_073245.2_35742393_2	DN_NC_073245.2_35910982_4	genuine	0.222	0.8579	3084	2977	3084	2977	3677	3595	0.8096	0.8096
LOC129529112	LOC129529113	DN_NC_073245.2_68791722_2	DN_NC_073245.2_68800206_2	TP	1.0	1.0	639	607	639	607	639	661	0.9183	0.9183
LOC129529226	LOC129531982	DN_NC_073224.2_15670210_25	DN_NC_073224.2_29070818_24	TP	0.5741	1.1616	3889	3323	3889	3323	3348	3917	0.8484	0.8484
LOC129529226	LOC134756437	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19235747_8	genuine	0.4912	0.4932	727	719	727	719	3348	1474	0.2148	0.2148
LOC129529226	LOC134758712	DN_NC_073224.2_15670210_25	DN_NC_073224.2_15783681_8	genuine	0.4912	0.4932	727	727	727	727	3348	1474	0.2171	0.2171
LOC129529226	LOC134758754	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19344252_8	genuine	0.5024	0.5045	727	724	727	724	3348	1441	0.2162	0.2162
LOC129529456	NCAPH2	DN_NC_086018.1_48564680_20	DN_NC_086018.1_48579325_2	TP	0.8247	0.8247	856	856	856	856	3594	1038	0.2382	0.2382
LOC129529583	TUBA3E	DN_NC_073235.2_32697745_5	DN_NC_086018.1_18552717_3	genuine	0.233	0.4318	684	605	684	605	1584	2662	0.2273	0.2273
LOC129529591	ZNF74	DN_NC_086018.1_17871480_5	DN_NC_086018.1_18821463_5	genuine	0.2451	0.2438	919	914	919	914	4004	3770	0.2283	0.2283
LOC129529765	LOC129529767	DN_NC_073247.2_59696701_5	DN_NC_073247.2_59706220_5	TP	0.9994	1.0	1663	1663	1663	1663	1663	2082	0.7988	0.7988
LOC129529765	LOC129529768	DN_NC_073247.2_59696701_5	DN_NC_073247.2_59715729_5	TP	1.0	1.0	1663	1663	1663	1663	1663	2107	0.7893	0.7893
LOC129529765	LOC129529769	DN_NC_073247.2_59696701_5	DN_NC_073247.2_59725264_5	TP	0.9266	0.9858	1531	1527	1531	1527	1663	1553	0.9182	0.9182
LOC129529765	LOC129529771	DN_NC_073247.2_59696701_5	DN_NC_073247.2_59744368_5	TP	1.0	1.0	543	541	543	541	1663	543	0.3253	0.3253
LOC129529765	LOC129529774	DN_NC_073247.2_59696701_5	DN_NC_073247.2_59772963_5	TP	0.9993	1.0	1527	1526	1527	1526	1663	1527	0.9176	0.9176
LOC129529765	LOC129529775	DN_NC_073247.2_59696701_5	DN_NC_073247.2_59782481_5	TP	0.9827	0.9845	570	569	570	569	1663	579	0.3422	0.3422
LOC129529765	LOC129529807	DN_NC_073247.2_59696701_5	DN_NC_073247.2_59792068_6	TP	0.2562	0.2514	418	418	418	418	1663	4238	0.0986	0.0986
LOC129529767	LOC129529768	DN_NC_073247.2_59706220_5	DN_NC_073247.2_59715729_5	TP	1.0	1.0	2082	2082	2082	2082	2082	2107	0.9881	0.9881
LOC129529767	LOC129529769	DN_NC_073247.2_59706220_5	DN_NC_073247.2_59725264_5	TP	0.9292	0.9884	1535	1531	1535	1531	2082	1553	0.7354	0.7354
LOC129529767	LOC129529771	DN_NC_073247.2_59706220_5	DN_NC_073247.2_59744368_5	TP	1.0	1.0	543	541	543	541	2082	543	0.2598	0.2598
LOC129529767	LOC129529774	DN_NC_073247.2_59706220_5	DN_NC_073247.2_59772963_5	TP	0.9987	1.0	1527	1526	1527	1526	2082	1527	0.7329	0.7329
LOC129529767	LOC129529775	DN_NC_073247.2_59706220_5	DN_NC_073247.2_59782481_5	TP	0.9896	0.9914	574	573	574	573	2082	579	0.2752	0.2752
LOC129529768	LOC129529769	DN_NC_073247.2_59715729_5	DN_NC_073247.2_59725264_5	TP	0.9408	1.0	1553	1549	1553	1549	2107	1553	0.7352	0.7352
LOC129529768	LOC129529771	DN_NC_073247.2_59715729_5	DN_NC_073247.2_59744368_5	TP	1.0	1.0	543	541	543	541	2107	543	0.2568	0.2568
LOC129529768	LOC129529774	DN_NC_073247.2_59715729_5	DN_NC_073247.2_59772963_5	TP	1.0	1.0	1527	1526	1527	1526	2107	1527	0.7243	0.7243
LOC129529768	LOC129529775	DN_NC_073247.2_59715729_5	DN_NC_073247.2_59782481_5	TP	1.0	1.0	579	578	579	578	2107	579	0.2743	0.2743
LOC129529769	LOC129529771	DN_NC_073247.2_59725264_5	DN_NC_073247.2_59744368_5	TP	0.9982	1.0	543	541	543	541	1553	543	0.3484	0.3484
LOC129529769	LOC129529774	DN_NC_073247.2_59725264_5	DN_NC_073247.2_59772963_5	TP	0.9352	0.9954	1520	1517	1520	1517	1553	1527	0.9768	0.9768
LOC129529769	LOC129529775	DN_NC_073247.2_59725264_5	DN_NC_073247.2_59782481_5	TP	1.0	1.0	579	578	579	578	1553	579	0.3722	0.3722
LOC129529769	LOC129529807	DN_NC_073247.2_59725264_5	DN_NC_073247.2_59792068_6	TP	0.2743	0.2692	418	418	418	418	1553	4238	0.0986	0.0986
LOC129529771	LOC129529774	DN_NC_073247.2_59744368_5	DN_NC_073247.2_59772963_5	TP	1.0	1.0	543	541	543	541	543	1527	0.3543	0.3543
LOC129529771	LOC129529775	DN_NC_073247.2_59744368_5	DN_NC_073247.2_59782481_5	TP	1.0	1.0	543	542	543	542	543	579	0.9361	0.9361
LOC129529771	LOC129529807	DN_NC_073247.2_59744368_5	DN_NC_073247.2_59792068_6	TP	0.7698	0.7698	418	417	418	417	543	4238	0.0984	0.0984
LOC129529774	LOC129529775	DN_NC_073247.2_59772963_5	DN_NC_073247.2_59782481_5	TP	0.9637	0.9655	559	558	559	558	1527	579	0.3654	0.3654
LOC129529774	LOC129529807	DN_NC_073247.2_59772963_5	DN_NC_073247.2_59792068_6	TP	0.279	0.2737	418	418	418	418	1527	4238	0.0986	0.0986
LOC129529775	LOC129529807	DN_NC_073247.2_59782481_5	DN_NC_073247.2_59792068_6	TP	0.7219	0.7219	418	418	418	418	579	4238	0.0986	0.0986
LOC129529790	LOC129530333	DN_NC_073247.2_17003459_2	DN_NC_073248.2_30080680_2	genuine	0.4161	1.1267	658	548	658	548	584	664	0.8253	0.8253
LOC129529976	LOC129529978	DN_NC_073247.2_164381237_2	DN_NC_073247.2_164397061_3	TP	0.715	0.9455	1579	1447	1579	1447	1670	1739	0.8321	0.8321
LOC129529976	LOC129529983	DN_NC_073247.2_164381237_2	DN_NC_073247.2_164426194_3	TP	0.715	0.9455	1579	1447	1579	1447	1670	1739	0.8321	0.8321
LOC129529976	LOC129529986	DN_NC_073247.2_164381222_3	DN_NC_073247.2_164442447_3	TP	1.0	1.0	1752	1752	1752	1752	1754	1752	0.9989	0.9989
LOC129529976	MAGEA1	DN_NC_073247.2_164381237_2	DN_NC_073247.2_164861277_3	truthbar	0.4826	0.9611	1605	1322	1605	1322	1670	1765	0.7490	0.7490
LOC129529976	MAGEA12	DN_NC_073247.2_164381237_2	DN_NC_073247.2_164405406_2	TP	0.7036	0.9359	1563	1424	1563	1424	1670	3732	0.3816	0.3816
LOC129529978	LOC129529983	DN_NC_073247.2_164397061_3	DN_NC_073247.2_164426194_3	TP	1.0	1.0	1739	1739	1739	1739	1739	1739	1.0000	1.0000
LOC129529978	LOC129529986	DN_NC_073247.2_164397061_3	DN_NC_073247.2_164442447_3	TP	0.7033	1.0098	1756	1602	1756	1602	1739	1752	0.9144	0.9144
LOC129529978	MAGEA1	DN_NC_073247.2_164397061_3	DN_NC_073247.2_164861277_3	truthbar	0.4641	0.8838	1537	1267	1537	1267	1739	1765	0.7178	0.7178
LOC129529978	MAGEA12	DN_NC_073247.2_164397061_3	DN_NC_073247.2_164405406_2	TP	0.7936	0.958	1666	1518	1666	1518	1739	3732	0.4068	0.4068
LOC129529978	MAGEA4	DN_NC_073247.2_163590486_3	DN_NC_073247.2_164397061_3	truthbar	0.2622	0.9229	1605	1304	1605	1304	1772	1739	0.7359	0.7359
LOC129529983	LOC129529986	DN_NC_073247.2_164426194_3	DN_NC_073247.2_164442447_3	TP	0.7033	1.0098	1756	1602	1756	1602	1739	1752	0.9144	0.9144
LOC129529983	MAGEA1	DN_NC_073247.2_164426194_3	DN_NC_073247.2_164861277_3	truthbar	0.4641	0.8838	1537	1267	1537	1267	1739	1765	0.7178	0.7178
LOC129529983	MAGEA12	DN_NC_073247.2_164405406_2	DN_NC_073247.2_164426194_3	TP	0.7936	0.958	1666	1518	1666	1518	3732	1739	0.4068	0.4068
LOC129529983	MAGEA4	DN_NC_073247.2_163590486_3	DN_NC_073247.2_164426194_3	truthbar	0.2622	0.9229	1605	1304	1605	1304	1772	1739	0.7359	0.7359
LOC129529986	MAGEA1	DN_NC_073247.2_164442447_2	DN_NC_073247.2_164861277_3	truthbar	0.4697	0.9353	1605	1322	1605	1322	1716	1765	0.7490	0.7490
LOC129529986	MAGEA12	DN_NC_073247.2_164407411_3	DN_NC_073247.2_164442447_2	TP	0.6847	0.9108	1563	1424	1563	1424	1805	1716	0.7889	0.7889
LOC129530018	MAGEA9	DN_NC_073247.2_161251228_4	DN_NC_073247.2_161458538_3	TP	0.9387	0.9364	1649	1649	1649	1649	1852	1761	0.8904	0.8904
LOC129530020	TMEM185A	DN_NC_073247.2_161266095_3	DN_NC_073247.2_161413981_7	TP	1.0	1.0	2006	2003	2006	2003	2006	6971	0.2873	0.2873
LOC129530096	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_114234875_11	genuine	0.3819	0.3811	479	445	479	445	1257	3162	0.1407	0.1407
LOC129530096	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_114234875_11	genuine	0.2419	0.3463	471	440	471	440	1360	3162	0.1392	0.1392
LOC129530123	RAB40B	DN_NC_073228.2_9291784_6	DN_NC_073247.2_115190067_8	genuine	0.2845	0.3	852	762	852	762	2840	3307	0.2304	0.2304
LOC129530131	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_115708949_2	genuine	0.3747	0.3747	471	450	471	450	1257	3055	0.1473	0.1473
LOC129530131	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_115708949_2	genuine	0.2449	0.3485	474	444	474	444	1360	3055	0.1453	0.1453
LOC129530205	LOC129530238	DN_NC_073248.2_19625716_11	DN_NC_073248.2_19671639_11	genuine	1.0	1.0	1761	1757	1761	1757	1827	1761	0.9617	0.9617
LOC129530205	LOC129530241	DN_NC_073248.2_19648671_11	DN_NC_073248.2_19694607_11	genuine	1.0	1.0	1827	1823	1827	1823	1827	1827	0.9978	0.9978
LOC129530205	LOC129530249	DN_NC_073248.2_19648671_11	DN_NC_073248.2_25725363_11	genuine	1.0	1.0	1823	1800	1823	1800	1827	1823	0.9852	0.9852
LOC129530205	LOC129530259	DN_NC_073248.2_15918163_7	DN_NC_073248.2_19602755_10	genuine	0.4058	0.5174	876	789	876	789	3604	1693	0.2189	0.2189
LOC129530205	LOC129530266	DN_NC_073248.2_16416010_5	DN_NC_073248.2_19602755_10	genuine	0.202	0.466	789	595	789	595	1943	1693	0.3062	0.3062
LOC129530205	LOC129530271	DN_NC_073248.2_19602755_10	DN_NC_073248.2_25704431_6	genuine	0.4731	0.4731	801	788	801	788	1693	2649	0.2975	0.2975
LOC129530227	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073248.2_45277558_8	genuine	0.271	0.6093	906	739	906	739	2588	1487	0.2855	0.2855
LOC129530227	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073248.2_45277558_8	genuine	0.9758	1.0	1487	1465	1487	1465	6197	1487	0.2364	0.2364
LOC129530227	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073248.2_45277558_8	genuine	0.8413	1.0013	1489	1462	1489	1462	4135	1487	0.3536	0.3536
LOC129530238	LOC129530241	DN_NC_073248.2_19671639_11	DN_NC_073248.2_19694607_11	TP	1.0	1.0	1761	1757	1761	1757	1761	1827	0.9617	0.9617
LOC129530238	LOC129530249	DN_NC_073248.2_19671639_11	DN_NC_073248.2_25725363_11	truthbar	1.0	1.0	1761	1739	1761	1739	1761	1823	0.9539	0.9539
LOC129530238	LOC129530259	DN_NC_073248.2_15918163_7	DN_NC_073248.2_19671639_11	TP	0.3657	0.473	833	743	833	743	3604	1761	0.2062	0.2062
LOC129530238	LOC129530271	DN_NC_073248.2_19671639_11	DN_NC_073248.2_25704431_6	genuine	0.4435	0.4321	761	740	761	740	1761	2649	0.2794	0.2794
LOC129530241	LOC129530249	DN_NC_073248.2_19694607_11	DN_NC_073248.2_25725363_11	TP	1.0	1.0	1823	1802	1823	1802	1827	1823	0.9863	0.9863
LOC129530241	LOC129530259	DN_NC_073248.2_15918163_7	DN_NC_073248.2_19694607_11	TP	0.3837	0.4871	890	802	890	802	3604	1827	0.2225	0.2225
LOC129530241	LOC129530271	DN_NC_073248.2_19694607_11	DN_NC_073248.2_25704431_6	genuine	0.4384	0.4384	801	781	801	781	1827	2649	0.2948	0.2948
LOC129530249	LOC129530259	DN_NC_073248.2_15918163_7	DN_NC_073248.2_25725363_11	TP	0.3845	0.4882	890	803	890	803	3604	1823	0.2228	0.2228
LOC129530249	LOC129530271	DN_NC_073248.2_25704431_6	DN_NC_073248.2_25725363_11	genuine	0.4504	0.4394	801	786	801	786	2649	1823	0.2967	0.2967
LOC129530250	RPS4Y1	DN_NC_073248.2_26366947_7	DN_NC_073248.2_9423438_7	truthbar	0.75	0.7779	837	779	837	779	1076	1446	0.5387	0.5387
LOC129530259	LOC129530266	DN_NC_073248.2_15918163_7	DN_NC_073248.2_16416010_5	TP	0.3685	1.0679	2075	1740	2075	1740	3604	1943	0.4828	0.4828
LOC129530259	LOC129530271	DN_NC_073248.2_15918163_7	DN_NC_073248.2_25704431_6	genuine	0.2763	0.789	2090	1930	2090	1930	3604	2649	0.5355	0.5355
LOC129530266	LOC129530271	DN_NC_073248.2_16416010_5	DN_NC_073248.2_25704431_6	genuine	0.6269	1.0926	2123	1912	2123	1912	1943	2649	0.7218	0.7218
LOC129530275	LOC129530278	DN_NC_073248.2_34736504_6	DN_NC_073248.2_34798633_6	TP	1.0	1.0	1086	1086	1086	1086	1143	1086	0.9501	0.9501
LOC129530275	LOC129530279	DN_NC_073248.2_34736504_6	DN_NC_073248.2_34819290_6	TP	1.0	1.0	1118	1118	1118	1118	1143	1118	0.9781	0.9781
LOC129530275	LOC129530280	DN_NC_073248.2_34736504_6	DN_NC_073248.2_34839953_6	TP	1.0	1.0	1139	1139	1139	1139	1143	1139	0.9965	0.9965
LOC129530278	LOC129530279	DN_NC_073248.2_34798633_6	DN_NC_073248.2_34819290_6	TP	1.0	1.0	1086	1086	1086	1086	1086	1118	0.9714	0.9714
LOC129530278	LOC129530280	DN_NC_073248.2_34798633_6	DN_NC_073248.2_34839953_6	TP	1.0	1.0	1086	1086	1086	1086	1086	1139	0.9535	0.9535
LOC129530279	LOC129530280	DN_NC_073248.2_34819290_6	DN_NC_073248.2_34839953_6	TP	1.0	1.0	1118	1118	1118	1118	1118	1139	0.9816	0.9816
LOC129530473	LOC129530554	DN_NC_073246.2_2173988_2	DN_NC_086018.1_1713296_2	TP	0.6071	1.0003	3600	3599	3600	3599	3599	3632	0.9909	0.9909
LOC129530593	LOC129531205	DN_NC_073240.2_4575875_4	DN_NC_073241.2_195924_6	genuine	0.4443	0.564	1287	1269	1287	1269	4758	2282	0.2667	0.2667
LOC129530593	LOC129531501	DN_NC_073238.2_8052138_7	DN_NC_073241.2_195924_6	genuine	0.6191	0.7183	760	749	760	749	1058	2282	0.3282	0.3282
LOC129530593	SAFB2	DN_NC_073241.2_195924_6	DN_NC_073244.2_11377962_21	genuine	0.2918	0.3348	764	754	764	754	2282	3415	0.2208	0.2208
LOC129531501	SAFB2	DN_NC_073238.2_8052138_7	DN_NC_073244.2_11377962_21	genuine	0.8894	0.9896	1047	1024	1047	1024	1058	3415	0.2999	0.2999
LOC129531666	LOC129531667	DN_NC_073236.2_51202468_4	DN_NC_073236.2_51437835_4	TP	0.6614	1.0	3225	3200	3225	3200	4386	3225	0.7296	0.7296
LOC129531666	RGPD8	DN_NC_073236.2_49989275_2	DN_NC_073236.2_51202468_4	TP	0.5341	1.0865	4270	3857	4270	3857	3930	4386	0.8794	0.8794
LOC129531667	RGPD8	DN_NC_073236.2_49989275_2	DN_NC_073236.2_51437835_4	TP	0.3591	0.9963	3213	2827	3213	2827	3930	3225	0.7193	0.7193
LOC129531751	LOC129532625	DN_NC_073236.2_140400059_5	DN_NC_086017.1_211655827_5	genuine	0.7511	1.0037	2190	2157	2190	2157	2182	2228	0.9681	0.9681
LOC129531751	LOC129532709	DN_NC_073236.2_140400059_5	DN_NC_086017.1_9337960_4	genuine	0.5797	0.5809	481	473	481	473	2182	828	0.2168	0.2168
LOC129531751	LOC134756415	DN_NC_073236.2_140400059_5	DN_NC_073241.2_110003031_5	genuine	0.3854	1.0023	2187	2158	2187	2158	2182	2194	0.9836	0.9836
LOC129531752	LOC129532807	DN_NC_073227.2_211100517_2	DN_NC_073236.2_140396809_2	TP	0.9992	1.0	2490	2477	2490	2477	2490	2598	0.9534	0.9534
LOC129531982	LOC134756437	DN_NC_073224.2_19235747_8	DN_NC_073224.2_29070818_24	genuine	0.6235	0.6242	920	908	920	908	1474	3917	0.2318	0.2318
LOC129531982	LOC134758712	DN_NC_073224.2_15783681_8	DN_NC_073224.2_29070818_24	genuine	0.6235	0.6242	920	916	920	916	1474	3917	0.2339	0.2339
LOC129531982	LOC134758754	DN_NC_073224.2_19344252_8	DN_NC_073224.2_29070818_24	genuine	0.6378	0.6384	920	913	920	913	1441	3917	0.2331	0.2331
LOC129532625	LOC129532709	DN_NC_086017.1_211655827_5	DN_NC_086017.1_9337960_4	genuine	0.6147	0.6147	509	498	509	498	2228	828	0.2235	0.2235
LOC129532625	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_211655827_5	genuine	0.3833	1.0027	2200	2165	2200	2165	2194	2228	0.9717	0.9717
LOC129532709	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_086017.1_9337960_4	genuine	0.7391	1.0	828	815	828	815	4509	828	0.1807	0.1807
LOC129532709	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_086017.1_9337960_4	genuine	0.7391	1.0	828	816	828	816	4522	828	0.1805	0.1805
LOC129532709	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_086017.1_9337960_4	genuine	0.5749	0.5785	479	471	479	471	3029	828	0.1555	0.1555
LOC129532709	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_9337960_4	genuine	0.5918	0.5918	490	481	490	481	2194	828	0.2192	0.2192
LOC129532709	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_086017.1_9337960_4	genuine	0.7403	0.9867	817	804	817	804	4488	828	0.1791	0.1791
LOC129532709	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_086017.1_9337960_4	genuine	0.3551	0.5833	483	475	483	475	2280	828	0.2083	0.2083
LOC129532709	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_086017.1_9337960_4	genuine	0.9988	1.0	828	814	828	814	4426	828	0.1839	0.1839
LOC129532808	LOC129533287	DN_NC_073227.2_211080863_4	DN_NC_073227.2_8155721_4	genuine	1.0	1.0	4509	4497	4509	4497	4509	4522	0.9945	0.9945
LOC129532808	LOC134757299	DN_NC_073227.2_211080863_4	DN_NC_073240.2_103747497_4	genuine	1.0	1.0	4488	4468	4488	4468	4509	4488	0.9909	0.9909
LOC129532808	NDUFA8	DN_NC_073227.2_211080863_4	DN_NC_073237.2_118498911_4	genuine	0.3254	1.0002	4427	4366	4427	4366	4509	4426	0.9683	0.9683
LOC129532935	SORT1	DN_NC_073224.2_116693847_11	DN_NC_073224.2_130686217_20	genuine	0.3095	0.3647	985	968	985	968	2701	7013	0.1380	0.1380
LOC129533287	LOC134757299	DN_NC_073227.2_8155721_4	DN_NC_073240.2_103747497_4	genuine	1.0	1.0	4488	4468	4488	4468	4522	4488	0.9881	0.9881
LOC129533287	NDUFA8	DN_NC_073227.2_8155721_4	DN_NC_073237.2_118498911_4	genuine	0.3254	1.0009	4430	4369	4430	4369	4522	4426	0.9662	0.9662
LOC129533692	NREP	DN_NC_073228.2_115483850_5	DN_NC_073228.2_115545008_4	genuine	0.549	0.5483	1554	1554	1554	1554	2834	3449	0.4506	0.4506
LOC129534552	LOC134759133	DN_NC_073229.2_195378107_3	DN_NC_073231.2_150902261_3	genuine	0.4154	1.0013	2283	2243	2283	2243	3029	2280	0.7405	0.7405
LOC134756368	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073236.2_23070420_5	TP	0.412	0.7303	1170	1159	1170	1159	1602	2588	0.4478	0.4478
LOC134756389	RABL2A	DN_NC_073231.2_151170137_9	DN_NC_073235.2_15131698_9	TP	0.262	0.934	2011	1907	2011	1907	2153	2472	0.7714	0.7714
LOC134756389	RABL2B	DN_NC_073231.2_151170137_9	DN_NC_086018.1_48818439_9	truthbar	0.9992	1.0	1204	1191	1204	1191	2153	1204	0.5532	0.5532
LOC134756437	LOC134758712	DN_NC_073224.2_15783681_8	DN_NC_073224.2_19235747_8	TP	0.9993	0.9993	1473	1459	1473	1459	1474	1474	0.9898	0.9898
LOC134756437	LOC134758754	DN_NC_073224.2_19235747_8	DN_NC_073224.2_19344252_8	TP	1.0	1.0	1441	1431	1441	1431	1474	1441	0.9708	0.9708
LOC134756589	PDCD5	DN_NC_073234.2_126370406_2	DN_NC_073244.2_43610901_6	genuine	0.385	0.3747	471	450	471	450	2868	1257	0.1569	0.1569
LOC134756589	SPC25	DN_NC_073234.2_126370406_2	DN_NC_073235.2_71373985_7	genuine	0.2449	0.3485	474	442	474	442	2868	1360	0.1541	0.1541
LOC134756743	TRNAQ-CUG	DN_NC_073224.2_114480077_3	DN_NC_073224.2_115073534_2	genuine	0.2798	0.8226	1679	1308	1679	1308	2041	2754	0.4749	0.4749
LOC134756753	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073236.2_22549336_8	TP	0.3487	1.0152	4198	4072	4198	4072	4135	6197	0.6571	0.6571
LOC134757257	PAQR5	DN_NC_073240.2_70140109_8	DN_NC_073240.2_70243341_2	genuine	0.251	0.2492	702	702	702	702	5092	2817	0.1379	0.1379
LOC134757299	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073240.2_103747497_4	genuine	0.3256	0.9957	4407	4342	4407	4342	4426	4488	0.9675	0.9675
LOC134757313	MTHFD2L	DN_NC_073227.2_94499432_2	DN_NC_073240.2_44461085_2	genuine	0.6141	0.6126	2497	2401	2497	2401	4076	4522	0.5310	0.5310
LOC134757427	LOC134757432	DN_NC_073242.2_15582850_2	DN_NC_073242.2_30609225_2	TP	0.3523	0.9902	2839	2803	2839	2803	3401	2867	0.8242	0.8242
LOC134757436	LOC134757438	DN_NC_073242.2_65850805_2	DN_NC_073242.2_68751082_2	genuine	0.8972	0.8972	4086	4081	4086	4081	4554	4765	0.8565	0.8565
LOC134757440	NOB1	DN_NC_073242.2_98958086_2	DN_NC_073242.2_98974496_9	genuine	0.2612	0.259	481	481	481	481	2959	1857	0.1626	0.1626
LOC134757574	TXN	DN_NC_073237.2_106488614_5	DN_NC_073243.2_19688237_2	genuine	0.252	0.7464	471	432	471	432	631	2290	0.1886	0.1886
LOC134758217	RFPL3	DN_NC_086018.1_27470342_2	DN_NC_086018.1_30368542_3	TP	0.4228	0.4108	585	554	585	554	2346	1424	0.2361	0.2361
LOC134758712	LOC134758754	DN_NC_073224.2_15783681_8	DN_NC_073224.2_19344252_8	TP	1.0	1.0	1441	1433	1441	1433	1474	1441	0.9722	0.9722
LRFN5	PDCD5	DN_NC_073239.2_14838701_6	DN_NC_073244.2_43610901_6	genuine	0.2625	0.3731	469	447	469	447	6854	1257	0.0652	0.0652
LTB4R2	NOP9	DN_NC_073239.2_32339840_6	DN_NC_073239.2_32342111_10	genuine	0.2625	0.6047	1334	917	1334	917	2206	6172	0.1486	0.1486
LYSMD1	SCNM1	DN_NC_073224.2_105669663_7	DN_NC_073224.2_105672200_3	genuine	0.5832	0.5802	959	959	959	959	1653	3159	0.3036	0.3036
MAGEA1	MAGEA12	DN_NC_073247.2_164405406_2	DN_NC_073247.2_164861277_3	truthbar	0.4572	0.9048	1597	1330	1597	1330	3732	1765	0.3564	0.3564
MAGEA1	MAGEA4	DN_NC_073247.2_163590486_3	DN_NC_073247.2_164861277_3	truthbar	0.264	0.9694	1711	1429	1711	1429	1772	1765	0.8064	0.8064
MAGEA12	MAGEA4	DN_NC_073247.2_163590486_3	DN_NC_073247.2_164405406_2	truthbar	0.2573	0.763	1352	1133	1352	1133	1772	3732	0.3036	0.3036
MAGEB6	MAGEB6B	DN_NC_073247.2_36669088_2	DN_NC_073247.2_36702175_2	TP	0.4114	0.7594	1521	1409	1521	1409	2112	2003	0.6671	0.6671
MED22	RPL21	DN_NC_073237.2_129717495_4	DN_NC_073238.2_41579503_4	genuine	0.3318	0.8779	381	345	381	345	6362	434	0.0542	0.0542
MED31	TXNDC17	DN_NC_073243.2_21779153_4	DN_NC_073243.2_21780781_4	genuine	0.7865	0.7865	1658	1658	1658	1658	2108	6109	0.2714	0.2714
METTL2A	METTL2B	DN_NC_073228.2_29619142_9	DN_NC_073230.2_137552467_7	TP	0.2097	0.9572	3195	2979	3195	2979	3338	3456	0.8620	0.8620
MIF4GD	MRPS7	DN_NC_073228.2_16703728_6	DN_NC_073228.2_16706128_5	genuine	0.553	0.5545	738	738	738	738	1331	3842	0.1921	0.1921
MINPP1	SPC25	DN_NC_073232.2_99830035_5	DN_NC_073235.2_71373985_7	genuine	0.2368	0.3081	419	391	419	391	4192	1360	0.0933	0.0933
MKRN2	RAF1	DN_NC_086017.1_22368298_8	DN_NC_086017.1_22395793_17	genuine	0.4747	0.4749	2526	2526	2526	2526	5603	5319	0.4508	0.4508
MMP24OS	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073245.2_47429376_4	genuine	0.2092	0.3699	465	434	465	434	1257	2748	0.1579	0.1579
MMP24OS	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073245.2_47429376_4	TP	0.1956	0.3456	470	444	470	444	1360	2748	0.1616	0.1616
MOV10	RHOC	DN_NC_073224.2_126184593_6	DN_NC_073224.2_126189262_21	genuine	0.536	0.506	590	590	590	590	1166	5291	0.1115	0.1115
MPDU1	MPDU1-AS1	DN_NC_073243.2_22727924_2	DN_NC_073243.2_22729136_7	TP	0.6061	0.6061	837	837	837	837	1381	2263	0.3699	0.3699
MPHOSPH8	SVBP	DN_NC_073224.2_197128142_3	DN_NC_073238.2_33904146_3	genuine	0.3398	0.4095	423	395	423	395	3575	1033	0.1105	0.1105
MRNIP	SQSTM1	DN_NC_073228.2_183798210_8	DN_NC_073228.2_183812935_7	genuine	0.4846	0.4792	621	621	621	621	3348	1296	0.1855	0.1855
MTERF4	SNED1	DN_NC_073235.2_143720615_16	DN_NC_073235.2_143747819_4	genuine	0.4225	0.4225	1444	1444	1444	1444	3418	6917	0.2088	0.2088
