a	b	seq_id	cov_min	cov_max	len_min	len_max	len_ratio	njunc_a	njunc_b	njunc_min	njunc_diff	njunc_ratio	frac_ref	frac_mem	aln_cov_small	contig	co_junc	antisense	same_chrom	log_dist	overlap	disjoint	edge_betw	jaccard_nbr	common_nbr	deg_min	deg_max	compara_pos	panel_real	panel_counter	group
LOC101153918	LOC134757232	0.9886	0.893	0.9532	4959	5301	0.9355	18	13	13	5	0.7222	0.722	1.0	0.953	13	13	0	1	4.537	0	1	0.009259	0.8889	8	9	10	0	0	0	753
LOC101153918	LOC129527175	0.9812	0.9066	0.9998	5301	5859	0.9048	18	18	18	0	1.0	1.0	1.0	0.999	18	18	0	1	6.238	0	1	0.008333	1.0	9	10	10	0	0	0	753
LOC101153918	LOC134757307	0.981	0.4344	0.8081	2872	5301	0.5418	18	18	18	0	1.0	1.0	1.0	0.802	18	18	0	1	6.548	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC101153918	LOC129527017	0.9806	0.4344	0.8699	2668	5301	0.5033	18	18	18	0	1.0	1.0	1.0	0.863	18	18	0	1	6.532	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC101153918	LOC129527021	0.9806	0.4344	0.8073	2875	5301	0.5424	18	18	18	0	1.0	1.0	1.0	0.801	18	18	0	1	6.553	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC101153918	LOC129527176	0.979	0.4288	0.8685	2638	5301	0.4976	18	18	18	0	1.0	1.0	1.0	0.862	18	18	0	1	6.569	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC101151050	LOC101153918	0.9498	0.9	1.0	5301	5819	0.911	17	18	17	1	0.9444	0.944	1.0	0.984	11	17	0	1	4.919	0	1	0.027778	0.3571	5	10	11	0	0	0	753
LOC115930779	LOC134757232	0.9742	0.8209	0.9512	4959	5651	0.8775	17	13	13	4	0.7647	0.706	0.923	0.935	12	12	0	1	6.574	0	1	0.012037	0.8	8	9	11	0	0	0	753
LOC129527175	LOC134757232	0.9867	0.807	0.9532	4959	5859	0.8464	18	13	13	5	0.7222	0.722	1.0	0.952	13	13	0	1	6.227	0	1	0.009259	0.8889	8	9	10	0	0	0	753
LOC134757232	LOC134757307	0.9919	0.3503	0.6048	2872	4959	0.5791	13	18	13	5	0.7222	0.722	1.0	0.605	13	13	0	1	6.543	0	1	0.010648	0.7778	7	9	9	0	0	0	753
LOC129527017	LOC134757232	0.9919	0.3483	0.6473	2668	4959	0.538	18	13	13	5	0.7222	0.722	1.0	0.647	13	13	0	1	6.527	0	1	0.010648	0.7778	7	9	9	0	0	0	753
LOC129527021	LOC134757232	0.9914	0.3503	0.6042	2875	4959	0.5798	18	13	13	5	0.7222	0.722	1.0	0.604	13	13	0	1	6.548	0	1	0.010648	0.7778	7	9	9	0	0	0	753
LOC129527176	LOC134757232	0.99	0.3422	0.6433	2638	4959	0.532	18	13	13	5	0.7222	0.722	1.0	0.643	13	13	0	1	6.564	0	1	0.010648	0.7778	7	9	9	0	0	0	753
LOC101151050	LOC134757232	0.952	0.7976	0.951	4959	5819	0.8522	17	13	13	4	0.7647	0.706	0.923	0.934	12	12	0	1	4.59	0	1	0.034259	0.2857	4	9	11	0	0	0	753
LOC101153918	LOC134757233	0.9868	0.0	0.7063	429	5301	0.0809	18	3	3	15	0.1667	0.167	1.0	0.706	3	3	0	1	4.644	0	1	0.02037	0.6154	8	10	13	0	0	0	753
LOC115930779	LOC134757233	0.9835	0.0	0.7063	429	5651	0.0759	17	3	3	14	0.1765	0.176	1.0	0.706	3	3	0	1	6.573	0	1	0.019676	0.5714	8	11	13	0	0	0	753
LOC129527017	LOC134757233	0.9835	0.0	0.7063	429	2668	0.1608	18	3	3	15	0.1667	0.167	1.0	0.706	3	3	0	1	6.526	0	1	0.027315	0.5385	7	9	13	0	0	0	753
LOC129527175	LOC134757233	0.9835	0.0	0.7063	429	5859	0.0732	18	3	3	15	0.1667	0.167	1.0	0.706	3	3	0	1	6.226	0	1	0.02037	0.6154	8	10	13	0	0	0	753
LOC129527176	LOC134757233	0.9835	0.0	0.7063	429	2638	0.1626	18	3	3	15	0.1667	0.167	1.0	0.706	3	3	0	1	6.563	0	1	0.027315	0.5385	7	9	13	0	0	0	753
LOC129527021	LOC134757233	0.9835	0.0	0.7063	429	2875	0.1492	18	3	3	15	0.1667	0.167	1.0	0.706	3	3	0	1	6.548	0	1	0.027315	0.5385	7	9	13	0	0	0	753
LOC134757233	LOC134757307	0.9835	0.0	0.7063	429	2872	0.1494	3	18	3	15	0.1667	0.167	1.0	0.706	3	3	0	1	6.543	0	1	0.027315	0.5385	7	9	13	0	0	0	753
LOC129527170	LOC134757233	0.9439	0.0	0.7063	429	5205	0.0824	18	3	3	15	0.1667	0.167	1.0	0.706	3	3	0	1	6.152	0	1	0.034028	0.3846	5	7	13	0	0	0	753
LOC101151050	LOC134757233	0.9439	0.0	0.7063	429	5819	0.0737	17	3	3	14	0.1765	0.176	1.0	0.706	3	3	0	1	4.563	0	1	0.016204	0.5714	8	11	13	0	0	0	753
LOC101150678	LOC134757233	0.9406	0.0	0.7063	429	5288	0.0811	17	3	3	14	0.1765	0.176	1.0	0.706	3	3	0	1	6.787	0	1	0.034028	0.3846	5	7	13	0	0	0	753
LOC129527057	LOC134757233	0.9406	0.0	0.7063	429	5296	0.081	17	3	3	14	0.1765	0.176	1.0	0.706	3	3	0	1	6.78	0	1	0.034028	0.3846	5	7	13	0	0	0	753
LOC129527171	LOC134757233	0.934	0.0	0.7063	429	2789	0.1538	17	3	3	14	0.1765	0.176	1.0	0.706	3	3	0	1	6.695	0	1	0.033333	0.4167	5	6	13	0	0	0	753
LOC129527071	LOC134757233	0.934	0.0	0.7063	429	5955	0.072	17	3	3	14	0.1765	0.176	1.0	0.706	3	3	0	1	6.678	0	1	0.010648	0.8571	12	13	15	0	0	0	753
LOC129527165	LOC134757309	0.9905	0.3275	0.55	960	1612	0.5955	2	2	2	0	1.0	1.0	1.0	0.55	2	2	0	1	6.518	0	1	0.666667	0.0	0	1	2	0	0	0	760
LOC115930774	LOC129527019	0.9843	0.1664	0.6615	576	2289	0.2516	3	1	1	2	0.3333	0.333	1.0	0.661	1	1	0	1	6.521	0	1	0.019801	0.0	0	2	3	0	0	0	30
LOC101151050	LOC129527170	0.9843	0.894	0.9856	5205	5819	0.8945	17	18	17	1	0.9444	0.944	1.0	0.971	11	17	0	1	6.136	0	1	0.020139	0.6	6	7	11	0	0	0	753
LOC101151050	LOC115930779	0.9694	0.9713	1.0	5651	5819	0.9711	17	17	17	0	1.0	1.0	1.0	0.999	17	17	0	1	6.567	0	1	0.022917	0.4286	6	11	11	0	0	0	753
LOC101151050	LOC129527175	0.9528	0.9935	1.0	5819	5859	0.9932	17	18	17	1	0.9444	0.944	1.0	0.992	11	17	0	1	6.213	0	1	0.027778	0.3571	5	10	11	0	0	0	753
LOC115930779	LOC129527175	0.9756	0.978	1.0	5651	5859	0.9645	17	18	17	1	0.9444	0.944	1.0	0.999	11	17	0	1	6.311	0	1	0.011111	0.9	9	10	11	0	0	0	753
LOC129527175	LOC134757307	0.9969	0.4895	0.9986	2872	5859	0.4902	18	18	18	0	1.0	1.0	1.0	0.999	18	18	0	1	6.253	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC129527021	LOC129527175	0.9965	0.4895	0.9976	2875	5859	0.4907	18	18	18	0	1.0	1.0	1.0	0.998	18	18	0	1	6.263	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC129527017	LOC129527175	0.9955	0.4554	1.0	2668	5859	0.4554	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	6.22	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC129527175	LOC129527176	0.9951	0.4502	1.0	2638	5859	0.4502	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	6.293	0	1	0.009722	0.8889	8	9	10	0	0	0	753
LOC134756434	LOC134757308	0.9913	0.5474	0.6647	695	844	0.8235	2	1	1	1	0.5	0.5	1.0	0.665	1	1	0	1	6.26	0	1	0.00995	0.0	0	1	2	0	0	0	30
LOC129527016	TRPM1	0.9007	0.0	0.4497	960	5718	0.1679	3	26	3	23	0.1154	0.038	0.333	0.416	1	1	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	761
LOC129527017	LOC134757307	0.9974	0.929	1.0	2668	2872	0.929	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	5.076	0	1	0.008333	1.0	8	9	9	0	0	0	753
LOC129527017	LOC129527021	0.9963	0.928	1.0	2668	2875	0.928	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	5.203	0	1	0.008333	1.0	8	9	9	0	0	0	753
LOC129527017	LOC129527176	0.9966	0.9888	1.0	2638	2668	0.9888	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	5.462	0	1	0.008333	1.0	8	9	9	0	0	0	753
LOC115930779	LOC129527017	0.9663	0.4578	1.0	2668	5651	0.4721	17	18	17	1	0.9444	0.944	1.0	0.97	11	17	0	1	5.573	0	1	0.013889	0.8	8	9	11	0	0	0	753
LOC129527020	LOC129527177	0.9978	1.0	1.0	2281	2284	0.9987	2	2	2	0	1.0	1.0	1.0	1.0	2	2	0	1	5.119	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527020	LOC129527023	0.9985	0.4136	0.9024	2284	3060	0.7464	2	4	2	2	0.5	0.5	1.0	1.0	2	2	0	1	5.587	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527020	LOC134757310	1.0	0.3017	0.9957	692	2284	0.303	2	2	2	0	1.0	1.0	1.0	0.996	2	2	0	1	5.482	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527020	LOC129527024	1.0	0.2535	1.0	579	2284	0.2535	2	2	2	0	1.0	1.0	1.0	1.0	2	2	0	1	5.22	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527021	LOC134757307	0.999	0.999	1.0	2872	2875	0.999	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	4.466	0	1	0.008333	1.0	8	9	9	0	0	0	753
LOC129527176	LOC134757307	0.997	0.9185	1.0	2638	2872	0.9185	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	5.202	0	1	0.008333	1.0	8	9	9	0	0	0	753
LOC115930779	LOC134757307	0.9668	0.4704	0.9537	2872	5651	0.5082	17	18	17	1	0.9444	0.944	1.0	0.925	11	17	0	1	5.387	0	1	0.013889	0.8	8	9	11	0	0	0	753
LOC129527023	LOC129527177	0.9985	0.413	0.9022	2281	3060	0.7454	4	2	2	2	0.5	0.5	1.0	1.0	2	2	0	1	5.399	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527177	LOC134757310	0.9956	0.3007	0.9957	692	2281	0.3034	2	2	2	0	1.0	1.0	1.0	0.991	2	2	0	1	5.223	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527024	LOC129527177	0.9948	0.2525	1.0	579	2281	0.2538	2	2	2	0	1.0	1.0	1.0	0.995	2	2	0	1	4.473	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527019	LOC134757308	0.9165	0.0	0.4964	844	2289	0.3687	1	1	1	0	1.0	0.0	0.0	0.496	0	0	0	1	5.225	0	1	0.019801	0.0	0	2	3	0	0	0	30
LOC129527021	LOC129527176	0.9966	0.9176	1.0	2638	2875	0.9176	18	18	18	0	1.0	1.0	1.0	1.0	18	18	0	1	5.074	0	1	0.008333	1.0	8	9	9	0	0	0	753
LOC115930779	LOC129527021	0.9671	0.4704	0.9527	2875	5651	0.5088	17	18	17	1	0.9444	0.944	1.0	0.925	11	17	0	1	5.308	0	1	0.013889	0.8	8	9	11	0	0	0	753
LOC129527024	LOC134757310	1.0	0.8367	1.0	579	692	0.8367	2	2	2	0	1.0	1.0	1.0	1.0	2	2	0	1	5.128	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC129527023	LOC129527024	1.0	0.0	0.6062	579	3060	0.1892	4	2	2	2	0.5	0.5	1.0	0.991	2	2	0	1	5.337	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC115930779	LOC129527176	0.9659	0.4525	1.0	2638	5651	0.4668	17	18	17	1	0.9444	0.944	1.0	0.969	11	17	0	1	4.867	0	1	0.013889	0.8	8	9	11	0	0	0	753
LOC129527023	LOC134757310	1.0	0.0	0.6734	692	3060	0.2261	4	2	2	2	0.5	0.5	1.0	0.996	2	2	0	1	4.903	0	1	0.1	1.0	3	4	4	0	0	0	762
LOC101149363	LOC129527057	0.9071	0.0	0.5115	4878	5296	0.9211	16	17	16	1	0.9412	0.176	0.188	0.504	3	3	0	1	7.064	0	1	0.013472	0.5714	4	6	7	0	0	0	753
LOC101149363	LOC101150678	0.9031	0.0	0.5115	4878	5288	0.9225	16	17	16	1	0.9412	0.176	0.188	0.502	3	3	0	1	7.067	0	1	0.013472	0.5714	4	6	7	0	0	0	753
LOC101149363	LOC129527170	0.9043	0.0	0.5115	4878	5205	0.9372	16	18	16	2	0.8889	0.722	0.812	0.731	9	13	0	1	6.614	0	1	0.013472	0.5714	4	6	7	0	0	0	753
LOC101149363	LOC115930779	0.9031	0.0	0.5115	4878	5651	0.8632	16	17	16	1	0.9412	0.176	0.188	0.504	3	3	0	1	6.253	0	1	0.040972	0.1538	2	6	11	0	0	0	753
LOC101149363	LOC101151050	0.9023	0.0	0.5115	4878	5819	0.8383	16	17	16	1	0.9412	0.176	0.188	0.504	3	3	0	1	6.74	0	1	0.019722	0.5	5	6	11	0	0	0	753
DNAJC17	GCHFR	1.0	0.1326	0.3289	1505	3734	0.4031	10	2	2	8	0.2	0.0	0.0	0.329	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	763
LOC115932637	LOC129532022	0.9618	0.0	0.4856	12441	25859	0.4811	13	29	13	16	0.4483	0.241	0.538	0.531	7	7	0	0		0	1	0.001297	0.2719	31	64	83	0	0	0	3
LOC115932637	LOC134757241	0.9827	0.3822	1.0	4760	12441	0.3826	13	8	8	5	0.6154	0.462	0.75	0.874	6	6	0	1	3.391	0	1	0.000321	0.6364	42	46	64	0	0	0	3
LOC115932637	LOC134757240	0.9563	0.3822	1.0	4613	12441	0.3708	13	8	8	5	0.6154	0.538	0.875	0.871	7	7	0	1	4.178	0	1	0.000432	0.5	33	37	64	0	0	0	3
LOC115932637	LOC134757485	0.9319	0.4066	0.7236	7203	12441	0.579	13	7	7	6	0.5385	0.385	0.714	0.603	5	5	0	0		0	1	0.000336	0.4865	36	48	64	0	0	0	3
LOC115932637	LOC129527110	0.9145	0.3772	0.9995	3924	12441	0.3154	13	7	7	6	0.5385	0.538	1.0	0.999	7	7	0	1	4.44	0	1	0.000821	0.4853	33	39	64	0	0	0	3
LOC115932637	LOC129528380	0.9456	0.4003	1.0	5031	12441	0.4044	13	2	2	11	0.1538	0.154	1.0	0.912	2	2	0	0		0	1	0.000426	0.4268	35	55	64	0	0	0	3
LOC115932637	LOC134757483	0.9512	0.3497	0.6514	6842	12441	0.55	13	4	4	9	0.3077	0.231	0.75	0.891	3	3	0	0		0	1	0.000218	0.4545	30	34	64	0	0	0	3
LOC115932637	LOC134757645	0.9252	0.3361	0.7576	5368	12441	0.4315	13	14	13	1	0.9286	0.143	0.154	0.648	2	2	0	0		0	1	0.000696	0.3529	30	53	64	0	0	0	3
LOC115932637	LOC134757481	0.9482	0.3131	0.6464	6244	12441	0.5019	13	5	5	8	0.3846	0.308	0.8	0.634	4	4	0	0		0	1	0.000365	0.4776	32	37	64	0	0	0	3
LOC115932637	LOC134757482	0.9653	0.3086	0.9953	4008	12441	0.3222	13	4	4	9	0.3077	0.231	0.75	0.889	3	3	0	0		0	1	0.000525	0.3768	26	33	64	0	0	0	3
LOC115932637	LOC134757484	0.9688	0.3086	0.7008	5718	12441	0.4596	13	4	4	9	0.3077	0.231	0.75	0.749	3	3	0	0		0	1	0.000369	0.4638	32	39	64	0	0	0	3
LOC115932637	LOC134757747	0.9481	0.2748	0.7965	1535	12441	0.1234	13	9	9	4	0.6923	0.308	0.444	0.382	4	4	0	0		0	1	0.000741	0.3235	22	28	64	0	0	0	3
LOC115932637	LOC134757744	0.9478	0.2748	0.8432	4248	12441	0.3415	13	5	5	8	0.3846	0.385	1.0	0.957	3	5	0	0		0	1	0.000741	0.3235	22	28	64	0	0	0	3
LOC115932637	LOC129528753	0.9475	0.2748	0.8159	4390	12441	0.3529	13	6	6	7	0.4615	0.462	1.0	0.925	4	6	0	0		0	1	0.000733	0.3382	23	29	64	0	0	0	3
LOC134757240	LOC134757241	0.9693	1.0	1.0	4613	4760	0.9691	8	8	8	0	1.0	1.0	1.0	1.0	8	8	0	1	3.396	0	1	8.1e-05	0.7234	34	37	46	0	0	0	3
LOC129532022	LOC134757241	0.9202	0.0	0.877	4760	25859	0.1841	29	8	8	21	0.2759	0.207	0.75	0.832	6	6	0	0		0	1	0.0013	0.1981	21	46	83	0	0	0	3
LOC134757241	LOC134757485	0.9302	0.6751	0.985	4760	7203	0.6608	8	7	7	1	0.875	0.75	0.857	0.979	6	6	0	0		0	1	0.000111	0.4839	30	46	48	0	0	0	3
LOC134757241	LOC134757481	0.9344	0.6461	0.8163	4760	6244	0.7623	8	5	5	3	0.625	0.5	0.8	0.906	4	4	0	0		0	1	0.000132	0.4727	26	37	46	0	0	0	3
LOC134757241	LOC134757482	0.9234	0.8044	0.9953	4008	4760	0.842	8	4	4	4	0.5	0.375	0.75	0.95	3	3	0	0		0	1	0.000224	0.3509	20	33	46	0	0	0	3
LOC134757241	LOC134757484	0.9342	0.7008	0.8044	4760	5718	0.8325	8	4	4	4	0.5	0.375	0.75	0.8	3	3	0	0		0	1	0.000172	0.3607	22	39	46	0	0	0	3
LOC134757241	LOC134757747	0.9308	0.716	0.7965	1535	4760	0.3225	8	9	8	1	0.8889	0.444	0.5	0.414	4	4	0	0		0	1	0.000287	0.3333	18	28	46	0	0	0	3
LOC134757241	LOC134757483	0.933	0.5805	0.8044	4760	6842	0.6957	8	4	4	4	0.5	0.375	0.75	0.8	3	3	0	0		0	1	0.000363	0.3929	22	34	46	0	0	0	3
LOC134757241	LOC134757744	0.9306	0.716	0.8432	4248	4760	0.8924	8	5	5	3	0.625	0.625	1.0	0.953	3	5	0	0		0	1	0.000287	0.3333	18	28	46	0	0	0	3
LOC129528753	LOC134757241	0.9303	0.716	0.8159	4390	4760	0.9223	6	8	6	2	0.75	0.625	0.833	0.903	3	5	0	0		0	1	0.00028	0.3519	19	29	46	0	0	0	3
LOC129528380	LOC134757241	0.93	0.7124	0.7158	4760	5031	0.9461	2	8	2	6	0.25	0.25	1.0	0.711	2	2	0	0		0	1	0.000212	0.3026	23	46	55	0	0	0	3
LOC134757241	LOC134757645	0.955	0.6494	0.716	4760	5368	0.8867	8	14	8	6	0.5714	0.143	0.25	0.711	2	2	0	0		0	1	0.000303	0.3857	27	46	53	0	0	0	3
LOC134757241	LOC134757746	0.9797	0.1947	0.8705	1066	4760	0.2239	8	2	2	6	0.25	0.25	1.0	0.886	2	2	0	0		0	1	0.000357	0.2344	15	35	46	0	0	0	3
LOC129527110	LOC134757240	0.9027	0.9856	1.0	3924	4613	0.8506	7	8	7	1	0.875	0.75	0.857	0.925	6	6	0	1	3.4	0	1	0.000123	0.5102	25	37	39	0	0	0	3
LOC134757240	LOC134757485	0.904	0.6751	0.9845	4613	7203	0.6404	8	7	7	1	0.875	0.75	0.857	0.979	6	6	0	0		0	1	0.000168	0.3387	21	37	48	0	0	0	3
LOC129532022	LOC134757240	0.9513	0.0	0.8731	4613	25859	0.1784	29	8	8	21	0.2759	0.207	0.75	0.859	6	6	0	0		0	1	0.001584	0.1919	19	37	83	0	0	0	3
LOC134757240	LOC134757481	0.9027	0.6461	0.8106	4613	6244	0.7388	8	5	5	3	0.625	0.5	0.8	0.904	4	4	0	0		0	1	0.000183	0.3333	18	37	37	0	0	0	3
LOC134757240	LOC134757746	0.9807	0.2008	0.8705	1066	4613	0.2311	8	2	2	6	0.25	0.25	1.0	0.871	2	2	0	0		0	1	0.00027	0.2963	16	35	37	0	0	0	3
LOC134757240	LOC134757645	0.9477	0.5048	0.6494	4613	5368	0.8594	8	14	8	6	0.5714	0.143	0.25	0.702	2	2	0	0		0	1	0.000326	0.2754	19	37	53	0	0	0	3
LOC129527110	LOC134757482	0.901	0.4612	0.5049	3924	4008	0.979	7	4	4	3	0.5714	0.429	0.75	0.836	3	3	0	0		0	1	0.000308	0.2281	13	33	39	0	0	0	3
LOC129527110	LOC129528485	0.9003	0.4672	0.4759	3924	4379	0.8961	7	5	5	2	0.7143	0.714	1.0	0.876	3	5	0	0		0	1	0.000658	0.2273	10	17	39	0	0	0	3
LOC129527110	LOC129528380	0.9428	0.3955	0.4672	3924	5031	0.78	7	2	2	5	0.2857	0.286	1.0	0.727	2	2	0	0		0	1	0.000298	0.2778	20	39	55	0	0	0	3
LOC134757313	PPIP5K1	0.9923	0.4266	0.5153	4351	6226	0.6988	27	31	27	4	0.871	0.871	1.0	0.787	27	27	0	1	4.453	0	1	1.0	0.0	0	1	1	0	0	0	764
LOC109023376	LOC109023378	1.0	0.6486	0.7378	553	629	0.8792	1	2	1	1	0.5	0.5	1.0	0.738	1	1	0	1	4.959	0	1	1.0	0.0	0	1	1	0	0	0	765
CKMT1B	LOC101152129	0.9994	0.9994	1.0	1578	1683	0.9376	9	9	9	0	1.0	1.0	1.0	1.0	9	9	0	1	4.963	0	1	1.0	0.0	0	1	1	0	0	0	766
LOC101154057	STRC	0.9873	0.6344	0.968	5631	8569	0.6571	32	28	28	4	0.875	0.875	1.0	0.965	14	28	0	1	4.898	0	1	1.0	0.0	0	1	1	0	0	0	767
LOC101136473	SORD	0.9628	0.4693	0.6954	3033	4475	0.6778	5	8	5	3	0.625	0.625	1.0	0.687	5	5	0	1	5.257	0	1	1.0	0.0	0	1	1	0	0	0	768
LOC134757329	TERB2	0.9964	0.1694	1.0	279	1647	0.1694	2	6	2	4	0.3333	0.333	1.0	1.0	2	2	0	1	4.426	0	1	1.0	0.0	0	1	1	0	0	0	769
DUOXA1	DUOXA2	1.0	0.2286	0.4022	1753	3084	0.5684	8	5	5	3	0.625	0.0	0.0	0.402	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	770
FGF7	LOC129530313	0.9583	0.5417	0.5891	2064	2252	0.9165	3	3	3	0	1.0	0.667	0.667	0.587	2	2	0	0		0	1	0.333333	1.0	1	2	2	0	0	0	691
LOC101151524	NSA2	0.9363	0.6582	0.993	702	1055	0.6654	1	5	1	4	0.2	0.2	1.0	0.735	1	1	0	0		0	1	1.0	0.0	0	1	1	0	0	0	771
LOC129528280	LOC134757253	0.9965	0.8556	0.8867	2921	3027	0.965	1	1	1	0	1.0	0.0	0.0	0.887	0	0	0	0		0	1	0.000163	0.8333	15	17	18	0	0	0	13
LOC134757253	LOC134757796	0.9989	0.6241	0.6477	2921	2977	0.9812	1	4	1	3	0.25	0.25	1.0	0.636	1	1	0	0		0	1	0.000157	0.7778	14	17	17	0	0	0	13
LOC129529606	LOC134757253	0.9717	0.0	0.302	1766	2921	0.6046	3	1	1	2	0.3333	0.0	0.0	0.0	0	0	0	0		0	1	0.000918	0.5	8	9	17	0	0	0	13
LOC109026861	RPLP1	0.9358	0.0	0.5423	603	1064	0.5667	1	3	1	2	0.3333	0.0	0.0	0.542	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	772
LOC134757259	XK	0.9722	0.2338	0.4565	3698	7223	0.512	1	2	1	1	0.5	0.0	0.0	0.456	0	0	1	0		0	1	0.000648	0.3478	8	9	24	0	0	0	30
LOC101137462	LOC134757259	0.9417	0.0	0.4713	3698	12380	0.2987	4	1	1	3	0.25	0.0	0.0	0.47	0	0	0	0		0	1	0.00038	0.48	12	15	24	0	0	0	30
LOC109026610	LOC134757259	0.9323	0.0	0.4724	3698	16590	0.2229	4	1	1	3	0.25	0.0	0.0	0.472	0	0	1	0		0	1	0.001241	0.4074	11	16	24	0	0	0	30
LOC129527528	LOC134757259	0.9414	0.2216	0.4429	3698	7373	0.5016	3	1	1	2	0.3333	0.0	0.0	0.442	0	0	0	0		0	1	0.000522	0.375	9	11	24	0	0	0	30
LOC101128712	LOC134757259	0.9295	0.0	0.4713	1792	3698	0.4846	4	1	1	3	0.25	0.0	0.0	0.0	0	0	0	0		0	1	0.001024	0.4333	13	21	24	0	0	0	30
LOC134757259	MCF2L2	0.9117	0.0	0.4732	3698	7548	0.4899	1	29	1	28	0.0345	0.0	0.0	0.0	0	0	0	0		0	1	0.000419	0.4615	12	16	24	0	0	0	30
LOC129529105	LOC134757259	0.9362	0.2665	0.4027	3698	5558	0.6653	2	1	1	1	0.5	0.0	0.0	0.4	0	0	0	0		0	1	0.00061	0.32	8	11	24	0	0	0	30
LOC129526806	LOC134757259	0.9186	0.0	0.3345	3698	7020	0.5268	2	1	1	1	0.5	0.0	0.0	0.33	0	0	0	0		0	1	0.001251	0.08	2	5	24	0	0	0	30
LOC101133389	LOC115930772	0.949	0.414	1.0	2309	5509	0.4191	18	17	17	1	0.9444	0.944	1.0	0.987	10	17	0	1	6.162	0	1	0.1	1.0	3	4	4	0	0	0	773
LOC101133389	LOC115930818	0.9346	0.4089	0.9874	2309	5458	0.423	18	18	18	0	1.0	0.944	0.944	0.96	10	17	0	1	6.423	0	1	0.1	1.0	3	4	4	0	0	0	773
LOC101133389	LOC101139171	0.9376	0.0	0.9931	2309	2490	0.9273	18	17	17	1	0.9444	0.944	1.0	0.98	10	17	0	1	6.786	0	1	0.1	1.0	3	4	4	0	0	0	773
LOC101133389	LOC115930844	0.9409	0.4167	0.9753	2309	5378	0.4293	18	17	17	1	0.9444	0.944	1.0	0.966	10	17	0	1	6.723	0	1	0.1	1.0	3	4	4	0	0	0	773
LOC115930814	LOC129527862	0.989	0.1863	0.3242	1672	1684	0.9929	5	7	5	2	0.7143	0.286	0.4	0.326	2	2	0	0		0	1	0.000301	0.4839	15	20	28	0	0	0	3
LOC115930814	LOC134757385	0.9872	0.2254	0.3242	1633	1684	0.9697	5	6	5	1	0.8333	0.333	0.4	0.333	2	2	0	0		0	1	0.000269	0.5143	18	27	28	0	0	0	3
LOC115930814	LOC129525065	0.9359	0.0	0.3242	1684	9959	0.1691	5	22	5	17	0.2273	0.091	0.4	0.324	2	2	0	0		0	1	0.001494	0.2069	12	28	44	0	0	0	3
LOC115930814	LOC129526178	0.9941	0.0	0.3029	1684	2984	0.5643	5	5	5	0	1.0	0.0	0.0	0.0	0	0	0	0		0	1	0.000877	0.1765	6	14	28	0	0	0	3
LOC115930814	LOC134756357	0.9293	0.0	0.3242	1684	8394	0.2006	5	15	5	10	0.3333	0.133	0.4	0.324	2	2	0	0		0	1	0.000719	0.2807	16	28	47	0	0	0	3
LOC115930814	LOC129532018	0.9261	0.0	0.3242	1684	2775	0.6068	5	14	5	9	0.3571	0.143	0.4	0.324	2	2	0	0		0	1	0.00058	0.4516	14	19	28	0	0	0	3
LOC115930814	LOC134757710	0.922	0.3242	0.6675	851	1684	0.5053	5	3	3	2	0.6	0.4	0.667	0.631	2	2	0	0		0	1	0.000198	0.7419	23	28	28	0	0	0	3
LOC115930814	LOC129532022	0.9228	0.0	0.3242	1684	25859	0.0651	5	29	5	24	0.1724	0.069	0.4	0.324	2	2	0	0		0	1	0.005852	0.0481	5	28	83	0	0	0	3
LOC115930814	LOC129529278	0.922	0.3242	0.6954	824	1684	0.4893	5	4	4	1	0.8	0.4	0.5	0.658	2	2	0	0		0	1	0.000303	0.5484	17	22	28	0	0	0	3
