family_id	n_copies	n_chroms	dominant_gene_root	name_concordance	density	avg_core_recip	n_articulation	class	members
DSFAM488	2	2	(novel)	NA	1.000	0.886	0	family	DN_NC_073228.2_61354966_3,DN_NC_073234.2_45248479_4
DSFAM489	2	1	ETFDH	0.5	1.000	0.391	0	family	DN_NC_073227.2_179688123_13,DN_NC_073227.2_179727029_10
DSFAM490	2	1	PABPC	1.0	1.000	0.981	0	family	DN_NC_073227.2_154494633_2,DN_NC_073227.2_154494634_2
DSFAM491	2	1	(novel)	NA	1.000	0.999	0	family	DN_NC_073239.2_32645673_2,DN_NC_073239.2_32681049_2
DSFAM492	2	2	SLC4A	1.0	1.000	0.192	0	family	DN_NC_073230.2_159879400_23,DN_NC_073235.2_122326496_17
DSFAM493	2	2	SLC43A	1.0	1.000	0.166	0	family	DN_NC_073233.2_65156508_13,DN_NC_073243.2_16710332_14
DSFAM494	2	2	ZMAT	0.5	1.000	0.237	0	family	DN_NC_073236.2_52686516_4,DN_NC_073247.2_113660362_2
DSFAM495	2	1	(novel)	NA	1.000	0.177	0	family	DN_NC_073238.2_30202631_2,DN_NC_073238.2_33511810_2
DSFAM496	2	1	MLH	1.0	1.000	0.985	0	family	DN_NC_073239.2_91908376_2,DN_NC_073239.2_91908476_2
DSFAM497	2	2	CLK	1.0	1.000	0.561	0	family	DN_NC_073228.2_182227322_13,DN_NC_073235.2_103471173_13
DSFAM498	2	2	KAT	1.0	1.000	0.262	0	family	DN_NC_073231.2_79409495_17,DN_NC_073232.2_40728717_16
DSFAM499	2	2	SNRPB	0.5	1.000	0.787	0	family	DN_NC_073240.2_26182490_10,DN_NC_073245.2_12383621_7
DSFAM500	2	1	TRNT	0.5	1.000	0.599	0	family	DN_NC_086017.1_12917334_8,DN_NC_086017.1_12936527_11
DSFAM501	2	1	(novel)	NA	1.000	0.248	0	family	DN_NC_073238.2_66682517_7,DN_NC_073238.2_66830454_5
DSFAM502	2	1	GPR	1.0	1.000	0.521	0	family	DN_NC_073230.2_133771638_2,DN_NC_073230.2_133785696_2
DSFAM503	2	2	SH3GL	1.0	1.000	0.326	0	family	DN_NC_073237.2_46657799_9,DN_NC_073244.2_10146023_10
DSFAM504	2	1	(novel)	NA	1.000	0.875	0	family	DN_NC_073229.2_169955497_4,DN_NC_073229.2_169955517_2
DSFAM505	2	2	(novel)	NA	1.000	0.232	0	family	DN_NC_073227.2_123234622_13,DN_NC_073242.2_37667715_4
DSFAM506	2	1	MTERF	0.5	1.000	0.422	0	family	DN_NC_073235.2_143720615_16,DN_NC_073235.2_143747819_4
DSFAM507	2	1	BDKRB	1.0	1.000	0.774	0	family	DN_NC_073239.2_113209919_2,DN_NC_073239.2_113209931_3
DSFAM508	2	1	BEX	1.0	1.000	0.342	0	family	DN_NC_073247.2_114842677_3,DN_NC_073247.2_115094764_3
DSFAM509	2	1	TSC22D	1.0	1.000	0.606	0	family	DN_NC_086017.1_161554109_3,DN_NC_086017.1_161554163_2
DSFAM510	2	1	(novel)	NA	1.000	0.938	0	family	DN_NC_073237.2_90625379_2,DN_NC_073237.2_90625631_3
DSFAM511	2	1	ANTXR	1.0	1.000	0.873	0	family	DN_NC_073227.2_100164790_17,DN_NC_073227.2_100166351_2
DSFAM512	2	2	YES	0.5	1.000	0.277	0	family	DN_NC_073229.2_135821332_11,DN_NC_073241.2_49527271_12
DSFAM513	2	1	BRCA	1.0	1.000	0.639	0	family	DN_NC_073238.2_46636595_11,DN_NC_073238.2_46658592_12
DSFAM514	2	2	PFKFB	1.0	1.000	0.204	0	family	DN_NC_073232.2_15175774_15,DN_NC_086017.1_58383797_14
DSFAM515	2	1	(novel)	NA	1.000	0.916	0	family	DN_NC_073229.2_46514381_2,DN_NC_073229.2_46518353_2
DSFAM516	2	1	(novel)	NA	1.000	0.352	0	family	DN_NC_073227.2_119617950_9,DN_NC_073227.2_119647764_9
DSFAM517	2	1	CPSF	0.5	1.000	0.481	0	family	DN_NC_073239.2_109052370_3,DN_NC_073239.2_109057706_16
DSFAM518	2	2	TPTE	0.5	1.000	0.235	0	family	DN_NC_073233.2_72203709_7,DN_NC_073238.2_33853352_3
DSFAM519	2	1	COPB	0.5	1.000	0.351	0	family	DN_NC_086017.1_150515222_8,DN_NC_086017.1_150527432_22
DSFAM520	2	1	NHP	0.5	1.000	0.434	0	family	DN_NC_073228.2_181756447_11,DN_NC_073228.2_181772207_4
DSFAM521	2	1	TSPAN	0.5	1.000	0.544	0	family	DN_NC_073234.2_43619064_8,DN_NC_073234.2_43623304_5
DSFAM522	2	1	(novel)	NA	1.000	0.421	0	family	DN_NC_073230.2_143596666_10,DN_NC_073230.2_143617302_10
DSFAM523	2	1	RASSF	1.0	1.000	0.986	0	family	DN_NC_073234.2_101170928_2,DN_NC_073234.2_101170936_2
DSFAM524	2	1	(novel)	NA	1.000	0.645	0	family	DN_NC_073231.2_105681903_7,DN_NC_073231.2_105703620_4
DSFAM525	2	1	(novel)	NA	1.000	0.504	0	family	DN_NC_073224.2_116008764_12,DN_NC_073224.2_124490902_14
DSFAM526	2	1	LYRM	1.0	1.000	0.909	0	family	DN_NC_073242.2_20532690_4,DN_NC_073242.2_20533208_4
DSFAM527	2	1	B3GAT	0.5	1.000	0.462	0	family	DN_NC_073229.2_94771458_11,DN_NC_073229.2_94961202_4
DSFAM528	2	1	BCL	1.0	1.000	0.952	0	family	DN_NC_073241.2_92450517_2,DN_NC_073241.2_92451097_2
DSFAM529	2	1	(novel)	NA	1.000	0.550	0	family	DN_NC_086017.1_148000613_2,DN_NC_086017.1_148000614_2
DSFAM530	2	1	MCMDC	1.0	1.000	0.835	0	family	DN_NC_073231.2_53456699_4,DN_NC_073231.2_53460237_15
DSFAM531	2	2	DCAF	0.5	1.000	0.459	0	family	DN_NC_073227.2_50003246_2,DN_NC_073239.2_89803404_14
DSFAM532	2	1	SMCP	1.0	1.000	0.662	0	family	DN_NC_073224.2_103920824_2,DN_NC_073224.2_103921050_3
DSFAM533	2	1	ZBTB	1.0	1.000	0.948	0	family	DN_NC_073237.2_25495339_2,DN_NC_073237.2_25495347_2
DSFAM534	2	1	(novel)	NA	1.000	0.924	0	family	DN_NC_073229.2_45717186_2,DN_NC_073229.2_45717206_2
DSFAM535	2	1	ITFG	1.0	1.000	0.418	0	family	DN_NC_073234.2_18450483_12,DN_NC_073234.2_18459578_6
DSFAM536	2	1	TSN	1.0	1.000	0.930	0	family	DN_NC_073235.2_23274273_6,DN_NC_073235.2_23274370_2
DSFAM537	2	2	BTRC	0.5	1.000	0.212	0	family	DN_NC_073228.2_175667319_12,DN_NC_073232.2_113619502_15
DSFAM538	2	1	EPM2AIP	1.0	1.000	0.638	0	family	DN_NC_086017.1_46885228_4,DN_NC_086017.1_46889059_2
DSFAM539	2	1	GPRASP	1.0	1.000	0.200	0	family	DN_NC_073247.2_114441496_5,DN_NC_073247.2_114501773_5
DSFAM540	2	1	ADA	0.5	1.000	0.214	0	family	DN_NC_073245.2_56763975_4,DN_NC_073245.2_56852545_12
DSFAM541	2	1	KHNYN	0.5	1.000	0.596	0	family	DN_NC_073239.2_32209364_6,DN_NC_073239.2_32210799_7
DSFAM542	2	2	TNKS	1.0	1.000	0.385	0	family	DN_NC_073231.2_14164248_27,DN_NC_073232.2_104141687_27
DSFAM543	2	1	EPC	1.0	1.000	0.460	0	family	DN_NC_073232.2_86751922_14,DN_NC_073232.2_86751945_2
DSFAM544	2	1	C1H1orf	1.0	1.000	0.849	0	family	DN_NC_073224.2_204252520_2,DN_NC_073224.2_204252947_3
DSFAM545	2	1	(novel)	NA	1.000	0.219	0	family	DN_NC_073247.2_61509959_2,DN_NC_073247.2_61690478_2
DSFAM546	2	1	DEDD	0.5	1.000	0.694	0	family	DN_NC_073224.2_95638704_6,DN_NC_073224.2_95648579_7
DSFAM547	2	1	SMKR	1.0	1.000	0.686	0	family	DN_NC_073230.2_138581696_2,DN_NC_073230.2_138581727_3
DSFAM548	2	1	(novel)	NA	1.000	0.709	0	family	DN_NC_073239.2_122577448_3,DN_NC_073239.2_122707562_3
DSFAM549	2	1	DPY19L	1.0	1.000	0.680	0	family	DN_NC_073231.2_100565734_19,DN_NC_073231.2_100636160_2
DSFAM550	2	2	(novel)	NA	1.000	0.407	0	family	DN_NC_073237.2_75784390_20,DN_NC_073244.2_8775501_20
DSFAM551	2	1	SRSF	1.0	1.000	0.557	0	family	DN_NC_073233.2_102979814_2,DN_NC_073233.2_102979816_2
DSFAM552	2	1	(novel)	NA	1.000	0.956	0	family	DN_NC_073243.2_103633530_2,DN_NC_073243.2_103634253_3
DSFAM553	2	2	JAG	1.0	1.000	0.173	0	family	DN_NC_073239.2_122136493_25,DN_NC_073245.2_20582467_26
DSFAM554	2	1	ETFRF	0.5	1.000	0.724	0	family	DN_NC_073234.2_76035232_5,DN_NC_073234.2_76077727_3
DSFAM555	2	1	LIPT	1.0	1.000	0.785	0	family	DN_NC_073233.2_82378688_2,DN_NC_073233.2_82378749_2
DSFAM556	2	1	ZNF	1.0	1.000	0.947	0	family	DN_NC_073227.2_18664119_3,DN_NC_073227.2_18664132_2
DSFAM557	2	1	PIGW	1.0	1.000	0.873	0	family	DN_NC_073228.2_56373903_2,DN_NC_073228.2_56374017_2
DSFAM558	2	1	PTCD	0.5	1.000	0.212	0	family	DN_NC_073230.2_89389986_8,DN_NC_073230.2_89408091_6
DSFAM559	2	2	LHX	1.0	1.000	0.153	0	family	DN_NC_073224.2_58834163_5,DN_NC_073237.2_120375635_3
DSFAM560	2	1	ZBTB	1.0	1.000	0.923	0	family	DN_NC_073237.2_123176640_2,DN_NC_073237.2_123176677_3
DSFAM561	2	1	KIF	0.5	1.000	0.731	0	family	DN_NC_073243.2_47785917_12,DN_NC_073243.2_47800408_20
DSFAM562	2	1	IFI27L	1.0	1.000	0.431	0	family	DN_NC_073239.2_111016616_5,DN_NC_073239.2_111016768_2
DSFAM563	2	1	RNF	1.0	1.000	0.882	0	family	DN_NC_086017.1_152926398_3,DN_NC_086017.1_152926408_2
DSFAM564	2	1	C4H5orf	1.0	1.000	0.945	0	family	DN_NC_073228.2_138752359_2,DN_NC_073228.2_138752780_2
DSFAM565	2	1	(novel)	NA	1.000	0.561	0	family	DN_NC_073228.2_182513643_26,DN_NC_073228.2_182587557_24
DSFAM566	2	1	C4H17orf	1.0	1.000	0.714	0	family	DN_NC_073228.2_24012135_3,DN_NC_073228.2_24012172_2
DSFAM567	2	1	ATP5ME	0.5	1.000	0.202	0	family	DN_NC_073227.2_9231816_7,DN_NC_073227.2_9238554_4
DSFAM568	2	1	SQSTM	0.5	1.000	0.485	0	family	DN_NC_073228.2_183798210_8,DN_NC_073228.2_183812935_7
DSFAM569	2	1	TIMM	1.0	1.000	0.809	0	family	DN_NC_073247.2_113121948_2,DN_NC_073247.2_113121962_2
DSFAM570	2	1	LIPK	0.5	1.000	0.858	0	family	DN_NC_073232.2_100896386_2,DN_NC_073232.2_100896386_3
DSFAM571	2	2	CPNE	1.0	1.000	0.239	0	family	DN_NC_073239.2_32570025_17,DN_NC_073242.2_120163344_15
DSFAM572	2	1	(novel)	NA	1.000	0.754	0	family	DN_NC_073247.2_166164942_10,DN_NC_073247.2_166250782_8
DSFAM573	2	1	(novel)	NA	1.000	0.495	0	family	DN_NC_073233.2_103065421_4,DN_NC_073233.2_103150044_4
DSFAM574	2	1	MRPL	1.0	1.000	0.895	0	family	DN_NC_073243.2_110379923_2,DN_NC_073243.2_110381900_2
DSFAM575	2	1	CHPF	1.0	1.000	0.533	0	family	DN_NC_073230.2_160056313_4,DN_NC_073230.2_160056345_3
DSFAM576	2	1	ZNF	1.0	1.000	0.591	0	family	DN_NC_073241.2_103950659_2,DN_NC_073241.2_103951386_2
DSFAM577	2	2	KIF	1.0	1.000	0.133	0	family	DN_NC_073236.2_113941675_8,DN_NC_073245.2_44511531_9
DSFAM578	2	1	B3GNTL	0.5	1.000	0.538	0	family	DN_NC_073228.2_8941710_13,DN_NC_073228.2_9043620_39
DSFAM579	2	2	(novel)	NA	1.000	0.425	0	family	DN_NC_073228.2_28439701_5,DN_NC_073236.2_69434930_3
DSFAM580	2	1	ACOT	1.0	1.000	0.712	0	family	DN_NC_073239.2_90450601_3,DN_NC_073239.2_90451908_2
DSFAM581	2	1	ZBTB	1.0	1.000	0.945	0	family	DN_NC_073229.2_175532657_3,DN_NC_073229.2_175532663_2
DSFAM582	2	1	EIF2AK	0.5	1.000	0.260	0	family	DN_NC_073240.2_40710955_17,DN_NC_073240.2_40740697_5
DSFAM583	2	1	(novel)	NA	1.000	0.439	0	family	DN_NC_073230.2_74930869_10,DN_NC_073230.2_74941165_2
DSFAM584	2	1	(novel)	NA	1.000	0.367	0	family	DN_NC_073233.2_74557606_4,DN_NC_073233.2_74583920_4
DSFAM585	2	1	SMIM	1.0	1.000	0.932	0	family	DN_NC_073229.2_111474468_3,DN_NC_073229.2_111474600_2
DSFAM586	2	1	CMKLR	1.0	1.000	0.913	0	family	DN_NC_073235.2_108790881_2,DN_NC_073235.2_108790882_3
DSFAM587	2	1	FZD	1.0	1.000	0.135	0	family	DN_NC_073233.2_94816092_2,DN_NC_073233.2_94843386_2
DSFAM588	2	2	CLCN	1.0	1.000	0.252	0	family	DN_NC_073227.2_190603026_12,DN_NC_073247.2_60113711_15
DSFAM589	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073247.2_131774354_4,DN_NC_073247.2_131863961_4
DSFAM590	2	1	TUBB	0.5	1.000	0.239	0	family	DN_NC_073241.2_37890028_17,DN_NC_073241.2_37935842_4
DSFAM591	2	2	IL	0.5	1.000	0.142	0	family	DN_NC_073236.2_50448087_2,DN_NC_073247.2_135520853_7
DSFAM592	2	1	TICAM	1.0	1.000	0.849	0	family	DN_NC_073228.2_119429190_2,DN_NC_073228.2_119429222_2
DSFAM593	2	1	(novel)	NA	1.000	0.836	0	family	DN_NC_073240.2_51882219_2,DN_NC_073240.2_51883239_2
DSFAM594	2	1	PRPS	1.0	1.000	0.381	0	family	DN_NC_073247.2_119410020_7,DN_NC_073247.2_23260131_7
DSFAM595	2	2	UCK	1.0	1.000	0.215	0	family	DN_NC_073224.2_90855831_7,DN_NC_073237.2_127902837_7
DSFAM596	2	1	GLT8D	0.5	1.000	0.624	0	family	DN_NC_073234.2_119380821_10,DN_NC_073234.2_119401970_11
DSFAM597	2	1	MRPS	1.0	1.000	0.729	0	family	DN_NC_073246.2_35974319_3,DN_NC_073246.2_35974340_2
DSFAM598	2	1	(novel)	NA	1.000	0.911	0	family	DN_NC_086017.1_54409290_2,DN_NC_086017.1_54409290_3
DSFAM599	2	2	USP	1.0	1.000	0.351	0	family	DN_NC_073247.2_51578190_11,DN_NC_073248.2_31260866_11
DSFAM600	2	1	(novel)	NA	1.000	0.166	0	family	DN_NC_073228.2_81689164_6,DN_NC_073228.2_83259868_7
DSFAM601	2	1	XKR	1.0	1.000	0.882	0	family	DN_NC_073231.2_12728583_2,DN_NC_073231.2_12728918_2
DSFAM602	2	1	(novel)	NA	1.000	0.339	0	family	DN_NC_073229.2_44079934_10,DN_NC_073229.2_44118209_11
DSFAM603	2	2	CKB	0.5	1.000	0.626	0	family	DN_NC_073239.2_120499478_8,DN_NC_073244.2_56814281_4
DSFAM604	2	1	(novel)	NA	1.000	0.972	0	family	DN_NC_073233.2_10992266_3,DN_NC_073233.2_10999053_2
DSFAM605	2	2	IGBP	1.0	1.000	0.570	0	family	DN_NC_073228.2_33351168_2,DN_NC_073247.2_81944671_6
DSFAM606	2	1	HBP	0.5	1.000	0.400	0	family	DN_NC_073230.2_116119215_11,DN_NC_073230.2_116150343_22
DSFAM607	2	1	DPEP	1.0	1.000	0.430	0	family	DN_NC_073242.2_97202362_10,DN_NC_073242.2_97214082_10
DSFAM608	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073245.2_68791722_2,DN_NC_073245.2_68800206_2
DSFAM609	2	1	TOPORS	1.0	1.000	0.953	0	family	DN_NC_073237.2_30499648_3,DN_NC_073237.2_30499916_2
DSFAM610	2	1	LGALS	0.5	1.000	0.470	0	family	DN_NC_073239.2_72077053_6,DN_NC_073239.2_72093949_19
DSFAM611	2	1	ACAT	0.5	1.000	0.157	0	family	DN_NC_073229.2_183992530_9,DN_NC_073229.2_184008587_12
DSFAM612	2	1	(novel)	NA	1.000	0.879	0	family	DN_NC_073238.2_34435620_2,DN_NC_073238.2_34438168_2
DSFAM613	2	1	(novel)	NA	1.000	0.725	0	family	DN_NC_073246.2_46782162_4,DN_NC_073246.2_46785229_2
DSFAM614	2	1	ATP8A	1.0	1.000	0.982	0	family	DN_NC_073238.2_40338449_2,DN_NC_073238.2_40339475_2
DSFAM615	2	1	(novel)	NA	1.000	0.941	0	family	DN_NC_073228.2_94538894_2,DN_NC_073228.2_94538918_2
DSFAM616	2	1	SLC46A	0.5	1.000	0.725	0	family	DN_NC_073228.2_64684384_5,DN_NC_073228.2_64691860_6
DSFAM617	2	2	(novel)	NA	1.000	0.207	0	family	DN_NC_073238.2_51309642_26,DN_NC_073247.2_34808557_3
DSFAM618	2	2	ZNF	0.5	1.000	0.226	0	family	DN_NC_073244.2_69466469_2,DN_NC_073247.2_24180353_4
DSFAM619	2	1	ABITRAM	0.5	1.000	0.759	0	family	DN_NC_073237.2_105179643_6,DN_NC_073237.2_105184979_19
DSFAM620	2	1	(novel)	NA	1.000	0.432	0	family	DN_NC_073233.2_73331591_2,DN_NC_073233.2_73331592_3
DSFAM621	2	1	(novel)	NA	1.000	0.384	0	family	DN_NC_073228.2_62433488_6,DN_NC_073228.2_9345525_10
DSFAM622	2	1	TOLLIP	1.0	1.000	0.936	0	family	DN_NC_073233.2_7736779_6,DN_NC_073233.2_7736787_7
DSFAM623	2	2	(novel)	NA	1.000	0.357	0	family	DN_NC_073230.2_137926513_11,DN_NC_086017.1_68009077_13
DSFAM624	2	2	TARS	1.0	1.000	0.543	0	family	DN_NC_073240.2_102922989_19,DN_NC_073243.2_79064876_19
DSFAM625	2	1	CHIT	0.5	1.000	0.471	0	family	DN_NC_073224.2_53524414_11,DN_NC_073224.2_53535059_3
DSFAM626	2	1	(novel)	NA	1.000	0.499	0	family	DN_NC_073230.2_76190196_16,DN_NC_073230.2_82009167_15
DSFAM627	2	1	EXO	1.0	1.000	0.832	0	family	DN_NC_073224.2_199438392_2,DN_NC_073224.2_199438673_4
DSFAM628	2	1	LYSMD	0.5	1.000	0.583	0	family	DN_NC_073224.2_105669663_7,DN_NC_073224.2_105672200_3
DSFAM629	2	2	SPTBN	1.0	1.000	0.360	0	family	DN_NC_073233.2_74603920_22,DN_NC_073236.2_85139103_21
DSFAM630	2	1	POMGNT	1.0	1.000	0.899	0	family	DN_NC_086017.1_52975845_2,DN_NC_086017.1_52975847_3
DSFAM631	2	1	NID	0.5	1.000	0.206	0	family	DN_NC_073239.2_68942364_8,DN_NC_073239.2_68957209_21
DSFAM632	2	2	CYFIP	1.0	1.000	0.274	0	family	DN_NC_073228.2_161096696_31,DN_NC_073240.2_23877041_31
DSFAM633	2	2	IRF	1.0	1.000	0.147	0	family	DN_NC_073224.2_46970626_9,DN_NC_073230.2_138011361_9
DSFAM634	2	1	GLMN	0.5	1.000	0.523	0	family	DN_NC_073224.2_147663563_19,DN_NC_073224.2_147715668_5
DSFAM635	2	2	(novel)	NA	1.000	0.214	0	family	DN_NC_073224.2_16928217_2,DN_NC_073232.2_122771445_4
DSFAM636	2	2	(novel)	NA	1.000	0.261	0	family	DN_NC_073228.2_33351152_31,DN_NC_073236.2_29195344_14
DSFAM637	2	1	(novel)	NA	1.000	0.896	0	family	DN_NC_073228.2_161537388_3,DN_NC_073228.2_161538611_2
DSFAM638	2	2	PPP2R	1.0	1.000	0.264	0	family	DN_NC_073227.2_14847068_10,DN_NC_073232.2_144274206_9
DSFAM639	2	1	(novel)	NA	1.000	0.697	0	family	DN_NC_073237.2_83892884_7,DN_NC_073237.2_84363825_25
DSFAM640	2	1	ZNF	1.0	1.000	0.959	0	family	DN_NC_073242.2_100978406_2,DN_NC_073242.2_100978412_2
DSFAM641	2	1	SAMD	1.0	1.000	0.185	0	family	DN_NC_073230.2_95688791_4,DN_NC_073230.2_95718597_3
DSFAM642	2	2	MAGOHB	0.5	1.000	0.730	0	family	DN_NC_073224.2_186733859_5,DN_NC_073234.2_26006928_5
DSFAM643	2	1	RAB	1.0	1.000	0.798	0	family	DN_NC_086017.1_145000409_2,DN_NC_086017.1_145000409_8
DSFAM644	2	1	HNRNPA	1.0	1.000	0.608	0	family	DN_NC_073235.2_79684637_11,DN_NC_073235.2_79692771_2
DSFAM645	2	1	(novel)	NA	1.000	0.225	0	family	DN_NC_073238.2_55186881_2,DN_NC_073238.2_67074273_14
DSFAM646	2	1	SLC22A	1.0	1.000	0.315	0	family	DN_NC_073228.2_136205303_10,DN_NC_073228.2_136280772_10
DSFAM647	2	2	(novel)	NA	1.000	0.301	0	family	DN_NC_073231.2_151095996_10,DN_NC_073235.2_15191747_16
DSFAM648	2	1	MRPL	0.5	1.000	0.428	0	family	DN_NC_086017.1_190656695_14,DN_NC_086017.1_190680196_7
DSFAM649	2	1	CTSZ	0.5	1.000	0.382	0	family	DN_NC_073245.2_71261640_15,DN_NC_073245.2_71275662_6
DSFAM650	2	1	FBXO	1.0	1.000	0.647	0	family	DN_NC_073231.2_105976995_2,DN_NC_073231.2_105977001_2
DSFAM651	2	1	COG	1.0	1.000	0.781	0	family	DN_NC_073242.2_98553829_2,DN_NC_073242.2_98553829_6
DSFAM652	2	2	ACSL	1.0	1.000	0.179	0	family	DN_NC_073235.2_125539339_16,DN_NC_073247.2_121395319_16
DSFAM653	2	2	DAAM	1.0	1.000	0.170	0	family	DN_NC_073229.2_57565568_13,DN_NC_073239.2_76142345_25
DSFAM654	2	2	PWWP	1.0	1.000	0.229	0	family	DN_NC_073244.2_7138158_14,DN_NC_073247.2_117958904_5
DSFAM655	2	1	RPL	1.0	1.000	0.846	0	family	DN_NC_073247.2_131473642_2,DN_NC_073247.2_131473659_3
DSFAM656	2	1	FBXL	1.0	1.000	0.798	0	family	DN_NC_073244.2_15847494_3,DN_NC_073244.2_15847496_2
DSFAM657	2	1	FAM	1.0	1.000	0.883	0	family	DN_NC_073241.2_36539151_4,DN_NC_073241.2_36539961_2
DSFAM658	2	1	FMO	1.0	1.000	0.342	0	family	DN_NC_073224.2_85416146_10,DN_NC_073224.2_85471368_7
DSFAM659	2	1	PLEKHF	1.0	1.000	0.930	0	family	DN_NC_073231.2_100979139_2,DN_NC_073231.2_100979539_2
DSFAM660	2	2	DAND	0.5	1.000	0.152	0	family	DN_NC_073229.2_147682056_8,DN_NC_073244.2_19011585_2
DSFAM661	2	1	NFAT	1.0	1.000	0.863	0	family	DN_NC_073242.2_98795336_2,DN_NC_073242.2_98795349_3
DSFAM662	2	1	TLR	1.0	1.000	0.929	0	family	DN_NC_073237.2_114063758_3,DN_NC_073237.2_114063772_2
DSFAM663	2	2	(novel)	NA	1.000	0.250	0	family	DN_NC_073237.2_68560894_6,DN_NC_073244.2_54031930_2
DSFAM664	2	1	PDCD	0.5	1.000	0.672	0	family	DN_NC_073232.2_123144734_12,DN_NC_073232.2_123171879_4
DSFAM665	2	1	(novel)	NA	1.000	0.472	0	family	DN_NC_073228.2_66328056_2,DN_NC_073228.2_70719297_2
DSFAM666	2	2	TMEM	1.0	1.000	0.179	0	family	DN_NC_073224.2_38911600_25,DN_NC_073229.2_61929003_23
DSFAM667	2	2	CTBP	1.0	1.000	0.427	0	family	DN_NC_073227.2_9789563_10,DN_NC_073232.2_137259733_11
DSFAM668	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073228.2_179795915_6,DN_NC_073228.2_182778476_6
DSFAM669	2	2	(novel)	NA	1.000	0.149	0	family	DN_NC_073230.2_47332274_8,DN_NC_073244.2_63917963_3
DSFAM670	2	2	COMP	0.5	1.000	0.316	0	family	DN_NC_073243.2_31614985_22,DN_NC_073244.2_25226014_19
DSFAM671	2	1	EML	0.5	1.000	0.620	0	family	DN_NC_073239.2_105498614_17,DN_NC_073239.2_105549018_9
DSFAM672	2	2	(novel)	NA	1.000	0.416	0	family	DN_NC_073232.2_8894424_4,DN_NC_073242.2_120770730_3
DSFAM673	2	2	AP2A	1.0	1.000	0.269	0	family	DN_NC_073233.2_7370930_22,DN_NC_073244.2_59973129_7
DSFAM674	2	2	UBE2Q	1.0	1.000	0.253	0	family	DN_NC_073224.2_102253297_12,DN_NC_073240.2_76716889_13
DSFAM675	2	1	(novel)	NA	1.000	0.648	0	family	DN_NC_073232.2_68371563_10,DN_NC_073232.2_68618263_8
DSFAM676	2	1	PEX	1.0	1.000	0.932	0	family	DN_NC_073240.2_90891406_3,DN_NC_073240.2_90891413_2
DSFAM677	2	1	MPDU1-AS	0.5	1.000	0.606	0	family	DN_NC_073243.2_22727924_2,DN_NC_073243.2_22729136_7
DSFAM678	2	2	TAF	0.5	1.000	0.318	0	family	DN_NC_073243.2_40875168_3,DN_NC_073247.2_89808941_7
DSFAM679	2	1	(novel)	NA	1.000	0.335	0	family	DN_NC_073234.2_147445272_9,DN_NC_073234.2_147580679_4
DSFAM680	2	1	TMED	1.0	1.000	0.312	0	family	DN_NC_073224.2_146740219_4,DN_NC_073224.2_146740533_2
DSFAM681	2	2	PNPLA	1.0	1.000	0.336	0	family	DN_NC_073237.2_133885482_35,DN_NC_073244.2_13399581_32
DSFAM682	2	1	LRMDA	1.0	1.000	0.943	0	family	DN_NC_073232.2_39186248_2,DN_NC_073232.2_39186275_2
DSFAM683	2	1	CCDC	1.0	1.000	0.965	0	family	DN_NC_073244.2_57930048_2,DN_NC_073244.2_57930050_2
DSFAM684	2	2	(novel)	NA	1.000	0.215	0	family	DN_NC_073244.2_19147321_17,DN_NC_073247.2_157117185_2
DSFAM685	2	2	(novel)	NA	1.000	0.511	0	family	DN_NC_073234.2_47062440_10,DN_NC_073238.2_67037804_5
DSFAM686	2	2	NBEAL	0.5	1.000	0.160	0	family	DN_NC_073235.2_105819742_3,DN_NC_086018.1_26773900_6
DSFAM687	2	1	COTL	1.0	1.000	0.796	0	family	DN_NC_073242.2_115072204_2,DN_NC_073242.2_115072204_4
DSFAM688	2	1	MLST	0.5	1.000	0.225	0	family	DN_NC_073242.2_5822452_9,DN_NC_073242.2_5827060_6
DSFAM689	2	1	(novel)	NA	1.000	0.454	0	family	DN_NC_073240.2_86403557_2,DN_NC_073240.2_86403557_3
DSFAM690	2	2	EYA	1.0	1.000	0.202	0	family	DN_NC_073229.2_157439925_18,DN_NC_073231.2_49018603_18
DSFAM691	2	2	SMARCC	1.0	1.000	0.203	0	family	DN_NC_073234.2_45177188_28,DN_NC_086017.1_57502847_23
DSFAM692	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073242.2_26889052_8,DN_NC_073242.2_27178722_8
DSFAM693	2	1	(novel)	NA	1.000	0.455	0	family	DN_NC_073228.2_37084614_4,DN_NC_073228.2_37089052_16
DSFAM694	2	2	SLC4A	1.0	1.000	0.201	0	family	DN_NC_073234.2_49830161_25,DN_NC_086017.1_37226306_22
DSFAM695	2	1	ALG	1.0	1.000	0.570	0	family	DN_NC_073234.2_62953363_3,DN_NC_073234.2_67151860_3
DSFAM696	2	2	PACSIN	1.0	1.000	0.278	0	family	DN_NC_073229.2_52271806_8,DN_NC_086018.1_40865904_11
DSFAM697	2	1	(novel)	NA	1.000	0.256	0	family	DN_NC_073235.2_68674135_11,DN_NC_073235.2_68877817_25
DSFAM698	2	1	NEU	1.0	1.000	0.961	0	family	DN_NC_073233.2_82871073_3,DN_NC_073233.2_82871134_3
