family_id	n_loci	dominant_gene	member_dn	member_gene	chrom	start	end
284	2	LOC101150533	DN_NC_073247.2_22225560_12	MSL3	NC_073247.2	22225560	22242871
285	2	SNED1	DN_NC_073235.2_143720615_16	SNED1	NC_073235.2	143720615	143750596
285	2	SNED1	DN_NC_073235.2_143747819_4	MTERF4	NC_073235.2	143747819	143759937
286	4	LOC101144552	DN_NC_073235.2_144819821_8	LOC101144552	NC_073235.2	144819821	144823105
286	4	LOC101144552	DN_NC_073235.2_144823500_4	LOC101143820	NC_073235.2	144823500	144827312
286	4	LOC101144552	DN_NC_073242.2_3673676_5	SNRNP25	NC_073242.2	3673676	3679850
286	4	LOC101144552	DN_NC_073242.2_3677891_18	RHBDF1	NC_073242.2	3677891	3692352
287	2	LOC101151284	DN_NC_073235.2_144827388_3	LOC101151284	NC_073235.2	144827388	144834179
287	2	LOC101151284	DN_NC_073242.2_3666815_3	POLR3K	NC_073242.2	3666815	3673470
288	2	LOC129527809	DN_NC_073235.2_144879602_2	NA	NC_073235.2	144879602	144885585
288	2	LOC129527809	DN_NC_073242.2_3614392_2	LOC129527809	NC_073242.2	3614392	3620417
288	2	LOC129527809	DN_NC_073242.2_3614426_2	LOC129527809	NC_073242.2	3614426	3620421
289	2	LOC109025815	DN_NC_073235.2_31662902_3	LOC109025815	NC_073235.2	31662902	31672682
289	2	LOC109025815	DN_NC_073235.2_31973952_17	LOC101137661	NC_073235.2	31973952	32025015
290	2	LOC101131416	DN_NC_073235.2_31672555_8	LOC101131416	NC_073235.2	31672555	31678259
290	2	LOC101131416	DN_NC_073235.2_32750477_8	LOC115930154	NC_073235.2	32750477	32755947
291	2	LOC109025815	DN_NC_073235.2_31713963_3	LOC109025815	NC_073235.2	31713963	31722353
291	2	LOC109025815	DN_NC_073235.2_32705529_3	LOC109025979	NC_073235.2	32705529	32714276
292	2	SP3	DN_NC_073235.2_76383763_5	SP3	NC_073235.2	76383763	76441536
292	2	SP3	DN_NC_073235.2_76429632_2	SP3	NC_073235.2	76429632	76433428
293	2	HNRNPA3	DN_NC_073235.2_79684637_11	HNRNPA3	NC_073235.2	79684637	79695910
293	2	HNRNPA3	DN_NC_073235.2_79692771_2	HNRNPA3	NC_073235.2	79692771	79695802
294	3	C11H2orf88	DN_NC_073235.2_92529727_2	C11H2orf88	NC_073235.2	92529727	92651760
294	3	C11H2orf88	DN_NC_073235.2_92598860_2	C11H2orf88	NC_073235.2	92598860	92651760
294	3	C11H2orf88	DN_NC_073235.2_92629178_2	C11H2orf88	NC_073235.2	92629178	92651760
295	2	SUPT7L	DN_NC_073236.2_112253211_6	SUPT7L	NC_073236.2	112253211	112267588
295	2	SUPT7L	DN_NC_073236.2_112264496_14	GPN1	NC_073236.2	112264496	112288366
296	2	RDH14	DN_NC_073236.2_121320001_9	NT5C1B	NC_073236.2	121320001	121354780
296	2	RDH14	DN_NC_073236.2_121348824_2	RDH14	NC_073236.2	121348824	121357989
296	2	RDH14	DN_NC_073236.2_121348828_2	RDH14	NC_073236.2	121348828	121357989
296	2	RDH14	DN_NC_073236.2_121349000_3	RDH14	NC_073236.2	121349000	121354789
297	2	LRATD1	DN_NC_073236.2_125241687_3	LOC109025772	NC_073236.2	125241687	125273737
297	2	LRATD1	DN_NC_073236.2_125269048_2	LRATD1	NC_073236.2	125269048	125275915
297	2	LRATD1	DN_NC_073236.2_125270757_2	LRATD1	NC_073236.2	125270757	125275606
297	2	LRATD1	DN_NC_073236.2_125270768_2	LRATD1	NC_073236.2	125270768	125275629
298	2	PDIA6	DN_NC_073236.2_129103377_13	PDIA6	NC_073236.2	129103377	129132601
298	2	PDIA6	DN_NC_073236.2_129129305_10	ATP6V1C2	NC_073236.2	129129305	129150734
299	4	LOC129526471	DN_NC_073236.2_22701854_7	LOC129526471	NC_073236.2	22701854	22771560
299	4	LOC129526471	DN_NC_073236.2_25270756_7	LOC129526391	NC_073236.2	25270756	25322454
299	4	LOC129526471	DN_NC_073240.2_15970659_7	LOC129531453	NC_073240.2	15970659	16028853
299	4	LOC129526471	DN_NC_073247.2_165410205_10	ABCD1	NC_073247.2	165410205	165430306
300	2	LOC115932762	DN_NC_073236.2_30501599_2	LOC115932762	NC_073236.2	30501599	30514882
300	2	LOC115932762	DN_NC_073238.2_22111250_2	LOC129527190	NC_073238.2	22111250	22124354
301	3	LOC134756761	DN_NC_073236.2_30994185_5	LOC134756761	NC_073236.2	30994185	31005814
301	3	LOC134756761	DN_NC_073237.2_22957046_5	LOC129524676	NC_073237.2	22957046	22968678
301	3	LOC134756761	DN_NC_073238.2_31858801_4	LOC115933090	NC_073238.2	31858801	31870401
302	2	LOC115933573	DN_NC_073236.2_31528778_7	LOC115933573	NC_073236.2	31528778	31570109
302	2	LOC115933573	DN_NC_073236.2_32340171_12	LOC101141821	NC_073236.2	32340171	32377237
303	3	LOC101146690	DN_NC_073236.2_32048256_8	LOC101146690	NC_073236.2	32048256	32058749
303	3	LOC101146690	DN_NC_073236.2_33897833_6	NA	NC_073236.2	33897833	33897833
303	3	LOC101146690	DN_NC_073236.2_34983788_9	FAHD2B	NC_073236.2	34983788	34995130
304	3	ALDH1B1	DN_NC_073236.2_32676987_2	LOC115935842	NC_073236.2	32676987	32683217
304	3	ALDH1B1	DN_NC_073237.2_24562360_2	ALDH1B1	NC_073237.2	24562360	24568445
304	3	ALDH1B1	DN_NC_073237.2_24562366_2	ALDH1B1	NC_073237.2	24562366	24568405
304	3	ALDH1B1	DN_NC_073237.2_31692944_2	LOC129524687	NC_073237.2	31692944	31699120
305	10	LOC115933254	DN_NC_073236.2_32866582_11	LOC115933254	NC_073236.2	32866582	32988430
305	10	LOC115933254	DN_NC_073236.2_32935295_3	LOC115933254	NC_073236.2	32935295	32988354
305	10	LOC115933254	DN_NC_073236.2_32935299_2	LOC115933254	NC_073236.2	32935299	32986387
305	10	LOC115933254	DN_NC_073236.2_32985892_2	NA	NC_073236.2	32985892	32990818
305	10	LOC115933254	DN_NC_073236.2_32986425_2	NA	NC_073236.2	32986425	32990818
305	10	LOC115933254	DN_NC_073236.2_32986917_2	NA	NC_073236.2	32986917	32989391
305	10	LOC115933254	DN_NC_073236.2_32986956_2	NA	NC_073236.2	32986956	32989391
305	10	LOC115933254	DN_NC_073237.2_24384479_2	LOC129524732	NC_073237.2	24384479	24389525
305	10	LOC115933254	DN_NC_073237.2_24384787_2	LOC129524732	NC_073237.2	24384787	24388880
305	10	LOC115933254	DN_NC_073237.2_24387014_11	ANKRD18A	NC_073237.2	24387014	24415087
305	10	LOC115933254	DN_NC_073237.2_29418618_13	LOC101142783	NC_073237.2	29418618	29453726
305	10	LOC115933254	DN_NC_073237.2_31481917_11	ANKRD18B	NC_073237.2	31481917	31508326
305	10	LOC115933254	DN_NC_073237.2_93516915_6	LOC101147259	NC_073237.2	93516915	93564415
305	10	LOC115933254	DN_NC_073238.2_24813037_2	NA	NC_073238.2	24813037	24831159
305	10	LOC115933254	DN_NC_073238.2_54832744_2	FOXO1	NC_073238.2	54832744	54837929
306	4	LOC101143875	DN_NC_073236.2_33289090_9	CNTNAP3C	NC_073236.2	33289090	33439479
306	4	LOC101143875	DN_NC_073237.2_23692487_10	LOC101143875	NC_073237.2	23692487	23838638
306	4	LOC101143875	DN_NC_073237.2_23917005_2	LOC101143875	NC_073237.2	23917005	23923056
306	4	LOC101143875	DN_NC_073237.2_30061699_3	LOC115933307	NC_073237.2	30061699	30101068
307	2	ANKRD36C	DN_NC_073236.2_33699714_3	ANKRD36C	NC_073236.2	33699714	33710459
307	2	ANKRD36C	DN_NC_073236.2_35163364_4	LOC101125154	NC_073236.2	35163364	35173981
308	2	ANKRD36C	DN_NC_073236.2_33791336_41	ANKRD36C	NC_073236.2	33791336	33872960
308	2	ANKRD36C	DN_NC_073236.2_35320202_37	LOC109025523	NC_073236.2	35320202	35413415
309	2	RPL31	DN_NC_073236.2_38854516_5	RPL31	NC_073236.2	38854516	38860999
309	2	RPL31	DN_NC_073236.2_38858247_18	TBC1D8	NC_073236.2	38858247	39002085
310	3	LOC109025754	DN_NC_073236.2_44341131_2	LOC109025754	NC_073236.2	44341131	44542515
310	3	LOC109025754	DN_NC_073236.2_44341132_3	LOC109025754	NC_073236.2	44341132	44420375
310	3	LOC109025754	DN_NC_073236.2_44341142_4	LOC109025754	NC_073236.2	44341142	44514194
310	3	LOC109025754	DN_NC_073236.2_44341152_2	LOC109025754	NC_073236.2	44341152	44373023
311	2	LIMS1	DN_NC_073236.2_46553268_10	LIMS1	NC_073236.2	46553268	46585694
311	2	LIMS1	DN_NC_073236.2_47822803_9	LOC101146691	NC_073236.2	47822803	47854679
312	8	LOC109025447	DN_NC_073236.2_46653509_10	LOC101136692	NC_073236.2	46653509	46675998
312	8	LOC109025447	DN_NC_073236.2_46676942_15	LOC101137060	NC_073236.2	46676942	46760729
312	8	LOC109025447	DN_NC_073236.2_47712811_9	LOC109025447	NC_073236.2	47712811	47731246
312	8	LOC109025447	DN_NC_073236.2_47732210_12	LOC109025447	NC_073236.2	47732210	47781827
312	8	LOC109025447	DN_NC_073236.2_49989275_2	RGPD8	NC_073236.2	49989275	49996139
312	8	LOC109025447	DN_NC_073236.2_51202468_4	LOC129531666	NC_073236.2	51202468	51224381
312	8	LOC109025447	DN_NC_073236.2_51437835_4	LOC129531667	NC_073236.2	51437835	51458530
312	8	LOC109025447	DN_NC_073236.2_52824428_4	LOC101131768	NC_073236.2	52824428	52845980
313	2	LOC134756433	DN_NC_073236.2_51549738_4	LOC134756433	NC_073236.2	51549738	51872264
313	2	LOC134756433	DN_NC_073236.2_51862546_3	LOC134756433	NC_073236.2	51862546	51872269
314	2	LOC129524759	DN_NC_073236.2_52719848_2	NA	NC_073236.2	52719848	52725623
314	2	LOC129524759	DN_NC_073237.2_30299641_3	LOC129524759	NC_073237.2	30299641	30319491
315	2	PUS10	DN_NC_073236.2_78772907_3	PUS10	NC_073236.2	78772907	78780507
315	2	PUS10	DN_NC_073236.2_78772947_18	PUS10	NC_073236.2	78772947	78853166
316	2	FANCL	DN_NC_073236.2_81530457_14	FANCL	NC_073236.2	81530457	81612522
316	2	FANCL	DN_NC_073236.2_81606261_13	VRK2	NC_073236.2	81606261	81724968
317	2	NIPSNAP3A	DN_NC_073237.2_101005198_6	NIPSNAP3A	NC_073237.2	101005198	101018254
317	2	NIPSNAP3A	DN_NC_073237.2_101021921_6	LOC101151107	NC_073237.2	101021921	101032195
318	2	ABITRAM	DN_NC_073237.2_105179643_6	ABITRAM	NC_073237.2	105179643	105187481
318	2	ABITRAM	DN_NC_073237.2_105184979_19	CTNNAL1	NC_073237.2	105184979	105258829
319	2	TXN	DN_NC_073237.2_106488614_5	TXN	NC_073237.2	106488614	106501237
319	2	TXN	DN_NC_073243.2_19688237_2	LOC134757574	NC_073243.2	19688237	19695746
320	2	SVEP1	DN_NC_073237.2_106566135_6	SVEP1	NC_073237.2	106566135	106656325
320	2	SVEP1	DN_NC_073237.2_106610295_11	SVEP1	NC_073237.2	106610295	106654532
321	2	LOC101124026	DN_NC_073237.2_109453117_3	LOC101124026	NC_073237.2	109453117	109460140
321	2	LOC101124026	DN_NC_073237.2_109461576_3	LOC101141789	NC_073237.2	109461576	109468401
322	2	SLC31A2	DN_NC_073237.2_109499325_4	SLC31A2	NC_073237.2	109499325	109517356
322	2	SLC31A2	DN_NC_073237.2_109511989_28	FKBP15	NC_073237.2	109511989	109569349
323	2	ZBTB26	DN_NC_073237.2_119275968_2	ZBTB26	NC_073237.2	119275968	119299463
323	2	ZBTB26	DN_NC_073237.2_119275970_2	ZBTB6	NC_073237.2	119275970	119281192
324	2	MED22	DN_NC_073237.2_129717495_4	MED22	NC_073237.2	129717495	129727224
324	2	MED22	DN_NC_073238.2_41579503_4	RPL21	NC_073238.2	41579503	41581829
325	2	SURF2	DN_NC_073237.2_129735503_6	SURF2	NC_073237.2	129735503	129742881
325	2	SURF2	DN_NC_073237.2_129740502_6	SURF4	NC_073237.2	129740502	129755307
326	2	LOC101139703	DN_NC_073237.2_17678391_14	LOC101139703	NC_073237.2	17678391	17727683
326	2	LOC101139703	DN_NC_073238.2_22049850_15	LOC129526951	NC_073238.2	22049850	22097817
327	2	SMIM27	DN_NC_073237.2_30511420_2	SMIM27	NC_073237.2	30511420	30512963
327	2	SMIM27	DN_NC_073237.2_30512124_4	NDUFB6	NC_073237.2	30512124	30532423
328	2	LOC101137029	DN_NC_073237.2_30974188_2	LOC101137029	NC_073237.2	30974188	30980272
328	2	LOC101137029	DN_NC_073237.2_30974494_2	LOC101137029	NC_073237.2	30974494	30980256
328	2	LOC101137029	DN_NC_073237.2_30974592_2	LOC101137029	NC_073237.2	30974592	30980249
328	2	LOC101137029	DN_NC_073247.2_166096407_3	LAGE3	NC_073247.2	166096407	166097594
329	2	INSL6	DN_NC_073237.2_59443508_2	INSL6	NC_073237.2	59443508	59468002
329	2	INSL6	DN_NC_073237.2_59443509_2	INSL6	NC_073237.2	59443509	59500058
329	2	INSL6	DN_NC_073237.2_59443509_3	INSL6	NC_073237.2	59443509	59466513
330	3	LOC109028376	DN_NC_073237.2_79911856_2	LOC109028376	NC_073237.2	79911856	79919357
330	3	LOC109028376	DN_NC_073237.2_79911899_2	LOC109028376	NC_073237.2	79911899	79919354
330	3	LOC109028376	DN_NC_073237.2_79911901_2	LOC109028376	NC_073237.2	79911901	79919390
330	3	LOC109028376	DN_NC_073237.2_79912635_2	LOC109028376	NC_073237.2	79912635	79918144
330	3	LOC109028376	DN_NC_073237.2_79912648_2	LOC109028376	NC_073237.2	79912648	79919387
330	3	LOC109028376	DN_NC_073239.2_75240589_2	NA	NC_073239.2	75240589	75244542
330	3	LOC109028376	DN_NC_073242.2_36567597_2	LOC129527656	NC_073242.2	36567597	36592273
331	2	KIF27	DN_NC_073237.2_80081336_11	KIF27	NC_073237.2	80081336	80124849
331	2	KIF27	DN_NC_073237.2_82042769_5	LOC115935769	NC_073237.2	82042769	82055465
332	2	DAPK1	DN_NC_073237.2_83892884_7	DAPK1	NC_073237.2	83892884	83918168
332	2	DAPK1	DN_NC_073237.2_84363825_25	LOC115935778	NC_073237.2	84363825	84459469
333	3	LOC101145975	DN_NC_073237.2_83935038_8	LOC101145975	NC_073237.2	83935038	83940813
333	3	LOC101145975	DN_NC_073237.2_84341528_8	LOC129523464	NC_073237.2	84341528	84346834
333	3	LOC101145975	DN_NC_073237.2_93365361_8	CTSV	NC_073237.2	93365361	93375393
334	2	LOC134756941	DN_NC_073237.2_84005209_4	LOC134756941	NC_073237.2	84005209	84078867
334	2	LOC134756941	DN_NC_073237.2_84204480_4	LOC101150998	NC_073237.2	84204480	84278114
335	2	CENPP	DN_NC_073237.2_89073528_3	CENPP	NC_073237.2	89073528	89078301
335	2	CENPP	DN_NC_073237.2_89075402_13	IPPK	NC_073237.2	89075402	89133172
336	2	LAMP1	DN_NC_073238.2_128177434_9	LAMP1	NC_073238.2	128177434	128204248
336	2	LAMP1	DN_NC_073238.2_128201955_8	GRTP1	NC_073238.2	128201955	128242070
337	2	TFDP1	DN_NC_073238.2_128463727_12	TFDP1	NC_073238.2	128463727	128522279
337	2	TFDP1	DN_NC_073247.2_47501169_3	LOC115932055	NC_073247.2	47501169	47526971
338	2	LOC134756951	DN_NC_073238.2_23273370_7	LOC134756951	NC_073238.2	23273370	23295646
338	2	LOC134756951	DN_NC_073238.2_24372581_9	LOC129526403	NC_073238.2	24372581	24402512
339	2	LOC101132438	DN_NC_073238.2_24957655_5	NA	NC_073238.2	24957655	25041643
339	2	LOC101132438	DN_NC_086018.1_27803010_2	LOC101132438	NC_086018.1	27803010	27806596
339	2	LOC101132438	DN_NC_086018.1_27803016_2	LOC101132438	NC_086018.1	27803016	27806596
340	2	LOC101137734	DN_NC_073238.2_30171533_2	LOC101137734	NC_073238.2	30171533	30202445
340	2	LOC101137734	DN_NC_073238.2_33197456_2	LOC134756955	NC_073238.2	33197456	33228323
341	2	LOC129526427	DN_NC_073238.2_30202631_2	LOC129526427	NC_073238.2	30202631	30208082
341	2	LOC129526427	DN_NC_073238.2_33511810_2	NA	NC_073238.2	33511810	33516615
342	2	LOC129527231	DN_NC_073238.2_32266743_7	LOC129527231	NC_073238.2	32266743	32352771
342	2	LOC129527231	DN_NC_073238.2_33425477_7	LOC129526138	NC_073238.2	33425477	33511623
343	2	LOC129526088	DN_NC_073238.2_32460857_5	LOC129526088	NC_073238.2	32460857	32490304
343	2	LOC129526088	DN_NC_073238.2_33291944_6	LOC129527203	NC_073238.2	33291944	33321309
344	2	LOC101137900	DN_NC_073238.2_32661686_2	LOC101137900	NC_073238.2	32661686	32677135
344	2	LOC101137900	DN_NC_073247.2_30604924_7	EIF1AX	NC_073247.2	30604924	30622993
345	2	MPHOSPH8	DN_NC_073238.2_33938258_14	MPHOSPH8	NC_073238.2	33938258	33977452
345	2	MPHOSPH8	DN_NC_073240.2_20710887_3	LOC115933429	NC_073240.2	20710887	20725690
346	2	PSPC1	DN_NC_073238.2_34005367_9	PSPC1	NC_073238.2	34005367	34085033
346	2	PSPC1	DN_NC_073240.2_22623333_4	LOC101137311	NC_073240.2	22623333	22670541
347	2	ZDHHC20	DN_NC_073238.2_35667659_13	ZDHHC20	NC_073238.2	35667659	35753455
347	2	ZDHHC20	DN_NC_073238.2_35667666_2	ZDHHC20	NC_073238.2	35667666	35670710
348	2	POLR1D	DN_NC_073238.2_41947368_3	POLR1D	NC_073238.2	41947368	41992987
348	2	POLR1D	DN_NC_073238.2_41947441_2	POLR1D	NC_073238.2	41947441	41949023
349	2	BRCA2	DN_NC_073238.2_46636595_11	BRCA2	NC_073238.2	46636595	46662415
349	2	BRCA2	DN_NC_073238.2_46658592_12	BRCA2	NC_073238.2	46658592	46700475
350	2	AKAP11	DN_NC_073238.2_56563024_7	AKAP11	NC_073238.2	56563024	56590000
350	2	AKAP11	DN_NC_073238.2_56586789_5	AKAP11	NC_073238.2	56586789	56610231
351	2	TSC22D1	DN_NC_073238.2_58705504_3	TSC22D1	NC_073238.2	58705504	58710598
351	2	TSC22D1	DN_NC_073238.2_58706831_2	TSC22D1	NC_073238.2	58706831	58708713
352	2	RCBTB2	DN_NC_073238.2_62894676_12	RCBTB2	NC_073238.2	62894676	62938986
352	2	RCBTB2	DN_NC_073238.2_62894676_2	RCBTB2	NC_073238.2	62894676	62898504
353	2	CAB39L	DN_NC_073238.2_63721987_9	CAB39L	NC_073238.2	63721987	63814906
353	2	CAB39L	DN_NC_073238.2_63721992_2	CAB39L	NC_073238.2	63721992	63734716
354	2	WDFY2	DN_NC_073238.2_66096138_12	WDFY2	NC_073238.2	66096138	66273974
354	2	WDFY2	DN_NC_073238.2_66096243_2	WDFY2	NC_073238.2	66096243	66099819
355	2	ALG11	DN_NC_073238.2_66525851_4	ALG11	NC_073238.2	66525851	66547725
355	2	ALG11	DN_NC_073238.2_66526261_2	ALG11	NC_073238.2	66526261	66547778
355	2	ALG11	DN_NC_073247.2_141634200_15	NA	NC_073247.2	141634200	141634200
356	2	LOC109024800	DN_NC_073238.2_66682517_7	LOC109024800	NC_073238.2	66682517	66709890
356	2	LOC109024800	DN_NC_073238.2_66830454_5	THSD1	NC_073238.2	66830454	66860080
357	4	LOC129531501	DN_NC_073238.2_8052138_7	LOC129531501	NC_073238.2	8052138	8059192
357	4	LOC129531501	DN_NC_073240.2_4575875_4	LOC129531205	NC_073240.2	4575875	4597574
357	4	LOC129531501	DN_NC_073241.2_195924_6	LOC129530593	NC_073241.2	195924	202955
357	4	LOC129531501	DN_NC_073244.2_11377962_21	SAFB2	NC_073244.2	11377962	11414002
358	2	OBI1	DN_NC_073238.2_93299021_2	OBI1	NC_073238.2	93299021	93308620
358	2	OBI1	DN_NC_073238.2_93303886_2	OBI1	NC_073238.2	93303886	93347766
358	2	OBI1	DN_NC_073238.2_93303887_3	OBI1	NC_073238.2	93303887	93328354
359	2	ZC3H14	DN_NC_073239.2_105498614_17	ZC3H14	NC_073239.2	105498614	105552021
359	2	ZC3H14	DN_NC_073239.2_105549018_9	EML5	NC_073239.2	105549018	105561956
360	2	TDP1	DN_NC_073239.2_106898080_16	TDP1	NC_073239.2	106898080	106987907
360	2	TDP1	DN_NC_073239.2_106898156_2	TDP1	NC_073239.2	106898156	106908220
361	2	NDUFB1	DN_NC_073239.2_109052370_3	NDUFB1	NC_073239.2	109052370	109058752
361	2	NDUFB1	DN_NC_073239.2_109057706_16	CPSF2	NC_073239.2	109057706	109100332
362	2	IFI27L1	DN_NC_073239.2_111016616_5	IFI27L1	NC_073239.2	111016616	111034352
362	2	IFI27L1	DN_NC_073239.2_111016768_2	IFI27L1	NC_073239.2	111016768	111021516
363	2	AKT1	DN_NC_073239.2_121772610_13	AKT1	NC_073239.2	121772610	121798624
363	2	AKT1	DN_NC_073244.2_51984253_14	AKT2	NC_073244.2	51984253	52038032
364	2	LOC129526706	DN_NC_073239.2_122577448_3	LOC129526706	NC_073239.2	122577448	122578954
364	2	LOC129526706	DN_NC_073239.2_122707562_3	LOC134757171	NC_073239.2	122707562	122709107
365	5	LOC115933240	DN_NC_073239.2_122615409_4	LOC115933240	NC_073239.2	122615409	122617135
365	5	LOC115933240	DN_NC_073239.2_122634080_4	LOC115933128	NC_073239.2	122634080	122635806
365	5	LOC115933240	DN_NC_073239.2_122741455_4	LOC115933127	NC_073239.2	122741455	122743192
365	5	LOC115933240	DN_NC_073239.2_122769394_7	LOC134757171	NC_073239.2	122769394	122771700
365	5	LOC115933240	DN_NC_073239.2_122796928_6	LOC115930550	NC_073239.2	122796928	122918238
366	2	LOC109023154	DN_NC_073239.2_123333518_3	LOC109023154	NC_073239.2	123333518	123378914
366	2	LOC109023154	DN_NC_073239.2_123333523_2	LOC109023154	NC_073239.2	123333523	123378413
366	2	LOC109023154	DN_NC_073239.2_123336059_3	LOC109023154	NC_073239.2	123336059	123378633
366	2	LOC109023154	DN_NC_073239.2_123449122_2	LOC101126025	NC_073239.2	123449122	123467181
366	2	LOC109023154	DN_NC_073239.2_123454428_3	LOC101126025	NC_073239.2	123454428	123466889
366	2	LOC109023154	DN_NC_073239.2_123454429_2	LOC101126025	NC_073239.2	123454429	123467186
367	2	SDR39U1	DN_NC_073239.2_32209364_6	SDR39U1	NC_073239.2	32209364	32212374
367	2	SDR39U1	DN_NC_073239.2_32210799_7	KHNYN	NC_073239.2	32210799	32221862
368	2	LTB4R2	DN_NC_073239.2_32339840_6	LTB4R2	NC_073239.2	32339840	32346059
368	2	LTB4R2	DN_NC_073239.2_32342111_10	NOP9	NC_073239.2	32342111	32351434
369	2	LOC101144919	DN_NC_073239.2_32630520_8	LOC101144919	NC_073239.2	32630520	32646141
369	2	LOC101144919	DN_NC_073239.2_32663808_8	LOC115930536	NC_073239.2	32663808	32681482
370	2	LOC109023168	DN_NC_073239.2_32645673_2	LOC109023168	NC_073239.2	32645673	32696707
370	2	LOC109023168	DN_NC_073239.2_32681049_2	LOC109023168	NC_073239.2	32681049	32696710
371	2	OXA1L	DN_NC_073239.2_33872730_10	OXA1L	NC_073239.2	33872730	33879393
371	2	OXA1L	DN_NC_073239.2_33878048_2	LOC109028604	NC_073239.2	33878048	33881105
372	3	SUPT16H	DN_NC_073239.2_35280580_26	SUPT16H	NC_073239.2	35280580	35314843
372	3	SUPT16H	DN_NC_073239.2_35280761_2	SUPT16H	NC_073239.2	35280761	35283269
372	3	SUPT16H	DN_NC_073239.2_35311777_12	RPGRIP1	NC_073239.2	35311777	35347977
373	2	LOC101124683	DN_NC_073239.2_35396913_9	LOC101124683	NC_073239.2	35396913	35468605
373	2	LOC101124683	DN_NC_073239.2_35520561_9	LOC115930071	NC_073239.2	35520561	35582290
374	2	RPL10L	DN_NC_073239.2_63601483_4	RPL10L	NC_073239.2	63601483	63781120
374	2	RPL10L	DN_NC_073247.2_166018918_6	RPL10	NC_073247.2	166018918	166021473
375	2	TRIM9	DN_NC_073239.2_67951775_7	TRIM9	NC_073239.2	67951775	68051715
375	2	TRIM9	DN_NC_073239.2_68020796_2	TRIM9	NC_073239.2	68020796	68051165
376	2	RTRAF	DN_NC_073239.2_68942364_8	RTRAF	NC_073239.2	68942364	68963575
376	2	RTRAF	DN_NC_073239.2_68957209_21	NA	NC_073239.2	68957209	68957209
377	2	LGALS3	DN_NC_073239.2_72077053_6	LGALS3	NC_073239.2	72077053	72097554
377	2	LGALS3	DN_NC_073239.2_72093949_19	DLGAP5	NC_073239.2	72093949	72140116
378	3	SLC38A6	DN_NC_073239.2_77917590_16	SLC38A6	NC_073239.2	77917590	77995031
378	3	SLC38A6	DN_NC_073242.2_7013229_2	LOC129527528	NC_073242.2	7013229	7035061
378	3	SLC38A6	DN_NC_073247.2_65342412_4	NA	NC_073247.2	65342412	65418159
379	4	ACOT4	DN_NC_073239.2_90428904_3	NA	NC_073239.2	90428904	90428904
379	4	ACOT4	DN_NC_073239.2_90450601_3	ACOT4	NC_073239.2	90450601	90455533
379	4	ACOT4	DN_NC_073239.2_90451908_2	ACOT4	NC_073239.2	90451908	90455534
379	4	ACOT4	DN_NC_073239.2_90471291_2	ACOT6	NC_073239.2	90471291	90491833
379	4	ACOT4	DN_NC_073239.2_90472276_3	ACOT6	NC_073239.2	90472276	90477128
380	4	LOC101143448	DN_NC_073240.2_20543122_2	NA	NC_073240.2	20543122	20547757
380	4	LOC101143448	DN_NC_073240.2_21986088_4	LOC101143448	NC_073240.2	21986088	22022227
380	4	LOC101143448	DN_NC_073240.2_22861517_2	NA	NC_073240.2	22861517	22864710
380	4	LOC101143448	DN_NC_073240.2_24224495_2	NA	NC_073240.2	24224495	24229391
381	2	LOC115932683	DN_NC_073240.2_21430216_23	LOC115932683	NC_073240.2	21430216	21470974
381	2	LOC115932683	DN_NC_073240.2_24008961_23	TUBGCP5	NC_073240.2	24008961	24049541
382	4	LOC101152972	DN_NC_073240.2_21546861_14	LOC101152972	NC_073240.2	21546861	21601783
382	4	LOC101152972	DN_NC_073240.2_23219746_14	LOC129527053	NC_073240.2	23219746	23277799
382	4	LOC101152972	DN_NC_073242.2_37435648_13	LOC115931074	NC_073242.2	37435648	37476279
382	4	LOC101152972	DN_NC_073244.2_44006563_15	RHPN2	NC_073244.2	44006563	44091191
383	4	LOC101152610	DN_NC_073240.2_21601841_7	LOC101152610	NC_073240.2	21601841	21610583
383	4	LOC101152610	DN_NC_073240.2_23210840_6	LOC101136352	NC_073240.2	23210840	23219738
383	4	LOC101152610	DN_NC_073242.2_37476471_6	LOC129527660	NC_073242.2	37476471	37485363
383	4	LOC101152610	DN_NC_086018.1_26719433_15	CHEK2	NC_086018.1	26719433	26774468
384	2	LOC129527054	DN_NC_073240.2_23337808_11	LOC129527054	NC_073240.2	23337808	23357170
384	2	LOC129527054	DN_NC_073240.2_29369420_15	HERC2	NC_073240.2	29369420	29393816
385	6	LOC109023386	DN_NC_073240.2_23447377_5	LOC109023386	NC_073240.2	23447377	23461673
385	6	LOC109023386	DN_NC_073240.2_23459848_11	LOC109023386	NC_073240.2	23459848	23492692
385	6	LOC109023386	DN_NC_073240.2_24764672_4	LOC134757229	NC_073240.2	24764672	24786557
385	6	LOC109023386	DN_NC_073240.2_24965661_3	LOC129527072	NC_073240.2	24965661	24969286
385	6	LOC109023386	DN_NC_073240.2_29509629_20	HERC2	NC_073240.2	29509629	29577246
385	6	LOC109023386	DN_NC_073240.2_31271054_17	LOC115930830	NC_073240.2	31271054	31315009
386	2	PARN	DN_NC_073240.2_23569255_3	NA	NC_073240.2	23569255	23575436
386	2	PARN	DN_NC_073242.2_32534238_24	PARN	NC_073242.2	32534238	32727508
387	2	LOC101145660	DN_NC_073240.2_23674889_10	LOC101145660	NC_073240.2	23674889	23695312
