gene_a	gene_b	dn_a	dn_b	cls	ep_impure	gstm2	mage	in_dna_loose	mean_matched_id	div_bin	colinear	chromA	startA	endA	chromB	startB	endB	same_chrom	cross_n	cross_best_idfm	cross_best_idfi	same_region	same_best_idfm	a_in_segdup	b_in_segdup	cn_status	cn_a	cn_b	cn_diff	segdup_keep_90	segdup_keep_95	segdup_keep_98
ZNF136	ZNF791	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18649721_4	truthbar	0	0	0	0	0.8202	0.80-0.90	2	NC_073244.2	18201516	18227494	NC_073244.2	18649721	18668270	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF136	ZNF799	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18426035_4	truthbar	0	0	0	0	0.8083	0.80-0.90	2	NC_073244.2	18201516	18227494	NC_073244.2	18426035	18440554	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF136	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18201516_4	truthbar	0	0	0	0	0.0	<0.70	0	NC_073244.2	17751584	17769650	NC_073244.2	18201516	18227494	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF426	DN_NC_073244.2_15569240_8	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.7619	0.70-0.80	1	NC_073244.2	15569240	15581196	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF14	ZNF433	DN_NC_073244.2_18047026_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.8413	0.80-0.90	1	NC_073244.2	18047026	18068037	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF440	DN_NC_073244.2_17846610_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.7599	0.70-0.80	2	NC_073244.2	17846610	17862312	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF441	DN_NC_073244.2_17797611_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.8095	0.80-0.90	1	NC_073244.2	17797611	17816753	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF443	DN_NC_073244.2_18470484_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.7798	0.70-0.80	2	NC_073244.2	18470484	18482381	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF563	DN_NC_073244.2_18356684_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.7552	0.70-0.80	2	NC_073244.2	18356684	18372776	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF564	DN_NC_073244.2_18564507_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.8246	0.80-0.90	2	NC_073244.2	18564507	18590011	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF57	DN_NC_073244.2_26156853_4	DN_NC_073244.2_8680135_4	truthbar	0	0	0	0	0.8254	0.80-0.90	1	NC_073244.2	26156853	26181834	NC_073244.2	8680135	8700945	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF14	ZNF627	DN_NC_073244.2_17635782_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.779	0.70-0.80	2	NC_073244.2	17635782	17659468	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.7548	0.70-0.80	2	NC_073224.2	8329397	8333767	NC_073244.2	26156853	26181834	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF77	DN_NC_073244.2_26156853_4	DN_NC_073244.2_8711681_4	truthbar	0	0	0	0	0.7698	0.70-0.80	1	NC_073244.2	26156853	26181834	NC_073244.2	8711681	8723314	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF14	ZNF791	DN_NC_073244.2_18649721_4	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.7798	0.70-0.80	2	NC_073244.2	18649721	18668270	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF14	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_26156853_4	truthbar	0	0	0	0	0.0	<0.70	0	NC_073244.2	17751584	17769650	NC_073244.2	26156853	26181834	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF140	ZNF33B	DN_NC_073232.2_72820474_5	DN_NC_073234.2_148580749_5	truthbar	0	0	0	0	0.7222	0.70-0.80	1	NC_073232.2	72820474	72872997	NC_073234.2	148580749	148610662	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF140	ZNF527	DN_NC_073234.2_148580749_5	DN_NC_073244.2_48620420_5	truthbar	0	0	0	0	0.7428	0.70-0.80	2	NC_073234.2	148580749	148610662	NC_073244.2	48620420	48640608	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF140	ZNF568	DN_NC_073234.2_148580749_5	DN_NC_073244.2_48093173_7	truthbar	0	0	0	0	0.7222	0.70-0.80	1	NC_073234.2	148580749	148610662	NC_073244.2	48093173	48130041	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF140	ZNF717	DN_NC_073234.2_148580749_5	DN_NC_086017.1_85766278_5	truthbar	0	0	0	0	0.0	<0.70	0	NC_073234.2	148580749	148610662	NC_086017.1	85766278	85822624	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF140	ZNF883	DN_NC_073234.2_148580749_5	DN_NC_073237.2_109230975_4	truthbar	0	0	0	0	0.0	<0.70	0	NC_073234.2	148580749	148610662	NC_073237.2	109230975	109247367	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF141	ZNF254	DN_NC_073227.2_8907801_4	DN_NC_073244.2_30438340_4	truthbar	0	0	0	0	0.8259	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073244.2	30438340	30483558	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF273	DN_NC_073227.2_8907801_4	DN_NC_073230.2_74299233_4	truthbar	0	0	0	0	0.8562	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073230.2	74299233	74334240	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF415	DN_NC_073227.2_8907801_4	DN_NC_073244.2_65046428_2	truthbar	0	0	0	0	0.8667	0.80-0.90	1	NC_073227.2	8907801	8946871	NC_073244.2	65046428	65071135	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF429	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27956158_2	truthbar	0	0	0	0	0.0	<0.70	0	NC_073227.2	8907801	8946871	NC_073244.2	27956158	27994790	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF43	DN_NC_073227.2_8907801_4	DN_NC_073244.2_28333451_4	truthbar	0	0	0	0	0.7721	0.70-0.80	3	NC_073227.2	8907801	8946871	NC_073244.2	28333451	28380753	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF430	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27504818_5	truthbar	0	0	0	0	0.8154	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073244.2	27504818	27543672	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF486	DN_NC_073227.2_8907801_4	DN_NC_073244.2_26666712_5	truthbar	0	0	0	0	0.785	0.70-0.80	2	NC_073227.2	8907801	8946871	NC_073244.2	26666712	26701477	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF506	DN_NC_073227.2_8907801_4	DN_NC_073244.2_26240039_2	truthbar	0	0	0	0	0.0	<0.70	0	NC_073227.2	8907801	8946871	NC_073244.2	26240039	26271037	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF578	DN_NC_073227.2_8907801_4	DN_NC_073244.2_64426370_6	truthbar	0	0	0	0	0.7937	0.70-0.80	1	NC_073227.2	8907801	8946871	NC_073244.2	64426370	64489899	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073227.2_8907801_4	truthbar	0	0	0	0	0.7594	0.70-0.80	2	NC_073227.2	8633418	8669342	NC_073227.2	8907801	8946871	1	2	0.841	0.7699	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF626	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27131194_2	truthbar	0	0	0	0	0.0	<0.70	0	NC_073227.2	8907801	8946871	NC_073244.2	27131194	27169982	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF675	DN_NC_073227.2_8907801_4	DN_NC_073244.2_29970261_4	truthbar	0	0	0	0	0.8193	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073244.2	29970261	30005993	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073227.2_8907801_4	truthbar	0	0	0	0	0.881	0.80-0.90	1	NC_073224.2	40627195	40691824	NC_073227.2	8907801	8946871	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF680	DN_NC_073227.2_8907801_4	DN_NC_073230.2_73977205_4	truthbar	0	0	0	0	0.8167	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073230.2	73977205	74023352	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF681	DN_NC_073227.2_8907801_4	DN_NC_073244.2_30067652_4	truthbar	0	0	0	0	0.8009	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073244.2	30067652	30086648	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF682	DN_NC_073227.2_8907801_4	DN_NC_073244.2_26470366_4	truthbar	0	0	0	0	0.8074	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073244.2	26470366	26506414	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073227.2_8907801_4	truthbar	0	0	0	0	0.813	0.80-0.90	2	NC_073224.2	8422960	8449592	NC_073227.2	8907801	8946871	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF141	ZNF723	DN_NC_073227.2_8907801_4	DN_NC_073244.2_29232445_4	truthbar	0	0	0	0	0.8285	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073244.2	29232445	29259316	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF727	DN_NC_073227.2_8907801_4	DN_NC_073230.2_73508332_4	truthbar	0	0	0	0	0.8312	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073230.2	73508332	73545785	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF736	DN_NC_073227.2_8907801_4	DN_NC_073230.2_73776646_4	truthbar	0	0	0	0	0.8259	0.80-0.90	2	NC_073227.2	8907801	8946871	NC_073230.2	73776646	73817568	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF83	DN_NC_073227.2_8907801_4	DN_NC_073244.2_64585864_4	truthbar	0	0	0	0	0.8333	0.80-0.90	1	NC_073227.2	8907801	8946871	NC_073244.2	64585864	64610103	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF141	ZNF92	DN_NC_073227.2_8907801_4	DN_NC_073230.2_74637722_4	truthbar	0	0	0	0	0.7926	0.70-0.80	3	NC_073227.2	8907801	8946871	NC_073230.2	74637722	74665115	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF154	ZNF256	DN_NC_073244.2_69799604_5	DN_NC_073244.2_70043245_2	truthbar	0	0	0	0	0.7084	0.70-0.80	1	NC_073244.2	69799604	69811516	NC_073244.2	70043245	70050350	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF154	ZNF416	DN_NC_073244.2_69672458_4	DN_NC_073244.2_69799604_5	truthbar	0	0	0	0	0.8175	0.80-0.90	1	NC_073244.2	69672458	69680614	NC_073244.2	69799604	69811516	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF154	ZNF418	DN_NC_073244.2_69799604_5	DN_NC_073244.2_70024584_5	truthbar	0	0	0	0	0.8175	0.80-0.90	1	NC_073244.2	69799604	69811516	NC_073244.2	70024584	70038043	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF154	ZNF548	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69799604_5	truthbar	0	0	0	0	0.8175	0.80-0.90	1	NC_073244.2	69492904	69506555	NC_073244.2	69799604	69811516	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF154	ZNF549	DN_NC_073244.2_69628878_4	DN_NC_073244.2_69799604_5	truthbar	0	0	0	0	0.7937	0.70-0.80	1	NC_073244.2	69628878	69642517	NC_073244.2	69799604	69811516	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF154	ZNF552	DN_NC_073244.2_69799604_5	DN_NC_073244.2_69910623_3	truthbar	0	0	0	0	0.8095	0.80-0.90	1	NC_073244.2	69799604	69811516	NC_073244.2	69910623	69918493	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF154	ZNF671	DN_NC_073244.2_69799604_5	DN_NC_073244.2_69821764_4	truthbar	0	0	0	0	0.7857	0.70-0.80	1	NC_073244.2	69799604	69811516	NC_073244.2	69821764	69829598	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF154	ZNF776	DN_NC_073244.2_69799604_5	DN_NC_073244.2_69848672_3	truthbar	0	0	0	0	0.8413	0.80-0.90	1	NC_073244.2	69799604	69811516	NC_073244.2	69848672	69861770	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF154	ZNF792	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69799604_5	truthbar	0	0	0	0	0.7857	0.70-0.80	1	NC_073244.2	46013405	46022430	NC_073244.2	69799604	69811516	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF155	ZNF221	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55497464_5	truthbar	0	0	0	0	0.8927	0.80-0.90	3	NC_073244.2	55464824	55481875	NC_073244.2	55497464	55513128	1	1	0.84	0.8312	0	0.0	1	1	NA_both				0	0	0
ZNF155	ZNF222	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55538420_4	truthbar	0	0	0	0	0.9392	0.90-0.95	2	NC_073244.2	55497464	55513128	NC_073244.2	55538420	55546206	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF155	ZNF224	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55607411_6	truthbar	0	0	0	0	0.8693	0.80-0.90	3	NC_073244.2	55497464	55513128	NC_073244.2	55607411	55623033	1	1	0.8373	0.8362	0	0.0	1	1	NA_both				0	0	0
ZNF155	ZNF225	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55626504_5	truthbar	0	0	0	0	0.8869	0.80-0.90	3	NC_073244.2	55497464	55513128	NC_073244.2	55626504	55648307	1	1	0.8291	0.8291	0	0.0	1	1	NA_both				0	0	0
ZNF155	ZNF230	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55516115_5	truthbar	0	0	0	0	0.8752	0.80-0.90	3	NC_073244.2	55497464	55513128	NC_073244.2	55516115	55527059	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF155	ZNF234	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55654796_6	truthbar	0	0	0	0	0.8354	0.80-0.90	3	NC_073244.2	55497464	55513128	NC_073244.2	55654796	55674016	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF155	ZNF235	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55797441_5	truthbar	0	0	0	0	0.9365	0.90-0.95	1	NC_073244.2	55497464	55513128	NC_073244.2	55797441	55816959	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF155	ZNF284	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55585242_5	truthbar	0	0	0	0	0.8829	0.80-0.90	3	NC_073244.2	55497464	55513128	NC_073244.2	55585242	55602660	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF155	ZNF45	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55497464_5	truthbar	0	0	0	0	0.9048	0.90-0.95	1	NC_073244.2	55426973	55451270	NC_073244.2	55497464	55513128	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF182	DN_NC_073247.2_57761829_5	DN_NC_073247.2_58372296_6	truthbar	0	0	0	0	0.7857	0.70-0.80	1	NC_073247.2	57761829	57810130	NC_073247.2	58372296	58403379	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF157	ZNF260	DN_NC_073244.2_47706466_2	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.0	<0.70	0	NC_073244.2	47706466	47723915	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF300	DN_NC_073228.2_154747841_5	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.8254	0.80-0.90	1	NC_073228.2	154747841	154758458	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF33B	DN_NC_073232.2_72820474_5	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7778	0.70-0.80	1	NC_073232.2	72820474	72872997	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF382	DN_NC_073244.2_47798559_5	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7857	0.70-0.80	1	NC_073244.2	47798559	47823442	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF157	ZNF527	DN_NC_073244.2_48620420_5	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.0	<0.70	0	NC_073244.2	48620420	48640608	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF157	ZNF567	DN_NC_073244.2_47878793_6	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7381	0.70-0.80	1	NC_073244.2	47878793	47912831	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF157	ZNF568	DN_NC_073244.2_48093173_7	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7381	0.70-0.80	1	NC_073244.2	48093173	48130041	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF577	DN_NC_073244.2_63840101_6	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7619	0.70-0.80	1	NC_073244.2	63840101	63856850	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF157	ZNF585A	DN_NC_073244.2_48319142_5	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7778	0.70-0.80	1	NC_073244.2	48319142	48341721	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF585B	DN_NC_073244.2_48352926_4	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7778	0.70-0.80	1	NC_073244.2	48352926	48377365	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF605	DN_NC_073234.2_148420424_5	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7417	0.70-0.80	1	NC_073234.2	148420424	148455399	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF157	ZNF613	DN_NC_073244.2_63895938_6	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7381	0.70-0.80	1	NC_073244.2	63895938	63916884	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF157	ZNF614	DN_NC_073244.2_63983979_5	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7302	0.70-0.80	1	NC_073244.2	63983979	64000788	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7381	0.70-0.80	1	NC_073228.2	83513581	83546755	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF157	ZNF674	DN_NC_073247.2_56899135_7	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.746	0.70-0.80	1	NC_073247.2	56899135	56946878	NC_073247.2	57761829	57810130	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF717	DN_NC_073247.2_57761829_5	DN_NC_086017.1_85766278_5	truthbar	0	0	0	0	0.7396	0.70-0.80	2	NC_073247.2	57761829	57810130	NC_086017.1	85766278	85822624	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF157	ZNF782	DN_NC_073237.2_93275727_4	DN_NC_073247.2_57761829_5	truthbar	0	0	0	0	0.7857	0.70-0.80	1	NC_073237.2	93275727	93315425	NC_073247.2	57761829	57810130	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF16	ZNF34	DN_NC_073231.2_150618111_5	DN_NC_073231.2_150777699_3	truthbar	0	0	0	0	0.0	<0.70	0	NC_073231.2	150618111	150633757	NC_073231.2	150777699	150800506	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF16	ZNF544	DN_NC_073231.2_150777699_3	DN_NC_073244.2_70323040_7	truthbar	0	0	0	0	0.0	<0.70	0	NC_073231.2	150777699	150800506	NC_073244.2	70323040	70357632	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF165	ZNF197	DN_NC_073229.2_45706582_4	DN_NC_086017.1_54527845_6	truthbar	0	0	0	0	0.0	<0.70	0	NC_073229.2	45706582	45715648	NC_086017.1	54527845	54547654	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF169	ZNF337	DN_NC_073237.2_90719098_5	DN_NC_073245.2_35678363_2	truthbar	0	0	0	0	0.0	<0.70	0	NC_073237.2	90719098	90762027	NC_073245.2	35678363	35700989	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF169	ZNF343	DN_NC_073237.2_90719098_5	DN_NC_073245.2_12403861_6	truthbar	0	0	0	0	0.7143	0.70-0.80	1	NC_073237.2	90719098	90762027	NC_073245.2	12403861	12430667	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF169	ZNF875	DN_NC_073237.2_90719098_5	DN_NC_073244.2_48583045_5	truthbar	0	0	0	0	0.7938	0.70-0.80	3	NC_073237.2	90719098	90762027	NC_073244.2	48583045	48613371	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ZNF175	ZNF182	DN_NC_073244.2_63542066_5	DN_NC_073247.2_58372296_6	truthbar	0	0	0	0	0.7381	0.70-0.80	1	NC_073244.2	63542066	63560516	NC_073247.2	58372296	58403379	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
ZNF175	ZNF26	DN_NC_073234.2_148486259_4	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.0	<0.70	0	NC_073234.2	148486259	148514309	NC_073244.2	63542066	63560516	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
ZNF175	ZNF268	DN_NC_073234.2_148682020_7	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.7302	0.70-0.80	1	NC_073234.2	148682020	148706599	NC_073244.2	63542066	63560516	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF175	ZNF300	DN_NC_073228.2_154747841_5	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.7778	0.70-0.80	1	NC_073228.2	154747841	154758458	NC_073244.2	63542066	63560516	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF175	ZNF334	DN_NC_073244.2_63542066_5	DN_NC_073245.2_58728682_5	truthbar	0	0	0	0	0.7937	0.70-0.80	1	NC_073244.2	63542066	63560516	NC_073245.2	58728682	58742592	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
ZNF175	ZNF354A	DN_NC_073228.2_182334642_5	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.746	0.70-0.80	1	NC_073228.2	182334642	182353538	NC_073244.2	63542066	63560516	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF175	ZNF41	DN_NC_073244.2_63542066_5	DN_NC_073247.2_57840463_5	truthbar	0	0	0	0	0.881	0.80-0.90	1	NC_073244.2	63542066	63560516	NC_073247.2	57840463	57881821	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF175	ZNF484	DN_NC_073237.2_89310571_5	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.7778	0.70-0.80	1	NC_073237.2	89310571	89347239	NC_073244.2	63542066	63560516	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF175	ZNF568	DN_NC_073244.2_48093173_7	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.754	0.70-0.80	1	NC_073244.2	48093173	48130041	NC_073244.2	63542066	63560516	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF175	ZNF585B	DN_NC_073244.2_48352926_4	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.8016	0.80-0.90	1	NC_073244.2	48352926	48377365	NC_073244.2	63542066	63560516	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
ZNF175	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.0	<0.70	0	NC_073228.2	83513581	83546755	NC_073244.2	63542066	63560516	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
ZNF175	ZNF674	DN_NC_073244.2_63542066_5	DN_NC_073247.2_56899135_7	truthbar	0	0	0	0	0.7778	0.70-0.80	1	NC_073244.2	63542066	63560516	NC_073247.2	56899135	56946878	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF175	ZNF81	DN_NC_073244.2_63542066_5	DN_NC_073247.2_58228088_5	truthbar	0	0	0	0	0.8571	0.80-0.90	1	NC_073244.2	63542066	63560516	NC_073247.2	58228088	58319449	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ZNF175	ZNF84	DN_NC_073234.2_148537990_5	DN_NC_073244.2_63542066_5	truthbar	0	0	0	0	0.7143	0.70-0.80	1	NC_073234.2	148537990	148563757	NC_073244.2	63542066	63560516	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
