gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	bridge_mask	deg_max	deg_mean	mm_median_max	mm_max_max	km_median_max	km_p90_max	km_frac_ge_100_max	aln_len	aln_frac	arbitration
ZNF229	ZNF284	truthbar	1														0
ZNF229	ZNF285	truthbar	1	0.1619	DN_NC_073244.2_55899006_4	DN_NC_073244.2_55940471_6	0.1795	13	10.5000	3.0000	52.0000						0
ZNF229	ZNF45	truthbar	1														0
ZNF23	ZNF557	truthbar	1														0
ZNF23	ZNF558	truthbar	1														0
ZNF23	ZNF619	truthbar	1	0.2875	DN_NC_073242.2_100900995_5	DN_NC_086017.1_50382141_5	0.2532	77	49.0000	1.0000	51.0000						0
ZNF23	ZNF620	truthbar	1														0
ZNF230	ZNF233	truthbar	1														0
ZNF230	ZNF234	truthbar	1	0.2336	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55654796_6	0.2861	37	24.0000	4.0000	51.0000						0
ZNF230	ZNF235	truthbar	1	0.1335	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55797441_5	0.1521	36	23.5000	4.0000	52.0000						0
ZNF230	ZNF239	truthbar	1														0
ZNF230	ZNF284	truthbar	1	0.1386	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55585242_5	0.3981	20	15.5000	4.0000	51.0000						0
ZNF230	ZNF285	truthbar	1														0
ZNF230	ZNF45	truthbar	1	0.1355	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55516115_5	0.2262	37	24.0000	4.0000	51.0000						0
ZNF232	ZNF274	truthbar	1	0.1453	DN_NC_073243.2_20232546_4	DN_NC_073244.2_70277256_8	0.1260	14	7.5000	1.0000	49.0000						0
ZNF232	ZNF397	truthbar	1	0.1690	DN_NC_073241.2_64468689_4	DN_NC_073243.2_20232546_4	0.2853	28	21.0000	1.0000	7.0000						0
ZNF232	ZNF436	genuine	0														0
ZNF232	ZNF502	genuine	0	0.1486	DN_NC_073243.2_20232546_4	DN_NC_086017.1_54612772_3	0.1708	82	48.0000	1.0000	7.0000				0.0000	0.0000	1
ZNF232	ZSCAN12	truthbar	1	0.1808	DN_NC_073229.2_46022147_4	DN_NC_073243.2_20232546_4	0.1260	14	12.5000	1.0000	51.0000						0
ZNF232	ZSCAN16	truthbar	1														0
ZNF232	ZSCAN22	truthbar	1														0
ZNF232	ZSCAN9	truthbar	1														0
ZNF233	ZNF234	truthbar	1	0.2059	DN_NC_073244.2_55654796_6	DN_NC_073244.2_55771764_5	0.2861	37	31.0000	6.0000	52.0000						0
ZNF233	ZNF235	truthbar	1	0.1913	DN_NC_073244.2_55771764_5	DN_NC_073244.2_55797441_5	0.1166	36	30.5000	6.0000	52.0000						0
ZNF233	ZNF239	truthbar	1														0
ZNF233	ZNF284	truthbar	1														0
ZNF233	ZNF285	truthbar	1	0.1431	DN_NC_073244.2_55771764_5	DN_NC_073244.2_55899006_4	0.1166	25	16.5000	6.0000	52.0000						0
ZNF233	ZNF45	truthbar	1	0.1477	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55771764_5	0.2262	37	31.0000	6.0000	52.0000						0
ZNF234	ZNF235	truthbar	1	0.1667	DN_NC_073244.2_55654796_6	DN_NC_073244.2_55797441_5	0.2861	37	36.5000	3.0000	52.0000						0
ZNF234	ZNF239	genuine	0														0
ZNF234	ZNF284	truthbar	1	0.1625	DN_NC_073244.2_55585242_5	DN_NC_073244.2_55654796_6	0.3981	37	28.5000	3.0000	51.0000						0
ZNF234	ZNF285	truthbar	1														0
ZNF234	ZNF45	truthbar	1	0.2385	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55654796_6	0.2861	37	37.0000	3.0000	51.0000						0
ZNF235	ZNF239	truthbar	1	0.1692	DN_NC_073232.2_71881634_2	DN_NC_073244.2_55797441_5	0.1122	36	22.0000	1.0000	52.0000						0
ZNF235	ZNF284	truthbar	1	0.2474	DN_NC_073244.2_55585242_5	DN_NC_073244.2_55797441_5	0.3981	36	28.0000	3.0000	52.0000						0
ZNF235	ZNF285	truthbar	1														0
ZNF235	ZNF45	truthbar	1	0.3294	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55797441_5	0.2262	37	36.5000	1.0000	52.0000						0
ZNF239	ZNF284	genuine	0														0
ZNF239	ZNF285	truthbar	1														0
ZNF239	ZNF45	genuine	0														0
ZNF248	ZNF333	truthbar	1														0
ZNF248	ZNF391	genuine	0														0
ZNF248	ZNF485	truthbar	1														0
ZNF248	ZNF514	truthbar	1														0
ZNF248	ZNF554	truthbar	1														0
ZNF248	ZNF621	genuine	0														0
ZNF248	ZNF879	truthbar	1														0
ZNF25	ZNF26	truthbar	1														0
ZNF25	ZNF260	truthbar	1														0
ZNF25	ZNF268	truthbar	1														0
ZNF25	ZNF287	truthbar	1														0
ZNF25	ZNF300	truthbar	1														0
ZNF25	ZNF302	truthbar	1														0
ZNF25	ZNF334	truthbar	1														0
ZNF25	ZNF33B	truthbar	1	0.1760	DN_NC_073232.2_72820474_5	DN_NC_073232.2_81134357_6	0.2521	48	28.0000	2.0000	52.0000						0
ZNF25	ZNF354A	truthbar	1														0
ZNF25	ZNF354B	truthbar	1														0
ZNF25	ZNF382	truthbar	1														0
ZNF25	ZNF41	truthbar	1														0
ZNF25	ZNF432	truthbar	1														0
ZNF25	ZNF484	genuine	0														0
ZNF25	ZNF487	genuine	0														0
ZNF25	ZNF501	truthbar	1														0
ZNF25	ZNF510	truthbar	1	0.1924	DN_NC_073232.2_81134357_6	DN_NC_073237.2_93211680_6	0.1912	10	9.0000	1.0000	51.0000						0
ZNF25	ZNF527	truthbar	1														0
ZNF25	ZNF565	truthbar	1														0
ZNF25	ZNF567	truthbar	1														0
ZNF25	ZNF568	truthbar	1	0.1794	DN_NC_073232.2_81134357_6	DN_NC_073244.2_48093173_7	0.3190	103	55.5000	1.0000	51.0000						0
ZNF25	ZNF569	truthbar	1														0
ZNF25	ZNF577	truthbar	1														0
ZNF25	ZNF585A	truthbar	1														0
ZNF25	ZNF585B	truthbar	1														0
ZNF25	ZNF605	truthbar	1														0
ZNF25	ZNF606	genuine	0														0
ZNF25	ZNF613	truthbar	1														0
ZNF25	ZNF614	truthbar	1														0
ZNF25	ZNF615	truthbar	1														0
ZNF25	ZNF624	truthbar	1														0
ZNF25	ZNF649	truthbar	1														0
ZNF25	ZNF674	truthbar	1														0
ZNF25	ZNF717	truthbar	1	0.1588	DN_NC_073232.2_81134357_6	DN_NC_086017.1_85766278_5	0.1912	65	36.5000	4.0000	51.0000						0
ZNF25	ZNF782	truthbar	1														0
ZNF25	ZNF81	truthbar	1														0
ZNF25	ZNF84	truthbar	1														0
ZNF25	ZNF883	truthbar	1														0
ZNF250	ZNF251	truthbar	1	0.1621	DN_NC_073231.2_150568091_5	DN_NC_073231.2_150726059_5	0.2356	57	34.0000	1.0000	52.0000						0
ZNF250	ZNF3	truthbar	1	0.1608	DN_NC_073230.2_88683937_6	DN_NC_073231.2_150726059_5	0.2356	46	28.5000	1.0000	53.0000						0
ZNF250	ZNF34	truthbar	1	0.2098	DN_NC_073231.2_150618111_5	DN_NC_073231.2_150726059_5	0.2696	35	23.0000	1.0000	52.0000						0
ZNF250	ZNF544	truthbar	1														0
ZNF250	ZNF623	truthbar	1														0
ZNF250	ZNF70	truthbar	1														0
ZNF250	ZNF79	truthbar	1														0
ZNF250	ZNF892	truthbar	1														0
ZNF251	ZNF3	truthbar	1	0.2210	DN_NC_073230.2_88683937_6	DN_NC_073231.2_150568091_5	0.1298	57	51.5000	1.0000	53.0000						0
ZNF251	ZNF34	truthbar	1	0.2945	DN_NC_073231.2_150568091_5	DN_NC_073231.2_150618111_5	0.2696	57	46.0000	1.0000	52.0000						0
ZNF251	ZNF544	truthbar	1	0.1520	DN_NC_073231.2_150568091_5	DN_NC_073244.2_70323040_7	0.1872	57	42.5000	1.0000	52.0000						0
ZNF251	ZNF623	truthbar	1	0.2901	DN_NC_073231.2_149487156_2	DN_NC_073231.2_150568091_5	0.1457	57	32.0000	1.0000	52.0000						0
ZNF251	ZNF70	truthbar	1	0.1762	DN_NC_073231.2_150568091_5	DN_NC_086018.1_21231592_2	0.1324	57	32.0000	1.0000	52.0000						0
ZNF251	ZNF79	truthbar	1														0
ZNF251	ZNF892	truthbar	1														0
ZNF254	ZNF267	truthbar	1	0.1938	DN_NC_073242.2_37386128_4	DN_NC_073244.2_30438340_4	0.3798	79	76.0000	51.0000	52.0000						0
ZNF254	ZNF273	truthbar	1	0.4696	DN_NC_073230.2_74299233_4	DN_NC_073244.2_30438340_4	0.3847	78	75.5000	51.0000	52.0000						0
ZNF254	ZNF28	genuine	0	0.3206	DN_NC_073244.2_30438386_2	DN_NC_073244.2_64759228_5	0.3964	75	71.0000	51.0000	52.0000				0.0000	0.0000	1
ZNF254	ZNF347	truthbar	1														0
ZNF254	ZNF415	truthbar	1														0
ZNF254	ZNF429	truthbar	1	0.7925	DN_NC_073244.2_27956158_2	DN_NC_073244.2_30438386_2	0.5265	84	75.5000	51.0000	52.0000						0
ZNF254	ZNF43	truthbar	1	0.4530	DN_NC_073244.2_28333451_4	DN_NC_073244.2_30438386_2	0.4625	67	66.5000	51.0000	52.0000						0
ZNF254	ZNF430	truthbar	1	0.3937	DN_NC_073244.2_27504818_5	DN_NC_073244.2_30438340_4	0.4270	73	70.0000	51.0000	52.0000						0
ZNF254	ZNF468	truthbar	1														0
ZNF254	ZNF480	truthbar	1	0.1313	DN_NC_073244.2_30438340_4	DN_NC_073244.2_64265252_5	0.5307	73	59.5000	51.0000	53.0000						0
ZNF254	ZNF486	truthbar	1	0.2943	DN_NC_073244.2_26666712_5	DN_NC_073244.2_30438386_2	0.4566	67	65.0000	51.0000	52.0000						0
ZNF254	ZNF506	truthbar	1	0.2503	DN_NC_073244.2_26240039_2	DN_NC_073244.2_30438340_4	0.4246	73	67.0000	51.0000	52.0000						0
ZNF254	ZNF519	truthbar	1	0.3277	DN_NC_073241.2_36126183_3	DN_NC_073244.2_30438340_4	0.3798	85	79.0000	51.0000	52.0000						0
ZNF254	ZNF528	truthbar	1	0.1433	DN_NC_073244.2_30438340_4	DN_NC_073244.2_64368633_7	0.3798	73	61.0000	51.0000	53.0000						0
ZNF254	ZNF578	truthbar	1	0.1626	DN_NC_073244.2_30438340_4	DN_NC_073244.2_64426370_6	0.4463	73	56.5000	51.0000	53.0000						0
ZNF254	ZNF595	truthbar	1	0.4315	DN_NC_073227.2_8633418_2	DN_NC_073244.2_30438340_4	0.5689	73	71.0000	51.0000	52.0000						0
ZNF254	ZNF600	truthbar	1	0.2026	DN_NC_073244.2_30438386_2	DN_NC_073244.2_64724127_4	0.3964	67	66.5000	51.0000	52.0000						0
ZNF254	ZNF611	truthbar	1	0.2475	DN_NC_073244.2_30438386_2	DN_NC_073244.2_64672255_4	0.3964	67	57.5000	51.0000	53.0000						0
ZNF254	ZNF616	truthbar	1														0
ZNF254	ZNF626	truthbar	1	0.4025	DN_NC_073244.2_27131194_2	DN_NC_073244.2_30438386_2	0.4557	67	63.5000	51.0000	52.0000						0
ZNF254	ZNF655	truthbar	1														0
ZNF254	ZNF675	truthbar	1	0.5300	DN_NC_073244.2_29970261_4	DN_NC_073244.2_30438386_2	0.3964	90	78.5000	51.0000	52.0000						0
ZNF254	ZNF678	truthbar	1	0.3313	DN_NC_073224.2_40627195_4	DN_NC_073244.2_30438386_2	0.3964	78	72.5000	51.0000	52.0000						0
ZNF254	ZNF680	truthbar	1	0.3290	DN_NC_073230.2_73977205_4	DN_NC_073244.2_30438386_2	0.3964	67	65.0000	51.0000	52.0000						0
ZNF254	ZNF681	truthbar	1	0.3734	DN_NC_073244.2_30067652_4	DN_NC_073244.2_30438340_4	0.4267	73	71.5000	51.0000	52.0000						0
ZNF254	ZNF682	truthbar	1	0.3243	DN_NC_073244.2_26470366_4	DN_NC_073244.2_30438386_2	0.3964	77	72.0000	51.0000	52.0000						0
ZNF254	ZNF695	truthbar	1	0.3126	DN_NC_073224.2_8422960_4	DN_NC_073244.2_30438386_2	0.3964	70	68.5000	51.0000	52.0000						0
ZNF254	ZNF701	truthbar	1														0
ZNF254	ZNF721	truthbar	1	0.3594	DN_NC_073227.2_9009888_2	DN_NC_073244.2_30438340_4	0.3798	73	69.5000	51.0000	52.0000						0
ZNF254	ZNF723	truthbar	1	0.3718	DN_NC_073244.2_29232445_4	DN_NC_073244.2_30438340_4	0.5099	73	70.5000	51.0000	52.0000						0
ZNF254	ZNF727	truthbar	1	0.2234	DN_NC_073230.2_73508332_4	DN_NC_073244.2_30438386_2	0.3964	67	62.0000	51.0000	52.0000						0
ZNF254	ZNF736	truthbar	1	0.2355	DN_NC_073230.2_73776646_4	DN_NC_073244.2_30438386_2	0.3964	67	58.5000	51.0000	52.0000						0
ZNF254	ZNF761	truthbar	1	0.3324	DN_NC_073244.2_30438386_2	DN_NC_073244.2_65362909_5	0.3964	67	60.5000	51.0000	52.0000						0
ZNF254	ZNF766	truthbar	1														0
ZNF254	ZNF8	truthbar	1														0
ZNF254	ZNF808	truthbar	1														0
ZNF254	ZNF813	truthbar	1	0.3101	DN_NC_073244.2_30438340_4	DN_NC_073244.2_65398487_4	0.3798	73	72.0000	51.0000	52.0000						0
ZNF254	ZNF83	truthbar	1														0
ZNF254	ZNF836	truthbar	1														0
ZNF254	ZNF841	truthbar	1														0
ZNF254	ZNF888	truthbar	1														0
ZNF254	ZNF91	truthbar	1	0.4771	DN_NC_073244.2_29680825_4	DN_NC_073244.2_30438340_4	0.4948	84	78.5000	51.0000	53.0000						0
ZNF254	ZNF92	truthbar	1	0.3409	DN_NC_073230.2_74637722_4	DN_NC_073244.2_30438386_2	0.3964	67	67.0000	51.0000	52.0000						0
ZNF256	ZNF304	truthbar	1	0.2087	DN_NC_073244.2_69454318_2	DN_NC_073244.2_70043245_2	0.1315	46	36.0000	2.0000	52.0000						0
ZNF256	ZNF416	truthbar	1	0.3223	DN_NC_073244.2_69672458_4	DN_NC_073244.2_70043245_2	0.1315	46	38.5000	2.0000	52.0000						0
ZNF256	ZNF418	truthbar	1	0.2071	DN_NC_073244.2_70024584_5	DN_NC_073244.2_70042341_3	0.3170	52	46.5000	3.0000	52.0000						0
ZNF256	ZNF547	truthbar	1	0.2004	DN_NC_073244.2_69466443_4	DN_NC_073244.2_70043245_2	0.1876	46	30.0000	2.0000	52.0000						0
ZNF256	ZNF548	truthbar	1	0.3475	DN_NC_073244.2_69492904_4	DN_NC_073244.2_70043245_2	0.3216	46	34.0000	2.0000	52.0000						0
ZNF256	ZNF549	truthbar	1	0.1809	DN_NC_073244.2_69628878_4	DN_NC_073244.2_70043245_2	0.1653	46	25.5000	2.0000	52.0000						0
ZNF256	ZNF551	truthbar	1	0.3848	DN_NC_073244.2_69783488_3	DN_NC_073244.2_70043245_2	0.2220	46	40.5000	2.0000	52.0000						0
ZNF256	ZNF552	truthbar	1														0
ZNF256	ZNF584	truthbar	1														0
ZNF256	ZNF586	truthbar	1														0
ZNF256	ZNF671	truthbar	1	0.2217	DN_NC_073244.2_69821764_4	DN_NC_073244.2_70043245_2	0.1315	46	37.5000	2.0000	52.0000						0
ZNF256	ZNF776	truthbar	1	0.1770	DN_NC_073244.2_69848694_2	DN_NC_073244.2_70043245_2	0.1791	46	28.0000	2.0000	52.0000						0
ZNF256	ZNF792	truthbar	1	0.1983	DN_NC_073244.2_46013405_4	DN_NC_073244.2_70043245_2	0.1794	46	35.0000	2.0000	52.0000						0
ZNF26	ZNF260	truthbar	1	0.1620	DN_NC_073234.2_148486259_4	DN_NC_073244.2_47706466_2	0.2991	57	44.0000	3.0000	52.0000						0
ZNF26	ZNF268	truthbar	1	0.2180	DN_NC_073234.2_148486259_4	DN_NC_073234.2_148682020_7	0.1823	64	47.5000	1.0000	52.0000						0
ZNF26	ZNF287	truthbar	1														0
ZNF26	ZNF300	truthbar	1														0
ZNF26	ZNF302	truthbar	1	0.1505	DN_NC_073234.2_148486259_4	DN_NC_073244.2_45737704_5	0.1823	51	41.0000	3.0000	52.0000						0
ZNF26	ZNF334	truthbar	1														0
ZNF26	ZNF33B	truthbar	1														0
ZNF26	ZNF354A	truthbar	1														0
ZNF26	ZNF354B	truthbar	1														0
ZNF26	ZNF382	truthbar	1														0
ZNF26	ZNF41	truthbar	1														0
ZNF26	ZNF432	truthbar	1														0
ZNF26	ZNF484	genuine	0	0.2396	DN_NC_073234.2_148486259_4	DN_NC_073237.2_89310571_5	0.2190	67	49.0000	1.0000	52.0000				0.0000	0.0000	1
ZNF26	ZNF487	genuine	0														0
ZNF26	ZNF501	genuine	0														0
ZNF26	ZNF510	truthbar	1														0
ZNF26	ZNF527	truthbar	1														0
ZNF26	ZNF565	truthbar	1														0
ZNF26	ZNF567	truthbar	1														0
ZNF26	ZNF568	truthbar	1	0.1800	DN_NC_073234.2_148486259_4	DN_NC_073244.2_48093173_7	0.3190	103	67.0000	1.0000	52.0000						0
ZNF26	ZNF569	truthbar	1														0
ZNF26	ZNF577	truthbar	1														0
ZNF26	ZNF585A	truthbar	1	0.1474	DN_NC_073234.2_148486259_4	DN_NC_073244.2_48319142_5	0.1823	78	54.5000	2.0000	52.0000						0
ZNF26	ZNF585B	truthbar	1	0.2050	DN_NC_073234.2_148486259_4	DN_NC_073244.2_48352926_4	0.1823	114	72.5000	2.0000	52.0000						0
ZNF26	ZNF605	truthbar	1	0.1646	DN_NC_073234.2_148420424_5	DN_NC_073234.2_148486259_4	0.1823	64	47.5000	1.0000	52.0000						0
ZNF26	ZNF606	truthbar	1														0
ZNF26	ZNF613	truthbar	1	0.2251	DN_NC_073234.2_148486259_4	DN_NC_073244.2_63895938_6	0.1823	31	30.5000	2.0000	52.0000						0
ZNF26	ZNF614	truthbar	1														0
ZNF26	ZNF615	truthbar	1														0
ZNF26	ZNF624	truthbar	1														0
ZNF26	ZNF649	truthbar	1	0.1883	DN_NC_073234.2_148486259_4	DN_NC_073244.2_63855100_5	0.1823	31	20.0000	1.0000	52.0000						0
ZNF26	ZNF674	truthbar	1	0.1723	DN_NC_073234.2_148486259_4	DN_NC_073247.2_56899135_7	0.2309	50	40.5000	2.0000	52.0000						0
ZNF26	ZNF717	truthbar	1														0
ZNF26	ZNF782	truthbar	1														0
ZNF26	ZNF81	truthbar	1														0
ZNF26	ZNF84	truthbar	1														0
ZNF26	ZNF883	truthbar	1														0
ZNF260	ZNF268	genuine	0														0
ZNF260	ZNF287	truthbar	1														0
ZNF260	ZNF300	truthbar	1														0
ZNF260	ZNF302	truthbar	1														0
ZNF260	ZNF334	truthbar	1	0.1356	DN_NC_073244.2_47706466_2	DN_NC_073245.2_58728682_5	0.2991	57	54.5000	3.0000	4.0000						0
ZNF260	ZNF33B	genuine	0	0.1584	DN_NC_073232.2_72820474_5	DN_NC_073244.2_47706466_2	0.2991	57	52.5000	3.0000	52.0000				0.0000	0.0000	1
ZNF260	ZNF354A	truthbar	1	0.2589	DN_NC_073228.2_182334642_5	DN_NC_073244.2_47706460_3	0.2910	56	54.0000	3.0000	21.0000						0
ZNF260	ZNF354B	truthbar	1	0.1487	DN_NC_073228.2_182827930_5	DN_NC_073244.2_47706466_2	0.2991	57	42.0000	3.0000	51.0000						0
ZNF260	ZNF382	truthbar	1														0
ZNF260	ZNF41	genuine	0														0
ZNF260	ZNF432	truthbar	1														0
ZNF260	ZNF484	genuine	0														0
ZNF260	ZNF487	genuine	0	0.1453	DN_NC_073232.2_71973207_3	DN_NC_073244.2_47706466_2	0.2991	57	48.5000	3.0000	52.0000				0.0000	0.0000	1
ZNF260	ZNF501	truthbar	1														0
ZNF260	ZNF510	truthbar	1														0
ZNF260	ZNF527	truthbar	1	0.1615	DN_NC_073244.2_47706466_2	DN_NC_073244.2_48620420_5	0.2991	75	66.0000	3.0000	51.0000						0
ZNF260	ZNF565	truthbar	1	0.1778	DN_NC_073244.2_47288294_4	DN_NC_073244.2_47706466_2	0.2991	57	38.5000	3.0000	4.0000						0
ZNF260	ZNF567	truthbar	1	0.2304	DN_NC_073244.2_47706460_3	DN_NC_073244.2_47878793_6	0.2910	53	52.5000	3.0000	4.0000						0
ZNF260	ZNF568	truthbar	1	0.1667	DN_NC_073244.2_47706466_2	DN_NC_073244.2_48093173_7	0.3190	103	80.0000	3.0000	51.0000						0
ZNF260	ZNF569	truthbar	1	0.1624	DN_NC_073244.2_47706460_3	DN_NC_073244.2_48919547_6	0.2910	78	65.0000	3.0000	47.0000						0
ZNF260	ZNF577	truthbar	1														0
ZNF260	ZNF585A	truthbar	1	0.2137	DN_NC_073244.2_47706460_3	DN_NC_073244.2_48319142_5	0.2910	78	65.0000	3.0000	52.0000						0
ZNF260	ZNF585B	truthbar	1	0.2033	DN_NC_073244.2_47706466_2	DN_NC_073244.2_48352926_4	0.2991	114	85.5000	3.0000	52.0000						0
ZNF260	ZNF605	truthbar	1	0.1659	DN_NC_073234.2_148420424_5	DN_NC_073244.2_47706466_2	0.2991	64	60.5000	3.0000	52.0000						0
ZNF260	ZNF606	truthbar	1														0
ZNF260	ZNF613	truthbar	1														0
ZNF260	ZNF614	truthbar	1														0
ZNF260	ZNF615	genuine	0														0
ZNF260	ZNF624	genuine	0	0.2000	DN_NC_073228.2_83513581_6	DN_NC_073244.2_47706460_3	0.2910	98	75.0000	3.0000	52.0000				0.0000	0.0000	1
ZNF260	ZNF649	truthbar	1														0
ZNF260	ZNF674	truthbar	1	0.2032	DN_NC_073244.2_47706460_3	DN_NC_073247.2_56899135_7	0.2910	52	51.0000	3.0000	51.0000						0
ZNF260	ZNF717	genuine	0	0.1808	DN_NC_073244.2_47706466_2	DN_NC_086017.1_85766278_5	0.2991	65	61.0000	4.0000	51.0000				0.0000	0.0000	1
ZNF260	ZNF782	genuine	0														0
ZNF260	ZNF81	truthbar	1														0
ZNF260	ZNF84	truthbar	1														0
ZNF260	ZNF883	truthbar	1	0.2206	DN_NC_073237.2_109230975_4	DN_NC_073244.2_47706460_3	0.2910	68	60.0000	3.0000	4.0000						0
ZNF263	ZNF394	truthbar	1	0.1353	DN_NC_073230.2_89330255_2	DN_NC_073242.2_6930599_2	0.1803	20	12.0000	1.0000	51.0000						0
ZNF263	ZNF75A	truthbar	1														0
ZNF263	ZNF75D	truthbar	1														0
ZNF263	ZSCAN21	truthbar	1														0
ZNF263	ZSCAN29	truthbar	1														0
ZNF263	ZSCAN30	truthbar	1	0.1407	DN_NC_073241.2_64479147_4	DN_NC_073242.2_6930862_6	0.1978	14	9.0000	1.0000	33.0000						0
ZNF263	ZSCAN31	truthbar	1														0
ZNF264	ZNF311	truthbar	1														0
ZNF264	ZNF35	truthbar	1														0
ZNF264	ZNF460	truthbar	1	0.1343	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69382679_3	0.4625	17	12.5000	2.0000	52.0000						0
ZNF264	ZNF473	genuine	0														0
ZNF264	ZNF543	truthbar	1	0.4023	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69422908_4	0.1742	39	28.0000	2.0000	52.0000						0
ZNF264	ZNF550	truthbar	1	0.2186	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69643403_5	0.1742	17	12.5000	2.0000	52.0000						0
ZNF264	ZNF594	truthbar	1														0
ZNF264	ZNF667	truthbar	1														0
ZNF264	ZNF805	truthbar	1	0.3556	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69343714_4	0.2557	20	18.5000	2.0000	52.0000						0
ZNF264	ZSCAN20	genuine	0														0
ZNF266	ZNF283	truthbar	1	0.2461	DN_NC_073244.2_15453865_9	DN_NC_073244.2_55341363_7	0.3000	48	41.5000	4.0000	53.0000						0
ZNF266	ZNF30	truthbar	1	0.1633	DN_NC_073244.2_15453865_9	DN_NC_073244.2_45985550_6	0.1712	83	59.0000	1.0000	53.0000						0
ZNF266	ZNF329	truthbar	1														0
ZNF266	ZNF331	truthbar	1														0
ZNF266	ZNF420	truthbar	1	0.1717	DN_NC_073244.2_15453865_9	DN_NC_073244.2_48242798_5	0.2498	106	70.5000	3.0000	53.0000						0
ZNF266	ZNF461	truthbar	1														0
ZNF266	ZNF471	truthbar	1														0
ZNF266	ZNF529	truthbar	1														0
ZNF266	ZNF540	truthbar	1														0
ZNF266	ZNF546	truthbar	1	0.1911	DN_NC_073244.2_15453865_9	DN_NC_073244.2_51749194_6	0.3443	78	56.5000	1.0000	53.0000						0
ZNF266	ZNF560	truthbar	1	0.2060	DN_NC_073244.2_15453865_9	DN_NC_073244.2_15508499_10	0.1712	35	35.0000	2.0000	53.0000						0
ZNF266	ZNF565	truthbar	1														0
ZNF266	ZNF566	genuine	0														0
ZNF266	ZNF571	truthbar	1	0.2236	DN_NC_073244.2_15453865_9	DN_NC_073244.2_49072464_4	0.1879	106	70.5000	3.0000	53.0000						0
ZNF266	ZNF573	truthbar	1	0.2659	DN_NC_073244.2_15453865_9	DN_NC_073244.2_49246931_6	0.3121	80	57.5000	2.0000	53.0000						0
ZNF266	ZNF582	truthbar	1														0
ZNF266	ZNF583	truthbar	1														0
ZNF266	ZNF596	truthbar	1	0.1399	DN_NC_073231.2_4596743_6	DN_NC_073244.2_15453865_9	0.2851	35	22.0000	5.0000	53.0000						0
ZNF266	ZNF607	truthbar	1														0
ZNF266	ZNF665	truthbar	1														0
ZNF266	ZNF684	truthbar	1														0
ZNF266	ZNF780A	truthbar	1														0
ZNF266	ZNF780B	truthbar	1														0
ZNF266	ZNF790	truthbar	1	0.1562	DN_NC_073244.2_15453865_9	DN_NC_073244.2_47997304_5	0.2772	66	50.5000	3.0000	53.0000						0
ZNF266	ZNF829	truthbar	1	0.2401	DN_NC_073244.2_15453865_9	DN_NC_073244.2_48066692_6	0.4705	36	35.5000	4.0000	53.0000						0
ZNF266	ZNF891	truthbar	1														0
ZNF267	ZNF273	truthbar	1	0.1986	DN_NC_073230.2_74299233_4	DN_NC_073242.2_37386128_4	0.3847	79	78.5000	50.0000	52.0000						0
ZNF267	ZNF28	truthbar	1	0.2690	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64759228_5	0.3434	79	77.0000	13.0000	52.0000						0
ZNF267	ZNF347	truthbar	1	0.2387	DN_NC_073242.2_37386128_4	DN_NC_073244.2_65073171_5	0.3826	79	63.5000	22.0000	51.0000						0
ZNF267	ZNF415	truthbar	1	0.3663	DN_NC_073242.2_37386128_4	DN_NC_073244.2_65046428_2	0.2710	80	79.5000	21.0000	51.0000						0
ZNF267	ZNF429	truthbar	1	0.4993	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27956158_2	0.5265	84	81.5000	50.0000	52.0000						0
ZNF267	ZNF43	truthbar	1	0.3067	DN_NC_073242.2_37386128_4	DN_NC_073244.2_28333451_4	0.4625	79	72.5000	47.0000	52.0000						0
ZNF267	ZNF430	truthbar	1	0.1641	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27504818_5	0.4270	79	73.0000	51.0000	52.0000						0
ZNF267	ZNF468	truthbar	1														0
ZNF267	ZNF480	truthbar	1														0
ZNF267	ZNF486	truthbar	1	0.2077	DN_NC_073242.2_37386128_4	DN_NC_073244.2_26666712_5	0.4566	79	71.0000	49.0000	52.0000						0
ZNF267	ZNF506	truthbar	1														0
ZNF267	ZNF519	truthbar	1	0.1522	DN_NC_073241.2_36126198_2	DN_NC_073242.2_37386128_4	0.2710	79	74.0000	4.0000	52.0000						0
ZNF267	ZNF528	truthbar	1														0
ZNF267	ZNF578	truthbar	1														0
ZNF267	ZNF595	truthbar	1	0.1842	DN_NC_073227.2_8633418_2	DN_NC_073242.2_37386128_4	0.5689	79	74.0000	40.0000	51.0000						0
ZNF267	ZNF600	truthbar	1														0
