dn_a	dn_b	contain_ab	contain_ba	n_exon_a	n_exon_b	n_cov_a	n_cov_b
DN_NC_073244.2_29297022_4	DN_NC_073244.2_65362909_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29297022_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29297022_4	DN_NC_073246.2_15789285_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_29680825_4	1.000000	1.000000	4	4	4	4
DN_NC_073244.2_29557605_4	DN_NC_073244.2_29970261_4	1.000000	1.000000	4	4	4	4
DN_NC_073244.2_29557605_4	DN_NC_073244.2_30067652_4	1.000000	0.750000	4	4	4	3
DN_NC_073244.2_29557605_4	DN_NC_073244.2_30090650_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_30438340_4	1.000000	0.500000	4	4	4	2
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64034715_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64081943_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64340366_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64368633_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64500861_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64585864_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64724127_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64759228_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64797239_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64836827_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64908457_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_65266359_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_65362909_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29557605_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29557605_4	DN_NC_073246.2_15789320_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_29680825_2	DN_NC_073244.2_30067652_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_29680825_2	DN_NC_073244.2_64306022_6	0.000000	0.000000	2	6	0	0
DN_NC_073244.2_29680825_2	DN_NC_073244.2_64368633_7	0.000000	0.000000	2	7	0	0
DN_NC_073244.2_29680825_2	DN_NC_073244.2_64400145_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_29680825_2	DN_NC_073244.2_64724127_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_29680825_2	DN_NC_073244.2_64908457_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_29680825_2	DN_NC_073244.2_65266359_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_29970261_4	0.750000	1.000000	4	4	3	4
DN_NC_073244.2_29680825_4	DN_NC_073244.2_30438340_4	1.000000	1.000000	4	4	4	4
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64081943_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64500861_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64759228_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64797239_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64836827_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_64860608_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_65003440_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_65046428_2	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_65293743_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29680825_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29680825_4	DN_NC_073246.2_15789320_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_29680825_4	DN_NC_086017.1_41849524_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_30067652_4	1.000000	0.750000	4	4	4	3
DN_NC_073244.2_29970261_4	DN_NC_073244.2_30090650_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_30438386_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64340366_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64368633_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64543447_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64585864_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64672255_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64724127_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_64836827_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_65003440_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_65266359_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_29970261_4	DN_NC_073246.2_15789320_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_30090650_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_30438340_4	0.750000	0.750000	4	4	3	3
DN_NC_073244.2_30067652_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_64265252_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_64340366_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_64585864_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_64759228_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_65266359_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_65293743_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_65326089_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30067652_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30090650_6	DN_NC_073244.2_30438386_2	0.166667	0.500000	6	2	1	1
DN_NC_073244.2_30090650_6	DN_NC_073244.2_65326089_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_30090650_6	DN_NC_073244.2_70399351_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_30438340_4	DN_NC_073244.2_64265252_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_30438340_4	DN_NC_073244.2_64340366_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30438340_4	DN_NC_073244.2_64368633_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_30438340_4	DN_NC_073244.2_64426370_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_30438340_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_30438340_4	DN_NC_073246.2_15789285_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_64618758_7	0.000000	0.000000	2	7	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_64672255_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_64724127_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_64759228_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_65266359_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_65293743_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_65326089_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_30438386_2	DN_NC_073244.2_65362909_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_43610901_6	DN_NC_073245.2_47429376_4	0.166667	0.000000	6	4	1	0
DN_NC_073244.2_43610901_6	DN_NC_073247.2_114234875_11	0.166667	0.000000	6	11	1	0
DN_NC_073244.2_43610901_6	DN_NC_073247.2_115708949_2	0.166667	0.000000	6	2	1	0
DN_NC_073244.2_43610901_6	DN_NC_073247.2_147586730_5	0.166667	0.000000	6	5	1	0
DN_NC_073244.2_43610901_6	DN_NC_086018.1_24877691_3	0.166667	0.000000	6	3	1	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_47288294_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_47878793_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48093173_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48319142_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48352926_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48620420_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48660338_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48919547_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_55989141_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_45737704_5	DN_NC_073244.2_63895938_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_45737704_5	DN_NC_073245.2_58728682_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_45737704_5	DN_NC_073247.2_57840463_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_47250467_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_47586219_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_47739503_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_48030811_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_48066692_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_48242798_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_48384768_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_48980018_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49072464_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49101177_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49176797_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49205215_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49246931_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_51749194_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_51783968_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_51825388_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_55341363_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_65102393_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_65470296_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_68477557_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_68491976_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_68513423_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_68611978_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_45985550_6	DN_NC_073244.2_68643423_8	0.000000	0.000000	6	8	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69454247_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69492904_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69514207_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69601170_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69672458_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69685721_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69783488_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69799604_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69821764_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69873255_2	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_69975553_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_70024584_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_70043245_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_46013405_4	DN_NC_073244.2_70525717_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_46592534_11	DN_NC_073244.2_46599941_3	0.000000	0.000000	11	3	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_47586219_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_47739503_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_47831779_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_47997304_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_48030384_3	0.000000	0.000000	5	3	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_48066692_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_48242798_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_48384768_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_49072464_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_49101177_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_49176797_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_49205215_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_51783968_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_65470296_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_68513423_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_68611978_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47250467_5	DN_NC_073244.2_68643423_8	0.000000	0.000000	5	8	0	0
DN_NC_073244.2_47288294_4	DN_NC_073244.2_47706466_2	0.000000	0.000000	4	2	0	0
DN_NC_073244.2_47288294_4	DN_NC_073244.2_48093173_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_47288294_4	DN_NC_073244.2_48660338_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_47288294_4	DN_NC_073244.2_48919547_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_47642985_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_47739503_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_47997304_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_48030811_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_48066692_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_48242798_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_48384768_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_48980018_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_49072464_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_51783968_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_68513423_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47586219_5	DN_NC_073244.2_68643423_8	0.000000	0.000000	5	8	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_47831779_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_47997304_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_48030811_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_48242798_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_48384768_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_49072464_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_65470296_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47642985_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47706460_3	DN_NC_073244.2_47878793_6	0.000000	0.000000	3	6	0	0
DN_NC_073244.2_47706460_3	DN_NC_073244.2_48319142_5	0.000000	0.000000	3	5	0	0
DN_NC_073244.2_47706460_3	DN_NC_073244.2_48660338_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_47706460_3	DN_NC_073244.2_48919547_6	0.000000	0.000000	3	6	0	0
DN_NC_073244.2_47706460_3	DN_NC_073244.2_55989141_5	0.000000	0.000000	3	5	0	0
DN_NC_073244.2_47706460_3	DN_NC_073244.2_63934684_6	0.000000	0.000000	3	6	0	0
DN_NC_073244.2_47706460_3	DN_NC_073247.2_56899135_7	0.000000	0.000000	3	7	0	0
DN_NC_073244.2_47706460_3	DN_NC_073247.2_58372296_6	0.000000	0.000000	3	5	0	0
DN_NC_073244.2_47706466_2	DN_NC_073244.2_48093173_7	0.000000	0.000000	2	7	0	0
DN_NC_073244.2_47706466_2	DN_NC_073244.2_48352926_4	0.000000	0.000000	2	4	0	0
DN_NC_073244.2_47706466_2	DN_NC_073244.2_48620420_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_47706466_2	DN_NC_073245.2_58728682_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_47706466_2	DN_NC_073247.2_57761829_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_47706466_2	DN_NC_086017.1_85766278_5	0.000000	0.000000	2	5	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_47831779_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_47997304_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_48030811_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_48242798_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_48384768_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_48980018_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_49072464_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_51783968_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_65470296_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47739503_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47798559_5	DN_NC_073244.2_47878793_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47798559_5	DN_NC_073244.2_48620420_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47798559_5	DN_NC_073244.2_55989141_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47798559_5	DN_NC_073244.2_63895938_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47798559_5	DN_NC_073247.2_56899135_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47798559_5	DN_NC_073247.2_57761829_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47798559_5	DN_NC_073247.2_58228088_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_48030811_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_48242798_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_48384768_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_48980018_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_49072464_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_49246931_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_51825388_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_55341363_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_65102393_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_65470296_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_68491976_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_68513423_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47831779_6	DN_NC_073244.2_68643423_8	0.000000	0.000000	6	8	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_48319142_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_48352926_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_48919547_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_55989141_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_63882905_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_63895938_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_63983979_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073244.2_64004232_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073245.2_58728682_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073247.2_57761829_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073247.2_58228088_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_073247.2_58372296_6	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47878793_6	DN_NC_086017.1_85766278_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_48030811_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_48066692_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_48242798_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_48384768_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_49072464_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_49205215_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
