label	ref	mem	ref_j	mem_j	co	frac_ref	frac_mem	aln_cov_small	contig	seq_id
bridge	LOC101142457	LOC129523468	9	9	9	1.0	1.0	0.999	9	0.9944669863518997
bridge	NOL11	LOC101126086	17	1	0	0.0	0.0	1.0	0	0.9534988713318284
bridge	CSPG4	LOC134757271	9	2	2	0.222	1.0	0.992	2	0.9491094147582697
bridge	LOC129527661	LOC129527832	2	2	0	0.0	0.0	0.825	0	0.9906015037593985
bridge	LOC129527661	LOC134757458	2	2	0	0.0	0.0	0.802	0	0.9906015037593985
bridge	LOC129534570	LOC129524037	4	2	2	0.5	1.0	0.548	2	0.9921752738654147
bridge	LOC129523490	LOC134756364	4	4	4	1.0	1.0	1.0	4	0.9965337954939342
bridge	LOC129523490	LOC129529624	4	4	4	1.0	1.0	1.0	4	0.9948006932409013
bridge	LOC129523490	LOC129529588	4	4	4	1.0	1.0	0.901	4	0.9747899159663865
bridge	LOC129523490	LOC109024567	4	3	3	0.75	1.0	0.993	3	0.9647326507394767
bridge	LOC129523490	LOC129529621	4	4	4	1.0	1.0	1.0	4	0.9939341421143848
bridge	NECAB1	C7H8orf88	12	5	0	0.0	0.0	0.423	0	1.0
bridge	LOC115932866	LOC129533336	1	1	1	1.0	1.0	1.0	1	0.9880418535127056
bridge	LOC115932866	LOC129533334	1	1	1	1.0	1.0	0.724	1	0.9754098360655737
bridge	LOC115932866	LOC129533291	1	1	1	1.0	1.0	1.0	1	0.992603550295858
bridge	LOC129527019	LOC134757308	1	1	0	0.0	0.0	0.496	0	0.9164677804295943
bridge	TOP3B	LOC115931973	18	2	1	0.056	0.5	0.667	1	0.9876325088339223
bridge	LOC101143828	FBXW10	15	13	13	0.867	1.0	1.0	10	0.9878590464909683
bridge	LOC115930099	LOC129527339	3	3	3	1.0	1.0	1.0	3	0.9992867332382311
bridge	CTSA	NEURL2	14	1	0	0.0	0.0	0.735	0	1.0
bridge	LOC115930774	LOC115930826	3	3	2	0.667	0.667	0.852	2	0.9058380414312618
bridge	LOC115930774	LOC129527019	3	1	1	0.333	1.0	0.661	1	0.984251968503937
bridge	LOC129527592	LOC129527720	7	7	7	1.0	1.0	0.345	7	0.9559242934923515
bridge	LOC129527592	LOC129527692	7	7	6	0.857	0.857	0.338	3	0.9390718174747212
bridge	TBX20	LOC129525975	7	4	4	0.571	1.0	0.935	4	0.9782608695652174
bridge	LOC115935262	LOC129523901	7	1	1	0.143	1.0	0.461	1	0.9557739557739557
bridge	LOC115935262	LOC115935416	7	7	7	1.0	1.0	0.999	7	0.9797202797202798
bridge	LOC115935262	LOC115935297	7	7	7	1.0	1.0	0.999	7	0.9826147426981919
bridge	LOC115935262	LOC101146750	7	6	6	0.857	1.0	0.938	6	0.9172870140612076
bridge	ARMC9	LOC109026571	25	4	0	0.0	0.0	0.0	0	0.9094922737306843
bridge	LOC101125875	LOC101145215	5	3	2	0.4	0.667	0.965	2	0.9161036036036037
bridge	LOC101125875	ZNF285	5	4	2	0.4	0.5	0.868	2	0.9390380313199105
bridge	USP6	LOC115934575	31	8	5	0.161	0.625	0.447	5	0.950186799501868
bridge	USP6	LOC101125311	31	2	2	0.065	1.0	0.98	2	0.9483030781373323
bridge	GON4L	LOC129533367	33	3	2	0.061	0.667	0.328	2	0.9329529243937232
bridge	GON4L	YY1AP1	33	10	8	0.242	0.8	0.827	6	0.9519230769230769
bridge	GON4L	LOC129526672	33	2	2	0.061	1.0	0.888	2	0.9988571428571429
bridge	LOC129524662	LOC129528448	3	3	3	1.0	1.0	1.0	3	1.0
bridge	LOC129524662	LOC129530393	3	2	1	0.333	0.5	0.912	1	1.0
bridge	LOC129524662	LOC134756951	3	3	2	0.667	0.667	0.669	2	0.9855491329479769
bridge	LOC129524662	LOC129530394	3	2	2	0.667	1.0	0.969	2	0.9954337899543378
bridge	LOC129524662	LOC129529421	3	2	2	0.667	1.0	0.979	2	0.9913419913419913
bridge	SEPTIN5	GP1BB	11	1	0	0.0	0.0	0.879	0	1.0
bridge	LOC101143578	LOC115931110	8	7	6	0.75	0.857	0.519	6	0.9407407407407408
bridge	LOC101143578	LOC115931047	8	7	7	0.875	1.0	0.973	7	0.9259259259259259
bridge	LOC101143578	SULT1A2	8	7	6	0.75	0.857	0.663	6	0.9247422680412372
bridge	LOC101143578	SULT1A3	8	8	7	0.875	0.875	0.923	7	0.9992229992229992
bridge	LOC129527731	LOC129527733	3	3	3	1.0	1.0	1.0	3	1.0
bridge	LOC129527731	LOC129527732	3	3	3	1.0	1.0	1.0	3	1.0
bridge	LOC129527731	LOC129527734	3	2	2	0.667	1.0	0.954	2	0.9001340482573726
bridge	RERE	LOC134757221	23	2	2	0.087	1.0	0.475	2	0.9411764705882353
bridge	LOC129523555	LOC109028586	8	2	1	0.125	0.5	0.384	1	0.9084967320261438
bridge	LOC129523555	LOC129527613	8	8	6	0.75	0.75	0.99	6	0.9089712656284273
bridge	LOC134757320	LOC115932819	2	1	1	0.5	1.0	1.0	1	0.9867761057911537
bridge	LOC134757320	LOC101142362	2	1	1	0.5	1.0	1.0	1	0.9854014598540146
bridge	LOC134757320	LOC109023224	2	1	0	0.0	0.0	0.563	0	0.9414024975984631
bridge	LOC134757320	LOC115933013	2	1	1	0.5	1.0	1.0	1	0.9895120839033288
bridge	LOC129528115	LOC101128105	4	1	0	0.0	0.0	0.365	0	0.916919959473151
bridge	LOC115932281	LOC129529790	1	1	1	1.0	1.0	0.998	1	0.9179566563467493
bridge	LOC129526193	LOC129526194	2	1	0	0.0	0.0	0.677	0	1.0
bridge	TIA1	LOC129528237	12	1	1	0.083	1.0	1.0	1	1.0
bridge	LOC109023081	LOC115931737	2	2	2	1.0	1.0	1.0	2	0.9397590361445783
bridge	RPLP1	LOC109026861	3	1	0	0.0	0.0	0.542	0	0.9357798165137615
bridge	OGFOD2	ARL6IP4	6	5	0	0.0	0.0	0.514	0	0.942261427425822
bridge	LOC129524659	LOC129528448	3	3	3	1.0	1.0	0.973	3	0.9978401727861771
bridge	LOC129524659	LOC129524662	3	3	3	1.0	1.0	0.973	3	0.9978401727861771
bridge	LOC129524659	LOC129530393	3	2	1	0.333	0.5	0.912	1	1.0
bridge	LOC129524659	LOC134756951	3	3	2	0.667	0.667	0.5	2	0.9833333333333333
bridge	MSS51	RPL26	6	3	0	0.0	0.0	0.836	0	0.9507186858316222
bridge	ALG1L1P	LOC101130727	7	3	3	0.429	1.0	0.489	3	0.9696586599241467
bridge	ALG1L1P	LOC109023085	7	7	6	0.857	0.857	0.849	6	0.9546632124352331
bridge	TERF1	LOC115932097	10	2	1	0.1	0.5	0.85	1	0.9132256134051466
bridge	LOC101142742	LOC129533355	6	5	5	0.833	1.0	0.888	5	1.0
bridge	LOC109025447	LOC129531666	28	22	20	0.714	0.909	0.716	20	0.9815605590062112
bridge	LOC109025447	RGPD8	28	21	21	0.75	1.0	0.738	21	0.9758946322067594
bridge	LOC109025447	LOC129531667	28	22	20	0.714	0.909	0.716	20	0.9827251552795031
bridge	LOC109025447	LOC101131768	28	22	20	0.714	0.909	0.913	20	0.9767123287671233
bridge	EPN2	B9D1	10	6	0	0.0	0.0	0.0	0	1.0
bridge	DNAJC17	GCHFR	10	2	0	0.0	0.0	0.329	0	1.0
bridge	LOC115931723	LOC134759326	1	1	0	0.0	0.0	0.344	0	0.9597069597069597
bridge	LOC115931723	LOC134757626	1	1	1	1.0	1.0	0.376	1	0.9256594724220624
bridge	LOC129527696	LOC129527726	8	5	2	0.25	0.4	0.32	2	0.9941348973607038
bridge	LOC129529646	LOC129530571	14	11	10	0.714	0.909	0.719	10	0.986013986013986
bridge	LOC129529646	LOC129530492	14	13	11	0.786	0.846	0.784	11	0.9885654885654885
bridge	LOC129529646	LOC129528187	14	13	13	0.929	1.0	0.947	13	0.9939759036144579
bridge	LOC129529646	LOC129528453	14	12	12	0.857	1.0	0.893	12	0.9888438133874239
bridge	LOC129529646	LOC134757319	14	13	13	0.929	1.0	0.947	13	0.9939759036144579
bridge	LOC129529646	LOC129530391	14	13	13	0.929	1.0	0.947	13	0.9922547332185886
bridge	LOC129529646	LOC134757391	14	14	13	0.929	0.929	0.945	13	0.9888123924268503
bridge	LOC129529646	LOC129524661	14	12	12	0.857	1.0	0.893	12	0.9888438133874239
bridge	KRT37	KRT38	6	6	6	1.0	1.0	0.664	6	0.9573560767590619
bridge	LOC101127139	LOC115933283	6	6	5	0.833	0.833	0.575	5	0.9844054580896686
bridge	LOC101127139	LOC115930131	6	6	5	0.833	0.833	0.575	5	0.98635477582846
bridge	LOC134756831	LOC134756946	12	1	1	0.083	1.0	0.496	1	0.979253112033195
bridge	LOC129523572	LOC101129069	20	16	12	0.6	0.75	0.645	12	0.9530761209593326
bridge	LOC129523572	LOC134757391	20	14	12	0.6	0.857	0.603	12	0.9624608967674662
bridge	LOC129523572	LOC129530571	20	11	10	0.5	0.909	0.717	10	0.9672897196261683
bridge	LOC129523572	LOC129530492	20	13	11	0.55	0.846	0.691	11	0.9656607700312175
bridge	LOC129529612	LOC129527970	2	1	0	0.0	0.0	0.514	0	0.9033584647018505
bridge	LOC129529612	LOC129529614	2	2	2	1.0	1.0	1.0	2	0.9982185273159145
bridge	ALDH1B1	LOC129524687	1	1	0	0.0	0.0	0.956	0	0.9687993680884676
bridge	LOC129534078	LOC129534082	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129534078	LOC129534410	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC101131768	LOC129531666	22	22	22	1.0	1.0	0.974	22	0.9855709770509825
bridge	LOC101131768	RGPD8	22	21	20	0.909	0.952	0.911	20	0.9343029906847524
bridge	LOC101131768	LOC129531667	22	22	22	1.0	1.0	0.974	22	0.9857142857142858
bridge	LOC134757815	LOC115931212	53	47	45	0.849	0.957	0.984	23	0.9837725174929284
bridge	LOC134757815	LOC129534585	53	50	50	0.943	1.0	0.997	19	0.983922015444993
bridge	MYL6	LOC109026304	6	1	0	0.0	0.0	0.998	0	0.9923195084485407
bridge	LOC134757582	LOC134757578	7	6	6	0.857	1.0	0.927	6	0.9978947368421053
bridge	LOC134757582	LOC115931292	7	6	6	0.857	1.0	0.932	6	0.9948542024013722
bridge	LOC134757582	LOC134757583	7	7	7	1.0	1.0	1.0	7	1.0
bridge	LOC134757582	LOC134757579	7	6	6	0.857	1.0	0.927	6	0.9946773120425815
bridge	FZD4	LOC134756467	1	1	0	0.0	0.0	0.411	0	1.0
bridge	LOC101128484	LOC115933440	14	7	3	0.214	0.429	0.646	2	0.9204737732656514
bridge	KCNAB1	SSR3	14	9	0	0.0	0.0	0.372	0	1.0
bridge	FAM111B	LOC129525495	3	2	1	0.333	0.5	0.303	1	0.9013605442176871
bridge	TPM3	LOC101145089	9	2	2	0.222	1.0	0.712	2	0.9116541353383458
bridge	TPM3	LOC101135754	9	1	1	0.111	1.0	0.922	1	0.972636815920398
bridge	LOC129526135	LOC134757227	11	2	2	0.182	1.0	0.655	2	0.9977628635346756
bridge	LOC101153611	LOC115931590	6	4	4	0.667	1.0	0.944	4	0.9968135953266065
bridge	LOC101153611	LOC101153957	6	3	3	0.5	1.0	0.996	3	0.9076827757125155
bridge	LOC101153611	LOC115932619	6	3	3	0.5	1.0	0.924	3	0.9044075558099599
bridge	LOC134757903	LOC134757920	1	1	1	1.0	1.0	1.0	1	0.9988358556461001
bridge	LOC134757903	LOC134757912	1	1	1	1.0	1.0	1.0	1	0.997289972899729
bridge	LOC134757903	LOC134757914	1	1	1	1.0	1.0	1.0	1	0.9986449864498645
bridge	LOC134757903	LOC134757905	1	1	1	1.0	1.0	1.0	1	0.9986449864498645
bridge	BCAP31	LOC115933460	7	4	4	0.571	1.0	0.71	4	0.9626307922272048
bridge	LOC101135203	LOC129527232	3	3	3	1.0	1.0	0.994	3	0.9822964087000505
bridge	LOC101135203	LOC129527066	3	3	3	1.0	1.0	0.959	3	0.992600422832981
bridge	EIF2S3	EIF2S3B	11	1	0	0.0	0.0	0.712	0	0.981103552532124
bridge	MIA2	LOC101124418	29	1	1	0.034	1.0	0.515	1	0.9113125739061884
bridge	MIA2	LOC101143553	29	3	0	0.0	0.0	0.973	0	0.9146341463414634
bridge	MIA2	LOC101130407	29	1	0	0.0	0.0	0.974	0	0.9083648591845314
bridge	LOC129525002	LOC101143885	15	13	12	0.8	0.923	0.764	12	0.9937590014402304
bridge	LOC115930779	LOC129527071	17	17	17	1.0	1.0	0.997	17	0.9590178413707825
bridge	LOC115930779	LOC134757233	17	3	3	0.176	1.0	0.706	3	0.9834983498349835
bridge	LOC115930779	LOC134757232	17	13	12	0.706	0.923	0.935	12	0.9741525423728814
bridge	LOC115930779	LOC101149363	17	16	3	0.176	0.188	0.504	3	0.90311004784689
bridge	LOC129526002	LOC129525421	6	5	2	0.333	0.4	0.371	2	0.9884169884169884
bridge	LOC129526002	LOC129523817	6	3	1	0.167	0.333	0.372	1	0.9865384615384616
bridge	LOC129526002	LOC129526712	6	3	1	0.167	0.333	0.42	1	0.9788461538461538
bridge	LOC129526002	LOC129523704	6	4	3	0.5	0.75	0.479	3	0.9104683195592287
bridge	LOC129526002	LOC134756489	6	2	2	0.333	1.0	0.696	2	0.9922779922779923
bridge	LOC129526002	LOC134757646	6	2	2	0.333	1.0	1.0	2	0.9977777777777778
bridge	LOC129526002	LOC134756488	6	5	2	0.333	0.4	0.371	2	0.9922779922779923
bridge	LOC129526002	LOC134758144	6	3	2	0.333	0.667	0.372	2	0.9473684210526315
bridge	TRIM56	LOC129525328	2	1	0	0.0	0.0	0.653	0	0.9054373522458629
bridge	TRIM56	LOC129530111	2	1	0	0.0	0.0	0.328	0	0.9048266485384092
bridge	HILPDA	LOC129527587	3	2	0	0.0	0.0	0.621	0	0.922077922077922
bridge	C4H5orf63	LOC129525260	4	1	0	0.0	0.0	0.616	0	0.9196850393700787
bridge	LOC129528260	LOC134757173	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115932656	KRT16	8	7	7	0.875	1.0	0.998	7	0.9376158122297714
bridge	TTC31	LBX2	13	2	0	0.0	0.0	0.547	0	1.0
bridge	LOC101132628	LOC115933737	11	10	10	0.909	1.0	0.986	7	0.9791535060012634
bridge	LOC101132628	LOC115933736	11	10	10	0.909	1.0	0.986	7	0.9778900821225521
bridge	THRAP3	LOC129534534	12	1	0	0.0	0.0	0.302	0	1.0
bridge	LOC101136743	LOC134757483	5	4	0	0.0	0.0	0.0	0	0.9681632653061224
bridge	LOC101136743	LOC129524037	5	2	0	0.0	0.0	0.0	0	0.9961538461538462
bridge	LOC101144371	LOC101144999	2	2	2	1.0	1.0	1.0	2	0.9382456140350878
bridge	LOC101144371	LOC101145725	2	2	2	1.0	1.0	1.0	2	0.9438596491228071
bridge	LOC101144371	LOC134758527	2	2	2	1.0	1.0	0.999	2	0.9340813464235624
bridge	LOC101133845	LOC101145522	1	1	1	1.0	1.0	1.0	1	0.9798941798941799
bridge	LOC109025964	LOC101145089	5	2	0	0.0	0.0	0.999	0	0.9037433155080213
bridge	LOC109025964	LOC101135754	5	1	0	0.0	0.0	0.924	0	0.9597156398104265
bridge	HERC2	LOC129527258	92	1	1	0.011	1.0	0.538	1	0.9927909371781668
bridge	HERC2	LOC101149126	92	24	20	0.217	0.833	0.689	20	0.9523245484157536
bridge	LOC115930426	LOC129526141	4	1	0	0.0	0.0	0.0	0	0.9025522041763341
bridge	LOC115930426	LOC134756400	4	1	0	0.0	0.0	0.0	0	0.9025522041763341
bridge	LOC115930426	LOC129526165	4	1	1	0.25	1.0	0.43	1	0.9782870928829915
bridge	LOC101153753	LOC134759254	2	2	2	1.0	1.0	0.985	2	0.9541218637992831
bridge	LOC101153753	LOC129533087	2	2	2	1.0	1.0	1.0	2	0.9312280701754386
bridge	LOC101153753	PRAMEF17	2	2	2	1.0	1.0	0.995	2	0.9435825105782792
bridge	LOC101153753	LOC115932946	2	2	2	1.0	1.0	1.0	2	0.9263157894736842
bridge	LOC115933340	LOC129533809	11	1	1	0.091	1.0	0.309	1	0.9933110367892977
bridge	LOC129524108	LOC129531996	5	5	5	1.0	1.0	0.989	5	0.9310344827586207
bridge	LOC101144838	ZNF430	5	4	4	0.8	1.0	0.724	4	0.9016968987712113
bridge	LLGL1	LOC134758557	22	1	0	0.0	0.0	0.38	0	1.0
bridge	LOC129526386	LOC134757321	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129526386	LOC129527263	2	2	1	0.5	0.5	0.797	1	0.996031746031746
bridge	LOC129526386	LOC129531454	2	2	2	1.0	1.0	1.0	2	0.9973684210526316
bridge	GOLPH3L	LOC109025884	5	2	0	0.0	0.0	0.583	0	1.0
bridge	LOC134756508	LOC129524031	4	3	0	0.0	0.0	0.55	0	0.9098360655737705
bridge	RPE	RPEL1	7	1	1	0.143	1.0	0.989	1	0.9744952178533475
bridge	CR1	CR1L	38	11	8	0.211	0.727	0.654	8	0.9575221238938053
bridge	HSPD1	LOC101150049	11	1	0	0.0	0.0	0.991	0	0.9639434048379736
bridge	PSMA2	LOC109024670	7	1	0	0.0	0.0	0.725	0	0.995249406175772
bridge	ERMP1	TMEM212	15	4	0	0.0	0.0	0.0	0	0.9021739130434783
bridge	LOC129523581	LOC129525208	9	8	8	0.889	1.0	0.975	8	0.997283531409168
bridge	LOC101139671	LOC129533794	13	4	2	0.154	0.5	0.648	2	0.9975520195838433
bridge	LOC101139671	CCL3	13	2	2	0.154	1.0	0.864	2	0.9570917759237187
bridge	LOC101139671	LOC129533795	13	3	3	0.231	1.0	0.926	3	0.9854651162790697
bridge	AMY2A	LOC101133335	10	9	9	0.9	1.0	1.0	9	0.9823455233291298
bridge	AMY2A	AMY2B	10	10	10	1.0	1.0	0.955	10	0.9839108910891089
bridge	TTL	LOC134757259	6	1	0	0.0	0.0	0.0	0	0.9187542315504401
bridge	TTL	LOC129524898	6	2	0	0.0	0.0	0.0	0	0.9363957597173145
bridge	TTL	LOC129531833	6	2	0	0.0	0.0	0.0	0	0.92109375
bridge	TTL	LOC134756439	6	1	0	0.0	0.0	0.0	0	0.9204081632653062
bridge	TTL	LOC115930613	6	2	0	0.0	0.0	0.0	0	0.9007220216606499
bridge	TTL	LOC109027309	6	2	0	0.0	0.0	0.0	0	0.9244935543278084
bridge	TTL	LOC134756576	6	2	0	0.0	0.0	0.0	0	0.9375
bridge	TTL	LOC129534406	6	3	0	0.0	0.0	0.0	0	0.911062906724512
bridge	TTL	LOC115935329	6	2	0	0.0	0.0	0.0	0	0.9275067750677507
bridge	HSP90B1	LOC101143886	17	2	1	0.059	0.5	0.77	1	0.9422594142259414
bridge	LOC129533165	LOC134759326	1	1	0	0.0	0.0	0.349	0	0.9566787003610109
bridge	LOC129533165	LOC134757626	1	1	0	0.0	0.0	0.389	0	0.9282407407407407
bridge	LOC129533165	LOC129533659	1	1	0	0.0	0.0	0.457	0	0.9180704441041347
bridge	LOC101126300	LOC129523691	11	1	0	0.0	0.0	0.326	0	0.9131274131274131
bridge	AHCTF1	LOC101139146	35	1	1	0.029	1.0	0.997	1	0.986188514659559
bridge	AHCTF1	LOC129531890	35	1	0	0.0	0.0	0.634	0	0.9834710743801653
bridge	LOC101133314	LOC129524744	3	1	0	0.0	0.0	0.993	0	0.9781483611270846
bridge	LOC115930123	LOC115933440	7	7	6	0.857	0.857	0.921	6	0.9145907473309609
bridge	LOC115930123	LOC115933447	7	7	6	0.857	0.857	0.951	6	0.9368895567242674
bridge	PFDN5	LOC109028279	5	2	0	0.0	0.0	0.656	0	0.9060402684563759
bridge	LOC134756800	LOC134759267	2	2	0	0.0	0.0	0.973	0	0.9396338446313706
bridge	LOC134756800	LOC134759268	2	1	0	0.0	0.0	0.753	0	0.9461493920092646
bridge	LOC134756800	LOC134759265	2	2	0	0.0	0.0	0.901	0	0.9409044193216856
bridge	LOC134756800	LOC134759261	2	2	0	0.0	0.0	0.94	0	0.9409044193216856
bridge	LOC134756800	LOC109027802	2	1	1	0.5	1.0	0.597	1	0.9682835820895522
bridge	LOC134759280	LOC134759281	2	2	2	1.0	1.0	1.0	2	0.9778534923339012
bridge	LOC129533805	LOC129533810	17	17	11	0.647	0.647	0.684	11	0.9841269841269841
bridge	LOC129533805	LOC115933340	17	11	11	0.647	1.0	0.91	11	0.9924981245311327
bridge	LOC129533805	LOC129533809	17	1	1	0.059	1.0	0.309	1	0.9765886287625418
bridge	LOC101149966	LOC109023710	13	11	11	0.846	1.0	0.975	11	0.9154460719041279
bridge	LOC101149966	LOC115931015	13	13	13	1.0	1.0	0.984	13	0.922360248447205
bridge	LOC129524031	LOC134758974	3	3	0	0.0	0.0	0.526	0	0.9311827956989247
bridge	LOC129524031	LOC129532348	3	2	0	0.0	0.0	0.526	0	0.9202586206896551
bridge	C3H4orf36	LOC134756576	4	2	0	0.0	0.0	0.0	0	0.9563218390804598
bridge	LOC101124665	NANOG	3	3	3	1.0	1.0	0.704	3	0.9784644194756554
bridge	TMED9	LOC129524410	6	4	0	0.0	0.0	0.0	0	0.9034334763948498
bridge	TMED9	LOC129524031	6	3	0	0.0	0.0	0.0	0	0.9192546583850931
bridge	TMED9	LOC129527880	6	2	0	0.0	0.0	0.0	0	0.903448275862069
bridge	LOC129529694	LOC115932226	2	1	1	0.5	1.0	1.0	1	0.9653716216216216
bridge	LOC101125106	LOC109028905	2	2	2	1.0	1.0	0.933	2	0.9118136439267887
bridge	LOC101125106	LOC129530229	2	2	2	1.0	1.0	0.922	2	0.9013333333333333
bridge	LOC101125106	LOC129531439	2	2	2	1.0	1.0	0.931	2	0.9105090311986864
bridge	LOC101125106	LOC115932812	2	2	2	1.0	1.0	0.928	2	0.9101307189542484
bridge	LOC101125106	LOC115933037	2	2	2	1.0	1.0	0.917	2	0.9112688553682342
bridge	LOC101134521	LOC101146566	4	4	4	1.0	1.0	0.918	4	0.9703153988868275
bridge	LOC101127866	LOC129523562	13	12	7	0.538	0.583	0.362	7	0.9468488990129081
bridge	LOC134757630	LOC134759326	1	1	0	0.0	0.0	0.506	0	0.9626865671641791
bridge	EVC	CRMP1	24	13	0	0.0	0.0	0.0	0	1.0
bridge	LOC101140864	LOC115933751	11	5	3	0.273	0.6	0.322	3	0.9376947040498442
bridge	LOC101140864	LOC129527231	11	11	11	1.0	1.0	1.0	11	0.998849252013809
bridge	LOC101140864	LOC134757302	11	11	11	1.0	1.0	0.938	11	0.9258426966292135
bridge	LOC101129526	LOC129527624	31	1	1	0.032	1.0	0.411	1	1.0
bridge	LOC101129526	LOC115931016	31	22	19	0.613	0.864	0.802	19	0.9922330097087378
bridge	LOC101129526	LOC115933209	31	20	18	0.581	0.9	0.87	18	0.999222092570984
bridge	KIR2DL4	LOC115933447	7	7	5	0.714	0.714	0.735	5	0.915057915057915
bridge	KIR2DL4	LOC115930123	7	7	5	0.714	0.714	0.638	5	0.9020100502512562
bridge	LOC134757770	LOC134759048	1	1	1	1.0	1.0	1.0	1	0.9915611814345991
bridge	LOC134757770	LOC134758469	1	1	1	1.0	1.0	1.0	1	0.9915611814345991
bridge	LOC134757770	LOC134758556	1	1	1	1.0	1.0	1.0	1	0.9957805907172996
bridge	KIAA2013	LOC101126513	2	1	0	0.0	0.0	0.992	0	0.9830334190231362
bridge	LOC115936312	LOC134759064	3	2	2	0.667	1.0	0.618	2	0.9305331179321487
bridge	LOC115936312	LOC101130271	3	2	0	0.0	0.0	0.397	0	0.9356435643564357
bridge	LOC115936312	LOC129527542	3	2	1	0.333	0.5	0.617	1	0.9295212765957447
bridge	LOC101136905	SFTPA1	4	4	4	1.0	1.0	0.97	4	0.9198292220113852
bridge	LOC129530275	LOC129530279	5	5	5	1.0	1.0	1.0	5	1.0
bridge	LOC129530275	LOC129530278	5	5	5	1.0	1.0	1.0	5	1.0
bridge	LOC129530275	LOC129530276	5	5	5	1.0	1.0	1.0	5	0.9990974729241877
bridge	LOC129530275	LOC129530280	5	5	5	1.0	1.0	1.0	5	1.0
bridge	LOC129530275	LOC129530277	5	5	5	1.0	1.0	1.0	5	1.0
bridge	LOC134756425	LOC129527226	3	1	1	0.333	1.0	0.397	1	0.9407407407407408
bridge	LOC129527200	LOC115933558	15	13	13	0.867	1.0	0.918	13	0.9811738648947951
bridge	LOC129527200	LOC101138564	15	11	11	0.733	1.0	0.917	11	0.9779761904761904
bridge	LOC129527200	LOC129527211	15	14	14	0.933	1.0	0.948	14	0.9785809906291834
bridge	ZDHHC8	LOC134758219	11	1	0	0.0	0.0	0.0	0	0.9388489208633094
real	ZDHHC8	CCDC188	11	10	0	0.0	0.0	0.105	0	1.0
bridge	LOC115932143	LOC115932144	5	4	4	0.8	1.0	0.917	4	0.9085820895522388
bridge	LOC115932143	LOC115932146	5	4	4	0.8	1.0	0.854	4	0.9053784860557769
bridge	LOC115932143	LOC101145464	5	4	4	0.8	1.0	0.719	4	0.9961089494163424
bridge	LOC115932358	LOC129525944	2	2	2	1.0	1.0	0.912	2	0.9029345372460497
bridge	LOC115932358	LOC129531826	2	2	2	1.0	1.0	0.439	2	0.9108910891089109
bridge	LOC129531454	LOC134757321	2	2	2	1.0	1.0	1.0	2	0.9973753280839895
bridge	LOC129529477	LOC129530400	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129529477	LOC134757887	2	2	2	1.0	1.0	1.0	2	0.996415770609319
bridge	AZIN2	LOC134757576	11	1	0	0.0	0.0	0.0	0	1.0
bridge	ZNF705A	ZNF705EP	6	6	5	0.833	0.833	1.0	5	0.9640718562874252
bridge	ZNF705A	ZNF705D	6	6	6	1.0	1.0	0.957	6	0.9686297721219296
bridge	ZNF705A	LOC101128182	6	4	4	0.667	1.0	0.894	4	0.9668161434977578
bridge	LOC134758787	LOC134758789	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC134758787	LOC134758788	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129523579	LOC129527050	4	3	2	0.5	0.667	0.529	2	1.0
bridge	LOC101137460	UBD	1	1	0	0.0	0.0	0.915	0	1.0
bridge	LOC129526258	LOC134757010	7	7	2	0.286	0.286	0.542	2	0.9054945054945055
bridge	LOC134757580	LOC134757582	7	7	7	1.0	1.0	1.0	7	0.9936342592592593
bridge	LOC134757580	LOC115931292	7	6	6	0.857	1.0	0.935	6	0.9900086880973067
bridge	LOC134757580	LOC134757583	7	7	7	1.0	1.0	1.0	7	0.9936342592592593
bridge	LOC134757580	LOC134757578	7	6	6	0.857	1.0	0.935	6	0.9964639321074965
bridge	LOC134757580	LOC134757579	7	6	6	0.857	1.0	0.935	6	0.9919354838709677
bridge	LOC134757580	LOC134757581	7	7	7	1.0	1.0	1.0	7	0.9982691475551709
bridge	ADGRA3	LOC129528335	18	8	2	0.111	0.25	0.324	1	0.9723905723905724
bridge	LOC129530429	LOC129529435	7	3	3	0.429	1.0	0.954	3	0.9518413597733711
bridge	EXOSC1	PGAM1	7	3	0	0.0	0.0	0.322	0	1.0
bridge	LOC115931021	LOC101143341	12	8	8	0.667	1.0	0.679	8	0.9689265536723164
bridge	LOC129525778	LOC134757173	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129525778	LOC129528260	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129525778	LOC129525779	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC115930126	LOC115932684	5	3	3	0.6	1.0	0.366	3	0.9954853273137697
bridge	LOC101128260	LOC109027697	7	6	0	0.0	0.0	0.418	0	0.9161572052401746
bridge	NOP56	LOC101138661	12	1	0	0.0	0.0	0.0	0	0.9137466307277629
bridge	LOC129528236	LOC129531431	5	5	3	0.6	0.6	0.56	3	0.9918918918918919
bridge	LOC129528236	LOC129529294	5	5	5	1.0	1.0	0.808	5	0.9936842105263158
