gene_a	gene_b	dn_a	dn_b	cls	in_ep	core	aln_len	aln_frac
LOC129527827	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073242.2_66613619_4	genuine	0	0.2459	1682	0.4472
LOC129527827	ZNF28	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64759228_5	genuine	0	0.1819	0	0.0
LOC129527827	ZNF347	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65073171_5	genuine	0	0.1681	0	0.0
LOC129527827	ZNF429	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27956158_2	genuine	0	0.3912	0	0.0
LOC129527827	ZNF43	DN_NC_073242.2_66613619_4	DN_NC_073244.2_28333451_4	genuine	0	0.2176	2455	0.6042
LOC129527827	ZNF430	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27504818_5	genuine	0	0.2512	1482	0.4021
LOC129527827	ZNF486	DN_NC_073242.2_66613619_4	DN_NC_073244.2_26666712_5	genuine	0	0.1538	0	0.0
LOC129527827	ZNF506	DN_NC_073242.2_66613619_4	DN_NC_073244.2_26240035_4	genuine	0	0.2809	0	0.0
LOC129527827	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073242.2_66613619_4	genuine	0	0.1920	0	0.0
LOC129527827	ZNF616	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64081943_4	genuine	0	0.1728	0	0.0
LOC129527827	ZNF626	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27131194_2	genuine	0	0.2697	0	0.0
LOC129527827	ZNF675	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29970261_4	genuine	0	0.2180	0	0.0
LOC129527827	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073242.2_66613619_4	genuine	0	0.1308	0	0.0
LOC129527827	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073242.2_66613619_4	genuine	0	0.1447	0	0.0
LOC129527827	ZNF681	DN_NC_073242.2_66613619_4	DN_NC_073244.2_30067652_4	genuine	0	0.1787	1930	0.475
LOC129527827	ZNF682	DN_NC_073242.2_66613619_4	DN_NC_073244.2_26470366_4	genuine	0	0.1410	0	0.0
LOC129527827	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073242.2_66613619_4	genuine	0	0.2424	0	0.0
LOC129527827	ZNF721	DN_NC_073227.2_9009888_2	DN_NC_073242.2_66613619_4	genuine	0	0.2033	0	0.0
LOC129527827	ZNF723	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29232445_4	genuine	0	0.2073	1850	0.7988
LOC129527827	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073242.2_66613619_4	genuine	0	0.1312	0	0.0
LOC129527827	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073242.2_66613619_4	genuine	0	0.1396	0	0.0
LOC129527827	ZNF813	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65398487_4	genuine	0	0.1386	0	0.0
LOC129527827	ZNF83	DN_NC_073242.2_66613619_4	DN_NC_073244.2_64585864_4	genuine	0	0.1591	0	0.0
LOC129527827	ZNF91	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29680825_4	genuine	0	0.2035	0	0.0
LOC129527827	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073242.2_66613619_4	genuine	0	0.1382	0	0.0
LOC129528096	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073243.2_111186227_2	genuine	0	0.3572	426	0.4124
LOC129528278	LOC129528791	DN_NC_073241.2_83874271_3	DN_NC_073244.2_6165323_3	genuine	0	0.4540	979	0.7637
LOC129528278	LOC134758719	DN_NC_073229.2_43677378_4	DN_NC_073241.2_83874271_3	genuine	0	0.1670	846	0.6366
LOC129528278	PLGRKT	DN_NC_073237.2_58966871_3	DN_NC_073241.2_83874271_3	genuine	0	0.1994	0	0.0
LOC129528278	SSBP1	DN_NC_073230.2_150857421_7	DN_NC_073241.2_83874271_3	genuine	0	0.2220	743	0.5591
LOC129528486	RPL23A	DN_NC_073228.2_64369461_5	DN_NC_073244.2_6036407_2	genuine	0	0.1525	487	0.3829
LOC129528551	ZFAND5	DN_NC_073237.2_68560894_6	DN_NC_073244.2_54031930_2	genuine	0	0.2499	632	0.2866
LOC129528667	ZNF268	DN_NC_073234.2_148682020_7	DN_NC_073244.2_63882905_5	genuine	0	0.3145	0	0.0
LOC129528667	ZNF585A	DN_NC_073244.2_48319142_5	DN_NC_073244.2_63882905_5	genuine	0	0.1847	0	0.0
LOC129528751	LOC129531751	DN_NC_073236.2_140400059_5	DN_NC_073244.2_70818649_5	genuine	0	0.7511	2196	1.0064
LOC129528751	LOC129532625	DN_NC_073244.2_70818649_5	DN_NC_086017.1_211655827_5	genuine	0	0.7473	2204	1.0
LOC129528751	LOC129532709	DN_NC_073244.2_70818649_5	DN_NC_086017.1_9337960_4	genuine	0	0.5894	489	0.5906
LOC129528751	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073244.2_70818649_5	genuine	0	0.1352	489	0.2219
LOC129528751	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073244.2_70818649_5	genuine	0	0.1352	489	0.2219
LOC129528751	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073244.2_70818649_5	genuine	0	0.2191	477	0.2164
LOC129528751	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_073244.2_70818649_5	genuine	0	0.3833	2204	1.0046
LOC129528751	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_073244.2_70818649_5	genuine	0	0.1352	489	0.2219
LOC129528751	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073244.2_70818649_5	genuine	0	0.1366	481	0.2182
LOC129528751	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073244.2_70818649_5	genuine	0	0.2232	489	0.2219
LOC129528791	LOC134758719	DN_NC_073229.2_43677378_4	DN_NC_073244.2_6165323_3	genuine	0	0.1708	854	0.6661
LOC129528791	PLGRKT	DN_NC_073237.2_58966871_3	DN_NC_073244.2_6165323_3	genuine	0	0.1763	0	0.0
LOC129528791	SSBP1	DN_NC_073230.2_150857421_7	DN_NC_073244.2_6165323_3	genuine	0	0.2215	751	0.5858
LOC129528947	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27408454_4	genuine	0	0.1404	0	0.0
LOC129528947	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27408454_4	genuine	0	0.2124	0	0.0
LOC129528947	ZNF254	DN_NC_073244.2_27408454_4	DN_NC_073244.2_30438386_2	genuine	0	0.4127	1087	0.2902
LOC129528947	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27408454_4	genuine	0	0.1859	0	0.0
LOC129528947	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27408454_4	genuine	0	0.4028	1885	0.5012
LOC129528947	ZNF28	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64759228_5	genuine	0	0.1861	0	0.0
LOC129528947	ZNF347	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65073171_5	genuine	0	0.1733	0	0.0
LOC129528947	ZNF415	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65046428_4	genuine	0	0.3374	0	0.0
LOC129528947	ZNF429	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27956158_2	genuine	0	0.7124	1618	0.7446
LOC129528947	ZNF43	DN_NC_073244.2_27408454_4	DN_NC_073244.2_28333451_4	genuine	0	0.2221	2928	0.7643
LOC129528947	ZNF430	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27504818_5	genuine	0	0.3730	2606	0.707
LOC129528947	ZNF480	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64265252_5	genuine	0	0.1827	0	0.0
LOC129528947	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27408454_4	genuine	0	0.2707	1376	0.4494
LOC129528947	ZNF506	DN_NC_073244.2_26240039_2	DN_NC_073244.2_27408454_4	genuine	0	0.3468	1499	0.4937
LOC129528947	ZNF519	DN_NC_073241.2_36126198_2	DN_NC_073244.2_27408454_4	genuine	0	0.3210	0	0.0
LOC129528947	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27408454_4	genuine	0	0.4550	0	0.0
LOC129528947	ZNF611	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64672255_4	genuine	0	0.2242	0	0.0
LOC129528947	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27408454_4	genuine	0	0.4006	1074	0.342
LOC129528947	ZNF675	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29970261_4	genuine	0	0.5799	1850	0.8401
LOC129528947	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27408454_4	genuine	0	0.3025	0	0.0
LOC129528947	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27408454_4	genuine	0	0.2786	1581	0.4857
LOC129528947	ZNF681	DN_NC_073244.2_27408454_4	DN_NC_073244.2_30067652_4	genuine	0	0.3717	1818	0.4745
LOC129528947	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27408454_4	genuine	0	0.3901	0	0.0
LOC129528947	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27408454_4	genuine	0	0.2820	0	0.0
LOC129528947	ZNF721	DN_NC_073227.2_9009888_2	DN_NC_073244.2_27408454_4	genuine	0	0.3158	0	0.0
LOC129528947	ZNF723	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29232445_4	genuine	0	0.4758	1516	0.6546
LOC129528947	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27408454_4	genuine	0	0.2279	0	0.0
LOC129528947	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27408454_4	genuine	0	0.3078	0	0.0
LOC129528947	ZNF766	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64231369_4	genuine	0	0.2754	0	0.0
LOC129528947	ZNF813	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65398487_4	genuine	0	0.3203	0	0.0
LOC129528947	ZNF83	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64585864_4	genuine	0	0.2187	0	0.0
LOC129528947	ZNF836	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64125568_5	genuine	0	0.3171	0	0.0
LOC129528947	ZNF888	DN_NC_073244.2_27408454_4	DN_NC_073244.2_64860608_4	genuine	0	0.2036	0	0.0
LOC129528947	ZNF91	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29680825_2	genuine	0	0.3490	1467	0.3829
LOC129528947	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27408454_4	genuine	0	0.2397	2078	0.6985
LOC129529082	NAP1L3	DN_NC_073245.2_35160176_6	DN_NC_073247.2_105439613_2	genuine	0	0.1661	449	0.1615
LOC129529082	NDUFAF2	DN_NC_073243.2_49045190_4	DN_NC_073245.2_35160176_6	genuine	0	0.2105	454	0.2073
LOC129529082	SLC11A2	DN_NC_073234.2_50306180_17	DN_NC_073245.2_35160176_6	genuine	0	0.1312	0	0.0
LOC129529083	LOC134757821	DN_NC_073245.2_35742393_2	DN_NC_073245.2_35910982_4	genuine	0	0.2220	3084	0.8579
LOC129529084	SEPTIN14	DN_NC_073230.2_63974160_10	DN_NC_073245.2_35625538_4	genuine	0	0.1377	0	0.0
LOC129529226	LOC134756437	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19235747_8	genuine	0	0.4912	727	0.4932
LOC129529226	LOC134758712	DN_NC_073224.2_15670210_25	DN_NC_073224.2_15783681_8	genuine	0	0.4912	727	0.4932
LOC129529226	LOC134758754	DN_NC_073224.2_15670210_25	DN_NC_073224.2_19344252_8	genuine	0	0.5024	727	0.5045
LOC129529456	NCAPH2	DN_NC_086018.1_48564680_20	DN_NC_086018.1_48579325_2	TP	0	0.8247	856	0.8247
LOC129529583	TUBA3E	DN_NC_073235.2_32697745_5	DN_NC_086018.1_18552717_3	genuine	0	0.2330	684	0.4318
LOC129529583	TUBA8	DN_NC_086018.1_16134008_5	DN_NC_086018.1_18552717_3	genuine	0	0.1810	0	0.0
LOC129529591	ZNF74	DN_NC_086018.1_17871480_5	DN_NC_086018.1_18821463_5	genuine	0	0.2451	919	0.2438
LOC129529684	TMEM230	DN_NC_073245.2_15006691_4	DN_NC_073247.2_119718095_2	genuine	0	0.1351	0	0.0
LOC129529790	LOC129530333	DN_NC_073247.2_17003459_2	DN_NC_073248.2_30080680_2	genuine	0	0.4161	658	1.1267
LOC129530020	TMEM185A	DN_NC_073247.2_161266095_3	DN_NC_073247.2_161413981_7	TP	0	1.0000	2006	1.0
LOC129530096	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_114234875_11	genuine	0	0.3819	479	0.3811
LOC129530096	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073247.2_114234875_11	genuine	0	0.1749	473	0.2426
LOC129530096	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_114234875_11	genuine	0	0.2419	471	0.3463
LOC129530123	RAB40B	DN_NC_073228.2_9291784_6	DN_NC_073247.2_115190067_8	genuine	0	0.2845	852	0.3
LOC129530123	RAB40C	DN_NC_073242.2_4214750_6	DN_NC_073247.2_115190067_8	genuine	0	0.2934	0	0.0
LOC129530131	LOC134756589	DN_NC_073234.2_126370406_2	DN_NC_073247.2_115708949_2	genuine	0	0.1691	475	0.1656
LOC129530131	NCALD	DN_NC_073231.2_107519754_4	DN_NC_073247.2_115708949_2	genuine	0	0.1516	477	0.1561
LOC129530131	NCR3LG1	DN_NC_073233.2_23732821_4	DN_NC_073247.2_115708949_2	genuine	0	0.1565	478	0.1565
LOC129530131	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073247.2_115708949_2	genuine	0	0.3747	471	0.3747
LOC129530131	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073247.2_115708949_2	genuine	0	0.1682	488	0.2503
LOC129530131	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073247.2_115708949_2	genuine	0	0.2449	474	0.3485
LOC129530131	TMEM38B	DN_NC_073237.2_101948554_6	DN_NC_073247.2_115708949_2	genuine	0	0.1568	479	0.1568
LOC129530131	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073247.2_115708949_2	genuine	0	0.1525	463	0.1516
LOC129530205	LOC129530238	DN_NC_073248.2_19625716_11	DN_NC_073248.2_19671639_11	genuine	0	1.0000	1761	1.0
LOC129530205	LOC129530241	DN_NC_073248.2_19648671_11	DN_NC_073248.2_19694607_11	genuine	0	1.0000	1827	1.0
LOC129530205	LOC129530249	DN_NC_073248.2_19648671_11	DN_NC_073248.2_25725363_11	genuine	0	1.0000	1823	1.0
LOC129530205	LOC129530259	DN_NC_073248.2_15918163_7	DN_NC_073248.2_19602755_10	genuine	0	0.4058	876	0.5174
LOC129530205	LOC129530266	DN_NC_073248.2_16416010_5	DN_NC_073248.2_19602755_10	genuine	0	0.2020	789	0.466
LOC129530205	LOC129530271	DN_NC_073248.2_19602755_10	DN_NC_073248.2_25704431_6	genuine	0	0.4731	801	0.4731
LOC129530227	LOC134756368	DN_NC_073236.2_23070420_5	DN_NC_073248.2_45277558_8	genuine	0	0.2710	906	0.6093
LOC129530227	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073248.2_45277558_8	genuine	0	0.9758	1487	1.0
LOC129530227	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073248.2_45277558_8	genuine	0	0.8413	1489	1.0013
LOC129530238	LOC129530271	DN_NC_073248.2_19671639_11	DN_NC_073248.2_25704431_6	genuine	0	0.4435	761	0.4321
LOC129530241	LOC129530271	DN_NC_073248.2_19694607_11	DN_NC_073248.2_25704431_6	genuine	0	0.4384	801	0.4384
LOC129530249	LOC129530271	DN_NC_073248.2_25704431_6	DN_NC_073248.2_25725363_11	genuine	0	0.4504	801	0.4394
LOC129530259	LOC129530271	DN_NC_073248.2_15918163_7	DN_NC_073248.2_25704431_6	genuine	0	0.2763	2090	0.789
LOC129530266	LOC129530271	DN_NC_073248.2_16416010_5	DN_NC_073248.2_25704431_6	genuine	0	0.6269	2123	1.0926
LOC129530429	LOC129531431	DN_NC_073236.2_26203134_8	DN_NC_073248.2_10847471_7	genuine	0	0.1309	2740	0.8026
LOC129530593	LOC129531205	DN_NC_073240.2_4575875_4	DN_NC_073241.2_195924_6	genuine	0	0.4443	1287	0.564
LOC129530593	LOC129531501	DN_NC_073238.2_8052138_7	DN_NC_073241.2_195924_6	genuine	0	0.6191	760	0.7183
LOC129530593	SAFB2	DN_NC_073241.2_195924_6	DN_NC_073244.2_11377962_21	genuine	0	0.2918	764	0.3348
LOC129531501	SAFB	DN_NC_073238.2_8052138_7	DN_NC_073244.2_11413820_21	genuine	0	0.1418	0	0.0
LOC129531501	SAFB2	DN_NC_073238.2_8052138_7	DN_NC_073244.2_11377962_21	genuine	0	0.8894	1047	0.9896
LOC129531751	LOC129532625	DN_NC_073236.2_140400059_5	DN_NC_086017.1_211655827_5	genuine	0	0.7511	2190	1.0037
LOC129531751	LOC129532709	DN_NC_073236.2_140400059_5	DN_NC_086017.1_9337960_4	genuine	0	0.5797	481	0.5809
LOC129531751	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073236.2_140400059_5	genuine	0	0.1366	481	0.2204
LOC129531751	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073236.2_140400059_5	genuine	0	0.1366	481	0.2204
LOC129531751	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073236.2_140400059_5	genuine	0	0.2214	477	0.2186
LOC129531751	LOC134756415	DN_NC_073236.2_140400059_5	DN_NC_073241.2_110003031_5	genuine	0	0.3854	2187	1.0023
LOC129531751	LOC134757299	DN_NC_073236.2_140400059_5	DN_NC_073240.2_103747497_4	genuine	0	0.1366	481	0.2204
LOC129531751	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073236.2_140400059_5	genuine	0	0.1379	481	0.2204
LOC129531751	NDUFA8	DN_NC_073236.2_140400059_5	DN_NC_073237.2_118498911_4	genuine	0	0.2218	481	0.2204
LOC129531864	LOC129531867	DN_NC_073236.2_31364804_7	DN_NC_073236.2_31570340_7	genuine	0	0.1985	527	0.1985
LOC129531982	LOC134756437	DN_NC_073224.2_19235747_8	DN_NC_073224.2_29070818_24	genuine	0	0.6235	920	0.6242
LOC129531982	LOC134758712	DN_NC_073224.2_15783681_8	DN_NC_073224.2_29070818_24	genuine	0	0.6235	920	0.6242
LOC129531982	LOC134758754	DN_NC_073224.2_19344252_8	DN_NC_073224.2_29070818_24	genuine	0	0.6378	920	0.6384
LOC129532045	LOC134757399	DN_NC_073235.2_137582288_5	DN_NC_073241.2_80636266_2	genuine	0	0.1429	0	0.0
LOC129532045	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073235.2_137582288_5	genuine	0	0.1433	0	0.0
LOC129532125	LOC129532854	DN_NC_073227.2_109806788_5	DN_NC_073235.2_83159862_3	genuine	0	0.1394	537	0.1904
LOC129532222	LOC129532224	DN_NC_073235.2_33703802_2	DN_NC_073235.2_34402342_7	genuine	0	0.1461	1497	0.6338
LOC129532538	LOC129532539	DN_NC_086017.1_156500672_2	DN_NC_086017.1_156500672_3	genuine	0	0.1451	388	0.1451
LOC129532625	LOC129532709	DN_NC_086017.1_211655827_5	DN_NC_086017.1_9337960_4	genuine	0	0.6147	509	0.6147
LOC129532625	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_086017.1_211655827_5	genuine	0	0.1338	519	0.2329
LOC129532625	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_086017.1_211655827_5	genuine	0	0.1338	519	0.2329
LOC129532625	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_086017.1_211655827_5	genuine	0	0.2168	477	0.2141
LOC129532625	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_211655827_5	genuine	0	0.3833	2200	1.0027
LOC129532625	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_086017.1_211655827_5	genuine	0	0.1338	499	0.224
LOC129532625	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_086017.1_211655827_5	genuine	0	0.1351	481	0.2159
LOC129532625	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_086017.1_211655827_5	genuine	0	0.2343	519	0.2329
LOC129532709	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_086017.1_9337960_4	genuine	0	0.7391	828	1.0
LOC129532709	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_086017.1_9337960_4	genuine	0	0.7391	828	1.0
LOC129532709	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_086017.1_9337960_4	genuine	0	0.5749	479	0.5785
LOC129532709	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_9337960_4	genuine	0	0.5918	490	0.5918
LOC129532709	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_086017.1_9337960_4	genuine	0	0.7403	817	0.9867
LOC129532709	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_086017.1_9337960_4	genuine	0	0.3551	483	0.5833
LOC129532709	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_086017.1_9337960_4	genuine	0	0.9988	828	1.0
LOC129532808	LOC129533287	DN_NC_073227.2_211080863_4	DN_NC_073227.2_8155721_4	genuine	0	1.0000	4509	1.0
LOC129532808	LOC134756415	DN_NC_073227.2_211080863_4	DN_NC_073241.2_110003031_5	genuine	0	0.1358	490	0.2233
LOC129532808	LOC134757299	DN_NC_073227.2_211080863_4	DN_NC_073240.2_103747497_4	genuine	0	1.0000	4488	1.0
LOC129532808	LOC134759133	DN_NC_073227.2_211080863_4	DN_NC_073231.2_150902261_3	genuine	0	0.2123	482	0.2114
LOC129532808	NDUFA8	DN_NC_073227.2_211080863_4	DN_NC_073237.2_118498911_4	genuine	0	0.3254	4427	1.0002
LOC129532854	NLGN1	DN_NC_073227.2_109806788_5	DN_NC_086017.1_185299820_2	genuine	0	0.1348	464	0.1645
LOC129532935	SORT1	DN_NC_073224.2_116693847_11	DN_NC_073224.2_130686217_20	genuine	0	0.3095	985	0.3647
LOC129533124	NUPR2	DN_NC_073227.2_139561252_10	DN_NC_073230.2_64295055_2	genuine	0	0.1719	0	0.0
LOC129533273	TFEC	DN_NC_073227.2_22580407_2	DN_NC_073230.2_124939640_5	genuine	0	0.1387	0	0.0
LOC129533287	LOC134756415	DN_NC_073227.2_8155721_4	DN_NC_073241.2_110003031_5	genuine	0	0.1358	490	0.2233
LOC129533287	LOC134757299	DN_NC_073227.2_8155721_4	DN_NC_073240.2_103747497_4	genuine	0	1.0000	4488	1.0
LOC129533287	LOC134759133	DN_NC_073227.2_8155721_4	DN_NC_073231.2_150902261_3	genuine	0	0.2123	482	0.2114
LOC129533287	NDUFA8	DN_NC_073227.2_8155721_4	DN_NC_073237.2_118498911_4	genuine	0	0.3254	4430	1.0009
LOC129533438	SPC25	DN_NC_073224.2_219630924_4	DN_NC_073235.2_71373985_7	genuine	0	0.1463	0	0.0
LOC129533692	NREP	DN_NC_073228.2_115483850_5	DN_NC_073228.2_115545008_4	genuine	0	0.5490	1554	0.5483
LOC129533739	TMEM87A	DN_NC_073228.2_47938018_2	DN_NC_073240.2_43072375_7	genuine	0	0.2791	0	0.0
LOC129534465	LOC134756566	DN_NC_073229.2_86209092_3	DN_NC_073234.2_71885470_2	genuine	0	0.1570	226	0.1543
LOC129534465	LOC134757610	DN_NC_073229.2_86209092_3	DN_NC_073243.2_86703688_5	genuine	0	0.1549	0	0.0
LOC129534552	LOC134756415	DN_NC_073229.2_195378107_3	DN_NC_073241.2_110003031_5	genuine	0	0.2201	477	0.2174
LOC129534552	LOC134759133	DN_NC_073229.2_195378107_3	DN_NC_073231.2_150902261_3	genuine	0	0.4154	2283	1.0013
LOC129534552	NDUFA8	DN_NC_073229.2_195378107_3	DN_NC_073237.2_118498911_4	genuine	0	0.1581	479	0.1581
LOC134756368	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073236.2_23070420_5	TP	0	0.4120	1170	0.7303
LOC134756415	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_073241.2_110003031_5	genuine	0	0.1358	490	0.2233
LOC134756415	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073241.2_110003031_5	genuine	0	0.1372	481	0.2192
LOC134756415	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073241.2_110003031_5	genuine	0	0.2252	491	0.2238
LOC134756589	NCALD	DN_NC_073231.2_107519754_4	DN_NC_073234.2_126370406_2	genuine	0	0.1681	464	0.1618
LOC134756589	NCR3LG1	DN_NC_073233.2_23732821_4	DN_NC_073234.2_126370406_2	genuine	0	0.1674	472	0.1646
LOC134756589	PDCD5	DN_NC_073234.2_126370406_2	DN_NC_073244.2_43610901_6	genuine	0	0.3850	471	0.3747
LOC134756589	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073234.2_126370406_2	genuine	0	0.1682	469	0.2405
LOC134756589	SPC25	DN_NC_073234.2_126370406_2	DN_NC_073235.2_71373985_7	genuine	0	0.2449	474	0.3485
LOC134756589	TMEM38B	DN_NC_073234.2_126370406_2	DN_NC_073237.2_101948554_6	genuine	0	0.1712	480	0.1674
LOC134756589	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073234.2_126370406_2	genuine	0	0.1611	463	0.1614
LOC134756641	LOC134758618	DN_NC_073228.2_179980536_5	DN_NC_073235.2_41950647_3	genuine	0	0.1582	0	0.0
LOC134756743	TRNAQ-CUG	DN_NC_073224.2_114480077_3	DN_NC_073224.2_115073534_2	genuine	0	0.2798	1679	0.8226
LOC134756859	RAPH1	DN_NC_073235.2_106111443_2	DN_NC_073237.2_32419572_2	genuine	0	0.1939	0	0.0
LOC134756922	NDUFAF2	DN_NC_073224.2_117217199_13	DN_NC_073243.2_49045190_4	genuine	0	0.1374	445	0.2032
LOC134757145	ZNF429	DN_NC_073239.2_120173605_3	DN_NC_073244.2_27956142_2	genuine	0	0.1412	0	0.0
LOC134757208	LOC134758618	DN_NC_073228.2_179980536_5	DN_NC_073239.2_28798849_2	genuine	0	0.1366	0	0.0
LOC134757257	PAQR5	DN_NC_073240.2_70140109_8	DN_NC_073240.2_70243341_2	genuine	0	0.2510	702	0.2492
LOC134757299	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073240.2_103747497_4	genuine	0	0.2123	482	0.2114
LOC134757299	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073240.2_103747497_4	genuine	0	0.3256	4407	0.9957
LOC134757313	MTHFD2L	DN_NC_073227.2_94499432_2	DN_NC_073240.2_44461085_2	genuine	0	0.6141	2497	0.6126
LOC134757399	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073241.2_80636266_2	genuine	0	0.2639	0	0.0
LOC134757427	LOC134757432	DN_NC_073242.2_15582850_2	DN_NC_073242.2_30609225_2	TP	0	0.3523	2839	0.9902
LOC134757427	SNX29	DN_NC_073242.2_15582850_2	DN_NC_073242.2_35192809_3	genuine	0	0.1677	570	0.4305
LOC134757432	SNX29	DN_NC_073242.2_30609335_2	DN_NC_073242.2_35192809_3	genuine	0	0.1820	596	0.4502
LOC134757436	LOC134757438	DN_NC_073242.2_65850805_2	DN_NC_073242.2_68751082_2	genuine	0	0.8972	4086	0.8972
LOC134757440	NOB1	DN_NC_073242.2_98958086_2	DN_NC_073242.2_98974496_9	genuine	0	0.2612	481	0.259
LOC134757574	TXN	DN_NC_073237.2_106488614_5	DN_NC_073243.2_19688237_2	genuine	0	0.2520	471	0.7464
LOC134758217	RFPL3	DN_NC_086018.1_27470342_2	DN_NC_086018.1_30368542_3	TP	0	0.4228	585	0.4108
