chrom	start	end	best_gene	identity	kind	n_reads	transcribed
NC_073224.2	124684646	124686575	LOC101145482	0.936	pseudogene_copy	0	0
NC_073224.2	125517610	125518090	RPS15	0.914	pseudogene_copy	0	0
NC_073224.2	125547158	125547653	RPS19	0.896	pseudogene_copy	0	0
NC_073224.2	140075125	140075287	LOC101146227	0.938	unannotated	0	0
NC_073224.2	148377394	148377776	LOC101146227	0.952	pseudogene_copy	0	0
NC_073224.2	148956313	148957300	RPL5	0.931	pseudogene_copy	0	0
NC_073224.2	155750149	155750729	NEDD8	0.955	pseudogene_copy	0	0
NC_073224.2	158557033	158558158	LOC109029309	0.877	pseudogene_copy	0	0
NC_073224.2	158887250	158888082	RPL7	0.924	pseudogene_copy	0	0
NC_073224.2	160910045	160912242	PSAT1	0.946	pseudogene_copy	0	0
NC_073224.2	161085631	161093976	LOC129534535	0.879	unannotated	0	0
NC_073224.2	161207678	161209729	SNW1	0.919	pseudogene_copy	0	0
NC_073224.2	171602752	171605012	LOC129527394	0.941	unannotated	0	0
NC_073224.2	180987259	180987789	LOC101146664	0.896	pseudogene_copy	0	0
NC_073224.2	184745135	184746927	GYG1	0.921	pseudogene_copy	0	0
NC_073224.2	185436812	185437799	LOC101144033	0.897	pseudogene_copy	0	0
NC_073224.2	185998991	186000083	LOC109029309	0.942	pseudogene_copy	0	0
NC_073224.2	189560164	189560636	LOC129532227	0.907	pseudogene_copy	0	0
NC_073224.2	192824041	192826458	LOC134758102	0.98	unannotated	0	0
NC_073224.2	195155756	195156206	RPS15A	0.968	pseudogene_copy	0	0
NC_073224.2	195840428	195842060	KRT8	0.913	pseudogene_copy	0	0
NC_073224.2	197044141	197045447	ATP6V1E1	0.927	pseudogene_copy	0	0
NC_073224.2	197056208	197057708	MKRN1	0.927	pseudogene_copy	0	0
NC_073224.2	201263342	201265915	HSPA5	0.928	pseudogene_copy	0	0
NC_073224.2	212768942	212769518	LOC109024622	0.908	pseudogene_copy	0	0
NC_073224.2	213420025	213421335	DPPA2	0.87	pseudogene_copy	0	0
NC_073224.2	216598642	216599260	LOC101135885	0.921	pseudogene_copy	0	0
NC_073224.2	224148581	224153770	FAM131C	0.986	pseudogene_copy	0	0
NC_073224.2	224391260	224391811	LOC101136134	0.91	pseudogene_copy	0	0
NC_073224.2	226836832	226839171	LOC129533108	0.973	unannotated	0	0
NC_073224.2	226901974	226904966	LOC101146902	0.99	pseudogene_copy	0	0
NC_073224.2	227060491	227063274	LOC134758527	0.994	pseudogene_copy	0	0
NC_073224.2	227331373	227334350	LOC101138466	0.994	pseudogene_copy	0	0
NC_073224.2	227439865	227442648	LOC134758527	0.994	pseudogene_copy	0	0
NC_073224.2	227465636	227468783	LOC101146902	0.99	pseudogene_copy	0	0
NC_073224.2	227528087	227530110	LOC129533108	0.992	pseudogene_copy	0	0
NC_073224.2	227641909	227644998	LOC101146902	0.964	pseudogene_copy	0	0
NC_073224.2	227655825	227664992	LOC115933122	0.995	pseudogene_copy	0	0
NC_073224.2	227708948	227710971	LOC129533108	0.992	pseudogene_copy	0	0
NC_073224.2	232562125	232563351	LOC101150321	0.884	pseudogene_copy	0	0
NC_073224.2	236456676	236462804	PMM2	0.906	unannotated	0	0
NC_073224.2	240501311	240517142	LOC134758137	0.981	unannotated	0	0
NC_073224.2	240546272	240623932	LOC129534177	0.995	unannotated	0	0
NC_073224.2	241047822	241056094	LOC129532624	0.807	unannotated	0	0
NC_073224.2	241224429	241242711	LOC129526002	0.987	unannotated	0	0
NC_086018.1	2289647	2290798	LOC134757864	0.991	unannotated	0	0
NC_086018.1	3407164	3413131	LOC134757864	0.984	unannotated	0	0
NC_086018.1	4114580	4116224	LOC134757035	0.991	unannotated	0	0
NC_086018.1	5126020	5151501	LOC129530495	0.997	unannotated	0	0
NC_086018.1	6865750	6868652	LOC115932837	0.988	pseudogene_copy	0	0
NC_086018.1	9755740	9759945	LOC115931713	0.892	unannotated	0	0
NC_086018.1	9909118	9910998	LOC129526714	0.932	unannotated	0	0
NC_086018.1	9976941	9996258	LOC134757226	0.971	unannotated	0	0
NC_086018.1	10312132	10319388	LOC129529652	0.964	pseudogene_copy	0	0
NC_086018.1	10333149	10337850	LOC129524570	0.989	pseudogene_copy	0	0
NC_086018.1	10367252	10371417	LOC115931713	0.925	unannotated	0	0
NC_086018.1	10374711	10387851	LOC129529220	0.953	unannotated	0	0
NC_086018.1	16245741	16246791	EIF3F	0.934	pseudogene_copy	0	0
NC_086018.1	17763627	17764673	EIF3F	0.939	pseudogene_copy	0	0
NC_086018.1	18687219	18705188	LOC129529663	0.993	unannotated	0	0
NC_086018.1	20472039	20472468	ATP5PF	0.944	pseudogene_copy	0	0
NC_086018.1	22259101	22264295	LOC129529588	0.98	pseudogene_copy	0	0
NC_086018.1	22548714	22550398	LOC129529614	0.999	unannotated	0	0
NC_086018.1	39070132	39071884	ACTB	0.89	pseudogene_copy	0	0
NC_086018.1	39668456	39669331	LOC129526381	0.961	unannotated	0	0
NC_086018.1	47250257	47250595	LOC115933526	0.917	pseudogene_copy	0	0
NC_073244.2	5628121	5633843	LOC129524832	0.994	unannotated	0	0
NC_073244.2	13758892	13760424	LYPLA2	0.952	pseudogene_copy	0	0
NC_073244.2	18597983	18599817	PGK1	0.944	pseudogene_copy	0	0
NC_073244.2	19203305	19204184	LOC101136134	0.915	pseudogene_copy	0	0
NC_073244.2	22336155	22340524	IPMK	0.923	pseudogene_copy	0	0
NC_073244.2	24490995	24491796	RPS18	0.913	pseudogene_copy	0	0
NC_073244.2	24724889	24725266	RPL39	0.942	unannotated	0	0
NC_073244.2	42925786	42926588	LHB	0.924	pseudogene_copy	0	0
NC_073244.2	42935246	42936005	LOC101133291	0.974	unannotated	0	0
NC_073244.2	42938099	42938901	LHB	0.924	pseudogene_copy	0	0
NC_073244.2	42941398	42942157	LOC101133291	0.974	unannotated	0	0
NC_073244.2	42959864	42960623	LOC101133291	0.974	unannotated	0	0
NC_073244.2	42962717	42963519	LHB	0.924	pseudogene_copy	0	0
NC_073244.2	42966032	42966791	LOC101133291	0.974	unannotated	0	0
NC_073244.2	42968885	42969687	LHB	0.924	pseudogene_copy	0	0
NC_073244.2	42972186	42972945	LOC101133291	0.974	unannotated	0	0
NC_073244.2	42975039	42975841	LHB	0.924	pseudogene_copy	0	0
NC_073244.2	42987343	42988145	LHB	0.924	pseudogene_copy	0	0
NC_073244.2	42999687	43000489	LHB	0.924	unannotated	0	0
NC_073244.2	43002995	43003754	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43005849	43006651	LHB	0.924	unannotated	0	0
NC_073244.2	43009162	43009921	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43015323	43016082	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43021484	43022243	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43024338	43025140	LHB	0.924	unannotated	0	0
NC_073244.2	43041757	43042516	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43047907	43048666	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43060251	43061010	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43069694	43070496	LHB	0.924	unannotated	0	0
NC_073244.2	43075851	43077182	LOC129528620	0.993	unannotated	0	0
NC_073244.2	43082015	43083127	LOC101124600	0.983	unannotated	0	0
NC_073244.2	43084912	43085671	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43100522	43101853	LOC129528619	0.992	unannotated	0	0
NC_073244.2	43103419	43104178	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43112844	43113646	LHB	0.924	unannotated	0	0
NC_073244.2	43119006	43119808	LHB	0.924	unannotated	0	0
NC_073244.2	43121903	43122662	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43125163	43125965	LHB	0.924	unannotated	0	0
NC_073244.2	43128060	43128819	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43131308	43132110	LHB	0.924	unannotated	0	0
NC_073244.2	43134204	43134963	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43137457	43138259	LHB	0.924	unannotated	0	0
NC_073244.2	43140355	43141114	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43143607	43144719	LOC101124600	0.983	unannotated	0	0
NC_073244.2	43146504	43147263	LOC101133291	0.974	pseudogene_copy	0	0
NC_073244.2	43149765	43150877	LOC101124600	0.983	unannotated	0	0
NC_073244.2	43155911	43156713	LHB	0.924	unannotated	0	0
NC_073244.2	43162054	43162856	LHB	0.924	unannotated	0	0
NC_073244.2	44386168	44387504	AKR1B1	0.933	pseudogene_copy	0	0
NC_073244.2	46437708	46439946	EEF1A1	0.922	pseudogene_copy	0	0
NC_073244.2	46632496	46634609	LOC129529611	0.916	pseudogene_copy	0	0
NC_073244.2	52811965	52813476	LOC101150224	0.949	pseudogene_copy	0	0
NC_073244.2	53438627	53440101	LOC101134010	0.924	pseudogene_copy	0	0
NC_073244.2	54886609	54895216	CD177	0.946	pseudogene_copy	0	0
NC_073244.2	63363791	63371710	NIFK	0.896	pseudogene_copy	0	0
NC_073244.2	66689047	66704838	LOC115931566	0.948	pseudogene_copy	0	0
NC_073244.2	70765627	70792676	LOC101142376	0.992	pseudogene_copy	0	0
NC_073244.2	70935068	70945605	LOC129523817	0.979	unannotated	0	0
NC_073243.2	23174215	23175183	LOC115931052	0.865	unannotated	0	0
NC_073243.2	31377872	31378269	LOC101146227	0.958	pseudogene_copy	0	0
NC_073243.2	31392924	31394703	ACTB	0.873	pseudogene_copy	0	0
NC_073243.2	33893382	33895190	ACTB	0.933	pseudogene_copy	0	0
NC_073243.2	35308942	35310005	SNRPC	0.93	pseudogene_copy	0	0
NC_073243.2	35772333	35774097	BIN2	0.928	pseudogene_copy	0	0
NC_073243.2	35851620	35853216	KPNA7	0.894	pseudogene_copy	0	0
NC_073243.2	49452714	49454444	LOC129532097	0.904	pseudogene_copy	0	0
NC_073243.2	52704581	52706517	ERVW-1	0.928	unannotated	0	0
NC_073243.2	53944865	53946461	PSMC1	0.924	pseudogene_copy	0	0
NC_073243.2	56370765	56372334	ASS1	0.933	pseudogene_copy	0	0
NC_073243.2	59613278	59613759	LOC101147117	0.893	pseudogene_copy	0	0
NC_073243.2	72179947	72182742	INTS6	0.964	pseudogene_copy	0	0
NC_073243.2	75464153	75466332	ZCCHC10	0.869	pseudogene_copy	0	0
NC_073243.2	77831926	77832376	LOC101135486	0.898	pseudogene_copy	0	0
NC_073243.2	81951078	81951466	LOC109025290	0.922	pseudogene_copy	0	0
NC_073243.2	85981619	85985385	MSN	0.941	pseudogene_copy	0	0
NC_073243.2	93826530	93827044	RPL36AL	0.919	pseudogene_copy	0	0
NC_073243.2	94331288	94331878	LOC134757567	0.938	pseudogene_copy	0	0
NC_073243.2	94480298	94483524	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94483729	94486955	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94487160	94490386	LOC129527874	1.0	unannotated	0	0
NC_073243.2	94490591	94493817	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94494022	94497248	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94497453	94500678	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94500883	94504109	LOC129527865	1.0	unannotated	0	0
NC_073243.2	94504314	94507540	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94507745	94510971	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94511176	94514402	LOC129527865	1.0	unannotated	0	0
NC_073243.2	94514607	94517833	LOC115931232	1.0	unannotated	0	0
NC_073243.2	94518038	94521264	LOC129527871	1.0	unannotated	0	0
NC_073243.2	94521469	94524695	LOC129527865	1.0	unannotated	0	0
NC_073243.2	94529065	94532291	LOC134757555	1.0	unannotated	0	0
NC_073243.2	94532496	94535722	LOC134757555	1.0	unannotated	0	0
NC_073243.2	94535927	94536537	LOC134757555	1.0	unannotated	0	0
NC_073243.2	109394319	109395604	HIBCH	0.888	pseudogene_copy	0	0
NC_073243.2	112787498	112814156	LOC115933269	0.982	pseudogene_copy	0	0
NC_073243.2	112858947	112860305	LOC129533126	0.935	unannotated	0	0
NC_073229.2	18048650	18048896	LOC129526082	0.907	unannotated	0	0
NC_073229.2	20668516	20669679	LOC129525034	0.959	unannotated	0	0
NC_073229.2	31212138	31213042	RPS4X	0.931	pseudogene_copy	0	0
NC_073229.2	43996578	43997622	LOC101132116	0.903	pseudogene_copy	0	0
NC_073229.2	44814019	44814796	LOC101123985	0.903	pseudogene_copy	0	0
NC_073229.2	46631414	46632766	KRT18	0.915	pseudogene_copy	0	0
NC_073229.2	47235980	47236930	LOC101136730	0.943	pseudogene_copy	0	0
NC_073229.2	47300360	47301427	SUMO2	0.973	pseudogene_copy	0	0
NC_073229.2	48974840	48978693	USP8	0.926	pseudogene_copy	0	0
NC_073229.2	49060759	49064254	DHFR	0.884	pseudogene_copy	0	0
NC_073229.2	53314249	53314695	RPS15A	0.948	pseudogene_copy	0	0
NC_073229.2	54433954	54436045	LAP3	0.915	pseudogene_copy	0	0
NC_073229.2	65938937	65940055	LOC109029309	0.916	pseudogene_copy	0	0
NC_073229.2	68697200	68698122	LOC109027830	0.939	pseudogene_copy	0	0
NC_073229.2	71161193	71161659	RPA3	0.908	pseudogene_copy	0	0
NC_073229.2	74818052	74820314	MRPL30	0.93	pseudogene_copy	0	0
NC_073229.2	84876665	84877341	RPL9	0.959	pseudogene_copy	0	0
NC_073229.2	90801931	90803652	LYRM2	0.959	unannotated	0	0
NC_073229.2	94712064	94713734	SMS	0.964	pseudogene_copy	0	0
NC_073229.2	96687110	96688551	HORMAD1	0.932	pseudogene_copy	0	0
NC_073229.2	97297774	97298974	KHDC1L	0.896	pseudogene_copy	0	0
NC_073229.2	103470331	103471571	SLC25A5	0.916	pseudogene_copy	0	0
NC_073229.2	103550502	103551040	DBI	0.895	pseudogene_copy	0	0
NC_073229.2	110245464	110246291	RPL7	0.922	pseudogene_copy	0	0
NC_073229.2	111270991	111273586	RCN1	0.911	pseudogene_copy	0	0
NC_073229.2	112445093	112446875	ACTB	0.892	pseudogene_copy	0	0
NC_073229.2	120789420	120790072	RPS7	0.908	pseudogene_copy	0	0
NC_073229.2	124204338	124205181	LOC101152176	0.865	pseudogene_copy	0	0
NC_073229.2	124286851	124287766	PRDX2	0.909	pseudogene_copy	0	0
NC_073229.2	136511354	136512345	LOC109024647	0.915	pseudogene_copy	0	0
NC_073229.2	136516984	136518330	KRT18	0.921	pseudogene_copy	0	0
NC_073229.2	136559083	136560049	LOC109024647	0.915	pseudogene_copy	0	0
NC_073229.2	136564724	136566069	KRT18	0.919	pseudogene_copy	0	0
NC_073229.2	136825250	136827598	PA2G4	0.941	pseudogene_copy	0	0
NC_073229.2	137777367	137777905	RPS27A	0.948	pseudogene_copy	0	0
NC_073229.2	140651504	140653208	CBX3	0.94	pseudogene_copy	0	0
NC_073229.2	145843932	145845140	SLC25A5	0.888	pseudogene_copy	0	0
NC_073229.2	145870145	145870638	LOC101123774	0.838	pseudogene_copy	0	0
NC_073229.2	155531378	155531921	LOC129526805	0.948	unannotated	0	0
NC_073229.2	157202241	157202755	LOC101123774	0.899	pseudogene_copy	0	0
NC_073229.2	165624918	165628347	PMM2	0.923	unannotated	0	0
NC_073229.2	174212806	174214632	PHB1	0.845	pseudogene_copy	0	0
NC_073229.2	178747350	178748250	RPS4X	0.927	pseudogene_copy	0	0
NC_073229.2	192578146	192580552	LOC101143553	0.898	pseudogene_copy	0	0
NC_073239.2	21230239	21231826	DNAJC8	0.938	pseudogene_copy	0	0
NC_073239.2	21918539	21919091	LOC101136134	0.929	pseudogene_copy	0	0
NC_073239.2	35036072	35036532	LOC101139714	0.892	pseudogene_copy	0	0
NC_073239.2	37519654	37522662	LOC101153488	0.959	unannotated	0	0
NC_073239.2	44200212	44204441	LOC115931713	0.946	unannotated	0	0
NC_073239.2	44579539	44581431	LOC129526714	0.916	unannotated	0	0
NC_073239.2	44641815	44644089	LOC129529639	0.978	pseudogene_copy	0	0
NC_073239.2	44741156	44745371	LOC115931713	0.909	unannotated	0	0
NC_073239.2	68720670	68721557	LOC129525464	0.906	pseudogene_copy	0	0
NC_073239.2	75746878	75747314	LOC101152433	0.973	pseudogene_copy	0	0
NC_073239.2	75779708	75781182	TMEM98	0.921	pseudogene_copy	0	0
NC_073239.2	87130864	87131925	SAP25	0.925	pseudogene_copy	0	0
NC_073239.2	87140090	87146752	LOC101154164	0.945	pseudogene_copy	0	0
NC_073239.2	91236965	91237876	LOC101146120	0.92	pseudogene_copy	0	0
NC_073239.2	98820491	98822327	LOC101139966	0.912	pseudogene_copy	0	0
NC_073239.2	107310073	107310655	LOC129533959	0.979	pseudogene_copy	0	0
NC_073239.2	111577673	111581493	ADIPOR1	0.893	pseudogene_copy	0	0
NC_073239.2	111751119	111753191	RPL15	0.91	pseudogene_copy	0	0
NC_073239.2	117991278	117991380	MIR329B	0.961	unannotated	0	0
NC_073239.2	118010357	118010467	MIR1185	0.982	unannotated	0	0
NC_073233.2	8281616	8283993	ACTB	0.879	pseudogene_copy	0	0
NC_073233.2	15722841	15724268	ERVW-1	0.925	unannotated	0	0
NC_073233.2	25054938	25056358	SRSF3	0.949	pseudogene_copy	0	0
NC_073233.2	25299098	25305029	LOC101148734	0.901	pseudogene_copy	0	0
NC_073233.2	33836265	33836638	RPL37A	0.922	pseudogene_copy	0	0
NC_073233.2	53582005	53582518	LOC101141974	0.953	pseudogene_copy	0	0
NC_073233.2	61930964	61931962	LOC115930437	0.902	pseudogene_copy	0	0
NC_073233.2	61954537	61962908	LOC101145738	0.917	pseudogene_copy	0	0
NC_073233.2	61972675	61973592	LOC101138395	0.938	pseudogene_copy	0	0
NC_073233.2	62585378	62612180	LOC115936296	0.907	pseudogene_copy	0	0
NC_073233.2	64157824	64158765	LOC101150037	0.926	pseudogene_copy	0	0
NC_073233.2	64688454	64689377	LOC101125628	0.941	pseudogene_copy	0	0
NC_073233.2	65248129	65249008	RPS4X	0.925	pseudogene_copy	0	0
NC_073233.2	69938971	69939956	GCSH	0.898	unannotated	0	0
NC_073233.2	70250967	70252276	NPM1	0.94	pseudogene_copy	0	0
NC_073233.2	71428074	71428308	LOC109024294	0.928	unannotated	0	0
NC_073233.2	75604710	75605087	RPL37	0.97	pseudogene_copy	0	0
NC_073233.2	75650229	75664547	LOC134759322	0.952	pseudogene_copy	0	0
NC_073233.2	75740005	75753528	LOC129527542	0.938	unannotated	0	0
NC_073233.2	79450859	79466749	LOC101133718	0.941	pseudogene_copy	0	0
NC_073233.2	82967372	82968652	NPM1	0.916	pseudogene_copy	0	0
NC_073233.2	94094003	94095647	FNTA	0.934	pseudogene_copy	0	0
NC_073233.2	97763174	97771728	LOC115932791	0.992	pseudogene_copy	0	0
NC_073233.2	97857889	97864058	LOC115936266	0.999	pseudogene_copy	0	0
NC_073233.2	102825700	102828281	ST13	0.915	pseudogene_copy	0	0
NC_073233.2	103232418	103236757	PMM2	0.916	unannotated	0	0
NC_073233.2	111551583	111552603	SLC50A1	0.874	pseudogene_copy	0	0
NC_073233.2	127544433	127546190	KRT8	0.919	pseudogene_copy	0	0
NC_073233.2	130478395	130482075	PMM2	0.899	unannotated	0	0
NC_073233.2	130942969	130945002	SAE1	0.928	pseudogene_copy	0	0
NC_073233.2	143066526	143068191	LOC129532709	0.979	unannotated	0	0
NC_073233.2	144055697	144067419	LOC129532624	0.891	unannotated	0	0
NC_073247.2	12658590	12659426	LOC101134687	0.87	unannotated	0	0
NC_073247.2	13156994	13157838	LOC101134687	0.87	unannotated	0	0
NC_073247.2	13811817	13815259	LOC129527394	0.941	unannotated	0	0
NC_073247.2	13972093	13972937	LOC101134687	0.87	unannotated	0	0
NC_073247.2	14227205	14228050	LOC101134687	0.872	unannotated	0	0
NC_073247.2	29344497	29345476	HAUS1	0.949	pseudogene_copy	0	0
NC_073247.2	35693916	35695123	METTL1	0.949	pseudogene_copy	0	0
NC_073247.2	37206269	37208285	RPL7	0.943	pseudogene_copy	0	0
NC_073247.2	41148515	41149389	LOC101130393	0.921	pseudogene_copy	0	0
NC_073247.2	50146860	50148141	GAPDH	0.953	pseudogene_copy	0	0
NC_073247.2	54871380	54872851	FDPS	0.922	pseudogene_copy	0	0
NC_073247.2	55029130	55032091	DERPC	0.898	pseudogene_copy	0	0
NC_073247.2	55045048	55045750	RPL19	0.907	pseudogene_copy	0	0
NC_073247.2	56031815	56033556	KRT8	0.887	pseudogene_copy	0	0
NC_073247.2	56452528	56460215	PCNA	0.911	pseudogene_copy	0	0
NC_073247.2	56841217	56842492	GAPDH	0.923	pseudogene_copy	0	0
NC_073247.2	58538816	58546658	LOC101140047	0.901	pseudogene_copy	0	0
NC_073247.2	59608517	59608893	LOC101133686	0.886	pseudogene_copy	0	0
NC_073247.2	62590797	62635903	LOC115932311	0.976	unannotated	0	0
NC_073247.2	62796276	62804996	LOC101140047	0.875	pseudogene_copy	0	0
NC_073247.2	63585376	63587790	LOC134758102	0.979	unannotated	0	0
NC_073247.2	65755906	65760852	XAGE3	0.929	pseudogene_copy	0	0
NC_073247.2	74479398	74480926	SSB	0.888	pseudogene_copy	0	0
NC_073247.2	76373322	76377392	PMM2	0.923	unannotated	0	0
NC_073247.2	77473738	77475339	LOC101124665	0.884	pseudogene_copy	0	0
NC_073247.2	77492784	77495127	ETF1	0.907	pseudogene_copy	0	0
NC_073247.2	77750145	77753978	EIF4B	0.906	pseudogene_copy	0	0
NC_073247.2	80555816	80558865	SERBP1	0.956	pseudogene_copy	0	0
NC_073247.2	85268731	85272450	MAP2K4	0.947	pseudogene_copy	0	0
NC_073247.2	85532355	85534790	SEPHS1	0.956	pseudogene_copy	0	0
NC_073247.2	86147352	86150918	LOC101138975	0.913	pseudogene_copy	0	0
NC_073247.2	86160858	86161512	RPS7	0.925	pseudogene_copy	0	0
NC_073247.2	88051800	88053071	LDHB	0.929	pseudogene_copy	0	0
NC_073247.2	92255990	92258563	WBP11	0.905	pseudogene_copy	0	0
NC_073247.2	92265921	92271543	HK2	0.955	pseudogene_copy	0	0
NC_073247.2	94717576	94719772	ATG4A	0.901	pseudogene_copy	0	0
NC_073247.2	95408661	95418131	LOC134758964	0.99	pseudogene_copy	0	0
NC_073247.2	96543262	96545838	SET	0.906	pseudogene_copy	0	0
NC_073247.2	97900726	97902826	STIP1	0.928	pseudogene_copy	0	0
NC_073247.2	99486214	99488755	LOC129527394	0.949	unannotated	0	0
NC_073247.2	101809643	101811334	STAU2	0.894	pseudogene_copy	0	0
NC_073247.2	101882981	101887412	USP12	0.947	pseudogene_copy	0	0
NC_073247.2	104389787	104390305	LOC101138287	0.925	pseudogene_copy	0	0
NC_073247.2	104958323	104965526	ERV3-1	0.918	unannotated	0	0
NC_073247.2	110311007	110311549	LOC129526805	0.954	unannotated	0	0
NC_073247.2	111508032	111509840	LOC101144883	0.865	pseudogene_copy	0	0
NC_073247.2	111932425	111933412	LOC101148649	0.923	pseudogene_copy	0	0
NC_073247.2	112658886	112664542	HNRNPA1L2	0.931	pseudogene_copy	0	0
NC_073247.2	120978556	120980972	LOC134758102	0.978	unannotated	0	0
NC_073247.2	123389609	123393512	EIF4B	0.969	pseudogene_copy	0	0
NC_073247.2	127407601	127409138	ASS1	0.896	pseudogene_copy	0	0
NC_073247.2	127443989	127445394	EEF1G	0.933	pseudogene_copy	0	0
NC_073247.2	130597306	130599019	AKR7A2	0.871	pseudogene_copy	0	0
NC_073247.2	130924501	130925872	LOC101134010	0.94	pseudogene_copy	0	0
NC_073247.2	134183992	134185258	LOC101150350	0.885	pseudogene_copy	0	0
NC_073247.2	135217389	135219630	TUBB4A	0.897	pseudogene_copy	0	0
NC_073247.2	141140381	141140706	LOC101129892	0.963	unannotated	0	0
NC_073247.2	143868819	143871557	AGK	0.893	pseudogene_copy	0	0
NC_073247.2	145934626	145935040	TIMM8B	0.969	unannotated	0	0
NC_073247.2	146740930	146741571	LOC115935782	0.908	pseudogene_copy	0	0
NC_073247.2	147219034	147225827	CROCC	0.854	pseudogene_copy	0	0
NC_073247.2	148001379	148003166	STK24	0.923	pseudogene_copy	0	0
NC_073247.2	148617394	148617810	LOC129526082	0.932	unannotated	0	0
NC_073247.2	151081941	151084356	LOC134758102	0.977	unannotated	0	0
NC_073247.2	151786119	151789237	LOC134759083	0.911	pseudogene_copy	0	0
NC_073247.2	151924480	151925267	LOC115932372	0.995	unannotated	0	0
NC_073247.2	154819598	154822014	LOC134758102	0.982	unannotated	0	0
NC_073247.2	159693878	159696348	LOC109027830	0.96	pseudogene_copy	0	0
NC_073247.2	162660606	162661308	RPL19	0.936	pseudogene_copy	0	0
NC_073247.2	162891954	162896717	NAB1	0.864	pseudogene_copy	0	0
NC_073247.2	164147662	164149434	KRT8	0.916	pseudogene_copy	0	0
NC_073247.2	166233972	166235315	LOC101153927	0.899	pseudogene_copy	0	0
NC_073247.2	167564385	167571535	ERV3-1	0.927	unannotated	0	0
NC_073247.2	167629679	167631037	LOC129533126	0.936	unannotated	0	0
NC_073247.2	167767887	167779214	LOC129531989	0.991	pseudogene_copy	0	0
NC_073227.2	7968832	7970190	LOC129533126	0.938	unannotated	0	0
NC_073227.2	12189554	12208899	LOC134757226	0.96	unannotated	0	0
NC_073227.2	17257439	17258859	LOC134759322	0.918	pseudogene_copy	0	0
NC_073227.2	17749477	17752338	LOC109028727	0.948	unannotated	0	0
NC_073227.2	17770530	17777320	LOC115936283	0.925	unannotated	0	0
NC_073227.2	21860061	21860768	LOC101130836	0.905	unannotated	0	0
NC_073227.2	31769715	31770452	LOC129526381	0.982	unannotated	0	0
NC_073227.2	41092876	41095340	MAPRE1	0.923	pseudogene_copy	0	0
NC_073227.2	51420692	51421667	RPS2	0.921	pseudogene_copy	0	0
NC_073227.2	57949501	57957599	LOC115934305	0.926	pseudogene_copy	0	0
NC_073227.2	63869906	63870340	LOC101127181	0.917	pseudogene_copy	0	0
NC_073227.2	94188207	94189570	LOC101134010	0.914	pseudogene_copy	0	0
NC_073227.2	94337091	94338215	CCDC90B	0.919	pseudogene_copy	0	0
NC_073227.2	105663316	105664827	LOC129532506	0.92	unannotated	0	0
NC_073227.2	110283157	110285273	LOC129527394	0.943	unannotated	0	0
NC_073227.2	125869970	125871721	EEF1A1	0.963	pseudogene_copy	0	0
NC_073227.2	130679554	130682494	LOC129528248	0.916	unannotated	0	0
NC_073227.2	130815182	130816733	LOC101151324	0.86	pseudogene_copy	0	0
NC_073227.2	133062433	133063443	OSTC	0.921	pseudogene_copy	0	0
NC_073227.2	137992351	137993820	NT5C3A	0.965	pseudogene_copy	0	0
NC_073227.2	144601707	144602808	TECR	0.838	pseudogene_copy	0	0
NC_073227.2	155379215	155380960	EEF1A1	0.926	pseudogene_copy	0	0
NC_073227.2	159418890	159423654	ERVW-1	0.913	pseudogene_copy	0	0
NC_073227.2	168462339	168462729	LOC101124540	0.911	pseudogene_copy	0	0
NC_073227.2	185925541	185926073	LOC101151538	0.944	unannotated	0	0
NC_073227.2	186465480	186469277	NOL8	0.917	pseudogene_copy	0	0
NC_073227.2	204011378	204014319	LOC129528248	0.907	unannotated	0	0
NC_073227.2	210415223	210418158	HSP90AA1	0.918	pseudogene_copy	0	0
NC_073235.2	33738372	33742594	LOC115931713	0.93	unannotated	0	0
NC_073235.2	33850273	33852332	LOC129529219	0.971	pseudogene_copy	0	0
NC_073235.2	34057964	34059995	CDC27	0.939	pseudogene_copy	0	0
NC_073235.2	34319184	34319662	LOC115932939	0.948	unannotated	0	0
NC_073235.2	38716965	38718907	HNRNPK	0.914	pseudogene_copy	0	0
NC_073235.2	49128709	49136026	LOC134758421	0.966	pseudogene_copy	0	0
