gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	mask_a	mask_b	bridge_mask
ZNF506	ZNF595	truthbar	1	0.2693	DN_NC_073227.2_8633418_2	DN_NC_073244.2_26240035_4	0.5689	0.3919	0.5689
ZNF506	ZNF600	truthbar	1						
ZNF506	ZNF611	truthbar	1						
ZNF506	ZNF616	truthbar	1						
ZNF506	ZNF626	truthbar	1	0.1782	DN_NC_073244.2_26240039_2	DN_NC_073244.2_27131194_2	0.4246	0.4557	0.4557
ZNF506	ZNF655	truthbar	1						
ZNF506	ZNF675	truthbar	1	0.4255	DN_NC_073244.2_26240039_2	DN_NC_073244.2_29970261_4	0.4246	0.3774	0.4246
ZNF506	ZNF678	truthbar	1	0.2619	DN_NC_073224.2_40627195_4	DN_NC_073244.2_26240039_2	0.3220	0.4246	0.4246
ZNF506	ZNF680	truthbar	1	0.2151	DN_NC_073230.2_73977205_4	DN_NC_073244.2_26240035_4	0.3066	0.3919	0.3919
ZNF506	ZNF681	truthbar	1	0.3043	DN_NC_073244.2_26240039_2	DN_NC_073244.2_30067652_4	0.4246	0.4267	0.4267
ZNF506	ZNF682	truthbar	1	0.4123	DN_NC_073244.2_26240035_4	DN_NC_073244.2_26470366_4	0.3919	0.3255	0.3919
ZNF506	ZNF695	truthbar	1	0.3468	DN_NC_073224.2_8422960_4	DN_NC_073244.2_26240039_2	0.3045	0.4246	0.4246
ZNF506	ZNF701	truthbar	1						
ZNF506	ZNF721	genuine	0	0.2429	DN_NC_073227.2_9010062_2	DN_NC_073244.2_26240035_4	0.3953	0.3919	0.3953
ZNF506	ZNF723	truthbar	1	0.5842	DN_NC_073244.2_26240035_4	DN_NC_073244.2_29232445_4	0.3919	0.5099	0.5099
ZNF506	ZNF727	truthbar	1	0.1374	DN_NC_073230.2_73508332_4	DN_NC_073244.2_26240035_4	0.3146	0.3919	0.3919
ZNF506	ZNF736	truthbar	1	0.3950	DN_NC_073230.2_73776646_4	DN_NC_073244.2_26240035_4	0.3000	0.3919	0.3919
ZNF506	ZNF761	truthbar	1	0.1532	DN_NC_073244.2_26240039_2	DN_NC_073244.2_65362909_5	0.4246	0.3364	0.4246
ZNF506	ZNF766	truthbar	1						
ZNF506	ZNF8	truthbar	1						
ZNF506	ZNF808	truthbar	1						
ZNF506	ZNF813	truthbar	1						
ZNF506	ZNF83	truthbar	1	0.1757	DN_NC_073244.2_26240039_2	DN_NC_073244.2_64585864_4	0.4246	0.3038	0.4246
ZNF506	ZNF836	truthbar	1						
ZNF506	ZNF841	truthbar	1	0.2599	DN_NC_073244.2_26240039_2	DN_NC_073244.2_64034715_7	0.4246	0.3325	0.4246
ZNF506	ZNF888	truthbar	1						
ZNF506	ZNF91	genuine	0	0.2503	DN_NC_073244.2_26240039_2	DN_NC_073244.2_29680825_4	0.4246	0.4948	0.4948
ZNF506	ZNF92	truthbar	1	0.2998	DN_NC_073230.2_74637814_2	DN_NC_073244.2_26240035_4	0.3657	0.3919	0.3919
ZNF510	ZNF527	truthbar	1	0.1379	DN_NC_073237.2_93211680_6	DN_NC_073244.2_48620420_5	0.1173	0.2697	0.2697
ZNF510	ZNF565	truthbar	1						
ZNF510	ZNF567	truthbar	1						
ZNF510	ZNF568	truthbar	1						
ZNF510	ZNF569	truthbar	1						
ZNF510	ZNF577	truthbar	1						
ZNF510	ZNF585A	truthbar	1						
ZNF510	ZNF585B	truthbar	1						
ZNF510	ZNF605	truthbar	1						
ZNF510	ZNF606	truthbar	1						
ZNF510	ZNF613	truthbar	1						
ZNF510	ZNF614	truthbar	1						
ZNF510	ZNF615	truthbar	1						
ZNF510	ZNF624	truthbar	1						
ZNF510	ZNF649	truthbar	1						
ZNF510	ZNF674	truthbar	1	0.1588	DN_NC_073237.2_93211680_6	DN_NC_073247.2_56899135_7	0.1173	0.2309	0.2309
ZNF510	ZNF717	truthbar	1						
ZNF510	ZNF782	truthbar	1						
ZNF510	ZNF81	truthbar	1						
ZNF510	ZNF84	truthbar	1						
ZNF510	ZNF883	genuine	0						
ZNF514	ZNF554	truthbar	1						
ZNF514	ZNF621	truthbar	1						
ZNF514	ZNF879	truthbar	1	0.1558	DN_NC_073228.2_182994030_5	DN_NC_073236.2_32302189_6	0.2623	0.1102	0.2623
ZNF519	ZNF528	truthbar	1	0.2021	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64368633_7	0.2075	0.2537	0.2537
ZNF519	ZNF578	truthbar	1						
ZNF519	ZNF595	truthbar	1	0.3688	DN_NC_073227.2_8633416_4	DN_NC_073241.2_36126198_2	0.5220	0.2075	0.5220
ZNF519	ZNF600	truthbar	1	0.1372	DN_NC_073241.2_36126183_3	DN_NC_073244.2_64724127_4	0.1960	0.3339	0.3339
ZNF519	ZNF611	truthbar	1						
ZNF519	ZNF616	truthbar	1	0.1613	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64081943_4	0.2075	0.2620	0.2620
ZNF519	ZNF626	truthbar	1						
ZNF519	ZNF655	truthbar	1						
ZNF519	ZNF675	truthbar	1	0.3987	DN_NC_073241.2_36126183_3	DN_NC_073244.2_29970261_4	0.1960	0.3774	0.3774
ZNF519	ZNF678	truthbar	1	0.1559	DN_NC_073224.2_40627195_4	DN_NC_073241.2_36126183_3	0.3220	0.1960	0.3220
ZNF519	ZNF680	truthbar	1	0.2050	DN_NC_073230.2_73977205_4	DN_NC_073241.2_36126198_2	0.3066	0.2075	0.3066
ZNF519	ZNF681	truthbar	1	0.2728	DN_NC_073241.2_36126183_3	DN_NC_073244.2_30067652_4	0.1960	0.4267	0.4267
ZNF519	ZNF682	truthbar	1	0.2112	DN_NC_073241.2_36126198_2	DN_NC_073244.2_26470366_4	0.2075	0.3255	0.3255
ZNF519	ZNF695	truthbar	1	0.3053	DN_NC_073224.2_8422960_4	DN_NC_073241.2_36126198_2	0.3045	0.2075	0.3045
ZNF519	ZNF701	truthbar	1						
ZNF519	ZNF721	truthbar	1	0.1913	DN_NC_073227.2_9010062_2	DN_NC_073241.2_36126183_3	0.3953	0.1960	0.3953
ZNF519	ZNF723	truthbar	1	0.3428	DN_NC_073241.2_36126198_2	DN_NC_073244.2_29232445_4	0.2075	0.5099	0.5099
ZNF519	ZNF727	truthbar	1						
ZNF519	ZNF736	truthbar	1						
ZNF519	ZNF761	truthbar	1						
ZNF519	ZNF766	truthbar	1	0.1621	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64231369_4	0.2075	0.2784	0.2784
ZNF519	ZNF8	truthbar	1						
ZNF519	ZNF808	truthbar	1						
ZNF519	ZNF813	truthbar	1	0.1520	DN_NC_073241.2_36126183_3	DN_NC_073244.2_65398487_4	0.1960	0.3208	0.3208
ZNF519	ZNF83	truthbar	1	0.3445	DN_NC_073241.2_36126183_3	DN_NC_073244.2_64585864_4	0.1960	0.3038	0.3038
ZNF519	ZNF836	truthbar	1	0.1875	DN_NC_073241.2_36126183_3	DN_NC_073244.2_64125568_5	0.1960	0.4107	0.4107
ZNF519	ZNF841	truthbar	1						
ZNF519	ZNF888	truthbar	1	0.1642	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64860608_4	0.2075	0.4244	0.4244
ZNF519	ZNF91	genuine	0	0.1349	DN_NC_073241.2_36126198_2	DN_NC_073244.2_29680825_4	0.2075	0.4948	0.4948
ZNF519	ZNF92	truthbar	1	0.2554	DN_NC_073230.2_74637722_4	DN_NC_073241.2_36126198_2	0.3318	0.2075	0.3318
ZNF527	ZNF565	truthbar	1						
ZNF527	ZNF567	truthbar	1						
ZNF527	ZNF568	truthbar	1	0.1644	DN_NC_073244.2_48093173_7	DN_NC_073244.2_48620420_5	0.3190	0.2697	0.3190
ZNF527	ZNF569	truthbar	1	0.2226	DN_NC_073244.2_48620420_5	DN_NC_073244.2_48919547_6	0.2697	0.1952	0.2697
ZNF527	ZNF577	truthbar	1						
ZNF527	ZNF585A	truthbar	1						
ZNF527	ZNF585B	truthbar	1	0.1818	DN_NC_073244.2_48352926_4	DN_NC_073244.2_48620420_5	0.1502	0.2697	0.2697
ZNF527	ZNF605	truthbar	1						
ZNF527	ZNF606	truthbar	1						
ZNF527	ZNF613	truthbar	1						
ZNF527	ZNF614	truthbar	1						
ZNF527	ZNF615	truthbar	1						
ZNF527	ZNF624	truthbar	1	0.2252	DN_NC_073228.2_83513581_6	DN_NC_073244.2_48620420_5	0.2734	0.2697	0.2734
ZNF527	ZNF649	truthbar	1						
ZNF527	ZNF674	truthbar	1	0.1696	DN_NC_073244.2_48620420_5	DN_NC_073247.2_56899135_7	0.2697	0.2309	0.2697
ZNF527	ZNF717	truthbar	1	0.1618	DN_NC_073244.2_48620420_5	DN_NC_086017.1_85766278_5	0.2697	0.1562	0.2697
ZNF527	ZNF782	truthbar	1						
ZNF527	ZNF81	truthbar	1						
ZNF527	ZNF84	truthbar	1	0.1484	DN_NC_073234.2_148537990_5	DN_NC_073244.2_48620420_5	0.2027	0.2697	0.2697
ZNF527	ZNF883	truthbar	1	0.1397	DN_NC_073237.2_109230975_4	DN_NC_073244.2_48620420_5	0.2819	0.2697	0.2819
ZNF528	ZNF578	truthbar	1	0.2143	DN_NC_073244.2_64368633_7	DN_NC_073244.2_64426370_6	0.2537	0.4463	0.4463
ZNF528	ZNF595	truthbar	1						
ZNF528	ZNF600	truthbar	1	0.3132	DN_NC_073244.2_64368633_7	DN_NC_073244.2_64724127_4	0.2537	0.3339	0.3339
ZNF528	ZNF611	truthbar	1						
ZNF528	ZNF616	truthbar	1						
ZNF528	ZNF626	truthbar	1						
ZNF528	ZNF655	truthbar	1						
ZNF528	ZNF675	truthbar	1	0.2625	DN_NC_073244.2_29970261_4	DN_NC_073244.2_64368633_7	0.3774	0.2537	0.3774
ZNF528	ZNF678	truthbar	1	0.1460	DN_NC_073224.2_40627195_4	DN_NC_073244.2_64368633_7	0.3220	0.2537	0.3220
ZNF528	ZNF680	truthbar	1						
ZNF528	ZNF681	truthbar	1						
ZNF528	ZNF682	truthbar	1						
ZNF528	ZNF695	truthbar	1						
ZNF528	ZNF701	truthbar	1						
ZNF528	ZNF721	truthbar	1	0.1430	DN_NC_073227.2_9009655_3	DN_NC_073244.2_64368633_7	0.3750	0.2537	0.3750
ZNF528	ZNF723	truthbar	1	0.4197	DN_NC_073244.2_29232445_4	DN_NC_073244.2_64368633_7	0.5099	0.2537	0.5099
ZNF528	ZNF727	truthbar	1						
ZNF528	ZNF736	truthbar	1						
ZNF528	ZNF761	truthbar	1						
ZNF528	ZNF766	truthbar	1	0.1969	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64368633_7	0.2784	0.2537	0.2784
ZNF528	ZNF8	truthbar	1						
ZNF528	ZNF808	truthbar	1	0.1828	DN_NC_073244.2_64368633_7	DN_NC_073244.2_64500861_5	0.2537	0.4373	0.4373
ZNF528	ZNF813	truthbar	1	0.1750	DN_NC_073244.2_64368633_7	DN_NC_073244.2_65398487_4	0.2537	0.3208	0.3208
ZNF528	ZNF83	truthbar	1	0.2588	DN_NC_073244.2_64368633_7	DN_NC_073244.2_64585864_4	0.2537	0.3038	0.3038
ZNF528	ZNF836	truthbar	1	0.3142	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64368633_7	0.4107	0.2537	0.4107
ZNF528	ZNF841	truthbar	1	0.1688	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64368633_7	0.3325	0.2537	0.3325
ZNF528	ZNF888	truthbar	1						
ZNF528	ZNF91	truthbar	1	0.2576	DN_NC_073244.2_29680825_2	DN_NC_073244.2_64368633_7	0.5202	0.2537	0.5202
ZNF528	ZNF92	truthbar	1						
ZNF529	ZNF540	truthbar	1						
ZNF529	ZNF546	truthbar	1						
ZNF529	ZNF560	truthbar	1						
ZNF529	ZNF565	truthbar	1	0.2075	DN_NC_073244.2_47250467_5	DN_NC_073244.2_47739503_5	0.2541	0.3430	0.3430
ZNF529	ZNF566	genuine	0						
ZNF529	ZNF571	truthbar	1	0.2933	DN_NC_073244.2_47739503_5	DN_NC_073244.2_49072464_4	0.3430	0.1879	0.3430
ZNF529	ZNF573	truthbar	1	0.2117	DN_NC_073244.2_47739503_5	DN_NC_073244.2_49246931_6	0.3430	0.3121	0.3430
ZNF529	ZNF582	truthbar	1	0.1494	DN_NC_073244.2_47739503_5	DN_NC_073244.2_68491976_5	0.3430	0.1818	0.3430
ZNF529	ZNF583	truthbar	1						
ZNF529	ZNF596	truthbar	1						
ZNF529	ZNF607	truthbar	1						
ZNF529	ZNF665	truthbar	1						
ZNF529	ZNF684	truthbar	1						
ZNF529	ZNF780A	truthbar	1	0.2353	DN_NC_073244.2_47739503_5	DN_NC_073244.2_51825388_5	0.3430	0.1618	0.3430
ZNF529	ZNF780B	truthbar	1	0.1835	DN_NC_073244.2_47739503_5	DN_NC_073244.2_51783968_5	0.3430	0.2381	0.3430
ZNF529	ZNF790	truthbar	1	0.1331	DN_NC_073244.2_47739503_5	DN_NC_073244.2_47997304_5	0.3430	0.2772	0.3430
ZNF529	ZNF829	truthbar	1						
ZNF529	ZNF891	truthbar	1						
ZNF540	ZNF546	truthbar	1	0.2791	DN_NC_073244.2_49101177_5	DN_NC_073244.2_51749194_6	0.1716	0.3443	0.3443
ZNF540	ZNF560	truthbar	1						
ZNF540	ZNF565	truthbar	1	0.1660	DN_NC_073244.2_47250467_5	DN_NC_073244.2_49101177_5	0.2541	0.1716	0.2541
ZNF540	ZNF566	truthbar	1						
ZNF540	ZNF571	truthbar	1	0.1304	DN_NC_073244.2_49072464_4	DN_NC_073244.2_49101177_5	0.1879	0.1716	0.1879
ZNF540	ZNF573	truthbar	1	0.2791	DN_NC_073244.2_49101177_5	DN_NC_073244.2_49246931_6	0.1716	0.3121	0.3121
ZNF540	ZNF582	truthbar	1	0.2100	DN_NC_073244.2_49101177_5	DN_NC_073244.2_68491976_5	0.1716	0.1818	0.1818
ZNF540	ZNF583	truthbar	1						
ZNF540	ZNF596	truthbar	1						
ZNF540	ZNF607	truthbar	1						
ZNF540	ZNF665	truthbar	1	0.1801	DN_NC_073244.2_49101177_5	DN_NC_073244.2_65102393_4	0.1716	0.3815	0.3815
ZNF540	ZNF684	truthbar	1						
ZNF540	ZNF780A	truthbar	1	0.3098	DN_NC_073244.2_49101177_5	DN_NC_073244.2_51825388_5	0.1716	0.1618	0.1716
ZNF540	ZNF780B	truthbar	1						
ZNF540	ZNF790	truthbar	1						
ZNF540	ZNF829	truthbar	1						
ZNF540	ZNF891	truthbar	1						
ZNF543	ZNF550	truthbar	1	0.2177	DN_NC_073244.2_69422908_4	DN_NC_073244.2_69643403_5	0.1121	0.1071	0.1121
ZNF543	ZNF594	truthbar	1						
ZNF543	ZNF667	truthbar	1						
ZNF543	ZNF805	truthbar	1	0.4620	DN_NC_073244.2_69343714_4	DN_NC_073244.2_69422908_4	0.2557	0.1121	0.2557
ZNF543	ZSCAN20	genuine	0						
ZNF544	ZNF623	genuine	0						
ZNF544	ZNF70	truthbar	1						
ZNF544	ZNF79	genuine	0						
ZNF544	ZNF892	genuine	0						
ZNF546	ZNF560	truthbar	1						
ZNF546	ZNF565	truthbar	1	0.2688	DN_NC_073244.2_47250467_5	DN_NC_073244.2_51749194_6	0.2541	0.3443	0.3443
ZNF546	ZNF566	genuine	0	0.1953	DN_NC_073244.2_47642985_5	DN_NC_073244.2_51749194_6	0.3037	0.3443	0.3443
ZNF546	ZNF571	truthbar	1	0.3592	DN_NC_073244.2_49072464_4	DN_NC_073244.2_51749194_6	0.1879	0.3443	0.3443
ZNF546	ZNF573	truthbar	1	0.2619	DN_NC_073244.2_49246931_6	DN_NC_073244.2_51749194_6	0.3121	0.3443	0.3443
ZNF546	ZNF582	truthbar	1	0.2769	DN_NC_073244.2_51749194_6	DN_NC_073244.2_68491976_5	0.3443	0.1818	0.3443
ZNF546	ZNF583	truthbar	1	0.1898	DN_NC_073244.2_51749194_6	DN_NC_073244.2_68513423_5	0.3443	0.2489	0.3443
ZNF546	ZNF596	truthbar	1						
ZNF546	ZNF607	truthbar	1	0.2579	DN_NC_073244.2_49205215_5	DN_NC_073244.2_51749194_6	0.1922	0.3443	0.3443
ZNF546	ZNF665	truthbar	1	0.2170	DN_NC_073244.2_51749194_6	DN_NC_073244.2_65102393_4	0.3443	0.3815	0.3815
ZNF546	ZNF684	truthbar	1						
ZNF546	ZNF780A	truthbar	1	0.3714	DN_NC_073244.2_51749194_6	DN_NC_073244.2_51825388_5	0.3443	0.1618	0.3443
ZNF546	ZNF780B	truthbar	1	0.3706	DN_NC_073244.2_51749194_6	DN_NC_073244.2_51783968_5	0.3443	0.2381	0.3443
ZNF546	ZNF790	truthbar	1	0.3461	DN_NC_073244.2_47997304_5	DN_NC_073244.2_51749194_6	0.2772	0.3443	0.3443
ZNF546	ZNF829	truthbar	1	0.2619	DN_NC_073244.2_48066692_6	DN_NC_073244.2_51749194_6	0.4705	0.3443	0.4705
ZNF546	ZNF891	truthbar	1						
ZNF547	ZNF548	truthbar	1	0.1412	DN_NC_073244.2_69466443_4	DN_NC_073244.2_69492904_4	0.1876	0.3216	0.3216
ZNF547	ZNF549	truthbar	1						
ZNF547	ZNF551	truthbar	1						
ZNF547	ZNF552	truthbar	1						
ZNF547	ZNF584	truthbar	1						
ZNF547	ZNF586	truthbar	1	0.1827	DN_NC_073244.2_69466443_4	DN_NC_073244.2_69873255_2	0.1876	0.1093	0.1876
ZNF547	ZNF671	truthbar	1						
ZNF547	ZNF776	truthbar	1	0.1383	DN_NC_073244.2_69466443_4	DN_NC_073244.2_69848672_3	0.1876	0.1771	0.1876
ZNF547	ZNF792	truthbar	1						
ZNF548	ZNF549	truthbar	1						
ZNF548	ZNF551	truthbar	1	0.1749	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69783488_3	0.3216	0.2220	0.3216
ZNF548	ZNF552	truthbar	1	0.2147	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69910623_3	0.3216	0.2808	0.3216
ZNF548	ZNF584	truthbar	1						
ZNF548	ZNF586	truthbar	1	0.1661	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69873255_2	0.3216	0.1093	0.3216
ZNF548	ZNF671	truthbar	1	0.1845	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69821764_4	0.3216	0.0491	0.3216
ZNF548	ZNF776	truthbar	1	0.1962	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69848672_3	0.3216	0.1771	0.3216
ZNF548	ZNF792	truthbar	1	0.1612	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69492904_4	0.1794	0.3216	0.3216
ZNF549	ZNF551	truthbar	1						
ZNF549	ZNF552	truthbar	1						
ZNF549	ZNF584	truthbar	1						
ZNF549	ZNF586	truthbar	1						
ZNF549	ZNF671	truthbar	1						
ZNF549	ZNF776	truthbar	1						
ZNF549	ZNF792	truthbar	1						
ZNF550	ZNF594	genuine	0						
ZNF550	ZNF667	genuine	0						
ZNF550	ZNF805	truthbar	1						
ZNF550	ZSCAN20	genuine	0						
ZNF551	ZNF552	truthbar	1						
ZNF551	ZNF584	truthbar	1						
ZNF551	ZNF586	genuine	0	0.1397	DN_NC_073244.2_69783488_3	DN_NC_073244.2_69873255_2	0.2220	0.1093	0.2220
ZNF551	ZNF671	truthbar	1	0.2013	DN_NC_073244.2_69783488_3	DN_NC_073244.2_69821764_4	0.2220	0.0491	0.2220
ZNF551	ZNF776	truthbar	1						
ZNF551	ZNF792	truthbar	1	0.1967	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69783488_3	0.1794	0.2220	0.2220
ZNF552	ZNF584	truthbar	1						
ZNF552	ZNF586	truthbar	1						
ZNF552	ZNF671	truthbar	1						
ZNF552	ZNF776	truthbar	1	0.1656	DN_NC_073244.2_69848672_3	DN_NC_073244.2_69910623_3	0.1771	0.2808	0.2808
ZNF552	ZNF792	truthbar	1						
ZNF554	ZNF621	truthbar	1						
ZNF554	ZNF879	truthbar	1	0.1999	DN_NC_073228.2_182994030_5	DN_NC_073244.2_8594978_5	0.2623	0.3473	0.3473
ZNF557	ZNF558	truthbar	1	0.1486	DN_NC_073244.2_12909180_8	DN_NC_073244.2_14850343_10	0.2836	0.1843	0.2836
ZNF557	ZNF619	truthbar	1						
ZNF557	ZNF620	truthbar	1						
ZNF558	ZNF619	truthbar	1						
ZNF558	ZNF620	truthbar	1	0.1591	DN_NC_073244.2_14850343_10	DN_NC_086017.1_50412575_3	0.1843	0.3196	0.3196
ZNF560	ZNF565	truthbar	1						
ZNF560	ZNF566	genuine	0						
ZNF560	ZNF571	truthbar	1	0.2887	DN_NC_073244.2_15508499_10	DN_NC_073244.2_49072464_4	0.1478	0.1879	0.1879
ZNF560	ZNF573	truthbar	1	0.1747	DN_NC_073244.2_15508499_10	DN_NC_073244.2_49246931_6	0.1478	0.3121	0.3121
ZNF560	ZNF582	truthbar	1						
ZNF560	ZNF583	truthbar	1						
ZNF560	ZNF596	truthbar	1	0.1618	DN_NC_073231.2_4596743_6	DN_NC_073244.2_15508499_10	0.2851	0.1478	0.2851
ZNF560	ZNF607	truthbar	1						
ZNF560	ZNF665	truthbar	1						
ZNF560	ZNF684	truthbar	1						
ZNF560	ZNF780A	truthbar	1						
ZNF560	ZNF780B	truthbar	1						
ZNF560	ZNF790	truthbar	1	0.2001	DN_NC_073244.2_15508499_10	DN_NC_073244.2_47997304_5	0.1478	0.2772	0.2772
ZNF560	ZNF829	truthbar	1						
ZNF560	ZNF891	truthbar	1	0.2378	DN_NC_073234.2_148620174_2	DN_NC_073244.2_15508499_10	0.1279	0.1478	0.1478
ZNF563	ZNF564	truthbar	1	0.2717	DN_NC_073244.2_18356684_4	DN_NC_073244.2_18564507_4	0.3045	0.3214	0.3214
ZNF563	ZNF57	truthbar	1	0.1703	DN_NC_073244.2_18356684_4	DN_NC_073244.2_8680135_4	0.3045	0.2270	0.3045
ZNF563	ZNF627	truthbar	1	0.3892	DN_NC_073244.2_17635782_4	DN_NC_073244.2_18356684_4	0.2854	0.3045	0.3045
ZNF563	ZNF669	truthbar	1	0.2479	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18356684_4	0.3619	0.3045	0.3619
ZNF563	ZNF670	truthbar	1						
ZNF563	ZNF77	truthbar	1	0.1885	DN_NC_073244.2_18356684_4	DN_NC_073244.2_8711681_4	0.3045	0.1126	0.3045
ZNF563	ZNF791	truthbar	1	0.2056	DN_NC_073244.2_18356684_4	DN_NC_073244.2_18649721_4	0.3045	0.4193	0.4193
ZNF563	ZNF799	truthbar	1	0.4885	DN_NC_073244.2_18356684_4	DN_NC_073244.2_18426035_4	0.3045	0.2437	0.3045
ZNF563	ZNF823	truthbar	1	0.4348	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18356684_4	0.2238	0.3045	0.3045
ZNF564	ZNF57	truthbar	1	0.3124	DN_NC_073244.2_18564507_4	DN_NC_073244.2_8680135_4	0.3214	0.2270	0.3214
ZNF564	ZNF627	truthbar	1	0.1840	DN_NC_073244.2_17635782_4	DN_NC_073244.2_18564507_4	0.2854	0.3214	0.3214
ZNF564	ZNF669	truthbar	1	0.2462	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18564507_4	0.3619	0.3214	0.3619
ZNF564	ZNF670	truthbar	1	0.1362	DN_NC_073224.2_8356715_4	DN_NC_073244.2_18564507_4	0.1978	0.3214	0.3214
ZNF564	ZNF77	truthbar	1	0.3661	DN_NC_073244.2_18564507_4	DN_NC_073244.2_8711681_4	0.3214	0.1126	0.3214
ZNF564	ZNF791	truthbar	1	0.2203	DN_NC_073244.2_18564507_4	DN_NC_073244.2_18649721_4	0.3214	0.4193	0.4193
ZNF564	ZNF799	truthbar	1	0.2068	DN_NC_073244.2_18426035_4	DN_NC_073244.2_18564507_4	0.2437	0.3214	0.3214
ZNF564	ZNF823	truthbar	1	0.1803	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18564507_4	0.2238	0.3214	0.3214
ZNF565	ZNF566	truthbar	1						
ZNF565	ZNF567	truthbar	1						
ZNF565	ZNF568	truthbar	1	0.1997	DN_NC_073244.2_47288294_4	DN_NC_073244.2_48093173_7	0.2381	0.3190	0.3190
ZNF565	ZNF569	truthbar	1	0.1923	DN_NC_073244.2_47288294_4	DN_NC_073244.2_48919547_6	0.2381	0.1952	0.2381
ZNF565	ZNF571	truthbar	1	0.3630	DN_NC_073244.2_47250467_5	DN_NC_073244.2_49072464_4	0.2541	0.1879	0.2541
ZNF565	ZNF573	truthbar	1	0.2368	DN_NC_073244.2_47250467_5	DN_NC_073244.2_49246931_6	0.2541	0.3121	0.3121
ZNF565	ZNF577	truthbar	1						
ZNF565	ZNF582	truthbar	1	0.2225	DN_NC_073244.2_47250467_5	DN_NC_073244.2_68491976_5	0.2541	0.1818	0.2541
ZNF565	ZNF583	truthbar	1	0.3588	DN_NC_073244.2_47250467_5	DN_NC_073244.2_68513423_5	0.2541	0.2489	0.2541
ZNF565	ZNF585A	truthbar	1						
ZNF565	ZNF585B	truthbar	1						
ZNF565	ZNF596	truthbar	1						
ZNF565	ZNF605	truthbar	1	0.1545	DN_NC_073234.2_148420424_5	DN_NC_073244.2_47288294_4	0.0953	0.2381	0.2381
ZNF565	ZNF606	truthbar	1						
ZNF565	ZNF607	truthbar	1	0.2556	DN_NC_073244.2_47250467_5	DN_NC_073244.2_49205215_5	0.2541	0.1922	0.2541
ZNF565	ZNF613	truthbar	1						
ZNF565	ZNF614	truthbar	1						
ZNF565	ZNF615	truthbar	1						
ZNF565	ZNF624	truthbar	1						
ZNF565	ZNF649	truthbar	1						
ZNF565	ZNF665	truthbar	1						
ZNF565	ZNF674	truthbar	1						
ZNF565	ZNF684	truthbar	1						
ZNF565	ZNF717	truthbar	1						
ZNF565	ZNF780A	truthbar	1	0.2873	DN_NC_073244.2_47250467_5	DN_NC_073244.2_51825388_5	0.2541	0.1618	0.2541
ZNF565	ZNF780B	truthbar	1	0.2575	DN_NC_073244.2_47250467_5	DN_NC_073244.2_51783968_5	0.2541	0.2381	0.2541
ZNF565	ZNF782	genuine	0						
ZNF565	ZNF790	truthbar	1	0.2884	DN_NC_073244.2_47250467_5	DN_NC_073244.2_47997304_5	0.2541	0.2772	0.2772
ZNF565	ZNF81	truthbar	1						
ZNF565	ZNF829	truthbar	1	0.2632	DN_NC_073244.2_47250467_5	DN_NC_073244.2_48066692_6	0.2541	0.4705	0.4705
ZNF565	ZNF84	truthbar	1						
ZNF565	ZNF883	truthbar	1						
ZNF565	ZNF891	truthbar	1						
ZNF566	ZNF571	truthbar	1	0.3232	DN_NC_073244.2_47642985_5	DN_NC_073244.2_49072464_4	0.3037	0.1879	0.3037
ZNF566	ZNF573	genuine	0	0.2850	DN_NC_073244.2_47642985_5	DN_NC_073244.2_49246931_6	0.3037	0.3121	0.3121
ZNF566	ZNF582	truthbar	1	0.3711	DN_NC_073244.2_47642985_5	DN_NC_073244.2_68491976_5	0.3037	0.1818	0.3037
ZNF566	ZNF583	truthbar	1						
ZNF566	ZNF596	genuine	0						
ZNF566	ZNF607	genuine	0						
ZNF566	ZNF665	genuine	0	0.2543	DN_NC_073244.2_47642985_5	DN_NC_073244.2_65102393_4	0.3037	0.3815	0.3815
ZNF566	ZNF684	genuine	0						
ZNF566	ZNF780A	genuine	0	0.1797	DN_NC_073244.2_47642985_5	DN_NC_073244.2_51825388_5	0.3037	0.1618	0.3037
ZNF566	ZNF780B	genuine	0						
ZNF566	ZNF790	truthbar	1	0.3379	DN_NC_073244.2_47642985_5	DN_NC_073244.2_47997304_5	0.3037	0.2772	0.3037
ZNF566	ZNF829	truthbar	1						
ZNF566	ZNF891	genuine	0						
ZNF567	ZNF568	truthbar	1						
