case	source_id	target_id	relation	layer	identity	coverage	orientation	source_interval	target_interval	evidence	direction_status
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~81	CONTAINS	DNA	0.9991	0.9635	+	0-5626	4105-9726	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.8956	0.6531	-	6911-8544	809-2377	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	DB~GOLGA6_8~82	CONTAINS	DNA	0.8956	0.6531	-	6911-8544	809-2377	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~82	CONTAINS	DNA	0.8956	0.6531	-	809-2377	6911-8544	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.8956	0.6531	-	2811-4444	809-2377	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~83	CONTAINS	DNA	0.8956	0.6531	-	2811-4444	809-2377	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~83	CONTAINS	DNA	0.8956	0.6531	-	809-2377	2811-4444	minimap2_PAF	UNROOTED
MAGEA	L~chrX_25725472_25728073	L~chrX_29836044_29844402	RNA_HOMOLOGY	RNA	0.7492	0.5270	+	378-1340	258-1223	fresh_Er	UNROOTED
MAGEA	L~chrX_25725472_25728073	RB~MAGEA~0	CONTAINS	RNA	0.7492	0.5270	+	378-1340	258-1223	minimap2_PAF	UNROOTED
MAGEA	L~chrX_29836044_29844402	RB~MAGEA~0	CONTAINS	RNA	0.7492	0.5270	+	258-1223	378-1340	minimap2_PAF	UNROOTED
MAGEA	L~chrX_29807852_29812991	L~chrX_29836044_29844402	RNA_HOMOLOGY	RNA	0.8273	0.5434	+	143-1144	267-1262	fresh_Er	UNROOTED
MAGEA	L~chrX_29807852_29812991	RB~MAGEA~1	CONTAINS	RNA	0.8273	0.5434	+	143-1144	267-1262	minimap2_PAF	UNROOTED
MAGEA	L~chrX_29836044_29844402	RB~MAGEA~1	CONTAINS	RNA	0.8273	0.5434	+	267-1262	143-1144	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_147951771_147957050	RNA_HOMOLOGY	RNA	0.7775	0.7077	+	180-1478	395-1733	fresh_Er	UNROOTED
MAGEA	L~chrX_147847404_147853231	RB~MAGEA~2	CONTAINS	RNA	0.7775	0.7077	+	180-1478	395-1733	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	RB~MAGEA~2	CONTAINS	RNA	0.7775	0.7077	+	395-1733	180-1478	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_148047652_148053473	RNA_HOMOLOGY	RNA	1.0000	1.0000	+	6-1834	0-1828	fresh_Er	UNROOTED
MAGEA	L~chrX_147847404_147853231	RB~MAGEA~3	CONTAINS	RNA	1.0000	1.0000	+	6-1834	0-1828	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	RB~MAGEA~3	CONTAINS	RNA	1.0000	1.0000	+	0-1828	6-1834	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_150181730_150191399	RNA_HOMOLOGY	RNA	0.8052	0.9324	+	149-1834	109-1763	fresh_Er	UNROOTED
MAGEA	L~chrX_147847404_147853231	RB~MAGEA~4	CONTAINS	RNA	0.8052	0.9324	+	149-1834	109-1763	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	RB~MAGEA~4	CONTAINS	RNA	0.8052	0.9324	+	109-1763	149-1834	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_150399384_150404635	RNA_HOMOLOGY	RNA	0.7869	0.5049	+	217-1143	243-1250	fresh_Er	UNROOTED
MAGEA	L~chrX_147847404_147853231	RB~MAGEA~5	CONTAINS	RNA	0.7869	0.5049	+	217-1143	243-1250	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	RB~MAGEA~5	CONTAINS	RNA	0.7869	0.5049	+	243-1250	217-1143	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_150965292_150968920	RNA_HOMOLOGY	RNA	0.7887	0.9328	+	168-1834	107-1745	fresh_Er	UNROOTED
MAGEA	L~chrX_147847404_147853231	RB~MAGEA~6	CONTAINS	RNA	0.7887	0.9328	+	168-1834	107-1745	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	RB~MAGEA~6	CONTAINS	RNA	0.7887	0.9328	+	107-1745	168-1834	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_151032688_151036482	RNA_HOMOLOGY	RNA	0.7889	0.9084	+	168-1834	273-1911	fresh_Er	UNROOTED
MAGEA	L~chrX_147847404_147853231	RB~MAGEA~7	CONTAINS	RNA	0.7889	0.9084	+	168-1834	273-1911	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	RB~MAGEA~7	CONTAINS	RNA	0.7889	0.9084	+	273-1911	168-1834	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_148047652_148053473	RNA_HOMOLOGY	RNA	0.7781	0.7101	+	395-1733	174-1472	fresh_Er	UNROOTED
MAGEA	L~chrX_147951771_147957050	RB~MAGEA~8	CONTAINS	RNA	0.7781	0.7101	+	395-1733	174-1472	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	RB~MAGEA~8	CONTAINS	RNA	0.7781	0.7101	+	174-1472	395-1733	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_150181730_150191399	RNA_HOMOLOGY	RNA	0.7955	0.7012	+	376-1626	123-1367	fresh_Er	UNROOTED
MAGEA	L~chrX_147951771_147957050	RB~MAGEA~9	CONTAINS	RNA	0.7955	0.7012	+	376-1626	123-1367	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	RB~MAGEA~9	CONTAINS	RNA	0.7955	0.7012	+	123-1367	376-1626	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_150399384_150404635	RNA_HOMOLOGY	RNA	0.7695	0.6040	+	286-1477	98-1355	fresh_Er	UNROOTED
MAGEA	L~chrX_147951771_147957050	RB~MAGEA~10	CONTAINS	RNA	0.7695	0.6040	+	286-1477	98-1355	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	RB~MAGEA~10	CONTAINS	RNA	0.7695	0.6040	+	98-1355	286-1477	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_150965292_150968920	RNA_HOMOLOGY	RNA	0.7686	0.6748	+	430-1626	148-1333	fresh_Er	UNROOTED
MAGEA	L~chrX_147951771_147957050	RB~MAGEA~11	CONTAINS	RNA	0.7686	0.6748	+	430-1626	148-1333	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	RB~MAGEA~11	CONTAINS	RNA	0.7686	0.6748	+	148-1333	430-1626	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_151032688_151036482	RNA_HOMOLOGY	RNA	0.7706	0.6374	+	382-1626	274-1499	fresh_Er	UNROOTED
MAGEA	L~chrX_147951771_147957050	RB~MAGEA~12	CONTAINS	RNA	0.7706	0.6374	+	382-1626	274-1499	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	RB~MAGEA~12	CONTAINS	RNA	0.7706	0.6374	+	274-1499	382-1626	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_150181730_150191399	RNA_HOMOLOGY	RNA	0.8052	0.9324	+	143-1828	109-1763	fresh_Er	UNROOTED
MAGEA	L~chrX_148047652_148053473	RB~MAGEA~13	CONTAINS	RNA	0.8052	0.9324	+	143-1828	109-1763	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	RB~MAGEA~13	CONTAINS	RNA	0.8052	0.9324	+	109-1763	143-1828	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_150399384_150404635	RNA_HOMOLOGY	RNA	0.7869	0.5066	+	211-1137	243-1250	fresh_Er	UNROOTED
MAGEA	L~chrX_148047652_148053473	RB~MAGEA~14	CONTAINS	RNA	0.7869	0.5066	+	211-1137	243-1250	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	RB~MAGEA~14	CONTAINS	RNA	0.7869	0.5066	+	243-1250	211-1137	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_150965292_150968920	RNA_HOMOLOGY	RNA	0.7887	0.9328	+	162-1828	107-1745	fresh_Er	UNROOTED
MAGEA	L~chrX_148047652_148053473	RB~MAGEA~15	CONTAINS	RNA	0.7887	0.9328	+	162-1828	107-1745	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	RB~MAGEA~15	CONTAINS	RNA	0.7887	0.9328	+	107-1745	162-1828	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_151032688_151036482	RNA_HOMOLOGY	RNA	0.7889	0.9114	+	162-1828	273-1911	fresh_Er	UNROOTED
MAGEA	L~chrX_148047652_148053473	RB~MAGEA~16	CONTAINS	RNA	0.7889	0.9114	+	162-1828	273-1911	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	RB~MAGEA~16	CONTAINS	RNA	0.7889	0.9114	+	273-1911	162-1828	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	L~chrX_150399384_150404635	RNA_HOMOLOGY	RNA	0.7789	0.5282	+	175-1112	240-1250	fresh_Er	UNROOTED
MAGEA	L~chrX_150181730_150191399	RB~MAGEA~17	CONTAINS	RNA	0.7789	0.5282	+	175-1112	240-1250	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	RB~MAGEA~17	CONTAINS	RNA	0.7789	0.5282	+	240-1250	175-1112	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	L~chrX_150965292_150968920	RNA_HOMOLOGY	RNA	0.8284	0.9954	+	29-1766	0-1748	fresh_Er	UNROOTED
MAGEA	L~chrX_150181730_150191399	RB~MAGEA~18	CONTAINS	RNA	0.8284	0.9954	+	29-1766	0-1748	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	RB~MAGEA~18	CONTAINS	RNA	0.8284	0.9954	+	0-1748	29-1766	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	L~chrX_151032688_151036482	RNA_HOMOLOGY	RNA	0.8297	0.9882	+	13-1766	150-1914	fresh_Er	UNROOTED
MAGEA	L~chrX_150181730_150191399	RB~MAGEA~19	CONTAINS	RNA	0.8297	0.9882	+	13-1766	150-1914	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	RB~MAGEA~19	CONTAINS	RNA	0.8297	0.9882	+	150-1914	13-1766	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	L~chrX_150965292_150968920	RNA_HOMOLOGY	RNA	0.7688	0.5296	+	245-1250	152-1082	fresh_Er	UNROOTED
MAGEA	L~chrX_150399384_150404635	RB~MAGEA~20	CONTAINS	RNA	0.7688	0.5296	+	245-1250	152-1082	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	RB~MAGEA~20	CONTAINS	RNA	0.7688	0.5296	+	152-1082	245-1250	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	L~chrX_151032688_151036482	RNA_HOMOLOGY	RNA	0.9869	1.0000	+	0-1756	166-1922	fresh_Er	UNROOTED
MAGEA	L~chrX_150965292_150968920	RB~MAGEA~21	CONTAINS	RNA	0.9869	1.0000	+	0-1756	166-1922	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	RB~MAGEA~21	CONTAINS	RNA	0.9869	1.0000	+	166-1922	0-1756	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_147951771_147957050	DNA_DUPLICATION	DNA	0.7723	0.9542	+	508-5471	3-5040	RNA_DNA	UNROOTED
MAGEA	L~chrX_147847404_147853231	DB~MAGEA~0	CONTAINS	DNA	0.7723	0.9542	+	508-5471	3-5040	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	DB~MAGEA~0	CONTAINS	DNA	0.7723	0.9542	+	3-5040	508-5471	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_148047652_148053473	DNA_DUPLICATION	DNA	0.9997	1.0000	+	6-5827	0-5821	RNA_DNA	UNROOTED
MAGEA	L~chrX_147847404_147853231	DB~MAGEA~1	CONTAINS	DNA	0.9997	1.0000	+	6-5827	0-5821	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	DB~MAGEA~1	CONTAINS	DNA	0.9997	1.0000	+	0-5821	6-5827	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_150181730_150191399	DNA_DUPLICATION	DNA	0.8026	0.5614	+	2556-5827	6619-9658	RNA_DNA	UNROOTED
MAGEA	L~chrX_147847404_147853231	DB~MAGEA~2	CONTAINS	DNA	0.8026	0.5614	+	2556-5827	6619-9658	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	DB~MAGEA~2	CONTAINS	DNA	0.8026	0.5614	+	6619-9658	2556-5827	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_150399384_150404635	DNA_DUPLICATION	DNA	0.7860	0.7351	+	1027-5136	7-3867	RNA_DNA	UNROOTED
MAGEA	L~chrX_147847404_147853231	DB~MAGEA~3	CONTAINS	DNA	0.7860	0.7351	+	1027-5136	7-3867	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	DB~MAGEA~3	CONTAINS	DNA	0.7860	0.7351	+	7-3867	1027-5136	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_150965292_150968920	DNA_DUPLICATION	DNA	0.7865	0.6510	+	3443-5827	1255-3617	RNA_DNA	UNROOTED
MAGEA	L~chrX_147847404_147853231	DB~MAGEA~4	CONTAINS	DNA	0.7865	0.6510	+	3443-5827	1255-3617	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	DB~MAGEA~4	CONTAINS	DNA	0.7865	0.6510	+	1255-3617	3443-5827	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147847404_147853231	L~chrX_151032688_151036482	DNA_DUPLICATION	DNA	0.7866	0.6226	+	3443-5827	1421-3783	RNA_DNA	UNROOTED
MAGEA	L~chrX_147847404_147853231	DB~MAGEA~5	CONTAINS	DNA	0.7866	0.6226	+	3443-5827	1421-3783	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	DB~MAGEA~5	CONTAINS	DNA	0.7866	0.6226	+	1421-3783	3443-5827	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_148047652_148053473	DNA_DUPLICATION	DNA	0.7785	0.9542	+	3-5040	942-5465	RNA_DNA	UNROOTED
MAGEA	L~chrX_147951771_147957050	DB~MAGEA~6	CONTAINS	DNA	0.7785	0.9542	+	3-5040	942-5465	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	DB~MAGEA~6	CONTAINS	DNA	0.7785	0.9542	+	942-5465	3-5040	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_150181730_150191399	DNA_DUPLICATION	DNA	0.7761	0.5994	+	1769-4933	6414-9262	RNA_DNA	UNROOTED
MAGEA	L~chrX_147951771_147957050	DB~MAGEA~7	CONTAINS	DNA	0.7761	0.5994	+	1769-4933	6414-9262	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	DB~MAGEA~7	CONTAINS	DNA	0.7761	0.5994	+	6414-9262	1769-4933	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_150399384_150404635	DNA_DUPLICATION	DNA	0.7763	0.7551	+	521-4784	7-3972	RNA_DNA	UNROOTED
MAGEA	L~chrX_147951771_147957050	DB~MAGEA~8	CONTAINS	DNA	0.7763	0.7551	+	521-4784	7-3972	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	DB~MAGEA~8	CONTAINS	DNA	0.7763	0.7551	+	7-3972	521-4784	minimap2_PAF	UNROOTED
MAGEA	L~chrX_147951771_147957050	L~chrX_150965292_150968920	DNA_DUPLICATION	DNA	0.7613	0.5102	+	3077-4933	1354-3205	RNA_DNA	UNROOTED
MAGEA	L~chrX_147951771_147957050	DB~MAGEA~9	CONTAINS	DNA	0.7613	0.5102	+	3077-4933	1354-3205	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	DB~MAGEA~9	CONTAINS	DNA	0.7613	0.5102	+	1354-3205	3077-4933	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_150181730_150191399	DNA_DUPLICATION	DNA	0.8030	0.5619	+	2550-5821	6619-9658	RNA_DNA	UNROOTED
MAGEA	L~chrX_148047652_148053473	DB~MAGEA~10	CONTAINS	DNA	0.8030	0.5619	+	2550-5821	6619-9658	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	DB~MAGEA~10	CONTAINS	DNA	0.8030	0.5619	+	6619-9658	2550-5821	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_150399384_150404635	DNA_DUPLICATION	DNA	0.7863	0.7351	+	1021-5130	7-3867	RNA_DNA	UNROOTED
MAGEA	L~chrX_148047652_148053473	DB~MAGEA~11	CONTAINS	DNA	0.7863	0.7351	+	1021-5130	7-3867	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150399384_150404635	DB~MAGEA~11	CONTAINS	DNA	0.7863	0.7351	+	7-3867	1021-5130	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_150965292_150968920	DNA_DUPLICATION	DNA	0.7861	0.6510	+	3437-5821	1255-3617	RNA_DNA	UNROOTED
MAGEA	L~chrX_148047652_148053473	DB~MAGEA~12	CONTAINS	DNA	0.7861	0.6510	+	3437-5821	1255-3617	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	DB~MAGEA~12	CONTAINS	DNA	0.7861	0.6510	+	1255-3617	3437-5821	minimap2_PAF	UNROOTED
MAGEA	L~chrX_148047652_148053473	L~chrX_151032688_151036482	DNA_DUPLICATION	DNA	0.7862	0.6226	+	3437-5821	1421-3783	RNA_DNA	UNROOTED
MAGEA	L~chrX_148047652_148053473	DB~MAGEA~13	CONTAINS	DNA	0.7862	0.6226	+	3437-5821	1421-3783	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	DB~MAGEA~13	CONTAINS	DNA	0.7862	0.6226	+	1421-3783	3437-5821	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	L~chrX_150965292_150968920	DNA_DUPLICATION	DNA	0.8247	0.7186	+	7074-9661	1013-3620	RNA_DNA	UNROOTED
MAGEA	L~chrX_150181730_150191399	DB~MAGEA~14	CONTAINS	DNA	0.8247	0.7186	+	7074-9661	1013-3620	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	DB~MAGEA~14	CONTAINS	DNA	0.8247	0.7186	+	1013-3620	7074-9661	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150181730_150191399	L~chrX_151032688_151036482	DNA_DUPLICATION	DNA	0.8081	0.9360	+	5804-9661	235-3786	RNA_DNA	UNROOTED
MAGEA	L~chrX_150181730_150191399	DB~MAGEA~15	CONTAINS	DNA	0.8081	0.9360	+	5804-9661	235-3786	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	DB~MAGEA~15	CONTAINS	DNA	0.8081	0.9360	+	235-3786	5804-9661	minimap2_PAF	UNROOTED
MAGEA	L~chrX_150965292_150968920	L~chrX_151032688_151036482	DNA_DUPLICATION	DNA	0.9928	1.0000	+	0-3628	166-3794	RNA_DNA	UNROOTED
MAGEA	L~chrX_150965292_150968920	DB~MAGEA~16	CONTAINS	DNA	0.9928	1.0000	+	0-3628	166-3794	minimap2_PAF	UNROOTED
MAGEA	L~chrX_151032688_151036482	DB~MAGEA~16	CONTAINS	DNA	0.9928	1.0000	+	166-3794	0-3628	minimap2_PAF	UNROOTED
RABL2	L~chr2_114051947_114068133	L~chr22_51280995_51297151	RNA_HOMOLOGY	RNA	0.9894	1.0000	+	28-2194	0-2174	fresh_Er	UNROOTED
RABL2	L~chr2_114051947_114068133	RB~RABL2~0	CONTAINS	RNA	0.9894	1.0000	+	28-2194	0-2174	minimap2_PAF	UNROOTED
RABL2	L~chr22_51280995_51297151	RB~RABL2~0	CONTAINS	RNA	0.9894	1.0000	+	0-2174	28-2194	minimap2_PAF	UNROOTED
RABL2	L~chr2_114051947_114068133	L~chr22_51280995_51297151	DNA_DUPLICATION	DNA	0.9886	1.0000	+	28-16180	0-16156	RNA_DNA	UNROOTED
RABL2	L~chr2_114051947_114068133	DB~RABL2~0	CONTAINS	DNA	0.9886	1.0000	+	28-16180	0-16156	minimap2_PAF	UNROOTED
RABL2	L~chr22_51280995_51297151	DB~RABL2~0	CONTAINS	DNA	0.9886	1.0000	+	0-16156	28-16180	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_21264317_21308828	RNA_HOMOLOGY	RNA	0.9312	0.5200	+	2224-4273	1831-3818	fresh_Er	UNROOTED
NBPF_core	L~chr1_16004106_16009694	RB~NBPF_core~0	CONTAINS	RNA	0.9312	0.5200	+	2224-4273	1831-3818	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	RB~NBPF_core~0	CONTAINS	RNA	0.9312	0.5200	+	1831-3818	2224-4273	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_145181583_145189075	RNA_HOMOLOGY	RNA	0.9673	0.9704	+	1367-4273	0-3415	fresh_Er	UNROOTED
NBPF_core	L~chr1_16004106_16009694	RB~NBPF_core~1	CONTAINS	RNA	0.9673	0.9704	+	1367-4273	0-3415	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145181583_145189075	RB~NBPF_core~1	CONTAINS	RNA	0.9673	0.9704	+	0-3415	1367-4273	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_145721210_145740087	RNA_HOMOLOGY	RNA	0.9682	0.5474	+	2224-4273	1693-3741	fresh_Er	UNROOTED
NBPF_core	L~chr1_16004106_16009694	RB~NBPF_core~2	CONTAINS	RNA	0.9682	0.5474	+	2224-4273	1693-3741	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~2	CONTAINS	RNA	0.9682	0.5474	+	1693-3741	2224-4273	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_147812240_147817768	RNA_HOMOLOGY	RNA	0.9683	0.9752	+	199-4273	0-4086	fresh_Er	UNROOTED
NBPF_core	L~chr1_16004106_16009694	RB~NBPF_core~3	CONTAINS	RNA	0.9683	0.9752	+	199-4273	0-4086	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_147812240_147817768	RB~NBPF_core~3	CONTAINS	RNA	0.9683	0.9752	+	0-4086	199-4273	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_16651438_16658629	RNA_HOMOLOGY	RNA	0.9081	0.9995	+	2-4273	451-4494	fresh_Er	UNROOTED
NBPF_core	L~chr1_16004106_16009694	RB~NBPF_core~4	CONTAINS	RNA	0.9081	0.9995	+	2-4273	451-4494	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16651438_16658629	RB~NBPF_core~4	CONTAINS	RNA	0.9081	0.9995	+	451-4494	2-4273	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_148676047_148680542	RNA_HOMOLOGY	RNA	0.8946	0.9995	+	2-4273	331-4378	fresh_Er	UNROOTED
NBPF_core	L~chr1_16004106_16009694	RB~NBPF_core~5	CONTAINS	RNA	0.8946	0.9995	+	2-4273	331-4378	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148676047_148680542	RB~NBPF_core~5	CONTAINS	RNA	0.8946	0.9995	+	331-4378	2-4273	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16197030_16220874	L~chr1_120818528_120841268	RNA_HOMOLOGY	RNA	0.9766	0.9996	+	1120-3852	0-2737	fresh_Er	UNROOTED
NBPF_core	L~chr1_16197030_16220874	RB~NBPF_core~6	CONTAINS	RNA	0.9766	0.9996	+	1120-3852	0-2737	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	RB~NBPF_core~6	CONTAINS	RNA	0.9766	0.9996	+	0-2737	1120-3852	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16197030_16220874	L~chr1_144498118_144521381	RNA_HOMOLOGY	RNA	0.9779	0.9348	+	825-3860	194-3234	fresh_Er	UNROOTED
NBPF_core	L~chr1_16197030_16220874	RB~NBPF_core~7	CONTAINS	RNA	0.9779	0.9348	+	825-3860	194-3234	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	RB~NBPF_core~7	CONTAINS	RNA	0.9779	0.9348	+	194-3234	825-3860	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16197030_16220874	L~chr1_146189554_146215274	RNA_HOMOLOGY	RNA	0.9697	0.9982	+	0-3860	1832-5697	fresh_Er	UNROOTED
NBPF_core	L~chr1_16197030_16220874	RB~NBPF_core~8	CONTAINS	RNA	0.9697	0.9982	+	0-3860	1832-5697	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146189554_146215274	RB~NBPF_core~8	CONTAINS	RNA	0.9697	0.9982	+	1832-5697	0-3860	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16197030_16220874	L~chr1_146679786_146702814	RNA_HOMOLOGY	RNA	0.9791	0.9941	+	825-3852	18-3034	fresh_Er	UNROOTED
NBPF_core	L~chr1_16197030_16220874	RB~NBPF_core~9	CONTAINS	RNA	0.9791	0.9941	+	825-3852	18-3034	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	RB~NBPF_core~9	CONTAINS	RNA	0.9791	0.9941	+	18-3034	825-3852	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16197030_16220874	L~chr1_148602579_148620962	RNA_HOMOLOGY	RNA	0.9495	0.5449	+	0-2101	805-2905	fresh_Er	UNROOTED
NBPF_core	L~chr1_16197030_16220874	RB~NBPF_core~10	CONTAINS	RNA	0.9495	0.5449	+	0-2101	805-2905	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148602579_148620962	RB~NBPF_core~10	CONTAINS	RNA	0.9495	0.5449	+	805-2905	0-2101	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	L~chr1_120818528_120841268	RNA_HOMOLOGY	RNA	0.9050	0.6315	+	532-2037	983-2712	fresh_Er	UNROOTED
NBPF_core	L~chr1_21264317_21308828	RB~NBPF_core~11	CONTAINS	RNA	0.9050	0.6315	+	532-2037	983-2712	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	RB~NBPF_core~11	CONTAINS	RNA	0.9050	0.6315	+	983-2712	532-2037	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	L~chr1_144498118_144521381	RNA_HOMOLOGY	RNA	0.8834	0.5135	+	532-2202	1472-3142	fresh_Er	UNROOTED
