gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	same_chrom
LOC101132614	NC_073224.2	LOC101140761	NC_073229.2	0.819	0.865	0
LOC115931109	NC_073242.2	LOC129527636	NC_073242.2	0.134	0.864	1
LOC101124732	NC_073244.2	LOC101145690	NC_073244.2	0.249	0.864	1
GBP4	NC_073224.2	GBP7	NC_073224.2	0.713	0.864	1
LOC101153131	NC_073244.2	ZNF578	NC_073244.2	0.211	0.864	1
LOC101153131	NC_073244.2	ZNF28	NC_073244.2	0.234	0.864	1
LILRB3	NC_073244.2	LILRB4	NC_073244.2	0.261	0.864	1
LOC115931576	NC_073244.2	ZNF254	NC_073244.2	0.243	0.864	1
LOC101146516	NC_073244.2	LOC129528913	NC_073244.2	0.447	0.864	1
TUBB4B	NC_073237.2	TUBB8	NC_073232.2	0.451	0.864	0
LOC101128507	NC_073237.2	LOC101128867	NC_073237.2	0.849	0.864	1
LOC101143844	NC_073229.2	LOC101153360	NC_073229.2	0.487	0.864	1
RNASE2	NC_073239.2	RNASE3	NC_073239.2	0.676	0.864	1
LOC101128742	NC_073247.2	TUBA1C	NC_073234.2	0.538	0.864	0
LOC101139701	NC_073246.2	LOC115931850	NC_073246.2	0.229	0.864	1
LOC101132614	NC_073224.2	LOC109024886	NC_073229.2	0.798	0.864	0
LOC101142673	NC_073237.2	LOC115935827	NC_073237.2	0.744	0.864	1
LOC101154368	NC_073224.2	LOC129526222	NC_073238.2	0.781	0.864	0
XAGE2	NC_073247.2	XAGE3	NC_073247.2	0.717	0.864	1
ELOC	NC_073231.2	LOC101125987	NC_073224.2	0.97	0.864	0
LOC101130985	NC_073229.2	LOC101143962	NC_073229.2	0.776	0.864	1
MIR518C	NC_073244.2	MIR519E	NC_073244.2	1.0	0.864	1
ANKRD30A	NC_073232.2	LOC101152383	NC_073240.2	0.234	0.863	0
LOC115930164	NC_073224.2	LOC129525599	NC_073224.2	0.199	0.863	1
PCDHB12	NC_073228.2	PCDHB5	NC_073228.2	0.47	0.863	1
LOC101126280	NC_073228.2	PCDHB16	NC_073228.2	0.41	0.863	1
LOC129533126	NC_073227.2	LOC134756357	NC_073224.2	0.286	0.863	0
LOC101128599	NC_073244.2	LOC115932619	NC_073244.2	0.488	0.863	1
LOC101128844	NC_073230.2	ZNF92	NC_073230.2	0.155	0.863	1
LOC101129171	NC_073244.2	ZNF626	NC_073244.2	0.256	0.863	1
LOC101135168	NC_073228.2	LOC101144084	NC_073228.2	0.193	0.863	1
ZNF723	NC_073244.2	ZNF738	NC_073244.2	0.286	0.863	1
LOC101139095	NC_073237.2	ZNF254	NC_073244.2	0.391	0.863	0
LOC101139095	NC_073237.2	ZNF626	NC_073244.2	0.32	0.863	0
KRT5	NC_073234.2	LOC101136938	NC_073234.2	0.541	0.863	1
CASP5	NC_073233.2	LOC101139367	NC_073233.2	0.651	0.863	1
KRT71	NC_073234.2	KRT74	NC_073234.2	0.522	0.863	1
APOBEC3B	NC_086018.1	APOBEC3G	NC_086018.1	0.277	0.863	1
LOC109029488	NC_073224.2	LOC115933275	NC_073224.2	0.131	0.863	1
LOC101143267	NC_073247.2	LOC101146896	NC_073247.2	0.207	0.863	1
KRT13	NC_073228.2	KRT15	NC_073228.2	0.581	0.863	1
LOC101126399	NC_073228.2	LOC101126984	NC_073228.2	0.542	0.863	1
LOC101137179	NC_073238.2	LOC101144515	NC_073233.2	0.349	0.863	0
LOC101142646	NC_073244.2	LOC129528785	NC_073244.2	0.135	0.863	1
LOC101134211	NC_073242.2	MT1HL1	NC_073224.2	0.938	0.863	0
LOC101132032	NC_073228.2	LOC101136718	NC_073228.2	0.173	0.863	1
LOC115933428	NC_073240.2	LOC129524120	NC_073231.2	0.559	0.863	0
LOC129524120	NC_073231.2	LOC129526136	NC_073238.2	0.559	0.863	0
LOC101129170	NC_073229.2	LOC129526436	NC_073238.2	0.639	0.863	0
LOC101129170	NC_073229.2	LOC129527250	NC_073238.2	0.639	0.863	0
LOC109024216	NC_073244.2	LOC115931654	NC_073244.2	0.428	0.862	1
LOC101130387	NC_073244.2	SIGLEC10	NC_073244.2	0.432	0.862	1
LOC101125318	NC_073228.2	PCDHB2	NC_073228.2	0.39	0.862	1
LOC101127099	NC_086017.1	LOC101127473	NC_086017.1	0.793	0.862	1
LOC129524018	NC_073231.2	LOC134759140	NC_073224.2	0.208	0.862	0
IFNA8	NC_073237.2	LOC115935833	NC_073237.2	0.88	0.862	1
LOC101138981	NC_073237.2	LOC101142673	NC_073237.2	0.745	0.862	1
LOC101142999	NC_073244.2	LOC101146864	NC_073244.2	0.629	0.862	1
LOC129523876	NC_073230.2	LOC129523896	NC_073230.2	0.284	0.862	1
LOC129523896	NC_073230.2	LOC134758922	NC_073230.2	0.284	0.862	1
LOC101125304	NC_073242.2	MT1HL1	NC_073224.2	0.777	0.862	0
IFITM2	NC_073233.2	LOC101150658	NC_073236.2	0.526	0.862	0
LOC101135184	NC_073229.2	LOC101142132	NC_073229.2	0.78	0.862	1
LOC115932311	NC_073247.2	XAGE3	NC_073247.2	0.566	0.862	1
LOC101139366	NC_073236.2	LOC129526222	NC_073238.2	0.771	0.862	0
LOC101136829	NC_073228.2	LOC101141118	NC_073228.2	0.903	0.862	1
MYH4	NC_073243.2	MYH8	NC_073243.2	0.56	0.861	1
LOC101126280	NC_073228.2	PCDHB2	NC_073228.2	0.311	0.861	1
LOC101125684	NC_073228.2	PCDHB8	NC_073228.2	0.227	0.861	1
LOC101129171	NC_073244.2	LOC101130248	NC_073244.2	0.438	0.861	1
LOC101142134	NC_073229.2	LOC101143108	NC_073229.2	0.42	0.861	1
LOC101128844	NC_073230.2	ZNF723	NC_073244.2	0.342	0.861	0
MMP10	NC_073233.2	MMP3	NC_073233.2	0.715	0.861	1
LOC101152033	NC_073244.2	ZNF723	NC_073244.2	0.307	0.861	1
LOC101126289	NC_073244.2	LOC101139095	NC_073237.2	0.393	0.861	0
LOC115934311	NC_073227.2	UGT2B17	NC_073227.2	0.503	0.861	1
LOC115932790	NC_073233.2	TRIM51	NC_073233.2	0.999	0.861	1
IFNA8	NC_073237.2	LOC101139713	NC_073237.2	0.682	0.861	1
LOC101143280	NC_073232.2	LOC129523464	NC_073237.2	0.803	0.861	0
LOC101126985	NC_073242.2	LOC129523465	NC_073242.2	0.745	0.861	1
LOC101154144	NC_073235.2	LOC129526222	NC_073238.2	0.781	0.861	0
LOC101124572	NC_073242.2	LOC115931107	NC_073242.2	0.521	0.861	1
LOC101127312	NC_073236.2	LOC129533515	NC_073224.2	0.618	0.861	0
LOC129527592	NC_073242.2	LOC129527636	NC_073242.2	0.15	0.86	1
LOC101124648	NC_073224.2	LOC115934622	NC_073228.2	0.165	0.86	0
LOC101144552	NC_073235.2	LOC129533126	NC_073227.2	0.286	0.86	0
LOC101145202	NC_073228.2	PCDHB5	NC_073228.2	0.367	0.86	1
LOC115930123	NC_073244.2	LOC115931563	NC_073244.2	0.474	0.86	1
LOC101136504	NC_073244.2	ZNF506	NC_073244.2	0.739	0.86	1
LOC101149133	NC_073228.2	LOC115932656	NC_073228.2	0.632	0.86	1
LOC115931563	NC_073244.2	LOC115933440	NC_073244.2	0.646	0.86	1
LOC115931576	NC_073244.2	ZNF430	NC_073244.2	0.667	0.86	1
LOC101127832	NC_086017.1	LOC134758073	NC_086017.1	1.0	0.86	1
LOC101141279	NC_073229.2	MHC-G	NC_073229.2	0.609	0.86	1
LOC101142996	NC_073244.2	LOC129524489	NC_073237.2	0.936	0.86	0
CLDN6	NC_073242.2	CLDN9	NC_073242.2	0.348	0.86	1
LOC101148362	NC_073224.2	LOC109023337	NC_073240.2	0.908	0.86	0
SCN1A	NC_073235.2	SCN3A	NC_073235.2	0.203	0.859	1
SCN2A	NC_073235.2	SCN9A	NC_073235.2	0.19	0.859	1
LOC101125318	NC_073228.2	PCDHB14	NC_073228.2	0.386	0.859	1
ZNF578	NC_073244.2	ZNF888	NC_073244.2	0.237	0.859	1
LOC101141782	NC_073247.2	LOC101143628	NC_073247.2	0.399	0.859	1
LOC101137843	NC_073244.2	LOC115931576	NC_073244.2	0.39	0.859	1
LOC101139095	NC_073237.2	ZNF738	NC_073244.2	0.32	0.859	0
LOC101145945	NC_073244.2	ZNF254	NC_073244.2	0.271	0.859	1
LOC101151919	NC_073244.2	LOC101152881	NC_073244.2	0.528	0.859	1
LOC101133546	NC_073244.2	ZNF600	NC_073244.2	0.328	0.859	1
LOC101126892	NC_073244.2	SIGLEC12	NC_073244.2	0.489	0.859	1
LOC109026641	NC_073227.2	UGT2B17	NC_073227.2	0.704	0.859	1
LOC101152033	NC_073244.2	ZNF430	NC_073244.2	0.328	0.859	1
LOC101151324	NC_073244.2	ZNF860	NC_086017.1	0.432	0.859	0
LOC115935969	NC_073232.2	LOC129523464	NC_073237.2	0.468	0.859	0
LOC101142134	NC_073229.2	MHC-G	NC_073229.2	0.664	0.859	1
LOC101151324	NC_073244.2	ZNF701	NC_073244.2	0.395	0.859	1
LOC101141509	NC_073244.2	LOC101142645	NC_073244.2	0.635	0.859	1
LOC101130248	NC_073244.2	LOC115931576	NC_073244.2	0.294	0.859	1
LOC129528951	NC_073244.2	TEX264	NC_086017.1	0.328	0.859	0
LOC101126985	NC_073242.2	LOC101134211	NC_073242.2	0.876	0.859	1
LOC101140029	NC_073244.2	LOC129532266	NC_086017.1	0.604	0.859	0
LOC101129170	NC_073229.2	LOC115933428	NC_073240.2	0.559	0.859	0
LOC101129170	NC_073229.2	LOC129526136	NC_073238.2	0.559	0.859	0
LOC101133546	NC_073244.2	LOC109024216	NC_073244.2	0.39	0.858	1
LOC129533569	NC_073228.2	LOC134758136	NC_086017.1	0.242	0.858	0
LOC101141990	NC_073241.2	LOC115934567	NC_073228.2	0.237	0.858	0
LOC129528458	NC_073241.2	LOC129530487	NC_073246.2	0.156	0.858	0
LOC101136504	NC_073244.2	LOC101145945	NC_073244.2	0.32	0.858	1
LOC101143887	NC_073232.2	LOC129523464	NC_073237.2	0.41	0.858	0
LOC101139531	NC_073227.2	UGT2B17	NC_073227.2	0.714	0.858	1
LOC101146458	NC_073233.2	TRIM51	NC_073233.2	1.0	0.858	1
LOC134757201	NC_073239.2	LOC134757204	NC_073239.2	0.34	0.858	1
LOC101143844	NC_073229.2	MHC-G	NC_073229.2	0.601	0.858	1
KIR2DL4	NC_073244.2	LOC115933440	NC_073244.2	0.714	0.858	1
IGLL1	NC_086018.1	LOC101127022	NC_086018.1	0.447	0.858	1
AURKAIP1	NC_073224.2	LOC101150093	NC_073243.2	0.507	0.858	0
LOC101126098	NC_073224.2	LOC101151967	NC_073224.2	0.818	0.858	1
LOC101126269	NC_073242.2	LOC101131917	NC_073227.2	0.66	0.858	0
LOC115930774	NC_073240.2	LOC134757308	NC_073240.2	0.427	0.858	1
LOC101152462	NC_073233.2	LOC129524120	NC_073231.2	0.997	0.858	0
LOC101141855	NC_073242.2	LOC115931102	NC_073242.2	0.132	0.857	1
LOC109024216	NC_073244.2	ZNF611	NC_073244.2	0.267	0.857	1
ZNF578	NC_073244.2	ZNF701	NC_073244.2	0.201	0.857	1
LOC101140030	NC_073229.2	ULBP3	NC_073229.2	0.485	0.857	1
LOC101144838	NC_073244.2	LOC115931576	NC_073244.2	0.47	0.857	1
LOC101136504	NC_073244.2	ZNF486	NC_073244.2	0.771	0.857	1
LOC101136504	NC_073244.2	ZNF90	NC_073244.2	0.302	0.857	1
LOC101141138	NC_073244.2	LOC101143363	NC_073244.2	0.927	0.857	1
LOC101136504	NC_073244.2	ZNF430	NC_073244.2	0.442	0.857	1
LOC101152881	NC_073244.2	LOC101153230	NC_073244.2	0.748	0.857	1
ZNF430	NC_073244.2	ZNF92	NC_073230.2	0.507	0.857	0
LOC101139095	NC_073237.2	ZNF92	NC_073230.2	0.259	0.857	0
GSTM4	NC_073224.2	LOC101138588	NC_073229.2	0.534	0.857	0
LOC101124778	NC_073224.2	ZNF682	NC_073244.2	0.27	0.857	0
LOC101142996	NC_073244.2	LOC129525464	NC_073233.2	0.472	0.857	0
LOC101137179	NC_073238.2	LOC129526222	NC_073238.2	0.372	0.857	1
LOC115934962	NC_073229.2	LOC129534195	NC_073229.2	0.785	0.857	1
LOC101143804	NC_073234.2	LOC109024079	NC_073244.2	0.503	0.857	0
LOC101140345	NC_086017.1	LOC101140615	NC_073240.2	0.996	0.857	0
LOC109024216	NC_073244.2	ZNF28	NC_073244.2	0.208	0.856	1
ZNF611	NC_073244.2	ZNF813	NC_073244.2	0.278	0.856	1
KCNH2	NC_073230.2	KCNH6	NC_073228.2	0.245	0.856	0
LOC101128844	NC_073230.2	ZNF626	NC_073244.2	0.148	0.856	0
LOC101124577	NC_073228.2	LOC101149133	NC_073228.2	0.614	0.856	1
LOC101142673	NC_073237.2	LOC115935833	NC_073237.2	0.88	0.856	1
LCE3C	NC_073224.2	LCE3D	NC_073224.2	0.524	0.856	1
LOC101131021	NC_073224.2	LOC101133011	NC_073239.2	0.618	0.856	0
LOC101129170	NC_073229.2	LOC101152462	NC_073233.2	0.679	0.856	0
ZNF611	NC_073244.2	ZNF888	NC_073244.2	0.243	0.855	1
TRPV5	NC_073230.2	TRPV6	NC_073230.2	0.514	0.855	1
ANKRD30A	NC_073232.2	LOC115933177	NC_073240.2	0.255	0.855	0
ZNF468	NC_073244.2	ZNF611	NC_073244.2	0.175	0.855	1
LOC101137843	NC_073244.2	LOC101141027	NC_073244.2	0.278	0.855	1
LOC101154200	NC_073244.2	ZNF443	NC_073244.2	0.4	0.855	1
LOC101152033	NC_073244.2	ZNF254	NC_073244.2	0.191	0.855	1
ZNF155	NC_073244.2	ZNF225	NC_073244.2	0.499	0.855	1
LOC101136504	NC_073244.2	ZNF681	NC_073244.2	0.504	0.855	1
LOC101152033	NC_073244.2	ZNF506	NC_073244.2	0.183	0.855	1
LOC101153131	NC_073244.2	ZNF761	NC_073244.2	0.193	0.855	1
LOC101142999	NC_073244.2	LOC129528915	NC_073244.2	1.0	0.855	1
LOC129525445	NC_073233.2	TRIM51	NC_073233.2	0.947	0.855	1
LOC109026641	NC_073227.2	UGT2B15	NC_073227.2	0.704	0.855	1
LOC101153131	NC_073244.2	LOC109024170	NC_073244.2	0.161	0.855	1
LOC101151315	NC_073244.2	ZNF681	NC_073244.2	0.198	0.855	1
KRT71	NC_073234.2	KRT72	NC_073234.2	0.567	0.855	1
LOC101149329	NC_073233.2	TRIM51	NC_073233.2	0.999	0.855	1
LOC101126695	NC_073233.2	LOC101141197	NC_073233.2	0.738	0.855	1
LOC101126269	NC_073242.2	MT1HL1	NC_073224.2	0.884	0.855	0
GAPDH	NC_073234.2	LOC115932114	NC_073247.2	0.453	0.855	0
LOC101127721	NC_073242.2	LOC134758274	NC_073227.2	0.907	0.855	0
LOC101124572	NC_073242.2	LOC101127721	NC_073242.2	0.584	0.855	1
LOC101123893	NC_073247.2	LOC101133011	NC_073239.2	0.935	0.855	0
LOC101143804	NC_073234.2	LOC109023896	NC_073243.2	0.69	0.855	0
LOC101125960	NC_073231.2	LOC129529182	NC_073245.2	0.507	0.855	0
LOC101131917	NC_073227.2	LOC101134211	NC_073242.2	0.701	0.855	0
LOC101148643	NC_073224.2	LOC129532624	NC_073230.2	0.273	0.854	0
KIR2DL4	NC_073244.2	LOC115931566	NC_073244.2	0.387	0.854	1
ZNF616	NC_073244.2	ZNF841	NC_073244.2	0.298	0.854	1
LOC101137843	NC_073244.2	LOC101144838	NC_073244.2	0.188	0.854	1
LOC129528458	NC_073241.2	LOC129530496	NC_073246.2	0.213	0.854	0
LOC101133546	NC_073244.2	LOC101153131	NC_073244.2	0.256	0.854	1
LOC101125692	NC_073244.2	LOC101151919	NC_073244.2	0.528	0.854	1
KDM4D	NC_073233.2	KDM4E	NC_073233.2	0.628	0.854	1
LOC101136504	NC_073244.2	LOC101137843	NC_073244.2	0.37	0.854	1
LOC101125692	NC_073244.2	LOC109024954	NC_073244.2	0.643	0.854	1
ZNF222	NC_073244.2	ZNF225	NC_073244.2	0.512	0.854	1
LOC101142134	NC_073229.2	LOC101153360	NC_073229.2	0.625	0.854	1
LOC101139531	NC_073227.2	UGT2B15	NC_073227.2	0.714	0.854	1
LOC109028806	NC_073233.2	LOC134759291	NC_073233.2	0.276	0.854	1
LOC101136504	NC_073244.2	ZNF92	NC_073230.2	0.394	0.854	0
LOC101136021	NC_073230.2	ZNF723	NC_073244.2	0.501	0.854	0
LOC101142646	NC_073244.2	ZNF722	NC_073230.2	0.282	0.854	0
ACTA1	NC_073224.2	LOC101150071	NC_073240.2	0.773	0.854	0
LOC101147007	NC_073230.2	LOC129533569	NC_073228.2	0.184	0.854	0
LOC101130989	NC_073244.2	LOC101132676	NC_073244.2	0.857	0.854	1
LOC129524018	NC_073231.2	LOC134759213	NC_073224.2	0.382	0.854	0
LOC101134211	NC_073242.2	LOC109023678	NC_073242.2	0.586	0.854	1
LOC101127003	NC_073229.2	LOC101129166	NC_073229.2	0.694	0.854	1
LOC101146167	NC_073244.2	LOC101146864	NC_073244.2	0.608	0.854	1
LOC101130985	NC_073229.2	LOC101142132	NC_073229.2	0.78	0.854	1
LOC101129170	NC_073229.2	LOC109023149	NC_073239.2	0.61	0.854	0
LOC101141058	NC_073233.2	LOC115935862	NC_073237.2	0.395	0.854	0
LOC101143675	NC_073235.2	LOC109024677	NC_073247.2	0.561	0.854	0
SCN1A	NC_073235.2	SCN2A	NC_073235.2	0.291	0.853	1
SCN3A	NC_073235.2	SCN9A	NC_073235.2	0.177	0.853	1
ZNF486	NC_073244.2	ZNF626	NC_073244.2	0.372	0.853	1
LOC101137843	NC_073244.2	ZNF681	NC_073244.2	0.603	0.853	1
LOC101144838	NC_073244.2	ZNF254	NC_073244.2	0.154	0.853	1
LOC101139095	NC_073237.2	ZNF675	NC_073244.2	0.433	0.853	0
LOC101144819	NC_073243.2	LOC101145923	NC_073243.2	0.322	0.853	1
LOC101151919	NC_073244.2	LOC109024954	NC_073244.2	0.528	0.853	1
LOC101139117	NC_073233.2	LOC101142996	NC_073244.2	0.683	0.853	0
LOC101153544	NC_073233.2	TRIM51	NC_073233.2	1.0	0.853	1
LOC101138016	NC_073233.2	LOC101146458	NC_073233.2	1.0	0.853	1
LOC115935416	NC_073230.2	LOC134757579	NC_073243.2	0.286	0.853	0
CXCL5	NC_073227.2	CXCL6	NC_073227.2	0.263	0.853	1
LOC101126771	NC_073230.2	LOC134757579	NC_073243.2	0.285	0.853	0
LOC101132319	NC_073230.2	LOC134757579	NC_073243.2	0.278	0.853	0
ACTA1	NC_073224.2	ACTB	NC_073230.2	0.758	0.853	0
LOC101136459	NC_073238.2	MRPS31	NC_073238.2	0.293	0.853	1
LOC101126269	NC_073242.2	LOC101127721	NC_073242.2	0.686	0.853	1
LOC101140413	NC_073247.2	LOC101152064	NC_073247.2	0.518	0.853	1
DUOX1	NC_073240.2	DUOX2	NC_073240.2	0.301	0.852	1
LOC109024216	NC_073244.2	ZNF578	NC_073244.2	0.271	0.852	1
LOC109024216	NC_073244.2	ZNF600	NC_073244.2	0.441	0.852	1
LOC101139095	NC_073237.2	LOC101145945	NC_073244.2	0.49	0.852	0
LOC101134688	NC_073228.2	LOC101149133	NC_073228.2	0.684	0.852	1
LOC101130248	NC_073244.2	LOC101136504	NC_073244.2	0.659	0.852	1
LOC101126289	NC_073244.2	ZNF430	NC_073244.2	0.276	0.852	1
LOC101146167	NC_073244.2	LOC129528915	NC_073244.2	1.0	0.852	1
ZNF563	NC_073244.2	ZNF823	NC_073244.2	0.365	0.852	1
ACTA1	NC_073224.2	ACTG2	NC_073236.2	0.849	0.852	0
LOC101141118	NC_073228.2	LOC101147142	NC_073247.2	0.913	0.852	0
LOC101142361	NC_086017.1	LOC101143804	NC_073234.2	0.694	0.852	0
LOC101124572	NC_073242.2	LOC101126985	NC_073242.2	0.888	0.852	1
LOC101126985	NC_073242.2	LOC101131917	NC_073227.2	0.861	0.852	0
LCE3A	NC_073224.2	LCE3B	NC_073224.2	0.574	0.852	1
LOC101133679	NC_073231.2	LOC109025874	NC_073235.2	0.29	0.852	0
ZNF141	NC_073227.2	ZNF732	NC_073227.2	0.138	0.851	1
KIR2DL4	NC_073244.2	LOC115933447	NC_073244.2	0.576	0.851	1
LOC101137843	NC_073244.2	LOC101147715	NC_073244.2	0.193	0.851	1
LOC101145945	NC_073244.2	ZNF723	NC_073244.2	0.417	0.851	1
LOC101136009	NC_073244.2	ZNF723	NC_073244.2	0.283	0.851	1
LOC101145945	NC_073244.2	ZNF92	NC_073230.2	0.202	0.851	0
LOC101136009	NC_073244.2	LOC101139095	NC_073237.2	0.321	0.851	0
ZNF254	NC_073244.2	ZNF430	NC_073244.2	0.324	0.851	1
LOC101126289	NC_073244.2	ZNF675	NC_073244.2	0.404	0.851	1
CEACAM5	NC_073244.2	LOC101148900	NC_073244.2	0.868	0.851	1
LOC101139095	NC_073237.2	LOC101142646	NC_073244.2	0.223	0.851	0
LOC101131674	NC_073242.2	TUBB4B	NC_073237.2	0.539	0.851	0
LOC101142809	NC_073233.2	LOC101148609	NC_073233.2	0.887	0.851	1
LOC101129546	NC_073229.2	LOC101130753	NC_073229.2	0.653	0.851	1
LOC109024497	NC_073246.2	LOC115931850	NC_073246.2	0.345	0.851	1
LOC129523488	NC_073233.2	TRIM51	NC_073233.2	0.974	0.851	1
LOC115935416	NC_073230.2	LOC134757578	NC_073243.2	0.286	0.851	0
LOC101138016	NC_073233.2	LOC115932790	NC_073233.2	1.0	0.851	1
LOC101126771	NC_073230.2	LOC134757578	NC_073243.2	0.286	0.851	0
LOC101132319	NC_073230.2	LOC134757578	NC_073243.2	0.286	0.851	0
LOC129523881	NC_073230.2	LOC134758802	NC_073230.2	0.297	0.851	1
LOC129524018	NC_073231.2	LOC129531557	NC_073224.2	0.24	0.851	0
LOC101142996	NC_073244.2	LOC134756942	NC_073237.2	0.932	0.851	0
LOC101137179	NC_073238.2	LOC101139366	NC_073236.2	0.335	0.851	0
LOC101137179	NC_073238.2	LOC101151494	NC_073233.2	0.343	0.851	0
LOC101125671	NC_073242.2	MT1HL1	NC_073224.2	0.836	0.851	0
LOC101124653	NC_073233.2	LOC115936270	NC_073233.2	0.519	0.851	1
LOC101140029	NC_073244.2	LOC129529164	NC_073224.2	0.764	0.851	0
LOC101127980	NC_073241.2	LOC129531710	NC_073236.2	0.421	0.851	0
LOC101137843	NC_073244.2	ZNF675	NC_073244.2	0.584	0.85	1
LOC115931567	NC_073244.2	LOC115931576	NC_073244.2	0.555	0.85	1
LOC101144838	NC_073244.2	ZNF723	NC_073244.2	0.395	0.85	1
LOC101141279	NC_073229.2	LOC101143108	NC_073229.2	0.364	0.85	1
ZNF155	NC_073244.2	ZNF224	NC_073244.2	0.594	0.85	1
LOC101154200	NC_073244.2	ZNF823	NC_073244.2	0.588	0.85	1
LOC101154200	NC_073244.2	ZNF799	NC_073244.2	0.681	0.85	1
LOC115931293	NC_073243.2	LOC115935261	NC_073230.2	0.298	0.85	0
LOC101124042	NC_073233.2	TRIM51	NC_073233.2	0.991	0.85	1
ACTA1	NC_073224.2	ACTG1	NC_073228.2	0.651	0.85	0
LOC129525551	NC_073233.2	LOC134759140	NC_073224.2	0.313	0.85	0
LOC101131885	NC_073224.2	LOC101138472	NC_073229.2	0.468	0.85	0
LOC101129166	NC_073229.2	LOC101136257	NC_073229.2	1.0	0.85	1
LOC134757904	NC_073247.2	RPL36AL	NC_073239.2	0.979	0.85	0
LOC101137804	NC_086017.1	LOC101140615	NC_073240.2	1.0	0.85	0
SCN10A	NC_086017.1	SCN5A	NC_086017.1	0.155	0.849	1
LOC101133546	NC_073244.2	ZNF468	NC_073244.2	0.175	0.849	1
LOC129529657	NC_086018.1	LOC134758221	NC_086018.1	0.15	0.849	1
LOC115931567	NC_073244.2	ZNF675	NC_073244.2	0.224	0.849	1
LOC115931555	NC_073244.2	SAXO3	NC_073244.2	0.205	0.849	1
LOC101147715	NC_073244.2	ZNF681	NC_073244.2	0.151	0.849	1
LOC101145945	NC_073244.2	ZNF429	NC_073244.2	0.388	0.849	1
LOC101145461	NC_073247.2	LOC101146896	NC_073247.2	0.342	0.849	1
LOC101146896	NC_073247.2	LOC129523474	NC_073247.2	0.342	0.849	1
LOC101136504	NC_073244.2	ZNF254	NC_073244.2	0.32	0.849	1
LILRA5	NC_073244.2	LILRB3	NC_073244.2	0.47	0.849	1
LOC101140616	NC_073227.2	UGT2B17	NC_073227.2	0.634	0.849	1
LOC101145945	NC_073244.2	ZNF430	NC_073244.2	0.383	0.849	1
LOC101138016	NC_073233.2	LOC129525445	NC_073233.2	1.0	0.849	1
LOC129526485	NC_073238.2	LOC134757977	NC_086017.1	0.465	0.849	0
LOC101126357	NC_073233.2	LOC115930165	NC_073233.2	0.828	0.849	1
LOC129525551	NC_073233.2	LOC134757201	NC_073239.2	0.156	0.849	0
LOC101126657	NC_073230.2	LOC101150979	NC_073230.2	0.681	0.849	1
LOC129524018	NC_073231.2	LOC134757204	NC_073239.2	0.232	0.849	0
LOC101125151	NC_073236.2	LOC129526222	NC_073238.2	0.465	0.849	0
LOC101131917	NC_073227.2	LOC115931107	NC_073242.2	0.636	0.849	0
LOC101134211	NC_073242.2	LOC134758274	NC_073227.2	0.958	0.849	0
LOC101139924	NC_073229.2	LOC101143909	NC_073234.2	0.898	0.849	0
LOC101140615	NC_073240.2	LOC109023133	NC_073239.2	0.993	0.849	0
LOC115931578	NC_073244.2	LOC129528785	NC_073244.2	0.423	0.849	1
LOC101125684	NC_073228.2	PCDHB14	NC_073228.2	0.371	0.848	1
PCDHB5	NC_073228.2	PCDHB8	NC_073228.2	0.251	0.848	1
LOC101137843	NC_073244.2	ZNF92	NC_073230.2	0.22	0.848	0
LOC101144838	NC_073244.2	LOC101152033	NC_073244.2	0.208	0.848	1
ZNF443	NC_073244.2	ZNF563	NC_073244.2	0.311	0.848	1
ZNF430	NC_073244.2	ZNF723	NC_073244.2	0.655	0.848	1
LOC101139095	NC_073237.2	LOC115931568	NC_073244.2	0.351	0.848	0
LOC101136504	NC_073244.2	LOC115931576	NC_073244.2	0.85	0.848	1
LILRA4	NC_073244.2	LOC129528684	NC_073244.2	0.653	0.848	1
ZNF723	NC_073244.2	ZNF92	NC_073230.2	0.49	0.848	0
LOC101126357	NC_073233.2	LOC101143657	NC_073233.2	0.832	0.848	1
LOC101136393	NC_073230.2	LOC101139829	NC_073230.2	0.699	0.848	1
PGK1	NC_073247.2	PGK2	NC_073229.2	0.77	0.848	0
LOC115933216	NC_073230.2	LOC134757579	NC_073243.2	0.272	0.848	0
GZMB	NC_073239.2	GZMH	NC_073239.2	0.526	0.848	1
LOC101126623	NC_073242.2	LOC134758274	NC_073227.2	0.955	0.848	0
LOC101130182	NC_073224.2	SPRR2G	NC_073224.2	0.202	0.848	1
LCE2A	NC_073224.2	LOC115934023	NC_073224.2	0.43	0.848	1
LOC101127907	NC_073233.2	LOC101127980	NC_073241.2	0.536	0.848	0
GHAA	NC_073228.2	KRT37	NC_073228.2	0.8	0.847	1
LOC101145945	NC_073244.2	LOC115931576	NC_073244.2	0.395	0.847	1
LOC101138016	NC_073233.2	LOC129523488	NC_073233.2	0.999	0.847	1
LOC101136504	NC_073244.2	LOC101151315	NC_073244.2	0.323	0.847	1
LOC101138362	NC_073230.2	PRR13	NC_073234.2	0.624	0.847	0
GABARAPL2	NC_073242.2	LOC101136984	NC_073243.2	0.375	0.847	0
LOC101123911	NC_073224.2	LOC101126098	NC_073224.2	0.846	0.847	1
H3-4	NC_073224.2	LOC101154495	NC_073224.2	0.446	0.847	1
LOC101123911	NC_073224.2	LOC101136257	NC_073229.2	1.0	0.847	0
