dna_family	n_copies	n_transcribed	n_well_expressed	genes
DFAM369	6	5	3	LOC101152665,LOC115932047,LOC129529676,SPIN1,SPIN3,SPIN4
DFAM370	6	2	0	NKX6-1,NKX6-2,NKX6-3,TLX1,TLX2,TLX3
DFAM371	6	6	2	TRPC1,TRPC3,TRPC4,TRPC5,TRPC6,TRPC7
DFAM372	6	6	5	AJUBA,LIMD1,LPP,TRIP6,WTIP,ZYX
DFAM373	6	5	5	ANKRA2,ANKRD7,ASB13,ASB8,LOC129531486,RFXANK
DFAM374	6	4	1	LOC129532155,SCRT1,SCRT2,SNAI1,SNAI2,SNAI3
DFAM375	6	5	3	LOC101132384,UBQLN1,UBQLN2,UBQLN3,UBQLN4,UBQLNL
DFAM376	6	6	4	VAMP1,VAMP2,VAMP3,VAMP4,VAMP5,VAMP8
DFAM377	6	3	0	HOXA9,HOXB9,NKX1-1,VAX1,VAX2,VENTX
DFAM378	6	6	5	AFG2A,AFG2B,NSF,NVL,PEX6,VCP
DFAM379	6	4	2	ADGRE1,ADGRE3,ADGRE5,ADGRL4,LOC101140763,LOC101142995
DFAM380	6	5	3	ATP5MC1,ATP5MC2,ATP5MC3,LOC101138209,LOC101144419,LOC101144921
DFAM381	6	6	6	CASP10,CASP3,CASP6,CASP7,CASP8,CASP9
DFAM382	6	2	1	CNR1,CNR2,GPR12,GPR3,GPR6,S1PR5
DFAM383	6	6	2	CNTN1,CNTN2,CNTN3,CNTN5,LOC101144292,LOC101145887
DFAM384	6	5	1	SEC14L1,SEC14L2,SEC14L3,SEC14L4,SEC14L5,SEC14L6
DFAM385	6	5	2	LOC115933183,SLC9A1,SLC9A2,SLC9A3,SLC9A4,SLC9A5
DFAM386	6	3	1	SLITRK1,SLITRK2,SLITRK3,SLITRK4,SLITRK5,SLITRK6
DFAM387	6	6	6	SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD9
DFAM388	6	5	0	ST8SIA1,ST8SIA2,ST8SIA3,ST8SIA4,ST8SIA5,ST8SIA6
DFAM389	6	5	3	TRPV1,TRPV2,TRPV3,TRPV4,TRPV5,TRPV6
DFAM390	6	6	4	TSPAN10,TSPAN14,TSPAN15,TSPAN17,TSPAN33,TSPAN5
DFAM391	6	3	2	LOC115933185,LOC115935248,LOC129534750,UPK3A,UPK3B,UPK3BL1
DFAM392	6	4	1	GFI1,GFI1B,GLI4,ZNF575,ZNF689,ZNF785
DFAM393	6	3	0	LOC101152413,LOC101154219,LOC115931834,LOC115931840,LOC115931852,LOC115931862
DFAM394	6	6	5	LOC101131768,LOC101136692,LOC109025447,LOC129531666,LOC129531667,RGPD8
DFAM395	6	6	2	FBXO17,FBXO2,FBXO27,FBXO44,FBXO6,NCCRP1
DFAM396	6	4	4	GUCY2C,GUCY2D,GUCY2F,LOC101146677,NPR1,NPR2
DFAM397	6	6	5	LOC109024753,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E
DFAM398	6	6	4	RNF128,RNF130,RNF133,RNF148,RNF149,RNF150
DFAM399	6	6	4	CRMP1,DPYS,DPYSL2,DPYSL3,DPYSL4,DPYSL5
DFAM400	6	2	0	FOXB1,FOXB2,FOXD1,FOXD2,FOXD3,FOXG1
DFAM401	6	4	3	GATA1,GATA2,GATA3,GATA4,GATA5,GATA6
DFAM402	6	6	5	IGFBP1,IGFBP2,IGFBP3,IGFBP4,IGFBP5,IGFBP6
DFAM403	6	1	0	LOC101125097,LOC101126270,LOC101148074,LOC101148806,LOC101149512,LOC101149865
DFAM404	6	4	0	LOC101127998,LOC101147010,LOC101147362,LOC101149513,LOC115935323,TBXAS1
DFAM405	6	3	2	LOC101128093,LOC101137229,LOC101139046,LOC101152403,LOC109025084,LOC115931945
DFAM406	6	3	3	LOC101130836,LOC101133075,LOC101140792,LOC101141038,LOC101151223,RPL32
DFAM407	6	6	4	LOC101143267,LOC101145461,LOC101146896,LOC129523474,NXF1,NXF3
DFAM408	6	1	0	IQCF2,IQCF3,IQCF6,LOC101141967,LOC101143316,LOC101144055
DFAM409	6	1	0	CACNG2,CACNG3,CACNG4,CACNG5,CACNG7,CACNG8
DFAM410	6	5	4	CKS1B,CKS2,LOC101127646,LOC109027898,LOC109028877,LOC129526772
DFAM411	6	3	2	EEF1B2,LOC101130619,LOC101131825,LOC101136280,LOC101144131,LOC101146256
DFAM412	6	4	4	FKBP14,FKBP1A,FKBP1B,FKBP1C,FKBP2,FKBP3
DFAM413	6	6	2	GIMAP1,GIMAP2,GIMAP4,GIMAP5,GIMAP6,GIMAP7
DFAM414	6	3	2	HSD3B2,HSD3B7,LOC101141070,LOC101141801,SDR42E1,SDR42E2
DFAM415	6	4	4	HSP90AA1,HSP90AB1,HSP90B1,LOC101143886,LOC115936257,TRAP1
DFAM416	6	0	0	IRX1,IRX2,IRX3,IRX4,IRX5,IRX6
DFAM417	6	4	1	ITIH1,ITIH2,ITIH3,ITIH4,ITIH5,ITIH6
DFAM418	6	4	1	LIPA,LIPF,LIPJ,LIPK,LIPM,LIPN
DFAM419	6	3	0	FUT3,FUT4,FUT5,FUT6,FUT7,FUT9
DFAM420	6	2	2	LETM1,LETM2,LOC115933202,LOC129530721,LOC134757056,LOC134757964
DFAM421	6	4	2	LOC101126499,LOC101138287,LOC101146767,LOC115930419,RPL26,RPL26L1
DFAM422	6	6	4	LOC101130526,LOC101130894,LOC109027627,LOC115933167,LOC115935376,LOC129523494
DFAM423	6	4	4	LOC101141440,LOC101142918,LOC101143516,LOC115935007,NUTM1,NUTM2F
DFAM424	6	6	2	FURIN,LOC101139746,PCSK1,PCSK2,PCSK4,PCSK6
DFAM425	6	6	5	CAPNS1,CAPNS2,GCA,PDCD6,PEF1,SRI
DFAM426	6	6	3	PDE10A,PDE11A,PDE5A,PDE6A,PDE6B,PDE6C
DFAM427	6	6	3	PDE4A,PDE4B,PDE4C,PDE4D,PDE7A,PDE7B
DFAM428	6	6	4	POC1A,PRPF19,SNRNP40,WDR5,WDR5B,WDR88
DFAM429	6	6	5	DHRS13,DHRSX,RDH11,RDH12,RDH14,WWOX
DFAM430	6	0	0	CLEC19A,LOC101135599,REG1A,REG1B,REG3G,REG4
DFAM431	6	4	1	LOC101131169,LOC101148650,LOC101150855,LOC134758199,LOC134759022,RPS15A
DFAM432	6	6	4	RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6
DFAM433	6	6	5	SLC27A1,SLC27A2,SLC27A3,SLC27A4,SLC27A5,SLC27A6
DFAM434	6	6	5	LOC129528667,ZNF195,ZNF322,ZNF45,ZNF502,ZNF605
DFAM435	6	5	3	CCN1,CCN2,CCN3,CCN4,CCN5,CCN6
DFAM436	6	5	1	CCNY,CCNYL1,CCNYL1B,LOC101128828,LOC101131388,LOC115935981
DFAM437	6	5	1	CD163,CD163L1,DMBT1,LOC101149667,LOC134756392,SSC5D
DFAM438	6	6	3	CORO1A,CORO1B,CORO1C,CORO2A,CORO2B,CORO6
DFAM439	6	6	5	E2F1,E2F2,E2F3,E2F4,E2F5,E2F6
DFAM440	6	5	0	ASGR1,ASGR2,CD209,CLEC10A,FCER2,LOC101152880
DFAM441	6	2	0	FCRL1,FCRL3,FCRL4,FCRL5,LOC101135346,LOC109024908
DFAM442	6	5	4	FEM1A,FEM1B,FEM1C,LOC101142994,LOC129527203,LOC134756975
DFAM443	6	6	6	KATNA1,KATNAL1,KATNAL2,SPAST,VPS4A,VPS4B
DFAM444	6	4	2	LOC101125611,LOC101132018,LOC101135421,LOC101138942,LOC101144800,RPL9
DFAM445	6	4	2	LOC101129171,LOC101130248,LOC101136021,LOC101152033,LOC134757658,ZNF486
DFAM446	6	4	2	LOC129526398,LOC129526957,LOC129528452,LOC129528462,LOC134756703,LOC134757216
DFAM447	6	1	0	ARHGAP23,LOC101138564,LOC115933558,LOC129527200,LOC129527211,LOC129527345
DFAM448	6	6	1	GPR171,GPR34,GPR87,P2RY12,P2RY13,P2RY14
DFAM449	6	6	4	PABPC1,PABPC1L,PABPC3,PABPC4,PABPC4L,PABPC5
DFAM450	6	6	5	LOC129526190,PRDX1,PRDX2,PRDX3,PRDX4,PRDX6
DFAM451	6	6	5	CHEK2,NIM1K,PRKAA1,PRKAA2,SIK1,SIK2
DFAM452	6	5	3	EPAS1,HIF1A,HIF3A,NPAS1,SIM1,SIM2
DFAM453	6	3	1	LOC101129558,LOC101130144,LOC101135429,LOC101144977,LOC134757831,SIRPB1
DFAM454	5	4	4	A1CF,HNRNPR,RBM46,RBM47,SYNCRIP
DFAM455	5	3	1	AADAC,AADACL2,AADACL3,AADACL4,NCEH1
DFAM456	5	5	4	ABCA10,ABCA5,ABCA6,ABCA8,ABCA9
DFAM457	5	3	3	CBX1,CBX3,CBX5,LOC101127285,LOC101140430
DFAM458	5	4	0	CLEC4A,CLEC4C,CLEC4D,CLEC4E,CLEC6A
DFAM459	5	4	0	CASP5,LOC101136563,LOC101137790,LOC101139012,LOC101139367
DFAM460	5	2	1	LOC101138917,LOC129530537,LOC129530592,LOC134757033,TINCR
DFAM461	5	5	3	ANKRD30A,ANKRD36C,LOC101125154,LOC101152383,LOC109025523
DFAM462	5	0	0	LOC101127912,LOC101131055,LOC101133679,LOC101152105,LOC109025874
DFAM463	5	2	1	LOC109026315,POU2F3,POU5F1,POU5F1B,POU5F2
DFAM464	5	3	1	LOC101145464,LOC109027034,LOC115932143,LOC115932144,LOC115932146
DFAM465	5	5	4	LOC101135168,LOC101151425,LOC115933002,LOC115934626,LRRC37A3
DFAM466	5	5	3	DPY19L1,DPY19L2,LOC101148570,LOC115935345,LOC115935380
DFAM467	5	4	1	LOC109028113,LOC129525329,LOC129525664,LOC129532613,PSMA5
DFAM468	5	0	0	LOC129525778,LOC129525779,LOC129526731,LOC129528260,LOC134757173
DFAM469	5	0	0	LOC101123878,LOC101130998,LOC129529590,LOC129529625,LOC134758213
DFAM470	5	4	2	LOC101147888,LOC101149915,LOC115936225,NAALAD2,NAALADL1
DFAM471	5	3	1	BDNF,LOC101133291,NGF,NTF3,NTF4
DFAM472	5	4	3	LOC115930813,SYNGR1,SYNGR2,SYNGR3,SYNGR4
DFAM473	5	0	0	DEFA4,DEFA6,LOC101151457,LOC101152910,LOC115935617
DFAM474	5	0	0	LOC101138028,LOC115933342,LOC115933540,LOC115936243,UBTFL1
DFAM475	5	1	1	LOC115932097,LOC129526087,LOC129527234,LOC134756956,TERF1
DFAM476	5	3	0	LOC101136771,LOC129526391,LOC129527283,LOC129531453,LOC134757041
DFAM477	5	5	4	LIMS1,LIMS2,LOC101146691,LPXN,TGFB1I1
DFAM478	5	3	2	LRFN1,LRFN2,LRFN3,LRFN4,LRFN5
DFAM479	5	5	5	NEK11,NEK2,NEK3,NEK6,NEK7
DFAM480	5	5	2	ARHGEF15,ARHGEF16,ARHGEF19,ARHGEF26,NGEF
DFAM481	5	3	2	LOC129523874,POU2F1,POU2F2,POU6F1,POU6F2
DFAM482	5	4	4	PRPS1,PRPS1L1,PRPS2,PRPSAP1,PRPSAP2
DFAM483	5	5	5	SCAMP1,SCAMP2,SCAMP3,SCAMP4,SCAMP5
DFAM484	5	5	3	NPHS2,STOM,STOML1,STOML2,STOML3
DFAM485	5	5	3	LOC101145835,LOC129530096,TCP11,TCP11L1,TCP11L2
DFAM486	5	4	0	TEKT1,TEKT2,TEKT3,TEKT4,TEKT5
DFAM487	5	3	2	TM4SF1,TM4SF18,TM4SF19,TM4SF4,TM4SF5
DFAM488	5	1	0	ZIC1,ZIC2,ZIC3,ZIC4,ZIC5
DFAM489	5	5	5	ACAA1,ACAA2,ACAT1,ACAT2,HADHB
DFAM490	5	5	5	ACSL1,ACSL3,ACSL4,ACSL5,ACSL6
DFAM491	5	1	1	ALPI,ALPL,LOC101132628,LOC115933736,LOC115933737
DFAM492	5	1	0	ASCL1,ASCL2,ASCL3,ASCL4,ASCL5
DFAM493	5	3	2	SLC13A1,SLC13A2,SLC13A3,SLC13A4,SLC13A5
DFAM494	5	5	5	SRSF1,SRSF4,SRSF5,SRSF6,SRSF9
DFAM495	5	4	3	TMEM132A,TMEM132B,TMEM132C,TMEM132D,TMEM132E
DFAM496	5	3	3	LOC101134115,LOC101153761,LOC115934951,TMEM14A,TMEM14B
DFAM497	5	4	2	DRAM1,DRAM2,TMEM150A,TMEM150B,TMEM150C
DFAM498	5	5	5	TRAF1,TRAF2,TRAF3,TRAF4,TRAF5
DFAM499	5	5	3	LOC109024694,LOC115935285,VDAC1,VDAC2,VDAC3
DFAM500	5	5	4	ZBTB22,ZBTB34,ZBTB37,ZBTB43,ZBTB9
DFAM501	5	4	2	BCL6,BCL6B,ZBTB7A,ZBTB7B,ZBTB7C
DFAM502	5	4	3	ANP32A,ANP32B,ANP32D,ANP32E,LOC109029066
DFAM503	5	2	0	CD1A,CD1B,CD1C,CD1D,LOC101140563
DFAM504	5	5	4	CDC42BPA,CDC42BPB,CDC42BPG,ROCK1,ROCK2
DFAM505	5	4	1	CHI3L1,CHI3L2,CHIA,CHIT1,OVGP1
DFAM506	5	2	1	CHRM1,CHRM2,CHRM3,CHRM4,CHRM5
DFAM507	5	3	0	CNGA1,CNGA2,CNGA3,CNGA4,CNGB3
DFAM508	5	4	0	LOC101152972,LOC115931074,LOC129527053,RHPN1,RHPN2
DFAM509	5	5	4	SERINC1,SERINC2,SERINC3,SERINC4,SERINC5
DFAM510	5	5	4	SLC7A1,SLC7A14,SLC7A2,SLC7A3,SLC7A4
DFAM511	5	4	3	LOC101143714,SLFN11,SLFN12,SLFN14,SLFN5
DFAM512	5	5	4	MARK1,MARK2,MARK3,MARK4,SNRK
DFAM513	5	3	2	LOC129526106,LOC129526873,LOC134756953,TBC1D1,TBC1D4
DFAM514	5	3	0	EOMES,TBR1,TBX19,TBX21,TBXT
DFAM515	5	5	5	LOC101130542,TCEAL2,TCEAL4,TCEAL5,TCEAL6
DFAM516	5	5	5	COMP,THBS1,THBS2,THBS3,THBS4
DFAM517	5	5	4	JRK,JRKL,TIGD1,TIGD2,TIGD5
DFAM518	5	5	2	YPEL1,YPEL2,YPEL3,YPEL4,YPEL5
DFAM519	5	5	5	POGZ,ZNF280A,ZNF280B,ZNF280C,ZNF280D
DFAM520	5	3	1	AICDA,APOBEC2,APOBEC3C,APOBEC3H,LOC129525994
DFAM521	5	3	1	AQP10,AQP3,AQP7,AQP9,LOC129526160
DFAM522	5	5	4	BEX1,BEX2,BEX3,BEX4,BEX5
DFAM523	5	4	2	LOC109023382,LOC109028997,LOC129528949,LOC129534056,RPL34
DFAM524	5	2	2	LOC101133681,LOC109023730,MAP1LC3A,MAP1LC3B,MAP1LC3C
DFAM525	5	2	1	LOC101133271,LOC101141937,LOC101147747,LOC109029488,LOC115932735
DFAM526	5	4	4	LOC115930134,SNX10,SNX11,SNX12,SNX3
DFAM527	5	3	3	GAPDH,GAPDHS,LOC101130026,LOC101137912,LOC115932114
DFAM528	5	1	0	LAIR1,LAIR2,LOC129523563,TARM1,VSTM1
DFAM529	5	0	0	LOC129523911,LOC129523912,LOC129523913,LOC129523914,LOC129523915
DFAM530	5	4	4	FOXO1,FOXO3,FOXO4,FOXO6,LOC129531741
DFAM531	5	2	1	OPN1LW,OPN1MW3,OPN1SW,OPN3,RHO
DFAM532	5	5	5	OSBPL10,OSBPL11,OSBPL5,OSBPL8,OSBPL9
DFAM533	5	1	0	LOC101128212,LOC115931710,OTOP1,OTOP2,OTOP3
DFAM534	5	4	3	BPGM,LOC101133347,PGAM1,PGAM2,PGAM4
DFAM535	5	4	4	MEIS1,MEIS2,MEIS3,PKNOX1,PKNOX2
DFAM536	5	4	2	PLAAT1,PLAAT2,PLAAT3,PLAAT4,PLAAT5
DFAM537	5	2	1	LOC101130456,LOC101137461,PPP1R2,PPP1R2B,PPP1R2C
DFAM538	5	5	3	PPP1R3B,PPP1R3C,PPP1R3D,PPP1R3E,PPP1R3G
DFAM539	5	5	4	C1R,C1RL,C1S,MASP1,MASP2
DFAM540	5	5	4	CDK9,CDKL1,CDKL2,CDKL3,CDKL4
DFAM541	5	5	4	CERS2,CERS3,CERS4,CERS5,CERS6
DFAM542	5	4	4	CRYAA,CRYAB,HSPB1,HSPB2,HSPB6
DFAM543	5	5	5	DOCK1,DOCK2,DOCK3,DOCK4,DOCK5
DFAM544	5	5	2	CDH13,CDH17,DSC1,DSC2,DSC3
DFAM545	5	4	1	EFNA1,EFNA2,EFNA3,EFNA4,EFNA5
DFAM546	5	3	3	EIF4E,EIF4E1B,EIF4E2,EIF4E3,LOC101146847
DFAM547	5	2	2	EIF5A,EIF5A2,LOC101132464,LOC109026716,LOC129524935
DFAM548	5	5	4	ALAS1,ALAS2,GCAT,SPTLC2,SPTLC3
DFAM549	5	5	3	GCNT1,GCNT2,GCNT3,GCNT4,LOC101148803
DFAM550	5	5	5	AVIL,GSN,SCIN,VIL1,VILL
DFAM551	5	2	0	HOXA10,HOXA5,HOXB5,HOXC10,HOXD10
DFAM552	5	4	3	IGLON5,LSAMP,NEGR1,NTM,OPCML
DFAM553	5	5	1	KCNQ1,KCNQ2,KCNQ3,KCNQ4,KCNQ5
DFAM554	5	2	1	CLEC2L,KLRB1,KLRF1,KLRF2,KLRG1
DFAM555	5	2	1	FAU,LOC101128102,LOC101136911,LOC115936222,LOC129532527
DFAM556	5	1	1	DEFB116,DEFB118,DEFB121,DEFB135,LOC101140157
DFAM557	5	3	2	CKB,CKM,CKMT1B,CKMT2,LOC101152129
DFAM558	5	5	5	CLCN3,CLCN4,CLCN5,CLCN6,CLCN7
DFAM559	5	5	3	IRF4,IRF5,IRF6,IRF8,IRF9
DFAM560	5	5	1	ITGA1,ITGA10,ITGA11,ITGA2,LOC101152981
DFAM561	5	5	5	KIF13A,KIF13B,KIF14,KIF1A,KIF1B
DFAM562	5	1	1	LOC101129830,LOC101146806,LOC109024622,LOC109026990,RPL18A
DFAM563	5	4	3	LOC101127312,LOC101133386,LOC101147253,LOC109024287,LOC129533515
DFAM564	5	5	2	LOC101150500,NR1H2,NR1H3,THRA,THRB
DFAM565	5	5	4	DCUN1D1,DCUN1D2,DCUN1D3,DCUN1D4,DCUN1D5
DFAM566	5	4	3	DNAJB2,DNAJB6,DNAJB7,DNAJB8,LOC101148022
DFAM567	5	5	4	ELOVL1,ELOVL2,ELOVL4,ELOVL5,ELOVL7
DFAM568	5	2	0	GPR31,HCAR1,LOC101130090,LOC115930167,OXER1
DFAM569	5	3	1	HMGA1,LOC101127844,LOC101142088,LOC109024698,LOC134756436
DFAM570	5	0	0	FCAR,LILRA5,LILRB4,NCR1,OSCAR
DFAM571	5	4	3	LOC101135147,PDLIM1,PDLIM2,PDLIM3,PDLIM4
DFAM572	5	4	2	PNPLA1,PNPLA2,PNPLA3,PNPLA4,PNPLA5
DFAM573	5	4	3	LOC101134272,PTPN1,PTPN18,PTPN2,PTPN20
DFAM574	5	5	3	LOC101144910,LOC109025072,RBMS1,RBMS2,RBMS3
DFAM575	5	3	2	LOC101137667,LOC101146853,LOC109028674,RPLP1,RPLP2
DFAM576	5	3	1	LOC101142199,LOC101147574,LOC101148666,LOC101149210,RPS12
DFAM577	5	1	1	SLC35G2,SLC35G3,SLC35G4,SLC35G5,SLC35G6
DFAM578	5	5	1	SOX10,SOX17,SOX18,SOX8,SOX9
DFAM579	5	5	1	TAFA1,TAFA2,TAFA3,TAFA4,TAFA5
DFAM580	5	3	1	TFAP2A,TFAP2B,TFAP2C,TFAP2D,TFAP2E
DFAM581	5	4	3	CLVS1,CLVS2,RLBP1,TTPA,TTPAL
DFAM582	5	4	3	CELF1,CELF2,CELF3,CELF4,CELF5
DFAM583	5	5	2	COL16A1,COL19A1,COL21A1,COL22A1,COL27A1
DFAM584	5	4	1	COL10A1,COL8A1,COL8A2,COL9A1,OTOL1
DFAM585	5	5	5	DAAM1,DAAM2,DIAPH1,DIAPH2,DIAPH3
DFAM586	5	5	4	DLD,GSR,TXNRD1,TXNRD2,TXNRD3
DFAM587	5	5	4	GNB1,GNB2,GNB3,GNB4,GNB5
DFAM588	5	5	5	CHD1L,HELLS,SMARCA1,SMARCA5,SMARCAD1
DFAM589	5	4	1	HYAL1,HYAL2,HYAL3,HYAL4,SPAM1
DFAM590	5	5	4	IFIT1,IFIT1B,IFIT2,IFIT3,IFIT5
DFAM591	5	4	2	JAG1,JAG2,LOC101154316,LOC129534171,LOC129534468
DFAM592	5	4	3	LOC101127816,LOC101135562,LOC109025982,LOC109028157,LOC134756791
DFAM593	5	3	2	DNAL4,DYNLL1,DYNLL2,LOC101135308,LOC101135579
DFAM594	5	4	3	GABARAP,GABARAPL1,GABARAPL2,LOC101126737,LOC101136984
DFAM595	5	4	4	BTF3,BTF3L4,LOC101133056,LOC101144663,LOC109024441
DFAM596	5	1	0	CCNQ,LOC101145937,LOC109029187,LOC129527246,LOC129530296
DFAM597	5	0	0	LOC129530208,LOC129530236,LOC129530237,LOC129530294,LOC129530295
DFAM598	5	5	4	LRRC8A,LRRC8B,LRRC8C,LRRC8D,LRRC8E
DFAM599	5	5	4	FMOD,KERA,LUM,OMD,PRELP
DFAM600	5	4	3	NECTIN1,NECTIN2,NECTIN3,NECTIN4,PVR
DFAM601	5	2	0	AVPR1A,AVPR1B,AVPR2,NPSR1,OXTR
DFAM602	5	2	1	PADI1,PADI2,PADI3,PADI4,PADI6
DFAM603	5	4	3	LOC101124269,P4HB,PDIA2,PDIA3,PDIA4
DFAM604	5	5	4	HUNK,PLK1,PLK2,PLK3,PLK5
DFAM605	5	5	4	PLPP1,PLPP2,PLPP3,PLPP4,PLPP5
DFAM606	5	4	3	PLSCR1,PLSCR2,PLSCR3,PLSCR4,PLSCR5
DFAM607	5	4	2	A2M,A2ML1,LOC101136934,LOC101143538,PZP
DFAM608	5	5	4	NR1D1,NR1D2,RORA,RORB,RORC
DFAM609	5	2	2	LOC101132879,LOC101134166,LOC101143037,LOC101150321,RPL7A
DFAM610	4	3	1	ABCB1,ABCB11,ABCB4,ABCB5
DFAM611	4	4	4	ATG4A,ATG4B,ATG4C,ATG4D
DFAM612	4	0	0	ATOH7,NEUROG1,NEUROG2,NEUROG3
DFAM613	4	4	2	ATP13A2,ATP13A3,ATP13A4,ATP13A5
DFAM614	4	3	2	ATP2B1,ATP2B2,ATP2B3,ATP2B4
DFAM615	4	4	0	CBLN1,CBLN2,CBLN3,CBLN4
DFAM616	4	4	4	CHKA,CHKB,ETNK1,ETNK2
DFAM617	4	4	3	EVI5,EVI5L,RABGAP1,RABGAP1L
DFAM618	4	4	2	GK,GK2,GK3,GK5
DFAM619	4	4	4	GLB1,GLB1L,GLB1L2,GLB1L3
DFAM620	4	4	1	IL18R1,IL1RAP,IL1RAPL1,IL1RAPL2
DFAM621	4	4	4	ING1,ING2,ING4,ING5
DFAM622	4	2	2	INHBA,INHBB,INHBC,INHBE
DFAM623	4	4	3	LOC101137932,NDST1,NDST2,NDST3
DFAM624	4	4	4	LOC101137992,LOC101144987,LOC101146541,MAGED1
DFAM625	4	4	3	LOC101130871,LOC101138086,LOC115933006,LOC115933189
DFAM626	4	4	4	LOC101131561,LOC101138318,LOC115933066,PKD1
DFAM627	4	0	0	LOC101138607,LOC101139924,LOC101143909,LOC134756682
DFAM628	4	3	1	LOC101138622,LOC101148457,LOC109028162,LOC129527662
DFAM629	4	1	0	FOLR2,IZUMO1R,LOC101152334,LOC101152944
DFAM630	4	3	2	FAM136A,LOC101153492,LOC109026392,LOC129533491
DFAM631	4	3	3	LOC115934550,LOC115934643,WDR45,WDR45B
DFAM632	4	4	3	LOC101128221,LOC115931069,LOC129527586,LOC129527695
DFAM633	4	0	0	LOC101142376,LOC101150161,LOC129525066,LOC129527884
DFAM634	4	1	0	LOC115931421,LOC129523934,LOC129528141,LOC129532627
DFAM635	4	3	3	MAP3K10,MAP3K11,MAP3K21,MAP3K9
DFAM636	4	4	3	MAP4K1,MAP4K2,MAP4K3,MAP4K5
DFAM637	4	2	1	DDT,LOC109024612,LOC115931951,MIF
DFAM638	4	4	2	LOC101132325,MKRN1,MKRN2,MKRN3
DFAM639	4	4	2	NIPA1,NIPA2,NIPAL1,NIPAL4
DFAM640	4	3	1	NKAIN1,NKAIN2,NKAIN3,NKAIN4
DFAM641	4	4	4	LOC101141171,NUDT10,NUDT3,NUDT4
DFAM642	4	2	2	LOC101143400,LOC101144665,RPL22,RPL22L1
DFAM643	4	3	2	LOC101145482,PFN1,PFN2,PFN3
DFAM644	4	2	0	LOC101147724,LOC101148069,LOC101149155,LOC115931730
DFAM645	4	3	3	LOC101137681,LOC109024645,TMEM30A,TMEM30B
DFAM646	4	3	2	LOC115931052,LOC115932205,LOC115934954,SMIM30
DFAM647	4	4	4	DMGDH,LOC115931054,PDPR,SARDH
DFAM648	4	4	2	LOC101136971,LOC115932749,ZC3H7A,ZC3H7B
DFAM649	4	4	3	LOC115935615,TNFRSF10A,TNFRSF10B,TNFRSF10D
DFAM650	4	4	3	KCTD10,KCTD13,LOC115936053,TNFAIP1
DFAM651	4	1	1	LOC129526444,LOC129527204,LOC134756976,SLX9
DFAM652	4	3	3	LOC101146163,LOC129528891,RPL24,RSL24D1
DFAM653	4	2	2	FDPS,LOC109027640,LOC129529224,LOC129534743
DFAM654	4	4	4	EEF1AKMT3,LOC129529372,METTL21A,VCPKMT
DFAM655	4	1	0	C1QTNF3,LOC129523471,LOC129530594,LOC134757411
DFAM656	4	2	0	EPX,LPO,MPO,TPO
DFAM657	4	4	4	LRCH1,LRCH2,LRCH3,LRCH4
DFAM658	4	4	1	LRRC32,NRROS,PODN,PODNL1
DFAM659	4	4	2	MAST1,MAST2,MAST3,MAST4
DFAM660	4	1	0	MUC2,MUC5AC,MUC5B,MUC6
DFAM661	4	4	2	LOC101126444,MYC,MYCL,MYCN
DFAM662	4	1	0	MYF5,MYF6,MYOD1,MYOG
DFAM663	4	0	0	NEUROD1,NEUROD2,NEUROD4,NEUROD6
DFAM664	4	4	3	NFATC1,NFATC2,NFATC3,NFATC4
DFAM665	4	4	2	NFIA,NFIB,NFIC,NFIX
DFAM666	4	1	1	LOC101131893,NXPE1,NXPE3,NXPE4
DFAM667	4	2	0	NXPH1,NXPH2,NXPH3,NXPH4
DFAM668	4	0	0	LCN1,LOC101147034,OBP2A,OBP2B
DFAM669	4	4	3	PBX1,PBX2,PBX3,PBX4
DFAM670	4	4	3	PCBP1,PCBP2,PCBP3,PCBP4
DFAM671	4	4	4	PIAS1,PIAS2,PIAS3,PIAS4
DFAM672	4	4	4	PIK3CA,PIK3CB,PIK3CD,PIK3CG
DFAM673	4	1	1	POU1F1,POU4F1,POU4F2,POU4F3
DFAM674	4	1	0	POU3F1,POU3F2,POU3F3,POU3F4
DFAM675	4	4	2	PPFIA1,PPFIA2,PPFIA3,PPFIA4
DFAM676	4	2	1	PRRG1,PRRG2,PRRG3,PRRG4
DFAM677	4	1	0	RNF183,RNF223,RNF224,RNF225
DFAM678	4	3	2	SALL1,SALL2,SALL3,SALL4
DFAM679	4	3	2	LOC101129445,SH2B1,SH2B2,SH2B3
DFAM680	4	3	2	LOC101146866,SH3BGR,SH3BGRL,SH3BGRL3
DFAM681	4	4	2	SHC1,SHC2,SHC3,SHC4
DFAM682	4	3	1	SHB,SHD,SHE,SHF
DFAM683	4	2	1	SLC5A12,SLC5A5,SLC5A6,SLC5A8
DFAM684	4	4	2	SPRY1,SPRY2,SPRY3,SPRY4
DFAM685	4	4	1	STMN1,STMN2,STMN3,STMN4
DFAM686	4	3	2	MSC,SCX,TCF15,TCF21
DFAM687	4	4	3	LEF1,TCF7,TCF7L1,TCF7L2
DFAM688	4	4	1	TEAD1,TEAD2,TEAD3,TEAD4
DFAM689	4	4	1	TENM1,TENM2,TENM3,TENM4
