gene_a	gene_b	cls	cls_auth	in_dna_loose	in_ep	ep_tier	core_recip	core_source	has_direct_edge	aln_len	aln_frac	mm_median_hi	mm_mean_hi	mm_max_hi	mm_median_lo	mm_mean_lo	mm_max_lo	mm_max_max	mm_max_min	mm_median_max	mm_mean_max	allele_gene	allele_balanced_frac	allele_het_risk	allele_copy_like	allele_med_maf	abl_bridge_mask
ZNF416	ZNF548	truthbar	truthbar-FP	0	1	tier1	0.2362	dn	1	NA	NA	2.0000	2.9543	52	1.0000	1.6236	30	52	30	2.0000	2.9543	NA	NA	NA	NA	NA	0.3216
ZNF416	ZNF549	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF416	ZNF551	truthbar	truthbar-FP	0	1	tier1	0.3126	dn	1	NA	NA	2.0000	2.9543	52	2.0000	3.1414	52	52	52	2.0000	3.1414	NA	NA	NA	NA	NA	0.2220
ZNF416	ZNF552	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF416	ZNF584	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF416	ZNF586	truthbar	truthbar-FP	0	1	tier1	0.1419	dn	1	NA	NA	3.0000	4.0340	53	2.0000	2.9543	52	53	52	3.0000	4.0340	NA	NA	NA	NA	NA	0.1093
ZNF416	ZNF671	truthbar	truthbar-FP	0	1	tier1	0.2111	dn	1	NA	NA	2.0000	2.9543	52	2.0000	3.1350	52	52	52	2.0000	3.1350	NA	NA	NA	NA	NA	0.0491
ZNF416	ZNF776	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF416	ZNF792	truthbar	truthbar-FP	0	1	tier1	0.2329	dn	1	NA	NA	2.0000	2.9543	52	1.0000	7.1429	51	52	51	2.0000	7.1429	NA	NA	NA	NA	NA	0.1794
ZNF418	ZNF547	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF418	ZNF548	truthbar	truthbar-FP	0	1	tier1	0.2328	dn	1	NA	NA	3.0000	3.8333	52	1.0000	1.6236	30	52	30	3.0000	3.8333	NA	NA	NA	NA	NA	0.3216
ZNF418	ZNF549	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF418	ZNF551	truthbar	truthbar-FP	0	1	tier1	0.1493	dn	1	NA	NA	2.0000	3.1414	52	3.0000	3.8333	52	52	52	3.0000	3.8333	NA	NA	NA	NA	NA	0.2220
ZNF418	ZNF552	truthbar	truthbar-FP	0	1	tier1	0.1507	dn	1	NA	NA	3.0000	6.7130	53	3.0000	3.8333	52	53	52	3.0000	6.7130	NA	NA	NA	NA	NA	0.2808
ZNF418	ZNF584	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF418	ZNF586	truthbar	truthbar-FP	0	1	tier1	0.1432	dn	1	NA	NA	3.0000	4.0340	53	3.0000	3.8333	52	53	52	3.0000	4.0340	NA	NA	NA	NA	NA	0.1190
ZNF418	ZNF671	truthbar	truthbar-FP	0	1	tier1	0.1453	dn	1	NA	NA	2.0000	3.1350	52	3.0000	3.8333	52	52	52	3.0000	3.8333	NA	NA	NA	NA	NA	0.1190
ZNF418	ZNF776	truthbar	truthbar-FP	0	1	tier1	0.1947	dn	1	NA	NA	2.0000	3.1925	52	3.0000	3.8333	52	52	52	3.0000	3.8333	NA	NA	NA	NA	NA	0.1791
ZNF418	ZNF792	truthbar	truthbar-FP	0	1	tier1	0.2585	dn	1	NA	NA	3.0000	3.8333	52	1.0000	7.1429	51	52	51	3.0000	7.1429	NA	NA	NA	NA	NA	0.1794
ZNF420	ZNF461	truthbar	truthbar-FP	0	1	tier1	0.2511	dn	1	NA	NA	3.0000	4.4750	52	3.0000	2.8550	4	52	4	3.0000	4.4750	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF471	truthbar	truthbar-FP	0	1	tier1	0.1867	dn	1	NA	NA	3.0000	4.4750	52	1.0000	8.6695	51	52	51	3.0000	8.6695	NA	NA	NA	NA	NA	0.3475
ZNF420	ZNF529	truthbar	truthbar-FP	0	1	tier1	0.1471	dn	1	NA	NA	3.0000	4.4750	52	3.0000	2.8550	4	52	4	3.0000	4.4750	NA	NA	NA	NA	NA	0.3430
ZNF420	ZNF540	truthbar	truthbar-FP	0	1	tier1	0.2909	dn	1	NA	NA	3.0000	4.4750	52	3.0000	4.3925	51	52	51	3.0000	4.4750	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF546	truthbar	truthbar-FP	0	1	tier1	0.4311	dn	1	NA	NA	3.0000	4.4750	52	1.0000	6.1833	52	52	52	3.0000	6.1833	NA	NA	NA	NA	NA	0.3443
ZNF420	ZNF560	truthbar	truthbar-FP	0	1	tier1	0.1446	dn	1	NA	NA	2.0000	5.7243	53	3.0000	4.4750	52	53	52	3.0000	5.7243	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF565	truthbar	truthbar-FP	0	1	tier1	0.3904	dn	1	NA	NA	1.0000	1.1400	52	3.0000	4.4750	52	52	52	3.0000	4.4750	NA	NA	NA	NA	NA	0.2541
ZNF420	ZNF566	genuine	genuine-FP	0	0	none	0.2589	dn	1	0	0.0000	3.0000	4.4750	52	3.0000	3.1900	51	52	51	3.0000	4.4750	NA	NA	NA	NA	NA	0.3037
ZNF420	ZNF571	truthbar	truthbar-FP	0	1	tier1	0.3873	dn	1	NA	NA	3.0000	4.4750	52	3.0000	4.5175	51	52	51	3.0000	4.5175	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF573	truthbar	truthbar-FP	0	1	tier1	0.3330	dn	1	NA	NA	3.0000	4.4750	52	2.0000	10.0299	51	52	51	3.0000	10.0299	NA	NA	NA	NA	NA	0.3121
ZNF420	ZNF582	truthbar	truthbar-FP	0	1	tier1	0.2849	dn	1	NA	NA	3.0000	4.4750	52	1.0000	1.6784	52	52	52	3.0000	4.4750	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF583	truthbar	truthbar-FP	0	1	tier1	0.2245	dn	1	NA	NA	3.0000	4.4750	52	2.0000	2.4969	51	52	51	3.0000	4.4750	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF596	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF420	ZNF607	truthbar	truthbar-FP	0	1	tier1	0.1927	dn	1	NA	NA	3.0000	4.4750	52	18.0000	18.6000	51	52	51	18.0000	18.6000	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF665	truthbar	truthbar-FP	0	1	tier1	0.4081	dn	1	NA	NA	3.0000	4.4750	52	22.0000	18.4250	51	52	51	22.0000	18.4250	NA	NA	NA	NA	NA	0.3815
ZNF420	ZNF684	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF420	ZNF780A	truthbar	truthbar-FP	0	1	tier1	0.3711	dn	1	NA	NA	3.0000	4.4750	52	2.0000	6.6629	51	52	51	3.0000	6.6629	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF780B	truthbar	truthbar-FP	0	1	tier1	0.2630	dn	1	NA	NA	3.0000	4.4750	52	2.0000	8.8485	51	52	51	3.0000	8.8485	NA	NA	NA	NA	NA	0.2498
ZNF420	ZNF790	truthbar	truthbar-FP	0	1	tier1	0.3829	dn	1	NA	NA	3.0000	4.4750	52	3.0000	3.3141	51	52	51	3.0000	4.4750	NA	NA	NA	NA	NA	0.2772
ZNF420	ZNF829	truthbar	truthbar-FP	0	1	tier1	0.2619	dn	1	NA	NA	3.0000	4.4750	52	4.0000	4.0865	51	52	51	4.0000	4.4750	NA	NA	NA	NA	NA	0.4705
ZNF420	ZNF891	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF433	truthbar	truthbar-FP	0	1	tier1	0.1735	dn	1	NA	NA	2.0000	13.7295	53	5.0000	5.5475	10	53	10	5.0000	13.7295	NA	NA	NA	NA	NA	0.2906
ZNF426	ZNF440	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF441	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF443	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF490	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF563	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF564	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF57	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF627	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF669	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF670	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF77	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF791	truthbar	truthbar-FP	0	1	tier1	0.1463	dn	1	NA	NA	2.0000	13.7295	53	3.0000	3.9455	22	53	22	3.0000	13.7295	NA	NA	NA	NA	NA	0.4193
ZNF426	ZNF799	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426	ZNF823	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF43	truthbar	truthbar-FP	0	1	tier1	0.3267	dn	1	NA	NA	50.0000	47.5000	52	47.0000	36.7150	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF430	truthbar	truthbar-FP	0	1	tier1	0.6199	dn	1	NA	NA	51.0000	45.9425	52	50.0000	47.5000	52	52	52	51.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF468	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF480	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF486	truthbar	truthbar-FP	0	1	tier1	0.3642	dn	1	NA	NA	49.0000	42.4925	52	50.0000	47.5000	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5461
ZNF429	ZNF506	truthbar	truthbar-FP	0	1	tier1	0.5232	dn	1	NA	NA	50.0000	46.2400	52	50.0000	47.5000	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF519	truthbar	truthbar-FP	0	1	tier1	0.4114	dn	1	NA	NA	4.0000	8.3237	52	50.0000	47.5000	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF528	truthbar	truthbar-FP	0	1	tier1	0.2218	dn	1	NA	NA	23.0000	21.5600	53	50.0000	47.5000	52	53	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF578	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF595	truthbar	truthbar-FP	0	1	tier1	0.6328	dn	1	NA	NA	50.0000	47.5000	52	37.0000	29.0775	51	52	51	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF600	truthbar	truthbar-FP	0	1	tier1	0.1450	dn	1	NA	NA	50.0000	47.5000	52	19.0000	18.2800	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF611	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF616	truthbar	truthbar-FP	0	1	tier1	0.2283	dn	1	NA	NA	50.0000	47.5000	52	2.0000	5.6650	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF626	truthbar	truthbar-FP	0	1	tier1	0.5808	dn	1	NA	NA	51.0000	49.1125	52	50.0000	47.5000	52	52	52	51.0000	49.1125	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF655	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF675	truthbar	truthbar-FP	0	1	tier1	0.6203	dn	1	NA	NA	50.0000	47.5000	52	49.0000	43.8850	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF678	truthbar	truthbar-FP	0	1	tier1	0.5509	dn	1	NA	NA	51.0000	44.7239	52	50.0000	47.5000	52	52	52	51.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF680	truthbar	truthbar-FP	0	1	tier1	0.6549	dn	1	NA	NA	50.0000	45.9375	52	50.0000	47.5000	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF681	truthbar	truthbar-FP	0	1	tier1	0.6940	dn	1	NA	NA	50.0000	47.5000	52	49.0000	44.1275	51	52	51	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF682	truthbar	truthbar-FP	0	1	tier1	0.5821	dn	1	NA	NA	45.0000	38.0750	52	50.0000	47.5000	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF695	truthbar	truthbar-FP	0	1	tier1	0.6093	dn	1	NA	NA	50.5000	49.6925	52	50.0000	47.5000	52	52	52	50.5000	49.6925	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF701	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF721	truthbar	truthbar-FP	0	1	tier1	0.3173	dn	1	NA	NA	51.0000	41.4400	52	50.0000	47.5000	52	52	52	51.0000	47.5000	NA	NA	NA	NA	NA	0.5461
ZNF429	ZNF723	truthbar	truthbar-FP	0	1	tier1	0.5992	dn	1	NA	NA	50.0000	47.5000	52	51.0000	45.7600	52	52	52	51.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF727	truthbar	truthbar-FP	0	1	tier1	0.2885	dn	1	NA	NA	50.0000	46.8750	52	50.0000	47.5000	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF736	truthbar	truthbar-FP	0	1	tier1	0.3378	dn	1	NA	NA	51.0000	48.9375	52	50.0000	47.5000	52	52	52	51.0000	48.9375	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF761	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF766	truthbar	truthbar-FP	0	1	tier1	0.1454	dn	1	NA	NA	1.0000	5.9900	53	50.0000	47.5000	52	53	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF8	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF808	truthbar	truthbar-FP	0	1	tier1	0.1417	dn	1	NA	NA	24.0000	22.8100	53	50.0000	47.5000	52	53	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF813	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF83	truthbar	truthbar-FP	0	1	tier1	0.2668	dn	1	NA	NA	20.0000	19.9575	53	50.0000	47.5000	52	53	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5461
ZNF429	ZNF836	truthbar	truthbar-FP	0	1	tier1	0.1590	dn	1	NA	NA	50.0000	47.5000	52	3.0000	5.9525	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5461
ZNF429	ZNF841	truthbar	truthbar-FP	0	1	tier1	0.1500	dn	1	NA	NA	50.0000	47.5000	52	3.0000	8.1825	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF429	ZNF888	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429	ZNF91	truthbar	truthbar-FP	0	1	tier1	0.2196	dn	1	NA	NA	50.0000	42.6700	53	50.0000	47.5000	52	53	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5461
ZNF429	ZNF92	truthbar	truthbar-FP	0	1	tier1	0.6038	dn	1	NA	NA	50.0000	43.3875	52	50.0000	47.5000	52	52	52	50.0000	47.5000	NA	NA	NA	NA	NA	0.5265
ZNF43	ZNF430	truthbar	truthbar-FP	0	1	tier1	0.3768	dn	1	NA	NA	51.0000	45.9425	52	47.0000	36.7150	52	52	52	51.0000	45.9425	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF468	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF480	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF486	truthbar	truthbar-FP	0	1	tier1	0.2580	dn	1	NA	NA	49.0000	42.4925	52	47.0000	36.7150	52	52	52	49.0000	42.4925	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF506	truthbar	truthbar-FP	0	1	tier1	0.2428	dn	1	NA	NA	50.0000	46.2400	52	47.0000	36.7150	52	52	52	50.0000	46.2400	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF519	truthbar	truthbar-FP	0	1	tier1	0.3606	dn	1	NA	NA	4.0000	8.3237	52	47.0000	36.7150	52	52	52	47.0000	36.7150	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF528	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF578	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF595	truthbar	truthbar-FP	0	1	tier1	0.4494	dn	1	NA	NA	47.0000	36.7150	52	40.0000	29.3775	51	52	51	47.0000	36.7150	NA	NA	NA	NA	NA	0.5689
ZNF43	ZNF600	truthbar	truthbar-FP	0	1	tier1	0.2536	dn	1	NA	NA	47.0000	36.7150	52	19.0000	18.2800	52	52	52	47.0000	36.7150	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF611	truthbar	truthbar-FP	0	1	tier1	0.1367	dn	1	NA	NA	21.0000	19.9100	53	47.0000	36.7150	52	53	52	47.0000	36.7150	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF616	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF626	truthbar	truthbar-FP	0	1	tier1	0.2971	dn	1	NA	NA	51.0000	49.1125	52	47.0000	36.7150	52	52	52	51.0000	49.1125	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF655	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF675	truthbar	truthbar-FP	0	1	tier1	0.2171	dn	1	NA	NA	47.0000	36.7150	52	49.0000	43.8850	52	52	52	49.0000	43.8850	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF678	truthbar	truthbar-FP	0	1	tier1	0.2990	dn	1	NA	NA	51.0000	44.7239	52	47.0000	36.7150	52	52	52	51.0000	44.7239	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF680	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF681	truthbar	truthbar-FP	0	1	tier1	0.3526	dn	1	NA	NA	47.0000	36.7150	52	49.0000	44.1275	51	52	51	49.0000	44.1275	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF682	truthbar	truthbar-FP	0	1	tier1	0.2795	dn	1	NA	NA	45.0000	38.0750	52	47.0000	36.7150	52	52	52	47.0000	38.0750	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF695	truthbar	truthbar-FP	0	1	tier1	0.2817	dn	1	NA	NA	50.5000	49.6925	52	47.0000	36.7150	52	52	52	50.5000	49.6925	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF701	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF721	truthbar	truthbar-FP	0	1	tier1	0.4446	dn	1	NA	NA	51.0000	41.4400	52	47.0000	36.7150	52	52	52	51.0000	41.4400	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF723	truthbar	truthbar-FP	0	1	tier1	0.2703	dn	1	NA	NA	47.0000	36.7150	52	51.0000	45.7600	52	52	52	51.0000	45.7600	NA	NA	NA	NA	NA	0.5099
ZNF43	ZNF727	truthbar	truthbar-FP	0	1	tier1	0.2030	dn	1	NA	NA	50.0000	46.8750	52	47.0000	36.7150	52	52	52	50.0000	46.8750	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF736	truthbar	truthbar-FP	0	1	tier1	0.2909	dn	1	NA	NA	51.0000	48.9375	52	47.0000	36.7150	52	52	52	51.0000	48.9375	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF761	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF766	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF8	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF808	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF813	truthbar	truthbar-FP	0	1	tier1	0.2335	dn	1	NA	NA	47.0000	36.7150	52	23.0000	22.0150	52	52	52	47.0000	36.7150	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF83	truthbar	truthbar-FP	0	1	tier1	0.2054	dn	1	NA	NA	20.0000	19.9575	53	47.0000	36.7150	52	53	52	47.0000	36.7150	NA	NA	NA	NA	NA	0.4625
ZNF43	ZNF836	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF841	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF888	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43	ZNF91	truthbar	truthbar-FP	0	1	tier1	0.4695	dn	1	NA	NA	50.0000	42.6700	53	47.0000	36.7150	52	53	52	50.0000	42.6700	NA	NA	NA	NA	NA	0.5202
ZNF43	ZNF92	truthbar	truthbar-FP	0	1	tier1	0.2444	dn	1	NA	NA	50.0000	43.3875	52	47.0000	36.7150	52	52	52	50.0000	43.3875	NA	NA	NA	NA	NA	0.4625
ZNF430	ZNF468	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF430	ZNF480	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF430	ZNF486	truthbar	truthbar-FP	0	1	tier1	0.2596	dn	1	NA	NA	49.0000	42.4925	52	51.0000	45.9425	52	52	52	51.0000	45.9425	NA	NA	NA	NA	NA	0.4566
ZNF430	ZNF506	truthbar	truthbar-FP	0	1	tier1	0.2421	dn	1	NA	NA	50.0000	46.2400	52	51.0000	45.9425	52	52	52	51.0000	46.2400	NA	NA	NA	NA	NA	0.4270
ZNF430	ZNF519	truthbar	truthbar-FP	0	1	tier1	0.2797	dn	1	NA	NA	4.0000	8.3237	52	51.0000	45.9425	52	52	52	51.0000	45.9425	NA	NA	NA	NA	NA	0.4270
ZNF430	ZNF528	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF430	ZNF578	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
