dn	n_kmers	km_median	km_mean	km_p90	km_frac_ge_100
DN_NC_073236.2_31570340_7	2972	0.0000	89.9233	3.0000	0.0172
DN_NC_073236.2_32048256_8	1299	0.0000	0.9530	3.0000	0.0000
DN_NC_073236.2_32240619_3	7341	1.0000	331.1795	1.0000	0.0150
DN_NC_073236.2_32278873_5	2614	0.0000	0.6500	1.0000	0.0000
DN_NC_073236.2_32302189_6	3679	0.0000	10.1397	1.0000	0.0035
DN_NC_073236.2_32340171_12	3486	0.0000	16.6311	2.0000	0.0169
DN_NC_073236.2_32676987_2	3080	1.0000	1349.6718	3.0000	0.0380
DN_NC_073236.2_32866582_11	6105	0.0000	84.4192	5.0000	0.0034
DN_NC_073236.2_32935295_3	7077	1.0000	5.5984	3.0000	0.0013
DN_NC_073236.2_32935299_2	3786	1.0000	9.3859	2.0000	0.0024
DN_NC_073236.2_33289090_9	5538	1.0000	3.2430	3.0000	0.0056
DN_NC_073236.2_33699714_3	3718	0.0000	282.0083	9.0000	0.0524
DN_NC_073236.2_33791336_41	3044	0.0000	1.1777	3.0000	0.0000
DN_NC_073236.2_34983788_9	1430	0.0000	6.2126	3.0000	0.0028
DN_NC_073236.2_35163364_4	3434	2.0000	316.5906	14.0000	0.0463
DN_NC_073236.2_35320202_37	2886	0.0000	1.3572	4.0000	0.0000
DN_NC_073236.2_38854516_5	2747	1.0000	166.6578	1.0000	0.0131
DN_NC_073236.2_38858247_18	5202	0.0000	0.5606	1.0000	0.0000
DN_NC_073236.2_46553268_10	4576	0.0000	1448.1888	2.0000	0.0485
DN_NC_073236.2_46653509_10	8556	0.0000	1.1612	3.0000	0.0000
DN_NC_073236.2_46676942_15	4890	0.0000	250.0994	2.0000	0.0237
DN_NC_073236.2_47432803_11	3953	0.0000	0.8535	2.0000	0.0003
DN_NC_073236.2_47712811_9	5831	0.0000	1.5176	6.0000	0.0000
DN_NC_073236.2_47732210_12	3346	0.0000	4.2442	6.0000	0.0033
DN_NC_073236.2_47822803_9	3951	0.0000	1433.2949	2.0000	0.0334
DN_NC_073236.2_49989275_2	3910	1.0000	5.2453	6.0000	0.0031
DN_NC_073236.2_50448087_2	2468	0.0000	1288.4696	2.0000	0.0624
DN_NC_073236.2_51202468_4	4366	0.0000	4.7783	6.0000	0.0034
DN_NC_073236.2_51437835_4	3205	0.0000	5.8378	6.0000	0.0053
DN_NC_073236.2_52686516_4	1888	0.0000	0.5095	1.0000	0.0000
DN_NC_073236.2_52824428_4	4068	0.0000	4.7616	6.0000	0.0037
DN_NC_073236.2_53486662_7	4689	0.0000	0.4984	1.0000	0.0000
DN_NC_073236.2_64893638_18	5740	1.0000	0.7463	2.0000	0.0000
DN_NC_073236.2_65566893_8	4495	1.0000	549.4287	3.0000	0.0438
DN_NC_073236.2_66023783_5	1165	1.0000	1943.5433	120.4000	0.1013
DN_NC_073236.2_69434930_3	1796	0.0000	0.8870	3.0000	0.0000
DN_NC_073236.2_73173266_13	3451	0.0000	30.8626	1.0000	0.0110
DN_NC_073236.2_81530457_14	1743	0.0000	0.4240	1.0000	0.0000
DN_NC_073236.2_81606261_13	7759	0.0000	3.1017	1.0000	0.0013
DN_NC_073236.2_84556071_6	573	0.0000	2.0750	6.0000	0.0000
DN_NC_073236.2_85139103_21	5981	0.0000	3.9477	1.0000	0.0023
DN_NC_073236.2_92822528_4	4082	0.0000	87.2195	167.9000	0.1139
DN_NC_073236.2_97058333_14	3001	0.0000	465.5958	1.0000	0.0343
DN_NC_073237.2_101005198_6	1934	0.0000	0.4969	1.0000	0.0000
DN_NC_073237.2_101021921_6	1852	0.0000	0.5108	1.0000	0.0000
DN_NC_073237.2_101948554_6	4480	0.0000	336.5609	1.0000	0.0402
DN_NC_073237.2_105179643_6	3179	1.0000	0.6184	1.0000	0.0000
DN_NC_073237.2_105184979_19	5655	0.0000	0.5473	1.0000	0.0000
DN_NC_073237.2_106488614_5	611	0.0000	0.8871	3.0000	0.0000
DN_NC_073237.2_109230975_4	3539	0.0000	1.2761	1.0000	0.0017
DN_NC_073237.2_109279481_4	3663	0.0000	61.0579	1.0000	0.0134
DN_NC_073237.2_109453117_3	5845	1.0000	1.1020	2.0000	0.0002
DN_NC_073237.2_109461576_3	5651	0.0000	1.0503	2.0000	0.0002
DN_NC_073237.2_109499325_4	6598	1.0000	1.6190	1.0000	0.0008
DN_NC_073237.2_109511989_28	6416	0.0000	0.4584	1.0000	0.0000
DN_NC_073237.2_118498911_4	4406	1.0000	4.3781	9.0000	0.0000
DN_NC_073237.2_118518303_5	702	0.0000	5.9345	22.0000	0.0000
DN_NC_073237.2_119275968_2	4067	1.0000	0.5704	1.0000	0.0000
DN_NC_073237.2_119275970_2	4424	1.0000	1.5694	1.0000	0.0018
DN_NC_073237.2_120375635_3	1480	1.0000	7.9155	1.0000	0.0074
DN_NC_073237.2_123801018_5	5530	1.0000	440.7269	2.0000	0.0344
DN_NC_073237.2_124724631_14	3114	0.0000	0.4679	1.0000	0.0000
DN_NC_073237.2_125291669_2	4206	1.0000	0.8954	1.0000	0.0005
DN_NC_073237.2_126021216_4	2134	0.0000	2895.0206	216.3000	0.1125
DN_NC_073237.2_126029688_6	4807	0.0000	1285.4439	1.0000	0.0497
DN_NC_073237.2_127902837_7	2124	0.0000	0.4915	1.0000	0.0000
DN_NC_073237.2_129707941_5	4317	0.0000	229.9924	13.0000	0.0507
DN_NC_073237.2_129717495_4	6342	1.0000	617.2769	1.0000	0.0162
DN_NC_073237.2_129726988_8	1139	1.0000	4.8068	17.0000	0.0000
DN_NC_073237.2_129735503_6	3521	1.0000	0.5723	1.0000	0.0000
DN_NC_073237.2_129740502_6	3124	1.0000	0.5336	1.0000	0.0000
DN_NC_073237.2_130138569_27	4770	0.0000	0.5373	1.0000	0.0000
DN_NC_073237.2_130396115_12	5651	0.0000	139.3263	1.0000	0.0055
DN_NC_073237.2_131478659_6	2832	1.0000	0.5399	1.0000	0.0000
DN_NC_073237.2_133664160_4	2354	1.0000	1.0221	2.0000	0.0000
DN_NC_073237.2_133885482_35	4799	0.0000	0.4428	1.0000	0.0000
DN_NC_073237.2_134047852_27	5076	0.0000	0.4955	1.0000	0.0000
DN_NC_073237.2_17678391_14	2624	0.0000	2.7477	8.0000	0.0000
DN_NC_073237.2_22957046_5	3075	1.0000	1371.3262	15.0000	0.0371
DN_NC_073237.2_23553596_5	4089	1.0000	1.4072	2.0000	0.0005
DN_NC_073237.2_23692487_10	2666	0.0000	212.4216	3.0000	0.0199
DN_NC_073237.2_24387014_11	4597	0.0000	155.6570	5.0000	0.0059
DN_NC_073237.2_24562360_2	3101	1.0000	1442.2509	3.0000	0.0474
DN_NC_073237.2_24562366_2	3053	1.0000	1464.9109	3.0000	0.0481
DN_NC_073237.2_25172073_4	3161	0.0000	40.4315	1.0000	0.0057
DN_NC_073237.2_25176692_9	3818	0.0000	1365.2294	1.0000	0.0430
DN_NC_073237.2_27266553_20	3106	0.0000	0.4916	1.0000	0.0000
DN_NC_073237.2_27282743_9	1171	0.0000	0.5602	1.0000	0.0000
DN_NC_073237.2_27307884_9	3074	0.0000	621.0898	1.0000	0.0244
DN_NC_073237.2_27311993_5	928	0.0000	0.4741	1.0000	0.0000
DN_NC_073237.2_28611397_2	6636	0.0000	235.4048	11.0000	0.0601
DN_NC_073237.2_28860054_9	3637	0.0000	69.2395	1.0000	0.0047
DN_NC_073237.2_29305062_2	3711	1.0000	2.9111	2.0000	0.0013
DN_NC_073237.2_29418618_13	4907	0.0000	91.9796	4.0000	0.0041
DN_NC_073237.2_30061699_3	3864	1.0000	1445.9167	3.0000	0.0378
DN_NC_073237.2_30220066_5	4085	0.0000	1.1305	2.0000	0.0000
DN_NC_073237.2_30511420_2	1202	1.0000	2961.9168	6.0000	0.0832
DN_NC_073237.2_30512124_4	1465	0.0000	2430.2758	2.0000	0.0683
DN_NC_073237.2_30974188_2	1204	1.0000	290.3630	1.0000	0.0116
DN_NC_073237.2_31481917_11	3699	0.0000	193.0111	5.0000	0.0070
DN_NC_073237.2_31692944_2	3190	1.0000	1251.5028	3.0000	0.0401
DN_NC_073237.2_32419572_2	2960	0.0000	511.9193	22.0000	0.0608
DN_NC_073237.2_46657799_9	2954	0.0000	0.4712	1.0000	0.0000
DN_NC_073237.2_57425988_22	5090	0.0000	0.4786	1.0000	0.0000
DN_NC_073237.2_58341083_8	3225	0.0000	219.6769	1.0000	0.0347
DN_NC_073237.2_58583645_2	3486	0.0000	0.6190	2.0000	0.0000
DN_NC_073237.2_58966871_3	1649	0.0000	199.6998	997.6000	0.1292
DN_NC_073237.2_68560894_6	5935	1.0000	467.2660	2.0000	0.0317
DN_NC_073237.2_75784390_20	4726	0.0000	0.5628	1.0000	0.0002
DN_NC_073237.2_79864647_11	4168	0.0000	0.5127	1.0000	0.0000
DN_NC_073237.2_79912635_2	1139	1.0000	6.3960	20.0000	0.0061
DN_NC_073237.2_80081336_11	3495	0.0000	0.6815	2.0000	0.0000
DN_NC_073237.2_82042769_5	3796	0.0000	1.1886	2.0000	0.0005
DN_NC_073237.2_83892884_7	4751	0.0000	0.9952	2.0000	0.0000
DN_NC_073237.2_83935038_8	1886	0.0000	1.0472	2.0000	0.0000
DN_NC_073237.2_84005209_4	4260	1.0000	555.4915	3.0000	0.0164
DN_NC_073237.2_84204480_4	4256	0.0000	235.3522	3.0000	0.0235
DN_NC_073237.2_84341528_8	1605	0.0000	1.1720	3.0000	0.0000
DN_NC_073237.2_84363825_25	6111	0.0000	1.0583	2.0000	0.0000
DN_NC_073237.2_84711301_3	3203	1.0000	692.7474	2.0000	0.0578
DN_NC_073237.2_84822135_6	6187	0.0000	6.9953	1.0000	0.0071
DN_NC_073237.2_89073528_3	3222	1.0000	0.5847	1.0000	0.0000
DN_NC_073237.2_89075402_13	4801	1.0000	0.5513	1.0000	0.0000
DN_NC_073237.2_89310571_5	4766	1.0000	1.0812	1.0000	0.0008
DN_NC_073237.2_89465596_2	3680	0.0000	609.9872	2244.8000	0.1995
DN_NC_073237.2_89473261_14	2769	0.0000	0.6508	1.0000	0.0004
DN_NC_073237.2_90033004_3	1922	1.0000	1063.1561	13.9000	0.0567
DN_NC_073237.2_90719098_5	4453	0.0000	24.3249	1.0000	0.0047
DN_NC_073237.2_91001440_7	1699	0.0000	18.0365	1.0000	0.0253
DN_NC_073237.2_93211680_6	8495	0.0000	98.8122	1.0000	0.0044
DN_NC_073237.2_93275727_4	3949	0.0000	2.4513	1.0000	0.0020
DN_NC_073237.2_93365361_8	4887	0.0000	309.5789	2.0000	0.0336
DN_NC_073237.2_93516915_6	3416	0.0000	1.2585	5.0000	0.0000
DN_NC_073237.2_94439193_12	2585	0.0000	1122.9830	1.0000	0.0576
DN_NC_073237.2_96675699_5	2530	0.0000	552.6905	237.2000	0.1312
DN_NC_073237.2_97733433_3	5276	0.0000	1090.8249	1.0000	0.0519
DN_NC_073238.2_112687980_26	5990	0.0000	0.4875	1.0000	0.0000
DN_NC_073238.2_114796219_2	1004	0.0000	1375.6355	48.4000	0.0926
DN_NC_073238.2_124443812_2	1630	0.0000	33.4061	1.0000	0.0374
DN_NC_073238.2_125561692_4	2038	0.0000	29.5231	7.0000	0.0574
DN_NC_073238.2_128177434_9	4224	0.0000	551.1091	1.0000	0.0355
DN_NC_073238.2_128201955_8	2601	0.0000	50.4744	1.0000	0.0146
DN_NC_073238.2_128463727_12	2666	0.0000	0.9809	3.0000	0.0000
DN_NC_073238.2_22049850_15	4226	0.0000	122.6462	8.0000	0.0180
DN_NC_073238.2_22111250_2	2064	0.0000	918.9913	30.0000	0.0630
DN_NC_073238.2_22875925_6	2284	1.0000	9.8047	28.0000	0.0000
DN_NC_073238.2_23273370_7	3042	0.0000	3.5667	3.0000	0.0003
DN_NC_073238.2_23392840_7	5787	0.0000	548.7201	8.0000	0.0194
DN_NC_073238.2_24372581_9	5068	1.0000	3.6251	3.0000	0.0006
DN_NC_073238.2_24435116_16	3331	0.0000	9.5191	26.0000	0.0000
DN_NC_073238.2_24580375_8	2424	0.0000	19.3197	28.0000	0.0050
DN_NC_073238.2_24693721_8	3681	0.0000	576.8487	19.0000	0.0302
DN_NC_073238.2_25250945_5	2445	0.0000	1843.1771	11.0000	0.0642
DN_NC_073238.2_29552503_8	3146	0.0000	123.0407	17.0000	0.0391
DN_NC_073238.2_29962908_11	1983	0.0000	2.7927	7.0000	0.0000
DN_NC_073238.2_30171533_2	3402	0.0000	799.8363	11.0000	0.0867
DN_NC_073238.2_31467876_5	2286	0.0000	529.2682	4.0000	0.0236
DN_NC_073238.2_31858801_4	2854	0.0000	1225.5371	15.0000	0.0382
DN_NC_073238.2_32078126_7	3363	1.0000	5.3158	2.0000	0.0048
DN_NC_073238.2_32266743_7	5424	0.0000	305.6711	9.0000	0.0157
DN_NC_073238.2_32460857_5	1651	0.0000	777.9310	5.0000	0.0581
DN_NC_073238.2_32617313_2	4329	0.0000	86.7233	6.0000	0.0513
DN_NC_073238.2_32661686_2	1937	1.0000	2.7088	2.0000	0.0036
DN_NC_073238.2_33197456_2	3405	2.0000	1163.3066	1150.4000	0.1242
DN_NC_073238.2_33291944_6	3285	1.0000	433.5793	4.0000	0.0259
DN_NC_073238.2_33425477_7	5628	2.0000	186.5729	10.0000	0.0139
DN_NC_073238.2_33853352_3	3481	2.0000	1326.5165	4.0000	0.0319
DN_NC_073238.2_33904146_3	1013	1.0000	32.3643	102.0000	0.1027
DN_NC_073238.2_33938258_14	3675	0.0000	577.6272	3.0000	0.0316
DN_NC_073238.2_34005367_9	4193	1.0000	1.0999	3.0000	0.0000
DN_NC_073238.2_34124992_8	3373	0.0000	726.5236	1.0000	0.0240
DN_NC_073238.2_34259091_25	5074	0.0000	1.0071	1.0000	0.0010
DN_NC_073238.2_38269853_5	1965	0.0000	1231.1919	10.6000	0.0667
DN_NC_073238.2_38585508_10	6283	0.0000	452.9026	1.0000	0.0143
DN_NC_073238.2_38964005_23	4615	0.0000	0.4834	1.0000	0.0000
DN_NC_073238.2_39529658_9	6150	1.0000	556.5444	15.0000	0.0416
DN_NC_073238.2_41579503_4	414	6.0000	17.8647	46.0000	0.0000
DN_NC_073238.2_41750994_9	2312	0.0000	0.5541	1.0000	0.0000
DN_NC_073238.2_41760020_5	3161	0.0000	0.4821	1.0000	0.0000
DN_NC_073238.2_45470660_18	5390	0.0000	157.1865	1.0000	0.0046
DN_NC_073238.2_51309642_26	3009	0.0000	0.4337	1.0000	0.0000
DN_NC_073238.2_54832744_2	4705	1.0000	3.2400	2.0000	0.0015
DN_NC_073238.2_55186881_2	1082	1.0000	1945.7957	3.0000	0.0351
DN_NC_073238.2_55588931_20	4394	0.0000	703.3273	1.0000	0.0207
DN_NC_073238.2_59732356_14	3820	0.0000	0.6471	2.0000	0.0000
DN_NC_073238.2_59946195_16	4379	0.0000	0.5170	1.0000	0.0000
DN_NC_073238.2_60756272_9	4211	0.0000	490.5676	3.0000	0.0204
DN_NC_073238.2_62894676_12	3118	0.0000	0.5324	1.0000	0.0000
DN_NC_073238.2_63928303_2	3641	1.0000	682.5493	36.0000	0.0681
DN_NC_073238.2_64027356_13	4100	1.0000	5.3673	1.0000	0.0020
DN_NC_073238.2_65876995_17	3301	0.0000	0.6798	2.0000	0.0000
DN_NC_073238.2_66682517_7	2155	1.0000	687.3731	5.0000	0.0580
DN_NC_073238.2_66830454_5	3486	0.0000	0.5720	1.0000	0.0000
DN_NC_073238.2_67037804_5	2285	0.0000	4.8214	25.0000	0.0000
DN_NC_073238.2_67074273_14	5604	0.0000	762.0107	1.0000	0.0350
DN_NC_073238.2_8052138_7	1034	0.0000	2.8385	8.0000	0.0000
DN_NC_073239.2_105498614_17	6061	0.0000	0.6735	2.0000	0.0000
DN_NC_073239.2_105549018_9	4819	1.0000	0.6539	2.0000	0.0000
DN_NC_073239.2_109052370_3	987	0.0000	0.5299	1.0000	0.0000
DN_NC_073239.2_109057706_16	5642	0.0000	731.6320	1.0000	0.0362
DN_NC_073239.2_119046659_11	3354	0.0000	1.1640	3.0000	0.0000
DN_NC_073239.2_120173605_3	1028	0.0000	602.6449	4.0000	0.0195
DN_NC_073239.2_120499478_8	1870	0.0000	0.4856	1.0000	0.0000
DN_NC_073239.2_120602021_15	4917	0.0000	0.4625	1.0000	0.0000
DN_NC_073239.2_121772610_13	4469	1.0000	0.5283	1.0000	0.0000
DN_NC_073239.2_122136493_25	4559	0.0000	0.4806	1.0000	0.0000
DN_NC_073239.2_122577448_3	1053	0.0000	0.7521	2.0000	0.0000
DN_NC_073239.2_122615409_4	1099	0.0000	1.6415	6.0000	0.0000
DN_NC_073239.2_122634080_4	1099	0.0000	1.7161	6.0000	0.0000
DN_NC_073239.2_122707562_3	1084	0.0000	0.7426	2.0000	0.0000
DN_NC_073239.2_122741455_4	1111	0.0000	1.7057	6.0000	0.0000
DN_NC_073239.2_122769394_7	1172	0.0000	1.8379	6.0000	0.0000
DN_NC_073239.2_122796928_6	1199	0.0000	1.7073	6.0000	0.0000
DN_NC_073239.2_123333518_3	3388	1.0000	736.4150	5.0000	0.0747
DN_NC_073239.2_123333523_2	2264	1.0000	1090.6709	1030.6000	0.1109
DN_NC_073239.2_123449122_2	4396	1.0000	394.1078	3.0000	0.0455
DN_NC_073239.2_123454429_2	3113	1.0000	0.9386	2.0000	0.0000
DN_NC_073239.2_123469457_3	5235	0.0000	208.5639	2.0000	0.0292
DN_NC_073239.2_124645701_2	2451	2.0000	103.4227	22.0000	0.0106
DN_NC_073239.2_124648897_4	4456	0.0000	4.4239	9.0000	0.0000
DN_NC_073239.2_14838701_6	6825	1.0000	325.0314	1.0000	0.0359
DN_NC_073239.2_26918461_17	3215	0.0000	0.4684	1.0000	0.0000
DN_NC_073239.2_28798849_2	2103	1.0000	19.4456	5.0000	0.0314
DN_NC_073239.2_32209364_6	1201	0.0000	0.4638	1.0000	0.0000
DN_NC_073239.2_32210799_7	6551	1.0000	0.6582	1.0000	0.0003
DN_NC_073239.2_32339840_6	2186	1.0000	0.5284	1.0000	0.0000
DN_NC_073239.2_32342111_10	6152	1.0000	0.5597	1.0000	0.0002
DN_NC_073239.2_32570025_17	1992	0.0000	0.4162	1.0000	0.0000
DN_NC_073239.2_32630520_8	1282	0.0000	0.9548	3.0000	0.0000
DN_NC_073239.2_32663808_8	3421	0.0000	21.0456	3.0000	0.0181
DN_NC_073239.2_33219684_14	3116	0.0000	0.7413	2.0000	0.0000
DN_NC_073239.2_33826105_11	2376	0.0000	0.4470	1.0000	0.0000
DN_NC_073239.2_33872730_10	3073	0.0000	1335.6564	1.0000	0.0654
DN_NC_073239.2_33878048_2	1282	1.0000	0.5187	1.0000	0.0000
DN_NC_073239.2_34910171_2	2701	0.0000	1714.6350	17.0000	0.0648
DN_NC_073239.2_35280580_26	5931	0.0000	11.1472	2.0000	0.0032
DN_NC_073239.2_35311777_12	4165	0.0000	0.5673	1.0000	0.0000
DN_NC_073239.2_35396913_9	3171	0.0000	1.8925	5.0000	0.0000
DN_NC_073239.2_35520561_9	4538	0.0000	2.7543	4.0000	0.0009
DN_NC_073239.2_36370724_4	7272	0.0000	705.2577	1.0000	0.0613
DN_NC_073239.2_44147073_8	3355	0.0000	13.7586	17.0000	0.0113
DN_NC_073239.2_44758266_8	3513	0.0000	120.9653	16.0000	0.0108
DN_NC_073239.2_63601483_4	2398	1.0000	193.1560	1.0000	0.0163
DN_NC_073239.2_66562547_2	1137	0.0000	1.1187	2.0000	0.0000
DN_NC_073239.2_67194404_11	4176	1.0000	1133.9049	30.5000	0.0917
DN_NC_073239.2_67861789_20	2975	0.0000	0.7825	2.0000	0.0000
DN_NC_073239.2_70164897_2	2136	1.0000	446.6358	1342.5000	0.2725
DN_NC_073239.2_72077053_6	5214	1.0000	586.4242	1.0000	0.0194
DN_NC_073239.2_72093949_19	5433	0.0000	468.9485	1.0000	0.0197
DN_NC_073239.2_76142345_25	4582	0.0000	186.1766	1.0000	0.0052
DN_NC_073239.2_77917590_16	6067	0.0000	522.5378	28.0000	0.0766
DN_NC_073239.2_81444992_2	2575	1.0000	34.2660	1.0000	0.0066
DN_NC_073239.2_85769342_21	3908	0.0000	0.4606	1.0000	0.0000
DN_NC_073239.2_86159949_15	4266	0.0000	0.4841	1.0000	0.0000
DN_NC_073239.2_87154592_2	1717	0.0000	23.2062	3.0000	0.0326
DN_NC_073239.2_87316371_2	3133	0.0000	0.7156	2.0000	0.0000
DN_NC_073239.2_89227263_15	2817	0.0000	0.4853	1.0000	0.0000
DN_NC_073239.2_89803404_14	2485	0.0000	0.4817	1.0000	0.0000
DN_NC_073239.2_90471291_2	4001	0.0000	1007.1422	1.0000	0.0507
DN_NC_073239.2_98531685_2	2953	1.0000	6.3051	4.0000	0.0156
DN_NC_073239.2_98531712_3	4544	1.0000	4.3178	1.0000	0.0110
DN_NC_073240.2_102922989_19	3400	0.0000	0.4618	1.0000	0.0000
DN_NC_073240.2_103158559_3	3425	1.0000	1734.0318	3.0000	0.0479
DN_NC_073240.2_103747497_4	4468	0.0000	4.3053	9.0000	0.0000
DN_NC_073240.2_14396114_6	3591	5.0000	11.0265	28.0000	0.0000
DN_NC_073240.2_15970659_7	1816	1.0000	4.9548	11.5000	0.0000
DN_NC_073240.2_17174470_5	4104	1.0000	2735.5063	733.5000	0.1257
DN_NC_073240.2_20710887_3	2397	1.0000	1.2929	3.0000	0.0000
DN_NC_073240.2_21430216_23	3954	0.0000	72.7011	2.0000	0.0119
DN_NC_073240.2_21546861_14	2721	0.0000	1.2587	3.0000	0.0000
DN_NC_073240.2_21601841_7	941	0.0000	1.8948	7.0000	0.0000
DN_NC_073240.2_21986088_4	3169	1.0000	728.7971	4.0000	0.0650
DN_NC_073240.2_22595737_5	2180	0.0000	4.7977	4.0000	0.0092
DN_NC_073240.2_22623333_4	1046	1.0000	2.2017	4.0000	0.0019
DN_NC_073240.2_23210840_6	969	0.0000	2.6512	8.0000	0.0000
DN_NC_073240.2_23219746_14	6070	0.0000	1.2781	3.0000	0.0002
DN_NC_073240.2_23337808_11	2667	0.0000	1.1151	3.0000	0.0000
DN_NC_073240.2_23447377_5	5759	2.0000	225.3832	3.0000	0.0281
DN_NC_073240.2_23459848_11	3855	1.0000	456.4776	3.0000	0.0086
DN_NC_073240.2_23674889_10	5078	0.0000	402.3159	5.0000	0.0429
DN_NC_073240.2_23725358_9	5324	0.0000	487.6653	3.0000	0.0545
DN_NC_073240.2_23877041_31	6849	0.0000	0.4628	1.0000	0.0000
DN_NC_073240.2_24008961_23	3814	0.0000	92.5996	2.0000	0.0136
DN_NC_073240.2_24402639_2	2607	1.0000	4.1224	3.0000	0.0023
DN_NC_073240.2_24764672_4	2706	2.0000	2173.2927	64.0000	0.0946
DN_NC_073240.2_24900197_18	3191	0.0000	5.0815	15.0000	0.0000
DN_NC_073240.2_24965661_3	2146	0.0000	700.9273	16.5000	0.0736
DN_NC_073240.2_26182490_10	1430	0.0000	0.4881	1.0000	0.0000
DN_NC_073240.2_29369420_15	3186	0.0000	0.9539	3.0000	0.0000
DN_NC_073240.2_29509629_20	4437	0.0000	706.4316	4.0000	0.0354
DN_NC_073240.2_29752710_11	3160	0.0000	35.3484	5.0000	0.0491
DN_NC_073240.2_29803770_8	6617	0.0000	832.8542	5.0000	0.0351
DN_NC_073240.2_29886021_14	3861	0.0000	0.5395	1.0000	0.0000
DN_NC_073240.2_31271054_17	3330	0.0000	76.1117	3.0000	0.0054
DN_NC_073240.2_33035459_18	2479	0.0000	4.7406	14.0000	0.0000
DN_NC_073240.2_33337179_18	3169	0.0000	5.3370	14.0000	0.0000
DN_NC_073240.2_34675462_15	3941	0.0000	0.4763	1.0000	0.0000
DN_NC_073240.2_34703303_6	1808	0.0000	6.3512	1.3000	0.0194
DN_NC_073240.2_35071983_25	4199	0.0000	0.4484	1.0000	0.0000
DN_NC_073240.2_37591091_13	3710	0.0000	4.8960	1.0000	0.0051
DN_NC_073240.2_40283792_22	6020	0.0000	113.2563	1.0000	0.0022
DN_NC_073240.2_40710955_17	2151	0.0000	411.0539	1.0000	0.0316
DN_NC_073240.2_40740697_5	3801	1.0000	1170.3115	2.0000	0.0500
DN_NC_073240.2_41396094_2	1058	0.0000	60.9764	226.5000	0.1399
DN_NC_073240.2_41471977_3	1482	0.0000	0.4791	1.0000	0.0000
DN_NC_073240.2_41473848_11	3675	0.0000	180.3464	1.0000	0.0144
DN_NC_073240.2_42709516_6	6419	0.0000	292.1603	1.0000	0.0165
DN_NC_073240.2_43072375_7	1846	1.0000	396.3044	1.0000	0.0352
DN_NC_073240.2_43610228_10	2650	0.0000	1.1691	1.0000	0.0000
DN_NC_073240.2_44172340_2	2322	0.0000	0.5986	1.0000	0.0000
DN_NC_073240.2_44461085_2	4502	2.0000	2176.4927	8298.2000	0.4149
DN_NC_073240.2_44556092_13	4754	1.0000	306.7583	2.0000	0.0255
DN_NC_073240.2_44603034_3	2602	0.0000	0.6476	1.0000	0.0000
DN_NC_073240.2_44604956_12	2937	0.0000	0.4484	1.0000	0.0000
DN_NC_073240.2_4575875_4	4695	0.0000	901.3065	8.0000	0.0251
DN_NC_073240.2_46341896_2	2240	0.0000	1.4210	1.0000	0.0000
DN_NC_073240.2_56108341_2	923	1.0000	4743.7476	38.6000	0.0932
DN_NC_073240.2_57401181_22	4522	0.0000	0.5610	1.0000	0.0000
DN_NC_073240.2_59906966_28	5292	0.0000	0.7899	1.0000	0.0006
DN_NC_073240.2_63549614_16	3042	0.0000	0.4790	1.0000	0.0000
DN_NC_073240.2_63815908_8	1880	0.0000	47.6793	1.0000	0.0053
DN_NC_073240.2_64676115_12	2708	0.0000	79.4856	1.0000	0.0185
DN_NC_073240.2_65970509_9	5764	0.0000	0.4955	1.0000	0.0000
DN_NC_073240.2_67167028_2	1594	0.0000	109.2152	5.0000	0.0263
DN_NC_073240.2_67174761_11	2586	0.0000	0.6090	2.0000	0.0000
DN_NC_073240.2_69411455_12	3299	1.0000	0.5150	1.0000	0.0000
DN_NC_073240.2_70140109_8	5072	0.0000	972.3310	1.0000	0.0187
DN_NC_073240.2_70243341_2	2797	0.0000	1399.3547	1.0000	0.0379
DN_NC_073240.2_70293854_4	1185	0.0000	0.8835	2.0000	0.0000
DN_NC_073240.2_76716889_13	3061	0.0000	1.0807	1.0000	0.0013
DN_NC_073240.2_79048326_11	4220	0.0000	0.5047	1.0000	0.0000
DN_NC_073240.2_79068535_14	4691	0.0000	0.5012	1.0000	0.0000
DN_NC_073240.2_79492690_6	5872	0.0000	911.3542	1.0000	0.0480
DN_NC_073240.2_81300329_3	1073	1.0000	165.5620	1.0000	0.0149
DN_NC_073240.2_83447932_2	3130	0.0000	0.5141	1.0000	0.0000
DN_NC_073240.2_84645975_10	2526	0.0000	0.4984	1.0000	0.0000
DN_NC_073240.2_84673981_6	4694	1.0000	15.4668	1.0000	0.0015
DN_NC_073240.2_85708603_4	3434	1.0000	4.2321	10.0000	0.0015
DN_NC_073240.2_85898394_3	3783	0.0000	1260.4227	1.0000	0.0293
DN_NC_073240.2_86386259_3	4427	1.0000	4.2607	10.0000	0.0029
DN_NC_073240.2_91564233_4	3205	1.0000	618.7463	1.0000	0.0340
DN_NC_073240.2_94115085_33	5049	0.0000	4.1822	1.0000	0.0022
DN_NC_073240.2_95564610_15	6525	0.0000	48.0167	1.0000	0.0110
DN_NC_073240.2_97547891_3	2736	0.0000	1.8059	1.0000	0.0015
DN_NC_073241.2_103649905_2	2336	1.0000	19.6139	3.0000	0.0390
DN_NC_073241.2_108384307_29	4371	0.0000	0.4571	1.0000	0.0000
DN_NC_073241.2_110003031_5	2174	0.0000	483.5593	21.0000	0.0258
DN_NC_073241.2_195924_6	2262	0.0000	3.3064	8.0000	0.0000
