dn_a	dn_b	n_exon_a	n_exon_b	n_exon_min	colinear	colinear_nd	n_matched	exon_match_frac	mean_matched_id	best_exon_id	isolated_domain	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
DN_NC_073244.2_64759228_5	DN_NC_073244.2_65326089_4	5	4	4	4	4	4	1.0	0.8815	0.9683	0	4	4	4	4	4	3
DN_NC_073244.2_64759228_5	DN_NC_073244.2_65362909_5	5	5	5	4	4	5	1.0	0.8522	0.9444	0	4	4	4	4	3	3
DN_NC_073244.2_64759228_5	DN_NC_073244.2_65398487_4	5	4	4	2	2	2	0.5	0.9457	0.9603	0	3	3	3	2	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_64836827_4	5	4	4	2	2	2	0.5	0.9105	0.9444	0	4	2	2	2	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_64860608_4	5	4	4	3	3	3	0.75	0.8728	0.9524	0	3	3	3	3	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_64908457_4	5	4	4	3	3	3	0.75	0.7819	0.8254	0	4	3	3	3	2	1
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65003440_7	5	7	5	2	2	2	0.4	0.8642	0.8889	0	4	3	2	2	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65046428_2	5	4	4	1	1	1	0.25	0.875	0.875	1	4	2	2	1	1	1
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65073171_5	5	5	5	2	2	2	0.4	0.848	0.9127	0	2	2	2	2	2	1
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65266359_4	5	4	4	2	2	2	0.5	0.9105	0.9444	0	3	3	3	2	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65293743_4	5	4	4	2	2	2	0.5	0.9145	0.9524	0	3	3	3	2	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65326089_4	5	4	4	3	3	3	0.75	0.8799	0.9655	0	3	3	3	3	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65362909_5	5	5	5	3	3	4	0.8	0.8375	0.9365	0	3	3	3	3	2	2
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65398487_4	5	4	4	3	3	3	0.75	0.8831	0.9603	0	3	3	3	3	2	2
DN_NC_073244.2_64836827_4	DN_NC_073244.2_64908457_4	4	4	4	3	3	3	0.75	0.8007	0.8442	0	4	4	3	3	2	2
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65003440_7	4	7	4	2	2	2	0.5	0.8218	0.8889	0	4	2	2	2	2	1
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65046428_2	4	4	4	1	1	1	0.25	0.875	0.875	1	3	3	1	1	1	1
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65266359_4	4	4	4	2	2	2	0.5	0.9599	0.9753	0	3	2	2	2	2	2
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65293743_4	4	4	4	2	2	2	0.5	0.9431	0.9603	0	3	2	2	2	2	2
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65326089_4	4	4	4	2	2	2	0.5	0.9123	0.9603	0	3	3	2	2	2	2
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65362909_5	4	5	4	2	2	2	0.5	0.9224	0.9683	0	4	2	2	2	2	2
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65398487_4	4	4	4	2	2	2	0.5	0.9101	0.9683	0	3	2	2	2	2	2
DN_NC_073244.2_64860608_4	DN_NC_073244.2_64908457_4	4	4	4	2	2	2	0.5	0.7998	0.8333	0	3	2	2	2	2	1
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65003440_7	4	7	4	2	2	2	0.5	0.8597	0.8968	0	4	3	2	2	2	2
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65046428_2	4	4	4	1	1	1	0.25	0.8833	0.8833	1	2	1	1	1	1	1
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65073171_5	4	5	4	2	2	2	0.5	0.8476	0.9286	0	4	3	2	2	2	1
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65266359_4	4	4	4	3	3	3	0.75	0.8811	0.9365	0	4	4	3	3	3	3
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65293743_4	4	4	4	3	3	3	0.75	0.8666	0.9683	0	4	4	4	3	3	2
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65326089_4	4	4	4	3	3	3	0.75	0.8988	0.9524	0	4	4	3	3	3	3
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65362909_5	4	5	4	3	3	3	0.75	0.8937	0.9603	0	4	4	4	3	3	3
DN_NC_073244.2_64860608_4	DN_NC_073244.2_65398487_4	4	4	4	2	2	2	0.5	0.9284	0.9603	0	3	3	3	2	2	2
DN_NC_073244.2_64860608_4	DN_NC_073246.2_15789285_3	4	3	3	1	1	1	0.3333	0.8413	0.8492	1	2	1	1	1	1	1
DN_NC_073244.2_64860608_4	DN_NC_086017.1_41849524_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65003440_7	4	7	4	2	2	2	0.5	0.802	0.8413	0	3	2	2	2	2	1
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65046428_2	4	4	4	1	1	1	0.25	0.8417	0.8417	1	3	2	2	1	1	1
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65073171_5	4	5	4	2	2	2	0.5	0.7627	0.8254	0	2	2	2	2	1	1
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65266359_4	4	4	4	2	2	2	0.5	0.8189	0.8442	0	2	2	2	2	2	1
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65293743_4	4	4	4	3	3	3	0.75	0.7989	0.8254	0	3	3	3	3	3	2
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65326089_4	4	4	4	2	2	2	0.5	0.7944	0.8095	0	2	2	2	2	2	1
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65362909_5	4	5	4	3	3	3	0.75	0.7647	0.7937	0	4	3	3	3	2	0
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65398487_4	4	4	4	3	3	3	0.75	0.7854	0.8175	0	3	3	3	3	3	1
DN_NC_073244.2_64908457_4	DN_NC_073246.2_15789285_3	4	3	3	1	1	1	0.3333	0.7778	0.7857	1	2	2	1	1	1	0
DN_NC_073244.2_64908457_4	DN_NC_086017.1_41849524_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	1	1	0	0	0
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65046428_2	7	4	4	2	2	2	0.5	0.8047	0.875	0	3	2	2	2	1	1
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65073171_5	7	5	5	3	3	3	0.6	0.8122	0.873	0	5	5	4	3	3	2
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65266359_4	7	4	4	2	2	2	0.5	0.8094	0.873	0	4	3	2	2	1	1
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65293743_4	7	4	4	2	2	2	0.5	0.8213	0.8968	0	4	4	2	2	1	1
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65326089_4	7	4	4	2	2	2	0.5	0.8642	0.881	0	4	3	2	2	2	2
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65362909_5	7	5	5	2	2	2	0.4	0.8388	0.881	0	5	4	2	2	2	1
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65398487_4	7	4	4	2	2	2	0.5	0.8682	0.8889	0	3	3	2	2	2	2
DN_NC_073244.2_65003440_7	DN_NC_086017.1_41849524_2	7	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_65046428_2	DN_NC_073244.2_65073171_5	4	5	4	3	3	3	0.75	0.8112	0.8667	0	3	3	3	3	3	1
DN_NC_073244.2_65046428_2	DN_NC_073244.2_65293743_4	4	4	4	2	2	2	0.5	0.8014	0.8917	0	2	2	2	2	1	1
DN_NC_073244.2_65046428_2	DN_NC_073244.2_65362909_5	4	5	4	1	1	1	0.25	0.875	0.875	1	2	1	1	1	1	1
DN_NC_073244.2_65046428_2	DN_NC_073244.2_65398487_4	4	4	4	1	1	1	0.25	0.8833	0.8833	1	2	1	1	1	1	1
DN_NC_073244.2_65046428_2	DN_NC_086017.1_41849470_3	4	3	3	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_65046428_4	DN_NC_073244.2_65266359_4	3	4	3	1	1	1	0.3333	0.8667	0.8667	1	2	1	1	1	1	1
DN_NC_073244.2_65046428_4	DN_NC_073244.2_65326089_4	3	4	3	1	1	1	0.3333	0.8917	0.8917	1	2	1	1	1	1	1
DN_NC_073244.2_65046428_4	DN_NC_073246.2_15789285_3	3	3	3	1	1	1	0.3333	0.8583	0.8583	1	3	2	1	1	1	1
DN_NC_073244.2_65073171_5	DN_NC_073244.2_65266359_4	5	4	4	2	2	2	0.5	0.7988	0.881	0	4	3	3	2	1	1
DN_NC_073244.2_65073171_5	DN_NC_073244.2_65293743_4	5	4	4	2	2	2	0.5	0.8063	0.9127	0	4	4	2	2	1	1
DN_NC_073244.2_65073171_5	DN_NC_073244.2_65362909_5	5	5	5	2	2	2	0.4	0.8111	0.8889	0	4	4	3	2	1	1
DN_NC_073244.2_65073171_5	DN_NC_073244.2_65398487_4	5	4	4	2	2	2	0.5	0.844	0.9048	0	3	3	2	2	2	1
DN_NC_073244.2_65102393_4	DN_NC_073244.2_68513423_5	4	5	4	1	1	1	0.25	0.7619	0.7698	1	2	1	1	1	1	0
DN_NC_073244.2_65102393_4	DN_NC_073244.2_68611978_5	4	5	4	1	1	1	0.25	0.7619	0.7698	1	2	1	1	1	1	0
DN_NC_073244.2_65102393_4	DN_NC_073244.2_68643423_8	4	8	4	1	1	1	0.25	0.746	0.754	1	2	1	1	1	1	0
DN_NC_073244.2_65266359_4	DN_NC_073244.2_65293743_4	4	4	4	4	4	4	1.0	0.8913	0.9683	0	4	4	4	4	4	4
DN_NC_073244.2_65266359_4	DN_NC_073244.2_65326089_4	4	4	4	3	3	3	0.75	0.9087	0.9683	0	4	4	4	3	3	3
DN_NC_073244.2_65266359_4	DN_NC_073244.2_65362909_5	4	5	4	4	4	4	1.0	0.869	0.9603	0	4	4	4	4	3	3
DN_NC_073244.2_65266359_4	DN_NC_073244.2_65398487_4	4	4	4	2	2	2	0.5	0.9264	0.9762	0	3	3	3	2	2	2
DN_NC_073244.2_65293743_4	DN_NC_073244.2_65326089_4	4	4	4	4	4	4	1.0	0.8562	0.9841	0	4	4	4	4	4	2
DN_NC_073244.2_65293743_4	DN_NC_073244.2_65362909_5	4	5	4	4	4	4	1.0	0.8342	0.9603	0	4	4	4	4	3	2
DN_NC_073244.2_65293743_4	DN_NC_073244.2_65398487_4	4	4	4	2	2	2	0.5	0.9343	0.9921	0	3	3	3	2	2	2
DN_NC_073244.2_65293743_4	DN_NC_086017.1_41849524_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_65326089_4	DN_NC_073244.2_65362909_5	4	5	4	4	4	4	1.0	0.8919	0.9762	0	4	4	4	4	4	3
DN_NC_073244.2_65326089_4	DN_NC_073244.2_65398487_4	4	4	4	3	3	3	0.75	0.8936	0.9921	0	3	3	3	3	2	2
DN_NC_073244.2_65362909_5	DN_NC_073244.2_65398487_4	5	4	4	3	3	3	0.75	0.8962	0.9683	0	3	3	3	3	3	2
DN_NC_073244.2_65362909_5	DN_NC_073246.2_15789285_3	5	3	3	1	1	1	0.3333	0.8333	0.8333	1	3	1	1	1	1	1
DN_NC_073244.2_65470296_6	DN_NC_073244.2_68477557_5	6	5	5	1	1	1	0.2	0.7381	0.7381	1	3	1	1	1	0	0
DN_NC_073244.2_66923641_8	DN_NC_073244.2_66965840_13	8	13	8	3	3	3	0.375	0.8266	0.9235	0	8	6	4	3	2	2
DN_NC_073244.2_67776054_3	DN_NC_073244.2_67840893_3	3	3	3	3	3	3	1.0	0.9819	1.0	0	3	3	3	3	3	3
DN_NC_073244.2_67840893_3	DN_NC_086018.1_30368542_3	3	3	3	1	1	1	0.3333	0.731	0.731	1	2	2	2	1	0	0
DN_NC_073244.2_68258639_5	DN_NC_073244.2_68293337_5	5	5	5	5	5	5	1.0	0.8932	0.9933	0	5	5	5	5	5	5
DN_NC_073244.2_68258639_5	DN_NC_073244.2_68333010_5	5	5	5	5	5	5	1.0	0.8941	0.9933	0	5	5	5	5	5	5
DN_NC_073244.2_68293337_5	DN_NC_073244.2_68333010_5	5	5	5	5	5	5	1.0	0.9988	1.0	0	5	5	5	5	5	5
DN_NC_073244.2_68477557_5	DN_NC_073244.2_68491976_5	5	5	5	1	1	1	0.2	0.7381	0.7381	1	5	1	1	1	0	0
DN_NC_073244.2_68491976_5	DN_NC_073244.2_68513423_5	5	5	5	2	2	2	0.4	0.7454	0.754	0	5	3	2	2	1	0
DN_NC_073244.2_68548768_5	DN_NC_086017.1_54551513_4	5	4	4	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073244.2_68611978_5	DN_NC_073244.2_68643423_8	5	8	5	2	3	3	0.6	0.7426	0.7579	0	5	2	2	2	2	0
DN_NC_073244.2_68699723_3	DN_NC_073244.2_68766684_2	3	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_68699723_3	DN_NC_073244.2_70558480_2	3	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_68699723_3	DN_NC_086018.1_17871581_2	3	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_68766684_2	DN_NC_073244.2_70544393_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_68766684_2	DN_NC_073244.2_70558480_2	2	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_68766684_2	DN_NC_086018.1_17871581_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69294668_4	DN_NC_073244.2_69343714_4	4	4	4	3	3	3	0.75	0.8915	0.9762	0	4	3	3	3	2	2
DN_NC_073244.2_69294668_4	DN_NC_073244.2_69382679_3	4	3	3	1	1	1	0.3333	0.8095	0.8095	1	2	1	1	1	1	1
DN_NC_073244.2_69294668_4	DN_NC_073244.2_69422908_4	4	4	4	2	2	2	0.5	0.7839	0.8492	0	4	3	3	2	1	1
DN_NC_073244.2_69294668_4	DN_NC_073244.2_69643403_5	4	5	4	2	2	2	0.5	0.7759	0.8333	0	3	2	2	2	1	1
DN_NC_073244.2_69343714_4	DN_NC_073244.2_69422908_4	4	4	4	3	3	3	0.75	0.7618	0.8571	0	4	3	3	3	1	1
DN_NC_073244.2_69343714_4	DN_NC_086017.1_54551513_4	4	4	4	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69382679_3	DN_NC_073244.2_69643403_5	3	5	3	1	1	1	0.3333	0.8413	0.8492	1	1	1	1	1	1	1
DN_NC_073244.2_69422908_4	DN_NC_073244.2_69643403_5	4	5	4	1	1	1	0.25	0.7937	0.8016	1	4	3	3	1	1	1
DN_NC_073244.2_69422908_4	DN_NC_086017.1_54551513_4	4	4	4	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073244.2_69454247_3	DN_NC_073244.2_69821764_4	3	4	3	1	1	1	0.3333	0.8175	0.8175	1	2	1	1	1	1	1
DN_NC_073244.2_69454247_3	DN_NC_073244.2_69923242_3	3	3	3	1	1	1	0.3333	0.7143	0.7143	1	2	1	1	1	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69492904_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69514207_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69672458_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69685713_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69715659_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69783488_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69873255_2	2	3	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_70009554_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_70024584_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69454318_2	DN_NC_073244.2_70043245_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_69466443_4	DN_NC_073244.2_69492904_4	4	4	4	3	3	3	0.75	0.8612	0.9841	0	4	3	3	3	2	2
DN_NC_073244.2_69466443_4	DN_NC_073244.2_69601170_4	4	4	4	1	1	1	0.25	0.746	0.746	1	3	1	1	1	0	0
DN_NC_073244.2_69466443_4	DN_NC_073244.2_69715828_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69466443_4	DN_NC_073244.2_69848672_3	4	3	3	1	1	1	0.3333	0.7381	0.7381	1	3	1	1	1	0	0
DN_NC_073244.2_69466443_4	DN_NC_073244.2_69873255_2	4	3	3	1	1	1	0.3333	0.754	0.754	1	3	1	1	1	1	0
DN_NC_073244.2_69466443_4	DN_NC_073244.2_70043245_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69466469_2	DN_NC_073247.2_24180353_4	2	4	2	1	1	1	0.5	0.883	0.883	1	2	1	1	1	1	1
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69514207_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69672458_4	4	4	4	1	1	1	0.25	0.8175	0.8175	1	4	1	1	1	1	1
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69685721_4	4	4	4	1	1	1	0.25	0.8254	0.8254	1	4	2	2	1	1	1
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69783488_3	4	3	3	1	1	1	0.3333	0.7967	0.7967	1	2	1	1	1	1	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69799604_5	4	5	4	1	1	1	0.25	0.8175	0.8175	1	2	1	1	1	1	1
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69821764_4	4	4	4	1	1	1	0.25	0.7937	0.7937	1	2	1	1	1	1	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69848672_3	4	3	3	1	1	1	0.3333	0.754	0.754	1	3	1	1	1	1	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69873255_2	4	3	3	1	1	1	0.3333	0.7698	0.7698	1	3	1	1	1	1	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69910623_3	4	3	3	1	1	1	0.3333	0.7619	0.7619	1	2	1	1	1	1	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69923243_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_70009554_3	4	3	3	1	1	1	0.3333	0.754	0.754	1	3	1	1	1	1	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_70024584_5	4	5	4	1	1	1	0.25	0.7381	0.7381	1	2	1	1	1	0	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_70043245_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_69492904_4	DN_NC_073244.2_70525717_3	4	3	3	1	1	1	0.3333	0.7302	0.7302	1	3	1	1	1	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69572632_2	2	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69601170_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69672458_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69685698_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69715659_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69783488_3	2	3	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69799604_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69923243_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_69975553_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_70024584_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_70043245_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_70501781_3	2	3	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69514207_2	DN_NC_073244.2_70525717_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69538312_3	DN_NC_073244.2_69799604_5	3	5	3	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_69572632_2	DN_NC_073244.2_69685713_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69572632_2	DN_NC_073244.2_69923243_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69572632_2	DN_NC_073244.2_70009554_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69572632_2	DN_NC_073244.2_70043245_2	2	2	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_69572632_3	DN_NC_073244.2_69601170_4	3	4	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69572632_3	DN_NC_073244.2_69821764_4	3	4	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69572632_3	DN_NC_073244.2_70024584_5	3	5	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69572632_3	DN_NC_073244.2_70525717_3	3	3	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69672458_4	4	4	4	1	1	1	0.25	0.8333	0.8333	1	3	1	1	1	1	1
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69685698_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69715828_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69783488_3	4	3	3	1	1	1	0.3333	0.7724	0.7724	1	2	1	1	1	1	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69799604_5	4	5	4	1	1	1	0.25	0.7619	0.7698	1	2	1	1	1	1	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69821764_4	4	4	4	1	1	1	0.25	0.7857	0.7857	1	4	2	1	1	1	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69923243_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_70009554_3	4	3	3	1	1	1	0.3333	0.7381	0.7381	1	3	1	1	1	0	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_70043245_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69601170_4	DN_NC_073244.2_70525717_3	4	3	3	1	1	1	0.3333	0.7619	0.7619	1	3	1	1	1	1	0
DN_NC_073244.2_69628878_4	DN_NC_073244.2_69799604_5	4	5	4	1	1	1	0.25	0.7937	0.7937	1	2	1	1	1	1	0
DN_NC_073244.2_69628878_4	DN_NC_073244.2_70043245_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69643403_5	DN_NC_086017.1_54551513_4	5	4	4	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69685698_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69715659_3	4	3	3	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69783488_3	4	3	3	1	1	1	0.3333	0.878	0.878	1	2	2	1	1	1	1
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69799604_5	4	5	4	1	1	1	0.25	0.8175	0.8175	1	3	2	2	1	1	1
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69821764_4	4	4	4	1	1	1	0.25	0.8175	0.8175	1	3	2	1	1	1	1
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69873255_2	4	3	3	1	1	1	0.3333	0.7857	0.7857	1	3	1	1	1	1	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69923243_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69974453_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_70024584_5	4	5	4	1	1	1	0.25	0.754	0.754	1	3	2	1	1	1	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_70043245_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	0	0	0	0
DN_NC_073244.2_69672458_4	DN_NC_073244.2_70525717_3	4	3	3	1	1	1	0.3333	0.7619	0.7619	1	3	2	1	1	1	0
DN_NC_073244.2_69685698_2	DN_NC_073244.2_69715828_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_69685698_2	DN_NC_073244.2_69799604_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69685698_2	DN_NC_073244.2_69821764_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69685698_2	DN_NC_073244.2_69873255_2	2	3	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_69685698_2	DN_NC_073244.2_69975553_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_69685698_2	DN_NC_073244.2_70024584_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
