gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	aln_frac	core_recip	n_exon_a	n_exon_b	n_exon_min	n_matched	exon_match_frac	mean_matched_id	best_exon_id	colinear	colinear_nd	isolated_domain	cut_K1	cut_K2	div_bin	ep_impure	gstm2	mage	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
ZFP82	ZNF573	DN_NC_073244.2_47586219_5	DN_NC_073244.2_49246931_6	truthbar	0	0.0	0.2418	5	6	5	2	0.4	0.7743	0.8095	2	2	0	0	1	0.70-0.80	0	0	0	4	4	2	2	1	1
ZFP82	ZNF582	DN_NC_073244.2_47586219_5	DN_NC_073244.2_68491976_5	truthbar	0	0.0	0.1967	5	5	5	1	0.2	0.7698	0.7698	1	1	1	1	1	0.70-0.80	0	0	0	4	3	2	1	1	0
ZFP82	ZNF583	DN_NC_073244.2_47586219_5	DN_NC_073244.2_68513423_5	truthbar	0	0.0	0.2021	5	5	5	1	0.2	0.75	0.75	1	1	1	1	1	0.70-0.80	0	0	0	4	2	2	1	1	0
ZFP82	ZNF665	DN_NC_073244.2_47586219_5	DN_NC_073244.2_65102393_4	truthbar	0	0.0	0.2666	5	4	4	1	0.25	0.754	0.754	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	1	0
ZFP82	ZNF684	DN_NC_073224.2_199406700_5	DN_NC_073244.2_47586219_5	truthbar	0	0.0	0.1473	5	5	5	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	2	2	0	0	0
ZFP82	ZNF780A	DN_NC_073244.2_47586219_5	DN_NC_073244.2_51825388_5	truthbar	0	0.0	0.1362	5	5	5	3	0.6	0.7678	0.8175	3	3	0	0	0	0.70-0.80	0	0	0	4	3	3	3	2	1
ZFP82	ZNF780B	DN_NC_073244.2_47586219_5	DN_NC_073244.2_51783968_5	truthbar	0	0.0	0.1594	5	5	5	3	0.6	0.764	0.8095	3	3	0	0	0	0.70-0.80	0	0	0	5	3	3	3	2	1
ZFP82	ZNF790	DN_NC_073244.2_47586219_5	DN_NC_073244.2_47997304_5	truthbar	0	0.0	0.378	5	5	5	1	0.2	0.8374	0.8374	1	1	1	1	1	0.80-0.90	0	0	0	4	2	2	1	1	1
ZFP82	ZNF829	DN_NC_073244.2_47586219_5	DN_NC_073244.2_48066692_6	truthbar	0	0.0	0.132	5	6	5	2	0.4	0.7461	0.7857	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	1	0
ZFP90	ZNF2	DN_NC_073236.2_32278873_5	DN_NC_073242.2_97765438_4	truthbar	0	0.0	0.1636	5	4	4	1	0.25	0.7222	0.7302	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	0	0
ZIK1	ZNF132	DN_NC_073244.2_69685721_4	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.2431	4	3	3	1	0.3333	0.7222	0.7222	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	0	0
ZIK1	ZNF134	DN_NC_073244.2_69685698_2	DN_NC_073244.2_69715828_2	truthbar	0	0.0	0.2202	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
ZIK1	ZNF154	DN_NC_073244.2_69685698_2	DN_NC_073244.2_69799604_5	truthbar	0	0.0	0.2986	2	5	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
ZIK1	ZNF256	DN_NC_073244.2_69685698_2	DN_NC_073244.2_70043245_2	truthbar	0	0.0	0.3315	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	0	0	0	0
ZIK1	ZNF304	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69685713_2	truthbar	0	0.0	0.1873	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZIK1	ZNF416	DN_NC_073244.2_69672458_4	DN_NC_073244.2_69685698_2	truthbar	0	0.0	0.139	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
ZIK1	ZNF418	DN_NC_073244.2_69685698_2	DN_NC_073244.2_70024584_5	truthbar	0	0.0	0.2017	2	5	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZIK1	ZNF548	DN_NC_073244.2_69492904_4	DN_NC_073244.2_69685721_4	truthbar	0	0.0	0.1823	4	4	4	1	0.25	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	4	2	2	1	1	1
ZIK1	ZNF586	DN_NC_073244.2_69685698_2	DN_NC_073244.2_69873255_2	truthbar	0	0.0	0.1416	2	3	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
ZIK1	ZNF671	DN_NC_073244.2_69685698_2	DN_NC_073244.2_69821764_4	truthbar	0	0.0	0.2443	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
ZIK1	ZNF792	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69685721_4	truthbar	0	0.0	0.1837	4	4	4	1	0.25	0.8492	0.8492	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
ZKSCAN2	ZSCAN29	DN_NC_073240.2_44172340_2	DN_NC_073242.2_24889827_7	truthbar	0	0.0	0.1776	2	7	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZKSCAN3	ZNF394	DN_NC_073229.2_45985816_6	DN_NC_073230.2_89330255_2	truthbar	0	0.0	0.1319	6	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	1	1	0	0	0
ZKSCAN3	ZSCAN21	DN_NC_073229.2_45985816_6	DN_NC_073230.2_88700652_4	truthbar	0	0.0	0.1803	6	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	1	0	0	0
ZKSCAN3	ZSCAN31	DN_NC_073229.2_45959984_4	DN_NC_073229.2_45985816_6	truthbar	0	0.0	0.1488	4	6	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	1	0	0	0	0
ZKSCAN4	ZNF394	DN_NC_073229.2_45875453_5	DN_NC_073230.2_89330255_2	truthbar	0	0.0	0.1411	5	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	1	0	0	0	0
ZKSCAN4	ZSCAN21	DN_NC_073229.2_45875453_5	DN_NC_073230.2_88700652_4	truthbar	0	0.0	0.1583	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
ZKSCAN4	ZSCAN31	DN_NC_073229.2_45875453_5	DN_NC_073229.2_45959984_4	truthbar	0	0.0	0.1617	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
ZKSCAN5	ZSCAN21	DN_NC_073230.2_88700652_4	DN_NC_073230.2_89296262_6	truthbar	0	0.0	0.1431	4	6	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZKSCAN7	ZNF165	DN_NC_073229.2_45706582_4	DN_NC_086017.1_54457640_6	truthbar	0	0.0	0.2263	4	6	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
ZKSCAN7	ZNF197	DN_NC_086017.1_54457640_6	DN_NC_086017.1_54527845_6	truthbar	0	0.0	0.2943	6	6	6	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	3	1	0	0	0
ZNF10	ZNF180	DN_NC_073234.2_148630977_5	DN_NC_073244.2_55989141_5	truthbar	0	0.0	0.185	5	5	5	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	1	1	0	0	0
ZNF10	ZNF334	DN_NC_073234.2_148630977_5	DN_NC_073245.2_58728682_5	truthbar	0	0.0	0.1962	5	5	5	1	0.2	0.7302	0.7302	1	1	1	1	1	0.70-0.80	0	0	0	4	3	2	1	0	0
ZNF10	ZNF33B	DN_NC_073232.2_72820474_5	DN_NC_073234.2_148630977_5	truthbar	0	0.0	0.1707	5	5	5	1	0.2	0.7222	0.7222	1	1	1	1	1	0.70-0.80	0	0	0	3	3	2	1	0	0
ZNF10	ZNF567	DN_NC_073234.2_148630977_5	DN_NC_073244.2_47878793_6	truthbar	0	0.0	0.2908	5	6	5	1	0.2	0.7143	0.7143	1	1	1	1	1	0.70-0.80	0	0	0	4	2	1	1	0	0
ZNF10	ZNF568	DN_NC_073234.2_148630977_5	DN_NC_073244.2_48093173_7	truthbar	0	0.0	0.2036	5	7	5	1	0.2	0.7143	0.7143	1	1	1	1	1	0.70-0.80	0	0	0	5	2	2	1	0	0
ZNF10	ZNF883	DN_NC_073234.2_148630977_5	DN_NC_073237.2_109230975_4	truthbar	0	0.0	0.1553	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
ZNF112	ZNF155	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.1581	5	4	4	1	0.25	0.9127	0.9127	1	1	1	1	1	0.90-0.95	0	0	0	4	2	2	1	1	1
ZNF112	ZNF221	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.2698	5	4	4	1	0.25	0.9286	0.9286	1	1	1	1	1	0.90-0.95	0	0	0	2	2	2	1	1	1
ZNF112	ZNF224	DN_NC_073244.2_55607411_6	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.1644	6	4	4	1	0.25	0.8889	0.8889	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
ZNF112	ZNF225	DN_NC_073244.2_55626504_5	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.1457	5	4	4	1	0.25	0.8968	0.8968	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
ZNF112	ZNF229	DN_NC_073244.2_55835875_4	DN_NC_073244.2_55940471_6	truthbar	0	0.0	0.1541	4	6	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
ZNF112	ZNF233	DN_NC_073244.2_55771764_5	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.1836	5	4	4	2	0.5	0.8299	0.8889	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	1
ZNF112	ZNF234	DN_NC_073244.2_55654796_6	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.2298	6	4	4	1	0.25	0.9048	0.9048	1	1	1	1	1	0.90-0.95	0	0	0	4	2	1	1	1	1
ZNF112	ZNF235	DN_NC_073244.2_55797441_5	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.1809	5	4	4	2	0.5	0.8419	0.9048	2	2	0	0	1	0.80-0.90	0	0	0	4	4	3	2	2	1
ZNF112	ZNF284	DN_NC_073244.2_55585242_5	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.1924	5	4	4	1	0.25	0.8651	0.8651	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
ZNF112	ZNF45	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55835875_4	truthbar	0	0.0	0.1767	9	4	4	1	0.25	0.873	0.873	1	1	1	1	1	0.80-0.90	0	0	0	4	4	2	1	1	1
ZNF121	ZNF502	DN_NC_073244.2_15605841_4	DN_NC_086017.1_54612772_3	truthbar	0	0.0	0.1586	4	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
ZNF124	ZNF14	DN_NC_073224.2_8261601_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.184	4	4	4	2	0.5	0.771	0.8333	2	2	0	0	1	0.70-0.80	0	0	0	3	3	2	2	1	1
ZNF124	ZNF426	DN_NC_073224.2_8261601_4	DN_NC_073244.2_15569240_8	truthbar	0	0.0	0.1781	4	8	4	1	0.25	0.7619	0.7619	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	1	0
ZNF124	ZNF433	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18047026_4	truthbar	0	0.0	0.2251	4	4	4	2	0.5	0.7944	0.8889	2	2	0	0	1	0.70-0.80	0	0	0	4	3	3	2	1	1
ZNF124	ZNF490	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18614963_5	truthbar	0	0.0	0.1358	4	5	4	2	0.5	0.775	0.8333	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
ZNF124	ZNF563	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18356684_4	truthbar	0	0.0	0.1745	4	4	4	2	0.5	0.8044	0.8254	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	1
ZNF124	ZNF564	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18564507_4	truthbar	0	0.0	0.134	4	4	4	2	0.5	0.8163	0.8492	2	2	0	0	1	0.80-0.90	0	0	0	3	3	2	2	2	1
ZNF124	ZNF627	DN_NC_073224.2_8261601_4	DN_NC_073244.2_17635782_4	truthbar	0	0.0	0.1674	4	4	4	2	0.5	0.8317	0.8968	2	2	0	0	1	0.80-0.90	0	0	0	3	3	3	2	2	1
ZNF124	ZNF669	DN_NC_073224.2_8261601_4	DN_NC_073224.2_8329397_4	truthbar	0	0.0	0.2198	4	4	4	2	0.5	0.8032	0.873	2	2	0	0	1	0.80-0.90	0	0	0	4	3	3	2	1	1
ZNF124	ZNF670	DN_NC_073224.2_8261601_4	DN_NC_073224.2_8356715_4	truthbar	0	0.0	0.2085	4	4	4	2	0.5	0.7956	0.8413	2	2	0	0	1	0.70-0.80	0	0	0	3	3	2	2	2	1
ZNF124	ZNF791	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18649721_4	truthbar	0	0.0	0.2233	4	4	4	2	0.5	0.7913	0.8492	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
ZNF124	ZNF823	DN_NC_073224.2_8261601_4	DN_NC_073244.2_17751582_4	truthbar	0	0.0	0.2079	4	4	4	2	0.5	0.7921	0.8254	2	2	0	0	1	0.70-0.80	0	0	0	4	3	3	2	2	1
ZNF132	ZNF134	DN_NC_073244.2_69715659_3	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.1938	3	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
ZNF132	ZNF154	DN_NC_073244.2_69799604_5	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.1768	5	3	3	1	0.3333	0.746	0.746	1	1	1	1	1	0.70-0.80	0	0	0	3	2	1	1	0	0
ZNF132	ZNF256	DN_NC_073244.2_70043245_2	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.4664	2	3	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
ZNF132	ZNF416	DN_NC_073244.2_69672458_4	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.2268	4	3	3	1	0.3333	0.7619	0.7619	1	1	1	1	1	0.70-0.80	0	0	0	3	2	1	1	1	0
ZNF132	ZNF418	DN_NC_073244.2_70024584_5	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.1446	5	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	2	1	0	0	0
ZNF132	ZNF548	DN_NC_073244.2_69492904_4	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.2346	4	3	3	1	0.3333	0.7302	0.7302	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	0	0
ZNF132	ZNF551	DN_NC_073244.2_69783488_3	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.1923	3	3	3	1	0.3333	0.7967	0.7967	1	1	1	1	1	0.70-0.80	0	0	0	3	2	1	1	1	0
ZNF132	ZNF671	DN_NC_073244.2_69821764_4	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.1854	4	3	3	1	0.3333	0.7381	0.7381	1	1	1	1	1	0.70-0.80	0	0	0	3	2	1	1	0	0
ZNF132	ZNF776	DN_NC_073244.2_69848672_3	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.144	3	3	3	1	0.3333	0.7222	0.7222	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	0	0
ZNF132	ZNF792	DN_NC_073244.2_46013405_4	DN_NC_073244.2_70525717_3	truthbar	0	0.0	0.2355	4	3	3	1	0.3333	0.7619	0.7619	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	1	0
ZNF133	ZNF169	DN_NC_073237.2_90719098_5	DN_NC_073245.2_28291357_5	truthbar	0	0.0	0.2094	5	5	5	2	0.4	0.8009	0.8333	2	2	0	0	1	0.80-0.90	0	0	0	2	2	2	2	2	1
ZNF133	ZNF337	DN_NC_073245.2_28291357_5	DN_NC_073245.2_35678256_5	truthbar	0	0.0	0.1961	5	5	5	2	0.4	0.7759	0.8333	2	2	0	0	1	0.70-0.80	0	0	0	3	3	2	2	1	1
ZNF133	ZNF343	DN_NC_073245.2_12403861_6	DN_NC_073245.2_28291357_5	truthbar	0	0.0	0.3557	6	5	5	1	0.2	0.7302	0.7302	1	1	1	1	1	0.70-0.80	0	0	0	3	2	2	1	0	0
ZNF133	ZNF875	DN_NC_073244.2_48583045_5	DN_NC_073245.2_28291357_5	truthbar	0	0.0	0.4062	6	5	5	2	0.4	0.8351	0.8492	2	2	0	0	1	0.80-0.90	0	0	0	3	3	3	2	2	2
ZNF134	ZNF154	DN_NC_073244.2_69715659_3	DN_NC_073244.2_69799604_5	truthbar	0	0.0	0.2402	3	5	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZNF134	ZNF256	DN_NC_073244.2_69715828_2	DN_NC_073244.2_70043245_2	truthbar	0	0.0	0.2989	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	0	0	0	0
ZNF134	ZNF304	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69715659_3	truthbar	0	0.0	0.1593	2	3	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZNF134	ZNF416	DN_NC_073244.2_69672458_4	DN_NC_073244.2_69715659_3	truthbar	0	0.0	0.1411	4	3	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
ZNF134	ZNF547	DN_NC_073244.2_69466443_4	DN_NC_073244.2_69715828_2	truthbar	0	0.0	0.143	4	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZNF134	ZNF671	DN_NC_073244.2_69715828_2	DN_NC_073244.2_69821764_4	truthbar	0	0.0	0.1493	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
ZNF135	ZNF16	DN_NC_073231.2_150777699_3	DN_NC_073244.2_70159242_5	truthbar	0	0.0	0.3968	3	5	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZNF135	ZNF250	DN_NC_073231.2_150726059_5	DN_NC_073244.2_70159242_5	truthbar	0	0.0	0.2633	5	5	5	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	3	1	0	0	0
ZNF135	ZNF34	DN_NC_073231.2_150618111_5	DN_NC_073244.2_70159242_5	truthbar	0	0.0	0.3641	5	5	5	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	1	1	0	0	0
ZNF135	ZNF544	DN_NC_073244.2_70159242_5	DN_NC_073244.2_70323040_7	truthbar	0	0.0	0.1963	5	7	5	1	0.2	0.7143	0.7222	1	1	1	1	1	0.70-0.80	0	0	0	4	2	1	1	0	0
ZNF135	ZNF70	DN_NC_073244.2_70159242_5	DN_NC_086018.1_21231592_2	truthbar	0	0.0	0.1868	5	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
ZNF135	ZNF79	DN_NC_073237.2_123801018_5	DN_NC_073244.2_70159242_5	truthbar	0	0.0	0.1525	5	5	5	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	1	0	0	0	0
ZNF136	ZNF433	DN_NC_073244.2_18047026_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.25	4	4	4	2	0.5	0.7992	0.8651	2	2	0	0	1	0.70-0.80	0	0	0	4	3	3	2	1	1
ZNF136	ZNF440	DN_NC_073244.2_17846610_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.2755	4	4	4	2	0.5	0.7996	0.8492	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	1
ZNF136	ZNF441	DN_NC_073244.2_17797611_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.1841	4	4	4	1	0.25	0.8333	0.8333	1	1	1	1	1	0.80-0.90	0	0	0	4	4	2	1	1	1
ZNF136	ZNF443	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18470484_4	truthbar	0	0.0	0.2404	4	4	4	2	0.5	0.8083	0.8333	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	2
ZNF136	ZNF563	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18356684_4	truthbar	0	0.0	0.2781	4	4	4	2	0.5	0.7833	0.8333	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	1
ZNF136	ZNF564	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18564507_4	truthbar	0	0.0	0.3634	4	4	4	2	0.5	0.8075	0.8651	2	2	0	0	1	0.80-0.90	0	0	0	4	4	3	2	2	1
ZNF136	ZNF57	DN_NC_073244.2_18201516_4	DN_NC_073244.2_8680135_4	truthbar	0	0.0	0.1601	4	4	4	1	0.25	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	3	1	1	1	1	1
ZNF136	ZNF627	DN_NC_073244.2_17635782_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.1576	4	4	4	2	0.5	0.8317	0.8968	2	2	0	0	1	0.80-0.90	0	0	0	4	4	3	2	2	1
ZNF136	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.1739	4	4	4	2	0.5	0.8282	0.873	2	2	0	0	1	0.80-0.90	0	0	0	3	2	2	2	2	1
ZNF136	ZNF670	DN_NC_073224.2_8356715_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.1514	4	4	4	2	0.5	0.7921	0.8175	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	2	1
ZNF136	ZNF77	DN_NC_073244.2_18201516_4	DN_NC_073244.2_8711681_4	truthbar	0	0.0	0.1489	4	4	4	1	0.25	0.7937	0.7937	1	1	1	1	1	0.70-0.80	0	0	0	3	2	1	1	1	0
ZNF136	ZNF791	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18649721_4	truthbar	0	0.0	0.278	4	4	4	2	0.5	0.8202	0.8571	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	1
ZNF136	ZNF799	DN_NC_073244.2_18201516_4	DN_NC_073244.2_18426035_4	truthbar	0	0.0	0.2854	4	4	4	2	0.5	0.8083	0.8333	2	2	0	0	1	0.80-0.90	0	0	0	4	4	2	2	2	2
ZNF136	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.4998	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	1	0	0	0
ZNF14	ZNF426	DN_NC_073244.2_15569240_8	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.1382	8	4	4	1	0.25	0.7619	0.7619	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	1	0
ZNF14	ZNF433	DN_NC_073244.2_18047026_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.3534	4	4	4	1	0.25	0.8413	0.8413	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
ZNF14	ZNF440	DN_NC_073244.2_17846610_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.2514	4	4	4	2	0.5	0.7599	0.7698	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	0
ZNF14	ZNF441	DN_NC_073244.2_17797611_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.187	4	4	4	1	0.25	0.8095	0.8095	1	1	1	1	1	0.80-0.90	0	0	0	4	2	1	1	1	1
ZNF14	ZNF443	DN_NC_073244.2_18470484_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.1538	4	4	4	2	0.5	0.7798	0.8095	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	1
ZNF14	ZNF563	DN_NC_073244.2_18356684_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.2115	4	4	4	2	0.5	0.7552	0.7937	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	0
ZNF14	ZNF564	DN_NC_073244.2_18564507_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.14	4	4	4	2	0.5	0.8246	0.8492	2	2	0	0	1	0.80-0.90	0	0	0	4	4	2	2	2	2
ZNF14	ZNF57	DN_NC_073244.2_26156853_4	DN_NC_073244.2_8680135_4	truthbar	0	0.0	0.2651	4	4	4	1	0.25	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
ZNF14	ZNF627	DN_NC_073244.2_17635782_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.1632	4	4	4	2	0.5	0.779	0.8492	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	1	1
ZNF14	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.2485	4	4	4	2	0.5	0.7548	0.8175	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
ZNF14	ZNF77	DN_NC_073244.2_26156853_4	DN_NC_073244.2_8711681_4	truthbar	0	0.0	0.1819	4	4	4	1	0.25	0.7698	0.7698	1	1	1	1	1	0.70-0.80	0	0	0	2	1	1	1	1	0
ZNF14	ZNF791	DN_NC_073244.2_18649721_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.2009	4	4	4	2	0.5	0.7798	0.8175	2	2	0	0	1	0.70-0.80	0	0	0	4	4	2	2	2	1
ZNF14	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.2018	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	1	0	0	0	0
ZNF140	ZNF33B	DN_NC_073232.2_72820474_5	DN_NC_073234.2_148580749_5	truthbar	0	0.0	0.1593	5	5	5	1	0.2	0.7222	0.7222	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	0	0
ZNF140	ZNF527	DN_NC_073234.2_148580749_5	DN_NC_073244.2_48620420_5	truthbar	0	0.0	0.19	5	5	5	2	0.4	0.7428	0.7698	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	1	0
ZNF140	ZNF568	DN_NC_073234.2_148580749_5	DN_NC_073244.2_48093173_7	truthbar	0	0.0	0.1683	5	7	5	1	0.2	0.7222	0.7222	1	1	1	1	1	0.70-0.80	0	0	0	5	2	1	1	0	0
ZNF140	ZNF717	DN_NC_073234.2_148580749_5	DN_NC_086017.1_85766278_5	truthbar	0	0.0	0.187	5	5	5	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
