a	b	core_recip
DN_NC_073228.2_182864372_4	DN_NC_073228.2_83600319_6	0.1612
DN_NC_073244.2_64400145_5	DN_NC_073244.2_68643423_8	0.1847
DN_NC_073244.2_48384768_7	DN_NC_073244.2_65102393_4	0.4043
DN_NC_073224.2_8422960_4	DN_NC_073244.2_30090650_6	0.2171
DN_NC_073244.2_47997304_5	DN_NC_073244.2_55585242_5	0.1806
DN_NC_073237.2_79911856_2	DN_NC_073237.2_79911901_2	0.8133
DN_NC_073247.2_115415559_2	DN_NC_073247.2_115416041_2	0.9204
DN_NC_073243.2_20232546_4	DN_NC_073244.2_48030384_3	0.2722
DN_NC_073240.2_72171557_2	DN_NC_073240.2_72171618_2	0.891
DN_NC_073244.2_47250467_5	DN_NC_073244.2_68643423_8	0.1879
DN_NC_073227.2_8705656_4	DN_NC_073242.2_66613619_4	0.1884
DN_NC_073228.2_83600319_6	DN_NC_073244.2_65046428_4	0.2404
DN_NC_073234.2_49097599_9	DN_NC_086017.1_171687484_2	0.1967
DN_NC_073244.2_18649721_4	DN_NC_073244.2_27956158_4	0.1417
DN_NC_073230.2_74637722_4	DN_NC_073244.2_27131194_2	0.3503
DN_NC_073224.2_194242428_3	DN_NC_073224.2_194242431_2	0.9187
DN_NC_073244.2_49072464_4	DN_NC_073247.2_56899135_7	0.2175
DN_NC_073244.2_65102393_4	DN_NC_073244.2_69422908_4	0.4167
DN_NC_073228.2_184836165_2	DN_NC_073247.2_57761829_5	0.1539
DN_NC_073244.2_47878793_6	DN_NC_073244.2_49072464_4	0.2084
DN_NC_073246.2_2410732_2	DN_NC_086018.1_1957958_2	0.908
DN_NC_073241.2_85926559_8	DN_NC_073244.2_46809556_3	0.1445
DN_NC_073244.2_49072464_4	DN_NC_073244.2_55989141_5	0.324
DN_NC_073244.2_28333451_4	DN_NC_073244.2_28711447_2	0.3692
DN_NC_073229.2_145623336_2	DN_NC_073229.2_145625176_2	0.9183
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17751582_4	0.2079
DN_NC_073242.2_100900995_5	DN_NC_073244.2_55618657_2	0.1762
DN_NC_073242.2_20304889_2	DN_NC_073244.2_28133142_2	0.1387
DN_NC_073224.2_130406472_2	DN_NC_073241.2_80636266_2	0.2493
DN_NC_073229.2_44967262_5	DN_NC_073244.2_47642985_5	0.1963
DN_NC_073244.2_63882905_5	DN_NC_073247.2_56899135_7	0.2306
DN_NC_073244.2_64034715_7	DN_NC_073244.2_65046428_2	0.3058
DN_NC_073247.2_164381237_2	DN_NC_073247.2_164405406_2	0.7036
DN_NC_073241.2_36126183_3	DN_NC_073244.2_27051998_4	0.2101
DN_NC_073242.2_99543624_18	DN_NC_073242.2_99582133_7	0.2525
DN_NC_073242.2_66613619_4	DN_NC_073244.2_29680825_2	0.1573
DN_NC_073243.2_20204464_2	DN_NC_073244.2_48030811_4	0.3342
DN_NC_073244.2_64759228_5	DN_NC_073244.2_65326089_4	0.1575
DN_NC_073229.2_45067329_6	DN_NC_073246.2_15789285_3	0.1669
DN_NC_073244.2_26901109_4	DN_NC_086017.1_41849524_2	0.2049
DN_NC_073231.2_150568091_5	DN_NC_073244.2_65046428_4	0.2776
DN_NC_073237.2_85425339_2	DN_NC_073237.2_85425407_3	0.9283
DN_NC_073244.2_48030384_3	DN_NC_086017.1_54612772_3	0.1868
DN_NC_073228.2_154747841_5	DN_NC_073244.2_29970261_4	0.2634
DN_NC_073244.2_69572632_2	DN_NC_073244.2_69799604_5	0.1701
DN_NC_073224.2_115073393_19	DN_NC_073224.2_129429039_7	0.3423
DN_NC_073244.2_63895938_6	DN_NC_073247.2_56899135_7	0.1477
DN_NC_073244.2_70009554_3	DN_NC_073244.2_70042341_3	0.1791
DN_NC_073244.2_48919547_6	DN_NC_073244.2_49246931_6	0.1821
DN_NC_073247.2_84517974_3	DN_NC_073247.2_84678651_3	0.6974
DN_NC_073230.2_74299233_4	DN_NC_073244.2_27285351_4	0.2776
DN_NC_073247.2_59725264_5	DN_NC_073247.2_59782481_5	1.0
DN_NC_073224.2_150050707_2	DN_NC_073224.2_150050734_2	0.9897
DN_NC_073244.2_11377962_21	DN_NC_073244.2_11413820_21	0.173
DN_NC_073244.2_68293337_5	DN_NC_073244.2_68333010_5	1.0
DN_NC_073227.2_8705656_4	DN_NC_073230.2_74637814_2	0.3395
DN_NC_073244.2_69685698_2	DN_NC_073244.2_69799604_5	0.2986
DN_NC_073231.2_99772823_2	DN_NC_073231.2_99772864_3	0.944
DN_NC_073244.2_49072464_4	DN_NC_073244.2_64908457_4	0.3952
DN_NC_073243.2_18392433_3	DN_NC_073243.2_18392434_2	0.9353
DN_NC_073229.2_46656086_7	DN_NC_073244.2_65102393_4	0.1436
DN_NC_073227.2_26000468_4	DN_NC_073227.2_49278079_9	0.1538
DN_NC_073234.2_121621201_3	DN_NC_073236.2_31151610_2	0.1688
DN_NC_073244.2_45737704_5	DN_NC_073244.2_45985550_6	0.2368
DN_NC_073244.2_27504818_5	DN_NC_073244.2_28711447_2	0.3603
DN_NC_073234.2_45136934_7	DN_NC_073246.2_34687085_2	0.147
DN_NC_073224.2_130985723_3	DN_NC_073224.2_130986136_2	0.8033
DN_NC_073244.2_26470366_4	DN_NC_073244.2_27504818_5	0.4147
DN_NC_073244.2_59841578_3	DN_NC_073244.2_59841812_2	0.937
DN_NC_073247.2_164381222_3	DN_NC_073247.2_164407411_3	0.6699
DN_NC_073244.2_15357025_8	DN_NC_073244.2_55654796_6	0.1316
DN_NC_073228.2_154747841_5	DN_NC_073244.2_45985550_6	0.2084
DN_NC_073234.2_148420424_5	DN_NC_073244.2_51749194_6	0.1776
DN_NC_073233.2_14005356_9	DN_NC_073239.2_70164897_2	0.1712
DN_NC_073242.2_100900995_5	DN_NC_073244.2_55678004_6	0.1434
DN_NC_073233.2_54778450_7	DN_NC_073233.2_54817717_7	0.4791
DN_NC_073244.2_15324693_6	DN_NC_073244.2_17960497_4	0.1409
DN_NC_073227.2_59134185_2	DN_NC_073242.2_7013229_2	0.1694
DN_NC_073237.2_106488614_5	DN_NC_073243.2_19688237_2	0.252
DN_NC_073229.2_49412455_2	DN_NC_073229.2_49424718_2	0.6732
DN_NC_073229.2_46022147_4	DN_NC_073244.2_65102393_4	0.1895
DN_NC_073235.2_106111443_2	DN_NC_073236.2_92822528_4	0.1355
DN_NC_073244.2_64543447_4	DN_NC_073244.2_64797239_5	0.1737
DN_NC_073227.2_144461700_2	DN_NC_073234.2_121621201_3	0.1771
DN_NC_073244.2_51749194_6	DN_NC_073244.2_65293743_4	0.1398
DN_NC_073244.2_26901109_4	DN_NC_073244.2_64081943_4	0.1754
DN_NC_073244.2_64125568_5	DN_NC_073244.2_64908457_4	0.3019
DN_NC_073238.2_35667659_13	DN_NC_073238.2_35667666_2	0.7615
DN_NC_073247.2_62249491_13	DN_NC_073247.2_62361057_13	0.9344
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55797441_5	0.2317
DN_NC_073244.2_47642985_5	DN_NC_073244.2_55341363_7	0.2396
DN_NC_073227.2_9009655_3	DN_NC_073244.2_27869273_3	0.224
DN_NC_073231.2_149487100_2	DN_NC_073231.2_150568091_5	0.1635
DN_NC_073232.2_71881610_2	DN_NC_073232.2_71892021_2	0.9194
DN_NC_073242.2_6758889_7	DN_NC_086018.1_17871480_5	0.159
DN_NC_073230.2_112158616_4	DN_NC_073230.2_86050165_15	0.1355
DN_NC_073244.2_18385030_4	DN_NC_073244.2_64400145_5	0.1356
DN_NC_073230.2_28044538_2	DN_NC_073243.2_97368870_3	0.2301
DN_NC_073224.2_130224824_25	DN_NC_073224.2_218361248_19	0.1952
DN_NC_073228.2_83600319_6	DN_NC_086017.1_54612772_3	0.1871
DN_NC_073244.2_64125568_5	DN_NC_073244.2_64500861_5	0.3525
DN_NC_073228.2_179980536_5	DN_NC_073241.2_105951612_2	0.2856
DN_NC_073244.2_69821764_4	DN_NC_086017.1_50382141_5	0.1555
DN_NC_073224.2_130406472_4	DN_NC_073243.2_21894066_7	0.1601
DN_NC_073230.2_73776646_4	DN_NC_073244.2_27566430_5	0.3236
DN_NC_073242.2_103773356_15	DN_NC_073242.2_99543624_18	0.4692
DN_NC_073244.2_48384768_7	DN_NC_073244.2_65046428_4	0.3109
DN_NC_073224.2_8261601_4	DN_NC_073244.2_12909180_8	0.1608
DN_NC_073244.2_47586219_5	DN_NC_073244.2_49072464_4	0.2649
DN_NC_073244.2_26314241_4	DN_NC_073244.2_27504818_5	0.3258
DN_NC_073241.2_64520240_3	DN_NC_073244.2_47878793_6	0.3209
DN_NC_073229.2_46022147_4	DN_NC_073230.2_89330255_2	0.131
DN_NC_073247.2_59696701_5	DN_NC_073247.2_59706220_5	0.9994
DN_NC_073228.2_182909765_5	DN_NC_073244.2_68491976_5	0.218
DN_NC_073236.2_33699714_3	DN_NC_073236.2_35163364_4	0.1925
DN_NC_073238.2_24693721_8	DN_NC_073239.2_44147073_8	0.1473
DN_NC_073234.2_148537990_5	DN_NC_073244.2_47878793_6	0.3338
DN_NC_073236.2_38854516_5	DN_NC_073236.2_38858247_18	0.7206
DN_NC_073231.2_150568091_5	DN_NC_086017.1_54612772_3	0.2914
DN_NC_073244.2_29557605_4	DN_NC_073244.2_30438386_2	0.4919
DN_NC_073228.2_179980536_5	DN_NC_073232.2_89716083_2	0.2806
DN_NC_073228.2_184836165_2	DN_NC_086017.1_54527845_6	0.2241
DN_NC_073224.2_19135994_8	DN_NC_073224.2_19344252_8	1.0
DN_NC_073244.2_29046961_4	DN_NC_073244.2_64306022_6	0.2489
DN_NC_073244.2_47706460_3	DN_NC_073244.2_48620420_5	0.1315
DN_NC_073236.2_115828789_3	DN_NC_073244.2_17922158_4	0.1379
DN_NC_073231.2_27903500_2	DN_NC_073231.2_27903504_2	0.8976
DN_NC_073231.2_150618111_5	DN_NC_073244.2_51749194_6	0.1474
DN_NC_086017.1_140746758_18	DN_NC_086017.1_140746758_2	0.5771
DN_NC_073244.2_48352926_4	DN_NC_073244.2_64004232_5	0.1566
DN_NC_073247.2_34649963_8	DN_NC_073248.2_9517725_8	0.342
DN_NC_073244.2_47642985_5	DN_NC_073244.2_49246931_6	0.285
DN_NC_073243.2_20204464_2	DN_NC_073244.2_64759228_5	0.1516
DN_NC_073247.2_11741565_2	DN_NC_073248.2_9064540_2	1.0
DN_NC_073224.2_208886621_22	DN_NC_073236.2_119568063_21	0.4192
DN_NC_073230.2_74637814_2	DN_NC_073244.2_29297022_4	0.1637
DN_NC_073237.2_109279481_4	DN_NC_073244.2_69454247_3	0.1538
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55618657_2	0.2269
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29557605_4	0.2975
DN_NC_073244.2_69454318_2	DN_NC_073244.2_70042341_3	0.1468
DN_NC_073224.2_130486250_9	DN_NC_073230.2_108545376_8	0.3161
DN_NC_073236.2_30490104_2	DN_NC_073238.2_33197456_2	0.2537
DN_NC_073244.2_27626411_5	DN_NC_073244.2_27956158_2	0.6213
DN_NC_073244.2_27131194_2	DN_NC_073244.2_64500861_5	0.2615
DN_NC_073228.2_144930638_2	DN_NC_073228.2_145079893_2	0.6808
DN_NC_073227.2_9009888_2	DN_NC_073230.2_74299233_4	0.3087
DN_NC_073228.2_179980536_5	DN_NC_073240.2_71289923_2	0.2656
DN_NC_073237.2_55707740_3	DN_NC_073237.2_55707947_2	0.878
DN_NC_073244.2_69848672_3	DN_NC_073244.2_69923243_2	0.1431
DN_NC_073239.2_81408289_3	DN_NC_073239.2_81408630_2	0.8817
DN_NC_073234.2_148420424_5	DN_NC_073244.2_48919547_6	0.2784
DN_NC_073234.2_148630977_5	DN_NC_073244.2_49072464_4	0.1379
DN_NC_073227.2_8907801_4	DN_NC_073244.2_27869273_3	0.2039
DN_NC_073234.2_53272916_54	DN_NC_073235.2_91471014_54	0.3487
DN_NC_073244.2_69975553_3	DN_NC_073244.2_70042341_3	0.2524
DN_NC_073244.2_64797239_5	DN_NC_073247.2_56899135_7	0.1436
DN_NC_073231.2_11581641_7	DN_NC_073242.2_8737492_8	0.3648
DN_NC_073227.2_9009888_2	DN_NC_073244.2_48093173_7	0.1565
DN_NC_073244.2_70544393_4	DN_NC_073244.2_70558480_2	0.2185
DN_NC_073228.2_49477319_5	DN_NC_073228.2_61034643_7	0.1635
DN_NC_073244.2_27765726_4	DN_NC_073244.2_27869273_3	0.283
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18614963_5	0.1674
DN_NC_073234.2_52202911_4	DN_NC_073240.2_22595737_5	0.7504
DN_NC_073244.2_64034715_7	DN_NC_073244.2_68513423_5	0.1895
DN_NC_073244.2_69454247_3	DN_NC_073244.2_70224599_4	0.1572
DN_NC_073244.2_26240035_4	DN_NC_073244.2_26901109_4	0.3232
DN_NC_073244.2_18045307_2	DN_NC_073244.2_18385030_4	0.2645
DN_NC_073229.2_45067329_6	DN_NC_073244.2_69294668_4	0.197
DN_NC_073227.2_8633418_2	DN_NC_073244.2_27956158_4	0.5136
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55678004_6	0.2519
DN_NC_073224.2_199494304_6	DN_NC_073244.2_48030811_4	0.1775
DN_NC_073227.2_208386894_3	DN_NC_073234.2_121621201_3	0.1796
DN_NC_073235.2_71373985_7	DN_NC_073239.2_36370724_4	0.1603
DN_NC_073227.2_8633416_4	DN_NC_073244.2_27051998_4	0.3249
DN_NC_073244.2_27566430_5	DN_NC_073244.2_28711447_2	0.2072
DN_NC_073244.2_64265252_5	DN_NC_073244.2_64500861_5	0.2016
DN_NC_073232.2_14351656_4	DN_NC_073235.2_32697745_5	0.738
DN_NC_073244.2_12909180_8	DN_NC_073244.2_69343714_4	0.1546
DN_NC_073244.2_26901109_4	DN_NC_073244.2_64618758_7	0.316
DN_NC_073244.2_47798559_5	DN_NC_073247.2_56899135_7	0.1973
DN_NC_073243.2_106676345_7	DN_NC_073243.2_106676359_2	0.2081
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49176797_4	0.2185
DN_NC_073244.2_64797239_5	DN_NC_073244.2_64908457_4	0.2464
DN_NC_073236.2_22549336_8	DN_NC_073236.2_23070420_5	0.1553
DN_NC_073228.2_182909765_5	DN_NC_073237.2_30220066_5	0.151
DN_NC_073231.2_40595906_5	DN_NC_073231.2_40597320_2	0.6968
DN_NC_073232.2_72820474_5	DN_NC_073244.2_49176797_4	0.1499
DN_NC_073244.2_63895938_6	DN_NC_073244.2_69514207_2	0.1303
DN_NC_073230.2_14161449_15	DN_NC_073230.2_81087606_7	0.1647
DN_NC_073244.2_28820229_4	DN_NC_073244.2_30067652_4	0.258
DN_NC_073234.2_148537990_5	DN_NC_073244.2_63855100_5	0.1478
DN_NC_073244.2_47831779_6	DN_NC_073244.2_51825388_5	0.2377
DN_NC_073230.2_8501928_2	DN_NC_073230.2_8512725_3	0.9391
DN_NC_073231.2_150568091_5	DN_NC_073231.2_150726059_5	0.1621
DN_NC_073236.2_112799498_6	DN_NC_086017.1_58115065_4	0.1581
DN_NC_073234.2_121621201_3	DN_NC_073235.2_87399372_3	0.1587
DN_NC_073229.2_67950085_3	DN_NC_086017.1_112545872_3	0.3612
DN_NC_073237.2_29418618_13	DN_NC_073237.2_31481917_11	0.5768
DN_NC_073230.2_73776646_4	DN_NC_073244.2_26240035_4	0.395
DN_NC_073238.2_38964005_23	DN_NC_073244.2_53573424_23	0.5263
DN_NC_073224.2_40627195_4	DN_NC_073244.2_49205215_5	0.1489
DN_NC_073235.2_122265108_2	DN_NC_073235.2_122266503_2	0.8166
DN_NC_073230.2_132467242_13	DN_NC_073239.2_70164897_2	0.2477
DN_NC_073236.2_112253211_6	DN_NC_073236.2_112264496_14	0.6197
DN_NC_073231.2_6126395_2	DN_NC_073231.2_6126397_2	0.8865
DN_NC_073243.2_20324218_2	DN_NC_073247.2_58372296_6	0.1431
DN_NC_073229.2_44058305_8	DN_NC_073229.2_44179535_6	0.1411
DN_NC_073229.2_45005781_3	DN_NC_073243.2_20204464_2	0.2011
DN_NC_073230.2_73776646_4	DN_NC_073244.2_27285351_4	0.17
DN_NC_073244.2_47878793_6	DN_NC_073244.2_48384768_7	0.327
DN_NC_073237.2_30220066_5	DN_NC_073244.2_69783488_3	0.1444
DN_NC_073242.2_105636398_4	DN_NC_073244.2_69466443_4	0.152
DN_NC_073244.2_49101177_5	DN_NC_073244.2_64340366_4	0.1607
DN_NC_073241.2_64479147_4	DN_NC_086017.1_54612772_3	0.1993
DN_NC_073244.2_27051998_4	DN_NC_073244.2_28256975_5	0.3973
DN_NC_073244.2_64034715_7	DN_NC_073244.2_65003440_7	0.2389
DN_NC_073230.2_74299233_4	DN_NC_073244.2_30090650_6	0.2066
DN_NC_073244.2_45796040_6	DN_NC_086017.1_54612772_3	0.2971
DN_NC_073244.2_20723155_12	DN_NC_073244.2_70159242_5	0.1546
DN_NC_073230.2_64900495_2	DN_NC_073244.2_26240039_2	0.2671
DN_NC_073242.2_96006568_2	DN_NC_073242.2_96006641_2	0.935
DN_NC_073237.2_23553596_5	DN_NC_073244.2_55989141_5	0.1326
DN_NC_073227.2_125531091_3	DN_NC_073227.2_125531092_2	0.8278
DN_NC_073227.2_120192697_7	DN_NC_073234.2_45319542_4	0.1352
DN_NC_073233.2_67344582_15	DN_NC_086018.1_28714522_15	0.1508
DN_NC_073244.2_69799604_5	DN_NC_073244.2_69848672_3	0.1442
DN_NC_073224.2_8422960_4	DN_NC_073227.2_8705656_4	0.316
DN_NC_073244.2_64426370_6	DN_NC_073244.2_64860608_4	0.1876
DN_NC_073247.2_38333222_3	DN_NC_073247.2_40763707_2	0.3028
DN_NC_073227.2_9010062_2	DN_NC_073244.2_27956158_4	0.3173
DN_NC_073247.2_56848572_6	DN_NC_073247.2_56899135_7	0.1656
DN_NC_073231.2_150671310_5	DN_NC_073244.2_55797441_5	0.1601
DN_NC_073247.2_59715729_5	DN_NC_073247.2_59725264_5	0.9408
DN_NC_073228.2_182864372_4	DN_NC_073244.2_48319142_5	0.2306
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69848672_3	0.1962
DN_NC_073228.2_83513581_6	DN_NC_073247.2_57761829_5	0.1643
DN_NC_073224.2_199494304_6	DN_NC_073236.2_32302189_6	0.1672
DN_NC_073230.2_73977205_4	DN_NC_073246.2_15789285_3	0.2713
DN_NC_073227.2_8155721_4	DN_NC_073242.2_121237165_4	0.5271
DN_NC_073227.2_9009655_3	DN_NC_073244.2_64759228_5	0.1421
DN_NC_073240.2_24965661_3	DN_NC_073240.2_29509629_20	0.2719
DN_NC_073228.2_83513581_6	DN_NC_086017.1_85766278_5	0.2521
DN_NC_073229.2_44967262_5	DN_NC_073229.2_45005781_3	0.1865
DN_NC_073244.2_48030811_4	DN_NC_073244.2_48384768_7	0.2592
DN_NC_073244.2_64231369_4	DN_NC_073244.2_64306022_6	0.2741
DN_NC_073244.2_48620420_5	DN_NC_073244.2_49176797_4	0.1565
DN_NC_073244.2_15324693_6	DN_NC_073244.2_45796040_6	0.175
DN_NC_073247.2_115415031_3	DN_NC_073247.2_115415559_2	0.7271
DN_NC_073244.2_49072464_4	DN_NC_073244.2_64034715_7	0.2467
DN_NC_073247.2_114041704_23	DN_NC_073247.2_114854872_20	0.3718
DN_NC_073237.2_89310571_5	DN_NC_073244.2_48030811_4	0.2243
DN_NC_073224.2_130406472_4	DN_NC_073224.2_13812644_2	0.3524
DN_NC_073224.2_199494304_6	DN_NC_073243.2_20324218_2	0.1865
DN_NC_073230.2_88683937_6	DN_NC_073244.2_69454247_3	0.257
DN_NC_073234.2_17584207_9	DN_NC_073235.2_71373985_7	0.1559
DN_NC_073244.2_48030384_3	DN_NC_073244.2_64585864_4	0.3961
DN_NC_073244.2_47739503_5	DN_NC_073244.2_48242798_5	0.1471
DN_NC_073235.2_137582288_5	DN_NC_073246.2_32689693_4	0.1441
DN_NC_073224.2_95894630_7	DN_NC_073224.2_95939283_8	0.6366
DN_NC_073244.2_26240035_4	DN_NC_073244.2_29046961_4	0.4147
DN_NC_073229.2_45067329_6	DN_NC_073244.2_64724127_4	0.1911
DN_NC_073242.2_37386128_4	DN_NC_073242.2_66613619_4	0.175
DN_NC_086018.1_2012052_3	DN_NC_086018.1_6525382_3	0.7701
DN_NC_073244.2_48384768_7	DN_NC_073244.2_49176797_4	0.2005
DN_NC_073244.2_27956158_4	DN_NC_073244.2_29970261_4	0.6122
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26901109_4	0.3114
DN_NC_073244.2_29297022_4	DN_NC_073244.2_30438386_2	0.2445
DN_NC_073244.2_26240039_2	DN_NC_073244.2_28820229_4	0.2622
DN_NC_073238.2_66525851_4	DN_NC_073247.2_141634200_15	0.3705
DN_NC_073233.2_116263271_8	DN_NC_073246.2_48588228_2	0.194
DN_NC_073237.2_80081336_11	DN_NC_073237.2_82042769_5	0.3454
DN_NC_073231.2_150902261_3	DN_NC_086017.1_211655827_5	0.1351
DN_NC_073244.2_27051998_4	DN_NC_073244.2_29557605_4	0.3652
DN_NC_073247.2_113184310_2	DN_NC_073247.2_113184615_2	0.9702
DN_NC_073228.2_182334642_5	DN_NC_073232.2_71834982_5	0.2531
DN_NC_073247.2_38333222_3	DN_NC_073247.2_38356091_2	0.3395
DN_NC_073224.2_115073393_19	DN_NC_073224.2_124254598_20	0.1552
DN_NC_073244.2_26666712_5	DN_NC_073244.2_27869273_3	0.1639
DN_NC_073234.2_148420424_5	DN_NC_073244.2_63934684_6	0.2195
DN_NC_073245.2_47429376_4	DN_NC_086018.1_24877691_3	0.1419
DN_NC_073238.2_8052138_7	DN_NC_073241.2_195924_6	0.6191
DN_NC_073224.2_223156764_8	DN_NC_073224.2_223478295_8	0.6792
DN_NC_073230.2_74637722_4	DN_NC_073244.2_29046961_4	0.3956
DN_NC_073244.2_27869273_3	DN_NC_073244.2_64860608_4	0.1802
DN_NC_073229.2_113642543_16	DN_NC_073229.2_113787300_3	0.6194
DN_NC_073224.2_13850922_2	DN_NC_073247.2_97674612_15	0.2699
DN_NC_073232.2_99433455_13	DN_NC_073247.2_132688708_2	0.7331
DN_NC_073230.2_73508332_4	DN_NC_073244.2_27765726_4	0.1546
DN_NC_073244.2_27408454_4	DN_NC_073246.2_15789320_2	0.2354
DN_NC_073244.2_29557605_4	DN_NC_073244.2_30067652_4	0.4805
DN_NC_073244.2_17876785_4	DN_NC_073244.2_18614963_5	0.2127
DN_NC_073228.2_182334642_5	DN_NC_073241.2_64479147_4	0.2177
DN_NC_073244.2_69783488_3	DN_NC_073244.2_69873255_2	0.1397
DN_NC_073244.2_64231369_4	DN_NC_073246.2_15789320_2	0.1633
DN_NC_073227.2_15519199_14	DN_NC_073227.2_15589297_3	0.3478
DN_NC_073234.2_148682020_7	DN_NC_073244.2_68643423_8	0.1866
DN_NC_073224.2_147572773_13	DN_NC_073229.2_48204411_2	0.1308
DN_NC_073244.2_64500861_5	DN_NC_073244.2_64836827_4	0.2176
DN_NC_073240.2_33547293_2	DN_NC_073240.2_33547627_2	0.9437
DN_NC_073244.2_45985550_6	DN_NC_073244.2_70159242_5	0.2479
DN_NC_073228.2_144523376_13	DN_NC_073228.2_144540580_13	0.5838
DN_NC_073224.2_218361248_19	DN_NC_073224.2_223291569_8	0.4607
DN_NC_073244.2_12909180_8	DN_NC_073244.2_65003440_7	0.1957
DN_NC_073227.2_8705656_4	DN_NC_073227.2_9009888_2	0.1693
DN_NC_073244.2_26901109_4	DN_NC_073244.2_27869273_3	0.1806
DN_NC_073244.2_69492904_4	DN_NC_073244.2_69799604_5	0.3316
DN_NC_073235.2_121946440_4	DN_NC_086018.1_16134008_5	0.7692
DN_NC_073244.2_20723155_12	DN_NC_073244.2_8711681_4	0.221
DN_NC_073244.2_65102393_4	DN_NC_086017.1_54457640_6	0.2884
DN_NC_073244.2_48093173_7	DN_NC_073244.2_49101177_5	0.1588
DN_NC_073244.2_28711447_2	DN_NC_073244.2_48980018_5	0.2429
DN_NC_073236.2_139051093_3	DN_NC_073236.2_139171108_2	0.5412
DN_NC_073229.2_21267403_2	DN_NC_073229.2_21328949_3	0.138
DN_NC_073236.2_139901266_3	DN_NC_073241.2_83874271_3	0.2092
DN_NC_073244.2_29232445_4	DN_NC_073246.2_15789320_2	0.3869
DN_NC_073244.2_27131194_2	DN_NC_073244.2_64034715_7	0.307
DN_NC_073228.2_182334642_5	DN_NC_073244.2_15357025_8	0.1571
DN_NC_073244.2_29680825_4	DN_NC_073244.2_55426973_9	0.1535
DN_NC_073245.2_35678256_5	DN_NC_073245.2_35678363_2	0.9712
DN_NC_073244.2_45985550_6	DN_NC_073244.2_47288294_4	0.2438
DN_NC_073244.2_26240039_2	DN_NC_073244.2_27051998_4	0.167
DN_NC_073233.2_9788172_5	DN_NC_073244.2_27566430_5	0.27
DN_NC_073229.2_52163606_6	DN_NC_073244.2_54257531_4	0.6089
DN_NC_073248.2_19648671_11	DN_NC_073248.2_25704431_6	0.4384
DN_NC_073231.2_150817007_4	DN_NC_073244.2_51749194_6	0.3204
DN_NC_073241.2_64520240_3	DN_NC_073244.2_64081943_4	0.1986
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28256975_5	0.2508
DN_NC_073244.2_27051998_4	DN_NC_073244.2_29232445_4	0.5009
DN_NC_073244.2_27408454_4	DN_NC_073244.2_27504818_5	0.373
DN_NC_073231.2_149487100_2	DN_NC_073244.2_48319142_5	0.1519
DN_NC_073242.2_99181437_12	DN_NC_073242.2_99604879_12	0.7692
DN_NC_073247.2_56899135_7	DN_NC_086017.1_85766278_5	0.1623
DN_NC_073224.2_8329397_4	DN_NC_073244.2_15324693_6	0.1868
DN_NC_073247.2_59725264_5	DN_NC_073247.2_59744368_5	0.9982
DN_NC_073241.2_80636266_2	DN_NC_073247.2_65342412_4	0.2034
DN_NC_073244.2_63934684_6	DN_NC_073244.2_70042341_3	0.1409
DN_NC_073244.2_69454247_3	DN_NC_073244.2_69974453_2	0.1701
DN_NC_073244.2_69454318_2	DN_NC_073244.2_69514207_2	0.3189
DN_NC_073224.2_19344252_8	DN_NC_073224.2_29070818_24	0.6378
DN_NC_073232.2_72820474_5	DN_NC_073234.2_148580749_5	0.1593
DN_NC_073243.2_20324218_2	DN_NC_073244.2_48620420_5	0.1516
DN_NC_073243.2_20204464_2	DN_NC_073244.2_49072464_4	0.2433
DN_NC_073231.2_151170137_9	DN_NC_073235.2_15131698_9	0.262
DN_NC_073228.2_83600319_6	DN_NC_073247.2_57840463_5	0.1769
DN_NC_073227.2_139561252_10	DN_NC_073233.2_55845432_8	0.1402
DN_NC_073244.2_48030811_4	DN_NC_073244.2_64368633_7	0.1399
DN_NC_073238.2_75992194_3	DN_NC_073239.2_71365900_5	0.1543
DN_NC_073228.2_64755384_5	DN_NC_073228.2_64760968_3	0.4655
DN_NC_073228.2_182994030_5	DN_NC_073244.2_15508499_10	0.2159
DN_NC_073244.2_15605841_4	DN_NC_073244.2_15648295_6	0.2126
DN_NC_073244.2_17846610_4	DN_NC_073244.2_18356684_4	0.2506
DN_NC_073236.2_44341131_2	DN_NC_073236.2_44341152_2	0.1873
DN_NC_073244.2_15648295_6	DN_NC_073244.2_55341363_7	0.1761
DN_NC_073244.2_45985550_6	DN_NC_073247.2_57840463_5	0.214
DN_NC_073244.2_18047026_4	DN_NC_073244.2_70077616_7	0.1585
DN_NC_073232.2_71973207_3	DN_NC_073243.2_20324218_2	0.1897
DN_NC_086017.1_130144954_2	DN_NC_086017.1_130145214_12	0.3636
DN_NC_073244.2_48030811_4	DN_NC_073244.2_64340366_4	0.3551
DN_NC_073244.2_28333451_4	DN_NC_073244.2_30438386_2	0.453
