gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	n_exon_a	n_exon_b	n_exon_min	stratum	both_single	core_recip	aln_frac	contain_ab	contain_ba	recip_contain	fold
ZNF260	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073244.2_47706460_3	genuine	0	6	3	3	multi	0	0.2000	0.0000	0.0000	0.0000	0.0000	0
ZNF260	ZNF674	DN_NC_073244.2_47706460_3	DN_NC_073247.2_56899135_7	truthbar	0	3	7	3	multi	0	0.2032	0.0000	0.0000	0.0000	0.0000	0
ZNF260	ZNF717	DN_NC_073244.2_47706466_2	DN_NC_086017.1_85766278_5	genuine	0	2	5	2	multi	0	0.1808	0.0000	0.0000	0.0000	0.0000	0
ZNF260	ZNF883	DN_NC_073237.2_109230975_4	DN_NC_073244.2_47706460_3	truthbar	0	4	3	3	multi	0	0.2206	0.0000	0.0000	0.0000	0.0000	0
ZNF263	ZNF394	DN_NC_073230.2_89330255_2	DN_NC_073242.2_6930599_2	truthbar	0	2	2	2	multi	0	0.1353	0.0000	0.0000	0.0000	0.0000	1
ZNF263	ZSCAN30	DN_NC_073241.2_64479147_4	DN_NC_073242.2_6930862_6	truthbar	0	4	6	4	multi	0	0.1407	0.0000	0.0000	0.0000	0.0000	1
ZNF264	ZNF460	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69382679_3	truthbar	0	4	3	3	multi	0	0.1343	0.0000	0.0000	0.0000	0.0000	3
ZNF264	ZNF543	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69422908_4	truthbar	0	4	4	4	multi	0	0.4023	0.0000	0.0000	0.0000	0.0000	3
ZNF264	ZNF550	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69643403_5	truthbar	0	4	5	4	multi	0	0.2186	0.0000	0.0000	0.0000	0.0000	3
ZNF264	ZNF805	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69343714_4	truthbar	0	4	4	4	multi	0	0.3556	0.4780	0.7500	0.5000	0.5000	3
ZNF266	ZNF283	DN_NC_073244.2_15453865_9	DN_NC_073244.2_55341363_7	truthbar	0	9	7	7	multi	0	0.2461	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF30	DN_NC_073244.2_15453865_9	DN_NC_073244.2_45985550_6	truthbar	0	9	6	6	multi	0	0.1633	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF420	DN_NC_073244.2_15453865_9	DN_NC_073244.2_48242798_5	truthbar	0	9	5	5	multi	0	0.1717	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF546	DN_NC_073244.2_15453865_9	DN_NC_073244.2_51749194_6	truthbar	0	9	6	6	multi	0	0.1911	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF560	DN_NC_073244.2_15453865_9	DN_NC_073244.2_15508499_10	truthbar	0	9	10	9	multi	0	0.2060	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF571	DN_NC_073244.2_15453865_9	DN_NC_073244.2_49072464_4	truthbar	0	9	4	4	multi	0	0.2236	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF573	DN_NC_073244.2_15453865_9	DN_NC_073244.2_49246931_6	truthbar	0	9	6	6	multi	0	0.2659	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF596	DN_NC_073231.2_4596743_6	DN_NC_073244.2_15453865_9	truthbar	0	6	9	6	multi	0	0.1399	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF790	DN_NC_073244.2_15453865_9	DN_NC_073244.2_47997304_5	truthbar	0	9	5	5	multi	0	0.1562	0.0000	0.0000	0.0000	0.0000	0
ZNF266	ZNF829	DN_NC_073244.2_15453865_9	DN_NC_073244.2_48066692_6	truthbar	0	9	6	6	multi	0	0.2401	0.0000	0.0000	0.0000	0.0000	0
ZNF267	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073242.2_37386128_4	truthbar	0	4	4	4	multi	0	0.1986	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF28	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.2690	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF347	DN_NC_073242.2_37386128_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.2387	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF415	DN_NC_073242.2_37386128_4	DN_NC_073244.2_65046428_2	truthbar	0	4	4	4	multi	0	0.3663	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF429	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27956158_2	truthbar	0	4	2	2	multi	0	0.4993	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF43	DN_NC_073242.2_37386128_4	DN_NC_073244.2_28333451_4	truthbar	0	4	4	4	multi	0	0.3067	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF430	DN_NC_073242.2_37386128_4	DN_NC_073244.2_27504818_5	truthbar	0	4	5	4	multi	0	0.1641	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF486	DN_NC_073242.2_37386128_4	DN_NC_073244.2_26666712_5	truthbar	0	4	5	4	multi	0	0.2077	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF519	DN_NC_073241.2_36126198_2	DN_NC_073242.2_37386128_4	truthbar	0	2	4	2	multi	0	0.1522	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073242.2_37386128_4	truthbar	0	2	4	2	multi	0	0.1842	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF611	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64672255_4	truthbar	0	4	4	4	multi	0	0.1616	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF616	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64081943_4	truthbar	0	4	4	4	multi	0	0.1760	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF675	DN_NC_073242.2_37386128_4	DN_NC_073244.2_29970261_4	truthbar	0	4	4	4	multi	0	0.3688	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073242.2_37386128_4	truthbar	0	4	4	4	multi	0	0.2799	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073242.2_37386128_4	truthbar	0	4	4	4	multi	0	0.2955	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF681	DN_NC_073242.2_37386128_4	DN_NC_073244.2_30067652_4	truthbar	0	4	4	4	multi	0	0.2039	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073242.2_37386128_4	truthbar	0	4	4	4	multi	0	0.1545	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF721	DN_NC_073227.2_9009888_2	DN_NC_073242.2_37386128_4	truthbar	0	2	4	2	multi	0	0.1422	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF723	DN_NC_073242.2_37386128_4	DN_NC_073244.2_29232445_4	truthbar	0	4	4	4	multi	0	0.2733	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073242.2_37386128_4	truthbar	0	4	4	4	multi	0	0.1373	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF761	DN_NC_073242.2_37386128_4	DN_NC_073244.2_65362909_5	truthbar	0	4	5	4	multi	0	0.1432	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF766	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64231369_4	truthbar	0	4	4	4	multi	0	0.1946	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF808	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64500861_5	truthbar	0	4	5	4	multi	0	0.2272	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF813	DN_NC_073242.2_37386128_4	DN_NC_073244.2_65398487_4	truthbar	0	4	4	4	multi	0	0.1750	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF83	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64585864_4	truthbar	0	4	4	4	multi	0	0.2497	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF836	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64125568_5	truthbar	0	4	5	4	multi	0	0.2818	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF841	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64034715_7	truthbar	0	4	7	4	multi	0	0.2259	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF888	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64860608_4	truthbar	0	4	4	4	multi	0	0.1373	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF91	DN_NC_073242.2_37386128_4	DN_NC_073244.2_29680825_2	truthbar	0	4	2	2	multi	0	0.3053	0.0000	0.0000	0.0000	0.0000	4
ZNF267	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073242.2_37386128_4	truthbar	0	2	4	2	multi	0	0.2692	0.0000	0.0000	0.0000	0.0000	4
ZNF268	ZNF300	DN_NC_073228.2_154747841_5	DN_NC_073234.2_148682020_7	truthbar	0	5	7	5	multi	0	0.2262	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF334	DN_NC_073234.2_148682020_7	DN_NC_073245.2_58728682_5	truthbar	0	7	5	5	multi	0	0.2391	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF33B	DN_NC_073232.2_72820474_5	DN_NC_073234.2_148682020_7	truthbar	0	5	7	5	multi	0	0.2220	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF382	DN_NC_073234.2_148682020_7	DN_NC_073244.2_47798559_5	truthbar	0	7	5	5	multi	0	0.1986	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF41	DN_NC_073234.2_148682020_7	DN_NC_073247.2_57840463_5	truthbar	0	7	5	5	multi	0	0.2235	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF432	DN_NC_073234.2_148682020_7	DN_NC_073244.2_64004232_5	truthbar	0	7	5	5	multi	0	0.2036	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF484	DN_NC_073234.2_148682020_7	DN_NC_073237.2_89310571_5	truthbar	0	7	5	5	multi	0	0.2871	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073234.2_148682020_7	genuine	0	3	7	3	multi	0	0.1314	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF527	DN_NC_073234.2_148682020_7	DN_NC_073244.2_48620420_5	truthbar	0	7	5	5	multi	0	0.3200	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF569	DN_NC_073234.2_148682020_7	DN_NC_073244.2_48919547_6	truthbar	0	7	6	6	multi	0	0.1311	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF585A	DN_NC_073234.2_148682020_7	DN_NC_073244.2_48319142_5	truthbar	0	7	5	5	multi	0	0.2870	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF585B	DN_NC_073234.2_148682020_7	DN_NC_073244.2_48352926_4	truthbar	0	7	4	4	multi	0	0.3677	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF605	DN_NC_073234.2_148420424_5	DN_NC_073234.2_148682020_7	truthbar	0	5	7	5	multi	0	0.2499	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF606	DN_NC_073234.2_148682020_7	DN_NC_073244.2_70077616_7	truthbar	0	7	7	7	multi	0	0.1542	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF614	DN_NC_073234.2_148682020_7	DN_NC_073244.2_63983979_5	truthbar	0	7	5	5	multi	0	0.1872	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073234.2_148682020_7	truthbar	0	6	7	6	multi	0	0.4151	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF674	DN_NC_073234.2_148682020_7	DN_NC_073247.2_56899135_7	truthbar	0	7	7	7	multi	0	0.1387	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF717	DN_NC_073234.2_148682020_7	DN_NC_086017.1_85766278_5	truthbar	0	7	5	5	multi	0	0.4042	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF782	DN_NC_073234.2_148682020_7	DN_NC_073237.2_93275727_4	truthbar	0	7	4	4	multi	0	0.1703	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF84	DN_NC_073234.2_148537990_5	DN_NC_073234.2_148682020_7	truthbar	0	5	7	5	multi	0	0.3020	0.0000	0.0000	0.0000	0.0000	0
ZNF268	ZNF883	DN_NC_073234.2_148682020_7	DN_NC_073237.2_109230975_4	genuine	0	7	4	4	multi	0	0.1590	0.0000	0.0000	0.0000	0.0000	0
ZNF273	ZNF28	DN_NC_073230.2_74299233_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.1646	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF415	DN_NC_073230.2_74299233_4	DN_NC_073244.2_65046428_2	truthbar	0	4	4	4	multi	0	0.3975	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF429	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27956158_2	truthbar	0	4	2	2	multi	0	0.6848	0.6397	0.0000	0.5000	0.0000	4
ZNF273	ZNF43	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28333451_4	truthbar	0	4	4	4	multi	0	0.4055	0.4310	0.7500	0.7500	0.7500	4
ZNF273	ZNF430	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27504818_5	truthbar	0	4	5	4	multi	0	0.3934	0.7157	0.2500	0.2000	0.2000	4
ZNF273	ZNF480	DN_NC_073230.2_74299233_4	DN_NC_073244.2_64265252_5	truthbar	0	4	5	4	multi	0	0.1885	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF486	DN_NC_073230.2_74299233_4	DN_NC_073244.2_26666712_5	truthbar	0	4	5	4	multi	0	0.2671	0.5036	0.7500	0.8000	0.7500	4
ZNF273	ZNF506	DN_NC_073230.2_74299233_4	DN_NC_073244.2_26240035_4	truthbar	0	4	4	4	multi	0	0.4147	0.4856	0.5000	0.5000	0.5000	4
ZNF273	ZNF519	DN_NC_073230.2_74299233_4	DN_NC_073241.2_36126198_2	truthbar	0	4	2	2	multi	0	0.2880	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073230.2_74299233_4	truthbar	0	2	4	2	multi	0	0.4352	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF626	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27131194_2	truthbar	0	4	2	2	multi	0	0.3994	0.4137	0.0000	0.0000	0.0000	4
ZNF273	ZNF675	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29970261_4	truthbar	0	4	4	4	multi	0	0.5386	0.9587	0.7500	1.0000	0.7500	4
ZNF273	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073230.2_74299233_4	truthbar	0	4	4	4	multi	0	0.3068	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073230.2_74299233_4	truthbar	0	4	4	4	multi	0	0.5742	0.5742	1.0000	0.7500	0.7500	4
ZNF273	ZNF681	DN_NC_073230.2_74299233_4	DN_NC_073244.2_30067652_4	truthbar	0	4	4	4	multi	0	0.1683	0.6900	1.0000	0.7500	0.7500	4
ZNF273	ZNF682	DN_NC_073230.2_74299233_4	DN_NC_073244.2_26470366_4	truthbar	0	4	4	4	multi	0	0.4775	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073230.2_74299233_4	truthbar	0	4	4	4	multi	0	0.2475	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF721	DN_NC_073227.2_9010062_2	DN_NC_073230.2_74299233_4	truthbar	0	2	4	2	multi	0	0.3087	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF723	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29232445_4	truthbar	0	4	4	4	multi	0	0.6887	0.6576	0.5000	1.0000	0.5000	4
ZNF273	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073230.2_74299233_4	truthbar	0	4	4	4	multi	0	0.2225	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073230.2_74299233_4	truthbar	0	4	4	4	multi	0	0.3741	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF761	DN_NC_073230.2_74299233_4	DN_NC_073244.2_65362909_5	truthbar	0	4	5	4	multi	0	0.2917	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF813	DN_NC_073230.2_74299233_4	DN_NC_073244.2_65398487_4	truthbar	0	4	4	4	multi	0	0.3071	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF836	DN_NC_073230.2_74299233_4	DN_NC_073244.2_64125568_5	truthbar	0	4	5	4	multi	0	0.1553	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF91	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29680825_2	genuine	0	4	2	2	multi	0	0.3305	0.0000	0.0000	0.0000	0.0000	4
ZNF273	ZNF92	DN_NC_073230.2_74299233_4	DN_NC_073230.2_74637814_2	truthbar	0	4	2	2	multi	0	0.3654	0.6091	0.0000	0.5000	0.0000	4
ZNF28	ZNF347	DN_NC_073244.2_64759228_5	DN_NC_073244.2_65073171_5	truthbar	0	5	5	5	multi	0	0.2228	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF415	DN_NC_073244.2_64759228_5	DN_NC_073244.2_65046428_4	truthbar	0	5	3	3	multi	0	0.1612	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF468	DN_NC_073244.2_64759228_5	DN_NC_073244.2_64797239_5	truthbar	0	5	5	5	multi	0	0.2527	1.0819	1.0000	0.8000	0.8000	4
ZNF28	ZNF480	DN_NC_073244.2_64265252_5	DN_NC_073244.2_64759228_5	truthbar	0	5	5	5	multi	0	0.2107	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF578	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64759228_5	truthbar	0	6	5	5	multi	0	0.1590	0.4267	0.0000	0.0000	0.0000	4
ZNF28	ZNF600	DN_NC_073244.2_64724127_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.1672	0.7487	0.2500	0.2000	0.2000	4
ZNF28	ZNF611	DN_NC_073244.2_64672255_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.1652	0.7758	0.2500	0.2000	0.2000	4
ZNF28	ZNF616	DN_NC_073244.2_64081943_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.1434	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF681	DN_NC_073244.2_30067652_4	DN_NC_073244.2_64759228_5	genuine	0	4	5	4	multi	0	0.2019	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.2326	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF701	DN_NC_073244.2_64543447_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.1737	0.5152	0.7500	0.8000	0.7500	4
ZNF28	ZNF721	DN_NC_073227.2_9010062_2	DN_NC_073244.2_64759228_5	genuine	0	2	5	2	multi	0	0.2411	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF761	DN_NC_073244.2_64759228_5	DN_NC_073244.2_65362909_5	truthbar	0	5	5	5	multi	0	0.2955	0.7940	0.8000	0.6000	0.6000	4
ZNF28	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.1387	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF808	DN_NC_073244.2_64500861_5	DN_NC_073244.2_64759228_5	truthbar	0	5	5	5	multi	0	0.2673	0.2998	0.0000	0.0000	0.0000	4
ZNF28	ZNF813	DN_NC_073244.2_64759228_5	DN_NC_073244.2_65398487_4	truthbar	0	5	4	4	multi	0	0.1575	0.2448	0.8000	0.5000	0.5000	4
ZNF28	ZNF83	DN_NC_073244.2_64585864_4	DN_NC_073244.2_64759228_5	truthbar	0	4	5	4	multi	0	0.2237	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64759228_5	truthbar	0	5	5	5	multi	0	0.2537	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64759228_5	truthbar	0	7	5	5	multi	0	0.3097	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF888	DN_NC_073244.2_64759228_5	DN_NC_073244.2_64860608_4	truthbar	0	5	4	4	multi	0	0.3359	0.7983	0.0000	0.0000	0.0000	4
ZNF28	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_64759228_5	genuine	0	4	5	4	multi	0	0.3451	0.0000	0.0000	0.0000	0.0000	4
ZNF28	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_64759228_5	truthbar	0	2	5	2	multi	0	0.2151	0.0000	0.0000	0.0000	0.0000	4
ZNF280C	ZNF280D	DN_NC_073240.2_57401181_22	DN_NC_073247.2_141930386_19	truthbar	0	22	19	19	multi	0	0.1374	0.2721	0.3636	0.4211	0.3636	3
ZNF283	ZNF30	DN_NC_073244.2_45985550_6	DN_NC_073244.2_55341363_7	truthbar	0	6	7	6	multi	0	0.1409	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF331	DN_NC_073244.2_55341363_7	DN_NC_073244.2_65470296_6	genuine	0	7	6	6	multi	0	0.2341	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF420	DN_NC_073244.2_48242798_5	DN_NC_073244.2_55341363_7	truthbar	0	5	7	5	multi	0	0.4324	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF461	DN_NC_073244.2_47831779_6	DN_NC_073244.2_55341363_7	genuine	0	6	7	6	multi	0	0.2381	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF540	DN_NC_073244.2_49101177_5	DN_NC_073244.2_55341363_7	truthbar	0	5	7	5	multi	0	0.3115	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF546	DN_NC_073244.2_51749194_6	DN_NC_073244.2_55341363_7	truthbar	0	6	7	6	multi	0	0.2032	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_55341363_7	genuine	0	5	7	5	multi	0	0.2210	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_55341363_7	genuine	0	5	7	5	multi	0	0.2396	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF573	DN_NC_073244.2_49246931_6	DN_NC_073244.2_55341363_7	truthbar	0	6	7	6	multi	0	0.2275	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF582	DN_NC_073244.2_55341363_7	DN_NC_073244.2_68491976_5	genuine	0	7	5	5	multi	0	0.2032	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF665	DN_NC_073244.2_55341363_7	DN_NC_073244.2_65102393_4	truthbar	0	7	4	4	multi	0	0.1300	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF780A	DN_NC_073244.2_51825388_5	DN_NC_073244.2_55341363_7	truthbar	0	5	7	5	multi	0	0.2442	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF780B	DN_NC_073244.2_51783968_5	DN_NC_073244.2_55341363_7	truthbar	0	5	7	5	multi	0	0.1560	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF790	DN_NC_073244.2_47997304_5	DN_NC_073244.2_55341363_7	truthbar	0	5	7	5	multi	0	0.4090	0.0000	0.0000	0.0000	0.0000	0
ZNF283	ZNF829	DN_NC_073244.2_48066692_6	DN_NC_073244.2_55341363_7	genuine	0	6	7	6	multi	0	0.2704	0.0000	0.0000	0.0000	0.0000	0
ZNF285	ZNF45	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55899006_4	truthbar	0	9	4	4	multi	0	0.1941	0.0000	0.0000	0.0000	0.0000	4
ZNF287	ZNF302	DN_NC_073228.2_83600319_6	DN_NC_073244.2_45737704_5	truthbar	0	6	5	5	multi	0	0.1410	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF334	DN_NC_073228.2_83600319_6	DN_NC_073245.2_58728682_5	truthbar	0	6	5	5	multi	0	0.1516	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF354A	DN_NC_073228.2_182334642_5	DN_NC_073228.2_83600319_6	truthbar	0	5	6	5	multi	0	0.3974	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF41	DN_NC_073228.2_83600319_6	DN_NC_073247.2_57840463_5	truthbar	0	6	5	5	multi	0	0.1769	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF501	DN_NC_073228.2_83600319_6	DN_NC_086017.1_54629198_3	genuine	0	6	3	3	multi	0	0.1613	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF567	DN_NC_073228.2_83600319_6	DN_NC_073244.2_47878793_6	truthbar	0	6	6	6	multi	0	0.2246	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF568	DN_NC_073228.2_83600319_6	DN_NC_073244.2_48093173_7	truthbar	0	6	7	6	multi	0	0.2231	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF569	DN_NC_073228.2_83600319_6	DN_NC_073244.2_48919547_6	truthbar	0	6	6	6	multi	0	0.2312	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF585A	DN_NC_073228.2_83600319_6	DN_NC_073244.2_48319142_5	truthbar	0	6	5	5	multi	0	0.1391	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF585B	DN_NC_073228.2_83600319_6	DN_NC_073244.2_48352926_4	truthbar	0	6	4	4	multi	0	0.1927	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF605	DN_NC_073228.2_83600319_6	DN_NC_073234.2_148420424_5	truthbar	0	6	5	5	multi	0	0.1689	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF606	DN_NC_073228.2_83600319_6	DN_NC_073244.2_70077616_7	truthbar	0	6	7	6	multi	0	0.1332	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF613	DN_NC_073228.2_83600319_6	DN_NC_073244.2_63895938_6	truthbar	0	6	6	6	multi	0	0.1763	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073228.2_83600319_6	truthbar	0	6	6	6	multi	0	0.2506	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF717	DN_NC_073228.2_83600319_6	DN_NC_086017.1_85766278_5	truthbar	0	6	5	5	multi	0	0.1836	0.0000	0.0000	0.0000	0.0000	0
ZNF287	ZNF883	DN_NC_073228.2_83600319_6	DN_NC_073237.2_109230975_4	genuine	0	6	4	4	multi	0	0.2460	0.0000	0.0000	0.0000	0.0000	0
