family_id	seed_tid	tid	chrom	start	end	n_exon	strand	n_reads	identity	coverage
GWFAM93	DN_NC_073230.2_86213735_7	SE_NC_073230.2_51812130_9	NC_073230.2	51812130	51845160	9	-	1	0.8464	0.3688
GWFAM146	DN_NC_073235.2_75048041_11	SE_NC_073235.2_75048063_12	NC_073235.2	75048063	75164172	12	+	1	0.9450	0.3250
GWFAM143	DN_NC_073234.2_147445290_9	SE_NC_073234.2_147580720_10	NC_073234.2	147580720	147623838	10	+	1	0.8210	0.3669
GWFAM51	DN_NC_073229.2_101751520_4	SE_NC_073229.2_101751931_5	NC_073229.2	101751931	102110131	5	+	1	1.0000	0.2934
GWFAM221	DN_NC_086017.1_207204670_3	SE_NC_086017.1_207528727_2	NC_086017.1	207528727	207533707	2	-	2	0.7917	0.3617
GWFAM16	DN_NC_073224.2_116693849_11	SE_NC_073224.2_125792526_11	NC_073224.2	125792526	125820435	11	-	2	0.9169	0.3075
GWFAM195	DN_NC_073244.2_44006563_15	SE_NC_073242.2_37394104_14	NC_073242.2	37394104	37476285	14	-	1	0.6209	0.4493
GWFAM93	DN_NC_073230.2_81088058_7	SE_NC_073230.2_76385144_7	NC_073230.2	76385144	76469086	7	-	1	0.9412	0.2936
GWFAM218	DN_NC_073242.2_99543656_18	SE_NC_073242.2_103772720_16	NC_073242.2	103772720	103830944	16	-	1	0.9145	0.2961
GWFAM14	DN_NC_073224.2_124780835_15	SE_NC_073224.2_124759960_16	NC_073224.2	124759960	124798987	16	-	1	1.0000	0.2694
GWFAM157	DN_NC_073236.2_32986494_2	SE_NC_073236.2_32986584_3	NC_073236.2	32986584	33001242	3	+	1	1.0000	0.2690
GWFAM177	DN_NC_073240.2_24402646_2	SE_NC_086017.1_208383063_4	NC_086017.1	208383063	208395535	4	+	2	0.7562	0.3542
GWFAM178	DN_NC_073240.2_22072042_10	SE_NC_073240.2_20455739_9	NC_073240.2	20455739	20493032	9	-	1	0.8727	0.3016
GWFAM240	DN_NC_073247.2_59744386_5	SE_NC_073247.2_59691116_3	NC_073247.2	59691116	59694516	3	+	2	0.6650	0.3924
GWFAM221	DN_NC_073243.2_110546118_4	SE_NC_073243.2_112027795_5	NC_073243.2	112027795	112070592	5	-	1	0.7806	0.3329
GWFAM157	DN_NC_073237.2_24384564_2	SE_NC_073237.2_24365290_4	NC_073237.2	24365290	24387647	4	-	1	1.0000	0.2539
GWFAM221	DN_NC_086017.1_207204670_3	SE_NC_073243.2_110546118_3	NC_073243.2	110546118	110551480	3	+	2	0.6002	0.4227
GWFAM137	DN_NC_073238.2_67037946_5	SE_NC_073234.2_47063026_7	NC_073234.2	47063026	47065825	7	-	2	0.7463	0.3383
GWFAM70	DN_NC_073228.2_145079893_2	SE_NC_073228.2_144957130_2	NC_073228.2	144957130	144960948	2	+	2	0.6591	0.3826
GWFAM244	DN_NC_073247.2_62823558_8	SE_NC_073247.2_62876976_7	NC_073247.2	62876976	62885720	7	+	1	1.0000	0.2509
GWFAM140	DN_NC_073234.2_81405935_3	SE_NC_086018.1_39680531_3	NC_086018.1	39680531	39687259	3	-	1	0.9593	0.2511
GWFAM70	DN_NC_073228.2_145079937_2	SE_NC_073228.2_144957146_2	NC_073228.2	144957146	144976306	2	+	1	0.6631	0.3619
GWFAM37	DN_NC_073233.2_6765653_2	SE_NC_073233.2_6771945_3	NC_073233.2	6771945	6773924	3	-	1	0.8098	0.2954
GWFAM158	DN_NC_073238.2_54832837_2	SE_NC_073236.2_32938859_2	NC_073236.2	32938859	32988364	2	-	1	0.9195	0.2585
GWFAM175	DN_NC_073240.2_4576013_4	SE_NC_073241.2_195934_6	NC_073241.2	195934	202939	6	-	1	0.8836	0.2661
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_145079893_2	NC_073228.2	145079893	145082673	2	+	1	0.6631	0.3480
GWFAM190	DN_NC_073239.2_122769398_7	SE_NC_073239.2_122655960_5	NC_073239.2	122655960	122664134	5	-	1	0.6925	0.3324
GWFAM241	DN_NC_073247.2_61510244_2	SE_NC_073247.2_61691103_2	NC_073247.2	61691103	61697809	2	-	1	0.8437	0.2696
GWFAM93	DN_NC_073230.2_86213735_7	SE_NC_073230.2_86091158_7	NC_073230.2	86091158	86139529	7	-	1	0.8050	0.2823
GWFAM93	DN_NC_073230.2_86257460_21	SE_NC_073230.2_47122723_21	NC_073230.2	47122723	47181520	21	+	1	0.6858	0.3314
GWFAM70	DN_NC_073228.2_145079937_2	SE_NC_073228.2_144957146_2	NC_073228.2	144957146	144961190	2	+	1	0.6631	0.3383
GWFAM37	DN_NC_073233.2_6765653_2	SE_NC_073233.2_6771949_3	NC_073233.2	6771949	6773797	3	-	1	0.8683	0.2537
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_144991180_2	NC_073228.2	144991180	144994470	2	+	1	0.7267	0.3030
GWFAM159	DN_NC_073236.2_33289090_9	SE_NC_073237.2_23692560_11	NC_073237.2	23692560	23854789	11	+	1	0.7253	0.3020
GWFAM70	DN_NC_073228.2_145079893_2	SE_NC_073228.2_145017787_2	NC_073228.2	145017787	145021629	2	+	1	0.7010	0.3113
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_145022566_2	NC_073228.2	145022566	145025151	2	+	1	0.6259	0.3480
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_144991208_2	NC_073228.2	144991208	144994471	2	+	2	0.7267	0.2986
GWFAM81	DN_NC_073229.2_44501801_6	SE_NC_073243.2_90385747_7	NC_073243.2	90385747	90431751	7	-	2	0.6082	0.3497
GWFAM70	DN_NC_073228.2_145079937_2	SE_NC_073228.2_145068826_2	NC_073228.2	145068826	145072020	2	+	2	0.6847	0.3098
GWFAM155	DN_NC_073236.2_32048257_8	SE_NC_073236.2_33897862_7	NC_073236.2	33897862	33909568	7	+	2	0.6506	0.3231
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_145080050_2	NC_073228.2	145080050	145083862	2	+	1	0.6631	0.3102
GWFAM70	DN_NC_073228.2_145079937_2	SE_NC_073228.2_144957127_2	NC_073228.2	144957127	144960947	2	+	1	0.6631	0.3096
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_145035030_2	NC_073228.2	145035030	145054759	2	+	1	0.6882	0.2911
GWFAM70	DN_NC_073228.2_144930609_2	SE_NC_073228.2_145044143_2	NC_073228.2	145044143	145061719	2	+	1	0.7627	0.2627
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_144930624_2	NC_073228.2	144930624	144934682	2	+	1	0.6865	0.2713
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_145017788_2	NC_073228.2	145017788	145090673	2	+	1	0.6226	0.2956
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_144930628_2	NC_073228.2	144930628	144934677	2	+	1	0.6865	0.2627
GWFAM256	DN_NC_073248.2_25704977_6	SE_NC_073248.2_15920785_6	NC_073248.2	15920785	15930914	6	-	2	0.6100	0.2911
GWFAM55	DN_NC_073228.2_49710350_4	SE_NC_073224.2_213463656_3	NC_073224.2	213463656	213467783	3	-	2	0.6424	0.2743
GWFAM70	DN_NC_073228.2_144957132_2	SE_NC_073228.2_145017765_2	NC_073228.2	145017765	145026656	2	+	1	0.6226	0.2826
GWFAM240	DN_NC_073247.2_59772964_5	SE_NC_073247.2_59682808_4	NC_073247.2	59682808	59704033	4	+	1	0.6933	0.2525
