family_id	dominant_gene	n_protein_families	is_impure	oracle_mapped	oracle_fp	oracle_cls	fp_score	fp_score_oof	n_members	n_genes	distinct_loci	n_edges	edge_density	max_degree	mean_degree	clustering	n_communities	fiedler	mincut	frac_in_giant	n_seqclust_hi	loci_per_seqclust	mem_per_seqclust	loci_per_comm	loci_per_gene	mem_per_locus	max_mult	med_mult	max_min_mult	frac_repeat_bridged	frac_ge_gate	genes
340	LOC134756433	1	0	0	0		0.01413	0.02116	2	1	2	1	1.0	1	1.0	0.0	1	1.1622	0.5811	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC134756433
341	LOC129524759	0	0	0	0		0.01438	0.01755	2	1	2	1	1.0	1	1.0	0.0	1	0.5568	0.2784	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC129524759
342	PUS10	0	0	0	0		0.01607	0.01338	2	1	2	1	1.0	1	1.0	0.0	1	0.302	0.151	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	PUS10
343	FANCL	1	0	0	0		0.13196	0.13662	2	2	2	1	1.0	1	1.0	0.0	1	0.5408	0.2704	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	FANCL;VRK2
344	NIPSNAP3A	1	0	0	0		0.13276	0.14468	2	2	2	1	1.0	1	1.0	0.0	1	1.0898	0.5449	1.0	1	2.0	2.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC101151107;NIPSNAP3A
345	ABITRAM	1	0	0	0		0.11284	0.12648	2	2	2	1	1.0	1	1.0	0.0	1	1.5186	0.7593	1.0	1	2.0	2.0	2.0	1.0	1.0	41	41	2	0.0	0.0	ABITRAM;CTNNAL1
346	TXN	1	0	0	0		0.13381	0.1382	2	2	2	1	1.0	1	1.0	0.0	1	0.504	0.252	1.0	2	1.0	1.0	2.0	1.0	1.0	2	2	2	0.0	0.0	LOC134757574;TXN
347	SVEP1	1	0	0	0		0.01394	0.01703	2	1	2	1	1.0	1	1.0	0.0	1	0.6292	0.3146	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	SVEP1
348	LOC101124026	1	0	0	0		0.09445	0.10972	2	2	2	1	1.0	1	1.0	0.0	1	1.9606	0.9803	1.0	1	2.0	2.0	2.0	1.0	1.0	5	5	2	0.0	0.0	LOC101124026;LOC101141789
349	SLC31A2	1	0	0	0		0.11861	0.12741	2	2	2	1	1.0	1	1.0	0.0	1	0.8176	0.4088	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	FKBP15;SLC31A2
350	ZBTB26	0	0	0	0		0.09412	0.09607	2	2	2	1	1.0	1	1.0	0.0	1	1.9712	0.9856	1.0	1	2.0	2.0	2.0	1.0	1.0	13	13	2	0.0	0.0	ZBTB26;ZBTB6
351	NTMT1	2	1	0	0		0.12231	0.10197	2	2	2	1	1.0	1	1.0	0.0	1	1.416	0.708	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	ASB6;NTMT1
352	MED22	1	0	0	0		0.12587	0.13203	2	2	2	1	1.0	1	1.0	0.0	1	0.6636	0.3318	1.0	2	1.0	1.0	2.0	1.0	1.0	2	2	2	0.0	0.0	MED22;RPL21
353	SURF2	0	0	0	0		0.11436	0.08678	2	2	2	1	1.0	1	1.0	0.0	1	1.4762	0.7381	1.0	1	2.0	2.0	2.0	1.0	1.0	5	5	2	0.0	0.0	SURF2;SURF4
354	LOC101139703	1	0	1	0		0.11504	0.13081	2	2	2	1	1.0	1	1.0	0.0	1	0.8958	0.4479	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC101139703;LOC129526951
355	EXOSC3	1	0	0	0		0.12323	0.13462	2	2	2	1	1.0	1	1.0	0.0	1	1.3262	0.6631	1.0	1	2.0	2.0	2.0	1.0	1.0	192	192	2	0.0	0.0	EXOSC3;TRMT10B
356	ARHGEF39	0	0	0	0		0.11313	0.12043	2	2	2	1	1.0	1	1.0	0.0	1	0.9388	0.4694	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	ARHGEF39;CCDC107
357	SMIM27	0	0	0	0		0.12434	0.1458	2	2	2	1	1.0	1	1.0	0.0	1	1.3732	0.6866	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	NDUFB6;SMIM27
358	LOC101137029	0	0	0	0		0.03032	0.03537	4	2	2	6	1.0	3	3.0	1.0	1	1.8036000000000005	1.3527	1.0	2	1.0	2.0	2.0	1.0	2.0	2	2	2	0.0	0.0	LAGE3;LOC101137029
359	INSL6	0	0	0	0		0.05326	0.06764	3	1	2	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.24779536329734148	0.1766	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	INSL6
360	ZFAND5	1	0	0	0		0.13624	0.14209	2	2	2	1	1.0	1	1.0	0.0	1	0.4998	0.2499	1.0	2	1.0	1.0	2.0	1.0	1.0	192	192	2	0.0	0.0	LOC129528551;ZFAND5
361	KIF27	1	0	0	0		0.12459	0.14282	2	2	2	1	1.0	1	1.0	0.0	1	0.6908	0.3454	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	KIF27;LOC115935769
362	DAPK1	1	0	0	0		0.11836	0.11957	2	2	2	1	1.0	1	1.0	0.0	1	1.393	0.6965	1.0	1	2.0	2.0	2.0	1.0	1.0	27	27	2	0.0	0.0	DAPK1;LOC115935778
363	LOC101145975	1	0	0	0		0.16619	0.18299	3	3	3	3	1.0	2	2.0	1.0	1	1.0608553164392431	0.7076	1.0	3	1.0	1.0	3.0	1.0	1.0	4	4	3	0.0	0.0	CTSV;LOC101145975;LOC129523464
364	LOC134756941	0	0	0	0		0.1182	0.10086	2	2	2	1	1.0	1	1.0	0.0	1	0.9392	0.4696	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LOC101150998;LOC134756941
365	CENPP	0	0	0	0		0.10178	0.10349	2	2	2	1	1.0	1	1.0	0.0	1	1.773	0.8865	1.0	1	2.0	2.0	2.0	1.0	1.0	7	7	2	0.0	0.0	CENPP;IPPK
366	LAMP1	2	1	0	0		0.12651	0.12755	2	2	2	1	1.0	1	1.0	0.0	1	1.2294	0.6147	1.0	1	2.0	2.0	2.0	1.0	1.0	65	65	2	0.0	0.0	GRTP1;LAMP1
367	TFDP1	1	0	0	0		0.11715	0.12492	2	2	2	1	1.0	1	1.0	0.0	1	0.8606	0.4303	1.0	2	1.0	1.0	2.0	1.0	1.0	54	54	2	0.0	0.0	LOC115932055;TFDP1
368	LOC134756951	0	0	0	0		0.11516	0.12206	2	2	2	1	1.0	1	1.0	0.0	1	0.9366	0.4683	1.0	2	1.0	1.0	2.0	1.0	1.0	195	195	2	0.0	0.0	LOC129526403;LOC134756951
369	LOC101132438	1	0	0	0		0.05479	0.05503	3	1	2	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.19212166264874506	0.1336	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC101132438
370	LOC129526427	0	0	0	0		0.01571	0.0151	2	1	2	1	1.0	1	1.0	0.0	1	0.3538	0.1769	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC129526427
371	LOC129527231	1	0	0	0		0.09681	0.09995	2	2	2	1	1.0	1	1.0	0.0	1	1.9938	0.9969	1.0	1	2.0	2.0	2.0	1.0	1.0	426	426	2	0.0	0.0	LOC129526138;LOC129527231
372	LOC129526088	1	0	0	0		0.12198	0.12454	2	2	2	1	1.0	1	1.0	0.0	1	1.4054	0.7027	1.0	1	2.0	2.0	2.0	1.0	1.0	426	426	2	0.0	0.0	LOC129526088;LOC129527203
373	LOC101137900	2	1	0	0		0.12453	0.13264	2	2	2	1	1.0	1	1.0	0.0	1	0.8032	0.4016	1.0	2	1.0	1.0	2.0	1.0	1.0	497	497	2	0.0	0.0	EIF1AX;LOC101137900
374	MPHOSPH8	1	0	1	0		0.13271	0.14461	2	2	2	1	1.0	1	1.0	0.0	1	1.0914	0.5457	1.0	1	2.0	2.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC115933429;MPHOSPH8
375	PSPC1	1	0	0	0		0.12323	0.13263	2	2	2	1	1.0	1	1.0	0.0	1	0.7204	0.3602	1.0	2	1.0	1.0	2.0	1.0	1.0	11	11	2	0.0	0.0	LOC101137311;PSPC1
376	ZDHHC20	1	0	0	0		0.01208	0.01123	2	1	2	1	1.0	1	1.0	0.0	1	1.523	0.7615	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	ZDHHC20
377	POLR1D	0	0	0	0		0.01527	0.02382	2	1	2	1	1.0	1	1.0	0.0	1	0.4194	0.2097	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	POLR1D
378	BRCA2	0	0	0	0		0.01344	0.0157	2	1	2	1	1.0	1	1.0	0.0	1	1.2772	0.6386	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	BRCA2
379	AKAP11	0	0	0	0		0.01249	0.01841	2	1	2	1	1.0	1	1.0	0.0	1	1.4454	0.7227	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	AKAP11
380	TSC22D1	1	0	0	0		0.01015	0.00973	2	1	2	1	1.0	1	1.0	0.0	1	1.9212	0.9606	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	TSC22D1
381	RCBTB2	1	0	0	0		0.01159	0.01028	2	1	2	1	1.0	1	1.0	0.0	1	1.6178	0.8089	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	RCBTB2
382	CAB39L	1	0	0	0		0.0107	0.0103	2	1	2	1	1.0	1	1.0	0.0	1	1.801	0.9005	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	CAB39L
383	WDFY2	1	0	0	0		0.01612	0.01956	2	1	2	1	1.0	1	1.0	0.0	1	0.2944	0.1472	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	WDFY2
384	ALG11	0	0	0	0		0.00985	0.01037	3	1	2	3	1.0	2	2.0	1.0	1	1.1114999999999997	0.741	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	ALG11
385	LOC109024800	0	0	0	0		0.13426	0.15528	2	2	2	1	1.0	1	1.0	0.0	1	0.4958	0.2479	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	LOC109024800;THSD1
386	CNIH1	1	0	0	0		0.01602	0.02515	2	1	2	1	1.0	1	1.0	0.0	1	0.3086	0.1543	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	CNIH1
387	LOC129531501	2	1	0	0		0.41257	0.43893	4	4	4	5	0.8333333333333334	3	2.5	0.8333333333333333	2	0.6750760034583493	0.621	1.0	2	2.0	2.0	2.0	1.0	1.0	96	28	2	0.0	0.0	LOC129530593;LOC129531205;LOC129531501;SAFB2
388	OBI1	1	0	0	0		0.00844	0.00725	3	1	2	3	1.0	2	2.0	1.0	1	1.423637723161941	0.9496	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	OBI1
389	ZC3H14	1	0	0	0		0.12906	0.13332	2	2	2	1	1.0	1	1.0	0.0	1	1.2408	0.6204	1.0	1	2.0	2.0	2.0	1.0	1.0	345	345	2	0.0	0.0	EML5;ZC3H14
390	TDP1	0	0	0	0		0.01573	0.01315	2	1	2	1	1.0	1	1.0	0.0	1	0.3506	0.1753	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	TDP1
391	NDUFB1	2	1	0	0		0.11214	0.11998	2	2	2	1	1.0	1	1.0	0.0	1	0.9612	0.4806	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	CPSF2;NDUFB1
392	IFI27L1	1	0	0	0		0.0126	0.01189	2	1	2	1	1.0	1	1.0	0.0	1	0.8614	0.4307	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	IFI27L1
393	AKT1	1	0	0	0		0.13904	0.16152	2	2	2	1	1.0	1	1.0	0.0	1	0.4036	0.2018	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	AKT1;AKT2
394	LOC129526706	0	0	0	0		0.11695	0.11812	2	2	2	1	1.0	1	1.0	0.0	1	1.4184	0.7092	1.0	1	2.0	2.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC129526706;LOC134757171
395	LOC115933240	0	0	0	0		0.09827	0.08213	5	5	5	10	1.0	4	4.0	1.0	1	3.4778388980232284	2.7829	1.0	1	5.0	5.0	5.0	1.0	1.0	8	8.0	3	0.0	0.0	LOC115930550;LOC115933127;LOC115933128;LOC115933240;LOC134757171
396	LOC109023154	1	0	0	0		0.03467	0.04736	6	2	2	11	0.7333333333333333	5	3.6666666666666665	0.7666666666666666	2	0.44634213656510585	0.6358	1.0	4	0.5	1.5	1.0	1.0	3.0	65	65.0	2	0.0	0.0	LOC101126025;LOC109023154
397	ZNF426	0	0	0	0		0.01631	0.01573	2	1	2	1	1.0	1	1.0	0.0	1	0.2668	0.1334	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	ZNF426
398	SDR39U1	1	0	0	0		0.12768	0.13128	2	2	2	1	1.0	1	1.0	0.0	1	1.1924	0.5962	1.0	1	2.0	2.0	2.0	1.0	1.0	7	7	2	0.0	0.0	KHNYN;SDR39U1
399	LTB4R2	0	0	0	0		0.13276	0.15344	2	2	2	1	1.0	1	1.0	0.0	1	0.525	0.2625	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LTB4R2;NOP9
400	LOC109023168	0	0	0	0		0.00982	0.00935	2	1	2	1	1.0	1	1.0	0.0	1	1.998	0.999	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC109023168
401	OXA1L	1	0	0	0		0.13127	0.13741	2	2	2	1	1.0	1	1.0	0.0	1	0.5546	0.2773	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	LOC109028604;OXA1L
402	SUPT16H	1	0	0	0		0.24251	0.22599	3	2	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.23844638433047888	0.1842	1.0	3	1.0	1.0	3.0	1.5	1.0	39	39	2	0.0	0.0	RPGRIP1;SUPT16H
403	LOC101124683	2	1	1	0		0.09308	0.06862	2	2	2	1	1.0	1	1.0	0.0	1	1.9982	0.9991	1.0	1	2.0	2.0	2.0	1.0	1.0	9	9	2	0.0	0.0	LOC101124683;LOC115930071
404	LOC109023386	2	1	1	0		0.82069	0.83434	7	5	7	8	0.38095238095238093	4	2.2857142857142856	0.5238095238095238	3	0.08145409377601108	0.1473	1.0	7	1.0	1.0	2.3333333333333335	1.4	1.0	503	285	2	0.0	0.0	HERC2;LOC109023386;LOC115930830;LOC129527072;LOC134757229
405	RPL10L	1	0	0	0		0.11124	0.11319	2	2	2	1	1.0	1	1.0	0.0	1	1.5464	0.7732	1.0	1	2.0	2.0	2.0	1.0	1.0	2	2	2	0.0	0.0	RPL10;RPL10L
406	TRIM9	1	0	0	0		0.01347	0.01278	2	1	2	1	1.0	1	1.0	0.0	1	0.7086	0.3543	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	TRIM9
407	RTRAF	0	0	0	0		0.01532	0.02392	2	1	2	1	1.0	1	1.0	0.0	1	0.4112	0.2056	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	RTRAF
408	LGALS3	1	0	0	0		0.11735	0.10467	2	2	2	1	1.0	1	1.0	0.0	1	0.9404	0.4702	1.0	2	1.0	1.0	2.0	1.0	1.0	426	426	2	0.0	0.0	DLGAP5;LGALS3
409	ACOT4	1	0	0	0		0.20305	0.2005	5	2	4	5	0.5	3	2.0	0.4666666666666667	2	0.172274567260911	0.3142	1.0	4	1.0	1.25	2.0	2.0	1.25	0	0	0	0.0	0.0	ACOT4;ACOT6
410	LOC101143448	0	0	0	0		0.00043	0.00067	4	1	4	5	0.8333333333333334	3	2.5	0.8333333333333333	1	0.6341225649220161	0.5371	1.0	3	1.3333333333333333	1.3333333333333333	4.0	4.0	1.0	0	0	0	0.0	0.0	LOC101143448
411	LOC115932683	1	0	1	0		0.09511	0.09771	2	2	2	1	1.0	1	1.0	0.0	1	1.9954	0.9977	1.0	1	2.0	2.0	2.0	1.0	1.0	236	236	2	0.0	0.0	LOC115932683;TUBGCP5
412	LOC101152972	1	0	1	0		0.21577	0.10255	4	4	4	6	1.0	3	3.0	1.0	1	1.1324547237732783	0.9697	1.0	2	2.0	2.0	4.0	1.0	1.0	503	7.0	3	0.0	0.0	LOC101152972;LOC115931074;LOC129527053;RHPN2
413	LOC101152610	1	0	0	0		0.13935	0.14302	4	4	4	6	1.0	3	3.0	1.0	1	1.1485588693600992	0.9129	1.0	4	1.0	1.0	4.0	1.0	1.0	5	5.0	3	0.0	0.0	CHEK2;LOC101136352;LOC101152610;LOC129527660
414	LOC129527054	1	0	0	0		0.12548	0.09665	2	2	2	1	1.0	1	1.0	0.0	1	1.237	0.6185	1.0	1	2.0	2.0	2.0	1.0	1.0	5	5	2	0.0	0.0	HERC2;LOC129527054
415	PARN	1	0	0	0		0.01384	0.02132	2	1	2	1	1.0	1	1.0	0.0	1	0.6454	0.3227	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	PARN
416	DEXI	0	0	0	0		0.16332	0.17898	4	3	3	6	1.0	3	3.0	1.0	1	1.5244175875999357	1.186	1.0	1	3.0	4.0	3.0	1.0	1.3333333333333333	345	10	2	0.0	0.0	DEXI;LOC101149946;LOC134757265
417	LOC129527067	1	0	0	0		0.12699	0.13696	2	2	2	1	1.0	1	1.0	0.0	1	0.6426	0.3213	1.0	2	1.0	1.0	2.0	1.0	1.0	11	11	2	0.0	0.0	LOC129527067;PAK2
418	LOC129527071	1	0	0	0		0.16023	0.16058	3	3	3	3	1.0	2	2.0	1.0	1	2.2073995417518835	1.502	1.0	1	3.0	3.0	3.0	1.0	1.0	7	7	2	0.0	0.0	LOC129527017;LOC129527071;LOC134757267
419	EIF2AK4	1	0	0	0		0.13884	0.14703	2	2	2	1	1.0	1	1.0	0.0	1	0.5204	0.2602	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	EIF2AK4;SRP14
420	LOC129527096	3	1	0	0		0.93908	0.96187	8	7	8	9	0.32142857142857145	3	2.25	0.3333333333333333	3	0.0723936669767785	0.2588	1.0	8	1.0	1.0	2.6666666666666665	1.1428571428571428	1.0	16	7.0	2	0.0	0.0	APOL2;APOL3;APOL4;LOC109024811;LOC129527096;PP2D1;RAB5A
421	GCHFR	0	0	0	0		0.12662	0.14558	2	2	2	1	1.0	1	1.0	0.0	1	0.6484	0.3242	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	DNAJC17;GCHFR
422	PAQR5	1	0	0	0		0.13981	0.14801	2	2	2	1	1.0	1	1.0	0.0	1	0.502	0.251	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LOC134757257;PAQR5
423	LOC129526912	0	0	0	0		0.01029	0.01127	3	1	2	3	1.0	2	2.0	1.0	1	0.8211060628458468	0.5932	1.0	3	0.6666666666666666	1.0	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC129526912
424	IDH3A	2	1	0	0		0.13617	0.15208	2	2	2	1	1.0	1	1.0	0.0	1	1.0274	0.5137	1.0	1	2.0	2.0	2.0	1.0	1.0	21	21	2	0.0	0.0	ACSBG1;IDH3A
425	TM6SF1	2	1	0	0		0.12723	0.09847	2	2	2	1	1.0	1	1.0	0.0	1	1.2018	0.6009	1.0	1	2.0	2.0	2.0	1.0	1.0	8	8	2	0.0	0.0	HDGFL3;TM6SF1
426	LOC115930840	1	0	0	0		0.13106	0.13583	2	2	2	1	1.0	1	1.0	0.0	1	0.5594	0.2797	1.0	2	1.0	1.0	2.0	1.0	1.0	7	7	2	0.0	0.0	LOC101138066;LOC115930840
427	LOC101136124	0	0	0	0		0.01613	0.01343	2	1	2	1	1.0	1	1.0	0.0	1	0.293	0.1465	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC101136124
428	NFATC1	1	0	0	0		0.01366	0.01228	2	1	2	1	1.0	1	1.0	0.0	1	1.2402	0.6201	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	NFATC1
429	ZNF519	0	0	0	0		0.02155	0.02111	4	2	2	6	1.0	3	3.0	1.0	1	3.198712381313075	2.5183999999999997	1.0	1	2.0	4.0	2.0	1.0	2.0	129	129.0	2	0.0	0.0	LOC115931857;ZNF519
430	PSMG2	0	0	0	0		0.13469	0.14287	2	2	2	1	1.0	1	1.0	0.0	1	0.6002	0.3001	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	CEP76;PSMG2
431	RAB31	1	0	0	0		0.01038	0.00991	2	1	2	1	1.0	1	1.0	0.0	1	1.8708	0.9354	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	RAB31
432	MYL12B	1	0	0	0		0.13194	0.15231	2	2	2	1	1.0	1	1.0	0.0	1	0.5414	0.2707	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	LOC101127500;MYL12B
433	LOC101130401	0	0	0	0		0.00995	0.01006	3	1	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.1985869143412019	0.1522	1.0	3	1.0	1.0	3.0	3.0	1.0	0	0	0	0.0	0.0	LOC101130401
434	PDPR	2	1	0	0		0.61281	0.62165	4	3	4	3	0.5	2	1.5	0.0	2	0.22507955845649863	0.2525	1.0	3	1.3333333333333333	1.3333333333333333	2.0	1.3333333333333333	1.0	4	3.5	2	0.0	0.0	LOC115931054;PDPR;PSMD7
435	LOC129527724	1	0	0	0		0.17126	0.14169	4	4	4	6	1.0	3	3.0	1.0	1	2.0082231254496774	1.6872	1.0	1	4.0	4.0	4.0	1.0	1.0	6	6.0	3	0.0	0.0	LOC101127609;LOC101154433;LOC115930161;LOC129527724
436	LOC129527725	1	0	0	0		0.11672	0.1185	2	2	2	1	1.0	1	1.0	0.0	1	0.9542	0.4771	1.0	2	1.0	1.0	2.0	1.0	1.0	426	426	2	0.0	0.0	LOC115933369;LOC129527725
437	CHST6	1	0	0	0		0.13567	0.1529	2	2	2	1	1.0	1	1.0	0.0	1	1.0332	0.5166	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	CHST6;TMEM231
438	COTL1	1	0	0	0		0.01172	0.0104	2	1	2	1	1.0	1	1.0	0.0	1	1.5928	0.7964	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	COTL1
439	ZCCHC14	1	0	0	0		0.01194	0.01112	2	1	2	1	1.0	1	1.0	0.0	1	1.5502	0.7751	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	ZCCHC14
440	CTU2	1	0	0	0		0.13997	0.15208	2	2	2	1	1.0	1	1.0	0.0	1	0.3866	0.1933	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	CTU2;PIEZO1
441	ZC3H7A	1	0	0	0		0.12022	0.12192	3	3	3	3	1.0	2	2.0	1.0	1	2.895428011208968	1.9304	1.0	1	3.0	3.0	3.0	1.0	1.0	5	5	2	0.0	0.0	LOC101136971;LOC115932749;ZC3H7A
442	LOC134757427	1	0	0	0		0.01404	0.00838	6	3	3	15	1.0	5	5.0	1.0	3	1.6631966136693503	2.0907	1.0	3	1.0	2.0	1.0	1.0	2.0	345	345.0	2	0.0	0.0	LOC129527626;LOC134757427;LOC134757432
443	LOC134757427	2	1	0	0		0.91969	0.92527	6	6	6	6	0.4	3	2.0	0.3888888888888889	2	0.1336975645155084	0.2941	1.0	4	1.5	1.5	3.0	1.0	1.0	7	6.0	2	0.0	0.0	LOC101131561;LOC101136480;LOC115933250;LOC115933349;LOC129527620;LOC134757427
444	LOC101130854	2	1	1	0		0.21157	0.12944	3	3	3	3	1.0	2	2.0	1.0	1	0.9415899815738135	0.6294	1.0	2	1.5	1.5	3.0	1.0	1.0	497	426	2	0.0	0.0	LOC101130854;LOC115932779;LOC115932992
445	SMG1	1	0	0	0		0.08456	0.05838	5	4	5	10	1.0	4	4.0	1.0	1	1.000988864609433	0.8776	1.0	5	1.0	1.0	5.0	1.25	1.0	426	215.5	2	0.0	0.0	LOC101135276;LOC115931069;LOC129527586;SMG1
446	KNOP1	1	0	0	0		0.01245	0.0111	2	1	2	1	1.0	1	1.0	0.0	1	1.4542	0.7271	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	KNOP1
447	CDR2	2	1	0	0		0.63989	0.50635	4	4	4	4	0.6666666666666666	3	2.0	0.5833333333333334	1	0.3094814095628777	0.3045	1.0	4	1.0	1.0	4.0	1.0	1.0	497	251.0	2	0.0	0.0	CDR2;LOC101131923;LOC101142371;RRN3
448	KDM8	1	0	1	0		0.0946	0.10857	2	2	2	1	1.0	1	1.0	0.0	1	1.9994	0.9997	1.0	1	2.0	2.0	2.0	1.0	1.0	194	194	2	0.0	0.0	KDM8;LOC129523519
449	LOC129527614	1	0	1	0		0.09298	0.09319	2	2	2	1	1.0	1	1.0	0.0	1	2.0	1.0	1.0	1	2.0	2.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC101123970;LOC129527614
450	MYH11	1	0	0	0		0.11163	0.11785	2	2	2	1	1.0	1	1.0	0.0	1	0.9734	0.4867	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	MYH11;MYH9
451	LOC101150079	1	0	0	0		0.12931	0.1522	2	2	2	1	1.0	1	1.0	0.0	1	1.2714	0.6357	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	BFAR;LOC101150079
452	SNX29	2	1	0	0		0.25443	0.23561	3	2	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.27397544924780376	0.21	1.0	3	1.0	1.0	3.0	1.5	1.0	0	0	0	0.0	0.0	GSPT2;SNX29
453	LOC129527341	1	0	0	0		0.13183	0.15544	2	2	2	1	1.0	1	1.0	0.0	1	1.2212	0.6106	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LOC115933144;LOC129527341
454	LOC115931067	1	0	1	0		0.09296	0.0932	2	2	2	1	1.0	1	1.0	0.0	1	2.0	1.0	1.0	1	2.0	2.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC115931067;LOC134757486
455	STUB1	2	1	0	0		0.12749	0.13281	2	2	2	1	1.0	1	1.0	0.0	1	0.6306	0.3153	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	JMJD8;STUB1
456	MLST8	1	0	0	0		0.13692	0.14815	2	2	2	1	1.0	1	1.0	0.0	1	0.4494	0.2247	1.0	2	1.0	1.0	2.0	1.0	1.0	27	27	2	0.0	0.0	BRICD5;MLST8
457	LOC134757436	0	0	0	0		0.10092	0.07515	2	2	2	1	1.0	1	1.0	0.0	1	1.7944	0.8972	1.0	1	2.0	2.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC134757436;LOC134757438
