gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	up_aln_frac	up_id	down_aln_frac	down_id	max_flank_aln_frac	min_flank_aln_frac	mean_flank_aln_frac	best_flank_id
ZNF180	ZNF606	0	truthbar	0.1371	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF180	ZNF615	0	truthbar	0.1320	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF180	ZNF782	0	truthbar	0.1628	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF181	ZNF333	0	truthbar	0.1399	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF181	ZNF879	0	truthbar	0.1999	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF26	0	truthbar	0.2923	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF260	0	truthbar	0.2449	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF268	0	truthbar	0.2906	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF287	0	truthbar	0.3251	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF300	0	truthbar	0.1787	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF334	0	truthbar	0.2429	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF33B	0	truthbar	0.3588	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF41	0	truthbar	0.2701	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF432	0	truthbar	0.1635	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF487	0	genuine	0.1789	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF567	0	truthbar	0.3296	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF568	0	truthbar	0.2006	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF585A	0	truthbar	0.2698	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF585B	0	truthbar	0.2646	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF605	0	truthbar	0.1708	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF606	0	truthbar	0.2533	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF615	0	truthbar	0.1568	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF624	0	truthbar	0.2025	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF649	0	truthbar	0.2011	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF674	0	truthbar	0.2334	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF717	0	truthbar	0.3229	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF782	0	truthbar	0.3091	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF81	0	truthbar	0.3526	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF84	0	truthbar	0.3363	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF182	ZNF883	0	truthbar	0.2224	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF283	0	truthbar	0.2049	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF30	0	truthbar	0.1902	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF329	0	truthbar	0.2257	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF420	0	truthbar	0.4039	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF471	0	truthbar	0.1510	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF540	0	truthbar	0.1655	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF565	0	truthbar	0.1438	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF571	0	truthbar	0.1842	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF573	0	truthbar	0.2396	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF583	0	truthbar	0.1590	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF665	0	truthbar	0.2683	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF780A	0	truthbar	0.1355	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF184	ZNF780B	0	truthbar	0.1413	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF189	ZNF30	0	truthbar	0.1570	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF189	ZNF420	0	truthbar	0.2338	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF189	ZNF546	0	truthbar	0.1782	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF189	ZNF565	0	truthbar	0.1540	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF189	ZNF571	0	truthbar	0.1970	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF189	ZNF780B	0	truthbar	0.1654	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF189	ZNF790	0	truthbar	0.1518	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF19	ZNF23	0	truthbar	0.1680	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF19	ZNF557	0	truthbar	0.1569	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF19	ZNF558	0	truthbar	0.2314	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF254	0	truthbar	0.2235	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF273	0	truthbar	0.2638	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF28	0	truthbar	0.2053	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF347	0	truthbar	0.1961	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF415	0	truthbar	0.1541	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF429	0	truthbar	0.3916	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF43	0	truthbar	0.2601	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF430	0	truthbar	0.2299	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF468	0	truthbar	0.1484	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF519	0	truthbar	0.1642	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF595	0	truthbar	0.2615	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF600	0	truthbar	0.1650	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF611	0	truthbar	0.1579	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF616	0	truthbar	0.2241	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF675	0	truthbar	0.3887	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF678	0	truthbar	0.2644	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF680	0	truthbar	0.1714	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF681	0	truthbar	0.2142	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF682	0	truthbar	0.2022	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF695	0	truthbar	0.2275	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF721	0	truthbar	0.2616	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF723	0	truthbar	0.1585	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF83	0	truthbar	0.1657	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF836	0	truthbar	0.2644	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF841	0	truthbar	0.2407	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF195	ZNF91	0	truthbar	0.2367	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF197	ZNF594	0	truthbar	0.1479	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF197	ZNF660	0	genuine	0.2236	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF197	ZNF699	0	truthbar	0.1670	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF197	ZSCAN2	0	truthbar	0.1538	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF2	ZNF554	0	truthbar	0.1507	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF2	ZNF879	0	truthbar	0.2312	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF205	ZNF497	0	genuine	0.3342	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF205	ZNF629	0	genuine	0.1973	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF205	ZNF672	0	genuine	0.2496	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF205	ZNF697	0	genuine	0.1912	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF205	ZNF71	0	truthbar	0.2773	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF205	ZNF74	0	truthbar	0.2959	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF214	ZNF235	0	truthbar	0.1986	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF222	0	truthbar	0.3479	0.5443	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF224	0	truthbar	0.5431	0.5421	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF225	0	truthbar	0.4890	0.4733	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF229	0	truthbar	0.1828	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF230	0	truthbar	0.2235	0.2921	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF233	0	truthbar	0.1683	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF234	0	truthbar	0.3517	0.3032	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF235	0	truthbar	0.1627	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF284	0	truthbar	0.4171	0.4721	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF221	ZNF45	0	truthbar	0.1575	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF224	0	truthbar	0.5425	0.5569	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF225	0	truthbar	0.5425	0.5257	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF229	0	genuine	0.1317	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF230	0	truthbar	0.7228	0.8557	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF233	0	truthbar	0.1431	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF234	0	truthbar	0.5665	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF235	0	truthbar	0.2317	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF222	ZNF284	0	truthbar	0.3479	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF225	0	truthbar	0.3660	0.4780	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF229	0	truthbar	0.1340	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF233	0	truthbar	0.1551	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF234	0	truthbar	0.2768	0.2663	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF235	0	truthbar	0.2167	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF239	0	genuine	0.1412	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF284	0	truthbar	0.3126	0.3831	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF224	ZNF45	0	truthbar	0.2643	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF225	ZNF230	0	truthbar	0.1583	0.2164	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF225	ZNF233	0	truthbar	0.1916	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF225	ZNF234	0	truthbar	0.2604	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF225	ZNF235	0	truthbar	0.1537	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF225	ZNF284	0	truthbar	0.2199	0.3464	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF225	ZNF45	0	truthbar	0.3005	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF229	ZNF233	0	truthbar	0.1302	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF229	ZNF235	0	truthbar	0.1851	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF229	ZNF239	0	genuine	0.2617	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF229	ZNF285	0	truthbar	0.1619	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF23	ZNF619	0	truthbar	0.2875	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF230	ZNF234	0	truthbar	0.2336	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF230	ZNF235	0	truthbar	0.1335	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF230	ZNF284	0	truthbar	0.1386	0.2161	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF230	ZNF45	0	truthbar	0.1355	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF232	ZNF274	0	truthbar	0.1453	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF232	ZNF397	0	truthbar	0.1690	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF232	ZNF502	0	genuine	0.1486	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF232	ZSCAN12	0	truthbar	0.1808	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF233	ZNF234	0	truthbar	0.2059	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF233	ZNF235	0	truthbar	0.1913	0.0000	4	0	NA	NA	0.069200	1.000000	0.069200	0.069200	0.069200	1.000000
ZNF233	ZNF285	0	truthbar	0.1431	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF233	ZNF45	0	truthbar	0.1477	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF234	ZNF235	0	truthbar	0.1667	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF234	ZNF284	0	truthbar	0.1625	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF234	ZNF45	0	truthbar	0.2385	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF235	ZNF239	0	truthbar	0.1692	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF235	ZNF284	0	truthbar	0.2474	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF235	ZNF45	0	truthbar	0.3294	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF25	ZNF33B	0	truthbar	0.1760	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF25	ZNF510	0	truthbar	0.1924	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF25	ZNF568	0	truthbar	0.1794	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF25	ZNF717	0	truthbar	0.1588	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF250	ZNF251	0	truthbar	0.1621	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF250	ZNF3	0	truthbar	0.1608	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF250	ZNF34	0	truthbar	0.2098	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF251	ZNF3	0	truthbar	0.2210	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF251	ZNF34	0	truthbar	0.2945	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF251	ZNF544	0	truthbar	0.1520	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF251	ZNF623	0	truthbar	0.2901	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF251	ZNF70	0	truthbar	0.1762	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF267	0	truthbar	0.1938	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF273	0	truthbar	0.4696	0.3326	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF28	0	genuine	0.3206	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF429	0	truthbar	0.7925	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF43	0	truthbar	0.4530	0.5024	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF430	0	truthbar	0.3937	0.4878	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF480	0	truthbar	0.1313	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF486	0	truthbar	0.2943	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF506	0	truthbar	0.2503	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF519	0	truthbar	0.3277	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF528	0	truthbar	0.1433	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF578	0	truthbar	0.1626	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF595	0	truthbar	0.4315	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF600	0	truthbar	0.2026	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF611	0	truthbar	0.2475	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF626	0	truthbar	0.4025	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF675	0	truthbar	0.5300	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF678	0	truthbar	0.3313	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF680	0	truthbar	0.3290	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF681	0	truthbar	0.3734	0.5081	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF682	0	truthbar	0.3243	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF695	0	truthbar	0.3126	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF721	0	truthbar	0.3594	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF723	0	truthbar	0.3718	0.6723	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF727	0	truthbar	0.2234	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF736	0	truthbar	0.2355	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF761	0	truthbar	0.3324	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF813	0	truthbar	0.3101	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	ZNF91	0	truthbar	0.4771	0.8313	4	0	0.557400	0.683589	0.309200	0.840811	0.557400	0.309200	0.433300	0.683589
ZNF254	ZNF92	0	truthbar	0.3409	0.6068	4	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF304	0	truthbar	0.2087	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF416	0	truthbar	0.3223	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF418	0	truthbar	0.2071	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF547	0	truthbar	0.2004	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF548	0	truthbar	0.3475	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF549	0	truthbar	0.1809	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF551	0	truthbar	0.3848	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF671	0	truthbar	0.2217	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF776	0	truthbar	0.1770	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF256	ZNF792	0	truthbar	0.1983	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF260	0	truthbar	0.1620	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF268	0	truthbar	0.2180	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF302	0	truthbar	0.1505	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF484	0	genuine	0.2396	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF568	0	truthbar	0.1800	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF585A	0	truthbar	0.1474	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF585B	0	truthbar	0.2050	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF605	0	truthbar	0.1646	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF613	0	truthbar	0.2251	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF649	0	truthbar	0.1883	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF26	ZNF674	0	truthbar	0.1723	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF334	0	truthbar	0.1356	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF33B	0	genuine	0.1584	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF354A	0	truthbar	0.2589	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF354B	0	truthbar	0.1487	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF487	0	genuine	0.1453	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF527	0	truthbar	0.1615	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF565	0	truthbar	0.1778	0.1533	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF567	0	truthbar	0.2304	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF568	0	truthbar	0.1667	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF569	0	truthbar	0.1624	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF585A	0	truthbar	0.2137	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF585B	0	truthbar	0.2033	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF605	0	truthbar	0.1659	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF624	0	genuine	0.2000	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF674	0	truthbar	0.2032	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF717	0	genuine	0.1808	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF260	ZNF883	0	truthbar	0.2206	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF263	ZNF394	0	truthbar	0.1353	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF263	ZSCAN30	0	truthbar	0.1407	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF264	ZNF460	0	truthbar	0.1343	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF264	ZNF543	0	truthbar	0.4023	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF264	ZNF550	0	truthbar	0.2186	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF264	ZNF805	0	truthbar	0.3556	0.4780	3	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF283	0	truthbar	0.2461	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF30	0	truthbar	0.1633	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF420	0	truthbar	0.1717	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF546	0	truthbar	0.1911	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF560	0	truthbar	0.2060	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF571	0	truthbar	0.2236	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF573	0	truthbar	0.2659	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF596	0	truthbar	0.1399	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF790	0	truthbar	0.1562	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ZNF266	ZNF829	0	truthbar	0.2401	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
