gene_a	gene_b	class	cls	core	aln_frac	all_isoform_alnfrac	gga_score	exon_hom	junc_conc	shared_path	n_exon_match	n_iso_a	n_iso_b
ZNF415	ZNF766	truthbar-FP	truthbar	0.4851	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	33	16
ZNF415	ZNF808	truthbar-FP	truthbar	0.2547	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	33	20
ZNF415	ZNF813	truthbar-FP	truthbar	0.1449	0.0000	1.0000	0.0147	0.0094	0.0000	0.0400	5	33	8
ZNF415	ZNF83	truthbar-FP	truthbar	0.2105	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	33	19
ZNF415	ZNF836	truthbar-FP	truthbar	0.1376	0.0000	1.0000	0.0000	0.0000		0.0000	0	33	25
ZNF415	ZNF841	truthbar-FP	truthbar	0.3058	0.0000	1.0000	0.0000	0.0000		0.0000	0	33	25
ZNF415	ZNF888	truthbar-FP	truthbar	0.1875	0.0000	1.0000	0.0110	0.0021	0.0000	0.0400	12	33	13
ZNF415	ZNF91	genuine-FP	genuine	0.2490	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	33	25
ZNF415	ZNF92	truthbar-FP	truthbar	0.4686	0.0000	1.0000	0.0000	0.0000		0.0000	0	33	40
ZNF416	ZNF418	truthbar-FP	truthbar	0.1458	0.0000	1.0000	0.3576	0.4219	0.4667	0.1200	11	10	10
ZNF416	ZNF548	truthbar-FP	truthbar	0.2362	0.0000	1.0000	0.5356	0.7612	0.5000	0.1200	20	10	11
ZNF416	ZNF551	truthbar-FP	truthbar	0.3126	0.0000	1.0000	0.5088	0.6909	0.5333	0.1200	17	10	8
ZNF416	ZNF586	truthbar-FP	truthbar	0.1419	0.0000	1.0000	0.3732	0.5449	0.2667	0.1364	11	10	8
ZNF416	ZNF671	truthbar-FP	truthbar	0.2111	0.0000	1.0000	0.4177	0.6035	0.3333	0.1304	11	10	8
ZNF416	ZNF792	truthbar-FP	truthbar	0.2329	0.0000	1.0000	0.4240	0.6261	0.3636	0.0800	14	10	14
ZNF418	ZNF548	truthbar-FP	truthbar	0.2328	0.0000	1.0000	0.3710	0.5035	0.3571	0.1200	15	10	11
ZNF418	ZNF551	truthbar-FP	truthbar	0.1493	0.0000	1.0000	0.4774	0.6948	0.4000	0.1200	15	10	8
ZNF418	ZNF552	truthbar-FP	truthbar	0.1507	0.2601	1.0000	0.3318	0.5695	0.0769	0.1111	11	10	6
ZNF418	ZNF586	truthbar-FP	truthbar	0.1432	0.0000	1.0000	0.4962	0.7576	0.3333	0.1364	15	10	8
ZNF418	ZNF671	truthbar-FP	truthbar	0.1453	0.0000	1.0000	0.4861	0.7069	0.4000	0.1304	15	10	8
ZNF418	ZNF776	truthbar-FP	truthbar	0.1947	0.0000	1.0000	0.4481	0.7029	0.2667	0.1200	17	10	8
ZNF418	ZNF792	truthbar-FP	truthbar	0.2585	0.0000	1.0000	0.4474	0.6530	0.3636	0.1200	13	10	14
ZNF420	ZNF461	truthbar-FP	truthbar	0.2511	0.0000	1.0000	0.6189	0.8977	0.6000	0.0800	18	15	11
ZNF420	ZNF471	truthbar-FP	truthbar	0.1867	0.0000	1.0000	0.1677	0.3153	0.0000	0.0400	4	15	8
ZNF420	ZNF529	truthbar-FP	truthbar	0.1471	0.0000	1.0000	0.4209	0.8217	0.0000	0.0400	13	15	8
ZNF420	ZNF540	truthbar-FP	truthbar	0.2909	0.0000	1.0000	0.2333	0.4416	0.0000	0.0500	3	15	5
ZNF420	ZNF546	truthbar-FP	truthbar	0.4311	0.0000	1.0000	0.2585	0.4969	0.0000	0.0400	9	15	12
ZNF420	ZNF560	truthbar-FP	truthbar	0.1446	0.0000	1.0000	0.2644	0.5088	0.0000	0.0400	13	15	8
ZNF420	ZNF565	truthbar-FP	truthbar	0.3904	0.0000	1.0000	0.4568	0.6236	0.5000	0.0800	13	15	18
ZNF420	ZNF566	genuine-FP	genuine	0.2589	0.0000	1.0000	0.3695	0.7190	0.0000	0.0400	11	15	8
ZNF420	ZNF571	truthbar-FP	truthbar	0.3873	0.0000	1.0000	0.2262	0.4325	0.0000	0.0400	5	15	9
ZNF420	ZNF573	truthbar-FP	truthbar	0.3330	0.0000	1.0000	0.2070	0.3939	0.0000	0.0400	5	15	10
ZNF420	ZNF582	truthbar-FP	truthbar	0.2849	0.0000	1.0000	0.1223	0.2247	0.0000	0.0400	2	15	8
ZNF420	ZNF583	truthbar-FP	truthbar	0.2245	0.0000	1.0000	0.0712	0.1225	0.0000	0.0400	1	15	8
ZNF420	ZNF607	truthbar-FP	truthbar	0.1927	0.0000	1.0000	0.0925	0.1651	0.0000	0.0400	3	15	8
ZNF420	ZNF665	truthbar-FP	truthbar	0.4081	0.0000	1.0000	0.1724	0.3248	0.0000	0.0400	3	15	8
ZNF420	ZNF780A	truthbar-FP	truthbar	0.3711	0.0000	1.0000	0.1593	0.2986	0.0000	0.0400	2	15	8
ZNF420	ZNF780B	truthbar-FP	truthbar	0.2630	0.0000	1.0000	0.1219	0.2238	0.0000	0.0400	2	15	7
ZNF420	ZNF790	truthbar-FP	truthbar	0.3829	0.0000	1.0000	0.3297	0.4694	0.3000	0.0800	10	15	14
ZNF420	ZNF829	truthbar-FP	truthbar	0.2619	0.0000	1.0000	0.2591	0.4281	0.1000	0.0800	7	15	11
ZNF426	ZNF433	truthbar-FP	truthbar	0.1735	0.0000	1.0000	0.4012	0.7825	0.0000	0.0400	8	8	13
ZNF426	ZNF791	truthbar-FP	truthbar	0.1463	0.0000	1.0000	0.1774	0.2781	0.0625	0.0909	10	8	6
ZNF429	ZNF43	truthbar-FP	truthbar	0.3267	0.8017	1.0000	0.5378	0.7867		0.0400	18	36	26
ZNF429	ZNF430	truthbar-FP	truthbar	0.6199	0.4376	1.0000	0.6379	0.9369		0.0400	22	36	32
ZNF429	ZNF486	truthbar-FP	truthbar	0.3642	0.0000	1.0000	0.5350	0.7826		0.0400	18	36	32
ZNF429	ZNF506	truthbar-FP	truthbar	0.5232	0.0000	1.0000	0.5354	0.7831		0.0400	18	36	34
ZNF429	ZNF519	truthbar-FP	truthbar	0.4114	0.0000	1.0000	0.4234	0.6150		0.0400	17	36	36
ZNF429	ZNF528	truthbar-FP	truthbar	0.2218	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	15	36	15
ZNF429	ZNF595	truthbar-FP	truthbar	0.6328	0.0000	1.0000	0.3752	0.5428		0.0400	15	36	46
ZNF429	ZNF600	truthbar-FP	truthbar	0.1450	0.0000	1.0000	0.1832	0.3464	0.0000	0.0400	7	36	23
ZNF429	ZNF616	truthbar-FP	truthbar	0.2283	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	36	16
ZNF429	ZNF626	truthbar-FP	truthbar	0.5808	0.3953	1.0000	0.4778	0.6967		0.0400	17	36	29
ZNF429	ZNF675	truthbar-FP	truthbar	0.6203	0.3958	1.0000	0.2843	0.5486	0.0000	0.0400	11	36	20
ZNF429	ZNF678	truthbar-FP	truthbar	0.5509	0.0000	1.0000	0.3713	0.5369		0.0400	12	36	44
ZNF429	ZNF680	truthbar-FP	truthbar	0.6549	0.0000	1.0000	0.4851	0.7076		0.0400	16	36	38
ZNF429	ZNF681	truthbar-FP	truthbar	0.6940	0.7446	1.0000	0.3341	0.6482	0.0000	0.0400	11	36	17
ZNF429	ZNF682	truthbar-FP	truthbar	0.5821	0.0000	1.0000	0.4944	0.7216		0.0400	18	36	36
ZNF429	ZNF695	truthbar-FP	truthbar	0.6093	0.0000	1.0000	0.3309	0.4764		0.0400	13	36	42
ZNF429	ZNF721	truthbar-FP	truthbar	0.3173	0.0000	1.0000	0.3932	0.5698		0.0400	13	36	46
ZNF429	ZNF723	truthbar-FP	truthbar	0.5992	0.4376	1.0000	0.2756	0.5312	0.0000	0.0400	6	36	14
ZNF429	ZNF727	truthbar-FP	truthbar	0.2885	0.0000	1.0000	0.4237	0.6156		0.0400	15	36	36
ZNF429	ZNF736	truthbar-FP	truthbar	0.3378	0.0000	1.0000	0.3811	0.5516		0.0400	12	36	30
ZNF429	ZNF766	truthbar-FP	truthbar	0.1454	0.0000	1.0000	0.1961	0.3722	0.0000	0.0400	5	36	16
ZNF429	ZNF808	truthbar-FP	truthbar	0.1417	0.0000	1.0000	0.1641	0.3082	0.0000	0.0400	5	36	20
ZNF429	ZNF83	truthbar-FP	truthbar	0.2668	0.0000	1.0000	0.1589	0.2979	0.0000	0.0400	5	36	19
ZNF429	ZNF836	truthbar-FP	truthbar	0.1590	0.0000	1.0000	0.2021	0.2832		0.0400	8	36	25
ZNF429	ZNF841	truthbar-FP	truthbar	0.1500	0.0000	1.0000	0.1996	0.2794		0.0400	8	36	25
ZNF429	ZNF91	truthbar-FP	truthbar	0.2196	0.8672	1.0000	0.1355	0.2511	0.0000	0.0400	8	36	25
ZNF429	ZNF92	truthbar-FP	truthbar	0.6038	0.7285	1.0000	0.3223	0.4635		0.0400	11	36	40
ZNF43	ZNF430	truthbar-FP	truthbar	0.3768	0.4653	1.0000	0.5400	0.7900		0.0400	18	26	32
ZNF43	ZNF486	truthbar-FP	truthbar	0.2580	0.5271	1.0000	0.4901	0.7151		0.0400	16	26	32
ZNF43	ZNF506	truthbar-FP	truthbar	0.2428	0.0000	1.0000	0.4687	0.6831		0.0400	15	26	34
ZNF43	ZNF519	truthbar-FP	truthbar	0.3606	0.0000	1.0000	0.4712	0.6868		0.0400	16	26	36
ZNF43	ZNF595	truthbar-FP	truthbar	0.4494	0.0000	1.0000	0.4289	0.6233		0.0400	14	26	46
ZNF43	ZNF600	truthbar-FP	truthbar	0.2536	0.0000	1.0000	0.0930	0.1659	0.0000	0.0400	4	26	23
ZNF43	ZNF611	truthbar-FP	truthbar	0.1367	0.0000	1.0000	0.0638	0.1076	0.0000	0.0400	2	26	19
ZNF43	ZNF626	truthbar-FP	truthbar	0.2971	0.3529	1.0000	0.4911	0.7166		0.0400	16	26	29
ZNF43	ZNF675	truthbar-FP	truthbar	0.2171	0.8079	1.0000	0.2890	0.5580	0.0000	0.0400	12	26	20
ZNF43	ZNF678	truthbar-FP	truthbar	0.2990	0.0000	1.0000	0.3807	0.5510		0.0400	12	26	44
ZNF43	ZNF681	truthbar-FP	truthbar	0.3526	0.5346	1.0000	0.2779	0.5357	0.0000	0.0400	10	26	17
ZNF43	ZNF682	truthbar-FP	truthbar	0.2795	0.0000	1.0000	0.4721	0.6881		0.0400	15	26	36
ZNF43	ZNF695	truthbar-FP	truthbar	0.2817	0.0000	1.0000	0.3472	0.5008		0.0400	12	26	42
ZNF43	ZNF721	truthbar-FP	truthbar	0.4446	0.0000	1.0000	0.4495	0.6543		0.0400	14	26	46
ZNF43	ZNF723	truthbar-FP	truthbar	0.2703	0.4862	1.0000	0.3400	0.6600	0.0000	0.0400	9	26	14
ZNF43	ZNF727	truthbar-FP	truthbar	0.2030	0.0000	1.0000	0.4157	0.6035		0.0400	14	26	36
ZNF43	ZNF736	truthbar-FP	truthbar	0.2909	0.0000	1.0000	0.3618	0.5227		0.0400	12	26	30
ZNF43	ZNF813	truthbar-FP	truthbar	0.2335	0.0000	1.0000	0.0147	0.0094	0.0000	0.0400	2	26	8
ZNF43	ZNF83	truthbar-FP	truthbar	0.2054	0.0000	1.0000	0.0909	0.1618	0.0000	0.0400	3	26	19
ZNF43	ZNF91	truthbar-FP	truthbar	0.4695	0.5895	1.0000	0.1916	0.3633	0.0000	0.0400	8	26	25
ZNF43	ZNF92	truthbar-FP	truthbar	0.2444	0.4608	1.0000	0.2880	0.4121		0.0400	10	26	40
ZNF430	ZNF486	truthbar-FP	truthbar	0.2596	0.0000	1.0000	0.5795	0.8492		0.0400	21	32	32
ZNF430	ZNF506	truthbar-FP	truthbar	0.2421	0.0000	1.0000	0.5256	0.7683		0.0400	19	32	34
ZNF430	ZNF519	truthbar-FP	truthbar	0.2797	0.0000	1.0000	0.3999	0.5798		0.0400	17	32	36
ZNF430	ZNF595	truthbar-FP	truthbar	0.3848	0.0000	1.0000	0.3550	0.5125		0.0400	15	32	46
ZNF430	ZNF611	truthbar-FP	truthbar	0.2306	0.0000	1.0000	0.1247	0.2294	0.0000	0.0400	3	32	19
ZNF430	ZNF626	truthbar-FP	truthbar	0.3987	0.3010	1.0000	0.5238	0.7657		0.0400	20	32	29
ZNF430	ZNF675	truthbar-FP	truthbar	0.4886	0.7289	1.0000	0.2627	0.5054	0.0000	0.0400	11	32	20
ZNF430	ZNF678	truthbar-FP	truthbar	0.2770	0.0000	1.0000	0.4230	0.6145		0.0400	14	32	44
ZNF430	ZNF680	truthbar-FP	truthbar	0.3871	0.3982	1.0000	0.4794	0.6991		0.0400	17	32	38
ZNF430	ZNF681	truthbar-FP	truthbar	0.3340	0.4921	1.0000	0.2779	0.5358	0.0000	0.0400	10	32	17
ZNF430	ZNF682	truthbar-FP	truthbar	0.4147	0.0000	1.0000	0.4928	0.7192		0.0400	18	32	36
ZNF430	ZNF695	truthbar-FP	truthbar	0.3826	0.0000	1.0000	0.3208	0.4611		0.0400	14	32	42
ZNF430	ZNF721	truthbar-FP	truthbar	0.2830	0.0000	1.0000	0.4456	0.6484		0.0400	15	32	46
ZNF430	ZNF723	truthbar-FP	truthbar	0.6019	0.8687	1.0000	0.2756	0.5312	0.0000	0.0400	7	32	14
ZNF430	ZNF727	truthbar-FP	truthbar	0.2273	0.0000	1.0000	0.4486	0.6530		0.0400	17	32	36
ZNF430	ZNF736	truthbar-FP	truthbar	0.2233	0.0000	1.0000	0.4268	0.6202		0.0400	15	32	30
ZNF430	ZNF841	truthbar-FP	truthbar	0.1834	0.0000	1.0000	0.1525	0.2088		0.0400	7	32	25
ZNF430	ZNF91	genuine-FP	genuine	0.2249	0.5117	1.0000	0.1167	0.2134	0.0000	0.0400	8	32	25
ZNF430	ZNF92	truthbar-FP	truthbar	0.4020	0.4726	1.0000	0.3464	0.4996		0.0400	12	32	40
ZNF432	ZNF567	truthbar-FP	truthbar	0.3607	0.0000	1.0000	0.6177	0.9421	0.4667	0.1200	20	8	10
ZNF432	ZNF585B	truthbar-FP	truthbar	0.1566	0.0000	1.0000	0.0145	0.0090	0.0000	0.0400	2	8	18
ZNF432	ZNF605	truthbar-FP	truthbar	0.1893	0.0000	1.0000	0.0145	0.0090	0.0000	0.0400	2	8	20
ZNF432	ZNF613	truthbar-FP	truthbar	0.2519	0.0000	1.0000	0.0946	0.1692	0.0000	0.0400	4	8	8
ZNF432	ZNF614	truthbar-FP	truthbar	0.1674	0.0000	1.0000	0.1203	0.2168	0.0000	0.0476	4	8	4
ZNF432	ZNF615	truthbar-FP	truthbar	0.3161	0.0000	1.0000	0.3127	0.6054	0.0000	0.0400	4	8	8
ZNF432	ZNF717	truthbar-FP	truthbar	0.2380	0.0000	0.0000	0.2762	0.5246	0.0000	0.0556	4	8	5
ZNF433	ZNF440	truthbar-FP	truthbar	0.2239	0.0000	1.0000	0.5293	0.7004	0.6364	0.0800	19	13	15
ZNF433	ZNF441	truthbar-FP	truthbar	0.2026	0.0000	1.0000	0.5096	0.9358	0.0833	0.0833	13	13	7
ZNF433	ZNF443	truthbar-FP	truthbar	0.4252	0.0000	1.0000	0.4773	0.8729	0.0833	0.0800	16	13	8
ZNF433	ZNF490	truthbar-FP	truthbar	0.1688	0.0000	1.0000	0.5065	0.9314	0.0833	0.0800	14	13	7
ZNF433	ZNF563	truthbar-FP	truthbar	0.2077	0.0000	1.0000	0.4724	0.8631	0.0833	0.0800	16	13	8
ZNF433	ZNF564	truthbar-FP	truthbar	0.2440	0.0000	1.0000	0.5167	0.9517	0.0833	0.0800	16	13	8
ZNF433	ZNF627	truthbar-FP	truthbar	0.3205	0.0000	1.0000	0.3338	0.5561	0.1429	0.0800	13	13	19
ZNF433	ZNF669	genuine-FP	genuine	0.2838	0.0000	1.0000	0.3189	0.6178	0.0000	0.0400	10	13	22
ZNF433	ZNF670	genuine-FP	genuine	0.1897	0.0000	1.0000	0.0924	0.1631	0.0000	0.0435	9	13	7
ZNF433	ZNF77	truthbar-FP	truthbar	0.4678	0.0000	0.3306	0.3752	0.7146	0.0000	0.0714	11	13	5
ZNF433	ZNF791	truthbar-FP	truthbar	0.2085	0.0000	1.0000	0.4602	0.8333	0.0833	0.0909	6	13	6
ZNF433	ZNF799	truthbar-FP	truthbar	0.3132	0.0000	1.0000	0.4281	0.7746	0.0833	0.0800	5	13	8
ZNF433	ZNF823	truthbar-FP	truthbar	0.2922	0.0000	1.0000	0.4726	0.7386	0.3333	0.0800	12	13	24
ZNF440	ZNF443	truthbar-FP	truthbar	0.2227	0.0000	1.0000	0.2686	0.4517	0.0909	0.0800	13	15	8
ZNF440	ZNF563	truthbar-FP	truthbar	0.2506	0.0000	1.0000	0.3379	0.5903	0.0909	0.0800	13	15	8
ZNF440	ZNF564	truthbar-FP	truthbar	0.2785	0.0000	1.0000	0.2374	0.3894	0.0909	0.0800	13	15	8
ZNF440	ZNF57	truthbar-FP	truthbar	0.1486	0.0000	1.0000	0.2093	0.3829	0.0000	0.0714	2	15	6
ZNF440	ZNF627	truthbar-FP	truthbar	0.3413	0.0000	1.0000	0.5105	0.7667	0.4286	0.0800	18	15	19
ZNF440	ZNF669	truthbar-FP	truthbar	0.1939	0.0000	1.0000	0.4964	0.8279	0.2500	0.0800	16	15	22
ZNF440	ZNF77	truthbar-FP	truthbar	0.1518	0.0000	0.3306	0.0340	0.0323	0.0000	0.0714	9	15	5
ZNF440	ZNF791	truthbar-FP	truthbar	0.1632	0.0000	1.0000	0.2199	0.3489	0.0909	0.0909	4	15	6
ZNF440	ZNF799	truthbar-FP	truthbar	0.1397	0.0000	1.0000	0.0924	0.0994	0.0909	0.0800	3	15	8
ZNF440	ZNF823	truthbar-FP	truthbar	0.3322	0.0000	1.0000	0.4335	0.8471	0.0000	0.0400	12	15	24
ZNF441	ZNF443	truthbar-FP	truthbar	0.1942	0.0000	1.0000	0.3993	0.6686	0.1765	0.0833	14	7	8
ZNF441	ZNF791	truthbar-FP	truthbar	0.1999	0.0000	1.0000	0.3157	0.3934	0.2941	0.1818	13	7	6
ZNF441	ZNF823	truthbar-FP	truthbar	0.1698	0.0000	1.0000	0.4633	0.9057	0.0000	0.0417	8	7	24
ZNF443	ZNF490	truthbar-FP	truthbar	0.2896	0.0000	1.0000	0.6220	0.9582	0.4118	0.1600	21	8	7
ZNF443	ZNF563	truthbar-FP	truthbar	0.2929	0.5141	1.0000	0.7223	0.9823	0.7647	0.1600	23	8	8
ZNF443	ZNF564	truthbar-FP	truthbar	0.2340	0.0000	1.0000	0.7606	1.0000	0.8824	0.1600	25	8	8
ZNF443	ZNF57	truthbar-FP	truthbar	0.1457	0.0000	1.0000	0.5006	0.8880	0.0833	0.1429	9	8	6
ZNF443	ZNF627	truthbar-FP	truthbar	0.2022	0.0000	1.0000	0.3691	0.7182	0.0000	0.0400	12	8	19
ZNF443	ZNF669	genuine-FP	genuine	0.2427	0.0000	1.0000	0.3540	0.6879	0.0000	0.0400	8	8	22
ZNF443	ZNF670	truthbar-FP	truthbar	0.1900	0.0000	1.0000	0.1640	0.3063	0.0000	0.0435	13	8	7
ZNF443	ZNF791	truthbar-FP	truthbar	0.2575	0.0000	1.0000	0.5176	0.8721	0.2353	0.0909	16	8	6
ZNF443	ZNF799	TP	TP	0.3291	0.9997	1.0000	0.5125	0.9018	0.1667	0.0800	14	8	8
ZNF443	ZNF823	truthbar-FP	truthbar	0.4506	0.5226	1.0000	0.3023	0.5846	0.0000	0.0400	7	8	24
ZNF460	ZNF550	truthbar-FP	truthbar	0.1505	0.0000	0.0000	0.0906	0.0146	0.0000	0.3333	1	2	4
ZNF461	ZNF529	truthbar-FP	truthbar	0.1779	0.0000	1.0000	0.5658	0.9645	0.2143	0.1200	18	11	8
ZNF461	ZNF565	truthbar-FP	truthbar	0.3001	0.0000	1.0000	0.5379	0.7858	0.5000	0.0800	14	11	18
ZNF461	ZNF566	truthbar-FP	truthbar	0.1305	0.0000	1.0000	0.5059	0.8446	0.2143	0.1200	16	11	8
ZNF461	ZNF571	truthbar-FP	truthbar	0.1550	0.0000	1.0000	0.0769	0.1338	0.0000	0.0400	2	11	9
ZNF461	ZNF573	truthbar-FP	truthbar	0.2000	0.0000	1.0000	0.1217	0.2234	0.0000	0.0400	4	11	10
ZNF461	ZNF582	truthbar-FP	truthbar	0.2202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	11	8
ZNF461	ZNF583	truthbar-FP	truthbar	0.1687	0.0000	0.3583	0.0000	0.0000	0.0000	0.0000	0	11	8
ZNF461	ZNF665	truthbar-FP	truthbar	0.2248	0.0000	1.0000	0.1170	0.2141	0.0000	0.0400	3	11	8
ZNF461	ZNF780A	truthbar-FP	truthbar	0.2377	0.0000	1.0000	0.0918	0.1635	0.0000	0.0400	2	11	8
ZNF468	ZNF480	truthbar-FP	truthbar	0.2201	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	18
ZNF468	ZNF578	truthbar-FP	truthbar	0.1746	0.6583	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	13
ZNF468	ZNF600	truthbar-FP	truthbar	0.1716	0.2137	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	23
ZNF468	ZNF611	truthbar-FP	truthbar	0.1697	0.2132	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	19
ZNF468	ZNF616	truthbar-FP	truthbar	0.2295	0.0000	1.0000	0.1076	0.1952	0.0000	0.0400	1	25	16
ZNF468	ZNF626	truthbar-FP	truthbar	0.1806	0.0000	1.0000	0.0000	0.0000		0.0000	0	25	29
ZNF468	ZNF678	truthbar-FP	truthbar	0.1538	0.0000	1.0000	0.0000	0.0000		0.0000	0	25	44
ZNF468	ZNF682	truthbar-FP	truthbar	0.2074	0.0000	1.0000	0.0000	0.0000		0.0000	0	25	36
ZNF468	ZNF701	truthbar-FP	truthbar	0.1737	0.5344	1.0000	0.0111	0.0023	0.0000	0.0400	1	25	15
ZNF468	ZNF721	truthbar-FP	truthbar	0.1304	0.0000	1.0000	0.0000	0.0000		0.0000	0	25	46
ZNF468	ZNF761	truthbar-FP	truthbar	0.1372	0.3270	1.0000	0.0163	0.0127	0.0000	0.0400	12	25	8
ZNF468	ZNF766	truthbar-FP	truthbar	0.2605	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	16
ZNF468	ZNF808	truthbar-FP	truthbar	0.1768	0.3263	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	20
ZNF468	ZNF813	truthbar-FP	truthbar	0.1744	0.3377	1.0000	0.0147	0.0094	0.0000	0.0400	6	25	8
ZNF468	ZNF83	truthbar-FP	truthbar	0.1804	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	19
ZNF468	ZNF836	truthbar-FP	truthbar	0.2172	0.0000	1.0000	0.0000	0.0000		0.0000	0	25	25
ZNF468	ZNF841	truthbar-FP	truthbar	0.2184	0.0000	1.0000	0.0000	0.0000		0.0000	0	25	25
ZNF468	ZNF888	truthbar-FP	truthbar	0.1640	0.4965	1.0000	0.0110	0.0021	0.0000	0.0400	10	25	13
ZNF468	ZNF91	genuine-FP	genuine	0.1548	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	25	25
ZNF471	ZNF546	truthbar-FP	truthbar	0.1442	0.0000	1.0000	0.5122	0.9074	0.1538	0.0800	19	8	12
ZNF471	ZNF565	truthbar-FP	truthbar	0.2398	0.0000	1.0000	0.3458	0.6716	0.0000	0.0400	6	8	18
ZNF471	ZNF571	truthbar-FP	truthbar	0.2179	0.0000	1.0000	0.3824	0.4989	0.4118	0.1200	13	8	9
ZNF471	ZNF573	truthbar-FP	truthbar	0.2110	0.0000	1.0000	0.3594	0.4921	0.3333	0.1200	12	8	10
ZNF471	ZNF665	truthbar-FP	truthbar	0.2625	0.0000	1.0000	0.4348	0.5931	0.3529	0.2000	15	8	8
ZNF471	ZNF684	truthbar-FP	truthbar	0.1562	0.0000	1.0000	0.0300	0.0400	0.0000	0.0400	3	8	8
ZNF480	ZNF519	truthbar-FP	truthbar	0.1306	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	36
ZNF480	ZNF528	truthbar-FP	truthbar	0.2345	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	9	18	15
ZNF480	ZNF578	truthbar-FP	truthbar	0.2039	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	13
ZNF480	ZNF600	truthbar-FP	truthbar	0.2240	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	23
ZNF480	ZNF616	truthbar-FP	truthbar	0.1894	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	16
ZNF480	ZNF678	truthbar-FP	truthbar	0.2588	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	44
ZNF480	ZNF681	truthbar-FP	truthbar	0.1797	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	17
ZNF480	ZNF701	truthbar-FP	truthbar	0.1688	0.0000	1.0000	0.0111	0.0023	0.0000	0.0400	1	18	15
ZNF480	ZNF736	truthbar-FP	truthbar	0.1751	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	30
ZNF480	ZNF761	truthbar-FP	truthbar	0.2042	0.0000	1.0000	0.0163	0.0127	0.0000	0.0400	8	18	8
ZNF480	ZNF766	truthbar-FP	truthbar	0.1597	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	16
ZNF480	ZNF808	truthbar-FP	truthbar	0.2016	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	20
ZNF480	ZNF813	truthbar-FP	truthbar	0.2016	0.0000	1.0000	0.0147	0.0094	0.0000	0.0400	2	18	8
ZNF480	ZNF83	truthbar-FP	truthbar	0.3208	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	18	19
ZNF480	ZNF888	truthbar-FP	truthbar	0.2039	0.0000	1.0000	0.0110	0.0021	0.0000	0.0400	8	18	13
ZNF484	ZNF567	truthbar-FP	truthbar	0.1977	0.0000	1.0000	0.3587	0.5524	0.2500	0.0800	17	13	10
ZNF484	ZNF568	truthbar-FP	truthbar	0.1518	0.0000	1.0000	0.5147	0.7621	0.4545	0.0800	16	13	14
ZNF484	ZNF569	truthbar-FP	truthbar	0.1893	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	9
ZNF484	ZNF585A	truthbar-FP	truthbar	0.1771	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	15
ZNF484	ZNF585B	truthbar-FP	truthbar	0.2458	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	18
ZNF484	ZNF605	truthbar-FP	truthbar	0.2116	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	20
ZNF484	ZNF613	truthbar-FP	truthbar	0.2219	0.0000	1.0000	0.0147	0.0093	0.0000	0.0400	9	13	8
ZNF484	ZNF624	truthbar-FP	truthbar	0.2510	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	25
ZNF484	ZNF717	truthbar-FP	truthbar	0.3219	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	5
ZNF484	ZNF782	truthbar-FP	truthbar	0.1336	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	10
ZNF484	ZNF81	truthbar-FP	truthbar	0.1970	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	13	3
ZNF484	ZNF84	truthbar-FP	truthbar	0.2364	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	21
ZNF484	ZNF883	genuine-FP	genuine	0.1550	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	13	18
