gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	aln_ident	jaccard
EEF2KMT	NC_073242.2	LOC101152938	NC_073233.2	0.378	0.947	0.947	0.2216
LOC101125106	NC_073228.2	LOC115933037	NC_073238.2	0.378	0.977	0.972	0.3228
LOC101148271	NC_073230.2	LOC115930151	NC_073240.2	0.378	0.972	0.88	0.2371
LOC129523855	NC_073230.2	LOC129527979	NC_073243.2	0.378	0.968	0.874	0.0896
LOC129525023	NC_073232.2	LOC129533288	NC_073227.2	0.378	0.991	0.865	0.3018
LOC129528445	NC_073241.2	LOC129530544	NC_073236.2	0.378	0.994	0.939	0.396
LOC101125723	NC_086018.1	LOC129524570	NC_073237.2	0.377	0.97	0.971	0.1432
LOC101134308	NC_073227.2	RNPS1	NC_073242.2	0.377	0.987	0.985	0.5214
LOC115930151	NC_073240.2	LOC134757481	NC_073242.2	0.377	0.966	0.872	0.1304
LOC115934041	NC_086017.1	LOC129528280	NC_073241.2	0.377	0.973	0.96	0.0889
LOC115934041	NC_086017.1	LOC129534573	NC_073229.2	0.377	0.972	0.956	0.0828
LOC129523704	NC_073230.2	LOC129526002	NC_073234.2	0.377	0.981	0.924	0.1307
ISCA1	NC_073237.2	LOC101129959	NC_073235.2	0.376	0.981	0.927	0.0398
LOC101132018	NC_073240.2	LOC101135421	NC_073244.2	0.376	0.929	0.796	0.0618
ZNF716	NC_073230.2	ZNF723	NC_073244.2	0.376	0.827	0.827	0.0324
EEF2KMT	NC_073242.2	LOC101125415	NC_073227.2	0.375	0.95	0.913	0.2409
GABARAPL2	NC_073242.2	LOC101136984	NC_073243.2	0.375	0.847	0.892	0.0432
LOC101133681	NC_073237.2	LOC109023730	NC_073242.2	0.375	0.952	0.943	0.1
LOC101152403	NC_073245.2	LOC109025084	NC_073229.2	0.375	0.922	0.913	0.0986
LOC129531501	NC_073238.2	LOC134756831	NC_073236.2	0.375	0.992	0.99	0.5886
LOC101125723	NC_086018.1	LOC129524455	NC_073237.2	0.374	0.933	0.9	0.0357
LOC115930151	NC_073240.2	LOC129525065	NC_073232.2	0.374	0.961	0.917	0.0514
LOC129528719	NC_073244.2	SLC35F5	NC_073235.2	0.374	0.989	0.847	0.2055
ABHD17A	NC_073244.2	LOC129530229	NC_073248.2	0.373	0.97	0.972	0.1562
LOC109025190	NC_086018.1	SNRPA1	NC_073240.2	0.373	0.982	0.73	0.1357
LOC115933174	NC_073237.2	LOC129529620	NC_086018.1	0.373	0.753	0.676	0.0536
LOC115934041	NC_086017.1	LOC129525035	NC_073232.2	0.373	0.956	0.93	0.0763
LOC101139095	NC_073237.2	ZNF430	NC_073244.2	0.372	0.882	0.862	0.0732
LOC101148643	NC_073224.2	LOC115932637	NC_073240.2	0.372	0.955	0.953	0.0784
LOC101148643	NC_073224.2	LOC129532017	NC_073235.2	0.372	0.949	0.949	0.0792
LOC115930151	NC_073240.2	LOC129532017	NC_073235.2	0.372	0.972	0.935	0.1073
LOC129523855	NC_073230.2	LOC129524261	NC_073231.2	0.372	0.966	0.966	0.1398
LOC129523855	NC_073230.2	LOC129533402	NC_073228.2	0.372	0.973	0.918	0.1336
LOC129523876	NC_073230.2	LOC129533126	NC_073227.2	0.372	0.898	0.735	0.047
LOC129530382	NC_073248.2	LOC129530497	NC_073246.2	0.372	0.979	0.984	0.6019
LOC129533126	NC_073227.2	LOC134758922	NC_073230.2	0.372	0.898	0.73	0.0462
IGSF3	NC_073224.2	LOC129530486	NC_073246.2	0.371	0.974	0.938	0.1767
IGSF3	NC_073224.2	LOC129530565	NC_073246.2	0.371	0.975	0.939	0.181
LOC101125415	NC_073227.2	LOC101133440	NC_073231.2	0.371	0.933	0.924	0.2173
LOC101139163	NC_086017.1	LOC134756549	NC_073234.2	0.371	0.959	0.946	0.15
LOC109023253	NC_073239.2	LOC115930181	NC_073234.2	0.371	0.979	0.967	0.2891
LOC115930151	NC_073240.2	LOC134756357	NC_073224.2	0.371	0.973	0.978	0.1887
LOC129530487	NC_073246.2	LOC134756411	NC_086018.1	0.371	0.96	0.884	0.0472
LOC101136188	NC_073228.2	LOC109027802	NC_073232.2	0.37	0.936	0.927	0.2448
LOC109024528	NC_073246.2	LOC129530466	NC_073238.2	0.37	0.979	0.944	0.203
LOC115930151	NC_073240.2	LOC129524261	NC_073231.2	0.37	0.966	0.937	0.2077
LOC115930151	NC_073240.2	LOC129525556	NC_073233.2	0.37	0.978	0.773	0.1921
LOC115931567	NC_073244.2	ZNF92	NC_073230.2	0.37	0.837	0.778	0.0448
LOC115932637	NC_073240.2	LOC129532621	NC_086017.1	0.37	0.979	0.891	0.076
LOC115934567	NC_073228.2	LOC129523555	NC_073242.2	0.37	0.944	0.909	0.1895
LOC129528280	NC_073241.2	ZNF585A	NC_073244.2	0.37	0.938	0.91	0.0677
LOC129534573	NC_073229.2	ZNF585A	NC_073244.2	0.37	0.932	0.907	0.0642
LOC101130248	NC_073244.2	LOC101136021	NC_073230.2	0.369	0.793	0.761	0.0418
LOC101130354	NC_073227.2	LOC134756549	NC_073234.2	0.369	0.953	0.929	0.1608
LOC101133440	NC_073231.2	LOC134756549	NC_073234.2	0.369	0.977	0.953	0.1421
LOC101144812	NC_073241.2	LOC129527242	NC_073240.2	0.369	0.982	0.923	0.2877
LOC101152938	NC_073233.2	LOC134756549	NC_073234.2	0.369	0.924	0.926	0.0815
LOC115933751	NC_073235.2	LOC129527231	NC_073238.2	0.369	0.938	0.831	0.0699
LOC115934341	NC_086017.1	LOC134756549	NC_073234.2	0.369	0.959	0.946	0.1472
LOC129525421	NC_073233.2	LOC129526002	NC_073234.2	0.369	0.988	0.814	0.0642
KMT2C	NC_073230.2	LOC134756703	NC_073236.2	0.368	0.982	0.954	0.0431
LOC101125151	NC_073236.2	LOC115932777	NC_073224.2	0.368	0.905	0.884	0.0474
LOC101125415	NC_073227.2	LOC134756549	NC_073234.2	0.368	0.962	0.921	0.1363
LOC115931109	NC_073242.2	LOC115934567	NC_073228.2	0.368	0.947	0.928	0.1183
LOC115934567	NC_073228.2	LOC129527613	NC_073242.2	0.368	0.946	0.928	0.1206
LOC134756446	NC_073246.2	LOC134756703	NC_073236.2	0.368	0.99	0.857	0.1529
LOC101124778	NC_073224.2	LOC101145945	NC_073244.2	0.367	0.775	0.795	0.0404
LOC101128844	NC_073230.2	LOC115931567	NC_073244.2	0.367	0.831	0.733	0.0397
LOC101143859	NC_073245.2	XPOT	NC_073234.2	0.367	0.962	0.965	0.1631
LOC101143887	NC_073232.2	LOC101148827	NC_073237.2	0.367	0.909	0.837	0.0463
LOC109025842	NC_073236.2	XIAP	NC_073247.2	0.367	0.931	0.92	0.0328
LOC129532017	NC_073235.2	LOC129533126	NC_073227.2	0.367	0.947	0.943	0.0671
EEF2KMT	NC_073242.2	LOC115934341	NC_086017.1	0.366	0.953	0.951	0.2363
FRG1	NC_073227.2	LOC129526409	NC_073238.2	0.366	0.973	0.905	0.0661
FRG1	NC_073227.2	LOC129527278	NC_073236.2	0.366	0.975	0.908	0.0718
LOC101151315	NC_073244.2	ZNF679	NC_073230.2	0.366	0.805	0.799	0.0341
LOC115931062	NC_073242.2	LOC115934567	NC_073228.2	0.366	0.935	0.933	0.0769
LOC101148918	NC_073224.2	LOC129533126	NC_073227.2	0.365	0.96	0.953	0.0573
LOC109024528	NC_073246.2	LOC129524669	NC_073237.2	0.365	0.988	0.942	0.2524
LOC109024528	NC_073246.2	LOC129529648	NC_086018.1	0.365	0.991	0.927	0.2385
LOC115932637	NC_073240.2	LOC129533126	NC_073227.2	0.365	0.951	0.946	0.0662
LOC129525787	NC_073224.2	ZNF586	NC_073244.2	0.365	0.996	0.992	0.1182
LOC129527232	NC_073238.2	LOC129527244	NC_073240.2	0.365	0.994	0.959	0.4698
LOC115930151	NC_073240.2	LOC129534780	NC_073230.2	0.364	0.941	0.895	0.1826
LOC129529664	NC_086018.1	LOC129530567	NC_073246.2	0.364	0.953	0.891	0.0547
LOC101136188	NC_073228.2	LOC129534780	NC_073230.2	0.363	0.936	0.897	0.2102
LOC115933000	NC_073242.2	RPL15	NC_086017.1	0.363	0.902	0.869	0.0551
LOC129528460	NC_073241.2	LOC129530544	NC_073236.2	0.363	0.991	0.99	0.4516
LOC129529657	NC_086018.1	LOC129530496	NC_073246.2	0.363	0.943	0.864	0.0586
LOC129529657	NC_086018.1	LOC129530567	NC_073246.2	0.363	0.943	0.864	0.0587
LOC101127721	NC_073242.2	LOC101153373	NC_073245.2	0.362	0.905	0.84	0.051
LOC101148271	NC_073230.2	LOC129532621	NC_086017.1	0.362	0.967	0.714	0.1585
LOC115932779	NC_073242.2	SORL1	NC_073233.2	0.362	0.995	0.981	0.6132
LOC115933039	NC_073244.2	SORL1	NC_073233.2	0.362	0.996	0.977	0.6589
LOC129523553	NC_073227.2	LOC129533402	NC_073228.2	0.362	0.983	0.88	0.0868
LOC115933174	NC_073237.2	LOC129530466	NC_073238.2	0.361	0.799	0.839	0.1701
LOC129524470	NC_073237.2	LOC129530544	NC_073236.2	0.361	0.995	0.911	0.3969
LOC129528439	NC_073241.2	LOC129529657	NC_086018.1	0.361	0.744	0.74	0.0491
LOC101125106	NC_073228.2	LOC109028905	NC_073236.2	0.36	0.982	0.973	0.3282
LOC101125151	NC_073236.2	PPIAL4H	NC_073224.2	0.36	0.897	0.885	0.0475
LOC101130248	NC_073244.2	ZNF735	NC_073230.2	0.36	0.808	0.763	0.0313
LOC101146765	NC_073231.2	NASP	NC_073224.2	0.36	0.955	0.959	0.3033
LOC101128863	NC_073237.2	PSMC3	NC_073233.2	0.359	0.931	0.93	0.1104
LOC101148643	NC_073224.2	LOC129523876	NC_073230.2	0.359	0.916	0.756	0.0681
LOC101148643	NC_073224.2	LOC134758922	NC_073230.2	0.359	0.916	0.757	0.0668
LOC109023085	NC_073227.2	LOC109027697	NC_073233.2	0.359	0.957	0.86	0.0932
LOC115933350	NC_073242.2	LOC115934567	NC_073228.2	0.359	0.957	0.937	0.113
LOC129526381	NC_073239.2	TMEM220	NC_073243.2	0.359	0.968	0.762	0.0952
LOC129529664	NC_086018.1	LOC129530496	NC_073246.2	0.359	0.955	0.895	0.0546
LOC101134115	NC_073229.2	LOC101153761	NC_073232.2	0.358	0.905	0.902	0.0426
LOC101138607	NC_086018.1	RPS17	NC_073240.2	0.358	0.964	0.962	0.0614
LOC109024060	NC_073244.2	LOC134759322	NC_073233.2	0.358	0.842	0.822	0.0537
LOC109024528	NC_073246.2	LOC129530384	NC_073248.2	0.358	0.975	0.856	0.1859
LOC129524559	NC_073237.2	LOC129527151	NC_073224.2	0.358	0.965	0.943	0.2691
LOC129525421	NC_073233.2	LOC134758144	NC_086017.1	0.358	0.995	0.92	0.089
LOC134756488	NC_073233.2	LOC134758144	NC_086017.1	0.358	0.995	0.775	0.2732
LOC101124648	NC_073224.2	LOC134758129	NC_086017.1	0.357	0.975	0.935	0.0503
LOC115933091	NC_073233.2	LOC134757295	NC_073240.2	0.357	0.999	0.998	0.3556
LOC115934567	NC_073228.2	LOC129527600	NC_073242.2	0.357	0.94	0.895	0.2195
LOC129525556	NC_073233.2	LOC134758129	NC_086017.1	0.357	0.973	0.89	0.1117
LOC129528719	NC_073244.2	LOC134758129	NC_086017.1	0.357	0.969	0.856	0.0518
CD9	NC_073234.2	LOC101134712	NC_073230.2	0.356	0.987	0.719	0.1728
EFCAB3	NC_073228.2	HILPDA	NC_073230.2	0.356	0.972	0.914	0.0389
LOC101134365	NC_073247.2	LOC134756550	NC_073234.2	0.356	0.906	0.905	0.1183
LOC109027880	NC_073231.2	SBDS	NC_073230.2	0.356	0.987	0.818	0.2804
LOC129530381	NC_073248.2	LOC134756831	NC_073236.2	0.356	0.99	0.974	0.5172
EIF3F	NC_073233.2	LOC101141213	NC_073234.2	0.355	0.942	0.906	0.0829
LOC101125106	NC_073228.2	LOC129531439	NC_073240.2	0.354	0.982	0.971	0.3207
LOC101125311	NC_073228.2	USP6	NC_073243.2	0.354	0.949	0.959	0.1527
LOC101129785	NC_073244.2	LOC101140090	NC_073234.2	0.354	0.906	0.842	0.0567
LOC101131374	NC_073237.2	LOC129530050	NC_073247.2	0.354	0.922	0.804	0.0915
LOC115930148	NC_073230.2	LOC115930151	NC_073240.2	0.354	0.9	0.782	0.0354
LOC129528469	NC_073241.2	LOC129530382	NC_073248.2	0.354	0.99	0.983	0.6094
LOC101139358	NC_073224.2	SUMO1	NC_073235.2	0.353	0.986	0.978	0.1748
LOC101143315	NC_073238.2	LOC115935789	NC_073237.2	0.353	0.964	0.937	0.1988
LOC129523703	NC_073230.2	LOC129532895	NC_073227.2	0.353	0.989	0.979	0.3894
LOC129527234	NC_073238.2	TERF1	NC_073231.2	0.353	0.968	0.94	0.1891
LOC129529615	NC_086018.1	LOC129530384	NC_073248.2	0.353	0.944	0.85	0.0738
DDX3X	NC_073247.2	DDX3Y	NC_073248.2	0.352	0.889	0.863	0.0819
INTS4	NC_073233.2	LOC129523663	NC_073230.2	0.352	0.984	0.89	0.1178
LOC101126623	NC_073242.2	LOC101153373	NC_073245.2	0.352	0.899	0.86	0.0581
LOC101141213	NC_073234.2	LOC129524668	NC_073237.2	0.352	0.92	0.875	0.0772
LOC101141213	NC_073234.2	LOC129529383	NC_073246.2	0.352	0.92	0.874	0.0778
LOC101141213	NC_073234.2	LOC129530380	NC_073248.2	0.352	0.92	0.874	0.0593
LOC101141213	NC_073234.2	LOC129530488	NC_073246.2	0.352	0.915	0.875	0.0659
LOC101141213	NC_073234.2	LOC134757073	NC_073238.2	0.352	0.92	0.894	0.0656
LOC101141213	NC_073234.2	LOC134757413	NC_073241.2	0.352	0.92	0.875	0.0764
LOC101141213	NC_073234.2	LOC134757415	NC_073241.2	0.352	0.92	0.877	0.0787
LOC115933751	NC_073235.2	LOC129524584	NC_073237.2	0.352	0.876	0.725	0.0337
LOC129529660	NC_086018.1	LOC129530384	NC_073248.2	0.352	0.947	0.922	0.0529
CDC20	NC_073224.2	LOC129524502	NC_073237.2	0.351	0.958	0.898	0.1681
LOC101125106	NC_073228.2	LOC115932812	NC_073236.2	0.351	0.982	0.969	0.3125
LOC101139095	NC_073237.2	LOC115931568	NC_073244.2	0.351	0.848	0.849	0.0675
LOC129524669	NC_073237.2	LOC129529648	NC_086018.1	0.351	0.948	0.829	0.3147
LOC129528719	NC_073244.2	LOC134758128	NC_086017.1	0.351	0.943	0.942	0.0933
LOC129530384	NC_073248.2	LOC129530466	NC_073238.2	0.351	0.972	0.907	0.1808
LOC101128844	NC_073230.2	LOC101145945	NC_073244.2	0.35	0.841	0.837	0.0302
LOC101141213	NC_073234.2	LOC134757392	NC_073241.2	0.35	0.919	0.878	0.0778
LOC101141213	NC_073234.2	LOC134757414	NC_073241.2	0.35	0.919	0.875	0.0784
LOC101153429	NC_073234.2	NIFK	NC_073235.2	0.35	0.919	0.821	0.0789
LOC129524261	NC_073231.2	LOC134758129	NC_086017.1	0.35	0.962	0.796	0.1433
LOC129529620	NC_086018.1	LOC129530384	NC_073248.2	0.35	0.944	0.864	0.0721
LOC129529657	NC_086018.1	LOC129530384	NC_073248.2	0.35	0.941	0.895	0.0952
LOC129529664	NC_086018.1	LOC129530384	NC_073248.2	0.35	0.95	0.897	0.0567
LOC129530384	NC_073248.2	LOC129530487	NC_073246.2	0.35	0.975	0.851	0.1809
LOC129530384	NC_073248.2	LOC129530496	NC_073246.2	0.35	0.975	0.864	0.161
LOC129530384	NC_073248.2	LOC129530567	NC_073246.2	0.35	0.975	0.864	0.1615
LOC129532220	NC_073235.2	TOMM40	NC_073244.2	0.35	0.975	0.895	0.0852
LOC101129069	NC_073246.2	LOC129523572	NC_073240.2	0.349	0.959	0.947	0.2026
LOC101129069	NC_073246.2	TPTE2	NC_073238.2	0.349	0.961	0.94	0.1712
LOC101137179	NC_073238.2	LOC101144515	NC_073233.2	0.349	0.863	0.912	0.1069
EEF2KMT	NC_073242.2	LOC101128260	NC_073231.2	0.348	0.945	0.941	0.2432
KMT2C	NC_073230.2	LOC129530544	NC_073236.2	0.348	0.98	0.954	0.0475
LOC129529660	NC_086018.1	LOC129530496	NC_073246.2	0.348	0.954	0.911	0.0491
LOC129529660	NC_086018.1	LOC129530567	NC_073246.2	0.348	0.954	0.912	0.0503
LOC129530466	NC_073238.2	LOC129530487	NC_073246.2	0.348	0.973	0.927	0.1519
LOC115933023	NC_073231.2	LOC134758136	NC_086017.1	0.347	0.963	0.756	0.0966
LOC129526409	NC_073238.2	LOC129527278	NC_073236.2	0.347	0.998	0.998	0.8926
LOC129527277	NC_073238.2	TMEM212	NC_086017.1	0.347	0.899	0.858	0.0341
LOC129528280	NC_073241.2	LOC134756435	NC_073227.2	0.347	0.841	0.834	0.0324
LOC129529380	NC_073238.2	LOC129530544	NC_073236.2	0.347	0.997	0.975	0.5692
LOC129529615	NC_086018.1	LOC129530379	NC_073248.2	0.347	0.748	0.784	0.073
LOC101124572	NC_073242.2	LOC101153373	NC_073245.2	0.346	0.911	0.859	0.0488
LOC101141990	NC_073241.2	LOC115931102	NC_073242.2	0.346	0.927	0.913	0.0637
LOC101141990	NC_073241.2	LOC129527592	NC_073242.2	0.346	0.927	0.903	0.0975
LOC101141990	NC_073241.2	LOC129527720	NC_073242.2	0.346	0.91	0.888	0.0385
LOC101142266	NC_073244.2	LOC115930437	NC_073238.2	0.346	0.785	0.718	0.0306
LOC101148643	NC_073224.2	LOC115936299	NC_073227.2	0.346	0.935	0.925	0.0535
LOC101148918	NC_073224.2	LOC134758127	NC_086017.1	0.346	0.943	0.939	0.0357
LOC109028893	NC_073233.2	LOC115933000	NC_073242.2	0.346	0.868	0.88	0.0478
LOC129526398	NC_073238.2	LOC129526957	NC_073236.2	0.346	0.994	0.77	0.1927
LOC129526398	NC_073238.2	LOC134757216	NC_073240.2	0.346	0.993	0.766	0.1783
LOC129529648	NC_086018.1	LOC129530466	NC_073238.2	0.346	0.75	0.831	0.2383
LOC129530307	NC_073248.2	LOC129534177	NC_073229.2	0.346	0.932	0.858	0.0981
LOC134756389	NC_073231.2	RABL2A	NC_073235.2	0.346	0.977	0.908	0.5302
LOC134756682	NC_073235.2	RPS17	NC_073240.2	0.346	0.994	0.994	0.098
LOC101129832	NC_073224.2	RPS20	NC_073231.2	0.345	0.92	0.793	0.0677
LOC101152383	NC_073240.2	LOC115933107	NC_073238.2	0.345	0.986	0.892	0.269
LOC115931074	NC_073242.2	LOC129527053	NC_073240.2	0.345	0.97	0.867	0.1185
ZNF705A	NC_073234.2	ZNF705D	NC_073231.2	0.345	0.974	0.97	0.431
CXADR	NC_073246.2	LOC101135203	NC_073240.2	0.344	0.95	0.901	0.1062
FOXD4L1	NC_073235.2	LOC101149305	NC_073227.2	0.344	0.988	0.988	0.5529
LOC101125151	NC_073236.2	LOC101135138	NC_073234.2	0.344	0.918	0.912	0.067
LOC101133347	NC_073233.2	PGAM4	NC_073247.2	0.344	0.972	0.965	0.2921
LOC101144932	NC_073228.2	LOC129528719	NC_073244.2	0.344	0.991	0.931	0.1596
LOC129523684	NC_073230.2	LOC129525556	NC_073233.2	0.344	0.957	0.794	0.0796
LOC129530466	NC_073238.2	LOC134756411	NC_086018.1	0.344	0.756	0.788	0.0386
LOC101137179	NC_073238.2	LOC101151494	NC_073233.2	0.343	0.851	0.902	0.0909
LOC129524669	NC_073237.2	LOC129530487	NC_073246.2	0.343	0.982	0.934	0.2266
LOC129529648	NC_086018.1	LOC129530487	NC_073246.2	0.343	0.985	0.92	0.2145
LOC129531748	NC_073236.2	SLC35F5	NC_073235.2	0.343	0.99	0.952	0.2201
LOC129534588	NC_073224.2	PLA2G4B	NC_073240.2	0.343	0.992	0.987	0.5836
LOC101128844	NC_073230.2	ZNF723	NC_073244.2	0.342	0.861	0.861	0.0406
LOC101144838	NC_073244.2	ZNF92	NC_073230.2	0.342	0.844	0.824	0.0335
LOC109026093	NC_086017.1	LOC115935586	NC_073231.2	0.342	0.942	0.897	0.0913
IGSF3	NC_073224.2	LOC129524653	NC_073237.2	0.341	0.971	0.864	0.1773
IGSF3	NC_073224.2	LOC129530464	NC_073238.2	0.341	0.97	0.863	0.1675
LOC101136504	NC_073244.2	ZNF679	NC_073230.2	0.341	0.804	0.817	0.0452
LOC109028586	NC_073232.2	LOC129527600	NC_073242.2	0.341	0.937	0.91	0.1579
LOC115930119	NC_073229.2	LOC129527884	NC_073243.2	0.341	0.985	0.709	0.1463
LOC115931567	NC_073244.2	ZNF679	NC_073230.2	0.341	0.83	0.841	0.0434
LOC115933239	NC_073236.2	LOC129527884	NC_073243.2	0.341	0.983	0.706	0.1674
LOC115936058	NC_073229.2	LOC134756435	NC_073227.2	0.341	0.845	0.834	0.034
LOC129523819	NC_073230.2	LOC129527884	NC_073243.2	0.341	0.981	0.767	0.1533
LOC129527204	NC_073238.2	SLX9	NC_073246.2	0.341	0.978	0.906	0.3142
LOC129534573	NC_073229.2	LOC134756435	NC_073227.2	0.341	0.842	0.832	0.0327
SLC52A1	NC_073243.2	SLC52A2	NC_073231.2	0.341	0.878	0.83	0.0359
HAUS6	NC_073237.2	LOC101152900	NC_073230.2	0.34	0.987	0.985	0.3442
HMGN1	NC_073246.2	LOC101151349	NC_073247.2	0.34	0.976	0.981	0.274
LOC101124648	NC_073224.2	LOC129533402	NC_073228.2	0.34	0.967	0.866	0.1026
LOC101151349	NC_073247.2	LOC101154501	NC_073224.2	0.34	0.976	0.982	0.3057
LOC129523468	NC_073236.2	RABL2A	NC_073235.2	0.34	0.988	0.915	0.5201
LOC129524669	NC_073237.2	LOC129530383	NC_073248.2	0.34	0.82	0.805	0.0932
LOC129533402	NC_073228.2	LOC129534177	NC_073229.2	0.34	0.967	0.84	0.1146
LOC129534177	NC_073229.2	LOC134758137	NC_086017.1	0.34	0.988	0.788	0.1584
LOC129534780	NC_073230.2	LOC134756800	NC_073236.2	0.34	0.97	0.949	0.1045
NLGN4X	NC_073247.2	NLGN4Y	NC_073248.2	0.34	0.97	0.914	0.1418
LOC101148918	NC_073224.2	LOC129524261	NC_073231.2	0.339	0.954	0.95	0.0518
LOC101149650	NC_073228.2	SH3KBP1	NC_073247.2	0.339	0.997	0.729	0.1949
LOC115931242	NC_073224.2	SPTBN5	NC_073240.2	0.339	0.988	0.986	0.5016
LOC115936299	NC_073227.2	LOC129534780	NC_073230.2	0.339	0.967	0.955	0.0541
LOC129523511	NC_073227.2	LOC134756389	NC_073231.2	0.339	0.987	0.984	0.6741
ZNF626	NC_073244.2	ZNF92	NC_073230.2	0.339	0.824	0.807	0.0311
EIF3F	NC_073233.2	LOC129529649	NC_086018.1	0.338	0.958	0.955	0.1609
FGF7	NC_073240.2	LOC129526430	NC_073238.2	0.338	0.969	0.97	0.2402
LOC129524472	NC_073237.2	LOC129526431	NC_073238.2	0.338	0.966	0.742	0.1068
LOC129524559	NC_073237.2	LOC134757970	NC_086017.1	0.338	0.991	0.756	0.2293
LOC129526431	NC_073238.2	LOC129528228	NC_073241.2	0.338	0.948	0.724	0.084
LOC129526431	NC_073238.2	LOC129530304	NC_073248.2	0.338	0.957	0.724	0.0492
LOC129531693	NC_073236.2	ZNF20	NC_073244.2	0.338	0.981	0.872	0.0723
UTP14A	NC_073247.2	UTP14C	NC_073238.2	0.338	0.94	0.938	0.1552
LOC101137179	NC_073238.2	LOC101154144	NC_073235.2	0.337	0.891	0.919	0.2055
LOC101140783	NC_073230.2	SARNP	NC_073234.2	0.337	0.986	0.965	0.2757
LOC115936299	NC_073227.2	LOC129534554	NC_073229.2	0.337	0.918	0.932	0.0509
LOC129523553	NC_073227.2	LOC129526178	NC_073238.2	0.337	0.973	0.844	0.1845
LOC129525174	NC_073232.2	LOC129527884	NC_073243.2	0.337	0.994	0.727	0.1307
LOC129525641	NC_073234.2	SLC35F5	NC_073235.2	0.337	0.992	0.962	0.2771
LOC129525684	NC_073234.2	LOC129527884	NC_073243.2	0.337	0.996	0.757	0.1442
LOC129528458	NC_073241.2	LOC129529648	NC_086018.1	0.337	0.733	0.75	0.1542
GPAT4	NC_073231.2	LOC134758102	NC_086017.1	0.336	0.979	0.913	0.179
LOC101124648	NC_073224.2	LOC101148271	NC_073230.2	0.336	0.969	0.936	0.1298
LOC101124648	NC_073224.2	LOC134758136	NC_086017.1	0.336	0.958	0.888	0.0481
LOC115933182	NC_073230.2	LOC129527884	NC_073243.2	0.336	0.991	0.771	0.117
LOC115933227	NC_073227.2	LOC129527884	NC_073243.2	0.336	0.98	0.857	0.0615
LOC129523520	NC_073224.2	LOC129527105	NC_073240.2	0.336	0.987	0.765	0.1541
LOC129523684	NC_073230.2	LOC129528719	NC_073244.2	0.336	0.958	0.866	0.0501
LOC129525035	NC_073232.2	LOC129527151	NC_073224.2	0.336	0.95	0.865	0.0962
LOC129526437	NC_073238.2	SLC6A8	NC_073247.2	0.336	0.965	0.971	0.2698
LOC129526909	NC_073239.2	LOC129527884	NC_073243.2	0.336	0.991	0.743	0.1331
LOC129527884	NC_073243.2	LOC129532712	NC_073232.2	0.336	0.985	0.856	0.0576
LOC129527884	NC_073243.2	LOC134756358	NC_073242.2	0.336	0.985	0.855	0.0323
LOC129528236	NC_073241.2	LOC129530429	NC_073248.2	0.336	0.959	0.955	0.0492
LOC134758144	NC_086017.1	LOC134759134	NC_073231.2	0.336	0.975	0.89	0.2024
LOC101124648	NC_073224.2	LOC129527979	NC_073243.2	0.335	0.966	0.885	0.0768
LOC101127555	NC_073233.2	LOC101137179	NC_073238.2	0.335	0.903	0.919	0.1375
LOC101136188	NC_073228.2	LOC129523684	NC_073230.2	0.335	0.962	0.848	0.1957
LOC101137179	NC_073238.2	LOC101139366	NC_073236.2	0.335	0.851	0.894	0.0648
LOC101137179	NC_073238.2	LOC101140340	NC_086017.1	0.335	0.903	0.911	0.081
LOC101137179	NC_073238.2	LOC101152412	NC_073246.2	0.335	0.903	0.928	0.1282
LOC101137179	NC_073238.2	LOC101153588	NC_073228.2	0.335	0.897	0.919	0.0773
LOC101137179	NC_073238.2	LOC101154368	NC_073224.2	0.335	0.829	0.884	0.0813
LOC101137179	NC_073238.2	LOC115933479	NC_073233.2	0.335	0.897	0.927	0.1182
LOC101137179	NC_073238.2	PPIA	NC_073230.2	0.335	0.903	0.933	0.1238
LOC101137179	NC_073238.2	TMEM42	NC_086017.1	0.335	0.84	0.897	0.0783
LOC129527151	NC_073224.2	LOC129529606	NC_086018.1	0.335	0.952	0.809	0.0559
LOC129529385	NC_073246.2	LOC134756432	NC_073236.2	0.335	0.995	0.832	0.1066
LOC129529385	NC_073246.2	LOC134757222	NC_073240.2	0.335	0.995	0.832	0.1066
LGMN	NC_073239.2	LOC101150415	NC_073238.2	0.334	0.935	0.896	0.1407
LOC101130144	NC_073245.2	LOC101144977	NC_086018.1	0.334	0.95	0.76	0.0822
LOC115931857	NC_073246.2	ZNF519	NC_073241.2	0.334	0.989	0.823	0.1718
LOC115934976	NC_073229.2	LOC134757253	NC_073240.2	0.334	0.994	0.717	0.1929
LOC129525579	NC_073233.2	LOC129531748	NC_073236.2	0.334	0.991	0.922	0.5213
LOC129526003	NC_073234.2	LOC129531748	NC_073236.2	0.334	0.989	0.921	0.5185
LOC129527948	NC_073243.2	LOC129531748	NC_073236.2	0.334	0.989	0.921	0.5194
GGTLC1	NC_073245.2	LOC129529427	NC_086018.1	0.333	0.957	0.913	0.1165
LOC101139095	NC_073237.2	LOC115931567	NC_073244.2	0.333	0.845	0.869	0.0623
LOC101142817	NC_073234.2	PTMA	NC_073235.2	0.333	0.995	0.948	0.3198
LOC115933023	NC_073231.2	LOC129533127	NC_073227.2	0.333	0.944	0.838	0.0794
LOC115936298	NC_086018.1	LOC134758136	NC_086017.1	0.333	0.962	0.925	0.1062
