dn	n_reads	mm_median	mm_mean	mm_max
DN_NC_073240.2_43072375_7	400	1.0000	1.5775	52
DN_NC_073240.2_43610228_10	120	42.0000	35.9333	52
DN_NC_073240.2_44172340_2	57	1.0000	2.9123	51
DN_NC_073240.2_44461085_2	400	3.0000	3.2475	51
DN_NC_073240.2_44556092_13	400	3.0000	3.1875	51
DN_NC_073240.2_44603034_3	400	6.0000	4.6525	51
DN_NC_073240.2_44604956_12	192	1.0000	1.5417	51
DN_NC_073240.2_4575875_4	400	9.0000	8.8975	9
DN_NC_073240.2_46341896_2	400	51.0000	48.5500	51
DN_NC_073240.2_56108341_2	61	1.0000	6.1639	52
DN_NC_073240.2_57401181_22	400	2.0000	1.5300	7
DN_NC_073240.2_59906966_28	281	1.0000	1.4626	52
DN_NC_073240.2_63549614_16	132	1.0000	1.0227	2
DN_NC_073240.2_63815908_8	242	1.0000	1.4256	51
DN_NC_073240.2_64676115_12	28	1.0000	12.8214	51
DN_NC_073240.2_65970509_9	206	1.0000	1.4903	51
DN_NC_073240.2_67167028_2	94	24.0000	19.6383	25
DN_NC_073240.2_67174761_11	61	2.0000	3.9672	23
DN_NC_073240.2_69411455_12	17	1.0000	1.0000	1
DN_NC_073240.2_70140109_8	30	1.0000	11.5667	51
DN_NC_073240.2_70243341_2	160	1.0000	1.2312	38
DN_NC_073240.2_70293854_4	106	16.0000	14.1132	38
DN_NC_073240.2_76716889_13	381	3.0000	5.1522	51
DN_NC_073240.2_79048326_11	400	2.0000	2.0475	51
DN_NC_073240.2_79068535_14	400	2.0000	2.0625	51
DN_NC_073240.2_79492690_6	252	1.0000	1.6587	51
DN_NC_073240.2_81300329_3	63	3.0000	12.6825	52
DN_NC_073240.2_83447932_2	162	1.0000	1.0062	2
DN_NC_073240.2_84645975_10	172	1.0000	1.4709	27
DN_NC_073240.2_84673981_6	274	2.0000	1.6606	27
DN_NC_073240.2_85708603_4	334	33.0000	23.8593	51
DN_NC_073240.2_85898394_3	125	1.0000	1.0400	2
DN_NC_073240.2_86386259_3	400	30.0000	20.3000	51
DN_NC_073240.2_91564233_4	28	6.0000	6.4286	51
DN_NC_073240.2_94115085_33	400	1.0000	1.1275	51
DN_NC_073240.2_95564610_15	118	1.0000	6.1525	52
DN_NC_073240.2_97547891_3	219	1.0000	1.3014	14
DN_NC_073241.2_103649905_2	11	9.0000	19.4545	51
DN_NC_073241.2_108384307_29	400	1.0000	1.0500	6
DN_NC_073241.2_110003031_5	400	23.0000	25.3425	52
DN_NC_073241.2_195924_6	400	9.0000	8.6425	14
DN_NC_073241.2_36126183_3	158	4.0000	8.2468	52
DN_NC_073241.2_36126198_2	139	4.0000	8.3237	52
DN_NC_073241.2_37141428_27	314	1.0000	3.0796	51
DN_NC_073241.2_37538314_7	279	1.0000	1.0215	3
DN_NC_073241.2_37560383_12	283	1.0000	1.0106	2
DN_NC_073241.2_37890028_17	400	2.0000	2.1275	8
DN_NC_073241.2_37935842_4	400	2.0000	2.1275	8
DN_NC_073241.2_38130293_13	19	2.0000	2.2105	5
DN_NC_073241.2_38359785_12	137	1.0000	1.4818	47
DN_NC_073241.2_47004815_4	400	7.0000	6.8875	14
DN_NC_073241.2_47028473_4	400	7.0000	6.7800	14
DN_NC_073241.2_49527271_12	400	4.0000	3.9400	51
DN_NC_073241.2_64468689_4	114	1.0000	1.0614	3
DN_NC_073241.2_64479147_4	115	1.0000	1.0957	7
DN_NC_073241.2_64520240_3	275	2.0000	1.8582	7
DN_NC_073241.2_64520244_2	276	2.0000	1.8551	7
DN_NC_073241.2_64883296_11	285	1.0000	4.4386	52
DN_NC_073241.2_78772517_7	90	9.0000	17.1556	47
DN_NC_073241.2_80464602_2	194	1.0000	1.2680	51
DN_NC_073241.2_80636266_2	50	31.0000	27.2800	51
DN_NC_073241.2_83874271_3	119	51.0000	47.3697	52
DN_NC_073241.2_85926559_8	196	1.0000	1.7806	51
DN_NC_073241.2_93292541_7	154	1.0000	1.1688	27
DN_NC_073242.2_100900995_5	305	1.0000	1.2361	51
DN_NC_073242.2_100926924_5	65	1.0000	2.1077	51
DN_NC_073242.2_101553722_4	271	2.0000	6.5424	18
DN_NC_073242.2_103765562_7	286	5.0000	4.2343	41
DN_NC_073242.2_103773356_15	313	5.0000	4.2556	51
DN_NC_073242.2_103894328_5	400	5.0000	5.7200	52
DN_NC_073242.2_104350782_12	328	4.0000	5.2409	51
DN_NC_073242.2_104701006_6	72	11.5000	10.7917	52
DN_NC_073242.2_104912717_12	336	4.0000	5.9018	51
DN_NC_073242.2_105636398_4	271	1.0000	1.2952	49
DN_NC_073242.2_105982851_4	289	2.0000	2.2042	5
DN_NC_073242.2_106027382_7	295	2.0000	2.2576	10
DN_NC_073242.2_106088342_11	111	1.0000	1.5495	51
DN_NC_073242.2_106138908_3	400	3.0000	3.0875	6
DN_NC_073242.2_108616637_5	147	2.0000	2.7347	39
DN_NC_073242.2_119293235_15	143	1.0000	1.0420	2
DN_NC_073242.2_119301617_14	143	1.0000	1.0420	2
DN_NC_073242.2_119807836_6	185	2.0000	1.9297	6
DN_NC_073242.2_120163344_15	32	1.0000	8.8438	51
DN_NC_073242.2_120248671_3	216	1.0000	12.9306	52
DN_NC_073242.2_120516047_4	400	10.0000	16.0025	51
DN_NC_073242.2_120770730_3	63	3.0000	5.7937	52
DN_NC_073242.2_121237165_4	400	23.0000	23.8050	52
DN_NC_073242.2_14569289_2	156	4.0000	5.3397	40
DN_NC_073242.2_15387796_13	376	3.0000	3.3431	47
DN_NC_073242.2_15582646_2	224	4.0000	5.0625	51
DN_NC_073242.2_15582850_2	237	4.0000	5.2658	51
DN_NC_073242.2_15607160_18	291	4.0000	4.6460	25
DN_NC_073242.2_15726062_24	400	5.0000	4.4475	11
DN_NC_073242.2_15911262_31	295	8.0000	10.5153	53
DN_NC_073242.2_16378095_15	177	12.0000	15.7797	53
DN_NC_073242.2_18137074_5	35	40.0000	28.9143	43
DN_NC_073242.2_18210354_26	400	9.0000	8.8725	18
DN_NC_073242.2_20304889_2	400	22.0000	23.7250	51
DN_NC_073242.2_21122105_21	400	9.0000	9.5000	51
DN_NC_073242.2_21170576_8	400	9.0000	8.5950	51
DN_NC_073242.2_21650759_11	400	5.0000	5.0325	47
DN_NC_073242.2_21673693_21	400	9.0000	8.8500	47
DN_NC_073242.2_22021271_21	400	2.0000	2.6400	48
DN_NC_073242.2_24889827_7	168	1.0000	1.9107	51
DN_NC_073242.2_26867490_8	262	2.0000	2.2176	47
DN_NC_073242.2_26889052_8	126	2.0000	2.4127	47
DN_NC_073242.2_27157172_8	265	2.0000	2.3660	47
DN_NC_073242.2_27178722_8	135	2.0000	2.7926	47
DN_NC_073242.2_28528734_13	400	3.0000	3.6000	24
DN_NC_073242.2_28606635_19	400	3.0000	3.9650	24
DN_NC_073242.2_28689005_18	241	4.0000	5.1411	51
DN_NC_073242.2_28854512_28	400	3.0000	3.3250	51
DN_NC_073242.2_29051840_13	184	12.0000	15.8967	53
DN_NC_073242.2_29484610_23	400	5.0000	7.0150	52
DN_NC_073242.2_29556580_18	400	5.0000	6.4425	52
DN_NC_073242.2_29733807_20	154	1.0000	1.2922	17
DN_NC_073242.2_30207983_41	400	1.0000	1.7300	3
DN_NC_073242.2_30609225_2	225	4.0000	5.1956	51
DN_NC_073242.2_30609335_2	239	4.0000	5.3975	51
DN_NC_073242.2_30717385_31	400	5.0000	4.4950	8
DN_NC_073242.2_31473281_2	219	4.0000	5.9498	51
DN_NC_073242.2_31473413_2	233	4.0000	6.1116	51
DN_NC_073242.2_31497679_8	400	5.0000	5.4850	51
DN_NC_073242.2_31545375_14	400	5.0000	6.9750	51
DN_NC_073242.2_32113450_11	38	12.0000	23.3684	51
DN_NC_073242.2_32258496_8	400	2.0000	6.0725	52
DN_NC_073242.2_32495201_8	400	2.0000	3.3750	51
DN_NC_073242.2_35192809_3	46	7.0000	7.4565	51
DN_NC_073242.2_35270505_17	400	3.0000	4.1400	52
DN_NC_073242.2_35624699_9	400	3.0000	3.9000	19
DN_NC_073242.2_35785087_23	372	3.0000	3.1559	20
DN_NC_073242.2_36070435_9	81	1.0000	21.3827	51
DN_NC_073242.2_36121013_3	139	1.0000	3.1655	51
DN_NC_073242.2_36238906_2	56	1.0000	13.7321	51
DN_NC_073242.2_36498381_3	48	1.0000	3.1250	51
DN_NC_073242.2_36567597_2	321	51.0000	48.7726	52
DN_NC_073242.2_3666815_3	53	2.0000	2.6792	38
DN_NC_073242.2_3673676_5	109	2.0000	2.0092	3
DN_NC_073242.2_3677891_18	62	2.0000	2.0161	3
DN_NC_073242.2_37302670_5	400	2.0000	1.9950	4
DN_NC_073242.2_37386128_4	400	2.0000	2.1775	40
DN_NC_073242.2_37435648_13	70	4.0000	6.0429	51
DN_NC_073242.2_37476471_6	225	8.0000	14.0933	52
DN_NC_073242.2_37667715_4	198	11.0000	16.8586	52
DN_NC_073242.2_3790652_3	9	2.0000	2.3333	3
DN_NC_073242.2_3794469_3	9	2.0000	2.3333	3
DN_NC_073242.2_4214750_6	56	1.0000	1.0179	2
DN_NC_073242.2_4252822_2	20	1.0000	1.0000	1
DN_NC_073242.2_4304426_7	91	2.0000	1.8901	2
DN_NC_073242.2_4305661_8	91	2.0000	1.8901	2
DN_NC_073242.2_5822452_9	234	1.0000	1.0470	12
DN_NC_073242.2_5827060_6	217	1.0000	1.0507	12
DN_NC_073242.2_6296327_3	86	51.0000	30.8488	51
DN_NC_073242.2_65850805_2	80	8.0000	10.4375	52
DN_NC_073242.2_66060664_2	172	4.0000	5.5814	52
DN_NC_073242.2_66481481_2	275	3.0000	8.9018	51
DN_NC_073242.2_66613619_4	400	51.0000	47.7675	52
DN_NC_073242.2_6668831_3	211	1.0000	1.5355	51
DN_NC_073242.2_6668959_13	217	1.0000	1.5346	51
DN_NC_073242.2_66832276_2	380	29.0000	28.0053	52
DN_NC_073242.2_6758889_7	31	1.0000	2.9355	51
DN_NC_073242.2_68108553_2	278	3.0000	9.4712	51
DN_NC_073242.2_68751082_2	28	4.0000	9.0714	51
DN_NC_073242.2_6930599_2	400	1.0000	1.3775	33
DN_NC_073242.2_6930862_6	400	1.0000	1.3775	33
DN_NC_073242.2_6953229_7	400	1.0000	1.3775	33
DN_NC_073242.2_7013229_2	211	2.0000	2.3128	33
DN_NC_073242.2_74755277_3	193	13.0000	12.0984	52
DN_NC_073242.2_82507839_22	400	1.0000	1.4925	51
DN_NC_073242.2_82560306_10	400	1.0000	1.1175	48
DN_NC_073242.2_84722201_14	21	1.0000	3.3810	51
DN_NC_073242.2_84833963_14	400	4.0000	4.1200	51
DN_NC_073242.2_84922514_14	400	4.0000	4.0950	51
DN_NC_073242.2_85715932_3	5	1.0000	1.0000	1
DN_NC_073242.2_85735381_3	32	14.0000	13.6250	17
DN_NC_073242.2_85744192_2	30	14.0000	13.6333	17
DN_NC_073242.2_85759116_3	26	14.0000	13.6154	17
DN_NC_073242.2_85790824_3	26	14.0000	13.3462	17
DN_NC_073242.2_85815514_3	16	13.0000	13.1875	17
DN_NC_073242.2_8725127_13	400	15.0000	14.6300	51
DN_NC_073242.2_8737492_8	400	15.0000	14.7825	51
DN_NC_073242.2_95678785_4	42	1.0000	9.4762	52
DN_NC_073242.2_96060106_12	115	7.0000	6.5217	51
DN_NC_073242.2_96073882_12	109	7.0000	6.8257	51
DN_NC_073242.2_96161607_12	119	6.0000	6.5882	32
DN_NC_073242.2_96607850_4	19	1.0000	1.0000	1
DN_NC_073242.2_97073460_5	170	10.0000	8.8588	47
DN_NC_073242.2_97170214_24	400	1.0000	1.1150	47
DN_NC_073242.2_97202362_10	60	1.0000	1.7667	47
DN_NC_073242.2_97214082_10	44	41.0000	27.4091	52
DN_NC_073242.2_97493790_12	191	1.0000	2.3089	51
DN_NC_073242.2_97528976_5	213	1.0000	2.1784	51
DN_NC_073242.2_97765438_4	294	1.0000	2.5272	51
DN_NC_073242.2_98958086_2	192	2.0000	1.9844	51
DN_NC_073242.2_98974496_9	131	2.0000	2.4427	51
DN_NC_073242.2_99181437_12	289	4.0000	5.0588	52
DN_NC_073242.2_99381861_11	76	12.0000	11.2368	52
DN_NC_073242.2_99543624_18	167	2.0000	2.4012	51
DN_NC_073242.2_99604879_12	287	4.0000	4.7770	51
DN_NC_073242.2_99745328_12	400	2.0000	2.0450	10
DN_NC_073242.2_99793055_12	400	2.0000	2.1325	51
DN_NC_073243.2_101845354_5	72	1.0000	8.4722	52
DN_NC_073243.2_110732778_15	122	1.0000	1.5246	51
DN_NC_073243.2_111186227_2	24	1.5000	20.8333	51
DN_NC_073243.2_111262956_13	400	4.0000	7.4400	52
DN_NC_073243.2_111657543_4	31	1.0000	1.1613	4
DN_NC_073243.2_112081564_15	400	5.0000	7.7600	51
DN_NC_073243.2_16710332_14	69	1.0000	1.2899	19
DN_NC_073243.2_17433799_8	400	2.0000	2.0850	51
DN_NC_073243.2_17450998_15	400	2.0000	1.9625	48
DN_NC_073243.2_19688237_2	75	8.0000	6.3200	8
DN_NC_073243.2_19834097_15	103	1.0000	3.3010	52
DN_NC_073243.2_20078090_12	41	2.0000	4.0976	50
DN_NC_073243.2_20204464_2	57	1.0000	1.3333	7
DN_NC_073243.2_20232546_4	54	1.0000	1.9074	7
DN_NC_073243.2_20322881_2	104	3.0000	4.0962	51
DN_NC_073243.2_20324218_2	91	3.0000	4.2198	51
DN_NC_073243.2_21779153_4	140	1.0000	1.4071	3
DN_NC_073243.2_21780781_4	190	1.0000	2.0474	51
DN_NC_073243.2_21894066_7	126	1.0000	7.2063	52
DN_NC_073243.2_22365408_15	400	1.0000	2.1275	51
DN_NC_073243.2_22718660_11	400	13.0000	12.7375	51
DN_NC_073243.2_22727924_2	80	1.0000	1.6250	51
DN_NC_073243.2_22729136_7	69	1.0000	1.7246	51
DN_NC_073243.2_25668904_14	61	5.0000	4.6557	6
DN_NC_073243.2_25770609_26	67	6.0000	5.3582	49
DN_NC_073243.2_27192824_11	24	1.0000	7.2500	51
DN_NC_073243.2_30823221_7	400	3.0000	3.4875	51
DN_NC_073243.2_31614985_22	400	1.0000	1.0000	1
DN_NC_073243.2_40339828_3	400	5.0000	4.6275	51
DN_NC_073243.2_40356335_7	400	8.0000	8.3675	51
DN_NC_073243.2_40875168_3	339	4.0000	5.2832	52
DN_NC_073243.2_47785917_12	400	1.0000	1.2300	51
DN_NC_073243.2_47800408_20	400	1.0000	1.2125	51
DN_NC_073243.2_49037226_3	400	3.0000	3.1750	51
DN_NC_073243.2_49045190_4	29	2.0000	10.3793	51
DN_NC_073243.2_51178324_11	76	1.0000	1.0658	2
DN_NC_073243.2_54697918_6	400	1.0000	1.0125	3
DN_NC_073243.2_54805899_27	400	1.0000	1.0075	3
DN_NC_073243.2_69046517_5	400	1.0000	1.4300	51
DN_NC_073243.2_69056468_9	400	1.0000	1.3050	51
DN_NC_073243.2_70014918_17	332	1.0000	2.0090	51
DN_NC_073243.2_74160733_18	222	5.0000	14.9459	52
DN_NC_073243.2_79064876_19	400	1.0000	2.9600	51
DN_NC_073243.2_79717303_18	400	5.0000	8.9525	52
DN_NC_073243.2_81969227_10	124	1.0000	1.0000	1
DN_NC_073243.2_82594889_12	124	2.5000	2.9435	14
DN_NC_073243.2_82739824_8	283	4.0000	4.5830	14
DN_NC_073243.2_86703688_5	400	5.0000	10.2525	52
DN_NC_073243.2_94988262_4	46	6.5000	14.7609	52
DN_NC_073243.2_97368865_2	49	1.0000	14.6122	47
DN_NC_073243.2_97368870_3	400	9.0000	11.1400	50
DN_NC_073243.2_97413463_8	148	1.0000	1.9730	51
DN_NC_073244.2_10146023_10	14	6.0000	4.7857	6
DN_NC_073244.2_10996541_7	92	1.0000	2.0761	52
DN_NC_073244.2_11377962_21	400	3.0000	2.7975	8
DN_NC_073244.2_11413820_21	400	3.0000	3.3750	9
DN_NC_073244.2_12296250_4	400	26.0000	23.7225	51
DN_NC_073244.2_12577232_27	24	1.0000	9.1667	52
DN_NC_073244.2_12909180_8	312	2.0000	2.2404	51
DN_NC_073244.2_13399581_32	400	1.0000	1.0025	2
DN_NC_073244.2_13768230_3	16	1.0000	4.6250	51
DN_NC_073244.2_14389457_28	29	1.0000	2.7241	51
DN_NC_073244.2_14850343_10	366	2.0000	1.9208	33
DN_NC_073244.2_15172509_7	400	2.0000	5.0925	52
DN_NC_073244.2_15324693_6	203	51.0000	35.6256	53
DN_NC_073244.2_15357025_8	400	1.0000	6.7150	53
DN_NC_073244.2_15453865_9	400	1.0000	3.3250	53
DN_NC_073244.2_15508499_10	185	2.0000	5.7243	53
DN_NC_073244.2_15569240_8	207	2.0000	13.7295	53
DN_NC_073244.2_15605841_4	72	51.0000	31.5556	53
DN_NC_073244.2_15648295_6	280	5.0000	16.0500	53
DN_NC_073244.2_15689625_6	313	5.0000	20.4026	53
DN_NC_073244.2_15891037_6	22	9.0000	22.2727	52
DN_NC_073244.2_16453836_16	16	1.0000	1.3125	3
DN_NC_073244.2_16606086_12	26	2.0000	2.0000	2
DN_NC_073244.2_16753009_21	163	1.0000	1.4908	52
DN_NC_073244.2_17124484_18	167	1.0000	1.0120	2
DN_NC_073244.2_17541226_2	115	1.0000	3.4000	52
DN_NC_073244.2_17635782_4	400	3.0000	3.6150	12
DN_NC_073244.2_17678736_4	400	6.0000	6.1075	52
DN_NC_073244.2_17700597_4	400	6.0000	6.2075	52
DN_NC_073244.2_17751582_4	400	6.0000	6.2075	52
DN_NC_073244.2_17751584_2	400	6.0000	6.2075	52
DN_NC_073244.2_17797611_4	400	6.0000	6.2150	52
DN_NC_073244.2_17831067_3	400	6.0000	6.2075	52
DN_NC_073244.2_17846610_4	400	4.0000	4.6525	18
DN_NC_073244.2_17876785_4	400	3.0000	3.9300	18
DN_NC_073244.2_17922158_4	400	3.0000	3.7300	52
DN_NC_073244.2_17960497_4	400	3.0000	3.7500	52
DN_NC_073244.2_17994654_4	400	3.0000	3.9625	13
DN_NC_073244.2_18045307_2	400	5.0000	5.5475	10
DN_NC_073244.2_18047026_4	400	5.0000	5.5475	10
DN_NC_073244.2_18096775_3	400	5.0000	5.5575	10
DN_NC_073244.2_18124175_2	400	7.0000	5.9975	10
DN_NC_073244.2_18124193_3	400	7.0000	5.9975	10
DN_NC_073244.2_18201516_4	400	7.0000	6.9025	20
DN_NC_073244.2_18232282_4	400	7.0000	6.6575	44
DN_NC_073244.2_18307855_4	400	6.5000	7.6475	51
DN_NC_073244.2_18356684_4	400	3.0000	4.9900	51
DN_NC_073244.2_18385030_4	400	3.0000	6.6300	51
DN_NC_073244.2_18426035_4	400	3.0000	6.0700	51
DN_NC_073244.2_18470484_4	400	3.0000	4.1925	33
DN_NC_073244.2_18564507_4	400	3.0000	3.6950	31
DN_NC_073244.2_18614963_5	191	3.0000	5.3351	51
DN_NC_073244.2_18649721_4	110	3.0000	3.9455	22
DN_NC_073244.2_19011585_2	30	1.0000	3.3667	10
DN_NC_073244.2_20723155_12	168	1.0000	1.2857	36
DN_NC_073244.2_20936541_9	400	3.0000	3.2625	52
DN_NC_073244.2_21366814_9	51	1.0000	5.1765	51
DN_NC_073244.2_21687258_9	46	1.0000	1.0435	2
DN_NC_073244.2_22635247_12	400	1.0000	1.0400	9
DN_NC_073244.2_23914271_12	400	1.0000	7.8125	51
DN_NC_073244.2_24302535_5	172	3.0000	4.2326	52
DN_NC_073244.2_25226014_19	52	1.0000	1.0000	1
DN_NC_073244.2_25986503_8	22	6.0000	7.2727	43
DN_NC_073244.2_26156853_4	353	49.0000	32.0198	52
DN_NC_073244.2_26240035_4	400	50.0000	46.2400	52
DN_NC_073244.2_26240039_2	400	50.0000	46.2400	52
DN_NC_073244.2_26314241_4	400	50.0000	46.5775	52
DN_NC_073244.2_26470366_4	400	45.0000	38.0750	52
DN_NC_073244.2_26666712_5	400	49.0000	42.4925	52
DN_NC_073244.2_26901109_4	400	51.0000	46.8575	52
DN_NC_073244.2_27051998_4	400	51.0000	48.7475	52
DN_NC_073244.2_27131194_2	400	51.0000	49.1125	52
DN_NC_073244.2_27139185_2	400	51.0000	49.1050	52
DN_NC_073244.2_27285351_4	400	51.0000	48.2600	52
DN_NC_073244.2_27408454_4	400	51.0000	48.2775	52
DN_NC_073244.2_27504818_5	400	51.0000	45.9425	52
DN_NC_073244.2_27566430_5	400	50.0000	43.8750	52
DN_NC_073244.2_27626411_5	400	51.0000	47.7525	52
DN_NC_073244.2_27765726_4	400	51.0000	49.1175	52
DN_NC_073244.2_27869273_3	400	50.0000	46.9175	52
DN_NC_073244.2_27956142_2	400	50.0000	47.5000	52
DN_NC_073244.2_27956158_2	400	50.0000	47.5000	52
DN_NC_073244.2_27956158_4	400	50.0000	47.5000	52
DN_NC_073244.2_28072858_4	400	50.0000	47.9150	52
DN_NC_073244.2_28133171_2	400	50.0000	47.7875	52
DN_NC_073244.2_28256975_5	400	50.0000	41.7300	52
DN_NC_073244.2_28333451_4	400	47.0000	36.7150	52
DN_NC_073244.2_28588105_4	400	50.0000	38.4925	51
DN_NC_073244.2_28711447_2	400	50.0000	39.2350	51
DN_NC_073244.2_28711447_4	400	50.0000	39.2350	51
DN_NC_073244.2_28820229_4	400	51.0000	47.7875	52
DN_NC_073244.2_29046961_4	400	50.0000	46.1500	52
DN_NC_073244.2_29232445_4	400	51.0000	45.7600	52
DN_NC_073244.2_29297022_4	400	50.0000	46.2725	52
DN_NC_073244.2_29557605_4	400	49.0000	44.7775	51
DN_NC_073244.2_29680825_2	400	50.0000	42.6700	53
DN_NC_073244.2_29680825_4	400	50.0000	42.6700	53
DN_NC_073244.2_29970261_4	400	49.0000	43.8850	52
DN_NC_073244.2_30067652_4	400	49.0000	44.1275	51
DN_NC_073244.2_30090650_6	400	50.0000	39.9650	53
DN_NC_073244.2_30438340_4	400	51.0000	45.9875	52
DN_NC_073244.2_30438386_2	400	51.0000	45.9875	52
DN_NC_073244.2_43610901_6	72	3.0000	6.0139	51
DN_NC_073244.2_44006563_15	106	4.0000	7.0189	51
DN_NC_073244.2_45737704_5	400	3.0000	3.6200	51
DN_NC_073244.2_45796040_6	400	3.0000	3.3475	51
DN_NC_073244.2_45985550_6	70	1.0000	7.4429	52
DN_NC_073244.2_46013405_4	49	1.0000	7.1429	51
DN_NC_073244.2_46592534_11	162	1.0000	1.3272	51
DN_NC_073244.2_46599941_3	272	1.0000	1.0147	2
DN_NC_073244.2_46809556_3	79	1.0000	6.9494	52
DN_NC_073244.2_47250467_5	400	1.0000	1.1400	52
DN_NC_073244.2_47288294_4	400	1.0000	1.0125	3
DN_NC_073244.2_47586219_5	400	3.0000	3.1900	51
DN_NC_073244.2_47642985_5	400	3.0000	3.1900	51
DN_NC_073244.2_47706460_3	400	3.0000	2.8550	4
DN_NC_073244.2_47706466_2	400	3.0000	2.8550	4
DN_NC_073244.2_47739503_5	400	3.0000	2.8550	4
DN_NC_073244.2_47798559_5	400	3.0000	2.8550	4
DN_NC_073244.2_47831779_6	400	3.0000	2.8550	4
DN_NC_073244.2_47878793_6	400	3.0000	2.8625	4
DN_NC_073244.2_47997304_5	398	3.0000	3.3141	51
DN_NC_073244.2_48030384_3	400	3.0000	3.0000	48
DN_NC_073244.2_48030811_4	400	3.0000	3.0175	48
DN_NC_073244.2_48066692_6	208	4.0000	4.0865	51
DN_NC_073244.2_48093173_7	197	1.0000	4.2690	51
DN_NC_073244.2_48242798_5	400	3.0000	4.4750	52
DN_NC_073244.2_48319142_5	181	2.0000	3.8729	52
DN_NC_073244.2_48352926_4	179	2.0000	3.0559	52
DN_NC_073244.2_48384768_7	39	2.0000	6.8462	52
DN_NC_073244.2_48583045_5	400	3.0000	3.3950	51
DN_NC_073244.2_48620420_5	265	3.0000	3.9849	51
DN_NC_073244.2_48660338_4	400	2.0000	3.1200	51
DN_NC_073244.2_48919547_6	400	3.0000	3.2050	47
DN_NC_073244.2_48980018_5	400	3.0000	3.2425	51
DN_NC_073244.2_49072464_4	400	3.0000	4.5175	51
DN_NC_073244.2_49101177_5	400	3.0000	4.3925	51
DN_NC_073244.2_49176797_4	337	3.0000	7.5608	53
DN_NC_073244.2_49205215_5	400	18.0000	18.6000	51
DN_NC_073244.2_49246931_6	67	2.0000	10.0299	51
DN_NC_073244.2_50330993_16	15	1.0000	4.4667	51
DN_NC_073244.2_50412691_21	400	3.0000	3.8550	51
DN_NC_073244.2_50702615_6	64	51.0000	38.2812	52
DN_NC_073244.2_51749194_6	60	1.0000	6.1833	52
DN_NC_073244.2_51783968_5	99	2.0000	8.8485	51
DN_NC_073244.2_51825388_5	89	2.0000	6.6629	51
DN_NC_073244.2_51984253_14	41	1.0000	1.4878	8
DN_NC_073244.2_53573424_23	93	2.0000	4.0215	51
DN_NC_073244.2_54031930_2	400	2.0000	2.7775	52
DN_NC_073244.2_54257531_4	102	34.5000	26.3725	52
DN_NC_073244.2_55341363_7	67	4.0000	4.1493	46
DN_NC_073244.2_55426973_9	209	1.0000	2.0144	51
DN_NC_073244.2_55464824_5	400	4.0000	4.7975	51
DN_NC_073244.2_55497464_5	400	4.0000	4.3950	51
DN_NC_073244.2_55516115_5	400	4.0000	4.2775	51
DN_NC_073244.2_55538420_4	400	4.0000	4.1475	51
DN_NC_073244.2_55565140_5	400	3.0000	4.0550	51
DN_NC_073244.2_55585242_5	400	3.0000	4.0400	51
DN_NC_073244.2_55607411_6	400	3.0000	3.8325	51
DN_NC_073244.2_55618657_2	400	3.0000	3.7100	51
DN_NC_073244.2_55626504_5	400	3.0000	3.5750	51
DN_NC_073244.2_55654796_6	400	3.0000	3.8950	51
DN_NC_073244.2_55678004_6	400	3.0000	3.6875	51
DN_NC_073244.2_55771764_5	129	6.0000	9.7907	52
DN_NC_073244.2_55797441_5	241	1.0000	5.9212	52
DN_NC_073244.2_55835875_4	165	1.0000	6.6788	52
DN_NC_073244.2_55899006_4	53	3.0000	10.6415	51
DN_NC_073244.2_55940471_6	165	1.0000	3.7697	52
DN_NC_073244.2_55989141_5	144	1.0000	3.5208	51
DN_NC_073244.2_56720868_3	23	1.0000	4.9565	11
DN_NC_073244.2_56814281_4	37	1.0000	1.0541	3
DN_NC_073244.2_56850091_13	77	1.0000	1.0260	3
DN_NC_073244.2_56915266_3	244	1.0000	1.0205	3
DN_NC_073244.2_56916454_10	245	1.0000	1.0204	3
DN_NC_073244.2_57062895_2	20	1.0000	1.3000	5
DN_NC_073244.2_59252668_6	360	1.0000	1.2917	52
DN_NC_073244.2_59724372_5	400	1.0000	1.8375	52
DN_NC_073244.2_59726455_2	400	1.0000	1.8375	52
DN_NC_073244.2_59973129_7	400	1.0000	1.0150	4
DN_NC_073244.2_6036407_2	87	23.0000	28.0345	52
DN_NC_073244.2_61016337_3	400	1.0000	5.7225	52
DN_NC_073244.2_61417620_12	178	1.0000	1.5730	51
DN_NC_073244.2_6165323_3	11	51.0000	49.8182	52
DN_NC_073244.2_62231648_10	11	1.0000	1.0909	2
DN_NC_073244.2_63542066_5	114	1.0000	1.0175	2
DN_NC_073244.2_63732072_2	13	1.0000	5.2308	51
DN_NC_073244.2_63765159_2	60	1.5000	13.2333	51
DN_NC_073244.2_63840101_6	193	1.0000	12.5544	52
DN_NC_073244.2_63855100_5	400	1.0000	6.8725	52
DN_NC_073244.2_63882905_5	156	9.5000	24.0256	52
DN_NC_073244.2_63895938_6	269	2.0000	13.9442	52
DN_NC_073244.2_63917963_3	400	2.0000	10.9525	52
DN_NC_073244.2_63934684_6	400	2.0000	8.2600	52
DN_NC_073244.2_63961971_6	298	2.0000	9.6577	52
DN_NC_073244.2_63983979_5	372	2.0000	10.2661	52
DN_NC_073244.2_64004232_5	257	1.0000	11.0428	52
DN_NC_073244.2_64034715_7	400	3.0000	8.1825	52
