gene_a	gene_b	dn_a	dn_b	label	comp	fold	core_recip	aln_frac	aln_len	log_aln_len	contain_max	contain_min	recip_contain	core_x_alnfrac	contain_x_alnfrac	id	min_cov	n_exon_min	n_exon_max	n_exon_ratio	n_exon_absdiff	both_single	min_shared_mult	max_shared_mult	mult_ratio	n_shared_nodes	log_n_shared_nodes	shares_only_repeat_m5	vg_softmask	mmMed_min	mmMed_max	mmMed_mean	mmMax_min	mmMax_max	mmMax_mean	nReads_min	nReads_max	nReads_mean	nReads_ratio	kmMed_min	kmMed_max	kmMed_mean	kmFrac100_min	kmFrac100_max	kmFrac100_mean	nKmers_min	nKmers_max	nKmers_mean	mask_max	mask_min	bridge_mask
LOC129530279	LOC129530280	DN_NC_073248.2_34819290_6	DN_NC_073248.2_34839953_6	1	500	1	1	1	1118	7.02019	1	1	1	1	1	1	1	6	6	1	0	0	3	6	0.5	226	5.42495	0	0.0456	13	13	13	49	49	49	63	63	63	1	0	0	0	0	0	0	1098	1119	1108.5	0.0456	0.0448	0.0456
LOC129530429	LOC129531431	DN_NC_073236.2_26203134_8	DN_NC_073248.2_10847471_7	0	238	3	0.1309	0.8026	2740	7.91608	0.8571	0.75	0.75	0.10506	0.687908			7	8	0.875	1	0	2	54	0.037037	179	5.19296	0	0.3223	22	22	22	51	52	51.5	343	400	371.5	0.8575	0	0	0	0.0101	0.0488	0.02945	3378	3651	3514.5	0.3223	0.2581	0.3223
LOC129530473	LOC129530554	DN_NC_073246.2_2173988_2	DN_NC_086018.1_1713296_2	1	501	4	0.6071	1.0003	3600	8.18897	1	1	1	0.607282	1.0003	0.9993	0.406	2	2	1	0	0	2	223	0.00896861	772	6.65028	0	0.1273	14	14	14	21	21	21	400	400	400	1	2	2	2	0.0011	0.0014	0.00125	3579	3612	3595.5	0.1273	0.1264	0.1273
LOC129530593	LOC129531205	DN_NC_073240.2_4575875_4	DN_NC_073241.2_195924_6	0	502	4	0.4443	0.564	1287	7.16085	0.25	0.1667	0.1667	0.250585	0.141			4	6	0.666667	2	0	2	5	0.4	220	5.39816	0	0.1728	9	9	9	9	14	11.5	400	400	400	1	0	0	0	0	0.0251	0.01255	2262	4695	3478.5	0.1728	0.096	0.1728
LOC129530593	LOC129531501	DN_NC_073238.2_8052138_7	DN_NC_073241.2_195924_6	0	502	4	0.6191	0.7183	760	6.63463	0.8333	0.7143	0.7143	0.4447	0.598559			6	7	0.857143	1	0	2	28	0.0714286	164	5.10595	0	0.096	9	9	9	9	14	11.5	400	400	400	1	0	0	0	0	0	0	1034	2262	1648	0.096	0.0558	0.096
LOC129530593	SAFB2	DN_NC_073241.2_195924_6	DN_NC_073244.2_11377962_21	0	502	4	0.2918	0.3348	764	6.63988	0.8333	0.2381	0.2381	0.0976946	0.278989			6	21	0.285714	15	0	2	96	0.0208333	171	5.14749	0	0.096	3	9	6	8	14	11	400	400	400	1	0	0	0	0	0.0003	0.00015	2262	3392	2827	0.096	0.0635	0.096
LOC129531501	SAFB	DN_NC_073238.2_8052138_7	DN_NC_073244.2_11413820_21	0	502	4	0.1418	0	0	0	0	0	0	0	0			7	21	0.333333	14	0	3	5	0.6	7	2.07944	0	0.0558	3	9	6	9	9	9	400	400	400	1	0	0	0	0	0	0	1034	3293	2163.5	0.0558	0.0338	0.0558
LOC129531501	SAFB2	DN_NC_073238.2_8052138_7	DN_NC_073244.2_11377962_21	0	502	4	0.8894	0.9896	1047	6.95464	1	0.3333	0.3333	0.88015	0.9896	0.893	0.467	7	21	0.333333	14	0	2	28	0.0714286	152	5.03044	0	0.0635	3	9	6	8	9	8.5	400	400	400	1	0	0	0	0	0.0003	0.00015	1034	3392	2213	0.0635	0.0558	0.0635
LOC129531666	LOC129531667	DN_NC_073236.2_51202468_4	DN_NC_073236.2_51437835_4	1	362	2	0.6614	1	3225	8.079	1	0.75	0.75	0.6614	1	0.994	0.575	4	4	1	0	0	2	188	0.0106383	671	6.51026	0	0.2	6	6	6	11	11	11	400	400	400	1	0	0	0	0.0034	0.0053	0.00435	3205	4366	3785.5	0.2	0.1817	0.2
LOC129531666	RGPD8	DN_NC_073236.2_49989275_2	DN_NC_073236.2_51202468_4	1	362	2	0.5341	1.0865	4270	8.3596	1	1	1	0.5803	1.0865	0.9336	0.476	2	4	0.5	2	0	2	188	0.0106383	703	6.55678	0	0.1936	6	7	6.5	11	51	31	400	400	400	1	0	1	0.5	0.0031	0.0034	0.00325	3910	4366	4138	0.1936	0.1817	0.1936
LOC129531667	RGPD8	DN_NC_073236.2_49989275_2	DN_NC_073236.2_51437835_4	1	362	2	0.3591	0.9963	3213	8.07527	1	0.5	0.5	0.357771	0.9963	0.9351	0.564	2	4	0.5	2	0	2	188	0.0106383	528	6.27099	0	0.2	6	7	6.5	11	51	31	400	400	400	1	0	1	0.5	0.0031	0.0053	0.0042	3205	3910	3557.5	0.2	0.1936	0.2
LOC129531751	LOC129532625	DN_NC_073236.2_140400059_5	DN_NC_086017.1_211655827_5	0	477	3	0.7511	1.0037	2190	7.69211	1	1	1	0.753879	1.0037			5	5	1	0	0	3	503	0.00596421	385	5.95584	0	0.2608	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0.0241	0.0371	0.0306	2162	2208	2185	0.2608	0.2599	0.2608
LOC129531751	LOC129532709	DN_NC_073236.2_140400059_5	DN_NC_086017.1_9337960_4	0	477	3	0.5797	0.5809	481	6.17794	0.75	0.6	0.6	0.336748	0.435675			4	5	0.8	1	0	8	16	0.5	69	4.2485	1	0.2608	23	23	23	52	52	52	400	400	400	1	0	0.5	0.25	0	0.0241	0.01205	808	2162	1485	0.2608	0.0737	0.2608
LOC129531751	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_073236.2_140400059_5	0	477	3	0.1366	0.2204	481	6.17794	0.75	0.6	0.6	0.0301066	0.1653			4	5	0.8	1	0	7	16	0.4375	76	4.34381	1	0.2608	23	23	23	51	52	51.5	400	400	400	1	0	4	2	0	0.0241	0.01205	2162	4489	3325.5	0.2608	0.1229	0.2608
LOC129531751	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_073236.2_140400059_5	0	477	3	0.1366	0.2204	481	6.17794	0.75	0.6	0.6	0.0301066	0.1653			4	5	0.8	1	0	11	16	0.6875	70	4.26268	1	0.2608	23	23	23	52	52	52	400	400	400	1	0	1	0.5	0	0.0241	0.01205	2162	4502	3332	0.2608	0.1223	0.2608
LOC129531751	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_073236.2_140400059_5	0	477	3	0.2214	0.2186	477	6.16961	0.6667	0.6	0.6	0.048398	0.145741			3	5	0.6	2	0	5	205	0.0243902	92	4.5326	1	0.478	23	23	23	52	52	52	400	400	400	1	0	0	0	0.0241	0.0818	0.05295	2162	3009	2585.5	0.478	0.2608	0.478
LOC129531751	LOC134756415	DN_NC_073236.2_140400059_5	DN_NC_073241.2_110003031_5	0	477	3	0.3854	1.0023	2187	7.69074	1	1	1	0.386286	1.0023			5	5	1	0	0	2	503	0.00397614	374	5.92693	0	0.2616	23	23	23	52	52	52	400	400	400	1	0	0	0	0.0241	0.0258	0.02495	2162	2174	2168	0.2616	0.2608	0.2616
LOC129531751	LOC134757299	DN_NC_073236.2_140400059_5	DN_NC_073240.2_103747497_4	0	477	3	0.1366	0.2204	481	6.17794	0.75	0.6	0.6	0.0301066	0.1653			4	5	0.8	1	0	10	16	0.625	65	4.18965	1	0.2608	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0	0.0241	0.01205	2162	4468	3315	0.2608	0.1185	0.2608
LOC129531751	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073236.2_140400059_5	0	477	3	0.1379	0.2204	481	6.17794	0.6667	0.6	0.6	0.0303932	0.146941			3	5	0.6	2	0	7	205	0.0341463	75	4.33073	1	0.4184	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0.0241	0.0789	0.0515	2162	2257	2209.5	0.4184	0.2608	0.4184
LOC129531751	NDUFA8	DN_NC_073236.2_140400059_5	DN_NC_073237.2_118498911_4	0	477	3	0.2218	0.2204	481	6.17794	0.75	0.6	0.6	0.0488847	0.1653			4	5	0.8	1	0	8	16	0.5	74	4.31749	1	0.2608	23	23	23	36	52	44	400	400	400	1	0	1	0.5	0	0.0241	0.01205	2162	4406	3284	0.2608	0.1085	0.2608
LOC129531752	LOC129532807	DN_NC_073227.2_211100517_2	DN_NC_073236.2_140396809_2	1	484	1	0.9992	1	2490	7.82044	1	1	1	0.9992	1	0.9989	1	2	2	1	0	0	2	169	0.0118343	463	6.13988	0	0.2914	22	30	26	24	52	38	32	65	48.5	0.492308	0	1	0.5	0.0093	0.0105	0.0099	2470	2578	2524	0.2914	0.2715	0.2914
LOC129531752	MORN5	DN_NC_073236.2_140396809_2	DN_NC_073237.2_118518303_5	1	484	1	0.1759	0	0	0	0	0	0	0	0	0.9903	0.699	2	5	0.4	3	0	3	5	0.6	26	3.29584	0	0.2914	22	30	26	24	52	38	37	65	51	0.569231	0	1	0.5	0	0.0105	0.00525	702	2578	1640	0.2914	0.0055	0.2914
LOC129531864	LOC129531867	DN_NC_073236.2_31364804_7	DN_NC_073236.2_31570340_7	0	56	2	0.1985	0.1985	527	6.2691	0.7143	0.7143	0.7143	0.0394023	0.141789			7	7	1	0	0	2	6	0.333333	99	4.60517	0	0.4241	6	7	6.5	36	38	37	119	386	252.5	0.30829	0	2	1	0.0172	0.0204	0.0188	2600	2972	2786	0.4241	0.3205	0.4241
LOC129531982	LOC134756437	DN_NC_073224.2_19235747_8	DN_NC_073224.2_29070818_24	0	351	2	0.6235	0.6242	920	6.82546	0.875	0.2917	0.2917	0.389189	0.546175			8	24	0.333333	16	0	5	8	0.625	127	4.85203	1	0.0156	9	9	9	51	51	51	400	400	400	1	0	0	0	0	0	0	1454	3897	2675.5	0.0156	0.0034	0.0156
LOC129531982	LOC134758712	DN_NC_073224.2_15783681_8	DN_NC_073224.2_29070818_24	0	351	2	0.6235	0.6242	920	6.82546	0.875	0.2917	0.2917	0.389189	0.546175			8	24	0.333333	16	0	4	8	0.5	155	5.04986	0	0.0156	9	9	9	51	52	51.5	400	400	400	1	0	0	0	0	0	0	1454	3897	2675.5	0.0156	0.0027	0.0156
LOC129531982	LOC134758754	DN_NC_073224.2_19344252_8	DN_NC_073224.2_29070818_24	0	351	2	0.6378	0.6384	920	6.82546	0.875	0.2917	0.2917	0.407172	0.5586	0	0	8	24	0.333333	16	0	6	8	0.75	146	4.99043	1	0.0156	9	9	9	51	51	51	400	400	400	1	0	0	0	0	0	0	1421	3897	2659	0.0156	0.0028	0.0156
LOC129532045	LOC134757399	DN_NC_073235.2_137582288_5	DN_NC_073241.2_80636266_2	0	124	4	0.1429	0	0	0	0	0	0	0	0			2	5	0.4	3	0	7	65	0.107692	8	2.19722	1	0.8234	1	31	16	25	51	38	5	50	27.5	0.1	1	1	1	0.0998	0.1259	0.11285	2395	4248	3321.5	0.8234	0.5321	0.8234
LOC129532045	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073235.2_137582288_5	0	124	4	0.1433	0	0	0	0	0	0	0	0			2	5	0.4	3	0	2	65	0.0307692	12	2.56495	0	0.5624	1	1	1	25	51	38	5	65	35	0.0769231	1	1	1	0.0998	0.1343	0.11705	2395	2583	2489	0.5624	0.5321	0.5624
LOC129532125	LOC129532854	DN_NC_073227.2_109806788_5	DN_NC_073235.2_83159862_3	0	440	4	0.1394	0.1904	537	6.28786	0.3333	0.2	0.2	0.0265418	0.0634603			3	5	0.6	2	0	4	28	0.142857	25	3.2581	0	0.511	33	52	42.5	52	54	53	35	117	76	0.299145	0	1	0.5	0.0402	0.0536	0.0469	2798	4482	3640	0.511	0.3187	0.511
LOC129532222	LOC129532224	DN_NC_073235.2_33703802_2	DN_NC_073235.2_34402342_7	0	238	3	0.1461	0.6338	1497	7.31189	0.2857	0	0	0.0925982	0.181077			2	7	0.285714	5	0	2	9	0.222222	212	5.36129	0	0.2777	22	22	22	51	51	51	348	400	374	0.87	0	0	0	0	0.0102	0.0051	2342	5452	3897	0.2777	0.1782	0.2777
LOC129532538	LOC129532539	DN_NC_086017.1_156500672_2	DN_NC_086017.1_156500672_3	0	273	1	0.1451	0.1451	388	5.96358	0.5	0.3333	0.3333	0.021054	0.07255			2	3	0.666667	1	0	2	26	0.0769231	70	4.26268	0	0.6425	4	4	4	52	52	52	31	32	31.5	0.96875	1	1	1	0.0222	0.033	0.0276	2654	3093	2873.5	0.6425	0.3216	0.6425
LOC129532625	LOC129532709	DN_NC_086017.1_211655827_5	DN_NC_086017.1_9337960_4	0	477	3	0.6147	0.6147	509	6.23441	0.75	0.6	0.6	0.377856	0.461025			4	5	0.8	1	0	6	16	0.375	67	4.21951	1	0.2599	23	23	23	51	52	51.5	400	400	400	1	0	0.5	0.25	0	0.0371	0.01855	808	2208	1508	0.2599	0.0737	0.2599
LOC129532625	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_086017.1_211655827_5	0	477	3	0.1338	0.2329	519	6.25383	0.75	0.6	0.6	0.031162	0.174675			4	5	0.8	1	0	6	16	0.375	74	4.31749	1	0.2599	23	23	23	51	51	51	400	400	400	1	0	4	2	0	0.0371	0.01855	2208	4489	3348.5	0.2599	0.1229	0.2599
LOC129532625	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_086017.1_211655827_5	0	477	3	0.1338	0.2329	519	6.25383	0.75	0.6	0.6	0.031162	0.174675			4	5	0.8	1	0	6	16	0.375	66	4.20469	1	0.2599	23	23	23	51	52	51.5	400	400	400	1	0	1	0.5	0	0.0371	0.01855	2208	4502	3355	0.2599	0.1223	0.2599
LOC129532625	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_086017.1_211655827_5	0	477	3	0.2168	0.2141	477	6.16961	0.6667	0.6	0.6	0.0464169	0.14274			3	5	0.6	2	0	5	497	0.0100604	87	4.47734	1	0.478	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0.0371	0.0818	0.05945	2208	3009	2608.5	0.478	0.2599	0.478
LOC129532625	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_211655827_5	0	477	3	0.3833	1.0027	2200	7.69667	1	1	1	0.384335	1.0027			5	5	1	0	0	3	503	0.00596421	369	5.9135	0	0.2616	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0.0258	0.0371	0.03145	2174	2208	2191	0.2616	0.2599	0.2616
LOC129532625	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_086017.1_211655827_5	0	477	3	0.1338	0.224	499	6.21461	0.75	0.6	0.6	0.0299712	0.168			4	5	0.8	1	0	10	16	0.625	61	4.12713	1	0.2599	23	23	23	51	51	51	400	400	400	1	0	0	0	0	0.0371	0.01855	2208	4468	3338	0.2599	0.1185	0.2599
LOC129532625	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_086017.1_211655827_5	0	477	3	0.1351	0.2159	481	6.17794	0.6667	0.6	0.6	0.0291681	0.143941			3	5	0.6	2	0	4	497	0.00804829	79	4.38203	0	0.4184	23	23	23	51	51	51	400	400	400	1	0	0	0	0.0371	0.0789	0.058	2208	2257	2232.5	0.4184	0.2599	0.4184
LOC129532625	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_086017.1_211655827_5	0	477	3	0.2343	0.2329	519	6.25383	0.75	0.6	0.6	0.0545685	0.174675			4	5	0.8	1	0	2	16	0.125	75	4.33073	0	0.2599	23	23	23	36	51	43.5	400	400	400	1	0	1	0.5	0	0.0371	0.01855	2208	4406	3307	0.2599	0.1085	0.2599
LOC129532709	LOC129532808	DN_NC_073227.2_211080863_4	DN_NC_086017.1_9337960_4	0	477	3	0.7391	1	828	6.72022	1	0.75	0.75	0.7391	1			4	4	1	0	0	5	16	0.3125	134	4.90527	1	0.1229	23	23	23	51	52	51.5	400	400	400	1	0.5	4	2.25	0	0	0	808	4489	2648.5	0.1229	0.0737	0.1229
LOC129532709	LOC129533287	DN_NC_073227.2_8155721_4	DN_NC_086017.1_9337960_4	0	477	3	0.7391	1	828	6.72022	1	0.75	0.75	0.7391	1			4	4	1	0	0	5	16	0.3125	129	4.86753	1	0.1223	23	23	23	52	52	52	400	400	400	1	0.5	1	0.75	0	0	0	808	4502	2655	0.1223	0.0737	0.1223
LOC129532709	LOC129534552	DN_NC_073229.2_195378107_3	DN_NC_086017.1_9337960_4	0	477	3	0.5749	0.5785	479	6.17379	0.75	0.6667	0.6667	0.33258	0.433875			3	4	0.75	1	0	8	16	0.5	72	4.29046	1	0.478	23	23	23	52	52	52	400	400	400	1	0	0.5	0.25	0	0.0818	0.0409	808	3009	1908.5	0.478	0.0737	0.478
LOC129532709	LOC134756415	DN_NC_073241.2_110003031_5	DN_NC_086017.1_9337960_4	0	477	3	0.5918	0.5918	490	6.19644	0.75	0.6	0.6	0.350227	0.44385			4	5	0.8	1	0	8	16	0.5	66	4.20469	1	0.2616	23	23	23	52	52	52	400	400	400	1	0	0.5	0.25	0	0.0258	0.0129	808	2174	1491	0.2616	0.0737	0.2616
LOC129532709	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_086017.1_9337960_4	0	477	3	0.7403	0.9867	817	6.70686	1	0.75	0.75	0.730454	0.9867			4	4	1	0	0	7	16	0.4375	123	4.82028	1	0.1185	23	23	23	51	52	51.5	400	400	400	1	0	0.5	0.25	0	0	0	808	4468	2638	0.1185	0.0737	0.1185
LOC129532709	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_086017.1_9337960_4	0	477	3	0.3551	0.5833	483	6.18208	0.75	0.6667	0.6667	0.20713	0.437475			3	4	0.75	1	0	2	16	0.125	70	4.26268	0	0.4184	23	23	23	51	52	51.5	400	400	400	1	0	0.5	0.25	0	0.0789	0.03945	808	2257	1532.5	0.4184	0.0737	0.4184
LOC129532709	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_086017.1_9337960_4	0	477	3	0.9988	1	828	6.72022	1	0.75	0.75	0.9988	1			4	4	1	0	0	6	16	0.375	127	4.85203	1	0.1085	23	23	23	36	52	44	400	400	400	1	0.5	1	0.75	0	0	0	808	4406	2607	0.1085	0.0737	0.1085
LOC129532807	MORN5	DN_NC_073227.2_211100517_2	DN_NC_073237.2_118518303_5	1	484	1	0.1759	0	0	0	0	0	0	0	0	0.9919	0.699	2	5	0.4	3	0	3	5	0.6	26	3.29584	0	0.2715	22	22	22	24	24	24	32	37	34.5	0.864865	0	0	0	0	0.0093	0.00465	702	2470	1586	0.2715	0.0055	0.2715
LOC129532808	LOC129533287	DN_NC_073227.2_211080863_4	DN_NC_073227.2_8155721_4	0	477	3	1	1	4509	8.41405	1	1	1	1	1			4	4	1	0	0	3	16	0.1875	901	6.80461	0	0.1229	23	23	23	51	52	51.5	400	400	400	1	1	4	2.5	0	0	0	4489	4502	4495.5	0.1229	0.1223	0.1229
LOC129532808	LOC134756415	DN_NC_073227.2_211080863_4	DN_NC_073241.2_110003031_5	0	477	3	0.1358	0.2233	490	6.19644	0.75	0.6	0.6	0.0303241	0.167475			4	5	0.8	1	0	7	16	0.4375	73	4.30407	1	0.2616	23	23	23	51	52	51.5	400	400	400	1	0	4	2	0	0.0258	0.0129	2174	4489	3331.5	0.2616	0.1229	0.2616
LOC129532808	LOC134757299	DN_NC_073227.2_211080863_4	DN_NC_073240.2_103747497_4	0	477	3	1	1	4488	8.40939	1	1	1	1	1			4	4	1	0	0	4	16	0.25	871	6.77079	0	0.1229	23	23	23	51	51	51	400	400	400	1	0	4	2	0	0	0	4468	4489	4478.5	0.1229	0.1185	0.1229
LOC129532808	LOC134759133	DN_NC_073227.2_211080863_4	DN_NC_073231.2_150902261_3	0	477	3	0.2123	0.2114	482	6.18002	0.75	0.6667	0.6667	0.0448802	0.15855			3	4	0.75	1	0	2	16	0.125	80	4.39445	0	0.4184	23	23	23	51	51	51	400	400	400	1	0	4	2	0	0.0789	0.03945	2257	4489	3373	0.4184	0.1229	0.4184
LOC129532808	NDUFA8	DN_NC_073227.2_211080863_4	DN_NC_073237.2_118498911_4	0	477	3	0.3254	1.0002	4427	8.3957	1	1	1	0.325465	1.0002			4	4	1	0	0	3	16	0.1875	763	6.63857	0	0.1229	23	23	23	36	51	43.5	400	400	400	1	1	4	2.5	0	0	0	4406	4489	4447.5	0.1229	0.1085	0.1229
LOC129532854	NLGN1	DN_NC_073227.2_109806788_5	DN_NC_086017.1_185299820_2	0	440	4	0.1348	0.1645	464	6.14204	0.5	0.2	0.2	0.0221746	0.08225			2	5	0.4	3	0	2	28	0.0714286	22	3.13549	0	0.511	33	51	42	52	52	52	35	177	106	0.19774	0	1	0.5	0.0391	0.0536	0.04635	2798	3322	3060	0.511	0.3208	0.511
LOC129532935	SORT1	DN_NC_073224.2_116693847_11	DN_NC_073224.2_130686217_20	0	503	1	0.3095	0.3647	985	6.89366	0.7273	0.4	0.4	0.112875	0.265246	0.9828	0.147	11	20	0.55	9	0	2	5	0.4	164	5.10595	0	0.2299	1	4	2.5	42	51	46.5	334	400	367	0.835	0	0	0	0.0004	0.0332	0.0168	2681	6993	4837	0.2299	0.0954	0.2299
LOC129533124	NUPR2	DN_NC_073227.2_139561252_10	DN_NC_073230.2_64295055_2	0	319	2	0.1719	0	0	0	0	0	0	0	0			2	10	0.2	8	0	3	8	0.375	6	1.94591	0	0.301	4	51	27.5	51	52	51.5	80	400	240	0.2	0	0	0	0	0.0349	0.01745	614	3240	1927	0.301	0.0252	0.301
LOC129533273	TFEC	DN_NC_073227.2_22580407_2	DN_NC_073230.2_124939640_5	0	504	2	0.1387	0	0	0	0	0	0	0	0			2	5	0.4	3	0	7	28	0.25	11	2.48491	1	0.3022	1.5	43	22.25	51	52	51.5	12	23	17.5	0.521739	0	1	0.5	0.0169	0.0231	0.02	2071	2776	2423.5	0.3022	0.3003	0.3022
LOC129533287	LOC134756415	DN_NC_073227.2_8155721_4	DN_NC_073241.2_110003031_5	0	477	3	0.1358	0.2233	490	6.19644	0.75	0.6	0.6	0.0303241	0.167475			4	5	0.8	1	0	10	16	0.625	67	4.21951	1	0.2616	23	23	23	52	52	52	400	400	400	1	0	1	0.5	0	0.0258	0.0129	2174	4502	3338	0.2616	0.1223	0.2616
LOC129533287	LOC134757299	DN_NC_073227.2_8155721_4	DN_NC_073240.2_103747497_4	0	477	3	1	1	4488	8.40939	1	1	1	1	1			4	4	1	0	0	4	16	0.25	868	6.76734	0	0.1223	23	23	23	51	52	51.5	400	400	400	1	0	1	0.5	0	0	0	4468	4502	4485	0.1223	0.1185	0.1223
LOC129533287	LOC134759133	DN_NC_073227.2_8155721_4	DN_NC_073231.2_150902261_3	0	477	3	0.2123	0.2114	482	6.18002	0.75	0.6667	0.6667	0.0448802	0.15855			3	4	0.75	1	0	8	16	0.5	69	4.2485	1	0.4184	23	23	23	51	52	51.5	400	400	400	1	0	1	0.5	0	0.0789	0.03945	2257	4502	3379.5	0.4184	0.1223	0.4184
LOC129533287	NDUFA8	DN_NC_073227.2_8155721_4	DN_NC_073237.2_118498911_4	0	477	3	0.3254	1.0009	4430	8.39638	1	1	1	0.325693	1.0009			4	4	1	0	0	2	16	0.125	761	6.63595	0	0.1223	23	23	23	36	52	44	400	400	400	1	1	1	1	0	0	0	4406	4502	4454	0.1223	0.1085	0.1223
LOC129533438	SPC25	DN_NC_073224.2_219630924_4	DN_NC_073235.2_71373985_7	0	4	1	0.1463	0	0	0	0	0	0	0	0			4	7	0.571429	3	0	2	48	0.0416667	12	2.56495	0	0.4132	1	1	1	17	51	34	11	14	12.5	0.785714	0	0	0	0.0278	0.1709	0.09935	1340	2983	2161.5	0.4132	0.1855	0.4132
LOC129533692	NREP	DN_NC_073228.2_115483850_5	DN_NC_073228.2_115545008_4	0	505	3	0.549	0.5483	1554	7.34923	0.25	0.2	0.2	0.301017	0.137075			4	5	0.8	1	0	2	7	0.285714	396	5.98394	0	0.1687	4	4	4	51	51	51	158	160	159	0.9875	1	1	1	0	0	0	2814	3398	3106	0.1687	0.1598	0.1687
LOC129533739	TMEM87A	DN_NC_073228.2_47938018_2	DN_NC_073240.2_43072375_7	0	506	4	0.2791	0	0	0	0	0	0	0	0			2	7	0.285714	5	0	8	426	0.0187793	4	1.60944	1	0.3857	1	31.5	16.25	51	52	51.5	22	400	211	0.055	0	1	0.5	0.0352	0.1044	0.0698	862	1846	1354	0.3857	0.3017	0.3857
LOC129534465	LOC134756566	DN_NC_073229.2_86209092_3	DN_NC_073234.2_71885470_2	0	507	1	0.157	0.1543	226	5.42495	0.3333	0	0	0.0242251	0.0514282			2	3	0.666667	1	0	2	3	0.666667	32	3.49651	0	0.1878	5	5	5	52	52	52	400	400	400	1	0	1	0.5	0	0.0252	0.0126	1445	4081	2763	0.1878	0.17	0.1878
LOC129534465	LOC134757610	DN_NC_073229.2_86209092_3	DN_NC_073243.2_86703688_5	0	507	1	0.1549	0	0	0	0	0	0	0	0			3	5	0.6	2	0	2	3	0.666667	26	3.29584	0	0.23	5	5	5	52	52	52	400	400	400	1	0	0	0	0	0.0265	0.01325	1445	4379	2912	0.23	0.17	0.23
LOC129534552	LOC134756415	DN_NC_073229.2_195378107_3	DN_NC_073241.2_110003031_5	0	477	3	0.2201	0.2174	477	6.16961	0.6667	0.6	0.6	0.0478497	0.144941			3	5	0.6	2	0	5	497	0.0100604	90	4.51086	1	0.478	23	23	23	52	52	52	400	400	400	1	0	0	0	0.0258	0.0818	0.0538	2174	3009	2591.5	0.478	0.2616	0.478
LOC129534552	LOC134759133	DN_NC_073229.2_195378107_3	DN_NC_073231.2_150902261_3	0	477	3	0.4154	1.0013	2283	7.73368	1	1	1	0.41594	1.0013			3	3	1	0	0	2	497	0.00402414	412	6.02345	0	0.478	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0.0789	0.0818	0.08035	2257	3009	2633	0.478	0.4184	0.478
LOC129534552	NDUFA8	DN_NC_073229.2_195378107_3	DN_NC_073237.2_118498911_4	0	477	3	0.1581	0.1581	479	6.17379	0.75	0.6667	0.6667	0.0249956	0.118575			3	4	0.75	1	0	8	16	0.5	76	4.34381	1	0.478	23	23	23	36	52	44	400	400	400	1	0	1	0.5	0	0.0818	0.0409	3009	4406	3707.5	0.478	0.1085	0.478
LOC134756368	LOC134756753	DN_NC_073236.2_22549336_8	DN_NC_073236.2_23070420_5	1	321	3	0.1553	0.3539	916	6.82111	0.8	0.5	0.5	0.0549607	0.28312	0.9938	0.327	5	8	0.625	3	0	5	503	0.00994036	137	4.92725	1	0.2222	11	12	11.5	17	51	34	400	400	400	1	0	3	1.5	0.0247	0.0612	0.04295	2566	6062	4314	0.2222	0.2004	0.2222
LOC134756368	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073236.2_23070420_5	1	321	3	0.1553	0.3539	916	6.82111	0.8	0.625	0.625	0.0549607	0.28312	0.9901	0.327	5	8	0.625	3	0	5	12	0.416667	118	4.77912	1	0.2222	11	12	11.5	17	51	34	400	400	400	1	0	1	0.5	0.0104	0.0612	0.0358	2566	4033	3299.5	0.2222	0.126	0.2222
LOC134756368	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073236.2_23070420_5	1	321	3	0.412	0.7303	1170	7.06561	0.5	0.2	0.2	0.300884	0.36515	0.9906	0.472	2	5	0.4	3	0	4	503	0.00795229	236	5.46806	0	0.3377	12	12	12	51	53	52	400	400	400	1	0	1	0.5	0.0612	0.0999	0.08055	1582	2566	2074	0.3377	0.2222	0.3377
