gene_a	gene_b	block_ident	concentration	total_frac	ident_disp
ZNF233	ZNF285	0.0000	0.0000	0.0000	0.0000
ZNF233	ZNF45	0.0000	0.0000	0.0000	0.0000
ZNF234	ZNF235	0.0000	0.0000	0.0000	0.0000
ZNF234	ZNF284	0.0000	0.0000	0.0000	0.0000
ZNF234	ZNF45	0.0000	0.0000	0.0000	0.0000
ZNF235	ZNF239	0.0000	0.0000	0.0000	0.0000
ZNF235	ZNF284	0.0000	0.0000	0.0000	0.0000
ZNF235	ZNF45	0.0000	0.0000	0.0000	0.0000
ZNF25	ZNF33B	0.0000	0.0000	0.0000	0.0000
ZNF25	ZNF510	0.0000	0.0000	0.0000	0.0000
ZNF25	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF25	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF250	ZNF251	0.0000	0.0000	0.0000	0.0000
ZNF250	ZNF3	0.0000	0.0000	0.0000	0.0000
ZNF250	ZNF34	0.0000	0.0000	0.0000	0.0000
ZNF251	ZNF3	0.0000	0.0000	0.0000	0.0000
ZNF251	ZNF34	0.0000	0.0000	0.0000	0.0000
ZNF251	ZNF544	0.0000	0.0000	0.0000	0.0000
ZNF251	ZNF623	0.0000	0.0000	0.0000	0.0000
ZNF251	ZNF70	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF267	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF273	0.7266	1.0000	0.3326	0.0752
ZNF254	ZNF28	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF429	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF43	0.6955	0.6617	0.7592	0.2971
ZNF254	ZNF430	0.7775	1.0000	0.4878	0.0567
ZNF254	ZNF480	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF486	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF506	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF528	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF578	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF611	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF626	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF675	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF680	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF681	0.7959	1.0000	0.5081	0.0683
ZNF254	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF723	0.8362	1.0000	0.6723	0.0766
ZNF254	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF761	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF254	ZNF91	0.4636	0.8162	1.0187	0.4312
ZNF254	ZNF92	0.7286	1.0000	0.6068	0.0731
ZNF256	ZNF304	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF416	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF418	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF547	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF548	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF549	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF551	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF671	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF776	0.0000	0.0000	0.0000	0.0000
ZNF256	ZNF792	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF260	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF268	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF302	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF484	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF649	0.0000	0.0000	0.0000	0.0000
ZNF26	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF334	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF33B	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF354A	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF354B	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF487	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF565	0.8604	1.0000	0.1533	0.0522
ZNF260	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF260	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF263	ZNF394	0.0000	0.0000	0.0000	0.0000
ZNF263	ZSCAN30	0.0000	0.0000	0.0000	0.0000
ZNF264	ZNF460	0.0000	0.0000	0.0000	0.0000
ZNF264	ZNF543	0.0000	0.0000	0.0000	0.0000
ZNF264	ZNF550	0.0000	0.0000	0.0000	0.0000
ZNF264	ZNF805	0.8921	1.0000	0.4780	0.0682
ZNF266	ZNF283	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF30	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF420	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF546	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF560	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF596	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF266	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF273	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF28	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF347	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF415	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF429	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF43	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF430	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF486	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF611	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF675	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF680	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF681	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF723	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF761	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF808	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF888	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF267	ZNF92	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF300	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF334	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF33B	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF382	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF41	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF432	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF484	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF487	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF606	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF614	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF268	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF28	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF415	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF429	0.7871	1.0000	0.6397	0.0671
ZNF273	ZNF43	0.8130	0.5369	0.8899	0.0632
ZNF273	ZNF430	0.6615	1.0000	0.7157	0.0626
ZNF273	ZNF480	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF486	0.7964	1.0000	0.5036	0.1742
ZNF273	ZNF506	0.7545	1.0000	0.4856	0.2593
ZNF273	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF626	0.6921	1.0000	0.4137	0.3216
ZNF273	ZNF675	0.7802	1.0000	0.9587	0.0570
ZNF273	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF680	0.8630	1.0000	0.5742	0.0650
ZNF273	ZNF681	0.7306	1.0000	0.6900	0.0654
ZNF273	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF723	0.8286	1.0000	0.6576	0.1907
ZNF273	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF761	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF273	ZNF92	0.7472	1.0000	0.6091	0.0653
ZNF28	ZNF347	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF415	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF468	0.8003	1.0000	1.0819	0.2838
ZNF28	ZNF480	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF578	0.6768	1.0000	0.4267	0.0928
ZNF28	ZNF600	0.7094	1.0000	0.7487	0.0686
ZNF28	ZNF611	0.7098	1.0000	0.7758	0.0807
ZNF28	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF681	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF701	0.7075	1.0000	0.5152	0.0655
ZNF28	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF761	0.7501	1.0000	0.7940	0.2240
ZNF28	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF808	0.7528	0.6731	0.4454	0.0590
ZNF28	ZNF813	0.8023	1.0000	0.2448	0.2661
ZNF28	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF888	0.6762	1.0000	0.7983	0.3424
ZNF28	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF28	ZNF92	0.0000	0.0000	0.0000	0.0000
ZNF280C	ZNF280D	0.8244	1.0000	0.2721	0.0979
ZNF283	ZNF30	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF331	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF420	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF461	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF540	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF546	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF566	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF780B	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF283	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF285	ZNF45	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF302	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF334	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF354A	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF41	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF501	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF606	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF287	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF3	ZNF34	0.0000	0.0000	0.0000	0.0000
ZNF3	ZNF544	0.0000	0.0000	0.0000	0.0000
ZNF3	ZNF623	0.0000	0.0000	0.0000	0.0000
ZNF3	ZNF79	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF331	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF420	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF471	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF529	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF540	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF546	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF583	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF607	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF684	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF780B	0.0000	0.0000	0.0000	0.0000
ZNF30	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF354A	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF487	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF606	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF615	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF300	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF334	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF41	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF484	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF302	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF304	ZNF416	0.0000	0.0000	0.0000	0.0000
ZNF304	ZNF418	0.0000	0.0000	0.0000	0.0000
ZNF304	ZNF548	0.0000	0.0000	0.0000	0.0000
ZNF304	ZNF551	0.0000	0.0000	0.0000	0.0000
ZNF304	ZNF586	0.0000	0.0000	0.0000	0.0000
ZNF304	ZNF671	0.0000	0.0000	0.0000	0.0000
ZNF304	ZNF792	0.0000	0.0000	0.0000	0.0000
ZNF311	ZNF35	0.0000	0.0000	0.0000	0.0000
ZNF317	ZNF835	0.0000	0.0000	0.0000	0.0000
ZNF324	ZNF324B	0.8364	1.0000	0.7839	0.1160
ZNF324	ZNF71	0.0000	0.0000	0.0000	0.0000
ZNF324	ZNF835	0.0000	0.0000	0.0000	0.0000
ZNF324B	ZNF835	0.0000	0.0000	0.0000	0.0000
ZNF329	ZNF420	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF420	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF461	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF529	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF566	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF331	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF333	ZNF554	0.0000	0.0000	0.0000	0.0000
ZNF333	ZNF879	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF484	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF487	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF510	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF334	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF337	ZNF343	0.0000	0.0000	0.0000	0.0000
ZNF337	ZNF875	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF354A	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF354B	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF382	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF487	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF33B	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF34	ZNF70	0.0000	0.0000	0.0000	0.0000
ZNF34	ZNF79	0.0000	0.0000	0.0000	0.0000
ZNF343	ZNF589	0.0000	0.0000	0.0000	0.0000
ZNF343	ZNF875	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF415	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF429	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF430	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF468	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF528	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF578	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF611	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF761	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF808	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF888	0.0000	0.0000	0.0000	0.0000
ZNF347	ZNF92	0.0000	0.0000	0.0000	0.0000
ZNF35	ZNF543	0.0000	0.0000	0.0000	0.0000
ZNF35	ZNF550	0.0000	0.0000	0.0000	0.0000
ZNF35	ZNF594	0.0000	0.0000	0.0000	0.0000
ZNF35	ZNF667	0.0000	0.0000	0.0000	0.0000
ZNF35	ZNF805	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF354B	0.8971	1.0000	0.7632	0.0856
ZNF354A	ZNF41	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF501	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF606	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF354A	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF354B	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF354B	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF354B	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF354B	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF354B	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF354B	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF354B	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF484	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF487	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF382	ZNF81	0.0000	0.0000	0.0000	0.0000
ZNF391	ZNF485	0.0000	0.0000	0.0000	0.0000
ZNF394	ZNF75D	0.0000	0.0000	0.0000	0.0000
ZNF394	ZSCAN21	0.0000	0.0000	0.0000	0.0000
ZNF394	ZSCAN29	0.0000	0.0000	0.0000	0.0000
ZNF394	ZSCAN30	0.0000	0.0000	0.0000	0.0000
ZNF397	ZSCAN9	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF484	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF81	0.0000	0.0000	0.0000	0.0000
ZNF41	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF429	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF468	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF480	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF486	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF528	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF578	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF611	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF701	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF723	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF761	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF808	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF888	0.0000	0.0000	0.0000	0.0000
ZNF415	ZNF91	0.0000	0.0000	0.0000	0.0000
