Gene Name	ENSEMBL	Gene ID	Biotype	In Table S1 (SD98 gene set)	SD Unit	Median famCN	No. Assigned Families	Family ID	Family MAD	No. Family Members	No. Protein Coding	No. Unprocessed Pseudogene	Max famCN Great Apes	Min famCN Great Apes	famCN Status per Paralog	Non-Syntenic with Chimpanzee	parCN Category	Fetal brain Expression
MST1P2	ENSG00000186301.8	CHM13_G0000540	unprocessed_pseudogene	Yes	.	8.1119365	1	ID_393	0.14582775	5.0	0.0	5.0	5.028993	1.4832882	Expanded in humans	-	Polymorphic	Yes
MST1P2	ENSG00000186301.8	LOFF_G0000025	unprocessed_pseudogene	Yes	.	7.96610875	1	ID_393	0.14582775	5.0	0.0	5.0	5.1083055	1.464794	Expanded in humans	-	Nearly-Fixed	No
MST1P2	ENSG00000186301.8	LOFF_G0000030	unprocessed_pseudogene	Yes	.	8.0848635	1	ID_393	0.14582775	5.0	0.0	5.0	5.040279	1.4708132	Expanded in humans	-	Nearly-Fixed	No
MSTRG.1841	None	CHM13_G0017900	StringTie	No	SD11805,SD11809,SD4493,SD6627,SD8119	N/A	1	ID_394	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
MSTRG.3575	None	CHM13_G0035611	StringTie	No	SD11805,SD11809,SD4493,SD6627,SD8119	N/A	1	ID_394	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
ZNF595	ENSG00000272602.6	CHM13_G0041023	protein_coding	Yes	SD10009,SD11266,SD11347,SD11805,SD11809,SD4493,SD6627,SD6628	11.938505	1	ID_394	0.0	3.0	1.0	0.0	3.8442092	3.2042723	Undetermined	-	Nearly-Fixed	Yes
MSTRG.3185	None	CHM13_G0031950	StringTie	No	SD6779,SD6797,SD6799,SD6801,SD6804,SD6805,SD6807,SD6808,SD6809,SD6810,SD6811,SD6814,SD6815,SD6816,SD6817,SD6818,SD6819,SD6820,SD6821,SD6822	N/A	1	ID_395	0.08764425	7.0	6.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
RGPD1	ENSG00000187627.16	CHM13_G0031424	protein_coding	Yes	SD6779,SD6780,SD6781,SD6782,SD6783,SD6788,SD6790,SD6791,SD6793,SD6795,SD6801,SD6803,SD6804,SD6805,SD6807,SD6808,SD6809,SD6810,SD6811,SD6814,SD6815,SD6816,SD6817,SD6818,SD6819,SD6820,SD6823	14.6955975	1	ID_395	0.08764425	7.0	6.0	0.0	15.726169	9.249577	Undetermined	-	Nearly-Fixed	Yes
RGPD2	ENSG00000185304.15	CHM13_G0031451	protein_coding	Yes	SD6779,SD6805,SD6807,SD6808,SD6809,SD6810,SD6811,SD6814,SD6815,SD6816,SD6817,SD6818,SD6819,SD6820,SD6823	15.4429094	1	ID_395	0.08764425	7.0	6.0	0.0	19.971656	11.8647295	Undetermined	-	Nearly-Fixed	Yes
RGPD3	ENSG00000153165.19	CHM13_G0031888	protein_coding	Yes	SD2984,SD6779,SD6781,SD6801,SD6804,SD6805,SD6807,SD6808,SD6809,SD6810,SD6811,SD6814,SD6815,SD6816,SD6817,SD6818,SD6819,SD6820,SD6821,SD6822,SD6823	15.2915928	1	ID_395	0.08764425	7.0	6.0	0.0	17.454205	11.344712	Undetermined	chr2:106927000-106986000	Nearly-Fixed	Yes
RGPD4	ENSG00000196862.10	CHM13_G0031907	protein_coding	Yes	SD6779,SD6781,SD6801,SD6804,SD6805,SD6807,SD6808,SD6809,SD6810,SD6811,SD6814,SD6815,SD6816,SD6817,SD6818,SD6819,SD6820,SD6821,SD6822	15.4563838	1	ID_395	0.08764425	7.0	6.0	0.0	19.446933	11.5402815	Undetermined	chr2:108287000-108355000	Nearly-Fixed	Yes
RGPD5	ENSG00000015568.13	CHM13_G0031983	protein_coding	Yes	SD6779,SD6797,SD6799,SD6801,SD6804,SD6805,SD6807,SD6808,SD6809,SD6810,SD6811,SD6814,SD6815,SD6816,SD6817,SD6818,SD6819,SD6820,SD6821,SD6822	15.5262811	1	ID_395	0.08764425	7.0	6.0	0.0	20.4923945	11.6360435	Undetermined	-	Nearly-Fixed	Yes
RGPD8	ENSG00000169629.12	CHM13_G0032028	protein_coding	Yes	SD6779,SD6781,SD6797,SD6801,SD6803,SD6804,SD6805,SD6807,SD6808,SD6809,SD6810,SD6811,SD6814,SD6815,SD6816,SD6817,SD6818,SD6819,SD6820,SD6821,SD6822	15.5483005	1	ID_395	0.08764425	7.0	6.0	0.0	20.451541	11.591713	Undetermined	-	Fixed	Yes
MSTRG.348	None	CHM13_G0002906	StringTie	No	SD6323	N/A	2	ID_396	0.7172055	4.0	3.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
NBPF11	ENSG00000263956.6	CHM13_G0002990	protein_coding	Yes	SD4306,SD4364,SD4377,SD5414,SD6323	34.9657393	1	ID_396	0.7172055	4.0	3.0	0.0	41.8782515	11.658189	Undetermined	-	Nearly-Fixed	Yes
NBPF15	ENSG00000266338.6	CHM13_G0002877	protein_coding	Yes	SD4306,SD4364,SD4377,SD5414,SD6323	33.0813295	1	ID_396	0.7172055	4.0	3.0	0.0	39.909373	11.8954275	Undetermined	-	Nearly-Fixed	Yes
NBPF9	ENSG00000269713.7	CHM13_G0002953	protein_coding	Yes	SD4306,SD4364,SD4377,SD5414,SD6323	32.364124	1	ID_396	0.7172055	4.0	3.0	0.0	39.555984	11.635222	Undetermined	-	Nearly-Fixed	Yes
MSTRG.348	None	CHM13_G0002906	StringTie	No	SD6323	N/A	2	ID_397	0.76371325	4.0	2.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
NBPF12	ENSG00000268043.7	CHM13_G0003030	protein_coding	Yes	SD4306,SD4364,SD4377,SD5414,SD6323	44.2993417	1	ID_397	0.76371325	4.0	2.0	1.0	55.595909	13.5433535	Undetermined	-	Fixed	Yes
NBPF1	ENSG00000219481.10	CHM13_G0000527	protein_coding	Yes	SD2784,SD2785,SD3963,SD3975,SD3978,SD4013,SD4033,SD4045,SD4055,SD4093,SD4106,SD4128,SD4133,SD4143,SD4170,SD4201,SD4272,SD4282,SD4306,SD4364,SD4377,SD5414,SD6023,SD6042,SD6057,SD6063,SD6077,SD6098,SD6174,SD6179,SD6183,SD6231,SD6247,SD6266,SD6320,SD6383,SD6398,SD6411,SD6420,SD6434,SD6463,SD6479,SD6480,SD7027,SD7163,SD7164,SD7167	43.5356285	1	ID_397	0.76371325	4.0	2.0	1.0	53.423187	13.209434	Undetermined	-	Nearly-Fixed	Yes
NBPF8	ENSG00000270231.4	CHM13_G0002799	transcribed_unprocessed_pseudogene	Yes	SD4306,SD4364,SD4377,SD5414,SD6323	42.652625	1	ID_397	0.76371325	4.0	2.0	1.0	52.1939815	13.275805	Undetermined	-	Nearly-Fixed	Yes
MUC20	ENSG00000176945.17	CHM13_G0040910	protein_coding	Yes	.	4.61230525	1	ID_398	0.06422674	3.0	1.0	1.0	4.060948	2.840458	Expanded in humans	-	Nearly-Fixed	Yes
MUC20-OT1	ENSG00000242086.8	CHM13_G0040911	lncRNA	No	SD11553,SD11556,SD11558,SD11559,SD11560,SD11561,SD11563,SD11597,SD11598,SD11608,SD11609,SD11610,SD11611	N/A	1	ID_398	0.06422674	3.0	1.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
MUC20P1	ENSG00000224769.1	CHM13_G0040896	unprocessed_pseudogene	Yes	.	4.74075873	1	ID_398	0.06422674	3.0	1.0	1.0	3.96023835	2.6724783	Expanded in humans	-	Nearly-Fixed	No
NAIP	ENSG00000249437.8	CHM13_G0044663	protein_coding	Yes	SD2470,SD2474,SD2521,SD2522,SD2523,SD2524,SD3318	4.9669597	1	ID_399	0.53051207	4.0	1.0	3.0	2.07944525	1.9005437	Duplicated in humans	-	Nearly-Fixed	Yes
NAIPP1	ENSG00000250687.6	CHM13_G0044646	transcribed_unprocessed_pseudogene	Yes	SD2470	6.9628857	1	ID_399	0.53051207	4.0	1.0	3.0	2.0388308	1.6813592	Duplicated in humans	-	Nearly-Fixed	Yes
NAIPP2	ENSG00000179978.11	CHM13_G0044652	unprocessed_pseudogene	Yes	SD2521,SD2522,SD2523	5.37253903	1	ID_399	0.53051207	4.0	1.0	3.0	2.21976245	1.9745247	Duplicated in humans	chr5:70705000-70824000	Nearly-Fixed	Yes
NAIPP4	ENSG00000251634.2	CHM13_G0044666	unprocessed_pseudogene	Yes	SD2470,SD2474,SD2521,SD2523,SD2524	6.02798385	1	ID_399	0.53051207	4.0	1.0	3.0	2.1462324	1.8590158	Duplicated in humans	-	Nearly-Fixed	Yes
NBPF26	ENSG00000273136.7	CHM13_G0002805	protein_coding	Yes	SD4306,SD4364,SD4377,SD5414	10.2348485	1	ID_400	0.07394931	6.0	6.0	0.0	16.258547	2.5352297	Undetermined	-	Polymorphic	Yes
NOTCH2	ENSG00000134250.20	CHM13_G0002791	protein_coding	Yes	SD148	9.6302205	1	ID_400	0.07394931	6.0	6.0	0.0	6.529835	2.2600894	Expanded in humans	-	Nearly-Fixed	Yes
NOTCH2NLA	ENSG00000264343.6	CHM13_G0002941	protein_coding	Yes	.	9.76803313	1	ID_400	0.07394931	6.0	6.0	0.0	6.9684076	2.32112655	Expanded in humans	-	Polymorphic	Yes
NOTCH2NLB	ENSG00000286019.1	CHM13_G0002962	protein_coding	Yes	SD4377,SD5414	10.0625818	1	ID_400	0.07394931	6.0	6.0	0.0	8.844449	2.4648305	Undetermined	chr1:146045000-146111000	Nearly-Fixed	Yes
NOTCH2NLC	ENSG00000286219.1	CHM13_G0003041	protein_coding	Yes	.	9.7299275	1	ID_400	0.07394931	6.0	6.0	0.0	6.790882	2.2830155	Expanded in humans	chr1:148424000-148556000	Nearly-Fixed	Yes
NOTCH2NLR	ENSG00000286106.1	CHM13_G0002804	protein_coding	Yes	.	9.7400135	1	ID_400	0.07394931	6.0	6.0	0.0	6.6830797	2.2473593	Expanded in humans	-	Polymorphic	Yes
NBPF4	ENSG00000196427.13	CHM13_G0002477	protein_coding	Yes	.	6.0073383	1	ID_401	0.00473083	2.0	2.0	0.0	7.142935	4.3849845	Expanded in great apes	-	Nearly-Fixed	No
NBPF6	ENSG00000186086.18	CHM13_G0002471	protein_coding	Yes	.	5.99787665	1	ID_401	0.00473083	2.0	2.0	0.0	7.199183	4.351033	Expanded in great apes	-	Nearly-Fixed	No
NCF1B	ENSG00000182487.12	CHM13_G0051040	transcribed_unprocessed_pseudogene	Yes	.	4.09066518	1	ID_402	0.00742018	3.0	1.0	2.0	1.90509925	1.57502355	Duplicated in humans	chr7:74336000-74487000	Nearly-Fixed	No
NCF1C	ENSG00000165178.9	CHM13_G0051094	unprocessed_pseudogene	Yes	.	4.0756496	1	ID_402	0.00742018	3.0	1.0	2.0	1.8565418	1.6280586	Duplicated in humans	chr7:76367000-76642000	Nearly-Fixed	Yes
NCF1	ENSG00000158517.15	CHM13_G0051085	protein_coding	Yes	.	4.083245	1	ID_402	0.00742018	3.0	1.0	2.0	1.826917	1.6036035	Duplicated in humans	-	Nearly-Fixed	Yes
NF1P10	ENSG00000277529.1	CHM13_G0015678	transcribed_unprocessed_pseudogene	Yes	SD6727,SD7368,SD8369	14.76852	1	ID_403	0.7097085	3.0	0.0	3.0	9.532249	2.6779613	Undetermined	-	Nearly-Fixed	Yes
NF1P11	ENSG00000278184.1	CHM13_G0036460	unprocessed_pseudogene	Yes	SD6278,SD6279,SD6727,SD7368,SD8369	14.0588115	1	ID_403	0.7097085	3.0	0.0	3.0	9.212543	2.516855	Undetermined	chr22:16170000-16226000	Nearly-Fixed	No
NF1P7	ENSG00000278143.1	CHM13_G0015707	unprocessed_pseudogene	Yes	SD5639,SD6278,SD6279,SD6727,SD7368,SD8369	13.292802	1	ID_403	0.7097085	3.0	0.0	3.0	8.9724475	2.6023752	Undetermined	-	Nearly-Fixed	No
NF1P1	ENSG00000270831.1	CHM13_G0018005	unprocessed_pseudogene	Yes	SD6279,SD6727,SD7368,SD7369,SD8369,SD8370	6.55988385	1	ID_404	0.03278709	2.0	0.0	2.0	10.125095	3.2037047	Expanded in great apes	-	Nearly-Fixed	No
NF1P2	ENSG00000258997.2	CHM13_G0017952	unprocessed_pseudogene	Yes	SD6279,SD6727,SD7368,SD7369,SD8369,SD8370	6.49430968	1	ID_404	0.03278709	2.0	0.0	2.0	9.9500735	3.09453215	Expanded in great apes	-	Nearly-Fixed	Yes
NPY4R2	ENSG00000264717.5	CHM13_G0006288	protein_coding	Yes	.	3.4213215	1	ID_405	0.00233597	2.0	2.0	0.0	2.0171797	1.5065875	Duplicated in humans	-	Nearly-Fixed	No
NPY4R	ENSG00000204174.8	CHM13_G0006248	protein_coding	Yes	.	3.42599345	1	ID_405	0.00233597	2.0	2.0	0.0	1.9492271	1.5056165	Duplicated in humans	-	Nearly-Fixed	No
NSF	ENSG00000073969.18	CHM13_G0024568	protein_coding	Yes	.	3.21970065	1	ID_406	7.8252E-4	2.0	1.0	1.0	2.1810377	2.080464	Duplicated in humans	-	Nearly-Fixed	Yes
NSFP1	ENSG00000260075.1	CHM13_G0024563	unprocessed_pseudogene	Yes	SD794,SD9710	3.2181356	1	ID_406	7.8252E-4	2.0	1.0	1.0	2.1820188	2.0853028	Duplicated in humans	chr17:47348000-47399000	Polymorphic	No
NSUN5P1	ENSG00000223705.9	CHM13_G0051114	transcribed_unprocessed_pseudogene	Yes	SD3066	4.02469433	1	ID_407	0.11841045	4.0	2.0	2.0	3.12469275	2.16005455	Expanded in humans	-	Fixed	Yes
NSUN5P2	ENSG00000106133.18	CHM13_G0051019	transcribed_unprocessed_pseudogene	Yes	SD3066	4.21578135	1	ID_407	0.11841045	4.0	2.0	2.0	3.4273067	2.5246027	Expanded in humans	-	Fixed	Yes
TRIM73	ENSG00000178809.11	CHM13_G0051113	protein_coding	Yes	SD3066,SD3069	3.78787343	1	ID_407	0.11841045	4.0	2.0	2.0	2.94357365	2.8369543	Expanded in humans	-	Fixed	Yes
TRIM74	ENSG00000155428.12	CHM13_G0051021	protein_coding	Yes	SD3069	3.84292165	1	ID_407	0.11841045	4.0	2.0	2.0	3.028242	2.882474	Expanded in humans	-	Nearly-Fixed	No
NUDT4B	ENSG00000177144.7	CHM13_G0002961	protein_coding	Yes	SD633	6.20269125	1	ID_408	0.01931862	3.0	2.0	0.0	2.89210295	1.9337548	Expanded in humans	chr1:145987000-146043000	Polymorphic	Yes
NUDT4	ENSG00000173598.14	CHM13_G0013216	protein_coding	Yes	SD633	6.2413285	1	ID_408	0.01931862	3.0	2.0	0.0	2.1775894	1.9115161	Duplicated in humans	-	Fixed	Yes
NUDT4P2	ENSG00000271121.2	CHM13_G0002944	processed_pseudogene	No	SD633	N/A	1	ID_408	0.01931862	3.0	2.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
NUTM2A	ENSG00000184923.12	CHM13_G0006913	protein_coding	Yes	SD3366,SD3367,SD3368,SD3369,SD3372	7.21673275	1	ID_409	0.07526863	7.0	6.0	1.0	16.418905	12.116644	Expanded in great apes	-	Nearly-Fixed	Yes
NUTM2B	ENSG00000188199.10	CHM13_G0006788	protein_coding	Yes	SD3366,SD3367,SD3368,SD3369,SD3372	7.1826452	1	ID_409	0.07526863	7.0	6.0	1.0	16.214006	12.184385	Expanded in great apes	-	Nearly-Fixed	Yes
NUTM2D	ENSG00000214562.14	CHM13_G0006915	protein_coding	Yes	SD3364,SD3366,SD3367,SD3368,SD3369,SD3372,SD8432	7.24795648	1	ID_409	0.07526863	7.0	6.0	1.0	16.506226	12.030024	Expanded in great apes	-	Nearly-Fixed	Yes
NUTM2E	ENSG00000228570.7	CHM13_G0006790	protein_coding	Yes	SD3369,SD3372	7.17268785	1	ID_409	0.07526863	7.0	6.0	1.0	16.269182	12.3512035	Expanded in great apes	-	Nearly-Fixed	Yes
NUTM2F	ENSG00000130950.14	CHM13_G0056515	protein_coding	Yes	SD3369,SD3372	5.3529612	1	ID_409	0.07526863	7.0	6.0	1.0	10.767387	8.666079	Expanded in great apes	-	Fixed	No
NUTM2G	ENSG00000188152.13	CHM13_G0056584	protein_coding	Yes	SD3366,SD3367,SD3368,SD3369,SD3372,SD3374	5.3773036	1	ID_409	0.07526863	7.0	6.0	1.0	9.988112	8.764043	Expanded in great apes	-	Fixed	No
NUTM2HP	ENSG00000232706.3	CHM13_G0006352	unprocessed_pseudogene	Yes	SD3367,SD3368,SD3369,SD3372	6.99969565	1	ID_409	0.07526863	7.0	6.0	1.0	15.776204	11.375137	Expanded in great apes	-	Fixed	No
OCLN	ENSG00000197822.11	CHM13_G0044640	protein_coding	Yes	.	3.0988486	1	ID_410	0.0363508	2.0	1.0	1.0	2.1791668	1.9692403	Duplicated in humans	-	Nearly-Fixed	Yes
OCLNP1	ENSG00000230847.4	CHM13_G0044665	unprocessed_pseudogene	Yes	.	3.026147	1	ID_410	0.0363508	2.0	1.0	1.0	2.1038606	1.8394854	Duplicated in humans	-	Polymorphic	Yes
OR11H12	ENSG00000257115.1	CHM13_G0015665	protein_coding	Yes	.	13.769448	1	ID_411	0.061448	4.0	3.0	1.0	5.7877927	1.4688299	Undetermined	chr14:13096000-13232000	Nearly-Fixed	Yes
OR11H13P	ENSG00000196143.4	CHM13_G0015693	unprocessed_pseudogene	Yes	.	12.8690023	1	ID_411	0.061448	4.0	3.0	1.0	5.1021185	1.4304713	Undetermined	-	Nearly-Fixed	No
OR11H1	ENSG00000130538.5	CHM13_G0036436	protein_coding	Yes	.	13.646552	1	ID_411	0.061448	4.0	3.0	1.0	5.541593	1.5113405	Undetermined	-	Nearly-Fixed	No
OR11H2	ENSG00000258453.3	LOFF_G0000784	protein_coding	Yes	.	13.7120425	1	ID_411	0.061448	4.0	3.0	1.0	5.546139	1.4866618	Undetermined	chr14:13950000-14046000	Nearly-Fixed	No
OR1X1P	ENSG00000272494.1	CHM13_G0046406	unprocessed_pseudogene	Yes	SD5229	3.0618932	1	ID_412	0.04279554	2.0	0.0	2.0	2.1226922	1.67008755	Duplicated in humans	-	Fixed	Yes
OR1X5P	ENSG00000214351.5	CHM13_G0046481	unprocessed_pseudogene	Yes	SD5229	3.14748428	1	ID_412	0.04279554	2.0	0.0	2.0	2.1297761	1.7737237	Duplicated in humans	-	Fixed	Yes
OR2A1-AS1	ENSG00000244479.7	CHM13_G0052437	lncRNA	No	SD11425,SD11426	N/A	1	ID_413	0.0	2.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
OR2A9P	ENSG00000228960.6	CHM13_G0052434	transcribed_unprocessed_pseudogene	Yes	SD11426	6.4056674	1	ID_413	0.0	2.0	0.0	1.0	1.73674595	1.2610546	Duplicated in humans	-	Nearly-Fixed	Yes
OR4F17	ENSG00000176695.8	LOFF_G0001394	protein_coding	Yes	SD6641,SD6767,SD6858	8.0748475	1	ID_414	0.04411156	4.0	4.0	0.0	9.943238	1.9099715	Expanded in great apes	chr19:0-72000	Polymorphic	Yes
OR4F4	ENSG00000177693.4	CHM13_G0007788	protein_coding	Yes	SD6767,SD6858	7.9717906	1	ID_414	0.04411156	4.0	4.0	0.0	10.225249	1.83095265	Expanded in great apes	chr11:0-60000	Polymorphic	Yes
OR4F4	ENSG00000177693.4	LOFF_G0000992	protein_coding	Yes	SD6767,SD6858	7.96035475	1	ID_414	0.04411156	4.0	4.0	0.0	10.44637	1.8273798	Expanded in great apes	chr15:100236000-100296000	Nearly-Fixed	No
OR4F5	ENSG00000186092.6	CHM13_G0041011	protein_coding	Yes	SD6641,SD6767,SD6858	8.04857788	1	ID_414	0.04411156	4.0	4.0	0.0	9.9980635	1.90145135	Expanded in great apes	-	Polymorphic	No
OR4G11P	ENSG00000240361.2	CHM13_G0041013	transcribed_unprocessed_pseudogene	Yes	SD6539	8.36463175	1	ID_415	0.00652063	4.0	0.0	4.0	9.905272	2.06150135	Expanded in great apes	-	Polymorphic	No
OR4G1P	ENSG00000267310.2	LOFF_G0001393	transcribed_unprocessed_pseudogene	Yes	SD6539	8.37540775	1	ID_415	0.00652063	4.0	0.0	4.0	9.835431	2.0683378	Expanded in great apes	chr19:0-72000	Polymorphic	Yes
OR4G2P	ENSG00000183909.6	CHM13_G0007787	transcribed_unprocessed_pseudogene	Yes	SD6539	8.377673	1	ID_415	0.00652063	4.0	0.0	4.0	10.018034	2.167648	Expanded in great apes	chr11:0-60000	Polymorphic	Yes
OR4G2P	ENSG00000183909.6	LOFF_G0000993	transcribed_unprocessed_pseudogene	Yes	SD6539	8.4093325	1	ID_415	0.00652063	4.0	0.0	4.0	9.95272	2.156787	Expanded in great apes	chr15:100236000-100296000	Nearly-Fixed	No
OR4G3P	ENSG00000282137.1	LOFF_G0001392	unprocessed_pseudogene	Yes	SD6539	8.1866915	1	ID_416	0.02373	4.0	0.0	4.0	10.156216	1.859158	Expanded in great apes	chr19:0-72000	Polymorphic	No
OR4G4P	ENSG00000268020.3	CHM13_G0041015	unprocessed_pseudogene	Yes	SD6539	8.317857	1	ID_416	0.02373	4.0	0.0	4.0	10.136128	1.8428558	Expanded in great apes	-	Polymorphic	No
OR4G6P	ENSG00000275771.1	CHM13_G0007786	unprocessed_pseudogene	Yes	SD6539	8.270397	1	ID_416	0.02373	4.0	0.0	4.0	10.240738	1.8794838	Expanded in great apes	chr11:0-60000	Polymorphic	No
OR4G6P	ENSG00000275771.1	LOFF_G0000994	unprocessed_pseudogene	Yes	SD6539	8.3115745	1	ID_416	0.02373	4.0	0.0	4.0	10.2468195	1.8638079	Expanded in great apes	chr15:100236000-100296000	Nearly-Fixed	No
OR4K11P	ENSG00000179381.8	CHM13_G0035662	unprocessed_pseudogene	Yes	SD4404	5.2987132	1	ID_417	0.05281527	2.0	0.0	2.0	6.507701	4.558901	Expanded in great apes	-	Fixed	No
OR4K8P	ENSG00000266693.1	CHM13_G0026078	unprocessed_pseudogene	Yes	SD4404	5.19308265	1	ID_417	0.05281527	2.0	0.0	2.0	5.948831	4.2714596	Expanded in great apes	-	Nearly-Fixed	No
OR4K12P	ENSG00000218549.2	CHM13_G0035663	unprocessed_pseudogene	Yes	SD4395	5.89136343	1	ID_418	0.04348309	2.0	0.0	2.0	12.258106	1.46866465	Expanded in great apes	-	Fixed	Yes
OR4K7P	ENSG00000265340.1	CHM13_G0026077	unprocessed_pseudogene	Yes	SD4395	5.9783296	1	ID_418	0.04348309	2.0	0.0	2.0	12.4321055	1.5917402	Expanded in great apes	-	Fixed	Yes
OR6L1P	ENSG00000233685.1	CHM13_G0007756	unprocessed_pseudogene	Yes	.	2.0381491	1	ID_419	0.01885855	2.0	0.0	2.0	3.40693915	1.67265505	Expanded in great apes	-	Nearly-Fixed	No
OR6L2P	ENSG00000273327.1	CHM13_G0007748	unprocessed_pseudogene	Yes	.	2.0758662	1	ID_419	0.01885855	2.0	0.0	2.0	3.3085957	1.701905	Expanded in great apes	-	Nearly-Fixed	No
OR7E125P	ENSG00000177306.4	LOFF_G0002506	unprocessed_pseudogene	Yes	SD4910	49.325325	1	ID_420	0.11700375	3.0	0.0	3.0	66.5128985	36.0615765	Undetermined	chr8:11639000-12000000	Polymorphic	No
OR7E157P	ENSG00000233176.3	LOFF_G0002550	unprocessed_pseudogene	Yes	SD4910	50.373397	1	ID_420	0.11700375	3.0	0.0	3.0	69.212398	36.413354	Undetermined	-	Polymorphic	No
OR7E96P	ENSG00000227013.3	CHM13_G0052849	unprocessed_pseudogene	Yes	SD4910	49.4423288	1	ID_420	0.11700375	3.0	0.0	3.0	67.540655	35.8481015	Undetermined	-	Polymorphic	No
OTOA	ENSG00000155719.18	CHM13_G0020925	protein_coding	Yes	SD2120,SD9559	5.55582095	1	ID_421	0.01117072	3.0	1.0	2.0	10.160426	1.9375905	Expanded in great apes	-	Fixed	Yes
OTOAP1	ENSG00000257838.5	CHM13_G0020938	transcribed_unprocessed_pseudogene	Yes	SD9559	5.57957108	1	ID_421	0.01117072	3.0	1.0	2.0	10.089824	1.93912535	Expanded in great apes	-	Nearly-Fixed	Yes
OTOAP1	ENSG00000257838.5	LOFF_G0001046	transcribed_unprocessed_pseudogene	Yes	SD9559	5.5907418	1	ID_421	0.01117072	3.0	1.0	2.0	10.197543	1.9668483	Expanded in great apes	-	Polymorphic	Yes
PCMTD1P2	ENSG00000260087.1	LOFF_G0000755	processed_pseudogene	No	.	N/A	1	ID_422	0.085295	7.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
PCMTD1P2	ENSG00000260087.1	LOFF_G0001874	processed_pseudogene	No	.	N/A	1	ID_422	0.085295	7.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
PCMTD1P7	ENSG00000282949.1	LOFF_G0000555	unprocessed_pseudogene	Yes	.	22.1566218	1	ID_422	0.085295	7.0	0.0	5.0	167.03784	9.701294	Undetermined	-	Nearly-Fixed	No
PCMTD1P7	ENSG00000282949.1	LOFF_G0000725	unprocessed_pseudogene	Yes	.	22.5001615	1	ID_422	0.085295	7.0	0.0	5.0	165.5743	9.899741	Undetermined	-	Polymorphic	No
PCMTD1P7	ENSG00000282949.1	LOFF_G0000752	unprocessed_pseudogene	Yes	.	22.3715433	1	ID_422	0.085295	7.0	0.0	5.0	158.03755	9.5738435	Undetermined	-	Nearly-Fixed	No
PCMTD1P7	ENSG00000282949.1	LOFF_G0001711	unprocessed_pseudogene	Yes	.	22.321221	1	ID_422	0.085295	7.0	0.0	5.0	171.742115	9.7310415	Undetermined	chr21:9426000-9522000	Polymorphic	No
PCMTD1P7	ENSG00000282949.1	LOFF_G0001872	unprocessed_pseudogene	Yes	.	22.235926	1	ID_422	0.085295	7.0	0.0	5.0	154.29033	9.54971	Undetermined	chr22:12421000-12490000	Nearly-Fixed	No
PDIA3	ENSG00000167004.13	CHM13_G0018664	protein_coding	Yes	SD1233	3.08530475	1	ID_423	0.2671128	2.0	1.0	1.0	3.4336553	2.6839788	Expanded in great apes	-	Fixed	Yes
PDIA3P2	ENSG00000224677.1	CHM13_G0018657	unprocessed_pseudogene	Yes	SD1233	2.55107915	1	ID_423	0.2671128	2.0	1.0	1.0	3.8697743	1.2924438	Expanded in great apes	-	Nearly-Fixed	Yes
PDPK1	ENSG00000140992.19	CHM13_G0020359	protein_coding	Yes	SD9646	3.13387045	1	ID_424	0.02658597	2.0	1.0	1.0	3.574481	3.3291242	Expanded in great apes	-	Nearly-Fixed	Yes
PDPK2P	ENSG00000205918.9	CHM13_G0020370	transcribed_unprocessed_pseudogene	Yes	.	3.0806985	1	ID_424	0.02658597	2.0	1.0	1.0	3.6456928	3.347577	Expanded in great apes	-	Nearly-Fixed	Yes
PDZK1	ENSG00000174827.14	CHM13_G0002915	protein_coding	Yes	SD2561	3.86607532	1	ID_425	0.00820328	2.0	1.0	1.0	3.80567535	1.8008725	Expanded in great apes	-	Fixed	Yes
PDZK1P1	ENSG00000215859.9	CHM13_G0002996	transcribed_unprocessed_pseudogene	Yes	SD2561,SD2781,SD6009,SD6023,SD6042,SD6057,SD6063,SD6088	3.5083078	1	ID_425	0.00820328	2.0	1.0	1.0	6.2009153	1.80125285	Expanded in great apes	chr1:146793000-146857000	Fixed	Yes
PHKG1P2	ENSG00000228645.2	LOFF_G0002430	processed_pseudogene	No	SD3443,SD7016	N/A	1	ID_426	0.0	2.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
PHKG1P4	ENSG00000229508.2	CHM13_G0050712	unprocessed_pseudogene	Yes	SD7016	3.35103145	1	ID_426	0.0	2.0	0.0	1.0	6.1961465	3.810081	Expanded in great apes	-	Nearly-Fixed	No
PI4KA	ENSG00000241973.11	CHM13_G0036688	protein_coding	Yes	SD3685,SD6168	2.62206995	1	ID_427	0.12243855	2.0	1.0	0.0	3.6924063	1.7793996	Expanded in great apes	-	Fixed	Yes
