gene_a	gene_b
CHM13_G0035608	LOFF_G0001999
CHM13_G0035608	LOFF_G0002252
CHM13_G0035608	LOFF_G0002253
CHM13_G0035608	LOFF_G0002282
CHM13_G0035608	LOFF_G0002898
CHM13_G0035608	LOFF_G0002899
CHM13_G0035609	CHM13_G0041005
CHM13_G0035609	CHM13_G0041006
CHM13_G0035609	CHM13_G0049688
CHM13_G0035609	CHM13_G0057493
CHM13_G0035609	LOFF_G0002252
CHM13_G0035609	LOFF_G0002253
CHM13_G0035609	LOFF_G0002281
CHM13_G0035609	LOFF_G0002282
CHM13_G0035609	LOFF_G0002898
CHM13_G0035609	LOFF_G0002900
CHM13_G0035611	CHM13_G0041023
CHM13_G0035628	LOFF_G0000521
CHM13_G0035628	LOFF_G0000664
CHM13_G0035628	LOFF_G0000865
CHM13_G0035629	LOFF_G0000522
CHM13_G0035629	LOFF_G0000665
CHM13_G0035629	LOFF_G0000866
CHM13_G0035631	LOFF_G0000524
CHM13_G0035631	LOFF_G0000667
CHM13_G0035631	LOFF_G0000868
CHM13_G0035642	LOFF_G0000583
CHM13_G0035642	LOFF_G0000703
CHM13_G0036410	CHM13_G0037811
CHM13_G0036410	CHM13_G0043639
CHM13_G0036415	LOFF_G0000664
CHM13_G0036416	LOFF_G0000665
CHM13_G0036432	LOFF_G0000759
CHM13_G0036436	LOFF_G0000784
CHM13_G0036437	LOFF_G0000776
CHM13_G0036437	LOFF_G0000783
CHM13_G0036451	LOFF_G0000775
CHM13_G0036458	LOFF_G0000773
CHM13_G0036464	LOFF_G0000769
CHM13_G0036470	LOFF_G0000765
CHM13_G0036473	LOFF_G0000768
CHM13_G0036486	CHM13_G0040556
CHM13_G0036567	CHM13_G0036711
CHM13_G0036567	CHM13_G0036712
CHM13_G0036567	LOFF_G0001922
CHM13_G0036567	LOFF_G0001923
CHM13_G0036567	LOFF_G0001924
CHM13_G0036567	LOFF_G0001932
CHM13_G0036567	LOFF_G0001933
CHM13_G0036567	LOFF_G0001934
CHM13_G0036569	CHM13_G0036711
CHM13_G0036569	CHM13_G0036712
CHM13_G0036569	LOFF_G0001923
CHM13_G0036569	LOFF_G0001924
CHM13_G0036569	LOFF_G0001933
CHM13_G0036569	LOFF_G0001934
CHM13_G0036572	CHM13_G0036579
CHM13_G0036572	CHM13_G0036720
CHM13_G0036579	CHM13_G0036720
CHM13_G0036579	LOFF_G0001915
CHM13_G0036579	LOFF_G0001930
CHM13_G0036581	LOFF_G0001915
CHM13_G0036581	LOFF_G0001930
CHM13_G0036687	CHM13_G0036736
CHM13_G0036687	CHM13_G0036738
CHM13_G0036688	CHM13_G0036734
CHM13_G0036711	LOFF_G0001923
CHM13_G0036711	LOFF_G0001924
CHM13_G0036711	LOFF_G0001933
CHM13_G0036711	LOFF_G0001934
CHM13_G0036712	LOFF_G0001923
CHM13_G0036712	LOFF_G0001924
CHM13_G0036712	LOFF_G0001933
CHM13_G0036712	LOFF_G0001934
CHM13_G0036719	LOFF_G0001916
CHM13_G0036719	LOFF_G0001921
CHM13_G0036724	LOFF_G0001910
CHM13_G0036724	LOFF_G0001919
CHM13_G0036731	CHM13_G0036743
CHM13_G0036734	CHM13_G0036740
CHM13_G0036843	CHM13_G0036984
CHM13_G0036843	CHM13_G0036986
CHM13_G0036843	CHM13_G0036987
CHM13_G0036844	CHM13_G0036984
CHM13_G0036844	CHM13_G0036986
CHM13_G0036844	CHM13_G0036987
CHM13_G0036845	CHM13_G0036988
CHM13_G0036969	CHM13_G0036984
CHM13_G0036969	CHM13_G0036986
CHM13_G0036969	CHM13_G0036987
CHM13_G0036969	CHM13_G0036988
CHM13_G0036970	CHM13_G0036984
CHM13_G0036970	CHM13_G0036986
CHM13_G0036970	CHM13_G0036987
CHM13_G0036972	LOFF_G0001931
CHM13_G0037811	LOFF_G0001751
CHM13_G0037969	LOFF_G0002266
CHM13_G0039198	LOFF_G0000612
CHM13_G0039198	LOFF_G0000695
CHM13_G0039198	LOFF_G0001689
CHM13_G0039198	LOFF_G0001839
CHM13_G0040896	CHM13_G0040910
CHM13_G0040896	CHM13_G0040911
CHM13_G0040897	CHM13_G0040900
CHM13_G0040897	LOFF_G0001992
CHM13_G0040899	CHM13_G0040976
CHM13_G0041000	CHM13_G0057489
CHM13_G0041001	CHM13_G0057490
CHM13_G0041002	CHM13_G0046617
CHM13_G0041002	CHM13_G0046619
CHM13_G0041002	CHM13_G0049696
CHM13_G0041002	CHM13_G0057492
CHM13_G0041002	LOFF_G0000403
CHM13_G0041002	LOFF_G0001567
CHM13_G0041002	LOFF_G0002250
CHM13_G0041002	LOFF_G0002284
CHM13_G0041002	LOFF_G0002285
CHM13_G0041002	LOFF_G0002287
CHM13_G0041002	LOFF_G0002291
CHM13_G0041002	LOFF_G0002892
CHM13_G0041002	LOFF_G0002895
CHM13_G0041002	LOFF_G0002897
CHM13_G0041003	CHM13_G0046617
CHM13_G0041003	CHM13_G0057492
CHM13_G0041003	LOFF_G0000403
CHM13_G0041003	LOFF_G0001567
CHM13_G0041003	LOFF_G0002291
CHM13_G0041005	LOFF_G0002252
CHM13_G0041005	LOFF_G0002253
CHM13_G0041005	LOFF_G0002282
CHM13_G0041005	LOFF_G0002898
CHM13_G0041005	LOFF_G0002899
CHM13_G0041006	LOFF_G0002253
CHM13_G0041006	LOFF_G0002281
CHM13_G0041006	LOFF_G0002900
CHM13_G0041007	CHM13_G0046620
CHM13_G0041007	CHM13_G0049689
CHM13_G0041007	LOFF_G0000400
CHM13_G0041007	LOFF_G0001395
CHM13_G0041011	LOFF_G0001394
CHM13_G0041013	LOFF_G0001393
CHM13_G0041015	LOFF_G0001392
CHM13_G0041020	CHM13_G0055183
CHM13_G0041020	LOFF_G0001616
CHM13_G0041021	LOFF_G0002647
CHM13_G0041258	CHM13_G0041259
CHM13_G0041258	CHM13_G0041261
CHM13_G0041258	CHM13_G0041265
CHM13_G0041258	LOFF_G0002043
CHM13_G0041258	LOFF_G0002045
CHM13_G0041258	LOFF_G0002050
CHM13_G0041258	LOFF_G0002054
CHM13_G0041258	LOFF_G0002055
CHM13_G0041259	CHM13_G0041260
CHM13_G0041259	CHM13_G0041262
CHM13_G0041259	CHM13_G0041266
CHM13_G0041259	LOFF_G0002044
CHM13_G0041259	LOFF_G0002046
CHM13_G0041259	LOFF_G0002051
CHM13_G0041260	CHM13_G0041261
CHM13_G0041260	CHM13_G0041263
CHM13_G0041260	LOFF_G0002045
CHM13_G0041260	LOFF_G0002047
CHM13_G0041260	LOFF_G0002052
CHM13_G0041260	LOFF_G0002055
CHM13_G0041261	CHM13_G0041262
CHM13_G0041261	CHM13_G0041264
CHM13_G0041261	LOFF_G0002046
CHM13_G0041261	LOFF_G0002048
CHM13_G0041261	LOFF_G0002053
CHM13_G0041262	CHM13_G0041263
CHM13_G0041262	CHM13_G0041265
CHM13_G0041262	LOFF_G0002047
CHM13_G0041262	LOFF_G0002049
CHM13_G0041262	LOFF_G0002054
CHM13_G0041263	CHM13_G0041264
CHM13_G0041263	CHM13_G0041266
CHM13_G0041263	LOFF_G0002048
CHM13_G0041263	LOFF_G0002050
CHM13_G0041264	CHM13_G0041265
CHM13_G0041264	LOFF_G0002049
CHM13_G0041264	LOFF_G0002051
CHM13_G0041264	LOFF_G0002055
CHM13_G0041265	CHM13_G0041266
CHM13_G0041265	LOFF_G0002050
CHM13_G0041265	LOFF_G0002052
CHM13_G0041266	LOFF_G0002051
CHM13_G0041266	LOFF_G0002053
CHM13_G0041625	CHM13_G0049353
CHM13_G0041625	CHM13_G0049940
CHM13_G0042692	CHM13_G0042709
CHM13_G0042692	LOFF_G0000183
CHM13_G0042692	LOFF_G0000184
CHM13_G0042692	LOFF_G0001567
CHM13_G0043637	LOFF_G0002103
CHM13_G0043637	LOFF_G0002107
CHM13_G0043637	LOFF_G0002111
CHM13_G0043637	LOFF_G0002113
CHM13_G0043637	LOFF_G0002124
CHM13_G0043638	LOFF_G0002105
CHM13_G0043638	LOFF_G0002113
CHM13_G0043638	LOFF_G0002126
CHM13_G0043638	LOFF_G0002128
CHM13_G0043639	LOFF_G0000396
CHM13_G0043900	CHM13_G0048288
CHM13_G0043957	CHM13_G0043958
CHM13_G0043957	CHM13_G0043960
CHM13_G0043957	CHM13_G0043961
CHM13_G0043957	LOFF_G0002164
CHM13_G0043957	LOFF_G0002201
CHM13_G0043958	CHM13_G0043959
CHM13_G0043958	CHM13_G0043960
CHM13_G0043958	CHM13_G0043961
CHM13_G0043958	LOFF_G0002200
CHM13_G0043958	LOFF_G0002201
CHM13_G0043959	CHM13_G0043960
CHM13_G0043959	CHM13_G0043961
CHM13_G0043959	LOFF_G0002165
CHM13_G0043959	LOFF_G0002199
CHM13_G0043959	LOFF_G0002200
CHM13_G0043959	LOFF_G0002201
CHM13_G0043960	LOFF_G0002164
CHM13_G0043960	LOFF_G0002165
CHM13_G0043960	LOFF_G0002166
CHM13_G0043960	LOFF_G0002167
CHM13_G0043960	LOFF_G0002168
CHM13_G0043960	LOFF_G0002169
CHM13_G0043960	LOFF_G0002170
CHM13_G0043960	LOFF_G0002171
CHM13_G0043960	LOFF_G0002172
CHM13_G0043960	LOFF_G0002173
CHM13_G0043960	LOFF_G0002174
CHM13_G0043960	LOFF_G0002175
CHM13_G0043960	LOFF_G0002176
CHM13_G0043960	LOFF_G0002177
CHM13_G0043960	LOFF_G0002178
CHM13_G0043960	LOFF_G0002179
CHM13_G0043960	LOFF_G0002180
CHM13_G0043960	LOFF_G0002181
CHM13_G0043960	LOFF_G0002182
CHM13_G0043960	LOFF_G0002183
CHM13_G0043960	LOFF_G0002184
CHM13_G0043960	LOFF_G0002185
CHM13_G0043960	LOFF_G0002201
CHM13_G0043961	LOFF_G0002164
CHM13_G0043961	LOFF_G0002165
CHM13_G0043961	LOFF_G0002166
CHM13_G0043961	LOFF_G0002167
CHM13_G0043961	LOFF_G0002168
CHM13_G0043961	LOFF_G0002169
CHM13_G0043961	LOFF_G0002170
CHM13_G0043961	LOFF_G0002171
CHM13_G0043961	LOFF_G0002172
CHM13_G0043961	LOFF_G0002173
CHM13_G0043961	LOFF_G0002174
CHM13_G0043961	LOFF_G0002175
CHM13_G0043961	LOFF_G0002176
CHM13_G0043961	LOFF_G0002177
CHM13_G0043961	LOFF_G0002178
CHM13_G0043961	LOFF_G0002179
CHM13_G0043961	LOFF_G0002180
CHM13_G0043961	LOFF_G0002181
CHM13_G0043961	LOFF_G0002182
CHM13_G0043961	LOFF_G0002183
CHM13_G0043961	LOFF_G0002184
CHM13_G0043961	LOFF_G0002185
CHM13_G0043961	LOFF_G0002201
CHM13_G0043995	CHM13_G0044152
CHM13_G0044000	CHM13_G0044158
CHM13_G0044000	CHM13_G0044648
CHM13_G0044000	CHM13_G0044650
CHM13_G0044000	CHM13_G0044659
CHM13_G0044000	CHM13_G0044668
CHM13_G0044000	CHM13_G0044669
CHM13_G0044000	CHM13_G0044671
CHM13_G0044000	CHM13_G0047133
CHM13_G0044000	CHM13_G0048147
CHM13_G0044000	CHM13_G0048148
CHM13_G0044000	CHM13_G0048150
CHM13_G0044000	LOFF_G0002223
CHM13_G0044005	CHM13_G0044657
CHM13_G0044005	CHM13_G0044667
CHM13_G0044005	LOFF_G0002228
CHM13_G0044008	CHM13_G0044675
CHM13_G0044158	CHM13_G0044648
CHM13_G0044158	CHM13_G0044650
CHM13_G0044158	CHM13_G0044659
CHM13_G0044158	CHM13_G0044668
CHM13_G0044158	CHM13_G0044669
CHM13_G0044158	CHM13_G0044671
CHM13_G0044158	CHM13_G0047133
CHM13_G0044158	LOFF_G0002223
CHM13_G0044159	CHM13_G0044651
CHM13_G0044159	LOFF_G0002208
CHM13_G0044159	LOFF_G0002212
CHM13_G0044159	LOFF_G0002229
CHM13_G0044573	LOFF_G0000016
CHM13_G0044640	CHM13_G0044665
CHM13_G0044643	CHM13_G0044664
CHM13_G0044644	CHM13_G0044664
CHM13_G0044646	CHM13_G0044663
CHM13_G0044646	CHM13_G0044666
CHM13_G0044647	CHM13_G0044649
CHM13_G0044647	CHM13_G0044651
CHM13_G0044647	LOFF_G0002204
CHM13_G0044647	LOFF_G0002205
CHM13_G0044647	LOFF_G0002206
CHM13_G0044647	LOFF_G0002207
CHM13_G0044647	LOFF_G0002208
CHM13_G0044647	LOFF_G0002216
CHM13_G0044647	LOFF_G0002229
CHM13_G0044647	LOFF_G0002230
CHM13_G0044648	CHM13_G0044650
CHM13_G0044648	CHM13_G0044659
CHM13_G0044648	CHM13_G0044668
CHM13_G0044648	CHM13_G0044669
CHM13_G0044648	CHM13_G0044671
CHM13_G0044648	CHM13_G0047133
CHM13_G0044648	LOFF_G0002223
CHM13_G0044649	CHM13_G0044651
CHM13_G0044649	CHM13_G0047134
CHM13_G0044649	LOFF_G0002204
CHM13_G0044649	LOFF_G0002205
CHM13_G0044649	LOFF_G0002206
CHM13_G0044649	LOFF_G0002207
CHM13_G0044649	LOFF_G0002208
CHM13_G0044649	LOFF_G0002217
CHM13_G0044649	LOFF_G0002229
CHM13_G0044649	LOFF_G0002230
CHM13_G0044649	LOFF_G0002231
CHM13_G0044650	CHM13_G0044659
CHM13_G0044650	CHM13_G0044668
CHM13_G0044650	CHM13_G0044669
CHM13_G0044650	CHM13_G0044671
CHM13_G0044650	LOFF_G0002223
CHM13_G0044651	LOFF_G0002204
CHM13_G0044651	LOFF_G0002205
CHM13_G0044651	LOFF_G0002206
CHM13_G0044651	LOFF_G0002207
CHM13_G0044651	LOFF_G0002208
CHM13_G0044651	LOFF_G0002212
CHM13_G0044651	LOFF_G0002213
CHM13_G0044651	LOFF_G0002214
CHM13_G0044651	LOFF_G0002215
CHM13_G0044651	LOFF_G0002216
CHM13_G0044651	LOFF_G0002217
CHM13_G0044651	LOFF_G0002229
CHM13_G0044651	LOFF_G0002230
CHM13_G0044651	LOFF_G0002231
CHM13_G0044652	CHM13_G0044663
CHM13_G0044652	CHM13_G0044666
CHM13_G0044653	CHM13_G0044661
CHM13_G0044655	CHM13_G0044660
CHM13_G0044657	CHM13_G0044667
CHM13_G0044657	LOFF_G0002228
CHM13_G0044659	CHM13_G0044668
CHM13_G0044659	CHM13_G0044669
CHM13_G0044659	CHM13_G0044671
CHM13_G0044659	LOFF_G0002223
CHM13_G0044663	CHM13_G0044666
CHM13_G0044667	LOFF_G0002228
CHM13_G0044668	CHM13_G0044669
CHM13_G0044668	LOFF_G0002223
CHM13_G0044669	CHM13_G0044671
CHM13_G0044669	LOFF_G0002223
CHM13_G0044671	CHM13_G0047133
CHM13_G0044671	LOFF_G0002223
CHM13_G0044776	LOFF_G0001333
CHM13_G0044984	CHM13_G0050974
CHM13_G0045124	LOFF_G0002236
CHM13_G0045126	CHM13_G0045145
CHM13_G0045143	CHM13_G0045145
CHM13_G0045146	LOFF_G0002234
CHM13_G0046402	CHM13_G0046480
CHM13_G0046403	CHM13_G0046480
CHM13_G0046403	CHM13_G0046481
CHM13_G0046406	CHM13_G0046480
CHM13_G0046406	CHM13_G0046481
CHM13_G0046410	CHM13_G0046478
CHM13_G0046410	CHM13_G0046487
CHM13_G0046412	CHM13_G0046478
CHM13_G0046412	CHM13_G0046487
CHM13_G0046419	CHM13_G0046476
CHM13_G0046478	CHM13_G0046487
CHM13_G0046617	CHM13_G0057492
CHM13_G0046617	LOFF_G0000403
CHM13_G0046617	LOFF_G0001567
CHM13_G0046617	LOFF_G0002291
CHM13_G0046619	LOFF_G0002289
CHM13_G0046619	LOFF_G0002892
CHM13_G0046620	CHM13_G0049689
CHM13_G0046620	LOFF_G0000400
CHM13_G0046620	LOFF_G0001395
CHM13_G0046624	LOFF_G0002274
CHM13_G0046628	LOFF_G0001229
CHM13_G0046628	LOFF_G0001561
CHM13_G0046628	LOFF_G0002903
CHM13_G0046636	LOFF_G0001164
CHM13_G0047130	CHM13_G0056594
CHM13_G0047130	CHM13_G0056595
CHM13_G0047133	CHM13_G0048146
CHM13_G0047133	CHM13_G0048147
CHM13_G0047133	CHM13_G0048148
CHM13_G0047134	LOFF_G0002217
CHM13_G0047134	LOFF_G0002231
CHM13_G0047524	CHM13_G0047529
CHM13_G0047524	CHM13_G0047530
CHM13_G0047525	CHM13_G0047530
CHM13_G0047527	CHM13_G0047532
CHM13_G0047527	CHM13_G0047533
CHM13_G0047528	CHM13_G0047532
CHM13_G0047528	CHM13_G0047533
CHM13_G0047529	CHM13_G0047533
CHM13_G0048288	CHM13_G0050043
CHM13_G0049012	CHM13_G0052432
CHM13_G0049353	CHM13_G0049940
CHM13_G0049688	CHM13_G0057493
CHM13_G0049688	LOFF_G0002253
CHM13_G0049689	LOFF_G0000400
CHM13_G0049689	LOFF_G0001395
CHM13_G0049696	CHM13_G0057492
CHM13_G0049830	CHM13_G0049862
CHM13_G0049830	CHM13_G0049863
CHM13_G0049831	CHM13_G0049862
CHM13_G0049831	CHM13_G0049863
CHM13_G0049832	CHM13_G0049860
CHM13_G0050279	CHM13_G0050647
CHM13_G0050459	CHM13_G0050972
CHM13_G0050459	CHM13_G0051118
CHM13_G0050459	CHM13_G0051617
CHM13_G0050459	CHM13_G0051618
CHM13_G0050459	CHM13_G0051621
CHM13_G0050459	CHM13_G0051625
CHM13_G0050459	LOFF_G0002452
CHM13_G0050460	CHM13_G0050972
CHM13_G0050460	CHM13_G0051118
CHM13_G0050460	CHM13_G0051617
CHM13_G0050460	CHM13_G0051618
CHM13_G0050460	CHM13_G0051625
CHM13_G0050460	LOFF_G0002452
CHM13_G0050461	CHM13_G0051618
CHM13_G0050462	CHM13_G0051621
CHM13_G0050463	CHM13_G0050971
CHM13_G0050463	CHM13_G0050972
CHM13_G0050463	CHM13_G0051117
CHM13_G0050463	CHM13_G0051606
CHM13_G0050463	CHM13_G0051625
CHM13_G0050463	CHM13_G0051629
CHM13_G0050463	LOFF_G0002450
CHM13_G0050463	LOFF_G0002452
CHM13_G0050465	CHM13_G0050972
CHM13_G0050465	CHM13_G0051118
CHM13_G0050465	CHM13_G0051617
CHM13_G0050465	CHM13_G0051618
CHM13_G0050465	CHM13_G0051625
CHM13_G0050465	CHM13_G0051628
CHM13_G0050465	CHM13_G0051631
CHM13_G0050465	LOFF_G0002452
CHM13_G0050466	CHM13_G0050972
CHM13_G0050466	CHM13_G0051118
CHM13_G0050466	CHM13_G0051617
CHM13_G0050466	CHM13_G0051625
CHM13_G0050466	LOFF_G0002452
CHM13_G0050467	CHM13_G0051618
CHM13_G0050467	CHM13_G0051628
CHM13_G0050467	CHM13_G0051631
CHM13_G0050562	CHM13_G0050565
CHM13_G0050708	CHM13_G0050815
CHM13_G0050710	LOFF_G0002431
CHM13_G0050712	LOFF_G0002430
CHM13_G0050713	CHM13_G0050809
CHM13_G0050714	CHM13_G0050807
CHM13_G0050811	LOFF_G0002388
CHM13_G0050814	LOFF_G0002386
CHM13_G0050816	LOFF_G0002385
CHM13_G0050897	CHM13_G0050915
CHM13_G0050897	CHM13_G0050917
CHM13_G0050901	CHM13_G0050920
CHM13_G0050902	CHM13_G0050921
CHM13_G0050903	CHM13_G0050913
CHM13_G0050903	CHM13_G0050915
CHM13_G0050903	CHM13_G0050916
CHM13_G0050913	CHM13_G0050915
CHM13_G0050913	CHM13_G0050916
CHM13_G0050971	CHM13_G0051117
CHM13_G0050971	CHM13_G0051152
CHM13_G0050971	CHM13_G0051629
CHM13_G0050971	LOFF_G0002450
CHM13_G0050972	CHM13_G0051117
CHM13_G0050972	CHM13_G0051118
CHM13_G0050972	CHM13_G0051151
CHM13_G0050972	CHM13_G0051152
CHM13_G0050972	CHM13_G0051625
CHM13_G0050972	LOFF_G0002450
CHM13_G0050972	LOFF_G0002452
CHM13_G0051016	CHM13_G0051117
CHM13_G0051017	CHM13_G0051114
CHM13_G0051017	CHM13_G0051115
CHM13_G0051019	CHM13_G0051113
CHM13_G0051019	CHM13_G0051114
CHM13_G0051019	CHM13_G0051115
CHM13_G0051021	CHM13_G0051113
CHM13_G0051022	CHM13_G0051108
CHM13_G0051022	CHM13_G0051110
CHM13_G0051022	CHM13_G0051112
CHM13_G0051022	CHM13_G0051113
CHM13_G0051022	CHM13_G0051516
CHM13_G0051022	CHM13_G0051518
CHM13_G0051022	CHM13_G0051519
CHM13_G0051023	CHM13_G0051110
CHM13_G0051023	CHM13_G0051112
CHM13_G0051023	CHM13_G0051113
CHM13_G0051025	CHM13_G0051029
CHM13_G0051025	CHM13_G0051032
CHM13_G0051025	CHM13_G0051088
CHM13_G0051025	CHM13_G0051099
CHM13_G0051025	CHM13_G0051100
CHM13_G0051025	CHM13_G0051102
CHM13_G0051025	CHM13_G0051105
CHM13_G0051025	CHM13_G0051108
CHM13_G0051025	CHM13_G0051110
CHM13_G0051025	CHM13_G0051515
CHM13_G0051025	CHM13_G0051516
CHM13_G0051025	CHM13_G0051518
CHM13_G0051025	CHM13_G0051519
CHM13_G0051028	CHM13_G0051032
CHM13_G0051028	CHM13_G0051090
CHM13_G0051028	CHM13_G0051100
CHM13_G0051028	CHM13_G0051101
CHM13_G0051028	CHM13_G0051102
CHM13_G0051028	CHM13_G0051104
CHM13_G0051028	CHM13_G0051105
CHM13_G0051028	CHM13_G0051107
CHM13_G0051028	CHM13_G0051108
CHM13_G0051028	CHM13_G0051515
CHM13_G0051028	CHM13_G0051516
CHM13_G0051029	CHM13_G0051033
CHM13_G0051029	CHM13_G0051088
CHM13_G0051029	CHM13_G0051099
CHM13_G0051029	CHM13_G0051102
CHM13_G0051029	CHM13_G0051105
CHM13_G0051032	CHM13_G0051033
CHM13_G0051032	CHM13_G0051035
CHM13_G0051032	CHM13_G0051090
CHM13_G0051032	CHM13_G0051098
CHM13_G0051032	CHM13_G0051100
CHM13_G0051032	CHM13_G0051101
CHM13_G0051032	CHM13_G0051102
CHM13_G0051032	CHM13_G0051104
CHM13_G0051032	CHM13_G0051105
CHM13_G0051033	CHM13_G0051088
CHM13_G0051033	CHM13_G0051098
CHM13_G0051033	CHM13_G0051099
CHM13_G0051033	CHM13_G0051100
CHM13_G0051033	CHM13_G0051102
CHM13_G0051033	LOFF_G0002442
CHM13_G0051033	LOFF_G0002443
CHM13_G0051035	CHM13_G0051090
CHM13_G0051035	CHM13_G0051098
CHM13_G0051035	CHM13_G0051100
CHM13_G0051035	CHM13_G0051101
CHM13_G0051035	CHM13_G0051102
CHM13_G0051035	LOFF_G0002442
CHM13_G0051035	LOFF_G0002443
CHM13_G0051036	CHM13_G0051091
CHM13_G0051036	CHM13_G0051095
CHM13_G0051036	LOFF_G0002441
CHM13_G0051040	CHM13_G0051085
CHM13_G0051040	CHM13_G0051094
CHM13_G0051041	CHM13_G0051086
CHM13_G0051041	CHM13_G0051093
CHM13_G0051082	CHM13_G0051095
CHM13_G0051085	CHM13_G0051094
CHM13_G0051086	CHM13_G0051093
CHM13_G0051088	CHM13_G0051099
CHM13_G0051088	CHM13_G0051102
CHM13_G0051088	CHM13_G0051105
CHM13_G0051088	CHM13_G0051108
CHM13_G0051088	LOFF_G0002443
CHM13_G0051090	CHM13_G0051098
CHM13_G0051090	CHM13_G0051100
CHM13_G0051090	CHM13_G0051101
CHM13_G0051090	CHM13_G0051104
CHM13_G0051090	CHM13_G0051107
CHM13_G0051090	LOFF_G0002442
CHM13_G0051091	CHM13_G0051095
CHM13_G0051091	LOFF_G0002441
CHM13_G0051098	CHM13_G0051100
CHM13_G0051098	LOFF_G0002442
CHM13_G0051098	LOFF_G0002443
CHM13_G0051099	CHM13_G0051102
CHM13_G0051099	LOFF_G0002443
CHM13_G0051100	CHM13_G0051101
CHM13_G0051100	CHM13_G0051102
CHM13_G0051101	CHM13_G0051104
CHM13_G0051102	CHM13_G0051105
CHM13_G0051104	CHM13_G0051107
CHM13_G0051105	CHM13_G0051108
CHM13_G0051107	CHM13_G0051515
CHM13_G0051107	CHM13_G0051516
CHM13_G0051108	CHM13_G0051515
CHM13_G0051108	CHM13_G0051516
CHM13_G0051108	CHM13_G0051518
CHM13_G0051108	CHM13_G0051519
CHM13_G0051110	CHM13_G0051516
CHM13_G0051110	CHM13_G0051518
CHM13_G0051110	CHM13_G0051519
CHM13_G0051115	CHM13_G0051153
CHM13_G0051115	CHM13_G0051154
CHM13_G0051115	CHM13_G0051155
CHM13_G0051117	CHM13_G0051151
CHM13_G0051117	CHM13_G0051152
CHM13_G0051117	CHM13_G0051625
CHM13_G0051117	CHM13_G0051629
CHM13_G0051117	LOFF_G0002450
CHM13_G0051117	LOFF_G0002452
CHM13_G0051118	CHM13_G0051151
CHM13_G0051118	CHM13_G0051625
CHM13_G0051118	LOFF_G0002452
CHM13_G0051147	CHM13_G0051158
CHM13_G0051147	CHM13_G0051161
CHM13_G0051147	CHM13_G0051162
CHM13_G0051150	CHM13_G0051158
CHM13_G0051150	CHM13_G0051162
CHM13_G0051151	CHM13_G0051606
CHM13_G0051151	CHM13_G0051625
CHM13_G0051151	LOFF_G0002450
CHM13_G0051151	LOFF_G0002452
CHM13_G0051152	CHM13_G0051166
CHM13_G0051152	CHM13_G0051606
CHM13_G0051152	CHM13_G0051625
CHM13_G0051152	CHM13_G0051629
CHM13_G0051152	LOFF_G0002450
CHM13_G0051152	LOFF_G0002452
CHM13_G0051153	CHM13_G0051607
CHM13_G0051165	CHM13_G0051632
CHM13_G0051168	CHM13_G0051633
CHM13_G0051170	CHM13_G0051632
CHM13_G0051606	CHM13_G0051625
CHM13_G0051606	CHM13_G0051629
CHM13_G0051606	LOFF_G0002450
CHM13_G0051606	LOFF_G0002452
CHM13_G0051617	CHM13_G0051625
CHM13_G0051618	CHM13_G0051627
CHM13_G0051618	CHM13_G0051628
CHM13_G0051625	LOFF_G0002452
CHM13_G0051627	CHM13_G0051631
CHM13_G0051628	CHM13_G0051631
CHM13_G0051629	LOFF_G0002450
CHM13_G0052402	CHM13_G0052408
CHM13_G0052405	CHM13_G0052415
CHM13_G0052406	CHM13_G0052409
CHM13_G0052406	CHM13_G0052413
CHM13_G0052433	CHM13_G0052437
CHM13_G0052433	CHM13_G0052441
CHM13_G0052434	CHM13_G0052437
CHM13_G0052521	CHM13_G0052616
CHM13_G0052524	CHM13_G0052623
CHM13_G0052526	CHM13_G0052616
CHM13_G0052828	CHM13_G0053016
CHM13_G0052828	LOFF_G0002528
CHM13_G0052828	LOFF_G0002558
CHM13_G0052829	CHM13_G0053000
CHM13_G0052829	CHM13_G0053022
CHM13_G0052829	LOFF_G0002570
CHM13_G0052831	CHM13_G0053033
CHM13_G0052831	LOFF_G0002537
CHM13_G0052832	LOFF_G0002536
CHM13_G0052834	CHM13_G0053013
CHM13_G0052834	CHM13_G0053031
CHM13_G0052834	CHM13_G0053032
CHM13_G0052835	CHM13_G0053030
CHM13_G0052835	LOFF_G0002535
CHM13_G0052836	CHM13_G0053027
CHM13_G0052836	LOFF_G0002534
CHM13_G0052837	CHM13_G0053012
CHM13_G0052837	LOFF_G0002567
CHM13_G0052838	CHM13_G0053011
CHM13_G0052838	LOFF_G0002566
CHM13_G0052840	CHM13_G0053025
CHM13_G0052840	LOFF_G0002532
CHM13_G0052841	LOFF_G0002530
CHM13_G0052841	LOFF_G0002562
CHM13_G0052843	CHM13_G0052845
CHM13_G0052843	LOFF_G0002483
CHM13_G0052843	LOFF_G0002528
CHM13_G0052843	LOFF_G0002558
CHM13_G0052845	CHM13_G0052846
CHM13_G0052845	LOFF_G0002527
CHM13_G0052845	LOFF_G0002557
CHM13_G0052846	CHM13_G0052847
CHM13_G0052846	CHM13_G0053021
CHM13_G0052846	LOFF_G0002526
CHM13_G0052847	CHM13_G0052848
CHM13_G0052847	CHM13_G0053020
CHM13_G0052847	LOFF_G0002525
CHM13_G0052848	LOFF_G0002475
CHM13_G0052848	LOFF_G0002484
CHM13_G0052848	LOFF_G0002524
