chrom	chromStart	chromEnd	size	Gene Name	Gene ID	ENSEMBL	Biotype	Family ID	Family status	Gene Coords	SD98_v1.0	SD98_v2.0	Genomic disorders	Median parCN	parCN>0.5	parCN>0.5%	parCN<1.5	parCN=2	parCN>=2.5	parCN=2 %	parCN class	Neanderthal Mezmaiskaya	Neanderthal  Vindija	Neanderthal Altai	Denisova	parCN<0.5	parCN<1.5	parCN=2	Lifted over to hg19	Association	Duplications	Deletions	Median Probands	Median Siblings	p-value	q-value	Median Probands Rounded CN	Median Siblings Rounded CN	p-value Rounded CN	q-value Rounded CN
chr1	1.2722437E7	1.2726577E7	4140.0	PRAMEF8	LOFF_G0000019	ENSG00000182330.10	protein_coding	ID_436	Undetermined	chr1:12722437-12726577	chr1:12722437-12726577	chr1:12722268-12726408	-	1.99	2503.0	99.96	155.0	2022.0	327.0	80.75	Nearly-Fixed	1.51	1.53	1.62	1.48	0	1.0	3.0	Yes	No	-	-	2.0526145	2.055809	0.577610770071635	0.973582962201015	2.0	2.0	0.579098576827606	1.0
chr1	1.2744944E7	1.2750313E7	5369.0	PRAMEF33	CHM13_G0000436	ENSG00000237700.2	protein_coding	ID_38	Undetermined	chr1:12744944-12750313	chr1:12744944-12750313	chr1:12744775-12750144	-	1.69	2499.0	99.8	538.0	1940.0	26.0	77.48	Nearly-Fixed	2.25	1.55	1.9	1.71	0	0.0	4.0	Yes	No	-	-	1.68791	1.696829	0.0934383636431033	0.777237297576723	2.0	2.0	0.185801421773845	1.0
chr1	1.2756986E7	1.2764004E7	7018.0	PRAMEF15	CHM13_G0000437	ENSG00000204501.7	protein_coding	ID_434	Undetermined	chr1:12756986-12764004	chr1:12756986-12764004	chr1:12756817-12763835	-	2.05	2504.0	100.0	56.0	2412.0	36.0	96.33	Nearly-Fixed	2.1	1.91	2.02	1.76	0	0.0	4.0	Yes	No	-	-	2.1089925	2.10934	0.76976854531831	0.983336357253052	2.0	2.0	0.628721995792753	1.0
chr1	1.2783267E7	1.278851E7	5243.0	PRAMEF14	CHM13_G0000439	ENSG00000204481.8	protein_coding	ID_433	Undetermined	chr1:12783267-12788510	chr1:12783267-12788510	chr1:12783098-12788341	-	2.11	2504.0	100.0	321.0	2152.0	31.0	85.94	Nearly-Fixed	0.94	0.59	0.75	0.86	0	4.0	0.0	Yes	No	-	-	2.1210425	2.1215255	0.379836689371215	0.963421719307322	2.0	2.0	0.935600247346596	1.0
chr1	1.6005866E7	1.6241243E7	235377.0	NBPF1	CHM13_G0000527	ENSG00000219481.10	protein_coding	ID_397	Undetermined	chr1:16005866-16241243	chr1:16005866-16241243	chr1:16005697-16241074	-	2.0	2481.0	99.08	560.0	1254.0	690.0	50.08	Nearly-Fixed	1.01	1.15	2.13	1.22	0	3.0	1.0	No	No	-	-	1.916758	1.9215	0.546705281134083	0.973582962201015	2.0	2.0	0.567318324391092	1.0
chr1	1.6463379E7	1.6690269E7	226890.0	CROCC	CHM13_G0000537	ENSG00000058453.17	protein_coding	Unassigned_36	Human duplicated gene family	chr1:16463379-16783560	chr1:16463379-16690269	chr1:16463210-16690100	-	2.29	2504.0	100.0	31.0	1827.0	646.0	72.96	Nearly-Fixed	2.43	1.95	3.54	1.38	0	1.0	2.0	No	No	-	-	2.189853	2.1856095	0.815655736936962	0.983336357253052	2.0	2.0	0.999565660201663	1.0
chr1	2.1304116E7	2.1309099E7	4983.0	NBPF3	CHM13_G0000660	ENSG00000142794.18	protein_coding	Unassigned_77	Undetermined	chr1:21264499-21309099	chr1:21304116-21309099	chr1:21303947-21308930	-	1.9	2504.0	100.0	34.0	2463.0	7.0	98.36	Fixed	1.66	1.99	1.48	1.9	0	1.0	3.0	Yes	No	-	-	1.9446805	1.9534055	0.118331175757627	0.836085141453502	2.0	2.0	1.0	1.0
chr1	2.379741E7	2.3801033E7	3623.0	PNRC2	CHM13_G0000742	ENSG00000189266.13	protein_coding	ID_430	Human duplicated gene family	chr1:23794422-23801053	chr1:23797410-23801033	chr1:23797241-23800864	-	2.06	2504.0	100.0	0.0	2502.0	2.0	99.92	Fixed	1.94	2.15	2.3	2.27	0	0.0	4.0	Yes	No	-	-	1.937604	1.9286295	0.00480064312122787	0.1952261535966	2.0	2.0	-	-
chr1	2.5095207E7	2.5174675E7	79468.0	RSRP1	CHM13_G0000777	ENSG00000117616.18	protein_coding	ID_237	Undetermined	chr1:25078678-25174675	chr1:25095207-25174675	chr1:25095038-25174506	-	2.09	2354.0	94.01	886.0	1609.0	9.0	64.26	Polymorphic	1.89	1.97	1.97	2.08	0	0.0	4.0	Yes	Yes	brain stem volume measurement;negative(1:25599041-25653526,1:25602002-25655822);brain volume measurement;negative(1:25599041-25648747,1:25600747-25658903,1:25592691-25633210,1:25605537-25645529,1:25599041-25645529,1:25599041-25655822,1:25602002-25658903,1:25600747-25643569,1:25592691-25643569,1:25599041-25643569,1:25600747-25653526,1:25600747-25648747,1:25592691-25645529,1:25611076-25651253,1:25605537-25658903,1:25583610-25658903,1:25586498-25658903,1:25599041-25658903,1:25611076-25655822,1:25586498-25653526,1:25602002-25653526,1:25602002-25643569,1:25602002-25655822,1:25602709-25648747,1:25599041-25653526,1:25602709-25645529,1:25611076-25658903,1:25617215-25658903,1:25592691-25648747,1:25602002-25645529,1:25600747-25655822);brain volume measurement;positive(1:25592691-25643569,1:25592691-25648747,1:25592691-25658903,1:25605537-25648747,1:25611076-25653526,1:25600747-25655822,1:25611076-25651253,1:25602002-25645529,1:25599041-25653526,1:25600747-25653526,1:25602709-25648747,1:25611076-25658903,1:25600747-25645529,1:25599041-25655822,1:25599041-25651253,1:25602002-25653526,1:25600747-25643569,1:25600747-25648747,1:25586498-25658903,1:25602002-25643569,1:25599041-25648747,1:25605537-25645529,1:25600747-25658903,1:25599041-25645529,1:25605537-25658903,1:25611076-25655822,1:25592691-25645529,1:25602002-25658903,1:25602002-25655822,1:25583610-25658903);caudate nucleus volume;positive(1:25599041-25643569,1:25600747-25643569,1:25602002-25645529);cerebrospinal fluid volume measurement;positive(1:25600747-25643569);grey matter volume measurement;negative(1:25600747-25643569,1:25611076-25655822,1:25602002-25655822,1:25602709-25648747,1:25599041-25645529,1:25602002-25648747,1:25600747-25658903,1:25592691-25658903,1:25599041-25651253,1:25605537-25645529,1:25599041-25658903,1:25602002-25645529,1:25599041-25648747,1:25602709-25643569,1:25599041-25655822,1:25602002-25658903,1:25611076-25658903,1:25600747-25648747);grey matter volume measurement;positive(1:25599041-25645529,1:25602002-25658903,1:25602002-25643569,1:25600747-25645529,1:25611076-25651253,1:25592691-25643569,1:25600747-25648747,1:25617215-25658903,1:25602002-25653526,1:25600747-25655822,1:25600747-25653526,1:25592691-25645529,1:25602002-25648747,1:25586498-25658903,1:25600747-25643569,1:25602709-25648747,1:25605537-25645529,1:25586498-25653526,1:25605537-25658903,1:25611076-25655822);hippocampal volume;negative(1:25602002-25648747);hippocampal volume;positive(1:25599041-25653526);nucleus accumbens volume;negative(1:25600747-25648747);nucleus accumbens volume;positive(1:25599041-25643569);pallidum volume;negative(1:25602002-25643569,1:25602002-25655822,1:25602002-25648747);pallidum volume;positive(1:25592691-25645529,1:25586498-25653526);putamen volume;negative(1:25592691-25633210,1:25602002-25648747,1:25599041-25653526);putamen volume;positive(1:25611076-25655822);superior frontal gyrus grey matter volume measurement;negative(1:25617215-25658903);superior frontal gyrus grey matter volume measurement;positive(1:25602002-25653526,1:25602002-25658903);white matter volume measurement;positive(1:25617215-25658903)	brain stem volume measurement;negative(1:25600747-25655413,1:25605537-25663071);brain stem volume measurement;positive(1:25599086-25658903,1:25599041-25665030,1:25611076-25658903);brain volume measurement;negative(1:25602002-25653526,1:25599086-25658903,1:25602002-25663071,1:25611076-25655822,1:25592691-25645529,1:25599041-25658903,1:25602002-25658903,1:25611076-25655413,1:25592691-25651253,1:25602709-25663071,1:25599041-25643569,1:25617215-25663071,1:25600747-25655413,1:25611076-25653526,1:25589335-25648747,1:25600747-25663071,1:25592691-25655822,1:25600747-25653526,1:25605537-25658903,1:25617215-25658903,1:25600747-25658903,1:25599041-25655822,1:25605537-25663071,1:25592691-25658903,1:25586498-25658903,1:25602002-25648747,1:25602709-25648747,1:25599041-25665030,1:25600747-25669531,1:25592691-25653526,1:25611076-25651253,1:25611076-25663071,1:25583610-25651253,1:25592691-25633210,1:25599041-25651253,1:25592691-25648747,1:25619569-25663071,1:25586498-25663071,1:25594166-25658903,1:25599041-25648747,1:25611076-25669531,1:25599086-25648747,1:25605537-25648747,1:25599086-25663071,1:25605537-25653526,1:25583610-25658903,1:25611076-25658903,1:25599041-25655413,1:25599041-25669531,1:25600747-25655822);brain volume measurement;positive(1:25586498-25663071,1:25611076-25663071,1:25592691-25653526,1:25602709-25658903,1:25611076-25658903,1:25599041-25669531,1:25602002-25648747,1:25592691-25658903,1:25599086-25663071,1:25600747-25663071,1:25594166-25648747,1:25599041-25663071,1:25600747-25658903,1:25592691-25655822,1:25599041-25648747,1:25600747-25645529,1:25599041-25655413,1:25594166-25658903,1:25605537-25648747,1:25599086-25648747,1:25605537-25663071,1:25599041-25645529,1:25600747-25655822,1:25600747-25669531,1:25611076-25651253,1:25602002-25663071,1:25611076-25655822,1:25599041-25653526,1:25602002-25653526,1:25605537-25653526,1:25600747-25651253,1:25592691-25633210,1:25592691-25663071,1:25589335-25658903,1:25600747-25653526,1:25600747-25648747,1:25611076-25655413,1:25600747-25643569,1:25592691-25645529,1:25600747-25655413,1:25583610-25658903,1:25599041-25651253,1:25617215-25663071,1:25611076-25653526,1:25592691-25651253,1:25586498-25658903,1:25592691-25648747,1:25599041-25658903,1:25619569-25663071,1:25599086-25658903,1:25583610-25663071,1:25602709-25648747,1:25602002-25658903,1:25599041-25643569);caudate nucleus volume;negative(1:25589335-25648747,1:25599041-25643569);caudate nucleus volume;positive(1:25592691-25645529,1:25611076-25651253,1:25617215-25658903,1:25602709-25648747,1:25599086-25658903);cerebrospinal fluid volume measurement;negative(1:25599041-25669531,1:25605537-25663071);grey matter volume measurement;negative(1:25602002-25653526,1:25589335-25648747,1:25586498-25663071,1:25594166-25648747,1:25583610-25663071,1:25611076-25655822,1:25602709-25663071,1:25599041-25658903,1:25599041-25665030,1:25602709-25648747,1:25600747-25663071,1:25611076-25653526,1:25592691-25658903,1:25600747-25655413,1:25599041-25648747,1:25599086-25663071,1:25599041-25669531,1:25611076-25658903,1:25602002-25645529,1:25611076-25663071,1:25600747-25645529,1:25599041-25651253,1:25600747-25669531,1:25592691-25655822,1:25617215-25663071,1:25605537-25658903,1:25592691-25653526,1:25602002-25648747,1:25599041-25643569,1:25600747-25655822,1:25600747-25648747,1:25600747-25658903,1:25600747-25653526,1:25611076-25655413,1:25605537-25663071,1:25619569-25663071,1:25600747-25643569,1:25599041-25655822,1:25599041-25645529,1:25599041-25653526,1:25583610-25658903,1:25599086-25648747);grey matter volume measurement;positive(1:25605537-25651253,1:25592691-25648747,1:25599041-25663071,1:25611076-25651253,1:25592691-25645529,1:25617215-25658903,1:25600747-25643569,1:25594166-25658903,1:25602002-25653526,1:25600747-25645529,1:25600747-25669531,1:25592691-25663071,1:25583610-25648747,1:25583610-25663071,1:25600747-25658903,1:25599086-25658903,1:25599041-25648747,1:25611076-25655413,1:25617215-25663071,1:25605537-25648747,1:25583610-25658903,1:25592691-25653526,1:25602709-25663071,1:25602002-25648747,1:25589335-25658903,1:25599041-25645529,1:25599086-25648747,1:25592691-25651253,1:25600747-25653526,1:25599041-25665030,1:25602002-25663071,1:25586498-25658903,1:25611076-25658903,1:25599041-25653526,1:25599086-25663071);grey matter volume measurement,white matter volume measurement;negative(1:25583610-25663071,1:25611076-25653526,1:25586498-25663071);grey matter volume measurement,white matter volume measurement;positive(1:25599041-25663071);hippocampal volume;negative(1:25602002-25645529,1:25611076-25653526);hippocampal volume;positive(1:25611076-25651253);nucleus accumbens volume;negative(1:25611076-25653526,1:25589335-25648747);nucleus accumbens volume;positive(1:25602002-25663071,1:25602002-25648747,1:25611076-25655413);pallidum volume;negative(1:25602002-25645529,1:25600747-25648747,1:25586498-25663071,1:25599041-25651253);pallidum volume;positive(1:25599041-25655413,1:25599041-25665030);putamen volume;negative(1:25599041-25643569,1:25611076-25655822,1:25611076-25663071);putamen volume;positive(1:25602002-25653526);superior frontal gyrus grey matter volume measurement;negative(1:25599041-25651253,1:25602709-25663071);superior frontal gyrus grey matter volume measurement;positive(1:25583610-25663071,1:25599041-25655822,1:25599086-25658903,1:25583610-25648747,1:25592691-25651253,1:25611076-25651253,1:25611076-25663071);thalamus volume;negative(1:25602002-25645529,1:25586498-25663071,1:25600747-25655413,1:25599041-25651253);thalamus volume;positive(1:25617215-25658903);white matter volume measurement;negative(1:25611076-25653526,1:25586498-25663071);white matter volume measurement;positive(1:25599041-25665030)	1.092401	1.093857	0.67255607028686	0.983336357253052	1.0	1.0	0.505175798666097	1.0
chr1	2.5108832E7	2.5166909E7	58077.0	RHD	CHM13_G0000780	ENSG00000187010.21	protein_coding	ID_442	Undetermined	chr1:25108832-25166909	chr1:25108832-25166909	chr1:25108663-25166740	-	2.08	2353.0	93.97	890.0	1603.0	11.0	64.02	Polymorphic	1.89	1.92	1.98	2.01	0	0.0	4.0	Yes	Yes	brain stem volume measurement;negative(1:25602709-25633210,1:25599041-25653526,1:25602002-25655822);brain volume measurement;negative(1:25611076-25645529,1:25599041-25648747,1:25600747-25658903,1:25592691-25633210,1:25605537-25645529,1:25617215-25653526,1:25599041-25633210,1:25599041-25645529,1:25599041-25655822,1:25602002-25658903,1:25600747-25643569,1:25592691-25643569,1:25599041-25643569,1:25599041-25630940,1:25600747-25653526,1:25602709-25633210,1:25600747-25648747,1:25617215-25648747,1:25592691-25645529,1:25599041-25630079,1:25611076-25648747,1:25600747-25630079,1:25611076-25651253,1:25602002-25633210,1:25605537-25658903,1:25583610-25658903,1:25586498-25658903,1:25599041-25658903,1:25611076-25655822,1:25586498-25653526,1:25619569-25653526,1:25627301-25658903,1:25602002-25653526,1:25602002-25643569,1:25602002-25655822,1:25602709-25648747,1:25599041-25653526,1:25602709-25645529,1:25605537-25643569,1:25611076-25658903,1:25617215-25658903,1:25592691-25648747,1:25602002-25645529,1:25600747-25655822,1:25611076-25643569);brain volume measurement;positive(1:25602002-25633210,1:25592691-25643569,1:25592691-25648747,1:25592691-25658903,1:25605537-25648747,1:25611076-25653526,1:25600747-25655822,1:25611076-25651253,1:25611076-25643569,1:25599041-25630079,1:25602002-25645529,1:25599041-25653526,1:25611076-25648747,1:25619569-25658903,1:25600747-25653526,1:25602709-25648747,1:25602709-25633210,1:25611076-25658903,1:25617215-25655822,1:25600747-25633210,1:25600747-25645529,1:25599041-25655822,1:25599041-25651253,1:25602002-25653526,1:25600747-25643569,1:25600747-25648747,1:25617215-25653526,1:25586498-25658903,1:25602002-25643569,1:25619569-25653526,1:25599041-25648747,1:25605537-25645529,1:25600747-25658903,1:25599041-25645529,1:25605537-25658903,1:25611076-25655822,1:25592691-25645529,1:25602002-25658903,1:25599041-25630940,1:25602002-25655822,1:25583610-25658903);caudate nucleus volume;negative(1:25602709-25633210,1:25611076-25643569);caudate nucleus volume;positive(1:25599041-25643569,1:25600747-25643569,1:25602002-25645529);cerebrospinal fluid volume measurement;positive(1:25599041-25633210,1:25602709-25633210,1:25600747-25643569);grey matter volume measurement;negative(1:25600747-25643569,1:25617215-25655822,1:25611076-25648747,1:25602709-25633210,1:25611076-25655822,1:25617215-25653526,1:25602002-25655822,1:25602709-25648747,1:25611076-25643569,1:25599041-25645529,1:25602002-25648747,1:25600747-25658903,1:25592691-25658903,1:25599041-25633210,1:25599041-25651253,1:25599041-25630079,1:25605537-25645529,1:25599041-25658903,1:25627301-25658903,1:25602002-25645529,1:25599041-25648747,1:25602709-25643569,1:25617215-25648747,1:25599041-25655822,1:25602002-25658903,1:25611076-25658903,1:25600747-25648747,1:25600747-25630079,1:25600747-25633210);grey matter volume measurement;positive(1:25599041-25630940,1:25600747-25633210,1:25611076-25645529,1:25599041-25645529,1:25602002-25658903,1:25602002-25643569,1:25600747-25645529,1:25611076-25651253,1:25592691-25643569,1:25600747-25648747,1:25617215-25648747,1:25617215-25658903,1:25602002-25653526,1:25599041-25633210,1:25600747-25655822,1:25600747-25653526,1:25592691-25645529,1:25602002-25633210,1:25602002-25648747,1:25586498-25658903,1:25627301-25658903,1:25600747-25643569,1:25602709-25648747,1:25611076-25648747,1:25605537-25645529,1:25586498-25653526,1:25605537-25658903,1:25611076-25655822);grey matter volume measurement,white matter volume measurement;positive(1:25611076-25648747,1:25611076-25645529);hippocampal volume;negative(1:25602002-25648747);hippocampal volume;positive(1:25599041-25653526);nucleus accumbens volume;negative(1:25600747-25648747,1:25617215-25655822);nucleus accumbens volume;positive(1:25627301-25658903,1:25599041-25643569);pallidum volume;negative(1:25602709-25633210,1:25602002-25643569,1:25602002-25655822,1:25602002-25648747);pallidum volume;positive(1:25592691-25645529,1:25586498-25653526);putamen volume;negative(1:25592691-25633210,1:25602002-25648747,1:25599041-25653526,1:25617215-25653526);putamen volume;positive(1:25611076-25655822);superior frontal gyrus grey matter volume measurement;negative(1:25611076-25648747,1:25617215-25658903);superior frontal gyrus grey matter volume measurement;positive(1:25602002-25653526,1:25602002-25658903);thalamus volume;negative(1:25617215-25648747);white matter volume measurement;positive(1:25611076-25648747,1:25617215-25658903,1:25611076-25645529)	brain stem volume measurement;negative(1:25602709-25633210,1:25600747-25655413,1:25605537-25663071);brain stem volume measurement;positive(1:25599086-25658903,1:25599041-25665030,1:25611076-25658903);brain volume measurement;negative(1:25602002-25633210,1:25602002-25653526,1:25599086-25658903,1:25602002-25663071,1:25600747-25633210,1:25599041-25630079,1:25611076-25655822,1:25619569-25658903,1:25592691-25645529,1:25599041-25658903,1:25619569-25648747,1:25602002-25658903,1:25611076-25655413,1:25592691-25651253,1:25602709-25663071,1:25599041-25643569,1:25617215-25663071,1:25627301-25658903,1:25600747-25655413,1:25611076-25653526,1:25589335-25648747,1:25600747-25663071,1:25605537-25643569,1:25592691-25655822,1:25600747-25653526,1:25605537-25658903,1:25617215-25658903,1:25600747-25658903,1:25599041-25655822,1:25605537-25663071,1:25592691-25658903,1:25586498-25658903,1:25602002-25648747,1:25602709-25648747,1:25611076-25643569,1:25599041-25665030,1:25600747-25669531,1:25602709-25633210,1:25592691-25653526,1:25611076-25651253,1:25611076-25663071,1:25583610-25651253,1:25592691-25633210,1:25599041-25651253,1:25592691-25648747,1:25619569-25663071,1:25586498-25663071,1:25617215-25648747,1:25594166-25658903,1:25599041-25648747,1:25611076-25645529,1:25611076-25669531,1:25599086-25648747,1:25605537-25648747,1:25599086-25663071,1:25605537-25653526,1:25583610-25658903,1:25611076-25658903,1:25617215-25653526,1:25599041-25655413,1:25599041-25669531,1:25600747-25655822);brain volume measurement;positive(1:25586498-25663071,1:25611076-25663071,1:25592691-25653526,1:25611076-25645529,1:25602709-25658903,1:25611076-25658903,1:25617215-25653526,1:25599041-25669531,1:25602002-25648747,1:25592691-25658903,1:25599086-25663071,1:25600747-25663071,1:25594166-25648747,1:25602002-25633210,1:25599041-25663071,1:25600747-25658903,1:25592691-25655822,1:25599041-25648747,1:25600747-25645529,1:25599041-25655413,1:25594166-25658903,1:25605537-25648747,1:25599086-25648747,1:25605537-25663071,1:25599041-25645529,1:25600747-25655822,1:25600747-25669531,1:25611076-25651253,1:25602002-25663071,1:25611076-25655822,1:25605537-25643569,1:25611076-25648747,1:25599041-25633210,1:25599041-25653526,1:25602002-25653526,1:25605537-25653526,1:25600747-25651253,1:25592691-25633210,1:25592691-25663071,1:25589335-25658903,1:25600747-25653526,1:25600747-25648747,1:25611076-25655413,1:25627301-25663071,1:25600747-25643569,1:25592691-25645529,1:25600747-25655413,1:25583610-25658903,1:25619569-25658903,1:25599041-25651253,1:25599041-25630079,1:25617215-25663071,1:25611076-25653526,1:25599086-25633210,1:25592691-25651253,1:25586498-25658903,1:25592691-25648747,1:25599041-25658903,1:25619569-25663071,1:25619569-25648747,1:25599086-25658903,1:25583610-25663071,1:25602709-25648747,1:25602002-25658903,1:25599041-25643569);caudate nucleus volume;negative(1:25589335-25648747,1:25599041-25643569);caudate nucleus volume;positive(1:25602002-25633210,1:25592691-25645529,1:25611076-25651253,1:25617215-25658903,1:25602709-25648747,1:25599086-25658903);cerebrospinal fluid volume measurement;negative(1:25599041-25669531,1:25605537-25663071);grey matter volume measurement;negative(1:25602002-25653526,1:25589335-25648747,1:25586498-25663071,1:25594166-25648747,1:25583610-25663071,1:25611076-25655822,1:25602709-25663071,1:25599041-25658903,1:25599041-25665030,1:25602709-25648747,1:25600747-25663071,1:25611076-25653526,1:25627301-25658903,1:25592691-25658903,1:25600747-25655413,1:25599041-25648747,1:25599086-25663071,1:25599041-25669531,1:25611076-25658903,1:25602002-25645529,1:25611076-25663071,1:25617215-25648747,1:25602709-25633210,1:25600747-25645529,1:25599041-25651253,1:25605537-25643569,1:25600747-25669531,1:25592691-25655822,1:25617215-25663071,1:25605537-25658903,1:25592691-25653526,1:25602002-25648747,1:25599041-25643569,1:25600747-25655822,1:25600747-25648747,1:25600747-25658903,1:25611076-25643569,1:25600747-25653526,1:25599041-25630079,1:25611076-25655413,1:25605537-25663071,1:25619569-25663071,1:25600747-25643569,1:25599041-25655822,1:25599041-25645529,1:25599041-25653526,1:25583610-25658903,1:25599086-25648747);grey matter volume measurement;positive(1:25605537-25651253,1:25602002-25633210,1:25592691-25648747,1:25599041-25663071,1:25611076-25651253,1:25592691-25645529,1:25617215-25658903,1:25600747-25643569,1:25594166-25658903,1:25602002-25653526,1:25611076-25648747,1:25600747-25645529,1:25600747-25669531,1:25592691-25663071,1:25600747-25633210,1:25583610-25648747,1:25583610-25663071,1:25619569-25658903,1:25611076-25645529,1:25600747-25658903,1:25599086-25658903,1:25599041-25648747,1:25605537-25643569,1:25627301-25663071,1:25611076-25655413,1:25617215-25663071,1:25619569-25653526,1:25605537-25648747,1:25617215-25648747,1:25583610-25658903,1:25592691-25653526,1:25602709-25663071,1:25602002-25648747,1:25589335-25658903,1:25599041-25645529,1:25599086-25648747,1:25592691-25651253,1:25600747-25653526,1:25599041-25665030,1:25602002-25663071,1:25586498-25658903,1:25611076-25658903,1:25599041-25653526,1:25599086-25663071);grey matter volume measurement,white matter volume measurement;negative(1:25583610-25663071,1:25611076-25653526,1:25602709-25633210,1:25586498-25663071);grey matter volume measurement,white matter volume measurement;positive(1:25602002-25633210,1:25611076-25648747,1:25599041-25663071);hippocampal volume;negative(1:25602002-25645529,1:25611076-25653526);hippocampal volume;positive(1:25602002-25633210,1:25611076-25651253,1:25627301-25663071);nucleus accumbens volume;negative(1:25605537-25643569,1:25611076-25653526,1:25589335-25648747);nucleus accumbens volume;positive(1:25602002-25633210,1:25602002-25663071,1:25602002-25648747,1:25611076-25648747,1:25611076-25655413);pallidum volume;negative(1:25602002-25645529,1:25600747-25648747,1:25586498-25663071,1:25599041-25651253,1:25602709-25633210);pallidum volume;positive(1:25599041-25655413,1:25599041-25665030);putamen volume;negative(1:25599041-25643569,1:25611076-25655822,1:25611076-25663071);putamen volume;positive(1:25602002-25653526);superior frontal gyrus grey matter volume measurement;negative(1:25602709-25633210,1:25599041-25651253,1:25602709-25663071);superior frontal gyrus grey matter volume measurement;positive(1:25602002-25633210,1:25583610-25663071,1:25605537-25643569,1:25599041-25655822,1:25599086-25658903,1:25583610-25648747,1:25592691-25651253,1:25611076-25651253,1:25611076-25663071);thalamus volume;negative(1:25602709-25633210,1:25602002-25645529,1:25586498-25663071,1:25600747-25655413,1:25599041-25651253);thalamus volume;positive(1:25602002-25633210,1:25611076-25648747,1:25617215-25658903);white matter volume measurement;negative(1:25602709-25633210,1:25611076-25653526,1:25586498-25663071);white matter volume measurement;positive(1:25599041-25665030,1:25611076-25648747)	1.070814	1.076217	0.661668962499588	0.983336357253052	1.0	1.0	0.418978199687848	1.0
chr1	2.5198889E7	2.526184E7	62951.0	RHCE	CHM13_G0000784	ENSG00000188672.19	protein_coding	ID_442	Undetermined	chr1:25198715-25266704	chr1:25198889-25261840	chr1:25198720-25261671	-	2.07	2504.0	100.0	2.0	2495.0	7.0	99.64	Fixed	1.88	1.95	2.09	2.02	0	0.0	4.0	Yes	No	-	-	1.9831085	1.988123	0.411426230239705	0.963421719307322	2.0	2.0	0.0718606382258516	0.936067642615613
chr1	2.6312759E7	2.6314162E7	1403.0	HMGN2	CHM13_G0000833	ENSG00000198830.11	protein_coding	Unassigned_57	Undetermined	chr1:26310628-26314832	chr1:26312759-26314162	chr1:26312590-26313993	-	2.02	2504.0	100.0	3.0	2488.0	13.0	99.36	Fixed	1.74	2.32	1.82	1.82	0	0.0	4.0	Yes	No	-	-	2.0033895	2.002183	0.681598692344901	0.983336357253052	2.0	2.0	-	-
chr1	6.5102909E7	6.5106873E7	3964.0	AK4	CHM13_G0001865	ENSG00000162433.15	protein_coding	Unassigned_17	Human duplicated gene family	chr1:65025696-65110303	chr1:65102909-65106873	chr1:65102740-65106704	-	2.0	2504.0	100.0	0.0	2503.0	1.0	99.96	Fixed	1.43	2.02	2.0	1.88	0	1.0	3.0	Yes	No	-	-	2.0391755	2.035102	0.187887423485629	0.902062706257881	2.0	2.0	1.0	1.0
chr1	1.03465925E8	1.03468418E8	2493.0	AMY2A	CHM13_G0002438	ENSG00000243480.7	protein_coding	ID_131	Human duplicated gene family	chr1:103465925-103474816	chr1:103465925-103468418	chr1:103465756-103468249	-	1.94	2502.0	99.92	141.0	1999.0	364.0	79.83	Nearly-Fixed	0.95	1.75	1.91	2.14	0	1.0	3.0	Yes	Yes	brain volume measurement;positive(1:104110651-104297384);grey matter volume measurement;positive(1:104110651-104297384);nucleus accumbens volume;positive(1:104110651-104161650);pallidum volume;positive(1:104110651-104297384)	-	1.922541	1.9336645	0.374380057452854	0.963421719307322	2.0	2.0	0.476972387673983	1.0
